,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW ORLEANS_ACTION,LA LAKERS_SCORE,NEW ORLEANS_SCORE
0,1,11:43.0,Offensive foul by J. McGee (drawn by B. Ingram),,0,0
1,1,11:43.0,Turnover by J. McGee (offensive foul),,0,0
2,1,11:26.0,,L. Ball misses 3-pt jump shot from 25 ft,0,0
3,1,11:22.0,Defensive rebound by A. Bradley,,0,0
4,1,11:11.0,L. James misses 2-pt layup from 1 ft,,0,0
5,1,11:07.0,,Defensive rebound by J. Holiday,0,0
6,1,11:00.0,,B. Ingram misses 3-pt jump shot from 24 ft,0,0
7,1,11:00.0,Defensive rebound by Team,,0,0
8,1,10:46.0,A. Bradley misses 2-pt layup from 3 ft (block by L. Ball),,0,0
9,1,10:43.0,,Defensive rebound by L. Ball,0,0
10,1,10:32.0,,J. Holiday makes 3-pt jump shot from 25 ft,0,3
11,1,10:21.0,K. Kuzma misses 3-pt jump shot from 26 ft,,0,3
12,1,10:18.0,Offensive rebound by Team,,0,3
13,1,10:14.0,L. James misses 2-pt layup from 3 ft,,0,3
14,1,10:14.0,Offensive rebound by Team,,0,3
15,1,10:08.0,L. James makes 3-pt jump shot from 24 ft,,3,3
16,1,9:55.0,,Turnover by B. Ingram (traveling),3,3
17,1,9:46.0,K. Kuzma makes 2-pt dunk from 1 ft (assist by L. James),,5,3
18,1,9:32.0,,D. Favors misses 2-pt layup from 2 ft,5,3
19,1,9:29.0,,Offensive rebound by D. Favors,5,3
20,1,9:29.0,,D. Favors misses 2-pt layup from 1 ft,5,3
21,1,9:28.0,,Offensive rebound by D. Favors,5,3
22,1,9:28.0,,D. Favors misses 2-pt layup from 1 ft,5,3
23,1,9:28.0,,Offensive rebound by D. Favors,5,3
24,1,9:26.0,,D. Favors makes 2-pt layup from 1 ft,5,5
25,1,9:18.0,A. Bradley misses 2-pt jump shot from 4 ft,,5,5
26,1,9:17.0,,Defensive rebound by J. Holiday,5,5
27,1,9:09.0,,D. Favors misses 2-pt layup from 2 ft,5,5
28,1,9:04.0,,Offensive rebound by Z. Williamson,5,5
29,1,9:04.0,,Z. Williamson makes 2-pt dunk from 1 ft,5,7
30,1,8:46.0,J. McGee makes 2-pt dunk at rim (assist by A. Bradley),,7,7
31,1,8:30.0,,B. Ingram misses 2-pt layup from 2 ft,7,7
32,1,8:28.0,Defensive rebound by D. Green,,7,7
33,1,8:23.0,D. Green makes 2-pt layup from 2 ft,,9,7
34,1,8:15.0,,Personal foul by D. Green (drawn by B. Ingram),9,7
35,1,8:06.0,,Z. Williamson makes 2-pt layup from 2 ft (assist by L. Ball),9,9
36,1,8:00.0,Turnover by L. James (bad pass; steal by L. Ball),,9,9
37,1,7:50.0,,J. Holiday misses 2-pt layup from 2 ft,9,9
38,1,7:48.0,,Offensive rebound by D. Favors,9,9
39,1,7:48.0,,D. Favors misses 2-pt layup from 2 ft,9,9
40,1,7:46.0,Defensive rebound by D. Green,,9,9
41,1,7:41.0,A. Bradley misses 2-pt layup from 2 ft,,9,9
42,1,7:37.0,,Defensive rebound by L. Ball,9,9
43,1,7:31.0,,Z. Williamson makes 2-pt layup from 3 ft (assist by L. Ball),9,11
44,1,7:08.0,K. Kuzma makes 2-pt dunk from 1 ft (assist by A. Bradley),,11,11
45,1,7:00.0,,Z. Williamson misses 2-pt dunk from 2 ft,11,11
46,1,6:57.0,Defensive rebound by K. Kuzma,,11,11
47,1,6:52.0,LA Lakers full timeout,,11,11
48,1,6:38.0,K. Kuzma misses 3-pt jump shot from 25 ft,,11,11
49,1,6:35.0,,Defensive rebound by B. Ingram,11,11
50,1,6:23.0,,L. Ball misses 3-pt jump shot from 28 ft,11,11
51,1,6:19.0,Defensive rebound by L. James,,11,11
52,1,6:14.0,A. Bradley misses 3-pt jump shot from 24 ft,,11,11
53,1,6:10.0,Offensive rebound by A. Bradley,,11,11
54,1,6:09.0,D. Green misses 3-pt jump shot from 24 ft,,11,11
55,1,6:05.0,,Defensive rebound by L. Ball,11,11
56,1,6:02.0,,Personal foul by D. Green (drawn by B. Ingram),11,11
57,1,6:02.0,K. Caldwell-Pope enters the game for D. Green,,11,11
58,1,6:02.0,,J. Hart enters the game for Z. Williamson,11,11
59,1,5:53.0,,J. Hart makes 3-pt jump shot from 23 ft (assist by L. Ball),11,14
60,1,5:28.0,J. McGee misses 2-pt hook shot from 10 ft,,11,14
61,1,5:25.0,,Defensive rebound by D. Favors,11,14
62,1,5:13.0,,D. Favors misses 2-pt layup from 2 ft (block by J. McGee),11,14
63,1,5:11.0,Defensive rebound by L. James,,11,14
64,1,5:08.0,L. James makes 2-pt layup from 1 ft,,13,14
65,1,4:58.0,,Shooting foul by J. McGee (drawn by J. Holiday),13,14
66,1,4:58.0,,J. Holiday misses free throw 1 of 2,13,14
67,1,4:58.0,,Offensive rebound by Team,13,14
