,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,INDIANA_ACTION,CLEVELAND_SCORE,INDIANA_SCORE
296,3,5:39.0,,M. Brogdon makes free throw 2 of 2,52,56
297,3,5:21.0,K. Love misses 3-pt jump shot from 28 ft,,52,56
298,3,5:19.0,,Defensive rebound by D. Sabonis,52,56
299,3,5:11.0,,D. Sabonis misses 2-pt jump shot from 13 ft,52,56
300,3,5:09.0,,Offensive rebound by M. Brogdon,52,56
301,3,5:07.0,,M. Brogdon misses 2-pt layup from 3 ft,52,56
302,3,5:05.0,Defensive rebound by L. Nance,,52,56
303,3,4:56.0,J. Clarkson makes 2-pt layup from 2 ft,,54,56
304,3,4:47.0,,J. Lamb misses 2-pt jump shot from 21 ft,54,56
305,3,4:45.0,Defensive rebound by K. Love,,54,56
306,3,4:39.0,C. Sexton misses 2-pt layup from 3 ft,,54,56
307,3,4:37.0,,Defensive rebound by M. Brogdon,54,56
308,3,4:36.0,,Personal take foul by C. Osman (drawn by M. Brogdon),54,56
309,3,4:36.0,,M. Brogdon makes free throw 1 of 2,54,57
310,3,4:36.0,,J. Holiday enters the game for J. Lamb,54,57
311,3,4:36.0,,M. Brogdon makes free throw 2 of 2,54,58
312,3,4:15.0,L. Nance misses 2-pt jump shot from 10 ft,,54,58
313,3,4:13.0,,Defensive rebound by D. Sabonis,54,58
314,3,4:00.0,,T. Warren misses 2-pt jump shot from 9 ft,54,58
315,3,3:57.0,Defensive rebound by K. Love,,54,58
316,3,3:50.0,C. Sexton misses 3-pt jump shot from 26 ft,,54,58
317,3,3:46.0,,Defensive rebound by M. Brogdon,54,58
318,3,3:42.0,,D. Sabonis makes 2-pt dunk from 2 ft (assist by M. Brogdon),54,60
319,3,3:25.0,K. Love misses 3-pt jump shot from 26 ft,,54,60
320,3,3:22.0,,Defensive rebound by J. Holiday,54,60
321,3,3:15.0,Cleveland full timeout,,54,60
322,3,3:15.0,D. Garland enters the game for K. Love,,54,60
323,3,3:15.0,K. Porter enters the game for C. Sexton,,54,60
324,3,3:05.0,,J. Sampson makes 2-pt dunk from 3 ft (assist by D. Sabonis),54,62
325,3,2:49.0,Personal foul by T. Warren (drawn by J. Clarkson),,54,62
326,3,2:49.0,,T. McConnell enters the game for M. Brogdon,54,62
327,3,2:49.0,,D. McDermott enters the game for J. Sampson,54,62
328,3,2:41.0,Shooting foul by J. Holiday (drawn by J. Clarkson),,54,62
329,3,2:41.0,J. Clarkson makes free throw 1 of 3,,55,62
330,3,2:41.0,J. Clarkson makes free throw 2 of 3,,56,62
331,3,2:41.0,,G. Bitadze enters the game for D. Sabonis,56,62
332,3,2:41.0,J. Clarkson makes free throw 3 of 3,,57,62
333,3,2:26.0,,Personal foul by K. Porter (drawn by G. Bitadze),57,62
334,3,2:26.0,,G. Bitadze misses free throw 1 of 2,57,62
335,3,2:26.0,,Offensive rebound by Team,57,62
336,3,2:26.0,,G. Bitadze makes free throw 2 of 2,57,63
337,3,2:10.0,C. Osman misses 3-pt jump shot from 23 ft,,57,63
338,3,2:07.0,,Defensive rebound by G. Bitadze,57,63
339,3,1:50.0,,G. Bitadze misses 3-pt jump shot from 25 ft,57,63
340,3,1:47.0,Defensive rebound by D. Garland,,57,63
341,3,1:39.0,Shooting foul by G. Bitadze (drawn by D. Garland),,57,63
342,3,1:39.0,D. Garland misses free throw 1 of 2,,57,63
343,3,1:39.0,Offensive rebound by Team,,57,63
344,3,1:39.0,,J. Lamb enters the game for T. Warren,57,63
345,3,1:39.0,D. Garland misses free throw 2 of 2,,57,63
346,3,1:38.0,,Defensive rebound by J. Holiday,57,63
347,3,1:27.0,,D. McDermott misses 3-pt jump shot from 25 ft,57,63
348,3,1:24.0,Defensive rebound by C. Osman,,57,63
349,3,1:13.0,J. Clarkson misses 3-pt jump shot from 25 ft,,57,63
350,3,1:08.0,,Defensive rebound by J. Lamb,57,63
351,3,1:04.0,,Personal foul by K. Porter (drawn by J. Lamb),57,63
352,3,1:04.0,,J. Lamb makes free throw 1 of 2,57,64
353,3,1:04.0,,J. Lamb makes free throw 2 of 2,57,65
354,3,0:51.0,L. Nance makes 2-pt dunk from 2 ft (assist by J. Clarkson),,59,65
355,3,0:39.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by T. McConnell),59,68
356,3,0:33.0,Shooting foul by G. Bitadze (drawn by J. Clarkson),,59,68
357,3,0:33.0,J. Clarkson makes free throw 1 of 2,,60,68
358,3,0:33.0,J. Clarkson makes free throw 2 of 2,,61,68
359,3,0:28.0,,T. McConnell misses 2-pt layup from 1 ft,61,68
360,3,0:26.0,Defensive rebound by L. Nance,,61,68
361,3,0:22.0,Turnover by L. Nance (bad pass; steal by J. Holiday),,61,68
362,3,0:03.0,,J. Lamb misses 3-pt jump shot from 26 ft,61,68
363,3,0:00.0,Defensive rebound by J. Clarkson,,61,68
364,4,11:49.0,,J. Holiday misses 3-pt jump shot from 26 ft,61,68
365,4,11:45.0,Defensive rebound by T. Thompson,,61,68
366,4,11:37.0,L. Nance makes 2-pt dunk from 1 ft (assist by T. Thompson),,63,68
367,4,11:16.0,,Turnover by D. McDermott (step out of bounds),63,68
368,4,11:04.0,Shooting foul by D. McDermott (drawn by K. Porter),,63,68
369,4,11:04.0,K. Porter makes free throw 1 of 2,,64,68
370,4,11:04.0,K. Porter makes free throw 2 of 2,,65,68
371,4,10:53.0,,J. Lamb makes 2-pt jump shot from 12 ft,65,70
372,4,10:38.0,K. Porter makes 3-pt jump shot from 25 ft (assist by L. Nance),,68,70
373,4,10:24.0,,G. Bitadze misses 3-pt jump shot from 25 ft,68,70
374,4,10:21.0,Defensive rebound by K. Porter,,68,70
375,4,10:09.0,Turnover by K. Porter (lost ball; steal by J. Lamb),,68,70
376,4,10:04.0,,D. McDermott misses 3-pt jump shot from 24 ft,68,70
377,4,10:00.0,,Offensive rebound by G. Bitadze,68,70
378,4,10:00.0,,Shooting foul by T. Thompson (drawn by G. Bitadze),68,70
379,4,10:00.0,,G. Bitadze makes free throw 1 of 2,68,71
380,4,10:00.0,K. Love enters the game for T. Thompson,,68,71
381,4,10:00.0,,D. Sabonis enters the game for J. Holiday,68,71
382,4,10:00.0,,G. Bitadze makes free throw 2 of 2,68,72
383,4,9:37.0,D. Garland misses 2-pt layup from 2 ft,,68,72
384,4,9:33.0,Offensive rebound by L. Nance,,68,72
385,4,9:32.0,L. Nance misses 2-pt layup from 2 ft,,68,72
386,4,9:30.0,,Defensive rebound by D. Sabonis,68,72
387,4,9:26.0,,T. McConnell makes 2-pt layup from 2 ft,68,74
388,4,9:26.0,,Shooting foul by C. Sexton (drawn by T. McConnell),68,74
