,QUARTER,TIME_REMAINING,HOUSTON_ACTION,TORONTO_ACTION,HOUSTON_SCORE,TORONTO_SCORE
41,1,6:48.0,R. Westbrook makes 2-pt layup from 1 ft (assist by B. McLemore),,12,8
42,1,6:34.0,,P. Siakam misses 2-pt layup from 3 ft,12,8
43,1,6:33.0,Defensive rebound by R. Westbrook,,12,8
44,1,6:31.0,Turnover by R. Westbrook (bad pass; steal by F. VanVleet),,12,8
45,1,6:27.0,,O. Anunoby misses 3-pt jump shot from 27 ft,12,8
46,1,6:24.0,,Offensive rebound by P. Siakam,12,8
47,1,6:22.0,,P. Siakam makes 2-pt hook shot from 2 ft,12,10
48,1,6:02.0,R. Westbrook misses 2-pt jump shot from 9 ft,,12,10
49,1,6:00.0,,Defensive rebound by M. Gasol,12,10
50,1,5:56.0,,P. Siakam makes 2-pt layup from 1 ft (assist by F. VanVleet),12,12
51,1,5:55.0,Houston full timeout,,12,12
52,1,5:55.0,D. House enters the game for B. McLemore,,12,12
53,1,5:55.0,A. Rivers enters the game for P. Tucker,,12,12
54,1,5:55.0,Violation by Team (delay of game),,12,12
55,1,5:43.0,R. Westbrook misses 3-pt jump shot from 27 ft,,12,12
56,1,5:40.0,,Defensive rebound by F. VanVleet,12,12
57,1,5:31.0,,P. Siakam misses 2-pt layup from 2 ft (block by C. Capela),12,12
58,1,5:31.0,,Offensive rebound by Team,12,12
59,1,5:20.0,,Turnover by F. VanVleet (bad pass; steal by R. Westbrook),12,12
60,1,5:15.0,D. House makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,15,12
61,1,5:02.0,,P. Siakam makes 3-pt jump shot from 25 ft (assist by M. Gasol),15,15
62,1,4:48.0,R. Westbrook misses 3-pt jump shot from 26 ft,,15,15
63,1,4:45.0,,Defensive rebound by P. Siakam,15,15
64,1,4:39.0,,M. Gasol misses 3-pt jump shot from 26 ft,15,15
65,1,4:36.0,,Offensive rebound by K. Lowry,15,15
66,1,4:35.0,,O. Anunoby misses 3-pt jump shot from 26 ft,15,15
67,1,4:32.0,Defensive rebound by A. Rivers,,15,15
68,1,4:25.0,D. House makes 2-pt layup from 1 ft (assist by J. Harden),,17,15
69,1,4:12.0,,Turnover by K. Lowry (bad pass; steal by J. Harden),17,15
70,1,4:07.0,J. Harden makes 2-pt layup at rim,,19,15
71,1,3:50.0,,P. Siakam misses 3-pt jump shot from 23 ft,19,15
72,1,3:48.0,Defensive rebound by C. Capela,,19,15
73,1,3:42.0,Personal foul by M. Gasol (drawn by C. Capela),,19,15
74,1,3:42.0,B. McLemore enters the game for R. Westbrook,,19,15
75,1,3:42.0,,T. Davis enters the game for O. Anunoby,19,15
76,1,3:42.0,,S. Ibaka enters the game for M. Gasol,19,15
77,1,3:42.0,,N. Powell enters the game for K. Lowry,19,15
78,1,3:39.0,B. McLemore misses 3-pt jump shot from 25 ft,,19,15
79,1,3:35.0,Offensive rebound by A. Rivers,,19,15
80,1,3:33.0,D. House makes 3-pt jump shot from 26 ft (assist by A. Rivers),,22,15
81,1,3:17.0,,Turnover by T. Davis (traveling),22,15
82,1,3:08.0,B. McLemore misses 3-pt jump shot from 26 ft,,22,15
83,1,3:04.0,,Defensive rebound by P. Siakam,22,15
84,1,2:55.0,,P. Siakam makes 2-pt layup from 1 ft,22,17
85,1,2:40.0,A. Rivers misses 3-pt jump shot from 26 ft,,22,17
86,1,2:36.0,Offensive rebound by C. Capela,,22,17
87,1,2:35.0,B. McLemore misses 3-pt jump shot from 27 ft,,22,17
88,1,2:31.0,,Defensive rebound by P. Siakam,22,17
89,1,2:22.0,,T. Davis makes 3-pt jump shot from 27 ft (assist by S. Ibaka),22,20
90,1,2:05.0,A. Rivers makes 3-pt jump shot from 24 ft (assist by C. Capela),,25,20
91,1,1:54.0,,P. Siakam makes 3-pt jump shot from 27 ft,25,23
92,1,1:39.0,B. McLemore makes 2-pt layup from 1 ft (assist by D. House),,27,23
93,1,1:23.0,,S. Ibaka misses 3-pt jump shot from 26 ft,27,23
94,1,1:21.0,Defensive rebound by A. Rivers,,27,23
95,1,1:13.0,Turnover by J. Harden (lost ball; steal by N. Powell),,27,23
96,1,1:08.0,,P. Siakam makes 2-pt layup from 2 ft (assist by F. VanVleet),27,25
97,1,1:00.0,Shooting foul by P. Siakam (drawn by D. House),,27,25
98,1,1:00.0,Technical foul by P. Siakam,,27,25
99,1,1:00.0,,Toronto full timeout,27,25
100,1,1:00.0,T. Sefolosha enters the game for C. Capela,,27,25
101,1,1:00.0,P. Tucker enters the game for B. McLemore,,27,25
102,1,1:00.0,,R. Hollis-Jefferson enters the game for P. Siakam,27,25
103,1,1:00.0,,K. Lowry enters the game for F. VanVleet,27,25
104,1,1:00.0,J. Harden makes technical free throw,,28,25
105,1,1:00.0,C. Capela enters the game for T. Sefolosha,,28,25
106,1,1:00.0,B. McLemore enters the game for P. Tucker,,28,25
107,1,1:00.0,,P. Siakam enters the game for R. Hollis-Jefferson,28,25
108,1,1:00.0,,F. VanVleet enters the game for K. Lowry,28,25
109,1,1:00.0,Instant Replay (Request: Ruling Stands),,28,25
110,1,1:00.0,T. Sefolosha enters the game for C. Capela,,28,25
111,1,1:00.0,P. Tucker enters the game for B. McLemore,,28,25
112,1,1:00.0,,R. Hollis-Jefferson enters the game for P. Siakam,28,25
113,1,1:00.0,,K. Lowry enters the game for F. VanVleet,28,25
114,1,1:00.0,D. House makes free throw 1 of 3,,29,25
115,1,1:00.0,D. House makes free throw 2 of 3,,30,25
116,1,1:00.0,D. House makes free throw 3 of 3,,31,25
117,1,0:47.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by J. Harden),31,25
118,1,0:36.0,D. House makes 3-pt jump shot from 22 ft (assist by P. Tucker),,34,25
119,1,0:32.0,,K. Lowry makes 3-pt jump shot from 29 ft,34,28
120,1,0:17.0,D. House misses 3-pt jump shot from 24 ft (block by T. Davis),,34,28
121,1,0:16.0,Offensive rebound by Team,,34,28
122,1,0:11.0,A. Rivers misses 2-pt jump shot from 7 ft,,34,28
123,1,0:09.0,,Defensive rebound by R. Hollis-Jefferson,34,28
124,1,0:00.0,,T. Davis misses 3-pt jump shot from 27 ft,34,28
125,1,0:00.0,,Offensive rebound by Team,34,28
126,2,11:41.0,,S. Ibaka makes 2-pt hook shot from 3 ft (assist by K. Lowry),34,30
127,2,11:21.0,R. Westbrook makes 2-pt jump shot from 21 ft,,36,30
128,2,11:12.0,,R. Hollis-Jefferson misses 2-pt jump shot from 3 ft,36,30
129,2,11:09.0,Defensive rebound by R. Westbrook,,36,30
130,2,10:59.0,D. House makes 2-pt jump shot from 13 ft (assist by R. Westbrook),,38,30
131,2,10:45.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,38,30
132,2,10:44.0,,Offensive rebound by S. Ibaka,38,30
133,2,10:41.0,,T. Davis misses 3-pt jump shot from 25 ft,38,30
134,2,10:39.0,,Offensive rebound by T. Davis,38,30
135,2,10:36.0,,T. Davis misses 2-pt layup from 1 ft,38,30
136,2,10:36.0,,Offensive rebound by S. Ibaka,38,30
137,2,10:36.0,,Shooting foul by T. Sefolosha (drawn by S. Ibaka),38,30
138,2,10:36.0,,S. Ibaka makes free throw 1 of 2,38,31
139,2,10:36.0,C. Capela enters the game for D. House,,38,31
140,2,10:36.0,,S. Ibaka makes free throw 2 of 2,38,32
141,2,10:34.0,Turnover by R. Westbrook (out of bounds lost ball),,38,32
142,2,10:29.0,,K. Lowry misses 3-pt jump shot from 29 ft,38,32
143,2,10:26.0,Defensive rebound by C. Capela,,38,32
144,2,10:18.0,C. Capela makes 2-pt layup from 6 ft (assist by R. Westbrook),,40,32
145,2,10:09.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,40,32
146,2,10:08.0,Defensive rebound by T. Sefolosha,,40,32
147,2,9:53.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,40,32
148,2,9:49.0,Offensive rebound by P. Tucker,,40,32
149,2,9:48.0,P. Tucker makes 2-pt layup from 2 ft,,42,32
150,2,9:30.0,,Turnover by N. Powell (bad pass; steal by C. Capela),42,32
151,2,9:20.0,R. Westbrook misses 2-pt jump shot from 22 ft,,42,32
152,2,9:19.0,,Defensive rebound by N. Powell,42,32
153,2,9:13.0,,K. Lowry misses 3-pt jump shot from 25 ft,42,32
154,2,9:11.0,Defensive rebound by C. Clemons,,42,32
155,2,9:02.0,P. Tucker misses 3-pt jump shot from 23 ft,,42,32
156,2,9:00.0,Offensive rebound by P. Tucker,,42,32
157,2,8:58.0,Turnover by T. Sefolosha (traveling),,42,32
158,2,8:58.0,,F. VanVleet enters the game for T. Davis,42,32
159,2,8:45.0,,S. Ibaka misses 3-pt jump shot from 26 ft,42,32
160,2,8:43.0,,Offensive rebound by R. Hollis-Jefferson,42,32
161,2,8:35.0,,N. Powell makes 2-pt layup from 1 ft (assist by F. VanVleet),42,34
162,2,8:29.0,Personal foul by K. Lowry (drawn by C. Capela),,42,34
163,2,8:29.0,A. Rivers enters the game for C. Clemons,,42,34
164,2,8:29.0,,C. Boucher enters the game for R. Hollis-Jefferson,42,34
165,2,8:24.0,P. Tucker makes 3-pt jump shot from 26 ft (assist by C. Capela),,45,34
166,2,8:11.0,,Turnover by S. Ibaka (lost ball; steal by C. Capela),45,34
167,2,8:08.0,Turnover by C. Capela (out of bounds lost ball),,45,34
168,2,7:55.0,,S. Ibaka makes 2-pt hook shot from 10 ft (assist by N. Powell),45,36
169,2,7:46.0,R. Westbrook makes 2-pt jump shot from 13 ft,,47,36
170,2,7:32.0,,N. Powell makes 2-pt layup at rim (assist by K. Lowry),47,38
171,2,7:17.0,R. Westbrook misses 2-pt jump shot from 12 ft,,47,38
172,2,7:14.0,Offensive rebound by P. Tucker,,47,38
173,2,7:13.0,P. Tucker makes 3-pt jump shot from 26 ft,,50,38
174,2,6:54.0,,Personal foul by T. Sefolosha (drawn by F. VanVleet),50,38
175,2,6:54.0,,Toronto full timeout,50,38
176,2,6:54.0,J. Harden enters the game for T. Sefolosha,,50,38
177,2,6:54.0,,P. Siakam enters the game for S. Ibaka,50,38
178,2,6:47.0,,N. Powell misses 3-pt jump shot from 23 ft,50,38
179,2,6:45.0,,Offensive rebound by Team,50,38
180,2,6:45.0,Loose ball foul by C. Capela (drawn by C. Boucher),,50,38
181,2,6:33.0,,N. Powell makes 2-pt layup at rim (assist by F. VanVleet),50,40
182,2,6:18.0,P. Tucker misses 3-pt jump shot from 26 ft,,50,40
183,2,6:13.0,Offensive rebound by R. Westbrook,,50,40
184,2,6:13.0,R. Westbrook misses 2-pt dunk at rim,,50,40
185,2,6:12.0,,Defensive rebound by F. VanVleet,50,40
186,2,5:57.0,,P. Siakam makes 2-pt hook shot from 4 ft (assist by K. Lowry),50,42
187,2,5:57.0,Violation by Team (def goaltending),,50,42
188,2,5:43.0,C. Capela misses 2-pt layup from 4 ft,,50,42
189,2,5:42.0,Offensive rebound by R. Westbrook,,50,42
190,2,5:34.0,R. Westbrook makes 2-pt layup from 1 ft,,52,42
191,2,5:18.0,,P. Siakam misses 2-pt layup from 2 ft,52,42
192,2,5:16.0,Defensive rebound by P. Tucker,,52,42
193,2,5:13.0,J. Harden makes 2-pt jump shot from 5 ft,,54,42
194,2,5:13.0,Shooting foul by N. Powell (drawn by J. Harden),,54,42
195,2,5:13.0,D. House enters the game for A. Rivers,,54,42
196,2,5:13.0,B. McLemore enters the game for R. Westbrook,,54,42
197,2,5:13.0,,O. Anunoby enters the game for C. Boucher,54,42
198,2,5:13.0,,M. Gasol enters the game for N. Powell,54,42
199,2,5:13.0,J. Harden makes free throw 1 of 1,,55,42
200,2,4:50.0,,P. Siakam misses 3-pt jump shot from 25 ft,55,42
201,2,4:48.0,Defensive rebound by B. McLemore,,55,42
202,2,4:37.0,D. House misses 3-pt jump shot from 26 ft,,55,42
203,2,4:33.0,,Defensive rebound by O. Anunoby,55,42
204,2,4:28.0,,P. Siakam misses 3-pt jump shot from 27 ft,55,42
205,2,4:24.0,Defensive rebound by C. Capela,,55,42
206,2,4:16.0,B. McLemore makes 3-pt jump shot from 27 ft (assist by P. Tucker),,58,42
207,2,4:08.0,,Toronto full timeout,58,42
208,2,3:52.0,,Shooting foul by P. Tucker (drawn by P. Siakam),58,42
209,2,3:52.0,,P. Siakam makes free throw 1 of 2,58,43
210,2,3:52.0,,P. Siakam makes free throw 2 of 2,58,44
211,2,3:41.0,P. Tucker misses 2-pt jump shot from 8 ft,,58,44
212,2,3:37.0,,Defensive rebound by P. Siakam,58,44
213,2,3:34.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by P. Siakam),58,47
214,2,3:22.0,B. McLemore makes 3-pt jump shot from 27 ft (assist by J. Harden),,61,47
215,2,3:05.0,,F. VanVleet makes 3-pt jump shot from 26 ft (assist by M. Gasol),61,50
216,2,2:47.0,Offensive foul by P. Tucker (drawn by K. Lowry),,61,50
217,2,2:47.0,Turnover by P. Tucker (offensive foul),,61,50
218,2,2:47.0,R. Westbrook enters the game for P. Tucker,,61,50
219,2,2:30.0,,O. Anunoby misses 2-pt jump shot from 2 ft,61,50
220,2,2:28.0,Defensive rebound by J. Harden,,61,50
221,2,2:24.0,Personal foul by O. Anunoby (drawn by J. Harden),,61,50
222,2,2:17.0,D. House misses 2-pt jump shot from 14 ft,,61,50
223,2,2:14.0,,Defensive rebound by P. Siakam,61,50
224,2,2:04.0,,Personal foul by D. House (drawn by F. VanVleet),61,50
225,2,2:04.0,,F. VanVleet misses free throw 1 of 2,61,50
226,2,2:04.0,,Offensive rebound by Team,61,50
227,2,2:04.0,,F. VanVleet makes free throw 2 of 2,61,51
228,2,1:52.0,R. Westbrook misses 2-pt layup from 2 ft,,61,51
229,2,1:49.0,,Defensive rebound by M. Gasol,61,51
230,2,1:28.0,,K. Lowry misses 2-pt layup from 4 ft,61,51
231,2,1:27.0,,Offensive rebound by Team,61,51
232,2,1:27.0,,Turnover by Team (shot clock),61,51
233,2,1:11.0,Personal foul by K. Lowry (drawn by D. House),,61,51
234,2,1:01.0,C. Capela makes 2-pt hook shot from 7 ft (assist by R. Westbrook),,63,51
235,2,0:37.0,,F. VanVleet misses 3-pt jump shot from 26 ft,63,51
236,2,0:33.0,Defensive rebound by J. Harden,,63,51
237,2,0:25.0,J. Harden misses 2-pt jump shot from 8 ft,,63,51
238,2,0:23.0,,Defensive rebound by F. VanVleet,63,51
239,2,0:04.0,,Personal foul by B. McLemore (drawn by K. Lowry),63,51
240,2,0:04.0,,K. Lowry makes free throw 1 of 2,63,52
241,2,0:04.0,,R. Hollis-Jefferson enters the game for M. Gasol,63,52
242,2,0:04.0,,S. Ibaka enters the game for P. Siakam,63,52
243,2,0:04.0,,K. Lowry makes free throw 2 of 2,63,53
244,2,0:04.0,Offensive foul by R. Westbrook (drawn by K. Lowry),,63,53
245,2,0:04.0,Turnover by R. Westbrook (offensive foul),,63,53
246,2,0:04.0,,N. Powell enters the game for R. Hollis-Jefferson,63,53
247,2,0:01.0,,F. VanVleet makes 2-pt layup from 5 ft (assist by K. Lowry),63,55
248,2,0:00.0,Turnover by B. McLemore (bad pass; steal by O. Anunoby),,63,55
249,3,11:46.0,,O. Anunoby misses 3-pt jump shot from 23 ft,63,55
250,3,11:43.0,Defensive rebound by J. Harden,,63,55
251,3,11:36.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,66,55
252,3,11:12.0,,O. Anunoby makes 2-pt dunk from 2 ft (assist by K. Lowry),66,57
253,3,10:59.0,P. Tucker misses 3-pt jump shot from 23 ft,,66,57
254,3,10:57.0,,Defensive rebound by M. Gasol,66,57
255,3,10:51.0,,O. Anunoby misses 3-pt jump shot from 23 ft,66,57
256,3,10:48.0,Defensive rebound by R. Westbrook,,66,57
257,3,10:44.0,R. Westbrook misses 2-pt jump shot from 18 ft,,66,57
258,3,10:40.0,Offensive rebound by C. Capela,,66,57
259,3,10:40.0,Personal foul by O. Anunoby (drawn by R. Westbrook),,66,57
260,3,10:33.0,P. Tucker misses 3-pt jump shot from 24 ft,,66,57
261,3,10:29.0,,Defensive rebound by O. Anunoby,66,57
262,3,10:25.0,,F. VanVleet makes 2-pt layup from 1 ft,66,59
263,3,10:10.0,B. McLemore misses 3-pt jump shot from 26 ft,,66,59
264,3,10:07.0,,Defensive rebound by K. Lowry,66,59
265,3,9:54.0,,P. Siakam misses 2-pt jump shot from 4 ft,66,59
266,3,9:51.0,Defensive rebound by R. Westbrook,,66,59
267,3,9:47.0,J. Harden makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,69,59
268,3,9:21.0,,P. Siakam misses 2-pt jump shot from 8 ft,69,59
269,3,9:19.0,Defensive rebound by P. Tucker,,69,59
270,3,9:15.0,C. Capela makes 2-pt layup at rim (assist by R. Westbrook),,71,59
271,3,9:00.0,,F. VanVleet makes 3-pt jump shot from 25 ft (assist by M. Gasol),71,62
272,3,8:43.0,Turnover by R. Westbrook (bad pass; steal by P. Siakam),,71,62
273,3,8:38.0,,Turnover by P. Siakam (lost ball; steal by P. Tucker),71,62
274,3,8:34.0,J. Harden makes 3-pt jump shot from 27 ft,,74,62
275,3,8:18.0,,Personal foul by J. Harden (drawn by P. Siakam),74,62
276,3,8:18.0,,Away from play foul by J. Harden (drawn by P. Siakam),74,62
277,3,8:18.0,,Instant Replay (Request: Ruling Stands),74,62
278,3,8:18.0,,K. Lowry makes free throw 1 of 1,74,63
279,3,8:10.0,,Shooting foul by P. Tucker (drawn by P. Siakam),74,63
280,3,8:10.0,,P. Siakam makes free throw 1 of 2,74,64
281,3,8:10.0,,P. Siakam makes free throw 2 of 2,74,65
282,3,8:03.0,R. Westbrook misses 2-pt jump shot from 19 ft,,74,65
283,3,8:00.0,,Defensive rebound by P. Siakam,74,65
284,3,7:49.0,,K. Lowry makes 2-pt jump shot from 6 ft (assist by M. Gasol),74,67
285,3,7:31.0,B. McLemore misses 3-pt jump shot from 24 ft,,74,67
286,3,7:28.0,Offensive rebound by R. Westbrook,,74,67
287,3,7:27.0,R. Westbrook misses 2-pt layup from 2 ft (block by M. Gasol),,74,67
288,3,7:27.0,,Defensive rebound by K. Lowry,74,67
289,3,7:23.0,,Turnover by K. Lowry (bad pass; steal by J. Harden),74,67
290,3,7:19.0,Turnover by J. Harden (lost ball; steal by F. VanVleet),,74,67
291,3,7:19.0,,P. Siakam makes 2-pt layup from 2 ft (assist by O. Anunoby),74,69
292,3,7:19.0,Houston full timeout,,74,69
293,3,7:19.0,D. House enters the game for B. McLemore,,74,69
294,3,7:09.0,Personal foul by F. VanVleet (drawn by R. Westbrook),,74,69
295,3,6:56.0,P. Tucker misses 3-pt jump shot from 24 ft,,74,69
296,3,6:55.0,Offensive rebound by Team,,74,69
297,3,6:55.0,Turnover by Team (shot clock),,74,69
298,3,6:43.0,,O. Anunoby makes 2-pt dunk from 2 ft (assist by M. Gasol),74,71
299,3,6:28.0,R. Westbrook misses 3-pt jump shot from 26 ft,,74,71
300,3,6:27.0,Offensive rebound by Team,,74,71
301,3,6:27.0,A. Rivers enters the game for R. Westbrook,,74,71
302,3,6:16.0,A. Rivers misses 3-pt jump shot from 24 ft,,74,71
303,3,6:12.0,,Defensive rebound by P. Siakam,74,71
304,3,5:54.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by O. Anunoby),74,74
305,3,5:31.0,Shooting foul by K. Lowry (drawn by P. Tucker),,74,74
306,3,5:31.0,P. Tucker makes free throw 1 of 2,,75,74
307,3,5:31.0,P. Tucker misses free throw 2 of 2,,75,74
308,3,5:29.0,,Defensive rebound by O. Anunoby,75,74
309,3,5:17.0,,Shooting foul by C. Capela (drawn by K. Lowry),75,74
310,3,5:17.0,,K. Lowry makes free throw 1 of 2,75,75
311,3,5:17.0,B. McLemore enters the game for C. Capela,,75,75
312,3,5:17.0,,K. Lowry makes free throw 2 of 2,75,76
313,3,5:01.0,B. McLemore misses 3-pt jump shot from 26 ft,,75,76
314,3,4:57.0,,Defensive rebound by F. VanVleet,75,76
315,3,4:53.0,,F. VanVleet makes 2-pt layup from 1 ft,75,78
316,3,4:39.0,J. Harden makes 2-pt jump shot from 7 ft,,77,78
317,3,4:29.0,,O. Anunoby misses 3-pt jump shot from 23 ft,77,78
318,3,4:29.0,,Offensive rebound by O. Anunoby,77,78
319,3,4:17.0,,P. Siakam makes 2-pt layup from 1 ft,77,80
320,3,3:56.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by D. House),,80,80
321,3,3:28.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by O. Anunoby),80,83
322,3,3:12.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by B. McLemore),,83,83
323,3,3:01.0,,K. Lowry makes 2-pt layup from 5 ft,83,85
324,3,3:01.0,,Shooting foul by B. McLemore (drawn by K. Lowry),83,85
325,3,3:01.0,,S. Ibaka enters the game for M. Gasol,83,85
326,3,3:01.0,,K. Lowry makes free throw 1 of 1,83,86
327,3,2:41.0,A. Rivers makes 3-pt jump shot from 23 ft (assist by B. McLemore),,86,86
328,3,2:13.0,,F. VanVleet misses 2-pt jump shot from 20 ft,86,86
329,3,2:10.0,Defensive rebound by J. Harden,,86,86
330,3,2:04.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by A. Rivers),,89,86
331,3,2:01.0,,Toronto full timeout,89,86
332,3,2:01.0,,T. Davis enters the game for O. Anunoby,89,86
333,3,2:01.0,,N. Powell enters the game for K. Lowry,89,86
334,3,1:40.0,,P. Siakam misses 2-pt hook shot from 10 ft,89,86
335,3,1:38.0,Defensive rebound by J. Harden,,89,86
336,3,1:18.0,B. McLemore misses 3-pt jump shot from 26 ft,,89,86
337,3,1:14.0,,Defensive rebound by S. Ibaka,89,86
338,3,1:04.0,,F. VanVleet makes 2-pt layup from 1 ft,89,88
339,3,0:42.0,Shooting foul by N. Powell (drawn by J. Harden),,89,88
340,3,0:42.0,J. Harden makes free throw 1 of 3,,90,88
341,3,0:42.0,J. Harden makes free throw 2 of 3,,91,88
342,3,0:42.0,J. Harden makes free throw 3 of 3,,92,88
343,3,0:37.0,,F. VanVleet misses 3-pt jump shot from 29 ft,92,88
344,3,0:34.0,Defensive rebound by A. Rivers,,92,88
345,3,0:30.0,Shooting foul by S. Ibaka (drawn by B. McLemore),,92,88
346,3,0:30.0,B. McLemore makes free throw 1 of 2,,93,88
347,3,0:30.0,B. McLemore makes free throw 2 of 2,,94,88
348,3,0:13.0,,S. Ibaka misses 2-pt hook shot from 6 ft,94,88
349,3,0:11.0,Defensive rebound by P. Tucker,,94,88
350,3,0:00.0,J. Harden misses 2-pt jump shot from 8 ft,,94,88
351,3,0:00.0,,Defensive rebound by P. Siakam,94,88
352,4,11:46.0,R. Westbrook makes 2-pt jump shot from 18 ft,,96,88
353,4,11:27.0,,S. Ibaka makes 2-pt dunk at rim (assist by K. Lowry),96,90
354,4,11:15.0,D. House misses 3-pt jump shot from 27 ft,,96,90
355,4,11:12.0,Offensive rebound by A. Rivers,,96,90
356,4,11:10.0,B. McLemore makes 3-pt jump shot from 26 ft (assist by A. Rivers),,99,90
357,4,10:52.0,,S. Ibaka misses 2-pt jump shot from 9 ft,99,90
358,4,10:50.0,Defensive rebound by R. Westbrook,,99,90
359,4,10:46.0,R. Westbrook misses 3-pt jump shot from 27 ft,,99,90
360,4,10:43.0,,Defensive rebound by N. Powell,99,90
361,4,10:41.0,,Shooting foul by R. Westbrook (drawn by N. Powell),99,90
362,4,10:41.0,,Instant Replay (Request: Ruling Stands),99,90
363,4,10:41.0,,N. Powell makes free throw 1 of 2,99,91
364,4,10:41.0,,N. Powell makes free throw 2 of 2,99,92
365,4,10:27.0,D. House misses 3-pt jump shot from 24 ft,,99,92
366,4,10:24.0,,Defensive rebound by S. Ibaka,99,92
367,4,10:21.0,,Shooting foul by A. Rivers (drawn by N. Powell),99,92
368,4,10:21.0,,N. Powell misses free throw 1 of 2,99,92
369,4,10:21.0,,Offensive rebound by Team,99,92
370,4,10:21.0,,N. Powell misses free throw 2 of 2,99,92
371,4,10:19.0,Defensive rebound by D. House,,99,92
372,4,10:16.0,Turnover by R. Westbrook (lost ball; steal by N. Powell),,99,92
373,4,10:14.0,,Shooting foul by D. House (drawn by N. Powell),99,92
374,4,10:14.0,,N. Powell makes free throw 1 of 2,99,93
375,4,10:14.0,P. Tucker enters the game for D. House,,99,93
376,4,10:14.0,,N. Powell makes free throw 2 of 2,99,94
377,4,10:01.0,A. Rivers misses 3-pt jump shot from 24 ft,,99,94
378,4,9:57.0,Offensive rebound by C. Capela,,99,94
