,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PORTLAND_ACTION,SACRAMENTO_SCORE,PORTLAND_SCORE
124,2,8:52.0,,Defensive rebound by C. McCollum,43,37
125,2,8:47.0,,C. McCollum makes 3-pt jump shot from 25 ft,43,40
126,2,8:30.0,Turnover by Y. Ferrell (bad pass; steal by K. Bazemore),,43,40
127,2,8:24.0,,A. Simons misses 3-pt jump shot from 24 ft,43,40
128,2,8:22.0,Defensive rebound by H. Barnes,,43,40
129,2,8:22.0,,R. Hood enters the game for A. Simons,43,40
130,2,8:12.0,J. James misses 3-pt jump shot from 23 ft,,43,40
131,2,8:10.0,,Defensive rebound by C. Anthony,43,40
132,2,8:00.0,,C. McCollum makes 2-pt jump shot from 20 ft,43,42
133,2,8:00.0,Sacramento full timeout,,43,42
134,2,8:00.0,N. Bjelica enters the game for H. Barnes,,43,42
135,2,8:00.0,B. Hield enters the game for J. James,,43,42
136,2,7:48.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),,46,42
137,2,7:25.0,,C. Anthony misses 2-pt jump shot from 18 ft,46,42
138,2,7:23.0,,Offensive rebound by C. Anthony,46,42
139,2,7:21.0,,C. Anthony misses 2-pt layup from 3 ft (block by T. Ariza),46,42
140,2,7:20.0,,Offensive rebound by C. Anthony,46,42
141,2,7:19.0,,C. Anthony makes 2-pt layup from 2 ft,46,44
142,2,7:03.0,D. Dedmon makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,49,44
143,2,6:52.0,,C. McCollum makes 2-pt layup from 1 ft,49,46
144,2,6:41.0,Turnover by N. Bjelica (out of bounds lost ball),,49,46
145,2,6:41.0,C. Joseph enters the game for Y. Ferrell,,49,46
146,2,6:41.0,,D. Lillard enters the game for C. Anthony,49,46
147,2,6:41.0,,N. Little enters the game for S. Labissière,49,46
148,2,6:41.0,,H. Whiteside enters the game for C. McCollum,49,46
149,2,6:20.0,,Shooting foul by D. Dedmon (drawn by H. Whiteside),49,46
150,2,6:20.0,,H. Whiteside makes free throw 1 of 2,49,47
151,2,6:20.0,R. Holmes enters the game for D. Dedmon,,49,47
152,2,6:20.0,,H. Whiteside misses free throw 2 of 2,49,47
153,2,6:20.0,Defensive rebound by C. Joseph,,49,47
154,2,6:00.0,B. Hield misses 3-pt jump shot from 24 ft,,49,47
155,2,5:59.0,Turnover by R. Holmes (bad pass),,49,47
156,2,5:59.0,Offensive rebound by R. Holmes,,49,47
157,2,5:38.0,,K. Bazemore misses 2-pt jump shot from 18 ft,49,47
158,2,5:35.0,Defensive rebound by C. Joseph,,49,47
159,2,5:30.0,N. Bjelica misses 3-pt jump shot from 25 ft,,49,47
160,2,5:29.0,Offensive rebound by B. Hield,,49,47
161,2,5:27.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by B. Hield),,52,47
162,2,5:11.0,,H. Whiteside misses 2-pt jump shot from 8 ft,52,47
163,2,5:09.0,Defensive rebound by N. Bjelica,,52,47
164,2,5:04.0,B. Hield misses 3-pt jump shot from 24 ft,,52,47
165,2,5:01.0,,Defensive rebound by H. Whiteside,52,47
166,2,4:52.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by D. Lillard),52,50
167,2,4:37.0,N. Bjelica misses 2-pt layup from 2 ft (block by H. Whiteside),,52,50
168,2,4:35.0,,Defensive rebound by D. Lillard,52,50
169,2,4:29.0,,D. Lillard makes 3-pt jump shot from 29 ft,52,53
170,2,4:27.0,Sacramento full timeout,,52,53
171,2,4:15.0,N. Bjelica misses 3-pt jump shot from 25 ft,,52,53
172,2,4:12.0,,Defensive rebound by H. Whiteside,52,53
173,2,4:05.0,,D. Lillard misses 3-pt jump shot from 25 ft,52,53
174,2,4:01.0,,Offensive rebound by H. Whiteside,52,53
175,2,4:01.0,,H. Whiteside makes 2-pt layup from 1 ft,52,55
176,2,3:47.0,B. Hield makes 3-pt jump shot from 23 ft (assist by C. Joseph),,55,55
177,2,3:25.0,,K. Bazemore makes 2-pt layup from 2 ft (assist by H. Whiteside),55,57
178,2,3:07.0,N. Bjelica misses 2-pt layup from 2 ft,,55,57
179,2,3:04.0,,Defensive rebound by R. Hood,55,57
180,2,2:49.0,,Turnover by D. Lillard (bad pass; steal by B. Hield),55,57
181,2,2:43.0,N. Bjelica makes 3-pt jump shot from 25 ft (assist by B. Hield),,58,57
182,2,2:43.0,,Portland full timeout,58,57
183,2,2:43.0,H. Barnes enters the game for N. Bjelica,,58,57
184,2,2:43.0,,C. Anthony enters the game for K. Bazemore,58,57
185,2,2:43.0,,C. McCollum enters the game for N. Little,58,57
186,2,2:23.0,,H. Whiteside makes 2-pt dunk from 2 ft (assist by C. McCollum),58,59
187,2,1:58.0,Turnover by H. Barnes (back court),,58,59
188,2,1:41.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by H. Whiteside),58,62
189,2,1:23.0,Turnover by T. Ariza (bad pass),,58,62
190,2,1:09.0,,C. McCollum makes 2-pt layup from 2 ft (assist by H. Whiteside),58,64
191,2,1:03.0,C. Joseph makes 2-pt jump shot from 22 ft,,60,64
192,2,0:51.0,,C. McCollum misses 3-pt jump shot from 31 ft,60,64
193,2,0:48.0,Defensive rebound by R. Holmes,,60,64
194,2,0:38.0,T. Ariza makes 2-pt layup from 3 ft,,62,64
195,2,0:32.0,,Shooting foul by C. Joseph (drawn by D. Lillard),62,64
196,2,0:32.0,,D. Lillard makes free throw 1 of 2,62,65
197,2,0:32.0,,D. Lillard makes free throw 2 of 2,62,66
198,2,0:20.0,B. Hield misses 3-pt jump shot from 25 ft,,62,66
199,2,0:17.0,Offensive rebound by R. Holmes,,62,66
200,2,0:14.0,H. Barnes misses 2-pt dunk from 1 ft (block by H. Whiteside),,62,66
201,2,0:12.0,Offensive rebound by B. Hield,,62,66
202,2,0:08.0,T. Ariza misses 3-pt jump shot from 23 ft,,62,66
203,2,0:07.0,Offensive rebound by R. Holmes,,62,66
204,2,0:07.0,R. Holmes makes 2-pt dunk at rim,,64,66
205,3,11:40.0,,C. McCollum makes 3-pt jump shot from 26 ft,64,69
206,3,11:20.0,B. Hield makes 2-pt jump shot from 17 ft (assist by N. Bjelica),,66,69
207,3,11:01.0,,R. Hood misses 2-pt jump shot from 15 ft,66,69
208,3,10:58.0,Defensive rebound by R. Holmes,,66,69
209,3,10:49.0,R. Holmes makes 2-pt jump shot from 16 ft (assist by C. Joseph),,68,69
210,3,10:38.0,,H. Whiteside misses 2-pt jump shot from 14 ft,68,69
211,3,10:35.0,Defensive rebound by N. Bjelica,,68,69
212,3,10:20.0,Turnover by N. Bjelica (bad pass; steal by D. Lillard),,68,69
213,3,10:14.0,,Personal foul by R. Holmes (drawn by D. Lillard),68,69
214,3,10:01.0,,D. Lillard makes 2-pt jump shot from 2 ft,68,71
215,3,9:46.0,Shooting foul by H. Whiteside (drawn by R. Holmes),,68,71
216,3,9:46.0,R. Holmes makes free throw 1 of 2,,69,71
217,3,9:46.0,R. Holmes makes free throw 2 of 2,,70,71
218,3,9:35.0,,Turnover by R. Hood (bad pass),70,71
219,3,9:27.0,R. Holmes makes 2-pt layup from 2 ft (assist by C. Joseph),,72,71
220,3,9:02.0,,C. Anthony makes 2-pt jump shot from 19 ft,72,73
221,3,8:52.0,R. Holmes misses 2-pt jump shot from 8 ft,,72,73
222,3,8:50.0,,Defensive rebound by H. Whiteside,72,73
223,3,8:44.0,,Shooting foul by H. Barnes (drawn by H. Whiteside),72,73
224,3,8:44.0,,H. Whiteside makes free throw 1 of 2,72,74
225,3,8:44.0,,H. Whiteside makes free throw 2 of 2,72,75
226,3,8:34.0,C. Joseph makes 2-pt jump shot from 10 ft,,74,75
227,3,8:19.0,,R. Hood makes 3-pt jump shot from 22 ft (assist by D. Lillard),74,78
228,3,8:03.0,N. Bjelica misses 2-pt jump shot from 3 ft (block by H. Whiteside),,74,78
229,3,8:02.0,Offensive rebound by N. Bjelica,,74,78
230,3,7:59.0,N. Bjelica makes 2-pt layup from 2 ft,,76,78
231,3,7:48.0,,R. Hood misses 3-pt jump shot from 22 ft,76,78
232,3,7:45.0,Defensive rebound by R. Holmes,,76,78
233,3,7:37.0,R. Holmes makes 2-pt jump shot from 15 ft (assist by C. Joseph),,78,78
234,3,7:15.0,,H. Whiteside makes 2-pt hook shot from 4 ft (assist by C. McCollum),78,80
235,3,7:00.0,R. Holmes makes 2-pt jump shot from 13 ft (assist by N. Bjelica),,80,80
236,3,6:41.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by H. Whiteside),80,83
237,3,6:26.0,C. Joseph misses 2-pt layup from 4 ft (block by D. Lillard),,80,83
238,3,6:26.0,,Defensive rebound by Team,80,83
239,3,6:26.0,,Portland full timeout,80,83
240,3,6:08.0,,Turnover by C. Anthony (traveling),80,83
241,3,5:52.0,C. Joseph misses 2-pt jump shot from 6 ft,,80,83
242,3,5:50.0,,Defensive rebound by H. Whiteside,80,83
243,3,5:41.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by H. Whiteside),80,86
244,3,5:29.0,N. Bjelica makes 3-pt jump shot from 25 ft (assist by B. Hield),,83,86
245,3,5:16.0,,Shooting foul by N. Bjelica (drawn by C. Anthony),83,86
246,3,5:16.0,,C. Anthony makes free throw 1 of 2,83,87
247,3,5:16.0,T. Ariza enters the game for H. Barnes,,83,87
248,3,5:16.0,,C. Anthony makes free throw 2 of 2,83,88
249,3,5:02.0,N. Bjelica makes 2-pt jump shot from 3 ft (assist by B. Hield),,85,88
250,3,4:44.0,,Turnover by H. Whiteside (lost ball; steal by T. Ariza),85,88
251,3,4:39.0,T. Ariza misses 3-pt jump shot from 25 ft,,85,88
252,3,4:36.0,,Defensive rebound by D. Lillard,85,88
253,3,4:32.0,,D. Lillard makes 3-pt jump shot from 25 ft,85,91
254,3,4:14.0,Personal foul by C. Anthony (drawn by N. Bjelica),,85,91
255,3,4:14.0,,N. Little enters the game for C. Anthony,85,91
256,3,4:14.0,,A. Simons enters the game for C. McCollum,85,91
257,3,4:14.0,Sacramento full timeout,,85,91
258,3,4:08.0,Shooting foul by A. Simons (drawn by B. Hield),,85,91
259,3,4:08.0,B. Hield misses free throw 1 of 3,,85,91
260,3,4:08.0,Offensive rebound by Team,,85,91
261,3,4:08.0,B. Hield makes free throw 2 of 3,,86,91
262,3,4:08.0,B. Hield makes free throw 3 of 3,,87,91
263,3,3:52.0,,Turnover by H. Whiteside (lost ball; steal by N. Bjelica),87,91
264,3,3:44.0,N. Bjelica makes 2-pt jump shot from 19 ft (assist by T. Ariza),,89,91
265,3,3:20.0,,N. Little misses 3-pt jump shot from 23 ft (block by N. Bjelica),89,91
266,3,3:17.0,Defensive rebound by T. Ariza,,89,91
267,3,3:14.0,Shooting foul by A. Simons (drawn by B. Hield),,89,91
268,3,3:14.0,B. Hield makes free throw 1 of 2,,90,91
269,3,3:14.0,D. Dedmon enters the game for R. Holmes,,90,91
270,3,3:14.0,Y. Ferrell enters the game for C. Joseph,,90,91
271,3,3:14.0,,K. Bazemore enters the game for R. Hood,90,91
272,3,3:14.0,,S. Labissière enters the game for H. Whiteside,90,91
273,3,3:14.0,B. Hield makes free throw 2 of 2,,91,91
274,3,2:57.0,,D. Lillard misses 3-pt jump shot from 26 ft (block by N. Bjelica),91,91
275,3,2:54.0,Defensive rebound by Y. Ferrell,,91,91
276,3,2:53.0,Shooting foul by D. Lillard (drawn by T. Ariza),,91,91
277,3,2:53.0,T. Ariza makes free throw 1 of 2,,92,91
278,3,2:53.0,T. Ariza misses free throw 2 of 2,,92,91
279,3,2:47.0,,Defensive rebound by A. Simons,92,91
280,3,2:36.0,,Shooting foul by D. Dedmon (drawn by A. Simons),92,91
281,3,2:36.0,,A. Simons misses free throw 1 of 2,92,91
282,3,2:36.0,,Offensive rebound by Team,92,91
283,3,2:36.0,,A. Simons makes free throw 2 of 2,92,92
284,3,2:15.0,B. Hield misses 3-pt jump shot from 24 ft,,92,92
285,3,2:13.0,,Defensive rebound by K. Bazemore,92,92
286,3,2:11.0,,Personal foul by B. Hield (drawn by K. Bazemore),92,92
287,3,2:11.0,,K. Bazemore makes free throw 1 of 2,92,93
288,3,2:11.0,,K. Bazemore makes free throw 2 of 2,92,94
289,3,1:53.0,T. Ariza misses 3-pt jump shot from 24 ft,,92,94
290,3,1:50.0,Offensive rebound by T. Ariza,,92,94
291,3,1:47.0,Turnover by N. Bjelica (lost ball; steal by N. Little),,92,94
292,3,1:42.0,,Turnover by N. Little (bad pass; steal by Y. Ferrell),92,94
293,3,1:38.0,T. Ariza makes 2-pt dunk at rim (assist by N. Bjelica),,94,94
294,3,1:27.0,,Personal foul by Y. Ferrell (drawn by D. Lillard),94,94
295,3,1:27.0,,D. Lillard makes free throw 1 of 2,94,95
296,3,1:27.0,,D. Lillard makes free throw 2 of 2,94,96
297,3,1:16.0,Personal foul by A. Simons (drawn by Y. Ferrell),,94,96
298,3,1:16.0,Y. Ferrell misses free throw 1 of 2,,94,96
299,3,1:16.0,Offensive rebound by Team,,94,96
300,3,1:16.0,H. Barnes enters the game for D. Dedmon,,94,96
301,3,1:16.0,Y. Ferrell makes free throw 2 of 2,,95,96
302,3,1:03.0,,Personal foul by B. Hield (drawn by D. Lillard),95,96
303,3,1:03.0,,D. Lillard makes free throw 1 of 2,95,97
304,3,1:03.0,,D. Lillard makes free throw 2 of 2,95,98
305,3,0:45.0,B. Hield misses 2-pt jump shot from 12 ft,,95,98
306,3,0:42.0,Offensive rebound by N. Bjelica,,95,98
307,3,0:42.0,N. Bjelica misses 2-pt layup from 1 ft,,95,98
308,3,0:42.0,Offensive rebound by N. Bjelica,,95,98
309,3,0:34.0,N. Bjelica misses 3-pt jump shot from 30 ft,,95,98
310,3,0:32.0,,Defensive rebound by K. Bazemore,95,98
311,3,0:27.0,,K. Bazemore misses 3-pt jump shot from 26 ft,95,98
312,3,0:25.0,,Offensive rebound by K. Bazemore,95,98
313,3,0:18.0,,N. Little makes 2-pt dunk from 2 ft (assist by D. Lillard),95,100
314,3,0:03.0,N. Bjelica misses 3-pt jump shot from 24 ft,,95,100
315,3,0:00.0,,Defensive rebound by K. Bazemore,95,100
316,3,0:00.0,,K. Bazemore misses 3-pt jump shot from 60 ft,95,100
317,3,0:00.0,,Offensive rebound by Team,95,100
318,4,11:48.0,Turnover by T. Ariza (bad pass; steal by S. Labissière),,95,100
319,4,11:42.0,,C. McCollum misses 3-pt jump shot from 27 ft,95,100
320,4,11:40.0,,Offensive rebound by S. Labissière,95,100
321,4,11:38.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by S. Labissière),95,103
322,4,11:17.0,Shooting foul by A. Simons (drawn by H. Barnes),,95,103
323,4,11:17.0,,R. Hood enters the game for A. Simons,95,103
324,4,11:17.0,H. Barnes makes free throw 1 of 2,,96,103
325,4,11:17.0,H. Barnes makes free throw 2 of 2,,97,103
326,4,11:03.0,,Personal foul by J. James (drawn by C. Anthony),97,103
327,4,10:49.0,,C. Anthony misses 2-pt jump shot from 15 ft,97,103
328,4,10:46.0,Defensive rebound by D. Dedmon,,97,103
329,4,10:30.0,Personal foul by R. Hood (drawn by J. James),,97,103
330,4,10:24.0,Y. Ferrell makes 2-pt jump shot from 15 ft,,99,103
331,4,10:08.0,,C. McCollum makes 2-pt layup from 1 ft,99,105
332,4,9:57.0,Y. Ferrell makes 2-pt layup from 1 ft,,101,105
333,4,9:42.0,,C. McCollum misses 3-pt jump shot from 25 ft,101,105
334,4,9:39.0,Defensive rebound by D. Dedmon,,101,105
335,4,9:30.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,101,105
336,4,9:28.0,,Defensive rebound by C. Anthony,101,105
337,4,9:20.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by R. Hood),101,108
338,4,9:04.0,Y. Ferrell misses 2-pt layup from 1 ft (block by S. Labissière),,101,108
339,4,9:02.0,,Defensive rebound by R. Hood,101,108
340,4,8:58.0,,C. McCollum misses 2-pt jump shot from 3 ft (block by J. James),101,108
341,4,8:58.0,,Offensive rebound by Team,101,108
342,4,8:51.0,,R. Hood misses 2-pt jump shot from 12 ft,101,108
343,4,8:49.0,Defensive rebound by D. Dedmon,,101,108
344,4,8:41.0,J. James misses 2-pt jump shot from 20 ft,,101,108
345,4,8:39.0,,Defensive rebound by S. Labissière,101,108
346,4,8:29.0,,C. McCollum misses 2-pt hook shot from 3 ft,101,108
347,4,8:27.0,Defensive rebound by J. James,,101,108
348,4,8:20.0,H. Barnes makes 2-pt layup from 3 ft (assist by J. James),,103,108
349,4,8:20.0,,Portland full timeout,103,108
350,4,8:20.0,B. Hield enters the game for D. Dedmon,,103,108
351,4,8:20.0,R. Holmes enters the game for J. James,,103,108
352,4,8:20.0,,D. Lillard enters the game for K. Bazemore,103,108
353,4,8:20.0,,H. Whiteside enters the game for S. Labissière,103,108
354,4,8:02.0,,Turnover by C. McCollum (lost ball; steal by H. Barnes),103,108
355,4,7:56.0,H. Barnes makes 2-pt layup from 1 ft,,105,108
356,4,7:35.0,,C. Anthony misses 3-pt jump shot from 25 ft,105,108
357,4,7:34.0,Defensive rebound by H. Barnes,,105,108
358,4,7:16.0,T. Ariza misses 3-pt jump shot from 26 ft,,105,108
359,4,7:14.0,,Defensive rebound by C. Anthony,105,108
360,4,7:03.0,,C. McCollum makes 2-pt layup from 1 ft (assist by H. Whiteside),105,110
361,4,6:55.0,R. Holmes misses 2-pt jump shot from 17 ft,,105,110
362,4,6:54.0,,Defensive rebound by Team,105,110
363,4,6:46.0,,D. Lillard makes 3-pt jump shot from 31 ft,105,113
364,4,6:44.0,Sacramento full timeout,,105,113
365,4,6:44.0,C. Joseph enters the game for Y. Ferrell,,105,113
366,4,6:39.0,Personal foul by C. McCollum (drawn by B. Hield),,105,113
367,4,6:28.0,B. Hield misses 3-pt jump shot from 25 ft,,105,113
368,4,6:26.0,,Defensive rebound by Team,105,113
369,4,6:15.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by H. Whiteside),105,116
370,4,6:03.0,R. Holmes makes 2-pt layup from 2 ft (assist by B. Hield),,107,116
371,4,6:03.0,Shooting foul by H. Whiteside (drawn by R. Holmes),,107,116
372,4,6:03.0,R. Holmes makes free throw 1 of 1,,108,116
373,4,5:41.0,,R. Hood misses 2-pt jump shot from 22 ft,108,116
374,4,5:38.0,Defensive rebound by B. Hield,,108,116
375,4,5:19.0,B. Hield misses 3-pt jump shot from 31 ft,,108,116
