,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW YORK_ACTION,PORTLAND_SCORE,NEW YORK_SCORE
387,4,5:26.0,,B. Portis makes 2-pt layup from 1 ft (assist by M. Morris),83,103
388,4,5:12.0,H. Whiteside misses 2-pt hook shot from 4 ft,,83,103
389,4,5:11.0,,Defensive rebound by B. Portis,83,103
390,4,5:01.0,,Shooting foul by C. McCollum (drawn by J. Randle),83,103
391,4,5:01.0,,J. Randle makes free throw 1 of 2,83,104
392,4,5:01.0,,J. Randle makes free throw 2 of 2,83,105
393,4,4:55.0,D. Lillard makes 2-pt layup from 1 ft (assist by C. McCollum),,85,105
394,4,4:45.0,,F. Ntilikina makes 2-pt dunk from 1 ft (assist by D. Dotson),85,107
395,4,4:45.0,Portland full timeout,,85,107
396,4,4:45.0,M. Brown enters the game for C. Anthony,,85,107
397,4,4:45.0,N. Little enters the game for K. Bazemore,,85,107
398,4,4:45.0,A. Simons enters the game for D. Lillard,,85,107
399,4,4:45.0,A. Tolliver enters the game for C. McCollum,,85,107
400,4,4:45.0,G. Trent enters the game for H. Whiteside,,85,107
401,4,4:26.0,A. Simons misses 2-pt jump shot from 9 ft (block by F. Ntilikina),,85,107
402,4,4:24.0,,Defensive rebound by B. Portis,85,107
403,4,4:12.0,,M. Morris makes 2-pt jump shot from 14 ft,85,109
404,4,4:03.0,G. Trent makes 3-pt jump shot from 25 ft,,88,109
405,4,3:48.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,88,109
406,4,3:46.0,Defensive rebound by M. Brown,,88,109
407,4,3:35.0,Turnover by A. Tolliver (bad pass; steal by J. Randle),,88,109
408,4,3:28.0,,M. Morris misses 3-pt jump shot from 25 ft,88,109
409,4,3:26.0,,Offensive rebound by M. Morris,88,109
410,4,3:17.0,,J. Randle misses 2-pt layup from 4 ft,88,109
411,4,3:15.0,Defensive rebound by A. Tolliver,,88,109
412,4,3:05.0,N. Little misses 2-pt jump shot from 20 ft,,88,109
413,4,3:03.0,,Defensive rebound by J. Randle,88,109
414,4,2:50.0,,B. Portis makes 3-pt jump shot from 27 ft (assist by F. Ntilikina),88,112
415,4,2:34.0,G. Trent misses 3-pt jump shot from 27 ft,,88,112
416,4,2:32.0,,Defensive rebound by M. Morris,88,112
417,4,2:18.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),88,115
418,4,2:13.0,Personal take foul by J. Randle (drawn by A. Simons),,88,115
419,4,2:13.0,,R. Barrett enters the game for M. Morris,88,115
420,4,2:13.0,,K. Knox enters the game for J. Randle,88,115
421,4,1:58.0,M. Brown misses 2-pt dunk at rim,,88,115
422,4,1:56.0,,Defensive rebound by R. Barrett,88,115
423,4,1:52.0,,R. Barrett makes 2-pt layup at rim,88,117
424,4,1:42.0,A. Simons misses 2-pt jump shot from 21 ft,,88,117
425,4,1:41.0,,Defensive rebound by K. Knox,88,117
426,4,1:31.0,,B. Portis misses 2-pt jump shot from 13 ft,88,117
427,4,1:29.0,Defensive rebound by A. Tolliver,,88,117
428,4,1:08.0,Shooting foul by F. Ntilikina (drawn by A. Simons),,88,117
429,4,1:08.0,A. Simons makes free throw 1 of 2,,89,117
430,4,1:08.0,A. Simons misses free throw 2 of 2,,89,117
431,4,1:06.0,,Defensive rebound by K. Knox,89,117
432,4,0:47.0,,Turnover by R. Barrett (back court),89,117
433,4,0:38.0,G. Trent makes 2-pt jump shot from 19 ft,,91,117
434,4,0:18.0,,R. Barrett misses 2-pt layup from 2 ft,91,117
435,4,0:16.0,Defensive rebound by A. Tolliver,,91,117
436,4,0:14.0,M. Brown makes 2-pt dunk from 2 ft (assist by A. Simons),,93,117
