,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DENVER_ACTION,NEW ORLEANS_SCORE,DENVER_SCORE
134,2,8:26.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by M. Morris),38,34
135,2,8:13.0,E. Moore misses 3-pt jump shot from 24 ft,,38,34
136,2,8:11.0,,Defensive rebound by M. Beasley,38,34
137,2,8:06.0,,Turnover by W. Barton (traveling),38,34
138,2,8:06.0,,G. Harris enters the game for W. Barton,38,34
139,2,7:41.0,E. Moore makes 2-pt jump shot from 17 ft,,40,34
140,2,7:23.0,,Shooting foul by D. Favors (drawn by J. Grant),40,34
141,2,7:23.0,,J. Grant misses free throw 1 of 2,40,34
142,2,7:23.0,,Offensive rebound by Team,40,34
143,2,7:23.0,B. Ingram enters the game for J. Hart,,40,34
144,2,7:23.0,,J. Murray enters the game for M. Morris,40,34
145,2,7:23.0,,J. Grant makes free throw 2 of 2,40,35
146,2,7:08.0,J. Holiday misses 3-pt jump shot from 23 ft,,40,35
147,2,7:03.0,,Defensive rebound by G. Harris,40,35
148,2,6:55.0,,J. Grant makes 2-pt jump shot from 6 ft (assist by J. Murray),40,37
149,2,6:45.0,Turnover by J. Holiday (traveling),,40,37
150,2,6:45.0,L. Ball enters the game for J. Holiday,,40,37
151,2,6:45.0,,N. Jokić enters the game for J. Grant,40,37
152,2,6:45.0,,P. Millsap enters the game for M. Plumlee,40,37
153,2,6:35.0,,N. Jokić misses 3-pt jump shot from 26 ft,40,37
154,2,6:32.0,,Offensive rebound by P. Millsap,40,37
155,2,6:30.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by P. Millsap),40,40
156,2,6:10.0,B. Ingram makes 3-pt jump shot from 23 ft (assist by K. Williams),,43,40
157,2,5:56.0,,Shooting foul by K. Williams (drawn by J. Murray),43,40
158,2,5:56.0,,J. Murray makes free throw 1 of 2,43,41
159,2,5:56.0,J. Redick enters the game for E. Moore,,43,41
160,2,5:56.0,,J. Murray makes free throw 2 of 2,43,42
161,2,5:48.0,B. Ingram misses 3-pt jump shot from 25 ft,,43,42
162,2,5:45.0,,Defensive rebound by N. Jokić,43,42
163,2,5:30.0,,M. Beasley makes 3-pt jump shot from 26 ft (assist by N. Jokić),43,45
164,2,5:16.0,Personal foul by J. Murray (drawn by D. Favors),,43,45
165,2,5:08.0,K. Williams misses 3-pt jump shot from 25 ft,,43,45
166,2,5:06.0,,Defensive rebound by N. Jokić,43,45
167,2,4:57.0,Violation by Team (kicked ball),,43,45
168,2,4:57.0,F. Jackson enters the game for K. Williams,,43,45
169,2,4:49.0,,J. Murray misses 2-pt jump shot from 17 ft,43,45
170,2,4:48.0,,Offensive rebound by Team,43,45
171,2,4:41.0,,G. Harris makes 2-pt layup from 2 ft (assist by P. Millsap),43,47
172,2,4:22.0,Turnover by D. Favors (lost ball; steal by P. Millsap),,43,47
173,2,4:17.0,,M. Beasley makes 2-pt layup from 2 ft (assist by P. Millsap),43,49
174,2,4:12.0,New Orleans full timeout,,43,49
175,2,4:00.0,J. Redick makes 2-pt jump shot from 19 ft (assist by D. Favors),,45,49
176,2,3:44.0,,M. Beasley misses 3-pt jump shot from 25 ft,45,49
177,2,3:41.0,Defensive rebound by D. Favors,,45,49
178,2,3:35.0,Personal foul by J. Murray (drawn by D. Favors),,45,49
179,2,3:35.0,,M. Morris enters the game for J. Murray,45,49
180,2,3:26.0,J. Redick makes 2-pt jump shot from 19 ft (assist by D. Favors),,47,49
181,2,3:07.0,,N. Jokić misses 2-pt hook shot from 6 ft,47,49
182,2,3:05.0,Defensive rebound by B. Ingram,,47,49
183,2,2:50.0,D. Favors makes 2-pt dunk from 1 ft (assist by B. Ingram),,49,49
184,2,2:40.0,Violation by Team (kicked ball),,49,49
185,2,2:40.0,,W. Barton enters the game for M. Beasley,49,49
186,2,2:32.0,,M. Morris misses 3-pt jump shot from 26 ft,49,49
187,2,2:27.0,Defensive rebound by J. Redick,,49,49
188,2,2:17.0,L. Ball misses 3-pt jump shot from 25 ft,,49,49
189,2,2:13.0,,Defensive rebound by N. Jokić,49,49
190,2,2:04.0,,Personal foul by F. Jackson (drawn by P. Millsap),49,49
191,2,1:54.0,,N. Jokić misses 2-pt jump shot from 8 ft,49,49
192,2,1:49.0,Defensive rebound by D. Favors,,49,49
193,2,1:49.0,Turnover by D. Favors (bad pass; steal by G. Harris),,49,49
194,2,1:46.0,,N. Jokić misses 2-pt hook shot from 3 ft,49,49
195,2,1:42.0,,Offensive rebound by N. Jokić,49,49
196,2,1:42.0,,N. Jokić makes 2-pt layup from 1 ft,49,51
197,2,1:40.0,Shooting foul by P. Millsap (drawn by J. Redick),,49,51
198,2,1:40.0,J. Redick makes free throw 1 of 3,,50,51
199,2,1:40.0,J. Redick makes free throw 2 of 3,,51,51
200,2,1:40.0,J. Redick makes free throw 3 of 3,,52,51
201,2,1:24.0,,Shooting foul by D. Favors (drawn by N. Jokić),52,51
202,2,1:24.0,,N. Jokić makes free throw 1 of 2,52,52
203,2,1:24.0,,J. Grant enters the game for P. Millsap,52,52
204,2,1:24.0,,N. Jokić makes free throw 2 of 2,52,53
205,2,1:10.0,F. Jackson misses 3-pt jump shot from 23 ft,,52,53
206,2,1:07.0,,Defensive rebound by N. Jokić,52,53
207,2,0:57.0,,N. Jokić misses 2-pt hook shot from 3 ft,52,53
208,2,0:55.0,Defensive rebound by L. Ball,,52,53
209,2,0:50.0,L. Ball misses 3-pt jump shot from 25 ft,,52,53
210,2,0:47.0,,Defensive rebound by W. Barton,52,53
211,2,0:37.0,,G. Harris misses 3-pt jump shot from 23 ft,52,53
212,2,0:34.0,,Offensive rebound by W. Barton,52,53
213,2,0:34.0,,W. Barton makes 2-pt layup from 2 ft,52,55
214,2,0:26.0,J. Redick makes 3-pt jump shot from 26 ft (assist by D. Favors),,55,55
215,2,0:03.0,,W. Barton misses 2-pt layup from 5 ft,55,55
216,2,0:00.0,Defensive rebound by D. Favors,,55,55
217,2,0:00.0,J. Redick makes 3-pt jump shot from 30 ft (assist by D. Favors),,58,55
218,3,11:47.0,,N. Jokić misses 2-pt jump shot from 12 ft,58,55
219,3,11:44.0,Defensive rebound by D. Favors,,58,55
220,3,11:30.0,D. Favors misses 2-pt jump shot from 11 ft,,58,55
221,3,11:23.0,Offensive rebound by L. Ball,,58,55
222,3,11:23.0,L. Ball makes 2-pt layup from 1 ft,,60,55
223,3,11:18.0,,Personal foul by J. Redick (drawn by G. Harris),60,55
224,3,11:08.0,,P. Millsap misses 2-pt jump shot from 13 ft,60,55
225,3,11:05.0,Defensive rebound by D. Favors,,60,55
226,3,11:02.0,Personal foul by P. Millsap (drawn by J. Redick),,60,55
227,3,10:55.0,D. Favors makes 2-pt dunk from 1 ft (assist by J. Holiday),,62,55
228,3,10:55.0,,Denver full timeout,62,55
229,3,10:32.0,,N. Jokić makes 2-pt hook shot from 5 ft,62,57
230,3,10:18.0,B. Ingram misses 2-pt jump shot from 10 ft,,62,57
231,3,10:15.0,,Defensive rebound by G. Harris,62,57
232,3,10:05.0,,G. Harris misses 2-pt layup from 3 ft (block by D. Favors),62,57
233,3,10:02.0,,Offensive rebound by W. Barton,62,57
234,3,10:01.0,,W. Barton makes 2-pt layup from 1 ft,62,59
235,3,9:49.0,B. Ingram makes 3-pt jump shot from 24 ft (assist by J. Holiday),,65,59
236,3,9:24.0,,N. Jokić makes 2-pt layup from 2 ft (assist by W. Barton),65,61
237,3,9:08.0,J. Redick misses 3-pt jump shot from 22 ft,,65,61
238,3,9:06.0,,Defensive rebound by N. Jokić,65,61
239,3,9:02.0,,Turnover by N. Jokić (bad pass; steal by J. Holiday),65,61
240,3,8:56.0,J. Holiday misses 2-pt layup from 2 ft,,65,61
241,3,8:56.0,Offensive rebound by L. Ball,,65,61
242,3,8:56.0,L. Ball misses 2-pt layup from 2 ft,,65,61
243,3,8:56.0,,Defensive rebound by J. Murray,65,61
244,3,8:49.0,,J. Murray makes 2-pt layup from 4 ft,65,63
245,3,8:37.0,B. Ingram makes 3-pt jump shot from 28 ft (assist by D. Favors),,68,63
246,3,8:15.0,,Turnover by N. Jokić (bad pass; steal by J. Holiday),68,63
247,3,8:06.0,Shooting foul by G. Harris (drawn by J. Holiday),,68,63
248,3,8:06.0,J. Holiday makes free throw 1 of 3,,69,63
249,3,8:06.0,J. Holiday makes free throw 2 of 3,,70,63
250,3,8:06.0,J. Holiday makes free throw 3 of 3,,71,63
251,3,7:51.0,,J. Murray misses 2-pt layup from 1 ft,71,63
252,3,7:51.0,Defensive rebound by Team,,71,63
253,3,7:39.0,Turnover by D. Favors (bad pass; steal by P. Millsap),,71,63
254,3,7:34.0,,Shooting foul by D. Favors (drawn by J. Murray),71,63
255,3,7:34.0,,J. Murray makes free throw 1 of 2,71,64
256,3,7:34.0,J. Hayes enters the game for D. Favors,,71,64
257,3,7:34.0,,J. Murray makes free throw 2 of 2,71,65
258,3,7:21.0,Personal foul by P. Millsap (drawn by J. Hayes),,71,65
259,3,7:21.0,J. Hart enters the game for L. Ball,,71,65
260,3,7:09.0,J. Redick misses 3-pt jump shot from 26 ft,,71,65
261,3,7:08.0,,Defensive rebound by Team,71,65
262,3,6:56.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by G. Harris),71,68
263,3,6:45.0,J. Holiday misses 3-pt jump shot from 25 ft,,71,68
264,3,6:44.0,,Defensive rebound by Team,71,68
265,3,6:35.0,,N. Jokić misses 3-pt jump shot from 24 ft,71,68
266,3,6:32.0,Defensive rebound by J. Redick,,71,68
267,3,6:18.0,Turnover by B. Ingram (step out of bounds),,71,68
268,3,6:18.0,,J. Grant enters the game for P. Millsap,71,68
269,3,6:06.0,,Shooting foul by J. Hart (drawn by W. Barton),71,68
270,3,6:06.0,,W. Barton misses free throw 1 of 2,71,68
271,3,6:06.0,,Offensive rebound by Team,71,68
272,3,6:06.0,,W. Barton makes free throw 2 of 2,71,69
273,3,5:52.0,B. Ingram misses 2-pt jump shot from 18 ft,,71,69
274,3,5:48.0,Offensive rebound by J. Hayes,,71,69
275,3,5:48.0,Turnover by J. Hayes (bad pass; steal by G. Harris),,71,69
276,3,5:45.0,,G. Harris misses 3-pt jump shot from 25 ft,71,69
277,3,5:42.0,,Offensive rebound by J. Murray,71,69
278,3,5:33.0,,Turnover by J. Murray (lost ball; steal by J. Holiday),71,69
279,3,5:26.0,J. Holiday misses 2-pt layup from 2 ft,,71,69
280,3,5:26.0,Offensive rebound by J. Holiday,,71,69
281,3,5:26.0,J. Holiday makes 2-pt layup from 2 ft,,73,69
282,3,5:26.0,,Violation by Team (def goaltending),73,69
283,3,5:07.0,,J. Murray misses 2-pt jump shot from 16 ft,73,69
284,3,5:01.0,,Offensive rebound by N. Jokić,73,69
285,3,5:01.0,,N. Jokić misses 2-pt layup at rim,73,69
286,3,5:01.0,,Offensive rebound by J. Murray,73,69
287,3,5:00.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by J. Murray),73,72
288,3,4:44.0,J. Holiday makes 3-pt jump shot from 25 ft,,76,72
289,3,4:25.0,,G. Harris misses 3-pt jump shot from 25 ft,76,72
290,3,4:21.0,Defensive rebound by J. Hart,,76,72
291,3,4:18.0,J. Hart misses 2-pt layup from 2 ft (block by W. Barton),,76,72
292,3,4:15.0,,Defensive rebound by J. Murray,76,72
293,3,4:12.0,,W. Barton misses 3-pt jump shot from 25 ft,76,72
294,3,4:08.0,Defensive rebound by B. Ingram,,76,72
295,3,4:03.0,New Orleans full timeout,,76,72
296,3,4:03.0,E. Moore enters the game for J. Hayes,,76,72
297,3,4:03.0,J. Okafor enters the game for J. Redick,,76,72
298,3,4:03.0,,M. Beasley enters the game for G. Harris,76,72
299,3,3:50.0,J. Holiday misses 3-pt jump shot from 24 ft,,76,72
300,3,3:45.0,Offensive rebound by J. Okafor,,76,72
301,3,3:41.0,B. Ingram makes 2-pt layup from 2 ft (assist by J. Holiday),,78,72
302,3,3:23.0,,N. Jokić makes 2-pt jump shot from 14 ft (assist by J. Grant),78,74
303,3,2:57.0,Turnover by J. Okafor (3 sec),,78,74
304,3,2:57.0,L. Ball enters the game for J. Holiday,,78,74
305,3,2:57.0,,M. Morris enters the game for N. Jokić,78,74
306,3,2:57.0,,M. Plumlee enters the game for J. Murray,78,74
307,3,2:41.0,,J. Grant misses 2-pt jump shot from 6 ft,78,74
308,3,2:39.0,Defensive rebound by J. Hart,,78,74
309,3,2:35.0,B. Ingram misses 3-pt jump shot from 22 ft,,78,74
310,3,2:31.0,,Defensive rebound by M. Beasley,78,74
311,3,2:11.0,,W. Barton misses 2-pt layup from 3 ft,78,74
312,3,2:08.0,,Offensive rebound by M. Plumlee,78,74
313,3,2:08.0,,M. Plumlee makes 2-pt layup at rim,78,76
314,3,1:56.0,J. Hart misses 3-pt jump shot from 24 ft,,78,76
315,3,1:53.0,Offensive rebound by L. Ball,,78,76
316,3,1:52.0,L. Ball makes 3-pt jump shot from 25 ft,,81,76
317,3,1:39.0,,M. Morris misses 2-pt layup from 2 ft,81,76
318,3,1:38.0,,Offensive rebound by Team,81,76
319,3,1:31.0,,M. Beasley makes 2-pt layup from 3 ft,81,78
320,3,1:21.0,Offensive foul by J. Okafor (drawn by M. Beasley),,81,78
321,3,1:21.0,Turnover by J. Okafor (offensive foul),,81,78
322,3,0:59.0,,M. Beasley misses 2-pt layup from 4 ft,81,78
323,3,0:55.0,Defensive rebound by J. Hart,,81,78
324,3,0:45.0,B. Ingram misses 2-pt layup from 5 ft,,81,78
325,3,0:44.0,Offensive rebound by J. Okafor,,81,78
326,3,0:43.0,E. Moore misses 3-pt jump shot from 27 ft,,81,78
327,3,0:37.0,Offensive rebound by Team,,81,78
328,3,0:37.0,,Loose ball foul by M. Beasley (drawn by J. Hart),81,78
329,3,0:29.0,B. Ingram makes 3-pt jump shot from 25 ft,,84,78
330,3,0:08.0,,W. Barton makes 2-pt layup from 3 ft,84,80
331,4,11:49.0,L. Ball makes 2-pt jump shot from 19 ft,,86,80
332,4,11:33.0,,G. Harris makes 2-pt layup from 2 ft (assist by M. Morris),86,82
333,4,11:16.0,L. Ball misses 2-pt layup from 3 ft,,86,82
334,4,11:11.0,Offensive rebound by D. Favors,,86,82
335,4,11:11.0,D. Favors misses 2-pt layup from 1 ft,,86,82
336,4,11:10.0,Offensive rebound by D. Favors,,86,82
337,4,11:10.0,D. Favors misses 2-pt layup from 1 ft,,86,82
338,4,11:09.0,Offensive rebound by J. Hart,,86,82
339,4,11:03.0,D. Favors misses 2-pt jump shot from 4 ft,,86,82
340,4,11:01.0,,Defensive rebound by M. Plumlee,86,82
341,4,10:50.0,,M. Plumlee misses 2-pt hook shot from 4 ft,86,82
342,4,10:48.0,Defensive rebound by D. Favors,,86,82
343,4,10:42.0,J. Holiday misses 2-pt jump shot from 16 ft,,86,82
344,4,10:40.0,,Defensive rebound by M. Beasley,86,82
345,4,10:32.0,,M. Beasley misses 3-pt jump shot from 24 ft,86,82
346,4,10:28.0,Defensive rebound by D. Favors,,86,82
347,4,10:18.0,D. Favors misses 2-pt layup from 2 ft (block by M. Plumlee),,86,82
348,4,10:14.0,,Defensive rebound by M. Beasley,86,82
349,4,10:13.0,,Personal take foul by J. Holiday (drawn by G. Harris),86,82
350,4,10:05.0,,M. Plumlee makes 2-pt hook shot from 4 ft (assist by M. Morris),86,84
351,4,9:49.0,E. Moore makes 3-pt jump shot from 23 ft (assist by J. Holiday),,89,84
352,4,9:25.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by M. Morris),89,87
353,4,8:59.0,J. Holiday makes 2-pt layup from 2 ft,,91,87
354,4,8:43.0,,Turnover by M. Plumlee (lost ball; steal by J. Holiday),91,87
355,4,8:37.0,J. Hart misses 2-pt layup from 3 ft,,91,87
356,4,8:35.0,,Defensive rebound by M. Plumlee,91,87
357,4,8:32.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by M. Beasley),91,90
358,4,8:23.0,L. Ball misses 3-pt jump shot from 25 ft,,91,90
359,4,8:20.0,,Defensive rebound by M. Morris,91,90
360,4,8:12.0,,G. Harris misses 3-pt jump shot from 25 ft,91,90
361,4,8:09.0,Defensive rebound by J. Holiday,,91,90
362,4,8:03.0,J. Holiday misses 3-pt jump shot from 25 ft,,91,90
363,4,7:59.0,Offensive rebound by Team,,91,90
364,4,7:49.0,J. Holiday misses 2-pt jump shot from 13 ft,,91,90
365,4,7:48.0,Offensive rebound by D. Favors,,91,90
366,4,7:45.0,J. Hart makes 3-pt jump shot from 23 ft (assist by E. Moore),,94,90
367,4,7:43.0,,Denver full timeout,94,90
368,4,7:30.0,,M. Beasley misses 3-pt jump shot from 23 ft,94,90
369,4,7:27.0,Defensive rebound by L. Ball,,94,90
370,4,7:18.0,Personal foul by J. Grant (drawn by E. Moore),,94,90
371,4,7:18.0,B. Ingram enters the game for J. Holiday,,94,90
372,4,7:11.0,L. Ball misses 2-pt jump shot from 7 ft,,94,90
373,4,7:09.0,,Defensive rebound by Team,94,90
374,4,7:09.0,J. Hayes enters the game for D. Favors,,94,90
375,4,6:53.0,,Shooting foul by J. Hayes (drawn by J. Grant),94,90
376,4,6:53.0,,J. Grant makes free throw 1 of 2,94,91
377,4,6:53.0,,J. Grant makes free throw 2 of 2,94,92
378,4,6:31.0,E. Moore misses 2-pt jump shot from 13 ft,,94,92
379,4,6:29.0,,Defensive rebound by M. Plumlee,94,92
380,4,6:25.0,,M. Beasley misses 3-pt jump shot from 23 ft,94,92
381,4,6:20.0,,Offensive rebound by G. Harris,94,92
382,4,6:18.0,,M. Beasley misses 3-pt jump shot from 25 ft,94,92
383,4,6:16.0,Defensive rebound by L. Ball,,94,92
384,4,6:11.0,J. Hayes makes 2-pt dunk from 1 ft (assist by L. Ball),,96,92
385,4,6:11.0,D. Favors enters the game for J. Hayes,,96,92
386,4,6:11.0,,W. Barton enters the game for M. Beasley,96,92
387,4,6:11.0,,N. Jokić enters the game for M. Morris,96,92
388,4,6:11.0,,J. Murray enters the game for M. Plumlee,96,92
389,4,5:51.0,,G. Harris misses 3-pt jump shot from 22 ft,96,92
