,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MIAMI_ACTION,WASHINGTON_SCORE,MIAMI_SCORE
0,1,11:42.0,I. Mahinmi misses 3-pt jump shot from 23 ft,,0,0
1,1,11:38.0,,Defensive rebound by M. Leonard,0,0
2,1,11:24.0,,Personal foul by I. Bonga (drawn by M. Leonard),0,0
3,1,11:12.0,,Turnover by M. Leonard (3 sec),0,0
4,1,10:55.0,I. Thomas misses 3-pt jump shot from 24 ft,,0,0
5,1,10:53.0,,Defensive rebound by J. Butler,0,0
6,1,10:50.0,,Offensive foul by B. Adebayo (drawn by I. Bonga),0,0
7,1,10:50.0,,Turnover by B. Adebayo (offensive foul),0,0
8,1,10:36.0,G. Payton misses 3-pt jump shot from 23 ft,,0,0
9,1,10:32.0,,Defensive rebound by K. Nunn,0,0
10,1,10:30.0,,Shooting foul by G. Payton (drawn by D. Robinson),0,0
11,1,10:30.0,,D. Robinson misses free throw 1 of 2,0,0
12,1,10:30.0,,Offensive rebound by Team,0,0
13,1,10:30.0,,D. Robinson makes free throw 2 of 2,0,1
14,1,10:22.0,Turnover by I. Thomas (bad pass),,0,1
15,1,10:07.0,,M. Leonard makes 2-pt jump shot from 11 ft (assist by J. Butler),0,3
16,1,9:57.0,B. Beal misses 3-pt jump shot from 28 ft,,0,3
17,1,9:55.0,,Defensive rebound by B. Adebayo,0,3
18,1,9:34.0,,Turnover by B. Adebayo (bad pass; steal by G. Payton),0,3
19,1,9:21.0,B. Beal misses 3-pt jump shot from 27 ft,,0,3
20,1,9:19.0,Offensive rebound by Team,,0,3
21,1,9:13.0,I. Thomas misses 2-pt jump shot from 10 ft,,0,3
22,1,9:11.0,Offensive rebound by I. Thomas,,0,3
23,1,9:05.0,B. Beal misses 3-pt jump shot from 22 ft,,0,3
24,1,9:03.0,,Defensive rebound by M. Leonard,0,3
25,1,8:56.0,,D. Robinson makes 3-pt jump shot from 25 ft (assist by J. Butler),0,6
26,1,8:46.0,B. Beal makes 2-pt layup from 2 ft,,2,6
27,1,8:34.0,,J. Butler misses 2-pt hook shot from 3 ft,2,6
28,1,8:32.0,Defensive rebound by I. Mahinmi,,2,6
29,1,8:21.0,B. Beal makes 2-pt jump shot from 16 ft,,4,6
30,1,8:04.0,,D. Robinson misses 3-pt jump shot from 27 ft,4,6
31,1,8:02.0,Defensive rebound by G. Payton,,4,6
32,1,7:51.0,Turnover by B. Beal (traveling),,4,6
33,1,7:39.0,,Shooting foul by B. Beal (drawn by J. Butler),4,6
34,1,7:39.0,,J. Butler makes free throw 1 of 2,4,7
35,1,7:39.0,,J. Butler makes free throw 2 of 2,4,8
36,1,7:25.0,Turnover by I. Bonga (traveling),,4,8
37,1,7:16.0,,K. Nunn misses 2-pt layup from 6 ft (block by I. Mahinmi),4,8
38,1,7:16.0,,Offensive rebound by Team,4,8
39,1,7:12.0,,D. Robinson makes 3-pt jump shot from 23 ft (assist by J. Butler),4,11
40,1,6:58.0,I. Thomas makes 2-pt jump shot from 13 ft,,6,11
41,1,6:41.0,,K. Nunn makes 3-pt jump shot from 28 ft (assist by J. Butler),6,14
42,1,6:28.0,Personal foul by J. Butler (drawn by B. Beal),,6,14
43,1,6:28.0,,Miami full timeout,6,14
44,1,6:28.0,D. Bertāns enters the game for I. Bonga,,6,14
45,1,6:16.0,I. Mahinmi misses 2-pt hook shot from 4 ft,,6,14
46,1,6:14.0,,Defensive rebound by J. Butler,6,14
47,1,6:03.0,,K. Nunn misses 2-pt jump shot from 20 ft,6,14
48,1,6:02.0,,Offensive rebound by J. Butler,6,14
49,1,6:00.0,,D. Robinson misses 3-pt jump shot from 26 ft,6,14
50,1,6:00.0,Defensive rebound by B. Beal,,6,14
51,1,5:41.0,I. Thomas misses 3-pt jump shot from 23 ft,,6,14
52,1,5:38.0,Offensive rebound by I. Mahinmi,,6,14
53,1,5:36.0,I. Mahinmi misses 2-pt layup from 3 ft (block by M. Leonard),,6,14
54,1,5:33.0,,Defensive rebound by J. Butler,6,14
55,1,5:22.0,,Shooting foul by I. Mahinmi (drawn by J. Butler),6,14
56,1,5:22.0,,J. Butler makes free throw 1 of 2,6,15
57,1,5:22.0,T. Bryant enters the game for I. Mahinmi,,6,15
58,1,5:22.0,,J. Butler makes free throw 2 of 2,6,16
59,1,5:16.0,Personal foul by M. Leonard (drawn by B. Beal),,6,16
60,1,5:08.0,B. Beal makes 2-pt dunk from 2 ft,,8,16
61,1,4:47.0,,Shooting foul by D. Bertāns (drawn by M. Leonard),8,16
62,1,4:47.0,,M. Leonard makes free throw 1 of 2,8,17
63,1,4:47.0,,D. Jones enters the game for B. Adebayo,8,17
64,1,4:47.0,,M. Leonard misses free throw 2 of 2,8,17
65,1,4:44.0,Defensive rebound by I. Thomas,,8,17
66,1,4:35.0,T. Bryant makes 2-pt layup from 1 ft (assist by D. Bertāns),,10,17
67,1,4:25.0,,K. Nunn makes 2-pt jump shot from 16 ft,10,19
68,1,4:10.0,D. Bertāns makes 2-pt layup from 2 ft,,12,19
69,1,4:00.0,,K. Nunn misses 3-pt jump shot from 26 ft,12,19
70,1,3:58.0,Defensive rebound by B. Beal,,12,19
71,1,3:54.0,D. Bertāns misses 3-pt jump shot from 23 ft,,12,19
72,1,3:50.0,,Defensive rebound by D. Robinson,12,19
73,1,3:50.0,T. Brown enters the game for B. Beal,,12,19
74,1,3:50.0,J. McRae enters the game for G. Payton,,12,19
75,1,3:50.0,,B. Adebayo enters the game for M. Leonard,12,19
76,1,3:50.0,,G. Dragić enters the game for D. Robinson,12,19
77,1,3:44.0,,K. Nunn makes 2-pt jump shot from 19 ft (assist by G. Dragić),12,21
78,1,3:29.0,D. Bertāns makes 2-pt layup from 1 ft (assist by I. Thomas),,14,21
79,1,3:10.0,,K. Nunn makes 3-pt jump shot from 24 ft (assist by J. Butler),14,24
80,1,3:08.0,Washington full timeout,,14,24
81,1,3:08.0,I. Smith enters the game for I. Thomas,,14,24
82,1,3:08.0,,J. Johnson enters the game for J. Butler,14,24
83,1,2:46.0,T. Bryant makes 2-pt hook shot from 7 ft (assist by T. Brown),,16,24
84,1,2:29.0,,Turnover by K. Nunn (bad pass; steal by T. Brown),16,24
85,1,2:22.0,D. Bertāns makes 3-pt jump shot from 27 ft (assist by T. Brown),,19,24
86,1,2:07.0,,B. Adebayo misses 2-pt dunk from 2 ft (block by T. Bryant),19,24
87,1,2:05.0,,Offensive rebound by B. Adebayo,19,24
88,1,2:01.0,,G. Dragić misses 3-pt jump shot from 25 ft,19,24
89,1,1:59.0,Defensive rebound by T. Bryant,,19,24
90,1,1:48.0,J. McRae makes 3-pt jump shot from 23 ft (assist by D. Bertāns),,22,24
91,1,1:31.0,,G. Dragić makes 2-pt layup from 2 ft,22,26
92,1,1:13.0,T. Brown misses 3-pt jump shot from 23 ft,,22,26
93,1,1:11.0,,Defensive rebound by K. Nunn,22,26
94,1,1:02.0,,J. Johnson misses 2-pt layup from 2 ft (block by D. Bertāns),22,26
95,1,0:59.0,Defensive rebound by T. Bryant,,22,26
96,1,0:54.0,J. McRae misses 2-pt jump shot from 7 ft,,22,26
97,1,0:52.0,,Defensive rebound by B. Adebayo,22,26
98,1,0:36.0,,B. Adebayo makes 2-pt hook shot from 1 ft (assist by G. Dragić),22,28
99,1,0:36.0,,Shooting foul by T. Brown (drawn by B. Adebayo),22,28
100,1,0:36.0,,T. Herro enters the game for K. Nunn,22,28
101,1,0:36.0,,B. Adebayo misses free throw 1 of 1,22,28
102,1,0:34.0,Defensive rebound by T. Brown,,22,28
103,1,0:30.0,Personal foul by J. Johnson (drawn by I. Smith),,22,28
104,1,0:30.0,,K. Olynyk enters the game for B. Adebayo,22,28
105,1,0:28.0,T. Brown makes 2-pt jump shot from 4 ft (assist by J. McRae),,24,28
106,1,0:07.0,,J. Johnson makes 2-pt layup from 1 ft,24,30
107,1,0:00.0,D. Bertāns makes 3-pt jump shot from 27 ft (assist by J. McRae),,27,30
108,1,0:00.0,Instant Replay (Request: Ruling Stands),,27,30
109,2,11:46.0,,J. Johnson misses 3-pt jump shot from 26 ft,27,30
110,2,11:44.0,Defensive rebound by T. Bryant,,27,30
111,2,11:33.0,I. Smith misses 2-pt jump shot from 6 ft,,27,30
112,2,11:31.0,,Defensive rebound by K. Olynyk,27,30
113,2,11:15.0,,J. Johnson misses 2-pt layup from 4 ft (block by T. Bryant),27,30
114,2,11:12.0,Defensive rebound by T. Bryant,,27,30
115,2,11:10.0,T. Brown misses 2-pt layup from 2 ft (block by D. Jones),,27,30
116,2,11:10.0,Offensive rebound by Team,,27,30
117,2,11:07.0,J. McRae misses 2-pt jump shot from 17 ft,,27,30
118,2,11:04.0,,Defensive rebound by G. Dragić,27,30
119,2,10:57.0,,G. Dragić makes 2-pt jump shot from 13 ft,27,32
120,2,10:45.0,D. Bertāns misses 3-pt jump shot from 23 ft,,27,32
121,2,10:43.0,,Defensive rebound by G. Dragić,27,32
122,2,10:43.0,,Personal foul by T. Bryant (drawn by G. Dragić),27,32
123,2,10:29.0,,T. Herro misses 2-pt jump shot from 19 ft,27,32
124,2,10:27.0,Defensive rebound by J. McRae,,27,32
125,2,10:20.0,T. Brown makes 2-pt layup from 1 ft (assist by J. McRae),,29,32
126,2,10:09.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by G. Dragić),29,34
127,2,9:57.0,T. Brown makes 2-pt layup from 1 ft (assist by T. Bryant),,31,34
128,2,9:49.0,,Shooting foul by I. Smith (drawn by G. Dragić),31,34
129,2,9:49.0,,G. Dragić makes free throw 1 of 2,31,35
130,2,9:49.0,,G. Dragić makes free throw 2 of 2,31,36
131,2,9:24.0,J. McRae makes 2-pt jump shot from 2 ft,,33,36
132,2,9:03.0,,K. Olynyk makes 3-pt jump shot from 27 ft (assist by G. Dragić),33,39
133,2,8:47.0,D. Bertāns misses 3-pt jump shot from 25 ft,,33,39
134,2,8:45.0,,Defensive rebound by K. Olynyk,33,39
135,2,8:42.0,,Shooting foul by T. Brown (drawn by G. Dragić),33,39
136,2,8:42.0,,G. Dragić makes free throw 1 of 2,33,40
137,2,8:42.0,,G. Dragić makes free throw 2 of 2,33,41
138,2,8:26.0,J. McRae misses 3-pt jump shot from 26 ft,,33,41
139,2,8:25.0,,Defensive rebound by Team,33,41
140,2,8:17.0,,T. Herro misses 2-pt layup from 4 ft,33,41
141,2,8:16.0,,Offensive rebound by K. Olynyk,33,41
142,2,8:16.0,,K. Olynyk makes 2-pt dunk at rim,33,43
143,2,8:16.0,Washington full timeout,,33,43
144,2,8:16.0,B. Beal enters the game for T. Bryant,,33,43
145,2,8:16.0,I. Mahinmi enters the game for J. McRae,,33,43
146,2,7:56.0,B. Beal makes 3-pt jump shot from 26 ft (assist by I. Smith),,36,43
147,2,7:40.0,,J. Johnson makes 2-pt dunk from 1 ft (assist by G. Dragić),36,45
148,2,7:32.0,I. Mahinmi misses 2-pt layup from 2 ft,,36,45
149,2,7:26.0,,Defensive rebound by D. Jones,36,45
150,2,7:22.0,,T. Herro makes 3-pt jump shot from 26 ft (assist by J. Johnson),36,48
151,2,7:05.0,B. Beal misses 3-pt jump shot from 26 ft,,36,48
152,2,7:01.0,,Defensive rebound by T. Herro,36,48
153,2,6:57.0,,K. Olynyk makes 3-pt jump shot from 30 ft (assist by T. Herro),36,51
154,2,6:44.0,D. Bertāns misses 2-pt layup from 3 ft,,36,51
155,2,6:37.0,Offensive rebound by I. Mahinmi,,36,51
156,2,6:37.0,I. Mahinmi makes 2-pt layup from 1 ft,,38,51
157,2,6:32.0,,Turnover by G. Dragić (bad pass; steal by D. Bertāns),38,51
158,2,6:32.0,Personal take foul by K. Olynyk (drawn by D. Bertāns),,38,51
159,2,6:32.0,,J. Butler enters the game for J. Johnson,38,51
160,2,6:17.0,D. Bertāns makes 2-pt hook shot from 4 ft (assist by T. Brown),,40,51
161,2,6:01.0,,D. Jones makes 2-pt dunk from 1 ft (assist by J. Butler),40,53
162,2,5:51.0,D. Bertāns misses 3-pt jump shot from 29 ft,,40,53
163,2,5:50.0,,Defensive rebound by J. Butler,40,53
164,2,5:50.0,,Personal foul by B. Beal (drawn by J. Butler),40,53
165,2,5:50.0,I. Bonga enters the game for D. Bertāns,,40,53
166,2,5:50.0,J. McRae enters the game for T. Brown,,40,53
167,2,5:50.0,I. Thomas enters the game for I. Smith,,40,53
168,2,5:50.0,,B. Adebayo enters the game for K. Olynyk,40,53
169,2,5:40.0,,Turnover by G. Dragić (bad pass; steal by I. Bonga),40,53
170,2,5:36.0,Shooting foul by T. Herro (drawn by B. Beal),,40,53
171,2,5:36.0,B. Beal makes free throw 1 of 2,,41,53
172,2,5:36.0,B. Beal makes free throw 2 of 2,,42,53
173,2,5:15.0,,T. Herro misses 2-pt hook shot from 7 ft,42,53
174,2,5:12.0,Defensive rebound by B. Beal,,42,53
175,2,5:08.0,B. Beal makes 2-pt layup at rim,,44,53
176,2,5:08.0,,Miami full timeout,44,53
177,2,5:08.0,,K. Nunn enters the game for G. Dragić,44,53
178,2,4:48.0,,J. Butler makes 2-pt dunk from 2 ft (assist by B. Adebayo),44,55
179,2,4:27.0,I. Bonga misses 3-pt jump shot from 23 ft,,44,55
180,2,4:25.0,,Defensive rebound by K. Nunn,44,55
181,2,4:16.0,,Shooting foul by I. Mahinmi (drawn by K. Nunn),44,55
182,2,4:16.0,,K. Nunn makes free throw 1 of 2,44,56
183,2,4:16.0,,K. Nunn makes free throw 2 of 2,44,57
184,2,3:53.0,J. McRae misses 3-pt jump shot from 26 ft,,44,57
185,2,3:51.0,,Defensive rebound by B. Adebayo,44,57
186,2,3:47.0,,Turnover by B. Adebayo (lost ball; steal by J. McRae),44,57
187,2,3:45.0,Turnover by I. Bonga (bad pass),,44,57
188,2,3:34.0,,J. Butler misses 2-pt jump shot from 18 ft,44,57
189,2,3:29.0,,Offensive rebound by K. Nunn,44,57
190,2,3:27.0,,K. Nunn makes 2-pt layup from 1 ft,44,59
191,2,3:16.0,B. Beal misses 2-pt layup from 3 ft,,44,59
192,2,3:15.0,,Defensive rebound by B. Adebayo,44,59
193,2,3:06.0,,Turnover by K. Nunn (lost ball; steal by I. Bonga),44,59
194,2,3:06.0,Turnover by I. Bonga (out of bounds lost ball),,44,59
195,2,3:06.0,,D. Robinson enters the game for T. Herro,44,59
196,2,3:02.0,,D. Robinson makes 3-pt jump shot from 23 ft (assist by J. Butler),44,62
197,2,3:02.0,Washington full timeout,,44,62
198,2,2:45.0,J. McRae misses 3-pt jump shot from 27 ft,,44,62
199,2,2:42.0,Offensive rebound by B. Beal,,44,62
200,2,2:41.0,Offensive foul by B. Beal (drawn by K. Nunn),,44,62
201,2,2:41.0,Turnover by B. Beal (offensive foul),,44,62
202,2,2:41.0,,Technical foul by R. Pack,44,62
203,2,2:41.0,,J. Butler misses technical free throw,44,62
204,2,2:41.0,,Offensive rebound by Team,44,62
205,2,2:41.0,T. Brown enters the game for B. Beal,,44,62
206,2,2:27.0,,K. Nunn misses 3-pt jump shot from 25 ft,44,62
207,2,2:25.0,,Offensive rebound by D. Jones,44,62
208,2,2:15.0,,J. Butler makes 2-pt jump shot from 6 ft,44,64
209,2,1:57.0,Personal foul by D. Robinson (drawn by I. Bonga),,44,64
210,2,1:50.0,T. Brown misses 3-pt jump shot from 25 ft,,44,64
211,2,1:47.0,,Defensive rebound by J. Butler,44,64
212,2,1:43.0,,Turnover by B. Adebayo (bad pass),44,64
213,2,1:30.0,J. McRae makes 2-pt jump shot from 15 ft (assist by I. Thomas),,46,64
214,2,1:21.0,,J. Butler makes 2-pt layup from 1 ft,46,66
215,2,1:21.0,,Shooting foul by I. Mahinmi (drawn by J. Butler),46,66
216,2,1:21.0,J. Williams enters the game for I. Mahinmi,,46,66
217,2,1:21.0,,J. Butler makes free throw 1 of 1,46,67
218,2,1:11.0,Personal foul by K. Nunn (drawn by I. Thomas),,46,67
219,2,1:11.0,I. Thomas misses free throw 1 of 2,,46,67
220,2,1:11.0,Offensive rebound by Team,,46,67
221,2,1:11.0,I. Thomas makes free throw 2 of 2,,47,67
222,2,0:47.0,,J. Butler misses 2-pt jump shot from 18 ft,47,67
223,2,0:45.0,Defensive rebound by I. Thomas,,47,67
224,2,0:39.0,Shooting foul by D. Robinson (drawn by T. Brown),,47,67
225,2,0:39.0,T. Brown misses free throw 1 of 2,,47,67
226,2,0:39.0,Offensive rebound by Team,,47,67
227,2,0:39.0,,G. Dragić enters the game for D. Robinson,47,67
228,2,0:39.0,T. Brown makes free throw 2 of 2,,48,67
229,2,0:33.0,,Shooting foul by J. McRae (drawn by J. Butler),48,67
230,2,0:33.0,,J. Butler makes free throw 1 of 2,48,68
231,2,0:33.0,,J. Butler makes free throw 2 of 2,48,69
232,2,0:23.0,Shooting foul by B. Adebayo (drawn by J. McRae),,48,69
233,2,0:23.0,J. McRae makes free throw 1 of 2,,49,69
234,2,0:23.0,,K. Olynyk enters the game for B. Adebayo,49,69
235,2,0:23.0,J. McRae makes free throw 2 of 2,,50,69
236,2,0:04.0,,G. Dragić misses 3-pt jump shot from 23 ft,50,69
237,2,0:02.0,Defensive rebound by J. Williams,,50,69
238,2,0:00.0,I. Thomas misses 2-pt jump shot from 7 ft,,50,69
239,2,0:00.0,Offensive rebound by Team,,50,69
240,3,11:51.0,,Personal foul by I. Bonga (drawn by M. Leonard),50,69
241,3,11:42.0,,B. Adebayo misses 2-pt jump shot from 18 ft,50,69
242,3,11:40.0,Defensive rebound by I. Bonga,,50,69
243,3,11:24.0,Shooting foul by M. Leonard (drawn by I. Mahinmi),,50,69
244,3,11:24.0,I. Mahinmi makes free throw 1 of 2,,51,69
245,3,11:24.0,I. Mahinmi misses free throw 2 of 2,,51,69
246,3,11:21.0,,Defensive rebound by D. Robinson,51,69
247,3,11:18.0,,Turnover by D. Robinson (lost ball; steal by G. Payton),51,69
248,3,11:10.0,I. Bonga makes 2-pt layup at rim (assist by I. Mahinmi),,53,69
249,3,10:46.0,,M. Leonard misses 2-pt hook shot from 5 ft,53,69
250,3,10:44.0,Defensive rebound by I. Mahinmi,,53,69
251,3,10:32.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by G. Payton),,56,69
252,3,10:18.0,,D. Robinson makes 3-pt jump shot from 26 ft (assist by J. Butler),56,72
