,QUARTER,TIME_REMAINING,ATLANTA_ACTION,OKLAHOMA CITY_ACTION,ATLANTA_SCORE,OKLAHOMA CITY_SCORE
40,1,6:41.0,K. Huerter misses 2-pt jump shot from 14 ft (block by S. Gilgeous-Alexander),,11,18
41,1,6:38.0,,Defensive rebound by D. Gallinari,11,18
42,1,6:34.0,,Turnover by S. Gilgeous-Alexander (bad pass),11,18
43,1,6:22.0,K. Huerter misses 3-pt jump shot from 26 ft (block by S. Gilgeous-Alexander),,11,18
44,1,6:19.0,,Defensive rebound by D. Gallinari,11,18
45,1,6:08.0,,C. Paul misses 3-pt jump shot from 25 ft,11,18
46,1,6:05.0,Defensive rebound by A. Len,,11,18
47,1,6:01.0,T. Young misses 2-pt layup from 4 ft (block by N. Noel),,11,18
48,1,6:00.0,,Defensive rebound by D. Gallinari,11,18
49,1,5:54.0,,Turnover by L. Dort (bad pass),11,18
50,1,5:54.0,C. Reddish enters the game for K. Huerter,,11,18
51,1,5:54.0,,M. Muscala enters the game for N. Noel,11,18
52,1,5:54.0,,D. Schröder enters the game for C. Paul,11,18
53,1,5:37.0,Turnover by T. Young (bad pass; steal by S. Gilgeous-Alexander),,11,18
54,1,5:37.0,J. Teague enters the game for D. Hunter,,11,18
55,1,5:31.0,,D. Schröder misses 2-pt jump shot from 15 ft,11,18
56,1,5:28.0,Defensive rebound by T. Young,,11,18
57,1,5:20.0,C. Reddish makes 3-pt jump shot from 25 ft (assist by T. Young),,14,18
58,1,5:19.0,,Oklahoma City full timeout,14,18
59,1,5:19.0,,H. Diallo enters the game for L. Dort,14,18
60,1,4:57.0,,D. Gallinari misses 2-pt jump shot from 16 ft,14,18
61,1,4:55.0,Defensive rebound by C. Reddish,,14,18
62,1,4:42.0,J. Collins makes 2-pt jump shot from 15 ft (assist by T. Young),,16,18
63,1,4:29.0,,M. Muscala makes 3-pt jump shot from 26 ft (assist by D. Schröder),16,21
64,1,4:10.0,J. Collins makes 2-pt layup from 1 ft,,18,21
65,1,3:55.0,,D. Schröder misses 2-pt jump shot from 7 ft,18,21
66,1,3:52.0,Defensive rebound by C. Reddish,,18,21
67,1,3:43.0,C. Reddish makes 2-pt jump shot from 5 ft,,20,21
68,1,3:34.0,,M. Muscala makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),20,24
69,1,3:21.0,T. Young misses 3-pt jump shot from 29 ft,,20,24
70,1,3:16.0,,Defensive rebound by H. Diallo,20,24
71,1,3:02.0,,D. Schröder misses 2-pt layup from 4 ft,20,24
72,1,3:00.0,Defensive rebound by J. Collins,,20,24
73,1,2:56.0,Turnover by J. Collins (bad pass),,20,24
74,1,2:56.0,D. Hunter enters the game for J. Collins,,20,24
75,1,2:56.0,,D. Bazley enters the game for D. Gallinari,20,24
76,1,2:38.0,,Offensive foul by H. Diallo (drawn by J. Teague),20,24
77,1,2:38.0,,Turnover by H. Diallo (offensive foul),20,24
78,1,2:38.0,B. Goodwin enters the game for T. Young,,20,24
79,1,2:26.0,C. Reddish makes 2-pt layup from 2 ft,,22,24
80,1,2:11.0,,Turnover by S. Gilgeous-Alexander (out of bounds lost ball),22,24
81,1,1:57.0,C. Reddish misses 2-pt jump shot from 17 ft (block by S. Gilgeous-Alexander),,22,24
82,1,1:54.0,,Defensive rebound by M. Muscala,22,24
83,1,1:53.0,,D. Schröder misses 2-pt layup from 4 ft (block by A. Len),22,24
84,1,1:53.0,,Offensive rebound by Team,22,24
85,1,1:53.0,,C. Paul enters the game for S. Gilgeous-Alexander,22,24
86,1,1:51.0,,D. Schröder makes 2-pt jump shot from 15 ft (assist by C. Paul),22,26
87,1,1:28.0,D. Hunter makes 2-pt jump shot from 17 ft (assist by J. Teague),,24,26
88,1,1:17.0,,M. Muscala misses 3-pt jump shot from 25 ft,24,26
89,1,1:14.0,Defensive rebound by B. Goodwin,,24,26
90,1,1:09.0,B. Goodwin makes 2-pt jump shot from 8 ft,,26,26
91,1,0:51.0,,D. Bazley misses 2-pt layup from 3 ft,26,26
92,1,0:49.0,,Offensive rebound by D. Bazley,26,26
93,1,0:49.0,,D. Bazley makes 2-pt layup at rim,26,28
94,1,0:40.0,J. Teague makes 2-pt jump shot from 6 ft,,28,28
95,1,0:37.0,,Personal foul by B. Goodwin (drawn by C. Paul),28,28
96,1,0:37.0,,N. Noel enters the game for M. Muscala,28,28
97,1,0:26.0,,C. Paul makes 2-pt jump shot from 18 ft,28,30
98,1,0:06.0,Personal foul by N. Noel (drawn by A. Len),,28,30
99,1,0:04.0,Shooting foul by N. Noel (drawn by B. Goodwin),,28,30
100,1,0:04.0,B. Goodwin makes free throw 1 of 2,,29,30
101,1,0:04.0,T. Graham enters the game for A. Len,,29,30
102,1,0:04.0,,D. Gallinari enters the game for N. Noel,29,30
103,1,0:04.0,B. Goodwin makes free throw 2 of 2,,30,30
104,1,0:00.0,,C. Paul makes 3-pt jump shot from 28 ft,30,33
105,1,0:00.0,,Instant Replay (Request: Ruling Stands),30,33
106,2,11:40.0,D. Hunter misses 2-pt layup from 7 ft,,30,33
107,2,11:33.0,Offensive rebound by J. Teague,,30,33
108,2,11:21.0,B. Goodwin misses 2-pt jump shot from 9 ft,,30,33
109,2,11:19.0,,Defensive rebound by N. Noel,30,33
110,2,11:10.0,,D. Schröder misses 3-pt jump shot from 26 ft,30,33
111,2,11:07.0,Defensive rebound by C. Reddish,,30,33
112,2,10:50.0,J. Teague misses 2-pt hook shot from 6 ft,,30,33
113,2,10:48.0,,Defensive rebound by N. Noel,30,33
114,2,10:26.0,,N. Noel misses 2-pt jump shot from 16 ft,30,33
115,2,10:19.0,,Offensive rebound by H. Diallo,30,33
116,2,10:19.0,,H. Diallo makes 2-pt layup at rim,30,35
117,2,10:03.0,D. Hunter misses 2-pt jump shot from 18 ft,,30,35
118,2,10:01.0,,Defensive rebound by N. Noel,30,35
119,2,9:52.0,,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),30,37
120,2,9:51.0,Atlanta full timeout,,30,37
121,2,9:51.0,J. Collins enters the game for B. Fernando,,30,37
122,2,9:51.0,K. Huerter enters the game for D. Hunter,,30,37
123,2,9:51.0,A. Len enters the game for C. Reddish,,30,37
124,2,9:29.0,J. Teague makes 2-pt jump shot from 6 ft,,32,37
125,2,9:15.0,,Turnover by C. Paul (bad pass; steal by A. Len),32,37
126,2,9:11.0,B. Goodwin misses 3-pt jump shot from 28 ft,,32,37
127,2,9:09.0,,Defensive rebound by H. Diallo,32,37
128,2,9:00.0,,C. Paul makes 2-pt jump shot from 15 ft,32,39
129,2,8:44.0,J. Collins makes 2-pt jump shot from 18 ft (assist by B. Goodwin),,34,39
130,2,8:32.0,,H. Diallo misses 3-pt jump shot from 24 ft,34,39
131,2,8:29.0,Defensive rebound by A. Len,,34,39
132,2,8:19.0,K. Huerter misses 3-pt jump shot from 24 ft,,34,39
133,2,8:17.0,,Defensive rebound by N. Noel,34,39
134,2,8:00.0,,D. Bazley misses 2-pt layup from 4 ft,34,39
135,2,7:58.0,Defensive rebound by K. Huerter,,34,39
136,2,7:54.0,Turnover by B. Goodwin (bad pass),,34,39
137,2,7:54.0,T. Young enters the game for B. Goodwin,,34,39
138,2,7:54.0,,M. Muscala enters the game for N. Noel,34,39
139,2,7:32.0,,D. Schröder makes 2-pt layup from 3 ft (assist by H. Diallo),34,41
140,2,7:29.0,Personal foul by H. Diallo (drawn by J. Teague),,34,41
141,2,7:29.0,,S. Gilgeous-Alexander enters the game for C. Paul,34,41
142,2,7:24.0,T. Young misses 2-pt jump shot from 12 ft,,34,41
143,2,7:20.0,,Defensive rebound by D. Bazley,34,41
144,2,7:10.0,,H. Diallo makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),34,43
145,2,6:55.0,A. Len misses 2-pt layup from 3 ft (block by D. Bazley),,34,43
146,2,6:53.0,,Defensive rebound by M. Muscala,34,43
147,2,6:48.0,,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,34,45
148,2,6:47.0,Atlanta full timeout,,34,45
149,2,6:47.0,D. Hunter enters the game for A. Len,,34,45
150,2,6:47.0,C. Reddish enters the game for J. Teague,,34,45
151,2,6:47.0,,D. Gallinari enters the game for D. Bazley,34,45
152,2,6:32.0,J. Collins makes 2-pt layup from 5 ft (assist by T. Young),,36,45
153,2,6:14.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by M. Muscala),36,48
154,2,5:59.0,J. Collins makes 3-pt jump shot from 26 ft (assist by T. Young),,39,48
155,2,5:46.0,,D. Schröder makes 2-pt jump shot from 19 ft,39,50
156,2,5:42.0,Personal foul by D. Schröder (drawn by T. Young),,39,50
157,2,5:42.0,,L. Dort enters the game for H. Diallo,39,50
158,2,5:33.0,Shooting foul by L. Dort (drawn by T. Young),,39,50
159,2,5:33.0,T. Young misses free throw 1 of 3,,39,50
160,2,5:33.0,Offensive rebound by Team,,39,50
161,2,5:33.0,T. Young makes free throw 2 of 3,,40,50
162,2,5:33.0,T. Young makes free throw 3 of 3,,41,50
163,2,5:18.0,,D. Schröder misses 2-pt layup from 4 ft (block by C. Reddish),41,50
164,2,5:18.0,,Offensive rebound by Team,41,50
165,2,5:10.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 8 ft,41,50
166,2,5:08.0,Defensive rebound by C. Reddish,,41,50
167,2,5:03.0,Shooting foul by D. Gallinari (drawn by T. Young),,41,50
168,2,5:03.0,T. Young makes free throw 1 of 2,,42,50
169,2,5:03.0,T. Young makes free throw 2 of 2,,43,50
170,2,4:43.0,,D. Gallinari makes 2-pt dunk from 1 ft (assist by D. Schröder),43,52
171,2,4:31.0,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),,45,52
172,2,4:22.0,,Shooting foul by J. Collins (drawn by S. Gilgeous-Alexander),45,52
173,2,4:22.0,,S. Gilgeous-Alexander makes free throw 1 of 2,45,53
174,2,4:22.0,A. Len enters the game for J. Collins,,45,53
175,2,4:22.0,,N. Noel enters the game for M. Muscala,45,53
176,2,4:22.0,,S. Gilgeous-Alexander makes free throw 2 of 2,45,54
177,2,4:11.0,T. Young makes 3-pt jump shot from 27 ft,,48,54
178,2,4:00.0,,S. Gilgeous-Alexander misses 2-pt layup from 1 ft,48,54
179,2,4:00.0,,Offensive rebound by Team,48,54
180,2,4:00.0,Loose ball foul by D. Hunter (drawn by N. Noel),,48,54
181,2,3:55.0,,L. Dort makes 3-pt jump shot from 23 ft (assist by D. Schröder),48,57
182,2,3:35.0,T. Young misses 2-pt layup from 4 ft,,48,57
183,2,3:32.0,Offensive rebound by A. Len,,48,57
184,2,3:31.0,A. Len misses 2-pt layup from 2 ft,,48,57
185,2,3:29.0,,Defensive rebound by S. Gilgeous-Alexander,48,57
186,2,3:23.0,,N. Noel makes 2-pt layup from 1 ft (assist by L. Dort),48,59
187,2,3:23.0,,Shooting foul by D. Hunter (drawn by N. Noel),48,59
188,2,3:23.0,J. Teague enters the game for D. Hunter,,48,59
189,2,3:23.0,,C. Paul enters the game for D. Schröder,48,59
190,2,3:23.0,,N. Noel misses free throw 1 of 1,48,59
191,2,3:18.0,Defensive rebound by T. Young,,48,59
192,2,3:03.0,J. Teague misses 2-pt layup from 3 ft,,48,59
193,2,3:01.0,Offensive rebound by A. Len,,48,59
194,2,2:59.0,C. Reddish makes 3-pt jump shot from 26 ft (assist by J. Teague),,51,59
195,2,2:44.0,,Shooting foul by K. Huerter (drawn by S. Gilgeous-Alexander),51,59
196,2,2:44.0,,D. Schröder enters the game for L. Dort,51,59
197,2,2:44.0,,S. Gilgeous-Alexander makes free throw 1 of 2,51,60
198,2,2:44.0,,S. Gilgeous-Alexander misses free throw 2 of 2,51,60
199,2,2:41.0,Defensive rebound by C. Reddish,,51,60
200,2,2:32.0,C. Reddish makes 3-pt jump shot from 23 ft (assist by K. Huerter),,54,60
201,2,2:27.0,,Turnover by C. Paul (traveling),54,60
202,2,2:12.0,T. Young makes 2-pt jump shot from 23 ft,,56,60
203,2,1:52.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 6 ft (block by A. Len),56,60
204,2,1:49.0,Defensive rebound by K. Huerter,,56,60
205,2,1:42.0,Turnover by J. Teague (bad pass; steal by D. Gallinari),,56,60
206,2,1:35.0,,N. Noel makes 2-pt dunk from 1 ft (assist by D. Gallinari),56,62
207,2,1:24.0,A. Len misses 2-pt hook shot from 6 ft,,56,62
208,2,1:22.0,,Defensive rebound by N. Noel,56,62
209,2,1:13.0,,Personal foul by C. Reddish (drawn by D. Gallinari),56,62
210,2,1:13.0,,D. Gallinari makes free throw 1 of 2,56,63
211,2,1:13.0,,D. Gallinari makes free throw 2 of 2,56,64
212,2,0:57.0,Personal foul by C. Paul (drawn by T. Young),,56,64
213,2,0:57.0,T. Young makes free throw 1 of 2,,57,64
214,2,0:57.0,T. Young makes free throw 2 of 2,,58,64
215,2,0:37.0,,D. Schröder misses 2-pt layup from 8 ft (block by A. Len),58,64
216,2,0:34.0,,Offensive rebound by C. Paul,58,64
217,2,0:33.0,,C. Paul misses 3-pt jump shot from 24 ft,58,64
218,2,0:31.0,,Offensive rebound by C. Paul,58,64
219,2,0:30.0,,C. Paul makes 2-pt jump shot from 4 ft,58,66
220,2,0:13.0,T. Young misses 3-pt jump shot from 28 ft,,58,66
221,2,0:10.0,,Defensive rebound by C. Paul,58,66
222,2,0:01.0,,C. Paul misses 3-pt jump shot from 26 ft,58,66
223,2,0:01.0,,Offensive rebound by Team,58,66
224,3,11:43.0,T. Young makes 3-pt jump shot from 27 ft,,61,66
225,3,11:17.0,,D. Gallinari misses 3-pt jump shot from 28 ft,61,66
226,3,11:14.0,,Offensive rebound by S. Gilgeous-Alexander,61,66
227,3,11:14.0,,Turnover by S. Gilgeous-Alexander (out of bounds lost ball),61,66
228,3,11:07.0,Shooting foul by D. Gallinari (drawn by T. Young),,61,66
229,3,11:07.0,T. Young makes free throw 1 of 2,,62,66
230,3,11:07.0,T. Young makes free throw 2 of 2,,63,66
231,3,10:55.0,,C. Paul makes 2-pt jump shot from 15 ft (assist by D. Gallinari),63,68
232,3,10:33.0,Turnover by B. Fernando (bad pass; steal by L. Dort),,63,68
233,3,10:21.0,,Personal foul by B. Fernando (drawn by D. Gallinari),63,68
234,3,10:10.0,,D. Gallinari makes 3-pt jump shot from 27 ft (assist by L. Dort),63,71
235,3,9:58.0,J. Collins makes 3-pt jump shot from 24 ft (assist by T. Young),,66,71
236,3,9:47.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),66,74
237,3,9:32.0,Offensive foul by B. Fernando (drawn by L. Dort),,66,74
238,3,9:32.0,Turnover by B. Fernando (offensive foul),,66,74
239,3,9:32.0,V. Carter enters the game for B. Fernando,,66,74
240,3,9:13.0,,C. Paul misses 2-pt layup from 1 ft,66,74
241,3,9:11.0,Defensive rebound by J. Collins,,66,74
242,3,9:08.0,K. Huerter makes 2-pt dunk from 1 ft (assist by T. Young),,68,74
243,3,8:49.0,,C. Paul misses 2-pt jump shot from 16 ft,68,74
244,3,8:45.0,Defensive rebound by K. Huerter,,68,74
245,3,8:38.0,J. Collins makes 2-pt dunk from 2 ft (assist by T. Young),,70,74
246,3,8:38.0,,Oklahoma City full timeout,70,74
247,3,8:38.0,,D. Schröder enters the game for L. Dort,70,74
248,3,8:25.0,,D. Gallinari makes 2-pt layup from 3 ft,70,76
249,3,8:25.0,,Shooting foul by J. Collins (drawn by D. Gallinari),70,76
250,3,8:25.0,,D. Gallinari makes free throw 1 of 1,70,77
251,3,8:24.0,Personal foul by D. Schröder (drawn by T. Young),,70,77
252,3,8:14.0,T. Young misses 3-pt jump shot from 25 ft,,70,77
253,3,8:11.0,Offensive rebound by D. Hunter,,70,77
254,3,8:02.0,D. Hunter misses 2-pt jump shot from 24 ft,,70,77
255,3,8:00.0,,Defensive rebound by S. Gilgeous-Alexander,70,77
256,3,7:42.0,,D. Gallinari misses 3-pt jump shot from 25 ft,70,77
257,3,7:38.0,,Offensive rebound by D. Gallinari,70,77
258,3,7:38.0,,Turnover by D. Gallinari (step out of bounds),70,77
259,3,7:25.0,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),,72,77
260,3,6:59.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 10 ft,72,77
261,3,6:54.0,Defensive rebound by J. Collins,,72,77
262,3,6:49.0,T. Young misses 3-pt jump shot from 29 ft,,72,77
263,3,6:46.0,,Defensive rebound by N. Noel,72,77
264,3,6:38.0,,Turnover by C. Paul (bad pass; steal by T. Young),72,77
265,3,6:38.0,Personal take foul by C. Paul (drawn by T. Young),,72,77
266,3,6:38.0,D. Jones enters the game for J. Collins,,72,77
267,3,6:38.0,,M. Muscala enters the game for N. Noel,72,77
268,3,6:30.0,D. Hunter makes 2-pt layup from 3 ft,,74,77
269,3,6:20.0,,C. Paul misses 2-pt jump shot from 14 ft,74,77
270,3,6:18.0,Defensive rebound by D. Hunter,,74,77
271,3,6:09.0,T. Young makes 2-pt jump shot from 11 ft,,76,77
272,3,6:02.0,,Personal foul by K. Huerter (drawn by D. Schröder),76,77
273,3,6:02.0,C. Reddish enters the game for K. Huerter,,76,77
274,3,5:57.0,,Personal foul by D. Hunter (drawn by S. Gilgeous-Alexander),76,77
275,3,5:47.0,,M. Muscala makes 2-pt jump shot from 15 ft (assist by S. Gilgeous-Alexander),76,79
276,3,5:23.0,V. Carter misses 3-pt jump shot from 26 ft,,76,79
277,3,5:21.0,,Defensive rebound by C. Paul,76,79
278,3,5:10.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft (assist by M. Muscala),76,81
279,3,4:59.0,D. Hunter makes 2-pt layup from 1 ft (assist by T. Young),,78,81
280,3,4:43.0,,Shooting foul by D. Jones (drawn by S. Gilgeous-Alexander),78,81
281,3,4:43.0,,S. Gilgeous-Alexander makes free throw 1 of 2,78,82
282,3,4:43.0,J. Teague enters the game for D. Hunter,,78,82
283,3,4:43.0,,S. Gilgeous-Alexander makes free throw 2 of 2,78,83
284,3,4:36.0,Personal foul by D. Schröder (drawn by T. Young),,78,83
285,3,4:36.0,,H. Diallo enters the game for S. Gilgeous-Alexander,78,83
286,3,4:20.0,J. Teague makes 3-pt jump shot from 25 ft,,81,83
287,3,4:06.0,,M. Muscala makes 3-pt jump shot from 25 ft (assist by D. Schröder),81,86
288,3,3:48.0,C. Reddish makes 3-pt jump shot from 23 ft (assist by T. Young),,84,86
289,3,3:38.0,,D. Schröder makes 3-pt jump shot from 25 ft,84,89
290,3,3:22.0,C. Reddish misses 3-pt jump shot from 23 ft,,84,89
291,3,3:20.0,Offensive rebound by D. Jones,,84,89
292,3,3:20.0,Shooting foul by M. Muscala (drawn by D. Jones),,84,89
293,3,3:20.0,D. Jones makes free throw 1 of 2,,85,89
294,3,3:20.0,J. Collins enters the game for V. Carter,,85,89
295,3,3:20.0,B. Goodwin enters the game for T. Young,,85,89
296,3,3:20.0,,S. Gilgeous-Alexander enters the game for C. Paul,85,89
297,3,3:20.0,D. Jones makes free throw 2 of 2,,86,89
298,3,3:10.0,,M. Muscala makes 3-pt jump shot from 26 ft (assist by D. Schröder),86,92
299,3,2:47.0,D. Jones misses 3-pt jump shot from 23 ft,,86,92
300,3,2:44.0,,Defensive rebound by D. Schröder,86,92
301,3,2:30.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),86,95
302,3,2:28.0,Atlanta full timeout,,86,95
303,3,2:28.0,,D. Bazley enters the game for D. Gallinari,86,95
304,3,2:14.0,Shooting foul by H. Diallo (drawn by C. Reddish),,86,95
305,3,2:14.0,C. Reddish makes free throw 1 of 2,,87,95
306,3,2:14.0,V. Carter enters the game for J. Collins,,87,95
307,3,2:14.0,C. Reddish misses free throw 2 of 2,,87,95
308,3,2:12.0,,Defensive rebound by M. Muscala,87,95
309,3,1:58.0,,D. Schröder makes 3-pt jump shot from 26 ft,87,98
310,3,1:41.0,J. Teague makes 2-pt jump shot from 7 ft,,89,98
311,3,1:20.0,,D. Bazley makes 2-pt jump shot from 8 ft (assist by D. Schröder),89,100
312,3,1:11.0,J. Teague misses 2-pt jump shot from 13 ft,,89,100
313,3,1:11.0,,Defensive rebound by Team,89,100
314,3,1:11.0,Loose ball foul by D. Jones (drawn by D. Bazley),,89,100
315,3,1:11.0,,D. Bazley misses free throw 1 of 2,89,100
316,3,1:11.0,,Offensive rebound by Team,89,100
317,3,1:11.0,,D. Bazley misses free throw 2 of 2,89,100
318,3,1:09.0,Defensive rebound by D. Jones,,89,100
319,3,0:55.0,B. Goodwin misses 2-pt jump shot from 20 ft,,89,100
320,3,0:50.0,,Defensive rebound by D. Schröder,89,100
321,3,0:47.0,,H. Diallo makes 2-pt layup from 2 ft (assist by D. Bazley),89,102
322,3,0:47.0,,Shooting foul by J. Teague (drawn by H. Diallo),89,102
323,3,0:47.0,,H. Diallo makes free throw 1 of 1,89,103
324,3,0:32.0,Shooting foul by M. Muscala (drawn by C. Reddish),,89,103
325,3,0:32.0,C. Reddish misses free throw 1 of 2,,89,103
326,3,0:32.0,Offensive rebound by Team,,89,103
327,3,0:32.0,,Oklahoma City full timeout,89,103
328,3,0:32.0,C. Reddish makes free throw 2 of 2,,90,103
329,3,0:26.0,,Personal foul by C. Reddish (drawn by D. Schröder),90,103
330,3,0:26.0,,D. Schröder misses free throw 1 of 2,90,103
331,3,0:26.0,,Offensive rebound by Team,90,103
332,3,0:26.0,K. Huerter enters the game for B. Goodwin,,90,103
333,3,0:26.0,,N. Noel enters the game for M. Muscala,90,103
334,3,0:26.0,,D. Schröder makes free throw 2 of 2,90,104
335,3,0:07.0,K. Huerter misses 2-pt jump shot from 21 ft,,90,104
336,3,0:04.0,,Defensive rebound by H. Diallo,90,104
337,3,0:00.0,,D. Schröder misses 2-pt jump shot from 20 ft (block by K. Huerter),90,104
338,3,0:00.0,Defensive rebound by J. Teague,,90,104
339,4,11:43.0,,D. Bazley makes 2-pt jump shot from 7 ft (assist by C. Paul),90,106
340,4,11:29.0,J. Collins makes 2-pt dunk from 2 ft (assist by T. Young),,92,106
341,4,11:17.0,,S. Gilgeous-Alexander misses 2-pt layup from 3 ft (block by K. Huerter),92,106
342,4,11:17.0,,Offensive rebound by Team,92,106
343,4,11:07.0,,C. Paul makes 3-pt jump shot from 24 ft,92,109
344,4,10:55.0,D. Hunter misses 3-pt jump shot from 23 ft,,92,109
345,4,10:53.0,Offensive rebound by K. Huerter,,92,109
346,4,10:49.0,Shooting foul by H. Diallo (drawn by T. Young),,92,109
347,4,10:49.0,T. Young makes free throw 1 of 2,,93,109
348,4,10:49.0,T. Young makes free throw 2 of 2,,94,109
349,4,10:37.0,,S. Gilgeous-Alexander makes 2-pt layup from 3 ft,94,111
350,4,10:37.0,,Shooting foul by J. Collins (drawn by S. Gilgeous-Alexander),94,111
351,4,10:37.0,,S. Gilgeous-Alexander makes free throw 1 of 1,94,112
352,4,10:29.0,T. Young misses 2-pt layup from 4 ft,,94,112
353,4,10:27.0,,Defensive rebound by D. Bazley,94,112
354,4,10:20.0,,D. Bazley makes 2-pt layup from 4 ft,94,114
355,4,10:20.0,Atlanta full timeout,,94,114
356,4,10:20.0,C. Reddish enters the game for J. Teague,,94,114
357,4,9:59.0,J. Collins misses 2-pt jump shot from 18 ft,,94,114
358,4,9:56.0,,Defensive rebound by H. Diallo,94,114
359,4,9:45.0,,S. Gilgeous-Alexander makes 2-pt layup from 4 ft,94,116
360,4,9:34.0,Turnover by C. Reddish (step out of bounds),,94,116
361,4,9:18.0,,Turnover by C. Paul (lost ball; steal by C. Reddish),94,116
362,4,9:14.0,J. Collins makes 2-pt dunk from 1 ft (assist by K. Huerter),,96,116
363,4,9:01.0,,Turnover by N. Noel (bad pass; steal by J. Collins),96,116
364,4,8:56.0,T. Young misses 2-pt jump shot from 2 ft,,96,116
365,4,8:53.0,Offensive rebound by Team,,96,116
366,4,8:50.0,J. Collins misses 3-pt jump shot from 25 ft,,96,116
367,4,8:47.0,,Defensive rebound by D. Bazley,96,116
368,4,8:40.0,,C. Paul makes 2-pt layup from 2 ft,96,118
369,4,8:28.0,D. Hunter misses 3-pt jump shot from 25 ft,,96,118
370,4,8:25.0,,Defensive rebound by C. Paul,96,118
371,4,8:19.0,,Turnover by N. Noel (traveling),96,118
372,4,8:19.0,D. Jones enters the game for J. Collins,,96,118
373,4,8:19.0,,D. Schröder enters the game for C. Paul,96,118
374,4,8:11.0,C. Reddish makes 2-pt dunk from 1 ft (assist by T. Young),,98,118
375,4,7:52.0,,H. Diallo misses 2-pt jump shot from 15 ft,98,118
376,4,7:50.0,Defensive rebound by C. Reddish,,98,118
