,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
203,2,0:49.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by E. Paschall),73,48
204,2,0:34.0,LA Clippers full timeout,,73,48
205,2,0:28.0,P. Beverley makes 2-pt jump shot from 10 ft (assist by L. Shamet),,75,48
206,2,0:28.0,Shooting foul by K. Bowman (drawn by P. Beverley),,75,48
207,2,0:28.0,R. Jackson enters the game for K. Leonard,,75,48
208,2,0:28.0,R. McGruder enters the game for L. Shamet,,75,48
209,2,0:28.0,P. Beverley makes free throw 1 of 1,,76,48
210,2,0:02.0,,E. Paschall misses 3-pt jump shot from 22 ft,76,48
211,2,0:00.0,,Offensive rebound by Team,76,48
212,3,11:55.0,,Turnover by M. Mulder (bad pass; steal by K. Leonard),76,48
213,3,11:50.0,K. Leonard misses 3-pt jump shot from 27 ft,,76,48
214,3,11:47.0,,Defensive rebound by D. Lee,76,48
215,3,11:38.0,,A. Wiggins misses 3-pt jump shot from 27 ft,76,48
216,3,11:36.0,Defensive rebound by P. Beverley,,76,48
217,3,11:25.0,K. Leonard misses 3-pt jump shot from 28 ft,,76,48
218,3,11:23.0,Offensive rebound by I. Zubac,,76,48
219,3,11:18.0,Shooting foul by A. Wiggins (drawn by I. Zubac),,76,48
220,3,11:18.0,I. Zubac makes free throw 1 of 2,,77,48
221,3,11:18.0,I. Zubac makes free throw 2 of 2,,78,48
222,3,11:10.0,,A. Wiggins misses 3-pt jump shot from 26 ft,78,48
223,3,11:08.0,,Offensive rebound by M. Chriss,78,48
224,3,11:08.0,,M. Chriss makes 2-pt layup at rim,78,50
225,3,10:49.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by P. George),,81,50
226,3,10:38.0,,M. Mulder misses 3-pt jump shot from 29 ft,81,50
227,3,10:36.0,Defensive rebound by P. George,,81,50
228,3,10:30.0,P. Beverley makes 3-pt jump shot from 27 ft (assist by P. George),,84,50
229,3,10:09.0,,Personal foul by M. Morris (drawn by M. Chriss),84,50
230,3,10:09.0,,E. Paschall enters the game for M. Chriss,84,50
231,3,10:05.0,,Personal foul by P. Beverley (drawn by M. Mulder),84,50
232,3,9:55.0,,D. Bender makes 3-pt jump shot from 28 ft (assist by D. Lee),84,53
233,3,9:38.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by P. George),,87,53
234,3,9:22.0,,A. Wiggins makes 2-pt dunk from 1 ft (assist by D. Bender),87,55
235,3,9:08.0,K. Leonard makes 2-pt jump shot from 13 ft,,89,55
236,3,8:52.0,,D. Bender misses 3-pt jump shot from 28 ft,89,55
237,3,8:50.0,Defensive rebound by I. Zubac,,89,55
238,3,8:40.0,P. George misses 3-pt jump shot from 28 ft,,89,55
239,3,8:38.0,,Defensive rebound by M. Mulder,89,55
240,3,8:29.0,,Shooting foul by P. Beverley (drawn by D. Bender),89,55
241,3,8:29.0,,D. Bender makes free throw 1 of 2,89,56
242,3,8:29.0,,D. Bender makes free throw 2 of 2,89,57
243,3,8:13.0,Turnover by P. Beverley (out of bounds lost ball),,89,57
244,3,7:55.0,,D. Bender makes 2-pt layup from 2 ft (assist by E. Paschall),89,59
245,3,7:54.0,LA Clippers full timeout,,89,59
246,3,7:39.0,P. Beverley misses 2-pt jump shot from 10 ft,,89,59
247,3,7:38.0,,Defensive rebound by D. Lee,89,59
248,3,7:26.0,,M. Mulder misses 3-pt jump shot from 29 ft,89,59
249,3,7:24.0,Defensive rebound by Team,,89,59
250,3,7:09.0,K. Leonard misses 2-pt jump shot from 11 ft,,89,59
251,3,7:07.0,Offensive rebound by I. Zubac,,89,59
252,3,7:06.0,Turnover by I. Zubac (off goaltending),,89,59
253,3,6:43.0,,A. Wiggins makes 2-pt dunk from 3 ft,89,61
254,3,6:28.0,P. George misses 3-pt jump shot from 24 ft,,89,61
255,3,6:26.0,,Defensive rebound by D. Lee,89,61
256,3,6:26.0,R. Jackson enters the game for P. Beverley,,89,61
257,3,6:02.0,,Turnover by D. Bender (bad pass; steal by P. George),89,61
258,3,5:55.0,R. Jackson makes 3-pt jump shot from 27 ft (assist by K. Leonard),,92,61
259,3,5:39.0,,D. Bender makes 2-pt layup from 5 ft (assist by A. Wiggins),92,63
260,3,5:28.0,P. George misses 3-pt jump shot from 30 ft,,92,63
261,3,5:26.0,,Defensive rebound by D. Lee,92,63
262,3,5:17.0,,Shooting foul by M. Morris (drawn by E. Paschall),92,63
263,3,5:17.0,M. Harrell enters the game for I. Zubac,,92,63
264,3,5:17.0,,K. Bowman enters the game for M. Mulder,92,63
265,3,5:17.0,,M. Chriss enters the game for A. Wiggins,92,63
266,3,5:17.0,,E. Paschall makes free throw 1 of 2,92,64
267,3,5:17.0,,E. Paschall makes free throw 2 of 2,92,65
268,3,4:56.0,M. Harrell makes 2-pt layup from 2 ft (assist by K. Leonard),,94,65
269,3,4:43.0,,D. Lee misses 3-pt jump shot from 27 ft,94,65
270,3,4:41.0,,Offensive rebound by M. Chriss,94,65
271,3,4:41.0,,M. Chriss misses 2-pt dunk from 1 ft,94,65
272,3,4:39.0,Defensive rebound by Team,,94,65
273,3,4:18.0,K. Leonard makes 2-pt layup from 6 ft,,96,65
274,3,4:18.0,Shooting foul by K. Bowman (drawn by K. Leonard),,96,65
275,3,4:18.0,L. Shamet enters the game for P. George,,96,65
276,3,4:18.0,,J. Poole enters the game for D. Bender,96,65
277,3,4:18.0,K. Leonard makes free throw 1 of 1,,97,65
278,3,4:11.0,,K. Bowman makes 2-pt layup from 3 ft,97,67
279,3,4:09.0,Turnover by R. Jackson (inbound),,97,67
280,3,4:09.0,J. Green enters the game for M. Morris,,97,67
281,3,4:02.0,,E. Paschall makes 2-pt jump shot from 18 ft (assist by D. Lee),97,69
282,3,3:34.0,Turnover by Team (shot clock),,97,69
283,3,3:18.0,,Personal foul by J. Green (drawn by J. Poole),97,69
284,3,3:18.0,,J. Poole makes free throw 1 of 2,97,70
285,3,3:18.0,,J. Poole makes free throw 2 of 2,97,71
286,3,3:04.0,J. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),,100,71
287,3,2:48.0,,Shooting foul by J. Green (drawn by E. Paschall),100,71
288,3,2:48.0,,Golden State full timeout,100,71
289,3,2:48.0,R. McGruder enters the game for K. Leonard,,100,71
290,3,2:48.0,,A. Wiggins enters the game for D. Lee,100,71
291,3,2:48.0,,E. Paschall misses free throw 1 of 2,100,71
292,3,2:48.0,,Offensive rebound by Team,100,71
293,3,2:48.0,,E. Paschall makes free throw 2 of 2,100,72
294,3,2:25.0,R. Jackson makes 3-pt jump shot from 31 ft (assist by J. Green),,103,72
295,3,2:04.0,,A. Wiggins misses 2-pt jump shot from 17 ft,103,72
296,3,2:02.0,Defensive rebound by J. Green,,103,72
297,3,1:51.0,M. Harrell makes 2-pt dunk from 2 ft (assist by R. Jackson),,105,72
298,3,1:36.0,,K. Bowman makes 2-pt jump shot from 18 ft (assist by J. Poole),105,74
299,3,1:13.0,L. Shamet misses 3-pt jump shot from 27 ft,,105,74
300,3,1:11.0,Offensive rebound by J. Green,,105,74
301,3,1:10.0,J. Green makes 2-pt layup from 2 ft,,107,74
302,3,0:58.0,,J. Poole makes 3-pt jump shot from 26 ft (assist by E. Paschall),107,77
303,3,0:36.0,R. McGruder makes 2-pt jump shot from 6 ft (assist by R. Jackson),,109,77
304,3,0:31.0,,K. Bowman misses 3-pt jump shot from 26 ft,109,77
305,3,0:29.0,Defensive rebound by J. Green,,109,77
306,3,0:11.0,R. McGruder misses 3-pt jump shot from 25 ft,,109,77
307,3,0:09.0,Offensive rebound by J. Green,,109,77
308,3,0:09.0,J. Green makes 2-pt dunk from 1 ft,,111,77
309,3,0:04.0,,E. Paschall misses 2-pt layup from 4 ft,111,77
310,3,0:03.0,Defensive rebound by M. Harrell,,111,77
311,3,0:00.0,M. Harrell misses 3-pt jump shot from 49 ft,,111,77
312,3,0:00.0,Offensive rebound by Team,,111,77
313,4,11:44.0,L. Shamet misses 2-pt layup from 4 ft,,111,77
314,4,11:42.0,,Defensive rebound by M. Chriss,111,77
315,4,11:32.0,,D. Lee makes 3-pt jump shot from 25 ft (assist by C. Randle),111,80
316,4,11:21.0,M. Harrell misses 2-pt jump shot from 6 ft,,111,80
317,4,11:19.0,,Defensive rebound by M. Chriss,111,80
318,4,11:10.0,,Shooting foul by R. McGruder (drawn by J. Poole),111,80
319,4,11:10.0,,J. Poole makes free throw 1 of 2,111,81
320,4,11:10.0,,J. Poole misses free throw 2 of 2,111,81
321,4,11:09.0,Defensive rebound by J. Green,,111,81
322,4,10:59.0,Shooting foul by D. Lee (drawn by M. Harrell),,111,81
323,4,10:59.0,M. Harrell makes free throw 1 of 2,,112,81
324,4,10:59.0,M. Harrell makes free throw 2 of 2,,113,81
325,4,10:43.0,,A. Wiggins makes 3-pt jump shot from 27 ft (assist by D. Lee),113,84
326,4,10:31.0,Turnover by R. Jackson (bad pass),,113,84
327,4,10:24.0,,C. Randle misses 3-pt jump shot from 26 ft,113,84
328,4,10:22.0,Defensive rebound by R. McGruder,,113,84
329,4,10:12.0,J. Green makes 3-pt jump shot from 26 ft (assist by R. Jackson),,116,84
330,4,9:52.0,,A. Wiggins misses 3-pt jump shot from 26 ft,116,84
331,4,9:50.0,Defensive rebound by R. McGruder,,116,84
332,4,9:35.0,M. Harrell misses 2-pt layup from 6 ft,,116,84
333,4,9:33.0,,Defensive rebound by J. Poole,116,84
334,4,9:23.0,,C. Randle misses 2-pt jump shot from 11 ft (block by R. Jackson),116,84
335,4,9:21.0,Defensive rebound by R. McGruder,,116,84
336,4,9:13.0,M. Harrell misses 2-pt hook shot from 6 ft,,116,84
337,4,9:12.0,,Defensive rebound by M. Chriss,116,84
338,4,9:06.0,,Shooting foul by J. Green (drawn by A. Wiggins),116,84
339,4,9:06.0,,A. Wiggins makes free throw 1 of 2,116,85
340,4,9:06.0,,A. Wiggins makes free throw 2 of 2,116,86
341,4,8:55.0,R. Jackson makes 3-pt jump shot from 30 ft (assist by J. Green),,119,86
342,4,8:55.0,A. Coffey enters the game for M. Harrell,,119,86
343,4,8:55.0,P. Patterson enters the game for R. Jackson,,119,86
344,4,8:55.0,,D. Bender enters the game for M. Chriss,119,86
345,4,8:55.0,,M. Mulder enters the game for D. Lee,119,86
346,4,8:55.0,,E. Paschall enters the game for A. Wiggins,119,86
347,4,8:24.0,,J. Poole misses 3-pt jump shot from 28 ft,119,86
348,4,8:22.0,Defensive rebound by A. Coffey,,119,86
349,4,8:12.0,R. McGruder misses 3-pt jump shot from 23 ft,,119,86
350,4,8:10.0,,Defensive rebound by M. Mulder,119,86
351,4,8:02.0,Violation by Team (kicked ball),,119,86
352,4,8:02.0,,Golden State full timeout,119,86
353,4,7:58.0,,D. Bender makes 2-pt dunk from 1 ft (assist by E. Paschall),119,88
354,4,7:44.0,L. Shamet misses 3-pt jump shot from 28 ft,,119,88
355,4,7:42.0,,Defensive rebound by D. Bender,119,88
356,4,7:27.0,,E. Paschall misses 3-pt jump shot from 23 ft,119,88
357,4,7:25.0,Defensive rebound by R. McGruder,,119,88
358,4,7:17.0,P. Patterson makes 3-pt jump shot from 28 ft (assist by L. Shamet),,122,88
359,4,6:58.0,,Shooting foul by J. Green (drawn by D. Bender),122,88
360,4,6:58.0,,K. Bowman enters the game for J. Poole,122,88
361,4,6:58.0,,D. Bender makes free throw 1 of 2,122,89
362,4,6:58.0,,D. Bender makes free throw 2 of 2,122,90
363,4,6:49.0,L. Shamet misses 2-pt layup from 3 ft,,122,90
364,4,6:48.0,,Defensive rebound by D. Bender,122,90
365,4,6:39.0,,M. Mulder misses 3-pt jump shot from 26 ft,122,90
366,4,6:36.0,Defensive rebound by J. Green,,122,90
367,4,6:30.0,Shooting foul by K. Bowman (drawn by L. Shamet),,122,90
368,4,6:30.0,L. Shamet makes free throw 1 of 2,,123,90
369,4,6:30.0,L. Shamet makes free throw 2 of 2,,124,90
370,4,6:15.0,,M. Mulder makes 2-pt layup from 3 ft (assist by E. Paschall),124,92
371,4,5:58.0,Turnover by P. Patterson (bad pass),,124,92
372,4,5:58.0,,J. Poole enters the game for E. Paschall,124,92
373,4,5:48.0,,J. Poole makes 3-pt jump shot from 24 ft (assist by K. Bowman),124,95
374,4,5:33.0,A. Coffey misses 2-pt layup from 5 ft,,124,95
375,4,5:31.0,,Defensive rebound by D. Bender,124,95
376,4,5:22.0,,J. Poole makes 2-pt jump shot from 10 ft,124,97
377,4,5:07.0,Turnover by J. Green (lost ball; steal by C. Randle),,124,97
378,4,5:04.0,,Shooting foul by A. Coffey (drawn by M. Mulder),124,97
379,4,5:04.0,,M. Mulder misses free throw 1 of 2,124,97
380,4,5:04.0,,Offensive rebound by Team,124,97
381,4,5:04.0,,M. Mulder makes free throw 2 of 2,124,98
382,4,4:52.0,Personal foul by C. Randle (drawn by J. Green),,124,98
383,4,4:47.0,Turnover by L. Shamet (bad pass; steal by J. Poole),,124,98
384,4,4:44.0,,Shooting foul by L. Shamet (drawn by C. Randle),124,98
385,4,4:44.0,,C. Randle makes free throw 1 of 2,124,99
386,4,4:44.0,,C. Randle makes free throw 2 of 2,124,100
