,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SAN ANTONIO_ACTION,GOLDEN STATE_SCORE,SAN ANTONIO_SCORE
42,1,5:40.0,K. Bowman enters the game for D. Lee,,11,12
43,1,5:40.0,,R. Gay enters the game for B. Forbes,11,12
44,1,5:40.0,,P. Mills enters the game for T. Lyles,11,12
45,1,5:40.0,A. Burks makes free throw 3 of 3,,12,12
46,1,5:20.0,,Turnover by D. DeRozan (out of bounds lost ball),12,12
47,1,5:20.0,D. Lee enters the game for A. Burks,,12,12
48,1,5:10.0,D. Lee makes 3-pt jump shot from 26 ft (assist by K. Bowman),,15,12
49,1,4:49.0,,D. DeRozan makes 2-pt jump shot from 7 ft (assist by L. Aldridge),15,14
50,1,4:36.0,D. Lee misses 2-pt jump shot from 9 ft,,15,14
51,1,4:34.0,,Defensive rebound by P. Mills,15,14
52,1,4:22.0,,P. Mills misses 2-pt layup from 4 ft,15,14
53,1,4:20.0,Defensive rebound by M. Chriss,,15,14
54,1,4:16.0,G. Robinson makes 2-pt layup from 3 ft (assist by D. Green),,17,14
55,1,4:16.0,,San Antonio full timeout,17,14
56,1,4:16.0,A. Burks enters the game for M. Chriss,,17,14
57,1,4:16.0,O. Spellman enters the game for D. Lee,,17,14
58,1,4:16.0,,J. Poeltl enters the game for L. Aldridge,17,14
59,1,4:16.0,,D. White enters the game for D. Murray,17,14
60,1,4:06.0,,R. Gay makes 2-pt layup from 2 ft (assist by J. Poeltl),17,16
61,1,3:49.0,G. Robinson makes 2-pt jump shot from 17 ft (assist by O. Spellman),,19,16
62,1,3:35.0,,Turnover by R. Gay (bad pass; steal by O. Spellman),19,16
63,1,3:28.0,O. Spellman misses 3-pt jump shot from 26 ft,,19,16
64,1,3:25.0,,Defensive rebound by D. White,19,16
65,1,3:12.0,,D. White misses 2-pt jump shot from 15 ft,19,16
66,1,3:10.0,Defensive rebound by K. Bowman,,19,16
67,1,2:50.0,D. Green makes 3-pt jump shot from 25 ft (assist by A. Burks),,22,16
68,1,2:26.0,,R. Gay misses 3-pt jump shot from 23 ft,22,16
69,1,2:26.0,Defensive rebound by D. Green,,22,16
70,1,2:12.0,O. Spellman misses 2-pt hook shot from 11 ft,,22,16
71,1,2:10.0,,Defensive rebound by D. DeRozan,22,16
72,1,2:05.0,,Shooting foul by G. Robinson (drawn by D. DeRozan),22,16
73,1,2:05.0,,D. DeRozan misses free throw 1 of 2,22,16
74,1,2:05.0,,Offensive rebound by Team,22,16
75,1,2:05.0,E. Paschall enters the game for A. Burks,,22,16
76,1,2:05.0,A. Smailagić enters the game for D. Green,,22,16
77,1,2:05.0,,D. DeRozan misses free throw 2 of 2,22,16
78,1,2:02.0,,Offensive rebound by J. Poeltl,22,16
79,1,2:00.0,,J. Poeltl misses 2-pt layup from 2 ft (block by A. Smailagić),22,16
80,1,1:59.0,,Offensive rebound by D. DeRozan,22,16
81,1,1:57.0,,D. DeRozan misses 2-pt layup from 3 ft,22,16
82,1,1:56.0,Defensive rebound by G. Robinson,,22,16
83,1,1:53.0,K. Bowman makes 2-pt jump shot from 2 ft (assist by G. Robinson),,24,16
84,1,1:53.0,Shooting foul by D. DeRozan (drawn by G. Robinson),,24,16
85,1,1:53.0,Technical foul by D. DeRozan,,24,16
86,1,1:53.0,G. Robinson makes technical free throw,,25,16
87,1,1:53.0,,L. Walker enters the game for D. DeRozan,25,16
88,1,1:53.0,K. Bowman makes free throw 1 of 1,,26,16
89,1,1:40.0,,D. White misses 3-pt jump shot from 26 ft,26,16
90,1,1:36.0,,Offensive rebound by P. Mills,26,16
91,1,1:34.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by R. Gay),26,19
92,1,1:11.0,G. Robinson makes 3-pt jump shot from 26 ft (assist by K. Bowman),,29,19
93,1,0:56.0,,D. White makes 3-pt jump shot from 25 ft (assist by R. Gay),29,22
94,1,0:42.0,G. Robinson makes 2-pt jump shot from 7 ft (assist by A. Smailagić),,31,22
95,1,0:42.0,Shooting foul by L. Walker (drawn by G. Robinson),,31,22
96,1,0:42.0,J. Evans enters the game for O. Spellman,,31,22
97,1,0:42.0,G. Robinson makes free throw 1 of 1,,32,22
98,1,0:30.0,,P. Mills misses 2-pt jump shot from 16 ft,32,22
99,1,0:30.0,Defensive rebound by Team,,32,22
100,1,0:09.0,G. Robinson misses 3-pt jump shot from 26 ft,,32,22
101,1,0:07.0,,Defensive rebound by J. Poeltl,32,22
102,1,0:01.0,,L. Walker makes 3-pt jump shot from 26 ft (assist by P. Mills),32,25
103,2,11:39.0,A. Smailagić misses 3-pt jump shot from 25 ft,,32,25
104,2,11:36.0,,Defensive rebound by D. White,32,25
105,2,11:27.0,,R. Gay misses 3-pt jump shot from 25 ft,32,25
106,2,11:24.0,Defensive rebound by Team,,32,25
107,2,11:07.0,K. Bowman misses 2-pt layup from 2 ft,,32,25
108,2,11:05.0,,Defensive rebound by R. Gay,32,25
109,2,11:00.0,,L. Walker misses 2-pt layup from 2 ft,32,25
110,2,11:00.0,,Offensive rebound by J. Poeltl,32,25
111,2,10:58.0,,J. Poeltl makes 2-pt layup from 1 ft,32,27
112,2,10:46.0,O. Spellman makes 2-pt jump shot from 18 ft,,34,27
113,2,10:30.0,,Shooting foul by A. Smailagić (drawn by D. White),34,27
114,2,10:30.0,,D. White makes free throw 1 of 2,34,28
115,2,10:30.0,,D. White makes free throw 2 of 2,34,29
116,2,10:18.0,J. Evans misses 3-pt jump shot from 23 ft (block by L. Walker),,34,29
117,2,10:18.0,Offensive rebound by Team,,34,29
118,2,10:13.0,K. Bowman misses 3-pt jump shot from 23 ft,,34,29
119,2,10:09.0,,Defensive rebound by J. Poeltl,34,29
120,2,9:59.0,,D. White misses 2-pt layup from 1 ft (block by J. Evans),34,29
121,2,9:59.0,,Offensive rebound by Team,34,29
122,2,9:57.0,,P. Mills makes 3-pt jump shot from 22 ft (assist by D. White),34,32
123,2,9:39.0,Personal foul by L. Walker (drawn by J. Evans),,34,32
124,2,9:39.0,D. Lee enters the game for A. Smailagić,,34,32
125,2,9:34.0,D. Lee misses 3-pt jump shot from 25 ft,,34,32
126,2,9:32.0,,Defensive rebound by D. White,34,32
127,2,9:24.0,,P. Mills misses 3-pt jump shot from 24 ft,34,32
128,2,9:23.0,Defensive rebound by Team,,34,32
129,2,9:10.0,O. Spellman makes 2-pt layup from 2 ft (assist by K. Bowman),,36,32
130,2,9:10.0,Shooting foul by J. Poeltl (drawn by O. Spellman),,36,32
131,2,9:10.0,O. Spellman misses free throw 1 of 1,,36,32
132,2,9:09.0,,Defensive rebound by J. Poeltl,36,32
133,2,9:09.0,,Personal foul by O. Spellman (drawn by J. Poeltl),36,32
134,2,8:55.0,,J. Poeltl makes 2-pt dunk at rim (assist by P. Mills),36,34
135,2,8:36.0,O. Spellman misses 2-pt jump shot from 18 ft,,36,34
136,2,8:36.0,,Defensive rebound by L. Walker,36,34
137,2,8:25.0,,P. Mills misses 3-pt jump shot from 24 ft,36,34
138,2,8:23.0,,Offensive rebound by R. Gay,36,34
139,2,8:23.0,,Shooting foul by J. Evans (drawn by R. Gay),36,34
140,2,8:23.0,,R. Gay makes free throw 1 of 2,36,35
141,2,8:23.0,M. Chriss enters the game for O. Spellman,,36,35
142,2,8:23.0,,B. Forbes enters the game for P. Mills,36,35
143,2,8:23.0,,R. Gay misses free throw 2 of 2,36,35
144,2,8:20.0,Defensive rebound by D. Lee,,36,35
145,2,7:58.0,J. Evans misses 2-pt jump shot from 17 ft,,36,35
146,2,7:56.0,,Defensive rebound by J. Poeltl,36,35
147,2,7:37.0,,B. Forbes misses 3-pt jump shot from 25 ft,36,35
148,2,7:35.0,Defensive rebound by J. Evans,,36,35
149,2,7:31.0,Personal foul by R. Gay (drawn by M. Chriss),,36,35
150,2,7:31.0,,L. Aldridge enters the game for R. Gay,36,35
151,2,7:31.0,,T. Lyles enters the game for J. Poeltl,36,35
152,2,7:27.0,E. Paschall makes 2-pt layup from 4 ft,,38,35
153,2,7:27.0,Shooting foul by T. Lyles (drawn by E. Paschall),,38,35
154,2,7:27.0,A. Burks enters the game for K. Bowman,,38,35
155,2,7:27.0,E. Paschall makes free throw 1 of 1,,39,35
156,2,7:15.0,,B. Forbes misses 2-pt jump shot from 20 ft,39,35
157,2,7:15.0,,Offensive rebound by L. Walker,39,35
158,2,7:03.0,,L. Walker makes 2-pt layup from 3 ft (assist by L. Aldridge),39,37
159,2,6:42.0,A. Burks misses 2-pt jump shot from 13 ft,,39,37
160,2,6:40.0,,Defensive rebound by T. Lyles,39,37
161,2,6:26.0,,L. Walker misses 3-pt jump shot from 25 ft,39,37
162,2,6:24.0,Defensive rebound by M. Chriss,,39,37
163,2,6:16.0,J. Evans misses 2-pt jump shot from 15 ft,,39,37
164,2,6:15.0,,Defensive rebound by L. Aldridge,39,37
165,2,6:11.0,,San Antonio full timeout,39,37
166,2,6:11.0,D. Green enters the game for J. Evans,,39,37
167,2,6:11.0,G. Robinson enters the game for E. Paschall,,39,37
168,2,6:11.0,,D. DeRozan enters the game for T. Lyles,39,37
169,2,6:11.0,,D. Murray enters the game for D. White,39,37
170,2,5:57.0,,B. Forbes makes 3-pt jump shot from 24 ft (assist by D. Murray),39,40
171,2,5:42.0,G. Robinson makes 3-pt jump shot from 26 ft (assist by M. Chriss),,42,40
172,2,5:22.0,,L. Walker makes 2-pt layup at rim (assist by D. DeRozan),42,42
173,2,5:04.0,Shooting foul by D. Murray (drawn by A. Burks),,42,42
174,2,5:04.0,A. Burks makes free throw 1 of 2,,43,42
175,2,5:04.0,A. Burks misses free throw 2 of 2,,43,42
176,2,5:01.0,,Defensive rebound by L. Walker,43,42
177,2,4:39.0,,D. Murray misses 2-pt jump shot from 19 ft,43,42
178,2,4:37.0,Defensive rebound by M. Chriss,,43,42
179,2,4:31.0,D. Green makes 3-pt jump shot from 26 ft (assist by D. Lee),,46,42
180,2,4:15.0,,L. Walker misses 2-pt layup from 1 ft,46,42
181,2,4:14.0,Defensive rebound by D. Green,,46,42
182,2,4:05.0,Personal foul by L. Walker (drawn by M. Chriss),,46,42
183,2,4:05.0,M. Chriss makes free throw 1 of 2,,47,42
184,2,4:05.0,,M. Belinelli enters the game for L. Walker,47,42
185,2,4:05.0,M. Chriss misses free throw 2 of 2,,47,42
186,2,4:03.0,,Defensive rebound by L. Aldridge,47,42
187,2,3:48.0,,D. DeRozan misses 2-pt layup from 2 ft,47,42
188,2,3:47.0,Defensive rebound by A. Burks,,47,42
189,2,3:41.0,M. Chriss makes 2-pt dunk from 1 ft (assist by A. Burks),,49,42
190,2,3:40.0,,San Antonio full timeout,49,42
191,2,3:18.0,,M. Belinelli misses 3-pt jump shot from 25 ft,49,42
192,2,3:14.0,Defensive rebound by D. Green,,49,42
193,2,2:54.0,D. Lee makes 2-pt layup from 2 ft,,51,42
194,2,2:41.0,,B. Forbes misses 2-pt jump shot from 20 ft,51,42
195,2,2:39.0,Defensive rebound by D. Lee,,51,42
196,2,2:30.0,Turnover by G. Robinson (bad pass),,51,42
197,2,2:06.0,,L. Aldridge makes 3-pt jump shot from 25 ft (assist by B. Forbes),51,45
198,2,1:59.0,Personal foul by B. Forbes (drawn by D. Lee),,51,45
199,2,1:59.0,D. Lee makes free throw 1 of 2,,52,45
200,2,1:59.0,,P. Mills enters the game for B. Forbes,52,45
201,2,1:59.0,D. Lee makes free throw 2 of 2,,53,45
202,2,1:48.0,,D. DeRozan misses 2-pt jump shot from 11 ft,53,45
203,2,1:47.0,,Offensive rebound by D. Murray,53,45
204,2,1:38.0,,D. DeRozan makes 2-pt jump shot from 20 ft (assist by M. Belinelli),53,47
205,2,1:28.0,Turnover by D. Green (bad pass; steal by P. Mills),,53,47
206,2,1:26.0,,Shooting foul by M. Chriss (drawn by D. Murray),53,47
207,2,1:26.0,,D. Murray makes free throw 1 of 2,53,48
208,2,1:26.0,,D. Murray makes free throw 2 of 2,53,49
209,2,1:12.0,A. Burks misses 2-pt jump shot from 17 ft,,53,49
210,2,1:11.0,,Defensive rebound by P. Mills,53,49
211,2,1:04.0,,D. DeRozan makes 2-pt jump shot from 7 ft (assist by P. Mills),53,51
212,2,0:51.0,A. Burks misses 2-pt layup from 2 ft (block by L. Aldridge),,53,51
213,2,0:49.0,Offensive rebound by M. Chriss,,53,51
214,2,0:49.0,M. Chriss makes 2-pt dunk at rim,,55,51
215,2,0:33.0,,D. DeRozan makes 2-pt layup from 1 ft,55,53
216,2,0:28.0,D. Green misses 3-pt jump shot from 27 ft,,55,53
217,2,0:24.0,,Defensive rebound by L. Aldridge,55,53
218,2,0:01.0,,P. Mills misses 3-pt jump shot from 23 ft,55,53
219,2,0:01.0,Defensive rebound by D. Green,,55,53
220,3,11:45.0,G. Robinson makes 3-pt jump shot from 24 ft (assist by D. Green),,58,53
221,3,11:25.0,,T. Lyles misses 2-pt jump shot from 10 ft,58,53
222,3,11:22.0,Defensive rebound by M. Chriss,,58,53
223,3,11:06.0,A. Burks makes 3-pt jump shot from 26 ft (assist by D. Green),,61,53
224,3,11:06.0,,San Antonio full timeout,61,53
225,3,10:40.0,,B. Forbes misses 3-pt jump shot from 25 ft,61,53
226,3,10:37.0,Defensive rebound by G. Robinson,,61,53
227,3,10:25.0,A. Burks misses 2-pt jump shot from 19 ft,,61,53
228,3,10:22.0,,Defensive rebound by B. Forbes,61,53
229,3,10:17.0,,D. Murray misses 2-pt layup from 1 ft (block by G. Robinson),61,53
230,3,10:17.0,,Offensive rebound by Team,61,53
231,3,10:11.0,,L. Aldridge makes 2-pt jump shot from 10 ft (assist by D. Murray),61,55
232,3,9:53.0,D. Lee makes 2-pt jump shot from 13 ft,,63,55
233,3,9:30.0,,L. Aldridge misses 2-pt jump shot from 11 ft,63,55
234,3,9:28.0,,Offensive rebound by D. Murray,63,55
235,3,9:28.0,,D. Murray makes 2-pt layup at rim,63,57
236,3,9:06.0,Turnover by M. Chriss (bad pass; steal by D. Murray),,63,57
237,3,8:55.0,,D. DeRozan misses 2-pt layup from 7 ft (block by D. Green),63,57
238,3,8:55.0,,Offensive rebound by Team,63,57
239,3,8:54.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by D. Murray),63,59
240,3,8:36.0,A. Burks misses 2-pt jump shot from 10 ft,,63,59
241,3,8:35.0,Offensive rebound by M. Chriss,,63,59
242,3,8:35.0,M. Chriss misses 2-pt layup from 1 ft,,63,59
243,3,8:34.0,Offensive rebound by M. Chriss,,63,59
244,3,8:34.0,M. Chriss misses 2-pt layup from 1 ft,,63,59
245,3,8:32.0,,Defensive rebound by L. Aldridge,63,59
246,3,8:19.0,,D. Murray misses 2-pt layup from 3 ft,63,59
247,3,8:17.0,Defensive rebound by G. Robinson,,63,59
248,3,8:17.0,,P. Mills enters the game for B. Forbes,63,59
249,3,8:04.0,D. Green makes 2-pt jump shot from 15 ft (assist by A. Burks),,65,59
250,3,7:51.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by T. Lyles),65,62
251,3,7:33.0,Offensive foul by M. Chriss (drawn by P. Mills),,65,62
252,3,7:33.0,Turnover by M. Chriss (offensive foul),,65,62
253,3,7:33.0,Golden State full timeout,,65,62
254,3,7:33.0,Instant Replay (Challenge: Stands),,65,62
255,3,7:15.0,,D. Murray misses 2-pt jump shot from 19 ft,65,62
256,3,7:13.0,Defensive rebound by M. Chriss,,65,62
257,3,6:57.0,D. Lee makes 2-pt jump shot from 9 ft (assist by M. Chriss),,67,62
258,3,6:39.0,,D. DeRozan makes 2-pt layup at rim (assist by D. Murray),67,64
259,3,6:17.0,G. Robinson misses 2-pt jump shot from 13 ft,,67,64
260,3,6:13.0,,Defensive rebound by D. Murray,67,64
261,3,6:09.0,,Shooting foul by M. Chriss (drawn by T. Lyles),67,64
262,3,6:09.0,,T. Lyles makes free throw 1 of 3,67,65
263,3,6:09.0,,T. Lyles makes free throw 2 of 3,67,66
264,3,6:09.0,,T. Lyles makes free throw 3 of 3,67,67
265,3,5:59.0,D. Lee makes 2-pt jump shot from 15 ft (assist by D. Green),,69,67
266,3,5:32.0,,T. Lyles misses 3-pt jump shot from 23 ft,69,67
267,3,5:29.0,Defensive rebound by M. Chriss,,69,67
268,3,5:27.0,G. Robinson misses 2-pt dunk from 1 ft,,69,67
269,3,5:24.0,,Defensive rebound by T. Lyles,69,67
270,3,5:19.0,,Offensive foul by L. Aldridge (drawn by D. Green),69,67
271,3,5:19.0,,Turnover by L. Aldridge (offensive foul),69,67
272,3,5:19.0,K. Bowman enters the game for A. Burks,,69,67
273,3,5:19.0,E. Paschall enters the game for M. Chriss,,69,67
274,3,5:03.0,Turnover by D. Green (bad pass; steal by D. DeRozan),,69,67
275,3,4:58.0,,T. Lyles misses 2-pt layup from 1 ft,69,67
276,3,4:56.0,Defensive rebound by D. Lee,,69,67
277,3,4:43.0,Turnover by E. Paschall (bad pass; steal by D. DeRozan),,69,67
278,3,4:39.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by D. DeRozan),69,70
279,3,4:38.0,Golden State full timeout,,69,70
280,3,4:38.0,A. Smailagić enters the game for D. Green,,69,70
281,3,4:38.0,,R. Gay enters the game for T. Lyles,69,70
282,3,4:38.0,,D. White enters the game for D. Murray,69,70
283,3,4:24.0,Personal foul by P. Mills (drawn by E. Paschall),,69,70
284,3,4:14.0,K. Bowman misses 2-pt jump shot from 8 ft,,69,70
285,3,4:13.0,,Defensive rebound by L. Aldridge,69,70
286,3,4:04.0,,D. DeRozan misses 2-pt hook shot from 8 ft,69,70
287,3,4:02.0,Defensive rebound by K. Bowman,,69,70
288,3,3:47.0,E. Paschall misses 2-pt jump shot from 14 ft (block by D. White),,69,70
289,3,3:47.0,Offensive rebound by Team,,69,70
290,3,3:47.0,Instant Replay (Challenge: Ruling Stands),,69,70
291,3,3:31.0,A. Smailagić misses 2-pt jump shot from 15 ft,,69,70
292,3,3:27.0,,Defensive rebound by D. DeRozan,69,70
293,3,3:22.0,,Shooting foul by A. Smailagić (drawn by L. Aldridge),69,70
294,3,3:22.0,,L. Aldridge makes free throw 1 of 2,69,71
295,3,3:22.0,,L. Walker enters the game for D. DeRozan,69,71
296,3,3:22.0,,L. Aldridge makes free throw 2 of 2,69,72
297,3,3:06.0,A. Smailagić makes 2-pt layup from 2 ft (assist by E. Paschall),,71,72
298,3,2:52.0,,L. Aldridge makes 2-pt dunk from 2 ft (assist by D. White),71,74
299,3,2:35.0,K. Bowman makes 2-pt layup from 2 ft (assist by E. Paschall),,73,74
300,3,2:13.0,,P. Mills misses 3-pt jump shot from 23 ft,73,74
301,3,2:13.0,Defensive rebound by A. Smailagić,,73,74
302,3,2:12.0,Personal foul by L. Walker (drawn by A. Smailagić),,73,74
303,3,2:12.0,J. Evans enters the game for D. Lee,,73,74
304,3,2:12.0,O. Spellman enters the game for G. Robinson,,73,74
305,3,2:12.0,,M. Belinelli enters the game for L. Walker,73,74
306,3,1:48.0,E. Paschall misses 2-pt jump shot from 18 ft,,73,74
307,3,1:44.0,,Defensive rebound by D. White,73,74
308,3,1:41.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by D. White),73,77
309,3,1:15.0,J. Evans misses 3-pt jump shot from 25 ft,,73,77
310,3,1:15.0,,Defensive rebound by L. Aldridge,73,77
311,3,1:10.0,,Turnover by M. Belinelli (discontinued dribble),73,77
312,3,1:10.0,A. Burks enters the game for A. Smailagić,,73,77
313,3,1:10.0,,J. Poeltl enters the game for L. Aldridge,73,77
314,3,0:56.0,K. Bowman makes 2-pt jump shot from 17 ft,,75,77
315,3,0:40.0,,D. White misses 2-pt layup from 2 ft,75,77
316,3,0:40.0,Defensive rebound by O. Spellman,,75,77
317,3,0:25.0,O. Spellman misses 2-pt layup from 3 ft,,75,77
318,3,0:23.0,,Defensive rebound by R. Gay,75,77
319,3,0:08.0,,Turnover by R. Gay (lost ball; steal by K. Bowman),75,77
320,3,0:05.0,Personal take foul by P. Mills (drawn by J. Evans),,75,77
321,3,0:05.0,D. Lee enters the game for J. Evans,,75,77
322,3,0:05.0,G. Robinson enters the game for E. Paschall,,75,77
323,3,0:05.0,,L. Walker enters the game for J. Poeltl,75,77
324,3,0:00.0,K. Bowman misses 3-pt jump shot from 28 ft,,75,77
325,3,0:00.0,Offensive rebound by Team,,75,77
326,4,11:38.0,,P. Mills misses 3-pt jump shot from 25 ft,75,77
327,4,11:35.0,Defensive rebound by A. Burks,,75,77
328,4,11:12.0,A. Burks misses 2-pt jump shot from 7 ft,,75,77
329,4,11:09.0,Offensive rebound by K. Bowman,,75,77
330,4,11:04.0,A. Burks misses 2-pt layup from 6 ft (block by J. Poeltl),,75,77
331,4,11:01.0,,Defensive rebound by R. Gay,75,77
332,4,10:58.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by D. White),75,80
333,4,10:34.0,K. Bowman makes 2-pt jump shot from 17 ft (assist by E. Paschall),,77,80
334,4,10:19.0,,Turnover by M. Belinelli (bad pass),77,80
335,4,10:19.0,,B. Forbes enters the game for P. Mills,77,80
336,4,10:04.0,K. Bowman misses 2-pt jump shot from 15 ft,,77,80
337,4,10:04.0,,Defensive rebound by Team,77,80
338,4,9:45.0,,D. White makes 2-pt dunk at rim (assist by J. Poeltl),77,82
339,4,9:38.0,Golden State full timeout,,77,82
340,4,9:38.0,A. Smailagić enters the game for O. Spellman,,77,82
341,4,9:23.0,E. Paschall misses 3-pt jump shot from 25 ft,,77,82
342,4,9:19.0,,Defensive rebound by J. Poeltl,77,82
343,4,9:08.0,,Personal foul by E. Paschall (drawn by R. Gay),77,82
344,4,9:01.0,,D. White misses 2-pt jump shot from 9 ft,77,82
345,4,8:59.0,Defensive rebound by J. Evans,,77,82
346,4,8:51.0,A. Burks makes 2-pt jump shot from 1 ft,,79,82
347,4,8:32.0,,B. Forbes misses 2-pt layup from 2 ft,79,82
348,4,8:32.0,Defensive rebound by A. Smailagić,,79,82
349,4,8:20.0,A. Smailagić misses 2-pt hook shot from 2 ft,,79,82
350,4,8:19.0,Offensive rebound by A. Smailagić,,79,82
351,4,8:17.0,A. Smailagić makes 2-pt layup from 1 ft,,81,82
352,4,8:04.0,,B. Forbes makes 2-pt jump shot from 22 ft (assist by J. Poeltl),81,84
353,4,7:51.0,A. Smailagić makes 3-pt jump shot from 26 ft (assist by A. Burks),,84,84
354,4,7:38.0,,B. Forbes makes 3-pt jump shot from 28 ft (assist by J. Poeltl),84,87
355,4,7:36.0,Golden State full timeout,,84,87
356,4,7:36.0,D. Lee enters the game for K. Bowman,,84,87
357,4,7:36.0,,D. DeRozan enters the game for R. Gay,84,87
358,4,7:36.0,,D. Murray enters the game for D. White,84,87
359,4,7:20.0,Shooting foul by D. Murray (drawn by A. Burks),,84,87
360,4,7:20.0,A. Burks makes free throw 1 of 2,,85,87
361,4,7:20.0,M. Chriss enters the game for E. Paschall,,85,87
362,4,7:20.0,D. Green enters the game for A. Smailagić,,85,87
363,4,7:20.0,A. Burks makes free throw 2 of 2,,86,87
364,4,7:07.0,,Turnover by B. Forbes (lost ball; steal by D. Green),86,87
365,4,7:02.0,D. Green makes 2-pt layup from 3 ft,,88,87
366,4,6:53.0,,D. Murray misses 2-pt layup from 3 ft,88,87
367,4,6:53.0,Defensive rebound by D. Green,,88,87
368,4,6:42.0,D. Green misses 3-pt jump shot from 26 ft,,88,87
369,4,6:37.0,Offensive rebound by A. Burks,,88,87
370,4,6:28.0,D. Lee makes 2-pt jump shot from 7 ft (assist by M. Chriss),,90,87
371,4,6:28.0,,San Antonio full timeout,90,87
372,4,6:28.0,G. Robinson enters the game for A. Burks,,90,87
373,4,6:28.0,,L. Aldridge enters the game for M. Belinelli,90,87
374,4,6:28.0,,P. Mills enters the game for D. Murray,90,87
375,4,6:28.0,,D. White enters the game for J. Poeltl,90,87
376,4,6:07.0,,P. Mills misses 3-pt jump shot from 23 ft,90,87
377,4,6:05.0,Defensive rebound by D. Green,,90,87
378,4,5:56.0,Personal foul by P. Mills (drawn by D. Lee),,90,87
379,4,5:49.0,D. Lee misses 2-pt jump shot from 20 ft,,90,87
380,4,5:45.0,,Defensive rebound by P. Mills,90,87
381,4,5:35.0,,D. DeRozan makes 2-pt jump shot from 17 ft (assist by L. Aldridge),90,89
382,4,5:10.0,Turnover by Team (shot clock),,90,89
383,4,4:52.0,,L. Aldridge misses 2-pt jump shot from 13 ft,90,89
384,4,4:49.0,Defensive rebound by D. Green,,90,89
385,4,4:26.0,D. Lee makes 3-pt jump shot from 34 ft (assist by G. Robinson),,93,89
386,4,4:10.0,,D. DeRozan makes 2-pt jump shot from 7 ft,93,91
