,QUARTER,TIME_REMAINING,TORONTO_ACTION,DETROIT_ACTION,TORONTO_SCORE,DETROIT_SCORE
0,1,11:43.0,K. Lowry misses 3-pt jump shot from 26 ft (block by T. Snell),,0,0
1,1,11:40.0,,Defensive rebound by T. Snell,0,0
2,1,11:37.0,,T. Snell misses 2-pt layup from 1 ft,0,0
3,1,11:34.0,,Offensive rebound by A. Drummond,0,0
4,1,11:34.0,,A. Drummond misses 2-pt layup from 1 ft,0,0
5,1,11:33.0,Defensive rebound by P. Siakam,,0,0
6,1,11:29.0,S. Ibaka misses 2-pt layup from 2 ft,,0,0
7,1,11:23.0,Offensive rebound by S. Ibaka,,0,0
8,1,11:23.0,S. Ibaka makes 2-pt layup at rim,,2,0
9,1,11:12.0,Violation by Team (kicked ball),,2,0
10,1,11:02.0,,T. Maker misses 3-pt jump shot from 24 ft,2,0
11,1,10:58.0,Defensive rebound by F. VanVleet,,2,0
12,1,10:56.0,Turnover by F. VanVleet (lost ball; steal by T. Maker),,2,0
13,1,10:39.0,,D. Rose makes 2-pt jump shot from 14 ft,2,2
14,1,10:22.0,Turnover by P. Siakam (lost ball; steal by T. Snell),,2,2
15,1,10:06.0,,T. Snell misses 2-pt jump shot from 12 ft,2,2
16,1,10:03.0,,Offensive rebound by T. Maker,2,2
17,1,10:02.0,,Turnover by A. Drummond (bad pass; steal by F. VanVleet),2,2
18,1,9:57.0,F. VanVleet makes 2-pt layup from 2 ft,,4,2
19,1,9:46.0,,Shooting foul by K. Lowry (drawn by T. Maker),4,2
20,1,9:46.0,,T. Maker misses free throw 1 of 2,4,2
21,1,9:46.0,,Offensive rebound by Team,4,2
22,1,9:46.0,,T. Maker makes free throw 2 of 2,4,3
23,1,9:34.0,K. Lowry misses 2-pt layup from 1 ft,,4,3
24,1,9:30.0,,Defensive rebound by A. Drummond,4,3
25,1,9:13.0,,D. Rose makes 3-pt jump shot from 25 ft (assist by T. Snell),4,6
26,1,9:03.0,F. VanVleet makes 2-pt layup from 2 ft (assist by K. Lowry),,6,6
27,1,8:44.0,,T. Maker misses 2-pt jump shot from 8 ft,6,6
28,1,8:41.0,Defensive rebound by P. Siakam,,6,6
29,1,8:38.0,P. Siakam makes 2-pt layup from 1 ft,,8,6
30,1,8:13.0,,T. Snell misses 3-pt jump shot from 26 ft,8,6
31,1,8:11.0,Defensive rebound by F. VanVleet,,8,6
32,1,8:01.0,O. Anunoby misses 3-pt jump shot from 23 ft (block by T. Maker),,8,6
33,1,7:55.0,,Defensive rebound by S. Mykhailiuk,8,6
34,1,7:49.0,,S. Mykhailiuk makes 3-pt jump shot from 25 ft (assist by D. Rose),8,9
35,1,7:28.0,Shooting foul by T. Maker (drawn by P. Siakam),,8,9
36,1,7:28.0,P. Siakam makes free throw 1 of 2,,9,9
37,1,7:28.0,P. Siakam misses free throw 2 of 2,,9,9
38,1,7:26.0,,Defensive rebound by A. Drummond,9,9
39,1,7:10.0,,D. Rose misses 3-pt jump shot from 26 ft,9,9
40,1,7:05.0,Defensive rebound by F. VanVleet,,9,9
41,1,6:54.0,S. Ibaka makes 2-pt hook shot from 5 ft (assist by K. Lowry),,11,9
42,1,6:33.0,,S. Mykhailiuk makes 3-pt jump shot from 28 ft (assist by T. Maker),11,12
43,1,6:33.0,,Shooting foul by F. VanVleet (drawn by S. Mykhailiuk),11,12
44,1,6:33.0,,Detroit full timeout,11,12
45,1,6:33.0,,S. Mykhailiuk makes free throw 1 of 1,11,13
46,1,6:18.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by O. Anunoby),,14,13
47,1,5:54.0,,A. Drummond misses 2-pt jump shot from 7 ft,14,13
48,1,5:49.0,Defensive rebound by O. Anunoby,,14,13
49,1,5:46.0,O. Anunoby makes 2-pt layup from 1 ft,,16,13
50,1,5:34.0,,T. Snell misses 3-pt jump shot from 24 ft,16,13
51,1,5:34.0,,Offensive rebound by Team,16,13
52,1,5:34.0,Loose ball foul by P. Siakam (drawn by T. Maker),,16,13
53,1,5:34.0,,R. Jackson enters the game for D. Rose,16,13
54,1,5:25.0,,Turnover by A. Drummond (traveling),16,13
55,1,5:25.0,N. Powell enters the game for O. Anunoby,,16,13
56,1,5:13.0,P. Siakam makes 2-pt layup from 7 ft,,18,13
57,1,4:57.0,,T. Maker misses 3-pt jump shot from 23 ft,18,13
58,1,4:54.0,Defensive rebound by K. Lowry,,18,13
59,1,4:43.0,N. Powell makes 2-pt dunk from 1 ft (assist by P. Siakam),,20,13
60,1,4:25.0,,Turnover by R. Jackson (lost ball; steal by K. Lowry),20,13
61,1,4:25.0,,M. Morris enters the game for T. Maker,20,13
62,1,4:02.0,N. Powell misses 3-pt jump shot from 26 ft,,20,13
63,1,3:59.0,,Defensive rebound by T. Snell,20,13
64,1,3:59.0,P. McCaw enters the game for F. VanVleet,,20,13
65,1,3:36.0,,R. Jackson misses 3-pt jump shot from 28 ft,20,13
66,1,3:33.0,Defensive rebound by K. Lowry,,20,13
67,1,3:21.0,Turnover by P. Siakam (lost ball; steal by T. Snell),,20,13
68,1,3:17.0,,S. Mykhailiuk makes 3-pt jump shot from 28 ft (assist by T. Snell),20,16
69,1,2:53.0,N. Powell makes 2-pt dunk from 1 ft (assist by S. Ibaka),,22,16
70,1,2:38.0,,Shooting foul by P. McCaw (drawn by M. Morris),22,16
71,1,2:38.0,Toronto full timeout,,22,16
72,1,2:38.0,C. Boucher enters the game for S. Ibaka,,22,16
73,1,2:38.0,,B. Brown enters the game for A. Drummond,22,16
74,1,2:38.0,,C. Wood enters the game for T. Snell,22,16
75,1,2:38.0,,M. Morris makes free throw 1 of 2,22,17
76,1,2:38.0,,M. Morris makes free throw 2 of 2,22,18
77,1,2:26.0,P. Siakam makes 2-pt jump shot from 16 ft (assist by K. Lowry),,24,18
78,1,2:07.0,,R. Jackson misses 2-pt jump shot from 8 ft (block by C. Boucher),24,18
79,1,2:04.0,Defensive rebound by P. Siakam,,24,18
80,1,1:55.0,P. Siakam makes 3-pt jump shot from 27 ft,,27,18
81,1,1:27.0,,S. Mykhailiuk misses 3-pt jump shot from 25 ft,27,18
82,1,1:22.0,Defensive rebound by C. Boucher,,27,18
83,1,1:16.0,P. Siakam makes 3-pt jump shot from 26 ft,,30,18
84,1,0:56.0,,B. Brown misses 3-pt jump shot from 23 ft,30,18
85,1,0:53.0,Defensive rebound by N. Powell,,30,18
86,1,0:43.0,Personal foul by M. Morris (drawn by P. Siakam),,30,18
87,1,0:42.0,Turnover by K. Lowry (bad pass),,30,18
88,1,0:30.0,,M. Morris misses 3-pt jump shot from 23 ft,30,18
89,1,0:25.0,Defensive rebound by C. Boucher,,30,18
90,1,0:05.0,P. Siakam misses 3-pt jump shot from 26 ft (block by B. Brown),,30,18
91,1,0:01.0,,Defensive rebound by M. Morris,30,18
92,1,0:00.0,,B. Brown makes 2-pt layup from 2 ft (assist by R. Jackson),30,20
93,1,0:00.0,,Instant Replay (Request: Ruling Stands),30,20
94,2,11:50.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by B. Brown),30,23
95,2,11:32.0,N. Powell misses 2-pt layup from 4 ft (block by C. Wood),,30,23
96,2,11:32.0,Offensive rebound by Team,,30,23
