,QUARTER,TIME_REMAINING,INDIANA_ACTION,PHOENIX_ACTION,INDIANA_SCORE,PHOENIX_SCORE
48,1,6:04.0,,K. Oubre makes 2-pt jump shot from 4 ft,12,10
49,1,5:53.0,T. Warren makes 2-pt layup from 1 ft (assist by M. Brogdon),,14,10
50,1,5:40.0,,D. Šarić makes 2-pt jump shot from 19 ft (assist by R. Rubio),14,12
51,1,5:29.0,J. Lamb misses 3-pt jump shot from 25 ft,,14,12
52,1,5:27.0,,Defensive rebound by D. Šarić,14,12
53,1,5:22.0,,D. Booker misses 2-pt jump shot from 10 ft (block by T. Warren),14,12
54,1,5:20.0,Defensive rebound by J. Lamb,,14,12
55,1,5:17.0,T. Warren makes 2-pt layup from 1 ft (assist by M. Brogdon),,16,12
56,1,5:16.0,,Phoenix full timeout,16,12
57,1,5:16.0,,E. Okobo enters the game for R. Rubio,16,12
58,1,4:59.0,,D. Ayton makes 2-pt jump shot from 14 ft,16,14
59,1,4:45.0,T. Warren makes 2-pt jump shot from 18 ft,,18,14
60,1,4:30.0,,Turnover by D. Šarić (traveling),18,14
61,1,4:30.0,J. Holiday enters the game for D. Sabonis,,18,14
62,1,4:30.0,,M. Bridges enters the game for D. Šarić,18,14
63,1,4:18.0,M. Turner misses 3-pt jump shot from 25 ft,,18,14
64,1,4:16.0,,Defensive rebound by E. Okobo,18,14
65,1,4:05.0,,K. Oubre misses 3-pt jump shot from 27 ft,18,14
66,1,4:02.0,Defensive rebound by T. Warren,,18,14
67,1,3:55.0,Turnover by M. Turner (traveling),,18,14
68,1,3:44.0,,Shooting foul by T. Warren (drawn by D. Booker),18,14
69,1,3:44.0,,D. Booker makes free throw 1 of 2,18,15
70,1,3:44.0,T. McConnell enters the game for T. Warren,,18,15
71,1,3:44.0,,J. Carter enters the game for D. Ayton,18,15
72,1,3:44.0,,C. Diallo enters the game for K. Oubre,18,15
73,1,3:44.0,,D. Booker makes free throw 2 of 2,18,16
74,1,3:22.0,M. Brogdon makes 3-pt jump shot from 26 ft,,21,16
75,1,3:02.0,,Personal foul by J. Lamb (drawn by C. Diallo),21,16
76,1,3:02.0,A. Holiday enters the game for J. Lamb,,21,16
77,1,2:57.0,,C. Diallo makes 2-pt dunk at rim (assist by D. Booker),21,18
78,1,2:45.0,T. McConnell misses 2-pt layup from 1 ft,,21,18
79,1,2:43.0,,Defensive rebound by C. Diallo,21,18
80,1,2:30.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by D. Booker),21,20
81,1,2:21.0,Indiana full timeout,,21,20
82,1,2:21.0,D. McDermott enters the game for M. Brogdon,,21,20
83,1,2:21.0,D. Sabonis enters the game for M. Turner,,21,20
84,1,2:09.0,Personal foul by J. Carter (drawn by J. Holiday),,21,20
85,1,2:03.0,D. McDermott makes 2-pt layup from 1 ft (assist by J. Holiday),,23,20
86,1,1:40.0,,D. Booker makes 2-pt jump shot from 12 ft,23,22
87,1,1:24.0,J. Holiday makes 2-pt layup from 1 ft (assist by D. Sabonis),,25,22
88,1,1:12.0,,D. Booker misses 2-pt jump shot from 10 ft,25,22
89,1,1:09.0,Defensive rebound by D. Sabonis,,25,22
90,1,1:02.0,A. Holiday makes 3-pt jump shot from 24 ft (assist by T. McConnell),,28,22
91,1,0:46.0,,D. Booker makes 2-pt layup from 1 ft,28,24
92,1,0:33.0,Personal foul by C. Diallo (drawn by D. Sabonis),,28,24
93,1,0:25.0,A. Holiday makes 2-pt jump shot from 18 ft,,30,24
94,1,0:00.0,,M. Bridges misses 2-pt jump shot from 10 ft,30,24
95,1,0:00.0,,Offensive rebound by Team,30,24
96,2,11:45.0,A. Holiday misses 3-pt jump shot from 25 ft,,30,24
97,2,11:41.0,,Defensive rebound by K. Oubre,30,24
98,2,11:28.0,,K. Oubre misses 2-pt jump shot from 6 ft,30,24
99,2,11:26.0,Defensive rebound by T. McConnell,,30,24
100,2,11:18.0,A. Holiday misses 3-pt jump shot from 25 ft,,30,24
101,2,11:15.0,,Defensive rebound by K. Oubre,30,24
102,2,11:09.0,,K. Oubre misses 2-pt jump shot from 11 ft,30,24
103,2,11:05.0,Defensive rebound by J. Holiday,,30,24
104,2,10:46.0,Turnover by D. Sabonis (bad pass; steal by R. Rubio),,30,24
105,2,10:41.0,,Personal foul by T. McConnell (drawn by D. Ayton),30,24
106,2,10:33.0,,Turnover by K. Oubre (bad pass; steal by A. Holiday),30,24
107,2,10:28.0,A. Holiday misses 2-pt layup from 4 ft (block by K. Oubre),,30,24
108,2,10:28.0,,Defensive rebound by Team,30,24
109,2,10:14.0,,J. Carter misses 2-pt jump shot from 18 ft,30,24
110,2,10:12.0,Defensive rebound by J. Holiday,,30,24
111,2,10:00.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by T. McConnell),,33,24
112,2,9:42.0,,D. Ayton misses 2-pt layup from 2 ft,33,24
113,2,9:41.0,Defensive rebound by D. Sabonis,,33,24
114,2,9:37.0,Shooting foul by D. Ayton (drawn by D. Sabonis),,33,24
115,2,9:37.0,D. Sabonis misses free throw 1 of 2,,33,24
116,2,9:37.0,Offensive rebound by Team,,33,24
117,2,9:37.0,D. Sabonis misses free throw 2 of 2,,33,24
118,2,9:35.0,,Defensive rebound by K. Oubre,33,24
119,2,9:25.0,,K. Oubre misses 2-pt layup from 4 ft,33,24
120,2,9:25.0,,Offensive rebound by Team,33,24
121,2,9:15.0,,K. Oubre makes 2-pt jump shot from 8 ft,33,26
122,2,9:04.0,D. McDermott misses 3-pt jump shot from 26 ft,,33,26
123,2,9:02.0,,Defensive rebound by M. Bridges,33,26
124,2,8:55.0,,M. Bridges misses 2-pt jump shot from 13 ft,33,26
125,2,8:52.0,Defensive rebound by A. Holiday,,33,26
126,2,8:46.0,Personal foul by K. Oubre (drawn by D. McDermott),,33,26
127,2,8:46.0,,E. Okobo enters the game for J. Carter,33,26
128,2,8:32.0,D. Sabonis makes 2-pt hook shot from 4 ft,,35,26
129,2,8:32.0,Shooting foul by D. Ayton (drawn by D. Sabonis),,35,26
130,2,8:32.0,D. Sabonis makes free throw 1 of 1,,36,26
131,2,8:10.0,,R. Rubio misses 2-pt layup from 2 ft,36,26
132,2,8:06.0,,Offensive rebound by D. Ayton,36,26
133,2,8:06.0,,D. Ayton makes 2-pt layup from 1 ft,36,28
134,2,7:59.0,Personal foul by R. Rubio (drawn by A. Holiday),,36,28
135,2,7:59.0,T. Warren enters the game for J. Holiday,,36,28
136,2,7:44.0,D. McDermott misses 2-pt jump shot from 20 ft,,36,28
137,2,7:41.0,,Defensive rebound by K. Oubre,36,28
138,2,7:38.0,,Offensive foul by K. Oubre (drawn by A. Holiday),36,28
139,2,7:38.0,,Turnover by K. Oubre (offensive foul),36,28
140,2,7:38.0,,D. Booker enters the game for R. Rubio,36,28
141,2,7:27.0,D. Sabonis makes 2-pt layup from 2 ft (assist by D. McDermott),,38,28
142,2,7:27.0,Shooting foul by E. Okobo (drawn by D. Sabonis),,38,28
143,2,7:27.0,D. Sabonis makes free throw 1 of 1,,39,28
144,2,7:10.0,,K. Oubre makes 2-pt dunk at rim (assist by E. Okobo),39,30
145,2,6:58.0,Turnover by A. Holiday (lost ball; steal by D. Ayton),,39,30
146,2,6:41.0,,K. Oubre misses 3-pt jump shot from 26 ft,39,30
147,2,6:35.0,,Offensive rebound by E. Okobo,39,30
148,2,6:31.0,,K. Oubre misses 2-pt jump shot from 13 ft,39,30
149,2,6:29.0,,Offensive rebound by D. Ayton,39,30
150,2,6:29.0,,D. Ayton makes 2-pt dunk from 1 ft,39,32
151,2,6:13.0,Indiana full timeout,,39,32
152,2,6:13.0,M. Brogdon enters the game for A. Holiday,,39,32
153,2,6:13.0,J. Lamb enters the game for T. McConnell,,39,32
154,2,5:58.0,D. Sabonis misses 2-pt jump shot from 17 ft,,39,32
155,2,5:55.0,,Defensive rebound by K. Oubre,39,32
156,2,5:38.0,,D. Booker makes 2-pt jump shot from 13 ft (assist by D. Ayton),39,34
157,2,5:21.0,J. Lamb makes 2-pt jump shot from 7 ft,,41,34
158,2,4:59.0,,E. Okobo misses 2-pt layup from 3 ft,41,34
159,2,4:58.0,,Offensive rebound by E. Okobo,41,34
160,2,4:51.0,,D. Ayton misses 2-pt jump shot from 16 ft,41,34
161,2,4:47.0,Defensive rebound by D. McDermott,,41,34
162,2,4:34.0,Personal foul by D. Ayton (drawn by D. Sabonis),,41,34
163,2,4:34.0,D. Sabonis makes free throw 1 of 2,,42,34
164,2,4:34.0,,D. Šarić enters the game for D. Ayton,42,34
165,2,4:34.0,D. Sabonis makes free throw 2 of 2,,43,34
166,2,4:23.0,,D. Šarić makes 2-pt layup from 1 ft (assist by D. Booker),43,36
167,2,4:23.0,,Violation by Team (delay of game),43,36
168,2,4:04.0,M. Brogdon misses 2-pt jump shot from 13 ft,,43,36
169,2,4:01.0,,Defensive rebound by D. Šarić,43,36
170,2,3:58.0,,Shooting foul by J. Lamb (drawn by D. Booker),43,36
171,2,3:58.0,,D. Booker makes free throw 1 of 2,43,37
172,2,3:58.0,M. Turner enters the game for D. Sabonis,,43,37
173,2,3:58.0,,D. Booker makes free throw 2 of 2,43,38
174,2,3:36.0,J. Lamb misses 3-pt jump shot from 25 ft,,43,38
175,2,3:33.0,,Defensive rebound by M. Bridges,43,38
176,2,3:28.0,,E. Okobo misses 3-pt jump shot from 24 ft,43,38
177,2,3:27.0,,Offensive rebound by Team,43,38
178,2,3:27.0,Loose ball foul by J. Lamb (drawn by D. Šarić),,43,38
179,2,3:27.0,J. Holiday enters the game for J. Lamb,,43,38
180,2,3:22.0,,Shooting foul by M. Turner (drawn by K. Oubre),43,38
181,2,3:22.0,,K. Oubre makes free throw 1 of 2,43,39
182,2,3:22.0,T. McConnell enters the game for D. McDermott,,43,39
183,2,3:22.0,,K. Oubre misses free throw 2 of 2,43,39
184,2,3:20.0,Defensive rebound by M. Turner,,43,39
185,2,3:10.0,T. Warren misses 2-pt layup from 3 ft,,43,39
186,2,3:08.0,,Defensive rebound by M. Bridges,43,39
187,2,2:53.0,,Shooting foul by M. Brogdon (drawn by E. Okobo),43,39
188,2,2:53.0,,Phoenix full timeout,43,39
189,2,2:53.0,,E. Okobo makes free throw 1 of 2,43,40
190,2,2:53.0,,E. Okobo makes free throw 2 of 2,43,41
191,2,2:37.0,T. McConnell makes 2-pt layup from 1 ft,,45,41
192,2,2:27.0,,E. Okobo misses 2-pt layup from 6 ft (block by T. McConnell),45,41
193,2,2:26.0,,Offensive rebound by Team,45,41
194,2,2:24.0,,D. Booker misses 3-pt jump shot from 23 ft,45,41
195,2,2:21.0,Defensive rebound by M. Turner,,45,41
196,2,2:13.0,T. Warren makes 2-pt jump shot from 13 ft,,47,41
197,2,2:12.0,,Phoenix full timeout,47,41
198,2,2:12.0,,R. Rubio enters the game for E. Okobo,47,41
199,2,2:05.0,,Turnover by R. Rubio (lost ball; steal by T. Warren),47,41
200,2,2:03.0,Shooting foul by M. Bridges (drawn by T. Warren),,47,41
201,2,2:03.0,T. Warren makes free throw 1 of 2,,48,41
202,2,2:03.0,T. Warren makes free throw 2 of 2,,49,41
203,2,1:59.0,,Personal foul by T. McConnell (drawn by R. Rubio),49,41
204,2,1:59.0,,R. Rubio makes free throw 1 of 2,49,42
205,2,1:59.0,,R. Rubio misses free throw 2 of 2,49,42
206,2,1:57.0,Defensive rebound by T. Warren,,49,42
207,2,1:42.0,T. Warren misses 2-pt jump shot from 16 ft,,49,42
208,2,1:40.0,,Defensive rebound by M. Bridges,49,42
209,2,1:29.0,,R. Rubio makes 2-pt layup from 2 ft,49,44
210,2,1:14.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by T. McConnell),,52,44
211,2,0:54.0,,Turnover by R. Rubio (bad pass; steal by T. Warren),52,44
212,2,0:52.0,Turnover by T. McConnell (bad pass; steal by M. Bridges),,52,44
213,2,0:44.0,,D. Šarić misses 3-pt jump shot from 26 ft,52,44
214,2,0:42.0,Defensive rebound by M. Turner,,52,44
215,2,0:36.0,M. Turner makes 2-pt layup from 1 ft (assist by T. McConnell),,54,44
216,2,0:31.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by R. Rubio),54,46
217,2,0:31.0,A. Holiday enters the game for T. McConnell,,54,46
218,2,0:14.0,T. Warren misses 2-pt jump shot from 12 ft,,54,46
219,2,0:12.0,,Defensive rebound by D. Booker,54,46
220,2,0:09.0,,Shooting foul by J. Holiday (drawn by K. Oubre),54,46
221,2,0:09.0,,K. Oubre makes free throw 1 of 2,54,47
222,2,0:09.0,D. Sabonis enters the game for M. Turner,,54,47
223,2,0:09.0,,E. Okobo enters the game for R. Rubio,54,47
224,2,0:09.0,,K. Oubre makes free throw 2 of 2,54,48
225,2,0:00.0,A. Holiday misses 2-pt layup from 6 ft,,54,48
226,2,0:00.0,Offensive rebound by Team,,54,48
227,3,11:49.0,T. McConnell makes 2-pt jump shot from 14 ft,,56,48
228,3,11:28.0,,D. Booker makes 2-pt jump shot from 15 ft,56,50
229,3,11:13.0,T. Warren misses 2-pt layup from 2 ft,,56,50
230,3,11:07.0,Offensive rebound by D. Sabonis,,56,50
231,3,11:07.0,D. Sabonis makes 2-pt layup from 1 ft,,58,50
232,3,11:06.0,,Turnover by R. Rubio (bad pass),58,50
233,3,10:55.0,M. Turner misses 2-pt jump shot from 5 ft,,58,50
234,3,10:54.0,Offensive rebound by D. Sabonis,,58,50
235,3,10:45.0,D. Sabonis misses 2-pt layup from 4 ft,,58,50
236,3,10:43.0,,Defensive rebound by D. Ayton,58,50
237,3,10:39.0,,Offensive foul by D. Booker (drawn by T. Warren),58,50
238,3,10:39.0,,Turnover by D. Booker (offensive foul),58,50
239,3,10:27.0,J. Lamb makes 2-pt jump shot from 10 ft,,60,50
240,3,10:17.0,,Personal foul by D. Sabonis (drawn by D. Šarić),60,50
241,3,10:08.0,,R. Rubio misses 2-pt jump shot from 6 ft,60,50
242,3,10:08.0,Defensive rebound by Team,,60,50
243,3,9:52.0,T. Warren misses 2-pt layup from 3 ft,,60,50
244,3,9:50.0,,Defensive rebound by D. Šarić,60,50
245,3,9:45.0,,K. Oubre misses 3-pt jump shot from 23 ft,60,50
246,3,9:42.0,Defensive rebound by M. Turner,,60,50
247,3,9:38.0,Turnover by T. Warren (lost ball; steal by D. Booker),,60,50
248,3,9:25.0,,D. Šarić misses 2-pt jump shot from 19 ft,60,50
249,3,9:22.0,Defensive rebound by T. McConnell,,60,50
250,3,9:14.0,M. Turner misses 3-pt jump shot from 25 ft,,60,50
251,3,9:11.0,,Defensive rebound by K. Oubre,60,50
252,3,9:05.0,,D. Booker misses 3-pt jump shot from 26 ft,60,50
253,3,9:01.0,Defensive rebound by M. Turner,,60,50
254,3,8:43.0,J. Lamb misses 3-pt jump shot from 28 ft,,60,50
255,3,8:40.0,,Defensive rebound by D. Ayton,60,50
256,3,8:33.0,,K. Oubre misses 2-pt jump shot from 15 ft,60,50
257,3,8:31.0,Defensive rebound by M. Turner,,60,50
258,3,8:27.0,T. Warren makes 2-pt layup from 2 ft (assist by T. McConnell),,62,50
259,3,8:26.0,,Phoenix full timeout,62,50
260,3,8:11.0,,Turnover by D. Booker (out of bounds lost ball),62,50
261,3,7:50.0,Personal foul by D. Ayton (drawn by D. Sabonis),,62,50
262,3,7:50.0,,C. Diallo enters the game for D. Ayton,62,50
263,3,7:37.0,Shooting foul by K. Oubre (drawn by T. McConnell),,62,50
264,3,7:37.0,T. McConnell makes free throw 1 of 2,,63,50
265,3,7:37.0,T. McConnell makes free throw 2 of 2,,64,50
266,3,7:23.0,,K. Oubre makes 2-pt layup from 1 ft,64,52
267,3,7:09.0,J. Lamb misses 2-pt jump shot from 13 ft,,64,52
268,3,7:07.0,,Defensive rebound by C. Diallo,64,52
269,3,6:45.0,,R. Rubio makes 2-pt jump shot from 13 ft (assist by D. Šarić),64,54
270,3,6:33.0,Shooting foul by R. Rubio (drawn by T. Warren),,64,54
271,3,6:33.0,T. Warren makes free throw 1 of 2,,65,54
272,3,6:33.0,T. Warren misses free throw 2 of 2,,65,54
273,3,6:31.0,,Defensive rebound by K. Oubre,65,54
274,3,6:20.0,,K. Oubre misses 2-pt dunk from 2 ft (block by M. Turner),65,54
275,3,6:20.0,Defensive rebound by Team,,65,54
276,3,6:20.0,Indiana full timeout,,65,54
277,3,6:20.0,Instant Replay (Challenge: Ruling Stands),,65,54
278,3,5:58.0,D. Sabonis makes 2-pt hook shot from 9 ft,,67,54
279,3,5:32.0,,D. Booker misses 3-pt jump shot from 25 ft,67,54
280,3,5:29.0,,Offensive rebound by D. Šarić,67,54
281,3,5:27.0,,K. Oubre misses 2-pt jump shot from 2 ft (block by M. Turner),67,54
282,3,5:27.0,,Offensive rebound by Team,67,54
283,3,5:22.0,,C. Diallo misses 2-pt layup from 1 ft,67,54
284,3,5:21.0,Defensive rebound by Team,,67,54
285,3,5:07.0,T. Warren makes 2-pt jump shot from 12 ft (assist by J. Lamb),,69,54
286,3,4:50.0,,D. Šarić misses 2-pt layup from 3 ft,69,54
287,3,4:48.0,Defensive rebound by D. Sabonis,,69,54
288,3,4:45.0,Flagrant foul type 1 by D. Booker (drawn by D. Sabonis),,69,54
289,3,4:45.0,Instant Replay (Request: Ruling Stands),,69,54
290,3,4:45.0,,D. Ayton enters the game for C. Diallo,69,54
291,3,4:45.0,,M. Bridges enters the game for K. Oubre,69,54
292,3,4:45.0,,E. Okobo enters the game for R. Rubio,69,54
293,3,4:45.0,D. Sabonis makes flagrant free throw 1 of 2,,70,54
294,3,4:45.0,D. Sabonis makes flagrant free throw 2 of 2,,71,54
295,3,4:45.0,J. Holiday enters the game for D. Sabonis,,71,54
296,3,4:32.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by T. McConnell),,74,54
297,3,4:17.0,,Personal foul by T. Warren (drawn by D. Booker),74,54
298,3,4:17.0,,K. Oubre enters the game for D. Šarić,74,54
299,3,4:10.0,,D. Ayton makes 2-pt dunk at rim (assist by E. Okobo),74,56
300,3,3:50.0,M. Turner makes 3-pt jump shot from 27 ft (assist by J. Lamb),,77,56
301,3,3:32.0,,Turnover by D. Booker (bad pass; steal by T. McConnell),77,56
302,3,3:27.0,T. Warren makes 2-pt layup from 1 ft (assist by T. McConnell),,79,56
303,3,3:14.0,,D. Booker misses 2-pt jump shot from 11 ft,79,56
304,3,3:12.0,Defensive rebound by J. Holiday,,79,56
305,3,3:04.0,T. Warren makes 2-pt layup from 2 ft (assist by T. McConnell),,81,56
306,3,2:42.0,,Turnover by D. Ayton (lost ball; steal by T. McConnell),81,56
307,3,2:36.0,J. Lamb misses 2-pt jump shot from 5 ft,,81,56
308,3,2:36.0,,Defensive rebound by Team,81,56
309,3,2:36.0,Loose ball foul by T. Warren (drawn by E. Okobo),,81,56
310,3,2:36.0,Instant Replay (Request: Ruling Stands),,81,56
311,3,2:36.0,A. Holiday enters the game for J. Lamb,,81,56
312,3,2:36.0,D. McDermott enters the game for T. McConnell,,81,56
313,3,2:36.0,E. Sumner enters the game for T. Warren,,81,56
314,3,2:36.0,,J. Carter enters the game for D. Booker,81,56
315,3,2:17.0,,E. Okobo makes 2-pt jump shot from 12 ft,81,58
316,3,1:57.0,A. Holiday misses 2-pt jump shot from 11 ft,,81,58
317,3,1:54.0,,Defensive rebound by M. Bridges,81,58
318,3,1:51.0,,Shooting foul by D. McDermott (drawn by E. Okobo),81,58
319,3,1:51.0,,E. Okobo makes free throw 1 of 2,81,59
320,3,1:51.0,,T. Jerome enters the game for K. Oubre,81,59
321,3,1:51.0,,E. Okobo makes free throw 2 of 2,81,60
322,3,1:34.0,Turnover by E. Sumner (bad pass; steal by M. Bridges),,81,60
323,3,1:26.0,,T. Jerome misses 3-pt jump shot from 25 ft,81,60
324,3,1:19.0,,Offensive rebound by M. Bridges,81,60
325,3,1:19.0,,M. Bridges makes 2-pt layup at rim,81,62
326,3,1:06.0,A. Holiday makes 2-pt layup from 4 ft,,83,62
327,3,0:49.0,,D. Ayton misses 2-pt layup from 5 ft (block by M. Turner),83,62
328,3,0:46.0,Defensive rebound by M. Turner,,83,62
329,3,0:38.0,J. Holiday misses 3-pt jump shot from 26 ft,,83,62
330,3,0:35.0,,Defensive rebound by J. Carter,83,62
331,3,0:23.0,,E. Okobo makes 3-pt jump shot from 24 ft,83,65
332,3,0:05.0,A. Holiday misses 2-pt layup from 4 ft,,83,65
333,3,0:02.0,,Defensive rebound by E. Okobo,83,65
334,3,0:00.0,,M. Bridges misses 3-pt jump shot from 25 ft,83,65
335,3,0:00.0,,Offensive rebound by Team,83,65
336,4,12:00.0,,Technical foul by A. Holiday,83,65
337,4,12:00.0,,J. Carter makes technical free throw,83,66
338,4,11:48.0,,E. Okobo misses 2-pt layup from 1 ft,83,66
339,4,11:46.0,Defensive rebound by D. Sabonis,,83,66
340,4,11:31.0,D. McDermott makes 2-pt jump shot from 2 ft (assist by A. Holiday),,85,66
341,4,11:17.0,,D. Ayton misses 2-pt jump shot from 17 ft,85,66
342,4,11:17.0,Defensive rebound by Team,,85,66
343,4,11:00.0,D. Sabonis makes 2-pt layup from 3 ft (assist by D. McDermott),,87,66
344,4,11:00.0,Shooting foul by J. Carter (drawn by D. Sabonis),,87,66
345,4,11:00.0,D. Sabonis misses free throw 1 of 1,,87,66
346,4,10:58.0,,Defensive rebound by D. Ayton,87,66
347,4,10:47.0,,Personal foul by A. Holiday (drawn by E. Okobo),87,66
348,4,10:33.0,,Shooting foul by A. Holiday (drawn by E. Okobo),87,66
349,4,10:33.0,,E. Okobo makes free throw 1 of 2,87,67
350,4,10:33.0,,E. Okobo makes free throw 2 of 2,87,68
351,4,10:17.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by D. Sabonis),,90,68
352,4,9:58.0,,J. Carter makes 2-pt layup from 1 ft,90,70
353,4,9:46.0,D. McDermott misses 3-pt jump shot from 26 ft,,90,70
354,4,9:41.0,,Defensive rebound by E. Okobo,90,70
355,4,9:34.0,,E. Okobo misses 2-pt jump shot from 11 ft,90,70
356,4,9:32.0,Defensive rebound by D. Sabonis,,90,70
357,4,9:23.0,J. Holiday misses 2-pt layup from 5 ft (block by E. Okobo),,90,70
358,4,9:23.0,,Defensive rebound by Team,90,70
359,4,9:03.0,,D. Ayton misses 2-pt hook shot from 8 ft,90,70
360,4,9:00.0,Defensive rebound by D. Sabonis,,90,70
361,4,8:44.0,A. Holiday misses 2-pt layup from 1 ft,,90,70
362,4,8:43.0,,Defensive rebound by D. Ayton,90,70
363,4,8:30.0,,T. Jerome misses 2-pt jump shot from 6 ft,90,70
364,4,8:28.0,Defensive rebound by D. Sabonis,,90,70
365,4,8:16.0,D. McDermott makes 2-pt layup from 2 ft (assist by D. Sabonis),,92,70
366,4,8:16.0,,Phoenix full timeout,92,70
367,4,8:16.0,T. McConnell enters the game for A. Holiday,,92,70
368,4,8:16.0,T. Warren enters the game for E. Sumner,,92,70
369,4,8:16.0,,D. Booker enters the game for J. Carter,92,70
370,4,8:16.0,,K. Oubre enters the game for T. Jerome,92,70
371,4,8:16.0,,R. Rubio enters the game for E. Okobo,92,70
372,4,8:02.0,,R. Rubio misses 2-pt jump shot from 17 ft,92,70
373,4,7:59.0,Defensive rebound by T. McConnell,,92,70
374,4,7:49.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by T. McConnell),,95,70
375,4,7:25.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by D. Ayton),95,73
376,4,7:09.0,T. McConnell makes 2-pt layup from 2 ft,,97,73
377,4,6:53.0,,Shooting foul by J. Holiday (drawn by K. Oubre),97,73
378,4,6:53.0,,K. Oubre makes free throw 1 of 3,97,74
379,4,6:53.0,,K. Oubre makes free throw 2 of 3,97,75
380,4,6:53.0,,K. Oubre makes free throw 3 of 3,97,76
381,4,6:36.0,D. Sabonis makes 2-pt layup from 1 ft (assist by T. McConnell),,99,76
382,4,6:15.0,,D. Ayton misses 2-pt jump shot from 15 ft,99,76
383,4,6:12.0,Defensive rebound by T. McConnell,,99,76
384,4,6:07.0,Indiana full timeout,,99,76
385,4,6:07.0,,J. Carter enters the game for D. Ayton,99,76
386,4,6:07.0,,C. Diallo enters the game for D. Booker,99,76
387,4,6:07.0,,T. Jerome enters the game for K. Oubre,99,76
