,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SACRAMENTO_ACTION,GOLDEN STATE_SCORE,SACRAMENTO_SCORE
0,1,11:43.0,,N. Bjelica misses 3-pt jump shot from 27 ft,0,0
1,1,11:36.0,Defensive rebound by D. Lee,,0,0
2,1,11:29.0,D. Lee makes 2-pt jump shot from 12 ft (assist by G. Robinson),,2,0
3,1,11:09.0,,H. Barnes misses 2-pt jump shot from 6 ft,2,0
4,1,11:06.0,Defensive rebound by E. Paschall,,2,0
5,1,10:57.0,Turnover by E. Paschall (bad pass),,2,0
6,1,10:49.0,,B. Hield misses 2-pt layup from 3 ft (block by W. Cauley-Stein),2,0
7,1,10:40.0,Defensive rebound by D. Lee,,2,0
8,1,10:35.0,W. Cauley-Stein misses 2-pt jump shot from 5 ft (block by R. Holmes),,2,0
9,1,10:31.0,Offensive rebound by W. Cauley-Stein,,2,0
10,1,10:27.0,G. Robinson makes 2-pt dunk from 2 ft (assist by W. Cauley-Stein),,4,0
11,1,10:18.0,,Turnover by D. Fox (lost ball; steal by W. Cauley-Stein),4,0
12,1,10:15.0,W. Cauley-Stein makes 2-pt layup from 2 ft,,6,0
13,1,9:59.0,,Personal foul by G. Robinson (drawn by N. Bjelica),6,0
14,1,9:53.0,,R. Holmes makes 2-pt layup from 1 ft (assist by B. Hield),6,2
15,1,9:53.0,,Shooting foul by G. Robinson (drawn by R. Holmes),6,2
16,1,9:53.0,,R. Holmes makes free throw 1 of 1,6,3
17,1,9:35.0,E. Paschall makes 2-pt jump shot from 17 ft,,8,3
18,1,9:21.0,,R. Holmes misses 2-pt dunk from 1 ft,8,3
19,1,9:18.0,Defensive rebound by G. Robinson,,8,3
20,1,9:14.0,G. Robinson misses 2-pt layup from 4 ft,,8,3
21,1,9:14.0,,Defensive rebound by H. Barnes,8,3
22,1,9:08.0,,H. Barnes makes 2-pt layup from 4 ft (assist by D. Fox),8,5
23,1,9:08.0,,Shooting foul by K. Bowman (drawn by H. Barnes),8,5
24,1,9:08.0,O. Spellman enters the game for G. Robinson,,8,5
25,1,9:08.0,,H. Barnes makes free throw 1 of 1,8,6
26,1,8:54.0,K. Bowman misses 3-pt jump shot from 26 ft,,8,6
27,1,8:52.0,,Defensive rebound by N. Bjelica,8,6
28,1,8:45.0,,Turnover by R. Holmes (out of bounds lost ball),8,6
29,1,8:27.0,O. Spellman misses 3-pt jump shot from 24 ft,,8,6
30,1,8:25.0,,Defensive rebound by H. Barnes,8,6
31,1,8:22.0,,D. Fox makes 2-pt layup from 1 ft,8,8
32,1,8:05.0,Personal foul by B. Hield (drawn by D. Lee),,8,8
33,1,7:51.0,O. Spellman makes 2-pt dunk from 2 ft (assist by W. Cauley-Stein),,10,8
34,1,7:32.0,,H. Barnes makes 2-pt layup from 2 ft (assist by R. Holmes),10,10
35,1,7:32.0,Golden State full timeout,,10,10
36,1,7:26.0,D. Lee misses 3-pt jump shot from 25 ft,,10,10
37,1,7:22.0,,Defensive rebound by R. Holmes,10,10
38,1,7:12.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by D. Fox),10,13
39,1,6:59.0,Turnover by K. Bowman (bad pass),,10,13
40,1,6:49.0,,Turnover by D. Fox (lost ball; steal by O. Spellman),10,13
41,1,6:46.0,Shooting foul by R. Holmes (drawn by O. Spellman),,10,13
42,1,6:46.0,O. Spellman makes free throw 1 of 2,,11,13
43,1,6:46.0,O. Spellman makes free throw 2 of 2,,12,13
44,1,6:33.0,,D. Fox makes 2-pt jump shot from 3 ft,12,15
45,1,6:33.0,,Shooting foul by K. Bowman (drawn by D. Fox),12,15
46,1,6:33.0,,D. Fox makes free throw 1 of 1,12,16
47,1,6:19.0,D. Lee misses 3-pt jump shot from 25 ft,,12,16
48,1,6:16.0,Offensive rebound by W. Cauley-Stein,,12,16
49,1,6:08.0,Turnover by K. Bowman (bad pass; steal by R. Holmes),,12,16
50,1,5:53.0,,R. Holmes makes 2-pt layup from 3 ft (assist by D. Fox),12,18
51,1,5:38.0,K. Bowman misses 2-pt jump shot from 7 ft,,12,18
52,1,5:36.0,Offensive rebound by W. Cauley-Stein,,12,18
53,1,5:34.0,D. Lee misses 3-pt jump shot from 26 ft,,12,18
54,1,5:31.0,,Defensive rebound by R. Holmes,12,18
55,1,5:28.0,,B. Hield misses 3-pt jump shot from 25 ft,12,18
56,1,5:24.0,Defensive rebound by W. Cauley-Stein,,12,18
57,1,5:21.0,Personal foul by D. Fox (drawn by E. Paschall),,12,18
58,1,5:21.0,A. Burks enters the game for K. Bowman,,12,18
59,1,5:21.0,J. Evans enters the game for D. Lee,,12,18
60,1,5:21.0,,T. Ariza enters the game for H. Barnes,12,18
61,1,5:21.0,,H. Giles enters the game for R. Holmes,12,18
62,1,5:00.0,A. Burks misses 3-pt jump shot from 35 ft,,12,18
63,1,5:00.0,Offensive rebound by Team,,12,18
64,1,5:00.0,Turnover by Team (shot clock),,12,18
65,1,4:40.0,,B. Hield misses 2-pt layup from 2 ft,12,18
66,1,4:38.0,Defensive rebound by W. Cauley-Stein,,12,18
67,1,4:30.0,O. Spellman misses 2-pt jump shot from 15 ft,,12,18
68,1,4:27.0,,Defensive rebound by T. Ariza,12,18
69,1,4:13.0,,D. Fox misses 2-pt jump shot from 15 ft,12,18
70,1,4:09.0,Defensive rebound by A. Burks,,12,18
71,1,4:04.0,Turnover by E. Paschall (traveling),,12,18
72,1,4:04.0,M. Chriss enters the game for W. Cauley-Stein,,12,18
73,1,4:00.0,,Sacramento full timeout,12,18
74,1,3:44.0,,H. Giles misses 2-pt hook shot from 11 ft,12,18
75,1,3:41.0,Defensive rebound by O. Spellman,,12,18
76,1,3:30.0,M. Chriss misses 2-pt layup from 3 ft,,12,18
77,1,3:30.0,,Defensive rebound by Team,12,18
78,1,3:30.0,,C. Joseph enters the game for D. Fox,12,18
79,1,3:19.0,,B. Hield makes 2-pt jump shot from 12 ft,12,20
80,1,3:04.0,Shooting foul by N. Bjelica (drawn by M. Chriss),,12,20
81,1,3:04.0,M. Chriss misses free throw 1 of 2,,12,20
82,1,3:04.0,Offensive rebound by Team,,12,20
83,1,3:04.0,J. Poole enters the game for E. Paschall,,12,20
84,1,3:04.0,M. Chriss makes free throw 2 of 2,,13,20
85,1,2:51.0,,C. Joseph misses 2-pt jump shot from 17 ft,13,20
86,1,2:48.0,Defensive rebound by A. Burks,,13,20
87,1,2:46.0,Shooting foul by H. Giles (drawn by A. Burks),,13,20
88,1,2:46.0,A. Burks makes free throw 1 of 2,,14,20
89,1,2:46.0,A. Burks makes free throw 2 of 2,,15,20
90,1,2:32.0,,H. Giles makes 2-pt layup from 7 ft (assist by B. Hield),15,22
91,1,2:14.0,O. Spellman makes 2-pt layup from 4 ft (assist by A. Burks),,17,22
92,1,1:50.0,,T. Ariza makes 2-pt dunk from 1 ft (assist by H. Giles),17,24
93,1,1:24.0,J. Evans misses 3-pt jump shot from 23 ft,,17,24
94,1,1:20.0,,Defensive rebound by N. Bjelica,17,24
95,1,1:17.0,,N. Bjelica misses 3-pt jump shot from 25 ft,17,24
96,1,1:13.0,Defensive rebound by M. Chriss,,17,24
97,1,1:04.0,Turnover by M. Chriss (bad pass),,17,24
98,1,1:04.0,,H. Barnes enters the game for N. Bjelica,17,24
99,1,0:55.0,,B. Hield misses 3-pt jump shot from 25 ft,17,24
100,1,0:51.0,Defensive rebound by O. Spellman,,17,24
101,1,0:44.0,A. Burks misses 3-pt jump shot from 26 ft,,17,24
102,1,0:39.0,,Defensive rebound by T. Ariza,17,24
103,1,0:34.0,,T. Ariza makes 2-pt dunk from 1 ft,17,26
104,1,0:17.0,M. Chriss makes 2-pt dunk from 2 ft (assist by J. Poole),,19,26
105,1,0:00.0,,B. Hield misses 2-pt layup from 3 ft (block by M. Chriss),19,26
106,1,0:00.0,Defensive rebound by J. Evans,,19,26
107,2,11:43.0,Turnover by J. Evans (step out of bounds),,19,26
108,2,11:24.0,,R. Holmes misses 2-pt hook shot from 7 ft,19,26
109,2,11:21.0,Defensive rebound by O. Spellman,,19,26
110,2,11:08.0,J. Poole misses 3-pt jump shot from 26 ft,,19,26
111,2,11:05.0,,Defensive rebound by C. Joseph,19,26
112,2,11:01.0,,Turnover by C. Joseph (bad pass),19,26
113,2,10:48.0,A. Burks misses 2-pt jump shot from 2 ft,,19,26
114,2,10:44.0,Offensive rebound by M. Chriss,,19,26
115,2,10:42.0,M. Chriss misses 2-pt layup from 3 ft,,19,26
116,2,10:40.0,,Defensive rebound by H. Barnes,19,26
117,2,10:36.0,,T. Ariza misses 3-pt jump shot from 25 ft,19,26
118,2,10:32.0,Defensive rebound by A. Burks,,19,26
119,2,10:22.0,Shooting foul by R. Holmes (drawn by O. Spellman),,19,26
120,2,10:22.0,O. Spellman misses free throw 1 of 2,,19,26
121,2,10:22.0,Offensive rebound by Team,,19,26
122,2,10:22.0,O. Spellman makes free throw 2 of 2,,20,26
123,2,9:57.0,,C. Joseph misses 3-pt jump shot from 25 ft,20,26
124,2,9:54.0,,Offensive rebound by T. Ariza,20,26
125,2,9:53.0,,Shooting foul by M. Chriss (drawn by T. Ariza),20,26
126,2,9:53.0,,T. Ariza misses free throw 1 of 2,20,26
127,2,9:53.0,,Offensive rebound by Team,20,26
128,2,9:53.0,G. Robinson enters the game for J. Poole,,20,26
129,2,9:53.0,,T. Ariza misses free throw 2 of 2,20,26
130,2,9:51.0,Defensive rebound by M. Chriss,,20,26
131,2,9:37.0,Turnover by J. Evans (bad pass; steal by T. Ariza),,20,26
132,2,9:34.0,,T. Ariza makes 2-pt layup at rim,20,28
133,2,9:17.0,A. Burks misses 3-pt jump shot from 26 ft,,20,28
134,2,9:16.0,Offensive rebound by Team,,20,28
135,2,9:06.0,G. Robinson makes 2-pt jump shot from 20 ft (assist by M. Chriss),,22,28
136,2,8:55.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by D. Fox),22,31
137,2,8:39.0,A. Burks misses 2-pt jump shot from 20 ft,,22,31
138,2,8:36.0,Offensive rebound by A. Burks,,22,31
139,2,8:28.0,G. Robinson misses 2-pt jump shot from 11 ft,,22,31
140,2,8:25.0,,Defensive rebound by R. Holmes,22,31
141,2,8:18.0,,D. Fox misses 3-pt jump shot from 25 ft,22,31
142,2,8:15.0,Defensive rebound by A. Burks,,22,31
143,2,8:04.0,M. Chriss misses 2-pt layup from 4 ft,,22,31
144,2,8:01.0,Offensive rebound by M. Chriss,,22,31
145,2,8:01.0,M. Chriss misses 2-pt layup from 1 ft,,22,31
146,2,8:00.0,,Defensive rebound by T. Ariza,22,31
147,2,7:52.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by C. Joseph),22,34
148,2,7:52.0,Golden State full timeout,,22,34
149,2,7:52.0,K. Bowman enters the game for A. Burks,,22,34
150,2,7:52.0,D. Lee enters the game for J. Evans,,22,34
151,2,7:52.0,E. Paschall enters the game for O. Spellman,,22,34
152,2,7:52.0,,B. Hield enters the game for D. Fox,22,34
153,2,7:39.0,G. Robinson misses 3-pt jump shot from 25 ft,,22,34
154,2,7:36.0,,Defensive rebound by T. Ariza,22,34
155,2,7:24.0,,H. Barnes misses 2-pt jump shot from 8 ft,22,34
156,2,7:21.0,Defensive rebound by E. Paschall,,22,34
157,2,7:05.0,Turnover by K. Bowman (bad pass; steal by H. Barnes),,22,34
158,2,6:57.0,,Shooting foul by M. Chriss (drawn by H. Barnes),22,34
159,2,6:57.0,,H. Barnes makes free throw 1 of 2,22,35
160,2,6:57.0,W. Cauley-Stein enters the game for M. Chriss,,22,35
161,2,6:57.0,,N. Bjelica enters the game for T. Ariza,22,35
162,2,6:57.0,,H. Barnes makes free throw 2 of 2,22,36
163,2,6:45.0,K. Bowman makes 2-pt jump shot from 15 ft (assist by W. Cauley-Stein),,24,36
164,2,6:29.0,,Turnover by N. Bjelica (bad pass; steal by W. Cauley-Stein),24,36
165,2,6:25.0,K. Bowman misses 2-pt layup from 2 ft,,24,36
166,2,6:21.0,,Defensive rebound by N. Bjelica,24,36
167,2,6:17.0,,B. Hield misses 3-pt jump shot from 25 ft,24,36
168,2,6:14.0,Defensive rebound by K. Bowman,,24,36
169,2,5:50.0,E. Paschall misses 3-pt jump shot from 24 ft (block by R. Holmes),,24,36
170,2,5:50.0,Offensive rebound by Team,,24,36
171,2,5:50.0,Turnover by Team (shot clock),,24,36
172,2,5:31.0,,B. Hield misses 3-pt jump shot from 23 ft,24,36
173,2,5:28.0,Defensive rebound by G. Robinson,,24,36
174,2,5:24.0,G. Robinson makes 2-pt jump shot from 14 ft,,26,36
175,2,5:07.0,,H. Barnes misses 2-pt layup from 2 ft,26,36
176,2,5:05.0,Defensive rebound by D. Lee,,26,36
177,2,5:01.0,D. Lee misses 2-pt jump shot from 15 ft,,26,36
178,2,4:57.0,,Defensive rebound by R. Holmes,26,36
179,2,4:50.0,,N. Bjelica makes 3-pt jump shot from 28 ft (assist by H. Barnes),26,39
