,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DALLAS_ACTION,LA LAKERS_SCORE,DALLAS_SCORE
47,1,5:43.0,K. Kuzma misses 2-pt jump shot from 20 ft,,22,9
48,1,5:41.0,,Defensive rebound by D. Finney-Smith,22,9
49,1,5:35.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft,22,9
50,1,5:31.0,Defensive rebound by L. James,,22,9
51,1,5:29.0,K. Kuzma makes 2-pt jump shot from 5 ft (assist by D. Green),,24,9
52,1,5:16.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by D. Powell),24,12
53,1,5:14.0,LA Lakers full timeout,,24,12
54,1,5:14.0,R. Rondo enters the game for L. James,,24,12
55,1,5:14.0,,J. Jackson enters the game for D. Finney-Smith,24,12
56,1,5:14.0,,M. Kleber enters the game for D. Powell,24,12
57,1,4:57.0,A. Bradley misses 3-pt jump shot from 25 ft,,24,12
58,1,4:54.0,,Defensive rebound by T. Hardaway,24,12
59,1,4:50.0,,T. Hardaway misses 2-pt layup from 1 ft (block by D. Green),24,12
60,1,4:46.0,Defensive rebound by R. Rondo,,24,12
61,1,4:44.0,Shooting foul by M. Kleber (drawn by K. Kuzma),,24,12
62,1,4:44.0,K. Kuzma makes free throw 1 of 2,,25,12
63,1,4:44.0,K. Caldwell-Pope enters the game for D. Green,,25,12
64,1,4:44.0,D. Howard enters the game for J. McGee,,25,12
65,1,4:44.0,K. Kuzma makes free throw 2 of 2,,26,12
66,1,4:32.0,,S. Curry misses 3-pt jump shot from 25 ft,26,12
67,1,4:30.0,Defensive rebound by R. Rondo,,26,12
68,1,4:26.0,R. Rondo misses 2-pt jump shot from 17 ft,,26,12
69,1,4:24.0,Offensive rebound by D. Howard,,26,12
70,1,4:22.0,D. Howard makes 2-pt layup from 1 ft,,28,12
71,1,4:11.0,,T. Hardaway makes 2-pt jump shot from 18 ft (assist by M. Kleber),28,14
72,1,4:11.0,,Flagrant foul type 1 by D. Howard (drawn by M. Kleber),28,14
73,1,4:11.0,,M. Kleber makes flagrant free throw 1 of 1,28,15
74,1,4:11.0,,Instant Replay (Request: Ruling Stands),28,15
75,1,4:11.0,A. Caruso enters the game for A. Bradley,,28,15
76,1,3:58.0,,S. Curry makes 2-pt jump shot from 17 ft (assist by D. Wright),28,17
77,1,3:58.0,Violation by Team (def goaltending),,28,17
78,1,3:43.0,Shooting foul by T. Hardaway (drawn by D. Howard),,28,17
79,1,3:43.0,Instant Replay (Request: Ruling Stands),,28,17
80,1,3:43.0,D. Howard misses free throw 1 of 2,,28,17
81,1,3:43.0,Offensive rebound by Team,,28,17
82,1,3:43.0,,J. Brunson enters the game for T. Hardaway,28,17
83,1,3:43.0,,B. Marjanović enters the game for D. Wright,28,17
84,1,3:43.0,D. Howard misses free throw 2 of 2,,28,17
85,1,3:42.0,,Defensive rebound by M. Kleber,28,17
86,1,3:28.0,,S. Curry misses 2-pt layup from 6 ft,28,17
87,1,3:26.0,Defensive rebound by D. Howard,,28,17
88,1,3:21.0,R. Rondo misses 2-pt layup from 3 ft,,28,17
89,1,3:21.0,Offensive rebound by K. Kuzma,,28,17
90,1,3:16.0,K. Kuzma makes 2-pt dunk at rim,,30,17
91,1,3:04.0,,B. Marjanović makes 2-pt jump shot from 6 ft,30,19
92,1,2:49.0,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by K. Kuzma),,33,19
93,1,2:30.0,,S. Curry misses 2-pt jump shot from 9 ft,33,19
94,1,2:25.0,,Offensive rebound by B. Marjanović,33,19
95,1,2:25.0,,B. Marjanović misses 2-pt layup from 1 ft,33,19
96,1,2:23.0,,Offensive rebound by B. Marjanović,33,19
97,1,2:23.0,,B. Marjanović makes 2-pt layup from 1 ft,33,21
98,1,2:13.0,K. Kuzma makes 2-pt jump shot from 18 ft,,35,21
99,1,1:52.0,,J. Brunson makes 2-pt jump shot from 10 ft,35,23
100,1,1:45.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,35,23
101,1,1:41.0,,Defensive rebound by B. Marjanović,35,23
102,1,1:34.0,,J. Brunson misses 2-pt jump shot from 10 ft,35,23
103,1,1:33.0,Defensive rebound by D. Howard,,35,23
104,1,1:30.0,A. Caruso makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),,37,23
105,1,1:30.0,Shooting foul by M. Kleber (drawn by A. Caruso),,37,23
106,1,1:30.0,,L. Dončić enters the game for M. Kleber,37,23
107,1,1:30.0,A. Caruso makes free throw 1 of 1,,38,23
108,1,1:17.0,,Personal foul by A. Caruso (drawn by L. Dončić),38,23
109,1,1:17.0,,L. Dončić makes free throw 1 of 2,38,24
110,1,1:17.0,,L. Dončić makes free throw 2 of 2,38,25
111,1,1:03.0,D. Howard makes 2-pt dunk from 2 ft (assist by K. Kuzma),,40,25
112,1,0:58.0,,Turnover by J. Jackson (bad pass; steal by A. Caruso),40,25
113,1,0:55.0,Shooting foul by B. Marjanović (drawn by K. Caldwell-Pope),,40,25
114,1,0:55.0,K. Caldwell-Pope makes free throw 1 of 2,,41,25
115,1,0:55.0,K. Caldwell-Pope makes free throw 2 of 2,,42,25
116,1,0:40.0,,L. Dončić misses 2-pt jump shot from 6 ft (block by D. Howard),42,25
117,1,0:35.0,,Offensive rebound by B. Marjanović,42,25
118,1,0:35.0,,B. Marjanović misses 2-pt layup from 1 ft,42,25
119,1,0:35.0,,Offensive rebound by B. Marjanović,42,25
120,1,0:35.0,,B. Marjanović misses 2-pt layup from 1 ft,42,25
121,1,0:34.0,,Offensive rebound by B. Marjanović,42,25
122,1,0:32.0,,B. Marjanović makes 2-pt dunk from 1 ft,42,27
123,1,0:28.0,K. Kuzma misses 2-pt jump shot from 9 ft,,42,27
124,1,0:26.0,Offensive rebound by K. Kuzma,,42,27
125,1,0:20.0,K. Kuzma misses 3-pt jump shot from 25 ft,,42,27
126,1,0:18.0,Offensive rebound by D. Howard,,42,27
127,1,0:18.0,D. Howard makes 2-pt dunk from 1 ft,,44,27
128,1,0:13.0,Technical foul by R. Carlisle,,44,27
129,1,0:13.0,K. Caldwell-Pope makes technical free throw,,45,27
130,1,0:00.0,,J. Brunson misses 3-pt jump shot from 23 ft,45,27
131,1,0:00.0,,Offensive rebound by Team,45,27
132,2,11:37.0,,B. Marjanović makes 2-pt layup from 3 ft (assist by L. Dončić),45,29
133,2,11:21.0,D. Howard makes 2-pt dunk from 2 ft (assist by L. James),,47,29
134,2,10:59.0,,L. Dončić misses 2-pt jump shot from 5 ft,47,29
135,2,10:59.0,,Offensive rebound by B. Marjanović,47,29
136,2,10:59.0,,Personal foul by J. Dudley (drawn by B. Marjanović),47,29
137,2,10:49.0,,J. Brunson misses 2-pt jump shot from 16 ft,47,29
138,2,10:47.0,Defensive rebound by D. Howard,,47,29
139,2,10:41.0,L. James misses 3-pt jump shot from 26 ft,,47,29
140,2,10:41.0,,Defensive rebound by B. Marjanović,47,29
141,2,10:31.0,,Shooting foul by J. Dudley (drawn by B. Marjanović),47,29
142,2,10:31.0,,B. Marjanović makes free throw 1 of 2,47,30
143,2,10:31.0,,B. Marjanović makes free throw 2 of 2,47,31
144,2,10:19.0,L. James makes 2-pt hook shot from 7 ft,,49,31
145,2,10:11.0,,Shooting foul by D. Howard (drawn by L. Dončić),49,31
146,2,10:11.0,,L. Dončić misses free throw 1 of 2,49,31
147,2,10:11.0,,Offensive rebound by Team,49,31
148,2,10:11.0,,L. Dončić makes free throw 2 of 2,49,32
149,2,10:01.0,Shooting foul by B. Marjanović (drawn by D. Howard),,49,32
150,2,10:01.0,D. Howard makes free throw 1 of 2,,50,32
151,2,10:01.0,D. Howard makes free throw 2 of 2,,51,32
152,2,9:46.0,,Turnover by L. Dončić (bad pass),51,32
153,2,9:32.0,L. James misses 3-pt jump shot from 25 ft,,51,32
154,2,9:29.0,,Defensive rebound by L. Dončić,51,32
155,2,9:22.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,51,32
156,2,9:19.0,Defensive rebound by R. Rondo,,51,32
157,2,9:17.0,Personal foul by S. Curry (drawn by L. James),,51,32
158,2,9:17.0,,T. Hardaway enters the game for S. Curry,51,32
159,2,9:17.0,,D. Powell enters the game for B. Marjanović,51,32
160,2,9:13.0,L. James makes 3-pt jump shot from 27 ft (assist by R. Rondo),,54,32
161,2,9:11.0,,Dallas full timeout,54,32
162,2,9:00.0,,L. Dončić makes 2-pt jump shot from 17 ft,54,34
163,2,9:00.0,,Shooting foul by D. Howard (drawn by L. Dončić),54,34
164,2,9:00.0,Violation by Team (delay of game),,54,34
165,2,9:00.0,J. McGee enters the game for D. Howard,,54,34
166,2,9:00.0,,L. Dončić makes free throw 1 of 1,54,35
167,2,8:44.0,J. Dudley makes 3-pt jump shot from 23 ft (assist by L. James),,57,35
168,2,8:34.0,,D. Powell makes 2-pt layup from 3 ft (assist by L. Dončić),57,37
169,2,8:34.0,,Shooting foul by J. McGee (drawn by D. Powell),57,37
170,2,8:34.0,,D. Powell makes free throw 1 of 1,57,38
171,2,8:17.0,L. James misses 3-pt jump shot from 26 ft,,57,38
172,2,8:16.0,,Defensive rebound by Team,57,38
173,2,8:10.0,,L. Dončić makes 3-pt jump shot from 28 ft,57,41
174,2,8:06.0,LA Lakers full timeout,,57,41
175,2,8:06.0,,D. Wright enters the game for J. Brunson,57,41
176,2,7:59.0,Personal foul by D. Finney-Smith (drawn by L. James),,57,41
177,2,7:48.0,L. James misses 2-pt layup from 4 ft,,57,41
178,2,7:45.0,,Defensive rebound by L. Dončić,57,41
179,2,7:42.0,,Turnover by L. Dončić (out of bounds lost ball),57,41
180,2,7:26.0,L. James makes 2-pt layup from 3 ft,,59,41
181,2,7:26.0,Shooting foul by D. Wright (drawn by L. James),,59,41
182,2,7:26.0,A. Caruso enters the game for J. Dudley,,59,41
183,2,7:26.0,K. Kuzma enters the game for R. Rondo,,59,41
184,2,7:26.0,,S. Curry enters the game for L. Dončić,59,41
185,2,7:26.0,L. James makes free throw 1 of 1,,60,41
186,2,7:08.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,60,41
187,2,7:03.0,Defensive rebound by A. Caruso,,60,41
188,2,7:00.0,K. Kuzma misses 3-pt jump shot from 25 ft,,60,41
189,2,6:58.0,,Defensive rebound by T. Hardaway,60,41
190,2,6:50.0,,T. Hardaway misses 3-pt jump shot from 25 ft,60,41
191,2,6:46.0,Defensive rebound by L. James,,60,41
192,2,6:41.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,60,41
193,2,6:38.0,Offensive rebound by K. Kuzma,,60,41
194,2,6:37.0,K. Kuzma makes 2-pt jump shot from 2 ft,,62,41
195,2,6:17.0,,S. Curry makes 2-pt jump shot from 20 ft,62,43
196,2,6:12.0,Turnover by L. James (bad pass),,62,43
197,2,6:12.0,D. Green enters the game for L. James,,62,43
198,2,5:59.0,,S. Curry makes 3-pt jump shot from 27 ft,62,46
199,2,5:42.0,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,,62,46
200,2,5:39.0,,Defensive rebound by S. Curry,62,46
201,2,5:32.0,,S. Curry misses 2-pt jump shot from 9 ft,62,46
202,2,5:30.0,Defensive rebound by K. Caldwell-Pope,,62,46
203,2,5:12.0,K. Kuzma misses 3-pt jump shot from 26 ft,,62,46
204,2,5:09.0,,Defensive rebound by D. Powell,62,46
205,2,5:03.0,,D. Wright makes 2-pt layup from 3 ft,62,48
206,2,5:03.0,,Shooting foul by K. Caldwell-Pope (drawn by D. Wright),62,48
207,2,5:03.0,,D. Wright misses free throw 1 of 1,62,48
208,2,4:59.0,,Offensive rebound by D. Finney-Smith,62,48
209,2,4:58.0,,D. Finney-Smith misses 2-pt layup from 1 ft (block by J. McGee),62,48
210,2,4:55.0,,Offensive rebound by D. Finney-Smith,62,48
211,2,4:49.0,,T. Hardaway misses 2-pt jump shot from 6 ft,62,48
212,2,4:47.0,,Offensive rebound by D. Wright,62,48
213,2,4:46.0,,D. Wright makes 2-pt layup from 3 ft,62,50
214,2,4:45.0,LA Lakers full timeout,,62,50
215,2,4:45.0,A. Bradley enters the game for K. Caldwell-Pope,,62,50
216,2,4:26.0,D. Green makes 3-pt jump shot from 24 ft (assist by A. Caruso),,65,50
217,2,4:14.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft,65,50
218,2,4:13.0,,Offensive rebound by Team,65,50
219,2,4:13.0,Loose ball foul by J. McGee (drawn by D. Powell),,65,50
220,2,4:13.0,,D. Powell misses free throw 1 of 2,65,50
221,2,4:13.0,,Offensive rebound by Team,65,50
222,2,4:13.0,,L. Dončić enters the game for D. Finney-Smith,65,50
223,2,4:13.0,,D. Powell makes free throw 2 of 2,65,51
224,2,3:55.0,D. Green misses 3-pt jump shot from 26 ft,,65,51
225,2,3:52.0,,Defensive rebound by D. Wright,65,51
226,2,3:43.0,,Turnover by D. Wright (bad pass; steal by J. McGee),65,51
227,2,3:38.0,A. Bradley makes 2-pt layup from 2 ft (assist by A. Caruso),,67,51
228,2,3:38.0,,Dallas full timeout,67,51
229,2,3:25.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by S. Curry),67,54
230,2,3:09.0,Shooting foul by L. Dončić (drawn by K. Kuzma),,67,54
231,2,3:09.0,K. Kuzma makes free throw 1 of 2,,68,54
232,2,3:09.0,L. James enters the game for A. Caruso,,68,54
233,2,3:09.0,,M. Kleber enters the game for D. Wright,68,54
234,2,3:09.0,K. Kuzma makes free throw 2 of 2,,69,54
235,2,2:59.0,,Shooting foul by A. Bradley (drawn by L. Dončić),69,54
236,2,2:59.0,,L. Dončić misses free throw 1 of 3,69,54
237,2,2:59.0,,Offensive rebound by Team,69,54
238,2,2:59.0,,L. Dončić makes free throw 2 of 3,69,55
239,2,2:59.0,,L. Dončić misses free throw 3 of 3,69,55
240,2,2:56.0,Defensive rebound by L. James,,69,55
241,2,2:44.0,J. McGee makes 2-pt dunk from 2 ft (assist by L. James),,71,55
242,2,2:31.0,,D. Powell misses 2-pt jump shot from 3 ft,71,55
243,2,2:27.0,Defensive rebound by L. James,,71,55
244,2,2:21.0,K. Kuzma makes 2-pt layup from 2 ft,,73,55
245,2,1:53.0,,Shooting foul by D. Green (drawn by L. Dončić),73,55
246,2,1:53.0,,Technical foul by F. Vogel,73,55
247,2,1:53.0,,S. Curry makes technical free throw,73,56
248,2,1:53.0,,L. Dončić misses free throw 1 of 2,73,56
249,2,1:53.0,,Offensive rebound by Team,73,56
250,2,1:53.0,J. Dudley enters the game for J. McGee,,73,56
251,2,1:53.0,,L. Dončić misses free throw 2 of 2,73,56
252,2,1:49.0,Defensive rebound by L. James,,73,56
253,2,1:40.0,L. James misses 2-pt layup from 4 ft (block by M. Kleber),,73,56
254,2,1:38.0,Offensive rebound by L. James,,73,56
255,2,1:37.0,L. James makes 2-pt layup at rim,,75,56
256,2,1:19.0,,S. Curry misses 3-pt jump shot from 26 ft,75,56
257,2,1:16.0,Defensive rebound by K. Kuzma,,75,56
258,2,1:11.0,Shooting foul by D. Powell (drawn by K. Kuzma),,75,56
259,2,1:11.0,K. Kuzma makes free throw 1 of 2,,76,56
260,2,1:11.0,K. Caldwell-Pope enters the game for A. Bradley,,76,56
261,2,1:11.0,A. Caruso enters the game for J. Dudley,,76,56
262,2,1:11.0,J. McGee enters the game for D. Green,,76,56
263,2,1:11.0,K. Kuzma makes free throw 2 of 2,,77,56
264,2,0:56.0,,S. Curry misses 3-pt jump shot from 23 ft,77,56
265,2,0:54.0,,Offensive rebound by M. Kleber,77,56
266,2,0:48.0,,Shooting foul by J. McGee (drawn by L. Dončić),77,56
267,2,0:48.0,,L. Dončić makes free throw 1 of 2,77,57
268,2,0:48.0,J. Dudley enters the game for J. McGee,,77,57
269,2,0:48.0,,L. Dončić makes free throw 2 of 2,77,58
270,2,0:39.0,L. James misses 2-pt layup from 3 ft (block by M. Kleber),,77,58
271,2,0:36.0,,Defensive rebound by D. Powell,77,58
272,2,0:30.0,,T. Hardaway misses 3-pt jump shot from 25 ft,77,58
273,2,0:28.0,Defensive rebound by J. Dudley,,77,58
274,2,0:15.0,L. James misses 2-pt layup from 2 ft,,77,58
275,2,0:14.0,Offensive rebound by K. Kuzma,,77,58
276,2,0:14.0,K. Kuzma makes 2-pt layup at rim,,79,58
277,3,11:46.0,,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by L. Dončić),79,60
278,3,11:28.0,D. Green misses 2-pt layup from 1 ft,,79,60
279,3,11:25.0,,Defensive rebound by T. Hardaway,79,60
280,3,11:19.0,,T. Hardaway misses 3-pt jump shot from 26 ft,79,60
281,3,11:15.0,Defensive rebound by A. Bradley,,79,60
282,3,11:13.0,Turnover by A. Bradley (bad pass; steal by D. Finney-Smith),,79,60
283,3,11:09.0,,D. Finney-Smith makes 2-pt layup from 2 ft,79,62
284,3,10:49.0,Shooting foul by L. Dončić (drawn by J. McGee),,79,62
285,3,10:49.0,J. McGee misses free throw 1 of 2,,79,62
286,3,10:49.0,Offensive rebound by Team,,79,62
287,3,10:49.0,J. McGee misses free throw 2 of 2,,79,62
288,3,10:47.0,,Defensive rebound by L. Dončić,79,62
289,3,10:25.0,,M. Kleber misses 3-pt jump shot from 26 ft,79,62
290,3,10:22.0,Defensive rebound by L. James,,79,62
291,3,10:13.0,J. McGee makes 2-pt layup at rim (assist by L. James),,81,62
292,3,9:56.0,,Personal foul by J. McGee (drawn by L. Dončić),81,62
293,3,9:56.0,D. Howard enters the game for J. McGee,,81,62
294,3,9:44.0,,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by L. Dončić),81,65
295,3,9:27.0,K. Kuzma makes 3-pt jump shot from 23 ft,,84,65
296,3,9:06.0,,Shooting foul by D. Howard (drawn by D. Powell),84,65
297,3,9:06.0,,D. Powell misses free throw 1 of 2,84,65
298,3,9:06.0,,Offensive rebound by Team,84,65
299,3,9:06.0,,D. Powell makes free throw 2 of 2,84,66
300,3,8:54.0,L. James misses 2-pt layup from 2 ft,,84,66
301,3,8:52.0,Offensive rebound by L. James,,84,66
302,3,8:52.0,L. James makes 2-pt layup at rim,,86,66
303,3,8:36.0,,L. Dončić makes 2-pt jump shot from 9 ft,86,68
304,3,8:20.0,K. Kuzma misses 3-pt jump shot from 26 ft,,86,68
305,3,8:17.0,,Defensive rebound by L. Dončić,86,68
306,3,8:12.0,,L. Dončić misses 3-pt jump shot from 26 ft,86,68
307,3,8:08.0,Defensive rebound by D. Howard,,86,68
308,3,7:50.0,L. James misses 2-pt layup from 1 ft,,86,68
309,3,7:48.0,,Defensive rebound by L. Dončić,86,68
310,3,7:42.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,86,68
311,3,7:38.0,Defensive rebound by K. Kuzma,,86,68
312,3,7:27.0,K. Kuzma misses 2-pt hook shot from 7 ft,,86,68
313,3,7:27.0,,Defensive rebound by Team,86,68
314,3,7:27.0,Loose ball foul by D. Howard (drawn by M. Kleber),,86,68
315,3,7:27.0,,Technical foul by K. Kuzma,86,68
316,3,7:27.0,,T. Hardaway makes technical free throw,86,69
317,3,7:27.0,J. McGee enters the game for D. Howard,,86,69
318,3,7:12.0,,T. Hardaway makes 2-pt layup from 4 ft (assist by D. Powell),86,71
319,3,7:12.0,LA Lakers full timeout,,86,71
320,3,6:58.0,Shooting foul by D. Finney-Smith (drawn by J. McGee),,86,71
321,3,6:58.0,J. McGee misses free throw 1 of 2,,86,71
322,3,6:58.0,Offensive rebound by Team,,86,71
323,3,6:58.0,J. McGee makes free throw 2 of 2,,87,71
324,3,6:37.0,,L. Dončić misses 2-pt jump shot from 5 ft,87,71
325,3,6:35.0,Defensive rebound by L. James,,87,71
326,3,6:31.0,L. James makes 2-pt layup from 1 ft,,89,71
327,3,6:09.0,,T. Hardaway misses 2-pt jump shot from 19 ft,89,71
328,3,6:09.0,,Offensive rebound by Team,89,71
329,3,6:09.0,Loose ball foul by J. McGee (drawn by D. Powell),,89,71
330,3,6:09.0,J. Dudley enters the game for J. McGee,,89,71
331,3,5:59.0,,M. Kleber misses 2-pt jump shot from 14 ft,89,71
332,3,5:56.0,Defensive rebound by J. Dudley,,89,71
333,3,5:37.0,D. Green misses 2-pt hook shot from 6 ft,,89,71
334,3,5:35.0,,Defensive rebound by D. Powell,89,71
335,3,5:27.0,,L. Dončić makes 2-pt layup from 5 ft,89,73
336,3,5:27.0,,Shooting foul by D. Green (drawn by L. Dončić),89,73
337,3,5:27.0,R. Rondo enters the game for D. Green,,89,73
338,3,5:27.0,,D. Wright enters the game for D. Powell,89,73
339,3,5:27.0,,L. Dončić makes free throw 1 of 1,89,74
340,3,5:14.0,L. James makes 2-pt layup from 1 ft,,91,74
341,3,4:55.0,,L. Dončić makes 2-pt layup from 1 ft,91,76
342,3,4:46.0,K. Kuzma misses 3-pt jump shot from 26 ft,,91,76
343,3,4:44.0,,Defensive rebound by D. Finney-Smith,91,76
344,3,4:39.0,,L. Dončić misses 2-pt jump shot from 10 ft (block by J. Dudley),91,76
345,3,4:37.0,,Offensive rebound by L. Dončić,91,76
346,3,4:28.0,,D. Finney-Smith misses 3-pt jump shot from 24 ft,91,76
347,3,4:25.0,,Offensive rebound by T. Hardaway,91,76
348,3,4:24.0,,T. Hardaway makes 2-pt layup from 2 ft,91,78
349,3,4:02.0,K. Kuzma misses 2-pt jump shot from 7 ft,,91,78
350,3,4:00.0,,Defensive rebound by L. Dončić,91,78
351,3,3:53.0,,D. Wright misses 2-pt jump shot from 6 ft,91,78
352,3,3:48.0,,Offensive rebound by D. Finney-Smith,91,78
353,3,3:48.0,,D. Finney-Smith misses 2-pt layup at rim,91,78
354,3,3:47.0,Defensive rebound by L. James,,91,78
355,3,3:44.0,K. Kuzma misses 3-pt jump shot from 24 ft,,91,78
356,3,3:42.0,,Defensive rebound by L. Dončić,91,78
357,3,3:36.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by L. Dončić),91,81
358,3,3:34.0,LA Lakers full timeout,,91,81
359,3,3:34.0,K. Caldwell-Pope enters the game for A. Bradley,,91,81
360,3,3:34.0,A. Caruso enters the game for L. James,,91,81
361,3,3:34.0,D. Green enters the game for K. Kuzma,,91,81
362,3,3:34.0,,S. Curry enters the game for L. Dončić,91,81
363,3,3:34.0,,D. Powell enters the game for M. Kleber,91,81
364,3,3:18.0,Shooting foul by T. Hardaway (drawn by A. Caruso),,91,81
365,3,3:18.0,A. Caruso makes free throw 1 of 2,,92,81
366,3,3:18.0,,J. Jackson enters the game for D. Finney-Smith,92,81
367,3,3:18.0,A. Caruso makes free throw 2 of 2,,93,81
368,3,3:07.0,,D. Powell misses 2-pt layup from 2 ft,93,81
369,3,3:05.0,Defensive rebound by D. Green,,93,81
370,3,2:59.0,J. Dudley misses 3-pt jump shot from 25 ft,,93,81
371,3,2:55.0,,Defensive rebound by T. Hardaway,93,81
372,3,2:48.0,,T. Hardaway misses 3-pt jump shot from 27 ft,93,81
373,3,2:46.0,Defensive rebound by D. Green,,93,81
374,3,2:22.0,J. Dudley makes 2-pt jump shot from 5 ft (assist by D. Green),,95,81
375,3,2:10.0,,J. Jackson misses 3-pt jump shot from 26 ft,95,81
376,3,2:06.0,Defensive rebound by D. Green,,95,81
377,3,1:55.0,Shooting foul by D. Powell (drawn by R. Rondo),,95,81
378,3,1:55.0,R. Rondo makes free throw 1 of 2,,96,81
379,3,1:55.0,,J. Brunson enters the game for T. Hardaway,96,81
380,3,1:55.0,R. Rondo makes free throw 2 of 2,,97,81
381,3,1:37.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Brunson),97,84
382,3,1:23.0,Personal foul by D. Wright (drawn by R. Rondo),,97,84
383,3,1:23.0,R. Rondo makes free throw 1 of 2,,98,84
384,3,1:23.0,R. Rondo makes free throw 2 of 2,,99,84
385,3,1:14.0,,D. Wright misses 2-pt layup from 1 ft,99,84
386,3,1:13.0,,Offensive rebound by Team,99,84
387,3,1:00.0,,S. Curry makes 2-pt layup from 2 ft (assist by J. Brunson),99,86
388,3,0:48.0,R. Rondo misses 2-pt layup from 1 ft,,99,86
389,3,0:45.0,,Defensive rebound by J. Brunson,99,86
390,3,0:38.0,,J. Brunson misses 2-pt layup from 2 ft,99,86
391,3,0:36.0,Defensive rebound by Team,,99,86
