,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MILWAUKEE_ACTION,NEW YORK_SCORE,MILWAUKEE_SCORE
0,1,11:38.0,,G. Antetokounmpo misses 2-pt hook shot from 7 ft,0,0
1,1,11:35.0,Defensive rebound by E. Payton,,0,0
2,1,11:22.0,Turnover by R. Barrett (lost ball; steal by W. Matthews),,0,0
3,1,11:18.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,0,2
4,1,11:02.0,E. Payton misses 2-pt jump shot from 9 ft,,0,2
5,1,10:59.0,,Defensive rebound by K. Middleton,0,2
6,1,10:54.0,,K. Middleton makes 2-pt jump shot from 10 ft,0,4
7,1,10:42.0,J. Randle misses 2-pt hook shot from 5 ft,,0,4
8,1,10:39.0,,Defensive rebound by G. Antetokounmpo,0,4
9,1,10:36.0,,K. Middleton makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),0,6
10,1,10:17.0,J. Randle misses 3-pt jump shot from 27 ft,,0,6
11,1,10:15.0,,Defensive rebound by E. Bledsoe,0,6
12,1,10:10.0,,Personal foul by J. Randle (drawn by G. Antetokounmpo),0,6
13,1,10:03.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,0,6
14,1,10:01.0,Defensive rebound by J. Randle,,0,6
15,1,9:51.0,R. Bullock misses 2-pt jump shot from 13 ft,,0,6
16,1,9:49.0,,Defensive rebound by E. Bledsoe,0,6
17,1,9:46.0,,Turnover by E. Bledsoe (out of bounds lost ball),0,6
18,1,9:35.0,T. Gibson misses 2-pt jump shot from 15 ft,,0,6
19,1,9:32.0,,Defensive rebound by G. Antetokounmpo,0,6
20,1,9:29.0,,Personal foul by E. Payton (drawn by G. Antetokounmpo),0,6
21,1,9:12.0,,G. Antetokounmpo misses 2-pt layup from 4 ft,0,6
22,1,9:08.0,,Offensive rebound by G. Antetokounmpo,0,6
23,1,9:08.0,,G. Antetokounmpo makes 2-pt layup at rim,0,8
24,1,9:07.0,New York full timeout,,0,8
25,1,8:58.0,Shooting foul by G. Antetokounmpo (drawn by J. Randle),,0,8
26,1,8:58.0,J. Randle makes free throw 1 of 2,,1,8
27,1,8:58.0,J. Randle makes free throw 2 of 2,,2,8
28,1,8:43.0,,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by K. Middleton),2,10
29,1,8:20.0,E. Payton makes 2-pt jump shot from 10 ft,,4,10
30,1,8:13.0,,E. Bledsoe makes 2-pt layup from 2 ft,4,12
31,1,8:00.0,R. Barrett misses 2-pt jump shot from 8 ft,,4,12
32,1,7:58.0,,Defensive rebound by B. Lopez,4,12
33,1,7:49.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by K. Middleton),4,15
34,1,7:26.0,J. Randle misses 2-pt jump shot from 10 ft,,4,15
35,1,7:23.0,,Defensive rebound by B. Lopez,4,15
36,1,7:20.0,,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by B. Lopez),4,18
37,1,7:13.0,New York full timeout,,4,18
38,1,6:58.0,R. Barrett makes 3-pt jump shot from 27 ft (assist by T. Gibson),,7,18
39,1,6:42.0,,Turnover by E. Bledsoe (bad pass; steal by T. Gibson),7,18
40,1,6:37.0,R. Barrett misses 3-pt jump shot from 24 ft,,7,18
41,1,6:35.0,Offensive rebound by J. Randle,,7,18
42,1,6:33.0,J. Randle makes 2-pt layup from 2 ft,,9,18
43,1,6:21.0,,W. Matthews misses 2-pt layup from 2 ft,9,18
44,1,6:21.0,Defensive rebound by E. Payton,,9,18
45,1,6:16.0,T. Gibson misses 2-pt jump shot from 17 ft,,9,18
46,1,6:13.0,,Defensive rebound by G. Antetokounmpo,9,18
47,1,6:08.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,9,18
48,1,6:04.0,Defensive rebound by E. Payton,,9,18
49,1,6:01.0,J. Randle misses 2-pt layup from 2 ft (block by B. Lopez),,9,18
50,1,6:01.0,,Defensive rebound by K. Middleton,9,18
51,1,5:56.0,,W. Matthews misses 3-pt jump shot from 28 ft,9,18
52,1,5:49.0,,Offensive rebound by G. Antetokounmpo,9,18
53,1,5:44.0,,Shooting foul by T. Gibson (drawn by G. Antetokounmpo),9,18
54,1,5:44.0,,G. Antetokounmpo makes free throw 1 of 2,9,19
55,1,5:44.0,M. Robinson enters the game for T. Gibson,,9,19
56,1,5:44.0,,D. DiVincenzo enters the game for B. Lopez,9,19
57,1,5:44.0,,E. İlyasova enters the game for W. Matthews,9,19
58,1,5:44.0,,G. Antetokounmpo makes free throw 2 of 2,9,20
59,1,5:44.0,,B. Lopez enters the game for G. Antetokounmpo,9,20
60,1,5:22.0,J. Randle makes 3-pt jump shot from 23 ft (assist by E. Payton),,12,20
61,1,5:10.0,,Turnover by D. DiVincenzo (bad pass; steal by M. Robinson),12,20
62,1,5:04.0,R. Bullock misses 2-pt layup from 4 ft,,12,20
63,1,5:01.0,Offensive rebound by J. Randle,,12,20
64,1,5:01.0,J. Randle misses 2-pt layup from 1 ft,,12,20
65,1,5:01.0,Offensive rebound by J. Randle,,12,20
66,1,4:59.0,J. Randle misses 2-pt layup from 2 ft (block by B. Lopez),,12,20
67,1,4:59.0,Offensive rebound by J. Randle,,12,20
68,1,4:54.0,J. Randle makes 2-pt layup from 3 ft,,14,20
69,1,4:48.0,,Shooting foul by M. Robinson (drawn by E. Bledsoe),14,20
70,1,4:48.0,,E. Bledsoe makes free throw 1 of 2,14,21
71,1,4:48.0,,G. Hill enters the game for K. Middleton,14,21
72,1,4:48.0,,E. Bledsoe misses free throw 2 of 2,14,21
73,1,4:45.0,Defensive rebound by R. Barrett,,14,21
74,1,4:28.0,J. Randle makes 3-pt jump shot from 28 ft (assist by E. Payton),,17,21
75,1,4:07.0,,B. Lopez misses 3-pt jump shot from 27 ft,17,21
76,1,4:04.0,Defensive rebound by J. Randle,,17,21
77,1,3:59.0,R. Bullock misses 3-pt jump shot from 25 ft,,17,21
78,1,3:55.0,,Defensive rebound by E. İlyasova,17,21
79,1,3:43.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by E. Bledsoe),17,23
80,1,3:23.0,E. Payton misses 2-pt layup from 1 ft,,17,23
81,1,3:19.0,Offensive rebound by M. Robinson,,17,23
82,1,3:19.0,M. Robinson makes 2-pt dunk from 1 ft,,19,23
83,1,3:15.0,,E. Bledsoe misses 2-pt jump shot from 11 ft (block by M. Robinson),19,23
84,1,3:12.0,Defensive rebound by J. Randle,,19,23
85,1,3:08.0,Personal foul by D. DiVincenzo (drawn by J. Randle),,19,23
86,1,3:08.0,K. Allen enters the game for R. Bullock,,19,23
87,1,3:08.0,D. Dotson enters the game for E. Payton,,19,23
88,1,3:08.0,,D. Bender enters the game for E. Bledsoe,19,23
89,1,3:08.0,,P. Connaughton enters the game for B. Lopez,19,23
90,1,3:02.0,M. Robinson makes 2-pt dunk from 2 ft (assist by K. Allen),,21,23
91,1,2:41.0,,G. Hill makes 3-pt jump shot from 27 ft (assist by D. DiVincenzo),21,26
92,1,2:29.0,J. Randle misses 3-pt jump shot from 27 ft,,21,26
93,1,2:26.0,,Defensive rebound by G. Hill,21,26
94,1,2:17.0,,D. Bender misses 2-pt layup from 8 ft,21,26
95,1,2:13.0,Defensive rebound by M. Robinson,,21,26
96,1,2:02.0,D. Dotson misses 2-pt jump shot from 20 ft,,21,26
97,1,1:59.0,,Defensive rebound by D. DiVincenzo,21,26
98,1,1:49.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,21,26
99,1,1:45.0,,Offensive rebound by E. İlyasova,21,26
100,1,1:43.0,,D. DiVincenzo makes 2-pt layup from 1 ft (assist by E. İlyasova),21,28
101,1,1:23.0,Personal foul by E. İlyasova (drawn by J. Randle),,21,28
102,1,1:23.0,K. Knox enters the game for R. Barrett,,21,28
103,1,1:23.0,,G. Antetokounmpo enters the game for D. DiVincenzo,21,28
104,1,1:23.0,,K. Korver enters the game for E. İlyasova,21,28
105,1,1:13.0,J. Randle makes 2-pt layup from 1 ft,,23,28
106,1,1:00.0,,G. Hill misses 2-pt layup from 6 ft,23,28
107,1,0:57.0,Defensive rebound by J. Randle,,23,28
108,1,0:53.0,D. Dotson misses 3-pt jump shot from 26 ft,,23,28
109,1,0:52.0,,Defensive rebound by Team,23,28
110,1,0:52.0,B. Portis enters the game for J. Randle,,23,28
111,1,0:41.0,,Shooting foul by K. Knox (drawn by G. Antetokounmpo),23,28
112,1,0:41.0,,G. Antetokounmpo misses free throw 1 of 2,23,28
113,1,0:41.0,,Offensive rebound by Team,23,28
114,1,0:41.0,,G. Antetokounmpo makes free throw 2 of 2,23,29
115,1,0:28.0,D. Dotson misses 2-pt jump shot from 20 ft,,23,29
116,1,0:23.0,,Defensive rebound by K. Korver,23,29
117,1,0:06.0,,G. Hill misses 3-pt jump shot from 26 ft,23,29
118,1,0:03.0,Defensive rebound by M. Robinson,,23,29
119,1,0:00.0,D. Dotson misses 3-pt jump shot from 30 ft,,23,29
120,1,0:00.0,Offensive rebound by Team,,23,29
121,2,11:49.0,B. Portis misses 3-pt jump shot from 28 ft,,23,29
122,2,11:45.0,,Defensive rebound by G. Antetokounmpo,23,29
123,2,11:39.0,,G. Hill makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),23,31
124,2,11:31.0,Turnover by K. Allen (traveling),,23,31
125,2,11:17.0,,K. Korver misses 3-pt jump shot from 26 ft,23,31
126,2,11:14.0,Defensive rebound by B. Portis,,23,31
127,2,11:04.0,D. Dotson misses 2-pt jump shot from 16 ft,,23,31
128,2,11:01.0,,Defensive rebound by G. Antetokounmpo,23,31
129,2,10:55.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,23,33
130,2,10:42.0,K. Knox misses 2-pt jump shot from 16 ft,,23,33
131,2,10:40.0,,Defensive rebound by D. Bender,23,33
132,2,10:31.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by P. Connaughton),23,36
133,2,10:25.0,New York full timeout,,23,36
134,2,10:25.0,W. Ellington enters the game for D. Dotson,,23,36
135,2,10:25.0,,K. Middleton enters the game for P. Connaughton,23,36
136,2,10:14.0,K. Allen misses 3-pt jump shot from 26 ft,,23,36
137,2,10:11.0,,Defensive rebound by D. Bender,23,36
138,2,9:57.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),23,39
139,2,9:39.0,K. Knox makes 3-pt jump shot from 27 ft (assist by K. Allen),,26,39
140,2,9:27.0,,D. Bender misses 3-pt jump shot from 26 ft,26,39
141,2,9:24.0,Defensive rebound by K. Allen,,26,39
142,2,9:21.0,Shooting foul by K. Korver (drawn by B. Portis),,26,39
143,2,9:21.0,B. Portis misses free throw 1 of 2,,26,39
144,2,9:21.0,Offensive rebound by Team,,26,39
145,2,9:21.0,,E. Bledsoe enters the game for D. Bender,26,39
146,2,9:21.0,,B. Lopez enters the game for G. Hill,26,39
147,2,9:21.0,B. Portis makes free throw 2 of 2,,27,39
148,2,9:09.0,,G. Antetokounmpo misses 2-pt jump shot from 16 ft,27,39
149,2,9:06.0,Defensive rebound by K. Knox,,27,39
150,2,9:00.0,B. Portis makes 2-pt hook shot from 1 ft (assist by K. Knox),,29,39
151,2,8:49.0,,K. Middleton makes 2-pt jump shot from 15 ft,29,41
152,2,8:25.0,M. Robinson makes 2-pt dunk from 2 ft (assist by K. Knox),,31,41
153,2,8:10.0,,K. Middleton misses 2-pt jump shot from 15 ft,31,41
154,2,8:08.0,,Offensive rebound by E. Bledsoe,31,41
155,2,8:00.0,,E. Bledsoe misses 2-pt jump shot from 6 ft,31,41
156,2,7:58.0,Defensive rebound by B. Portis,,31,41
157,2,7:51.0,Turnover by B. Portis (bad pass; steal by B. Lopez),,31,41
158,2,7:48.0,,Personal take foul by K. Allen (drawn by E. Bledsoe),31,41
159,2,7:48.0,R. Bullock enters the game for K. Allen,,31,41
160,2,7:48.0,E. Payton enters the game for K. Knox,,31,41
161,2,7:48.0,J. Randle enters the game for M. Robinson,,31,41
162,2,7:48.0,,E. İlyasova enters the game for G. Antetokounmpo,31,41
163,2,7:43.0,,B. Lopez makes 2-pt dunk from 2 ft (assist by K. Middleton),31,43
164,2,7:21.0,B. Portis misses 2-pt layup from 3 ft (block by E. İlyasova),,31,43
165,2,7:21.0,,Defensive rebound by E. Bledsoe,31,43
