,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,TORONTO_ACTION,CLEVELAND_SCORE,TORONTO_SCORE
0,1,11:45.0,,N. Powell misses 3-pt jump shot from 26 ft,0,0
1,1,11:40.0,Defensive rebound by K. Love,,0,0
2,1,11:34.0,K. Love makes 3-pt jump shot from 25 ft (assist by C. Sexton),,3,0
3,1,11:25.0,,P. Siakam makes 3-pt jump shot from 24 ft,3,3
4,1,11:10.0,K. Love misses 3-pt jump shot from 30 ft,,3,3
5,1,11:07.0,Offensive rebound by C. Osman,,3,3
6,1,11:06.0,C. Sexton makes 2-pt jump shot from 14 ft (assist by C. Osman),,5,3
7,1,10:54.0,,N. Powell makes 2-pt layup from 2 ft (assist by K. Lowry),5,5
8,1,10:32.0,K. Love misses 2-pt hook shot from 9 ft,,5,5
9,1,10:29.0,,Defensive rebound by P. Siakam,5,5
10,1,10:19.0,,P. Siakam misses 3-pt jump shot from 23 ft,5,5
11,1,10:16.0,Defensive rebound by D. Garland,,5,5
12,1,10:08.0,Turnover by T. Thompson (lost ball; steal by M. Gasol),,5,5
13,1,9:50.0,,M. Gasol makes 2-pt jump shot from 9 ft,5,7
14,1,9:30.0,C. Osman misses 2-pt jump shot from 14 ft,,5,7
15,1,9:28.0,,Defensive rebound by N. Powell,5,7
16,1,9:23.0,,N. Powell makes 2-pt layup from 3 ft,5,9
17,1,8:55.0,T. Thompson makes 2-pt layup from 2 ft,,7,9
18,1,8:49.0,,K. Lowry makes 3-pt jump shot from 26 ft,7,12
19,1,8:35.0,K. Love makes 2-pt layup from 2 ft (assist by T. Thompson),,9,12
20,1,8:23.0,,M. Gasol misses 3-pt jump shot from 26 ft,9,12
21,1,8:19.0,Defensive rebound by T. Thompson,,9,12
22,1,8:14.0,Turnover by D. Garland (bad pass; steal by O. Anunoby),,9,12
23,1,8:08.0,,O. Anunoby misses 2-pt layup from 3 ft,9,12
24,1,8:06.0,,Offensive rebound by O. Anunoby,9,12
25,1,8:01.0,,O. Anunoby makes 2-pt layup at rim,9,14
26,1,7:50.0,Turnover by C. Sexton (bad pass),,9,14
27,1,7:37.0,,M. Gasol makes 2-pt hook shot from 7 ft (assist by N. Powell),9,16
28,1,7:21.0,Turnover by C. Sexton (bad pass),,9,16
29,1,7:16.0,,N. Powell misses 3-pt jump shot from 22 ft,9,16
30,1,7:14.0,Defensive rebound by K. Love,,9,16
31,1,7:05.0,K. Love makes 2-pt layup from 4 ft (assist by D. Garland),,11,16
32,1,6:56.0,,K. Lowry makes 3-pt jump shot from 25 ft,11,19
33,1,6:37.0,T. Thompson misses 2-pt hook shot from 6 ft (block by N. Powell),,11,19
34,1,6:34.0,,Defensive rebound by O. Anunoby,11,19
35,1,6:32.0,,P. Siakam makes 2-pt layup from 2 ft (assist by O. Anunoby),11,21
36,1,6:31.0,Cleveland full timeout,,11,21
37,1,6:31.0,M. Dellavedova enters the game for D. Garland,,11,21
38,1,6:22.0,C. Osman makes 2-pt layup from 1 ft (assist by K. Love),,13,21
39,1,6:05.0,,N. Powell misses 2-pt layup from 2 ft,13,21
