,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MILWAUKEE_ACTION,ATLANTA_SCORE,MILWAUKEE_SCORE
36,1,7:42.0,,Turnover by W. Matthews (bad pass),12,11
37,1,7:42.0,A. Crabbe enters the game for C. Reddish,,12,11
38,1,7:18.0,Turnover by Team (shot clock),,12,11
39,1,7:05.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by S. Brown),12,13
40,1,7:05.0,,Shooting foul by A. Crabbe (drawn by G. Antetokounmpo),12,13
41,1,7:05.0,V. Carter enters the game for D. Jones,,12,13
42,1,7:05.0,,G. Antetokounmpo misses free throw 1 of 1,12,13
43,1,7:01.0,Defensive rebound by V. Carter,,12,13
44,1,6:48.0,V. Carter makes 3-pt jump shot from 27 ft (assist by A. Crabbe),,15,13
45,1,6:30.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by E. Bledsoe),15,15
46,1,6:13.0,T. Young makes 2-pt layup from 1 ft (assist by J. Parker),,17,15
47,1,5:59.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),17,18
48,1,5:34.0,V. Carter misses 3-pt jump shot from 26 ft,,17,18
49,1,5:31.0,,Defensive rebound by S. Brown,17,18
50,1,5:17.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,17,20
51,1,4:58.0,T. Young misses 3-pt jump shot from 28 ft (block by E. Bledsoe),,17,20
52,1,4:54.0,,Defensive rebound by G. Antetokounmpo,17,20
53,1,4:53.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,17,20
54,1,4:51.0,,Offensive rebound by E. Bledsoe,17,20
55,1,4:51.0,,Milwaukee full timeout,17,20
56,1,4:51.0,D. Bembry enters the game for J. Parker,,17,20
57,1,4:51.0,B. Fernando enters the game for T. Young,,17,20
58,1,4:51.0,,E. İlyasova enters the game for G. Antetokounmpo,17,20
59,1,4:51.0,,K. Middleton enters the game for W. Matthews,17,20
60,1,4:40.0,,B. Lopez misses 3-pt jump shot from 27 ft,17,20
61,1,4:37.0,Defensive rebound by V. Carter,,17,20
62,1,4:18.0,D. Hunter misses 2-pt jump shot from 11 ft,,17,20
63,1,4:16.0,,Defensive rebound by E. İlyasova,17,20
64,1,4:09.0,,E. İlyasova makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),17,23
65,1,4:09.0,E. Turner enters the game for D. Hunter,,17,23
66,1,4:09.0,,D. DiVincenzo enters the game for E. Bledsoe,17,23
67,1,4:09.0,,R. Lopez enters the game for B. Lopez,17,23
68,1,3:38.0,D. Bembry misses 3-pt jump shot from 27 ft,,17,23
69,1,3:35.0,Offensive rebound by B. Fernando,,17,23
70,1,3:31.0,E. Turner misses 2-pt jump shot from 14 ft,,17,23
71,1,3:26.0,,Defensive rebound by S. Brown,17,23
72,1,3:08.0,,R. Lopez misses 2-pt hook shot from 9 ft,17,23
73,1,3:08.0,,Offensive rebound by E. İlyasova,17,23
74,1,3:08.0,,Shooting foul by V. Carter (drawn by E. İlyasova),17,23
75,1,3:08.0,,E. İlyasova makes free throw 1 of 2,17,24
76,1,3:08.0,,E. İlyasova misses free throw 2 of 2,17,24
77,1,3:05.0,Defensive rebound by V. Carter,,17,24
78,1,2:46.0,Turnover by E. Turner (bad pass; steal by K. Middleton),,17,24
79,1,2:46.0,,E. İlyasova makes 2-pt dunk from 2 ft (assist by K. Middleton),17,26
80,1,2:46.0,Atlanta full timeout,,17,26
81,1,2:46.0,J. Parker enters the game for V. Carter,,17,26
82,1,2:46.0,,K. Korver enters the game for S. Brown,17,26
83,1,2:37.0,Turnover by J. Parker (traveling),,17,26
84,1,2:24.0,,K. Middleton makes 2-pt jump shot from 15 ft (assist by D. DiVincenzo),17,28
85,1,2:24.0,,Shooting foul by E. Turner (drawn by K. Middleton),17,28
86,1,2:24.0,,K. Middleton makes free throw 1 of 1,17,29
87,1,2:12.0,A. Crabbe misses 3-pt jump shot from 27 ft,,17,29
88,1,2:09.0,,Defensive rebound by R. Lopez,17,29
89,1,1:54.0,,K. Middleton misses 3-pt jump shot from 26 ft,17,29
90,1,1:51.0,Defensive rebound by E. Turner,,17,29
91,1,1:38.0,D. Bembry misses 2-pt jump shot from 6 ft,,17,29
92,1,1:36.0,Offensive rebound by B. Fernando,,17,29
93,1,1:35.0,B. Fernando misses 2-pt layup from 3 ft (block by R. Lopez),,17,29
94,1,1:35.0,,Defensive rebound by E. İlyasova,17,29
95,1,1:15.0,,D. DiVincenzo misses 2-pt layup from 3 ft,17,29
96,1,1:13.0,Defensive rebound by D. Bembry,,17,29
97,1,1:10.0,Turnover by D. Bembry (bad pass),,17,29
98,1,1:10.0,C. Reddish enters the game for A. Crabbe,,17,29
99,1,0:57.0,,Offensive foul by R. Lopez (drawn by C. Reddish),17,29
100,1,0:57.0,,Turnover by R. Lopez (offensive foul),17,29
101,1,0:50.0,Shooting foul by E. İlyasova (drawn by J. Parker),,17,29
102,1,0:50.0,J. Parker misses free throw 1 of 2,,17,29
103,1,0:50.0,Offensive rebound by Team,,17,29
104,1,0:50.0,J. Parker misses free throw 2 of 2,,17,29
105,1,0:48.0,,Defensive rebound by E. İlyasova,17,29
106,1,0:39.0,,K. Middleton makes 2-pt jump shot from 9 ft,17,31
107,1,0:33.0,B. Fernando misses 3-pt jump shot from 27 ft,,17,31
108,1,0:30.0,,Defensive rebound by Team,17,31
109,1,0:30.0,Loose ball foul by J. Parker (drawn by E. İlyasova),,17,31
110,1,0:13.0,,Shooting foul by B. Fernando (drawn by K. Middleton),17,31
111,1,0:13.0,,K. Middleton makes free throw 1 of 2,17,32
112,1,0:13.0,,S. Brown enters the game for E. İlyasova,17,32
113,1,0:13.0,,K. Middleton makes free throw 2 of 2,17,33
114,1,0:00.0,E. Turner misses 3-pt jump shot from 27 ft,,17,33
115,1,0:00.0,Offensive rebound by Team,,17,33
116,2,11:48.0,Shooting foul by R. Lopez (drawn by T. Young),,17,33
117,2,11:48.0,T. Young makes free throw 1 of 2,,18,33
118,2,11:48.0,T. Young makes free throw 2 of 2,,19,33
119,2,11:39.0,,K. Korver misses 3-pt jump shot from 27 ft,19,33
120,2,11:37.0,,Offensive rebound by D. DiVincenzo,19,33
121,2,11:36.0,,D. DiVincenzo makes 2-pt layup from 1 ft,19,35
122,2,11:26.0,Personal foul by K. Korver (drawn by C. Reddish),,19,35
123,2,11:22.0,J. Parker makes 2-pt jump shot from 19 ft (assist by D. Jones),,21,35
124,2,11:05.0,,D. DiVincenzo makes 2-pt jump shot from 14 ft,21,37
125,2,10:49.0,T. Young makes 2-pt jump shot from 13 ft,,23,37
126,2,10:36.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,23,37
127,2,10:33.0,Defensive rebound by J. Parker,,23,37
128,2,10:31.0,Turnover by J. Parker (out of bounds lost ball),,23,37
129,2,10:31.0,,E. Bledsoe enters the game for D. DiVincenzo,23,37
130,2,10:18.0,,Turnover by G. Antetokounmpo (3 sec),23,37
131,2,10:07.0,Turnover by J. Parker (dbl dribble),,23,37
132,2,10:01.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by E. Bledsoe),23,39
133,2,10:01.0,,Shooting foul by T. Young (drawn by P. Connaughton),23,39
134,2,10:01.0,,P. Connaughton makes free throw 1 of 1,23,40
135,2,9:45.0,C. Reddish makes 3-pt jump shot from 27 ft (assist by D. Hunter),,26,40
136,2,9:27.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),26,43
137,2,9:16.0,T. Young makes 3-pt jump shot from 26 ft,,29,43
138,2,9:06.0,,Personal foul by C. Reddish (drawn by E. Bledsoe),29,43
139,2,9:06.0,,B. Lopez enters the game for R. Lopez,29,43
140,2,8:58.0,,Turnover by P. Connaughton (bad pass; steal by J. Parker),29,43
141,2,8:53.0,J. Parker makes 2-pt dunk at rim,,31,43
142,2,8:38.0,,K. Korver misses 3-pt jump shot from 26 ft,31,43
143,2,8:35.0,Defensive rebound by D. Jones,,31,43
144,2,8:30.0,Offensive foul by D. Jones (drawn by B. Lopez),,31,43
145,2,8:30.0,Turnover by D. Jones (offensive foul),,31,43
146,2,8:30.0,,W. Matthews enters the game for K. Korver,31,43
147,2,8:15.0,,Shooting foul by D. Jones (drawn by B. Lopez),31,43
148,2,8:15.0,,B. Lopez makes free throw 1 of 2,31,44
149,2,8:15.0,,B. Lopez makes free throw 2 of 2,31,45
150,2,8:00.0,T. Young makes 2-pt jump shot from 12 ft (assist by J. Parker),,33,45
151,2,7:45.0,,G. Antetokounmpo makes 2-pt jump shot from 8 ft,33,47
152,2,7:23.0,T. Young misses 2-pt jump shot from 9 ft,,33,47
153,2,7:21.0,Offensive rebound by J. Parker,,33,47
154,2,7:20.0,J. Parker misses 2-pt layup from 3 ft,,33,47
155,2,7:18.0,Offensive rebound by J. Parker,,33,47
156,2,7:17.0,J. Parker misses 2-pt layup from 1 ft,,33,47
157,2,7:17.0,,Defensive rebound by G. Antetokounmpo,33,47
158,2,7:11.0,,Personal foul by J. Parker (drawn by G. Antetokounmpo),33,47
159,2,7:11.0,A. Crabbe enters the game for C. Reddish,,33,47
160,2,7:01.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by W. Matthews),33,49
161,2,6:47.0,A. Crabbe misses 3-pt jump shot from 27 ft (block by P. Connaughton),,33,49
162,2,6:43.0,Offensive rebound by A. Crabbe,,33,49
163,2,6:42.0,A. Crabbe misses 2-pt jump shot from 4 ft,,33,49
164,2,6:38.0,Offensive rebound by A. Crabbe,,33,49
165,2,6:36.0,J. Parker makes 3-pt jump shot from 23 ft (assist by A. Crabbe),,36,49
166,2,6:25.0,,W. Matthews misses 3-pt jump shot from 26 ft,36,49
167,2,6:22.0,Defensive rebound by D. Hunter,,36,49
168,2,6:17.0,T. Young misses 2-pt jump shot from 20 ft,,36,49
169,2,6:14.0,,Defensive rebound by G. Antetokounmpo,36,49
170,2,6:08.0,,W. Matthews misses 3-pt jump shot from 23 ft,36,49
171,2,6:05.0,Defensive rebound by D. Hunter,,36,49
172,2,5:59.0,Shooting foul by W. Matthews (drawn by D. Jones),,36,49
173,2,5:59.0,,Milwaukee full timeout,36,49
174,2,5:59.0,V. Carter enters the game for J. Parker,,36,49
175,2,5:59.0,,E. İlyasova enters the game for G. Antetokounmpo,36,49
176,2,5:59.0,,K. Middleton enters the game for P. Connaughton,36,49
177,2,5:59.0,D. Jones misses free throw 1 of 2,,36,49
178,2,5:59.0,Offensive rebound by Team,,36,49
179,2,5:59.0,D. Jones makes free throw 2 of 2,,37,49
180,2,5:45.0,,B. Lopez misses 3-pt jump shot from 24 ft,37,49
181,2,5:43.0,Defensive rebound by T. Young,,37,49
182,2,5:38.0,T. Young makes 2-pt jump shot from 6 ft,,39,49
183,2,5:29.0,,Offensive foul by E. Bledsoe (drawn by T. Young),39,49
184,2,5:29.0,,Turnover by E. Bledsoe (offensive foul),39,49
185,2,5:29.0,B. Fernando enters the game for D. Jones,,39,49
186,2,5:15.0,Shooting foul by B. Lopez (drawn by D. Hunter),,39,49
187,2,5:15.0,D. Hunter makes free throw 1 of 2,,40,49
188,2,5:15.0,D. Hunter makes free throw 2 of 2,,41,49
189,2,4:57.0,,K. Middleton makes 2-pt jump shot from 7 ft,41,51
190,2,4:42.0,Shooting foul by K. Middleton (drawn by D. Hunter),,41,51
191,2,4:42.0,D. Hunter makes free throw 1 of 2,,42,51
192,2,4:42.0,D. Hunter makes free throw 2 of 2,,43,51
193,2,4:29.0,,E. Bledsoe makes 2-pt layup from 3 ft (assist by E. İlyasova),43,53
194,2,4:15.0,B. Fernando makes 2-pt layup from 1 ft (assist by T. Young),,45,53
195,2,4:15.0,Shooting foul by E. İlyasova (drawn by B. Fernando),,45,53
196,2,4:15.0,D. Bembry enters the game for D. Hunter,,45,53
197,2,4:15.0,B. Fernando makes free throw 1 of 1,,46,53
198,2,4:05.0,,E. Bledsoe misses 2-pt layup from 2 ft,46,53
199,2,4:02.0,Defensive rebound by D. Bembry,,46,53
200,2,4:00.0,T. Young misses 2-pt layup from 4 ft (block by W. Matthews),,46,53
201,2,4:00.0,Offensive rebound by Team,,46,53
202,2,3:51.0,A. Crabbe misses 3-pt jump shot from 23 ft,,46,53
203,2,3:47.0,,Defensive rebound by E. Bledsoe,46,53
204,2,3:43.0,,B. Lopez misses 3-pt jump shot from 28 ft,46,53
205,2,3:40.0,,Offensive rebound by K. Middleton,46,53
206,2,3:39.0,,K. Middleton makes 2-pt layup from 1 ft,46,55
207,2,3:26.0,Turnover by T. Young (bad pass; steal by E. Bledsoe),,46,55
208,2,3:17.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by K. Middleton),46,58
209,2,3:17.0,Atlanta full timeout,,46,58
210,2,3:17.0,J. Parker enters the game for V. Carter,,46,58
211,2,3:17.0,E. Turner enters the game for T. Young,,46,58
212,2,3:17.0,,G. Antetokounmpo enters the game for B. Lopez,46,58
213,2,3:17.0,,P. Connaughton enters the game for W. Matthews,46,58
214,2,3:04.0,B. Fernando misses 3-pt jump shot from 24 ft,,46,58
215,2,3:01.0,,Defensive rebound by K. Middleton,46,58
216,2,2:51.0,,E. İlyasova misses 3-pt jump shot from 24 ft,46,58
217,2,2:48.0,Defensive rebound by E. Turner,,46,58
218,2,2:34.0,Flagrant foul type 1 by G. Antetokounmpo (drawn by J. Parker),,46,58
219,2,2:34.0,Instant Replay (Request: Stands),,46,58
220,2,2:34.0,Instant Replay (Request: Ruling Stands),,46,58
221,2,2:34.0,J. Parker makes flagrant free throw 1 of 3,,47,58
222,2,2:34.0,J. Parker makes flagrant free throw 2 of 3,,48,58
223,2,2:34.0,J. Parker makes flagrant free throw 3 of 3,,49,58
224,2,2:23.0,E. Turner makes 2-pt jump shot from 17 ft (assist by A. Crabbe),,51,58
225,2,2:05.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,51,60
226,2,1:50.0,J. Parker makes 3-pt jump shot from 27 ft (assist by B. Fernando),,54,60
227,2,1:30.0,,G. Antetokounmpo misses 2-pt jump shot from 15 ft,54,60
228,2,1:27.0,Defensive rebound by J. Parker,,54,60
229,2,1:26.0,Turnover by J. Parker (bad pass),,54,60
230,2,1:14.0,,Turnover by P. Connaughton (bad pass; steal by D. Bembry),54,60
231,2,1:06.0,E. Turner misses 2-pt layup from 2 ft,,54,60
232,2,1:05.0,Offensive rebound by Team,,54,60
233,2,1:05.0,,D. DiVincenzo enters the game for E. Bledsoe,54,60
234,2,1:00.0,J. Parker makes 2-pt jump shot from 15 ft (assist by B. Fernando),,56,60
235,2,0:43.0,,Personal foul by B. Fernando (drawn by G. Antetokounmpo),56,60
236,2,0:43.0,,G. Antetokounmpo misses free throw 1 of 2,56,60
237,2,0:43.0,,Offensive rebound by Team,56,60
238,2,0:43.0,D. Hunter enters the game for B. Fernando,,56,60
239,2,0:43.0,T. Young enters the game for E. Turner,,56,60
240,2,0:43.0,,S. Brown enters the game for K. Middleton,56,60
241,2,0:43.0,,G. Antetokounmpo misses free throw 2 of 2,56,60
242,2,0:41.0,,Offensive rebound by E. İlyasova,56,60
243,2,0:41.0,,E. İlyasova misses 2-pt layup from 2 ft,56,60
244,2,0:41.0,,Offensive rebound by Team,56,60
245,2,0:34.0,,Turnover by P. Connaughton (off goaltending),56,60
246,2,0:34.0,,W. Matthews enters the game for E. İlyasova,56,60
247,2,0:25.0,J. Parker misses 3-pt jump shot from 26 ft,,56,60
248,2,0:22.0,,Defensive rebound by P. Connaughton,56,60
249,2,0:04.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,56,60
250,2,0:01.0,Defensive rebound by J. Parker,,56,60
251,2,0:00.0,T. Young makes 3-pt jump shot from 27 ft (assist by J. Parker),,59,60
252,2,0:00.0,Instant Replay (Request: Ruling Stands),,59,60
253,3,11:42.0,D. Hunter misses 3-pt jump shot from 27 ft,,59,60
254,3,11:40.0,,Defensive rebound by E. Bledsoe,59,60
255,3,11:40.0,,Personal foul by D. Hunter (drawn by E. Bledsoe),59,60
256,3,11:23.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by B. Lopez),59,62
257,3,11:09.0,Shooting foul by B. Lopez (drawn by D. Jones),,59,62
258,3,11:09.0,D. Jones misses free throw 1 of 2,,59,62
259,3,11:09.0,Offensive rebound by Team,,59,62
260,3,11:09.0,D. Jones makes free throw 2 of 2,,60,62
261,3,10:54.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,60,62
262,3,10:51.0,Defensive rebound by T. Young,,60,62
263,3,10:46.0,T. Young makes 2-pt layup from 2 ft,,62,62
264,3,10:38.0,,Shooting foul by J. Parker (drawn by G. Antetokounmpo),62,62
265,3,10:38.0,,G. Antetokounmpo misses free throw 1 of 2,62,62
266,3,10:38.0,,Offensive rebound by Team,62,62
267,3,10:38.0,,G. Antetokounmpo misses free throw 2 of 2,62,62
268,3,10:34.0,Defensive rebound by D. Jones,,62,62
269,3,10:27.0,D. Jones makes 2-pt dunk from 2 ft (assist by T. Young),,64,62
270,3,10:10.0,,E. Bledsoe misses 2-pt jump shot from 8 ft,64,62
271,3,10:09.0,Defensive rebound by Team,,64,62
272,3,9:59.0,J. Parker makes 2-pt layup from 2 ft (assist by T. Young),,66,62
273,3,9:59.0,,Milwaukee full timeout,66,62
274,3,9:48.0,,D. DiVincenzo makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),66,64
275,3,9:34.0,T. Young makes 3-pt jump shot from 29 ft (assist by J. Parker),,69,64
276,3,9:22.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),69,66
277,3,9:18.0,Shooting foul by B. Lopez (drawn by C. Reddish),,69,66
278,3,9:18.0,C. Reddish makes free throw 1 of 2,,70,66
279,3,9:18.0,C. Reddish misses free throw 2 of 2,,70,66
280,3,9:15.0,,Defensive rebound by B. Lopez,70,66
281,3,9:03.0,,Personal foul by D. Hunter (drawn by B. Lopez),70,66
282,3,8:55.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),70,69
283,3,8:37.0,T. Young makes 2-pt layup from 6 ft,,72,69
284,3,8:31.0,,Shooting foul by D. Jones (drawn by G. Antetokounmpo),72,69
285,3,8:31.0,,G. Antetokounmpo misses free throw 1 of 2,72,69
286,3,8:31.0,,Offensive rebound by Team,72,69
287,3,8:31.0,,S. Brown enters the game for B. Lopez,72,69
288,3,8:31.0,,G. Antetokounmpo makes free throw 2 of 2,72,70
289,3,8:16.0,J. Parker misses 2-pt layup from 5 ft,,72,70
290,3,8:14.0,,Defensive rebound by D. DiVincenzo,72,70
291,3,8:08.0,,Turnover by G. Antetokounmpo (traveling),72,70
292,3,7:56.0,D. Hunter misses 3-pt jump shot from 27 ft,,72,70
293,3,7:54.0,,Defensive rebound by D. DiVincenzo,72,70
294,3,7:45.0,,W. Matthews misses 3-pt jump shot from 26 ft,72,70
295,3,7:42.0,Defensive rebound by D. Jones,,72,70
296,3,7:36.0,T. Young misses 3-pt jump shot from 29 ft,,72,70
297,3,7:32.0,,Defensive rebound by G. Antetokounmpo,72,70
298,3,7:28.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,72,72
299,3,7:28.0,,Shooting foul by D. Jones (drawn by G. Antetokounmpo),72,72
300,3,7:28.0,V. Carter enters the game for D. Jones,,72,72
301,3,7:28.0,A. Crabbe enters the game for C. Reddish,,72,72
302,3,7:28.0,,P. Connaughton enters the game for E. Bledsoe,72,72
303,3,7:28.0,,G. Antetokounmpo makes free throw 1 of 1,72,73
304,3,7:12.0,T. Young misses 3-pt jump shot from 26 ft,,72,73
305,3,7:08.0,Offensive rebound by J. Parker,,72,73
306,3,7:06.0,J. Parker makes 2-pt dunk from 1 ft,,74,73
307,3,6:55.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,74,73
308,3,6:52.0,Defensive rebound by Team,,74,73
309,3,6:52.0,,E. Bledsoe enters the game for D. DiVincenzo,74,73
310,3,6:32.0,D. Hunter misses 3-pt jump shot from 23 ft,,74,73
311,3,6:31.0,Offensive rebound by Team,,74,73
312,3,6:16.0,J. Parker misses 2-pt jump shot from 10 ft,,74,73
313,3,6:13.0,,Defensive rebound by P. Connaughton,74,73
314,3,6:08.0,,S. Brown misses 3-pt jump shot from 24 ft,74,73
315,3,6:04.0,Defensive rebound by J. Parker,,74,73
316,3,6:00.0,Personal foul by G. Antetokounmpo (drawn by D. Hunter),,74,73
317,3,6:00.0,D. Bembry enters the game for D. Hunter,,74,73
318,3,6:00.0,,E. İlyasova enters the game for G. Antetokounmpo,74,73
319,3,5:53.0,J. Parker makes 2-pt layup from 1 ft (assist by D. Bembry),,76,73
320,3,5:40.0,,W. Matthews makes 2-pt hook shot from 6 ft (assist by E. Bledsoe),76,75
321,3,5:17.0,D. Bembry makes 3-pt jump shot from 23 ft (assist by A. Crabbe),,79,75
322,3,5:00.0,,S. Brown makes 2-pt layup from 1 ft,79,77
323,3,4:35.0,T. Young makes 2-pt layup from 2 ft,,81,77
324,3,4:33.0,,Milwaukee full timeout,81,77
325,3,4:33.0,E. Turner enters the game for J. Parker,,81,77
326,3,4:33.0,,K. Middleton enters the game for W. Matthews,81,77
327,3,4:11.0,,K. Middleton misses 2-pt jump shot from 7 ft,81,77
328,3,4:08.0,Defensive rebound by V. Carter,,81,77
329,3,3:59.0,Shooting foul by S. Brown (drawn by D. Bembry),,81,77
330,3,3:59.0,D. Bembry makes free throw 1 of 2,,82,77
331,3,3:59.0,D. Bembry misses free throw 2 of 2,,82,77
332,3,3:56.0,,Defensive rebound by E. İlyasova,82,77
333,3,3:45.0,,E. Bledsoe misses 2-pt layup from 6 ft,82,77
334,3,3:42.0,Defensive rebound by T. Young,,82,77
335,3,3:22.0,A. Crabbe misses 3-pt jump shot from 24 ft,,82,77
336,3,3:19.0,,Defensive rebound by S. Brown,82,77
337,3,3:13.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by E. Bledsoe),82,79
338,3,2:59.0,T. Young misses 3-pt jump shot from 29 ft,,82,79
339,3,2:55.0,,Defensive rebound by S. Brown,82,79
340,3,2:49.0,,K. Middleton misses 3-pt jump shot from 23 ft,82,79
341,3,2:46.0,Defensive rebound by A. Crabbe,,82,79
342,3,2:46.0,,G. Antetokounmpo enters the game for E. Bledsoe,82,79
343,3,2:46.0,,D. DiVincenzo enters the game for S. Brown,82,79
344,3,2:25.0,Turnover by Team (shot clock),,82,79
345,3,2:01.0,,P. Connaughton misses 3-pt jump shot from 27 ft,82,79
346,3,1:58.0,Defensive rebound by E. Turner,,82,79
347,3,1:56.0,Turnover by E. Turner (bad pass),,82,79
348,3,1:56.0,B. Fernando enters the game for V. Carter,,82,79
349,3,1:56.0,C. Reddish enters the game for T. Young,,82,79
350,3,1:48.0,,G. Antetokounmpo misses 2-pt layup from 3 ft (block by E. Turner),82,79
351,3,1:48.0,Defensive rebound by Team,,82,79
352,3,1:48.0,,Violation by Team (kicked ball),82,79
353,3,1:32.0,C. Reddish misses 3-pt jump shot from 27 ft,,82,79
354,3,1:27.0,Offensive rebound by E. Turner,,82,79
355,3,1:21.0,E. Turner misses 2-pt layup from 3 ft (block by G. Antetokounmpo),,82,79
356,3,1:21.0,Offensive rebound by Team,,82,79
357,3,1:16.0,D. Bembry misses 2-pt layup from 3 ft,,82,79
358,3,1:13.0,,Defensive rebound by E. İlyasova,82,79
359,3,1:02.0,,K. Middleton misses 2-pt jump shot from 14 ft,82,79
360,3,1:00.0,Defensive rebound by D. Bembry,,82,79
361,3,0:40.0,A. Crabbe misses 2-pt layup from 4 ft (block by E. İlyasova),,82,79
362,3,0:39.0,,Defensive rebound by P. Connaughton,82,79
363,3,0:36.0,,K. Middleton misses 2-pt layup from 2 ft (block by E. Turner),82,79
364,3,0:36.0,,Offensive rebound by Team,82,79
365,3,0:36.0,D. Hunter enters the game for A. Crabbe,,82,79
366,3,0:26.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,82,81
367,3,0:01.0,C. Reddish misses 3-pt jump shot from 23 ft,,82,81
368,3,0:01.0,Offensive rebound by Team,,82,81
369,3,0:01.0,,S. Brown enters the game for G. Antetokounmpo,82,81
370,3,0:00.0,Turnover by E. Turner (bad pass; steal by S. Brown),,82,81
371,4,11:45.0,,D. DiVincenzo makes 2-pt layup at rim,82,83
372,4,11:26.0,J. Parker misses 3-pt jump shot from 24 ft,,82,83
373,4,11:23.0,,Defensive rebound by G. Antetokounmpo,82,83
374,4,11:21.0,,Offensive foul by R. Lopez (drawn by B. Fernando),82,83
375,4,11:21.0,,Turnover by R. Lopez (offensive foul),82,83
376,4,11:21.0,,W. Matthews enters the game for K. Middleton,82,83
377,4,11:05.0,E. Turner makes 2-pt jump shot from 15 ft,,84,83
378,4,10:48.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,84,83
379,4,10:45.0,Defensive rebound by D. Hunter,,84,83
380,4,10:34.0,E. Turner misses 2-pt layup from 3 ft,,84,83
