,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BOSTON_ACTION,CHARLOTTE_SCORE,BOSTON_SCORE
0,1,11:48.0,Personal foul by K. Walker (drawn by M. Bridges),,0,0
1,1,11:37.0,T. Rozier misses 2-pt layup from 6 ft (block by D. Theis),,0,0
2,1,11:36.0,,Defensive rebound by D. Theis,0,0
3,1,11:25.0,,K. Walker makes 2-pt layup from 3 ft (assist by J. Brown),0,2
4,1,11:12.0,D. Graham makes 3-pt jump shot from 28 ft (assist by N. Batum),,3,2
5,1,10:57.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by D. Theis),3,5
6,1,10:44.0,D. Graham makes 3-pt jump shot from 27 ft (assist by B. Biyombo),,6,5
7,1,10:20.0,,J. Brown makes 2-pt jump shot from 15 ft (assist by D. Theis),6,7
8,1,10:01.0,B. Biyombo misses 2-pt layup from 3 ft,,6,7
9,1,10:00.0,,Defensive rebound by J. Brown,6,7
10,1,9:54.0,,Turnover by J. Brown (lost ball; steal by T. Rozier),6,7
11,1,9:46.0,T. Rozier misses 3-pt jump shot from 26 ft,,6,7
12,1,9:45.0,,Defensive rebound by J. Brown,6,7
13,1,9:39.0,,K. Walker misses 2-pt layup from 4 ft (block by M. Bridges),6,7
14,1,9:37.0,Defensive rebound by D. Graham,,6,7
15,1,9:18.0,M. Bridges makes 3-pt jump shot from 26 ft (assist by D. Graham),,9,7
16,1,8:55.0,,J. Tatum misses 2-pt jump shot from 14 ft,9,7
17,1,8:52.0,Defensive rebound by M. Bridges,,9,7
18,1,8:35.0,T. Rozier misses 2-pt jump shot from 10 ft,,9,7
19,1,8:34.0,Offensive rebound by T. Rozier,,9,7
20,1,8:33.0,T. Rozier makes 2-pt layup from 2 ft,,11,7
21,1,8:11.0,,J. Tatum makes 2-pt layup from 3 ft (assist by K. Walker),11,9
22,1,7:57.0,D. Graham makes 3-pt jump shot from 30 ft (assist by M. Bridges),,14,9
23,1,7:57.0,,Boston full timeout,14,9
24,1,7:57.0,,E. Freedom enters the game for D. Theis,14,9
25,1,7:41.0,,J. Tatum misses 2-pt jump shot from 10 ft,14,9
26,1,7:38.0,Defensive rebound by B. Biyombo,,14,9
27,1,7:27.0,D. Graham misses 3-pt jump shot from 27 ft,,14,9
28,1,7:24.0,,Defensive rebound by S. Ojeleye,14,9
29,1,7:10.0,,J. Brown misses 2-pt layup from 2 ft (block by B. Biyombo),14,9
30,1,7:09.0,,Offensive rebound by E. Freedom,14,9
31,1,7:09.0,,E. Freedom misses 2-pt layup from 2 ft,14,9
32,1,7:08.0,,Offensive rebound by J. Brown,14,9
33,1,7:06.0,,J. Brown makes 2-pt layup from 1 ft,14,11
34,1,6:54.0,M. Bridges makes 2-pt layup from 3 ft (assist by D. Graham),,16,11
35,1,6:31.0,,Shooting foul by T. Rozier (drawn by J. Brown),16,11
36,1,6:31.0,,J. Brown misses free throw 1 of 3,16,11
37,1,6:31.0,,Offensive rebound by Team,16,11
38,1,6:31.0,,J. Brown misses free throw 2 of 3,16,11
39,1,6:31.0,,Offensive rebound by Team,16,11
40,1,6:31.0,M. Monk enters the game for D. Graham,,16,11
41,1,6:31.0,,B. Wanamaker enters the game for S. Ojeleye,16,11
42,1,6:31.0,,G. Williams enters the game for J. Tatum,16,11
43,1,6:31.0,,J. Brown makes free throw 3 of 3,16,12
44,1,6:20.0,T. Rozier makes 2-pt jump shot from 18 ft (assist by B. Biyombo),,18,12
45,1,6:02.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by K. Walker),18,15
46,1,5:39.0,M. Bridges makes 2-pt hook shot from 7 ft (assist by T. Rozier),,20,15
47,1,5:21.0,,K. Walker misses 3-pt jump shot from 26 ft,20,15
48,1,5:20.0,Defensive rebound by M. Monk,,20,15
49,1,5:09.0,M. Bridges makes 2-pt jump shot from 8 ft,,22,15
50,1,5:09.0,Shooting foul by G. Williams (drawn by M. Bridges),,22,15
51,1,5:09.0,C. Zeller enters the game for B. Biyombo,,22,15
52,1,5:09.0,M. Bridges makes free throw 1 of 1,,23,15
53,1,4:54.0,,Shooting foul by C. Zeller (drawn by E. Freedom),23,15
54,1,4:54.0,,E. Freedom makes free throw 1 of 2,23,16
55,1,4:54.0,C. Martin enters the game for N. Batum,,23,16
56,1,4:54.0,,E. Freedom makes free throw 2 of 2,23,17
57,1,4:38.0,T. Rozier misses 3-pt jump shot from 27 ft,,23,17
58,1,4:37.0,,Defensive rebound by E. Freedom,23,17
59,1,4:27.0,,E. Freedom makes 2-pt layup from 1 ft (assist by J. Brown),23,19
60,1,4:27.0,Charlotte full timeout,,23,19
61,1,4:27.0,M. Williams enters the game for M. Bridges,,23,19
62,1,4:14.0,Turnover by C. Zeller (traveling),,23,19
63,1,4:03.0,,K. Walker makes 2-pt layup from 1 ft,23,21
64,1,3:44.0,M. Monk misses 2-pt jump shot from 7 ft,,23,21
65,1,3:43.0,,Defensive rebound by E. Freedom,23,21
66,1,3:36.0,,K. Walker misses 3-pt jump shot from 28 ft,23,21
67,1,3:35.0,Defensive rebound by C. Martin,,23,21
68,1,3:17.0,Shooting foul by K. Walker (drawn by C. Martin),,23,21
69,1,3:17.0,C. Martin makes free throw 1 of 2,,24,21
70,1,3:17.0,D. Graham enters the game for T. Rozier,,24,21
71,1,3:17.0,,J. Green enters the game for J. Brown,24,21
72,1,3:17.0,,J. Tatum enters the game for K. Walker,24,21
73,1,3:17.0,C. Martin misses free throw 2 of 2,,24,21
74,1,3:17.0,,Defensive rebound by J. Tatum,24,21
75,1,3:01.0,,G. Williams makes 2-pt layup from 1 ft (assist by B. Wanamaker),24,23
76,1,2:48.0,D. Graham misses 2-pt jump shot from 17 ft (block by J. Tatum),,24,23
77,1,2:47.0,,Defensive rebound by G. Williams,24,23
78,1,2:43.0,,J. Green makes 2-pt dunk at rim (assist by B. Wanamaker),24,25
79,1,2:23.0,C. Zeller makes 2-pt layup from 2 ft (assist by D. Graham),,26,25
80,1,2:03.0,,Offensive foul by J. Tatum (drawn by C. Martin),26,25
81,1,2:03.0,,Turnover by J. Tatum (offensive foul),26,25
82,1,2:03.0,,D. Theis enters the game for E. Freedom,26,25
83,1,1:45.0,D. Graham makes 3-pt jump shot from 25 ft,,29,25
84,1,1:32.0,,Offensive foul by D. Theis (drawn by C. Martin),29,25
85,1,1:32.0,,Turnover by D. Theis (offensive foul),29,25
86,1,1:16.0,C. Martin makes 3-pt jump shot from 27 ft (assist by D. Graham),,32,25
87,1,1:01.0,,J. Tatum makes 2-pt jump shot from 15 ft,32,27
88,1,0:45.0,D. Graham makes 3-pt jump shot from 26 ft (assist by C. Martin),,35,27
89,1,0:34.0,,J. Tatum makes 3-pt jump shot from 27 ft,35,30
90,1,0:10.0,Shooting foul by G. Williams (drawn by D. Graham),,35,30
91,1,0:10.0,D. Graham makes free throw 1 of 2,,36,30
92,1,0:10.0,,K. Walker enters the game for G. Williams,36,30
93,1,0:10.0,D. Graham makes free throw 2 of 2,,37,30
94,1,0:02.0,,Personal foul by C. Martin (drawn by K. Walker),37,30
95,1,0:00.0,,D. Theis misses 3-pt jump shot from 23 ft,37,30
96,1,0:00.0,,Offensive rebound by Team,37,30
97,2,11:42.0,,Def 3 sec tech foul by Team,37,30
98,2,11:42.0,,J. Tatum makes technical free throw,37,31
99,2,11:31.0,,J. Tatum makes 2-pt jump shot from 11 ft,37,33
100,2,11:12.0,M. Williams misses 2-pt jump shot from 6 ft (block by J. Tatum),,37,33
101,2,11:11.0,,Defensive rebound by J. Tatum,37,33
102,2,11:07.0,,J. Tatum misses 2-pt layup from 4 ft,37,33
103,2,11:06.0,,Offensive rebound by Team,37,33
104,2,11:00.0,,Shooting foul by C. Martin (drawn by J. Tatum),37,33
105,2,11:00.0,,J. Tatum makes free throw 1 of 2,37,34
106,2,11:00.0,,J. Tatum makes free throw 2 of 2,37,35
107,2,10:38.0,C. Martin misses 2-pt layup from 4 ft (block by R. Langford),,37,35
108,2,10:36.0,,Defensive rebound by J. Green,37,35
109,2,10:32.0,,J. Tatum misses 3-pt jump shot from 25 ft,37,35
