,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MINNESOTA_ACTION,NEW ORLEANS_SCORE,MINNESOTA_SCORE
0,1,11:44.0,Z. Williamson makes 2-pt dunk from 1 ft (assist by B. Ingram),,2,0
1,1,11:27.0,,N. Reid misses 2-pt layup from 3 ft,2,0
2,1,11:26.0,Defensive rebound by B. Ingram,,2,0
3,1,11:22.0,B. Ingram makes 2-pt layup from 2 ft,,4,0
4,1,11:22.0,Shooting foul by J. Hernangómez (drawn by B. Ingram),,4,0
5,1,11:22.0,B. Ingram makes free throw 1 of 1,,5,0
6,1,11:12.0,,M. Beasley misses 2-pt jump shot from 15 ft,5,0
7,1,11:10.0,Defensive rebound by Z. Williamson,,5,0
8,1,11:05.0,Turnover by J. Holiday (bad pass),,5,0
9,1,10:53.0,,D. Russell makes 2-pt jump shot from 12 ft,5,2
10,1,10:38.0,J. Holiday misses 2-pt jump shot from 5 ft,,5,2
11,1,10:37.0,Offensive rebound by D. Favors,,5,2
12,1,10:33.0,L. Ball misses 3-pt jump shot from 25 ft,,5,2
13,1,10:32.0,,Defensive rebound by Team,5,2
14,1,10:21.0,,D. Russell makes 2-pt jump shot from 13 ft,5,4
15,1,10:10.0,Turnover by L. Ball (bad pass; steal by N. Reid),,5,4
16,1,10:05.0,,D. Russell misses 3-pt jump shot from 33 ft,5,4
17,1,10:04.0,Defensive rebound by L. Ball,,5,4
18,1,9:56.0,Turnover by L. Ball (lost ball; steal by N. Reid),,5,4
19,1,9:46.0,,N. Reid misses 2-pt layup from 2 ft,5,4
20,1,9:44.0,,Offensive rebound by J. Okogie,5,4
21,1,9:44.0,,J. Okogie misses 2-pt layup at rim,5,4
22,1,9:43.0,Defensive rebound by D. Favors,,5,4
23,1,9:34.0,B. Ingram makes 2-pt jump shot from 6 ft,,7,4
24,1,9:20.0,,Shooting foul by B. Ingram (drawn by J. Okogie),7,4
25,1,9:20.0,,J. Okogie makes free throw 1 of 2,7,5
26,1,9:20.0,,J. Okogie makes free throw 2 of 2,7,6
27,1,9:08.0,Z. Williamson misses 2-pt layup from 2 ft (block by N. Reid),,7,6
28,1,9:04.0,,Defensive rebound by N. Reid,7,6
29,1,9:01.0,,M. Beasley makes 2-pt dunk at rim (assist by D. Russell),7,8
30,1,8:47.0,D. Favors makes 2-pt hook shot from 5 ft (assist by J. Holiday),,9,8
31,1,8:31.0,,N. Reid misses 3-pt jump shot from 25 ft,9,8
32,1,8:30.0,Defensive rebound by B. Ingram,,9,8
33,1,8:26.0,Shooting foul by N. Reid (drawn by B. Ingram),,9,8
34,1,8:26.0,B. Ingram makes free throw 1 of 2,,10,8
35,1,8:26.0,B. Ingram misses free throw 2 of 2,,10,8
36,1,8:25.0,,Defensive rebound by J. Hernangómez,10,8
37,1,8:16.0,,M. Beasley makes 2-pt jump shot from 1 ft,10,10
38,1,8:04.0,D. Favors makes 2-pt jump shot from 12 ft (assist by B. Ingram),,12,10
39,1,7:47.0,,D. Russell makes 2-pt layup at rim (assist by J. Hernangómez),12,12
40,1,7:40.0,Z. Williamson makes 2-pt dunk from 1 ft (assist by L. Ball),,14,12
41,1,7:32.0,,D. Russell misses 2-pt layup from 2 ft,14,12
42,1,7:31.0,Defensive rebound by J. Holiday,,14,12
43,1,7:29.0,L. Ball makes 3-pt jump shot from 24 ft (assist by Z. Williamson),,17,12
44,1,7:29.0,,Minnesota full timeout,17,12
45,1,7:14.0,,D. Russell misses 2-pt jump shot from 19 ft,17,12
46,1,7:10.0,Defensive rebound by B. Ingram,,17,12
47,1,7:06.0,Personal foul by J. Okogie (drawn by J. Holiday),,17,12
48,1,7:06.0,,J. Johnson enters the game for J. Hernangómez,17,12
49,1,7:06.0,,J. McLaughlin enters the game for D. Russell,17,12
50,1,7:00.0,Turnover by L. Ball (bad pass; steal by J. Okogie),,17,12
51,1,6:56.0,,M. Beasley makes 3-pt jump shot from 23 ft (assist by J. Johnson),17,15
52,1,6:46.0,B. Ingram makes 2-pt dunk from 1 ft (assist by J. Holiday),,19,15
53,1,6:35.0,,N. Reid misses 3-pt jump shot from 25 ft,19,15
54,1,6:33.0,Defensive rebound by D. Favors,,19,15
55,1,6:29.0,Z. Williamson makes 2-pt dunk from 1 ft (assist by L. Ball),,21,15
56,1,6:23.0,,Shooting foul by J. Holiday (drawn by M. Beasley),21,15
57,1,6:23.0,,M. Beasley makes free throw 1 of 2,21,16
58,1,6:23.0,,M. Beasley misses free throw 2 of 2,21,16
59,1,6:22.0,Defensive rebound by Z. Williamson,,21,16
60,1,6:14.0,J. Holiday makes 2-pt jump shot from 12 ft,,23,16
61,1,6:14.0,Shooting foul by J. McLaughlin (drawn by J. Holiday),,23,16
62,1,6:14.0,J. Holiday makes free throw 1 of 1,,24,16
63,1,6:01.0,,N. Reid misses 2-pt layup from 2 ft (block by D. Favors),24,16
64,1,6:00.0,Defensive rebound by B. Ingram,,24,16
65,1,5:56.0,J. Holiday misses 3-pt jump shot from 26 ft,,24,16
66,1,5:53.0,,Defensive rebound by N. Reid,24,16
67,1,5:33.0,,N. Reid misses 2-pt layup from 2 ft,24,16
68,1,5:30.0,Defensive rebound by L. Ball,,24,16
69,1,5:27.0,Z. Williamson makes 2-pt layup from 1 ft (assist by J. Holiday),,26,16
70,1,5:11.0,,M. Beasley misses 2-pt layup from 2 ft,26,16
71,1,5:10.0,Defensive rebound by J. Holiday,,26,16
72,1,5:02.0,J. Holiday makes 2-pt layup from 6 ft,,28,16
73,1,4:46.0,,J. Okogie misses 3-pt jump shot from 25 ft,28,16
74,1,4:43.0,Defensive rebound by J. Holiday,,28,16
75,1,4:41.0,B. Ingram makes 2-pt layup from 2 ft (assist by J. Holiday),,30,16
76,1,4:41.0,,Minnesota full timeout,30,16
77,1,4:41.0,J. Hart enters the game for D. Favors,,30,16
78,1,4:41.0,N. Melli enters the game for Z. Williamson,,30,16
79,1,4:41.0,,J. Culver enters the game for J. Okogie,30,16
80,1,4:41.0,,J. Layman enters the game for N. Reid,30,16
81,1,4:33.0,,Personal foul by J. Hart (drawn by J. McLaughlin),30,16
82,1,4:26.0,,Turnover by J. Layman (bad pass; steal by N. Melli),30,16
83,1,4:13.0,N. Melli misses 2-pt hook shot from 4 ft,,30,16
84,1,4:11.0,,Defensive rebound by M. Beasley,30,16
85,1,4:03.0,,J. McLaughlin misses 3-pt jump shot from 25 ft,30,16
86,1,3:59.0,Defensive rebound by J. Hart,,30,16
87,1,3:45.0,N. Melli makes 2-pt layup from 1 ft (assist by L. Ball),,32,16
88,1,3:45.0,Shooting foul by J. Culver (drawn by N. Melli),,32,16
89,1,3:45.0,F. Jackson enters the game for L. Ball,,32,16
90,1,3:45.0,N. Melli makes free throw 1 of 1,,33,16
91,1,3:33.0,,Shooting foul by J. Holiday (drawn by J. Layman),33,16
92,1,3:33.0,,J. Layman misses free throw 1 of 2,33,16
93,1,3:33.0,,Offensive rebound by Team,33,16
94,1,3:33.0,E. Moore enters the game for J. Holiday,,33,16
95,1,3:33.0,,D. Russell enters the game for M. Beasley,33,16
96,1,3:33.0,,J. Layman makes free throw 2 of 2,33,17
97,1,3:20.0,Personal foul by J. Culver (drawn by N. Melli),,33,17
98,1,3:20.0,N. Melli misses free throw 1 of 2,,33,17
99,1,3:20.0,Offensive rebound by Team,,33,17
