,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA CLIPPERS_ACTION,SACRAMENTO_SCORE,LA CLIPPERS_SCORE
0,1,11:43.0,D. Fox misses 2-pt jump shot from 12 ft,,0,0
1,1,11:40.0,,Defensive rebound by I. Zubac,0,0
2,1,11:32.0,,P. George misses 2-pt jump shot from 14 ft,0,0
3,1,11:30.0,Defensive rebound by B. Bogdanović,,0,0
4,1,11:26.0,D. Fox makes 2-pt layup from 2 ft,,2,0
5,1,11:08.0,,P. Beverley misses 3-pt jump shot from 26 ft,2,0
6,1,11:04.0,,Offensive rebound by M. Harkless,2,0
7,1,11:04.0,,Shooting foul by D. Dedmon (drawn by P. George),2,0
8,1,11:04.0,,P. George makes free throw 1 of 2,2,1
9,1,11:04.0,,P. George makes free throw 2 of 2,2,2
10,1,10:53.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Fox),,5,2
11,1,10:30.0,,P. George makes 2-pt layup from 3 ft,5,4
12,1,10:17.0,Personal foul by P. Beverley (drawn by B. Bogdanović),,5,4
13,1,10:02.0,N. Bjelica makes 2-pt jump shot from 6 ft (assist by D. Fox),,7,4
14,1,9:48.0,,P. Beverley makes 2-pt layup from 2 ft (assist by I. Zubac),7,6
15,1,9:25.0,D. Fox makes 3-pt jump shot from 23 ft (assist by H. Barnes),,10,6
16,1,9:08.0,,I. Zubac makes 2-pt layup from 2 ft (assist by L. Shamet),10,8
17,1,8:45.0,N. Bjelica misses 2-pt layup from 4 ft,,10,8
18,1,8:42.0,Offensive rebound by N. Bjelica,,10,8
19,1,8:42.0,N. Bjelica misses 2-pt layup at rim,,10,8
20,1,8:42.0,Offensive rebound by N. Bjelica,,10,8
21,1,8:42.0,N. Bjelica misses 2-pt layup at rim,,10,8
22,1,8:42.0,,Defensive rebound by Team,10,8
23,1,8:31.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by P. George),10,11
24,1,8:17.0,D. Fox misses 2-pt jump shot from 3 ft,,10,11
25,1,8:15.0,Offensive rebound by N. Bjelica,,10,11
26,1,8:11.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,10,11
27,1,8:08.0,,Defensive rebound by I. Zubac,10,11
28,1,7:58.0,,M. Harkless makes 2-pt jump shot from 5 ft (assist by P. Beverley),10,13
29,1,7:44.0,N. Bjelica misses 3-pt jump shot from 25 ft,,10,13
30,1,7:41.0,,Defensive rebound by L. Shamet,10,13
31,1,7:30.0,,L. Shamet makes 3-pt jump shot from 23 ft (assist by P. Beverley),10,16
32,1,7:08.0,D. Dedmon misses 2-pt jump shot from 20 ft,,10,16
33,1,7:05.0,,Defensive rebound by P. George,10,16
34,1,6:59.0,,P. George misses 2-pt jump shot from 23 ft,10,16
35,1,6:56.0,Defensive rebound by N. Bjelica,,10,16
36,1,6:49.0,D. Fox makes 2-pt layup from 2 ft,,12,16
37,1,6:36.0,,I. Zubac misses 2-pt layup from 3 ft (block by D. Fox),12,16
38,1,6:33.0,Defensive rebound by D. Dedmon,,12,16
39,1,6:28.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by H. Barnes),,15,16
40,1,6:15.0,,Personal foul by H. Barnes (drawn by P. George),15,16
41,1,6:15.0,,LA Clippers full timeout,15,16
42,1,6:15.0,,L. Williams enters the game for P. Beverley,15,16
43,1,6:04.0,,L. Shamet misses 3-pt jump shot from 24 ft,15,16
44,1,5:59.0,,Offensive rebound by I. Zubac,15,16
45,1,5:59.0,,I. Zubac misses 2-pt layup from 1 ft,15,16
46,1,5:59.0,Defensive rebound by D. Dedmon,,15,16
47,1,5:43.0,D. Fox misses 2-pt jump shot from 6 ft,,15,16
48,1,5:40.0,,Defensive rebound by I. Zubac,15,16
49,1,5:35.0,,I. Zubac misses 2-pt hook shot from 4 ft,15,16
50,1,5:33.0,Defensive rebound by D. Dedmon,,15,16
51,1,5:22.0,D. Fox misses 2-pt layup from 3 ft,,15,16
52,1,5:20.0,,Defensive rebound by P. George,15,16
53,1,5:16.0,,P. George misses 2-pt layup from 2 ft (block by D. Dedmon),15,16
54,1,5:16.0,,Offensive rebound by Team,15,16
55,1,5:16.0,,R. McGruder enters the game for P. George,15,16
56,1,5:14.0,,L. Williams misses 2-pt jump shot from 19 ft,15,16
57,1,5:14.0,Defensive rebound by H. Barnes,,15,16
58,1,4:59.0,H. Barnes misses 2-pt jump shot from 12 ft,,15,16
59,1,4:57.0,,Defensive rebound by M. Harkless,15,16
60,1,4:44.0,,L. Williams makes 2-pt layup from 1 ft (assist by I. Zubac),15,18
61,1,4:29.0,Shooting foul by I. Zubac (drawn by N. Bjelica),,15,18
62,1,4:29.0,N. Bjelica misses free throw 1 of 2,,15,18
63,1,4:29.0,Offensive rebound by Team,,15,18
64,1,4:29.0,K. Bazemore enters the game for H. Barnes,,15,18
65,1,4:29.0,H. Giles enters the game for B. Bogdanović,,15,18
66,1,4:29.0,B. Hield enters the game for D. Dedmon,,15,18
67,1,4:29.0,,M. Harrell enters the game for I. Zubac,15,18
68,1,4:29.0,N. Bjelica makes free throw 2 of 2,,16,18
69,1,4:18.0,,Turnover by L. Williams (lost ball; steal by D. Fox),16,18
70,1,4:14.0,Shooting foul by M. Harrell (drawn by D. Fox),,16,18
71,1,4:14.0,D. Fox misses free throw 1 of 2,,16,18
72,1,4:14.0,Offensive rebound by Team,,16,18
73,1,4:14.0,D. Fox makes free throw 2 of 2,,17,18
74,1,4:02.0,,M. Harkless misses 2-pt layup from 2 ft (block by H. Giles),17,18
75,1,4:01.0,,Offensive rebound by M. Harrell,17,18
76,1,4:01.0,,M. Harrell makes 2-pt layup from 1 ft,17,20
77,1,4:01.0,,Shooting foul by H. Giles (drawn by M. Harrell),17,20
78,1,4:01.0,,M. Harrell makes free throw 1 of 1,17,21
79,1,3:50.0,B. Hield misses 3-pt jump shot from 25 ft,,17,21
80,1,3:47.0,,Defensive rebound by M. Harrell,17,21
81,1,3:39.0,,L. Shamet makes 3-pt jump shot from 25 ft (assist by M. Harrell),17,24
82,1,3:38.0,Sacramento full timeout,,17,24
83,1,3:38.0,,J. Green enters the game for L. Shamet,17,24
84,1,3:24.0,Turnover by K. Bazemore (bad pass),,17,24
85,1,3:24.0,C. Joseph enters the game for D. Fox,,17,24
86,1,3:03.0,,J. Green misses 2-pt layup from 2 ft,17,24
87,1,3:01.0,Defensive rebound by H. Giles,,17,24
88,1,2:55.0,C. Joseph misses 2-pt jump shot from 19 ft,,17,24
89,1,2:53.0,Offensive rebound by K. Bazemore,,17,24
90,1,2:51.0,B. Hield makes 3-pt jump shot from 25 ft (assist by K. Bazemore),,20,24
91,1,2:36.0,,M. Harrell makes 2-pt jump shot from 2 ft (assist by L. Williams),20,26
92,1,2:36.0,,Shooting foul by H. Giles (drawn by M. Harrell),20,26
93,1,2:36.0,,J. Robinson enters the game for M. Harkless,20,26
94,1,2:36.0,,M. Harrell makes free throw 1 of 1,20,27
95,1,2:15.0,K. Bazemore makes 3-pt jump shot from 26 ft (assist by C. Joseph),,23,27
96,1,2:15.0,H. Barnes enters the game for N. Bjelica,,23,27
97,1,2:03.0,,M. Harrell misses 2-pt jump shot from 4 ft,23,27
98,1,1:57.0,,Offensive rebound by M. Harrell,23,27
99,1,1:57.0,,M. Harrell makes 2-pt dunk from 1 ft,23,29
100,1,1:47.0,Turnover by B. Hield (lost ball; steal by J. Green),,23,29
101,1,1:40.0,,L. Williams misses 2-pt jump shot from 20 ft,23,29
102,1,1:40.0,,Offensive rebound by Team,23,29
103,1,1:40.0,D. Dedmon enters the game for H. Giles,,23,29
104,1,1:38.0,,L. Williams makes 2-pt layup from 2 ft (assist by J. Robinson),23,31
105,1,1:25.0,Personal foul by R. McGruder (drawn by H. Barnes),,23,31
106,1,1:11.0,Turnover by Team (shot clock),,23,31
107,1,0:58.0,,M. Harrell makes 2-pt hook shot from 8 ft,23,33
108,1,0:48.0,D. Dedmon makes 3-pt jump shot from 25 ft (assist by B. Hield),,26,33
109,1,0:25.0,,M. Harrell misses 2-pt jump shot from 16 ft,26,33
110,1,0:24.0,,Offensive rebound by Team,26,33
111,1,0:11.0,,L. Williams misses 2-pt jump shot from 13 ft (block by C. Joseph),26,33
112,1,0:07.0,Defensive rebound by D. Dedmon,,26,33
113,1,0:06.0,Shooting foul by R. McGruder (drawn by C. Joseph),,26,33
114,1,0:06.0,C. Joseph makes free throw 1 of 2,,27,33
115,1,0:06.0,,P. George enters the game for R. McGruder,27,33
116,1,0:06.0,,L. Shamet enters the game for J. Robinson,27,33
117,1,0:06.0,C. Joseph makes free throw 2 of 2,,28,33
118,1,0:01.0,,M. Harrell misses 2-pt layup from 2 ft,28,33
119,1,0:01.0,Defensive rebound by K. Bazemore,,28,33
120,2,11:37.0,,M. Harrell misses 2-pt jump shot from 17 ft,28,33
121,2,11:33.0,Defensive rebound by H. Barnes,,28,33
122,2,11:20.0,Personal foul by J. Robinson (drawn by H. Barnes),,28,33
123,2,11:13.0,D. Dedmon misses 3-pt jump shot from 25 ft,,28,33
124,2,11:10.0,,Defensive rebound by J. Green,28,33
125,2,11:03.0,,Turnover by L. Williams (bad pass; steal by D. Dedmon),28,33
126,2,10:59.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by C. Joseph),,30,33
127,2,10:38.0,,Turnover by J. Robinson (bad pass),30,33
128,2,10:16.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by C. Joseph),,33,33
129,2,10:16.0,,P. Beverley enters the game for J. Robinson,33,33
130,2,9:53.0,,Turnover by R. McGruder (bad pass; steal by B. Hield),33,33
131,2,9:45.0,B. Hield makes 3-pt jump shot from 27 ft,,36,33
132,2,9:29.0,,L. Williams misses 2-pt jump shot from 8 ft (block by D. Dedmon),36,33
133,2,9:29.0,,Offensive rebound by Team,36,33
134,2,9:29.0,,L. Shamet enters the game for R. McGruder,36,33
135,2,9:21.0,,M. Harrell makes 2-pt hook shot from 5 ft (assist by L. Shamet),36,35
136,2,9:13.0,B. Hield makes 3-pt jump shot from 25 ft,,39,35
137,2,9:02.0,,L. Williams misses 2-pt layup from 3 ft,39,35
138,2,9:00.0,Defensive rebound by K. Bazemore,,39,35
139,2,8:54.0,Turnover by K. Bazemore (bad pass; steal by J. Green),,39,35
140,2,8:48.0,,M. Harrell makes 2-pt dunk from 2 ft (assist by P. Beverley),39,37
141,2,8:38.0,C. Joseph misses 2-pt layup from 2 ft,,39,37
142,2,8:36.0,Offensive rebound by B. Hield,,39,37
143,2,8:27.0,B. Hield misses 3-pt jump shot from 27 ft,,39,37
144,2,8:23.0,,Defensive rebound by J. Green,39,37
145,2,8:18.0,,L. Williams misses 2-pt layup from 2 ft,39,37
146,2,8:16.0,Defensive rebound by D. Dedmon,,39,37
147,2,8:12.0,C. Joseph makes 3-pt jump shot from 26 ft (assist by K. Bazemore),,42,37
148,2,7:54.0,,J. Green makes 3-pt jump shot from 25 ft (assist by M. Harrell),42,40
149,2,7:41.0,B. Hield makes 2-pt jump shot from 12 ft (assist by C. Joseph),,44,40
150,2,7:35.0,,LA Clippers full timeout,44,40
151,2,7:35.0,N. Bjelica enters the game for K. Bazemore,,44,40
152,2,7:35.0,D. Fox enters the game for D. Dedmon,,44,40
153,2,7:35.0,,M. Harkless enters the game for L. Williams,44,40
154,2,7:24.0,,M. Harkless misses 2-pt dunk from 1 ft,44,40
155,2,7:24.0,Defensive rebound by Team,,44,40
156,2,7:06.0,B. Hield misses 3-pt jump shot from 22 ft,,44,40
157,2,7:04.0,,Defensive rebound by M. Harrell,44,40
158,2,6:57.0,,L. Shamet misses 2-pt layup from 2 ft (block by D. Fox),44,40
159,2,6:55.0,Defensive rebound by Team,,44,40
160,2,6:37.0,C. Joseph makes 3-pt jump shot from 24 ft (assist by D. Fox),,47,40
161,2,6:27.0,,Personal foul by C. Joseph (drawn by P. Beverley),47,40
162,2,6:27.0,B. Bogdanović enters the game for B. Hield,,47,40
163,2,6:27.0,,P. Patterson enters the game for J. Green,47,40
164,2,6:13.0,,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Shamet),47,42
165,2,5:53.0,D. Fox makes 2-pt layup from 2 ft,,49,42
166,2,5:27.0,,P. Beverley misses 2-pt jump shot from 7 ft,49,42
167,2,5:25.0,,Offensive rebound by P. Beverley,49,42
168,2,5:23.0,,M. Harkless misses 3-pt jump shot from 25 ft,49,42
169,2,5:21.0,,Offensive rebound by M. Harrell,49,42
170,2,5:19.0,,Personal foul by D. Fox (drawn by M. Harkless),49,42
171,2,5:09.0,,Turnover by M. Harrell (bad pass),49,42
172,2,5:00.0,D. Fox misses 2-pt layup from 2 ft,,49,42
173,2,4:58.0,,Defensive rebound by M. Harrell,49,42
174,2,4:49.0,,M. Harrell misses 2-pt jump shot from 3 ft,49,42
175,2,4:46.0,Defensive rebound by D. Fox,,49,42
176,2,4:42.0,Turnover by N. Bjelica (traveling),,49,42
177,2,4:42.0,,L. Williams enters the game for P. Beverley,49,42
178,2,4:33.0,,L. Williams misses 3-pt jump shot from 25 ft,49,42
179,2,4:29.0,Defensive rebound by D. Fox,,49,42
180,2,4:26.0,Shooting foul by L. Shamet (drawn by D. Fox),,49,42
181,2,4:26.0,D. Fox misses free throw 1 of 2,,49,42
182,2,4:26.0,Offensive rebound by Team,,49,42
183,2,4:26.0,D. Fox makes free throw 2 of 2,,50,42
184,2,4:06.0,,M. Harkless misses 3-pt jump shot from 24 ft,50,42
185,2,4:03.0,Defensive rebound by H. Barnes,,50,42
186,2,3:58.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by H. Barnes),,53,42
187,2,3:37.0,,M. Harkless misses 3-pt jump shot from 22 ft,53,42
188,2,3:34.0,Defensive rebound by B. Bogdanović,,53,42
189,2,3:28.0,H. Barnes misses 3-pt jump shot from 23 ft,,53,42
190,2,3:26.0,,Defensive rebound by M. Harkless,53,42
191,2,3:20.0,,L. Williams misses 2-pt layup from 2 ft,53,42
192,2,3:20.0,Defensive rebound by Team,,53,42
