,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BOSTON_ACTION,ATLANTA_SCORE,BOSTON_SCORE
0,1,11:37.0,Shooting foul by J. Tatum (drawn by J. Collins),,0,0
1,1,11:37.0,J. Collins misses free throw 1 of 2,,0,0
2,1,11:37.0,Offensive rebound by Team,,0,0
3,1,11:37.0,J. Collins makes free throw 2 of 2,,1,0
4,1,11:22.0,,K. Walker makes 3-pt jump shot from 27 ft,1,3
5,1,11:22.0,,Instant Replay (Request: Ruling Stands),1,3
6,1,11:02.0,K. Huerter misses 3-pt jump shot from 26 ft,,1,3
7,1,10:58.0,,Defensive rebound by K. Walker,1,3
8,1,10:51.0,,G. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),1,6
9,1,10:42.0,Turnover by D. Jones (traveling),,1,6
10,1,10:32.0,,J. Tatum makes 3-pt jump shot from 27 ft (assist by G. Williams),1,9
11,1,10:29.0,Atlanta full timeout,,1,9
12,1,10:17.0,K. Huerter misses 2-pt jump shot from 19 ft,,1,9
13,1,10:15.0,,Defensive rebound by M. Smart,1,9
14,1,10:02.0,,G. Williams makes 2-pt jump shot from 15 ft (assist by K. Walker),1,11
15,1,9:43.0,J. Collins makes 2-pt jump shot from 14 ft (assist by K. Huerter),,3,11
16,1,9:32.0,,J. Tatum misses 2-pt jump shot from 4 ft,3,11
17,1,9:30.0,,Offensive rebound by M. Smart,3,11
18,1,9:16.0,,J. Tatum makes 2-pt layup from 2 ft,3,13
19,1,9:00.0,Shooting foul by M. Smart (drawn by J. Collins),,3,13
20,1,9:00.0,J. Collins makes free throw 1 of 2,,4,13
21,1,9:00.0,J. Collins makes free throw 2 of 2,,5,13
22,1,8:48.0,,Turnover by M. Smart (bad pass; steal by J. Teague),5,13
23,1,8:31.0,Turnover by K. Huerter (bad pass; steal by M. Smart),,5,13
24,1,8:28.0,,M. Smart makes 2-pt dunk at rim,5,15
25,1,8:12.0,J. Collins misses 2-pt jump shot from 18 ft,,5,15
26,1,8:10.0,,Defensive rebound by K. Walker,5,15
27,1,8:06.0,,Personal foul by J. Collins (drawn by K. Walker),5,15
28,1,7:59.0,,J. Tatum makes 3-pt jump shot from 23 ft (assist by K. Walker),5,18
29,1,7:45.0,J. Teague misses 2-pt jump shot from 17 ft,,5,18
30,1,7:44.0,Offensive rebound by J. Collins,,5,18
31,1,7:44.0,J. Collins makes 2-pt dunk at rim,,7,18
32,1,7:28.0,,K. Walker makes 3-pt jump shot from 29 ft,7,21
33,1,7:15.0,K. Huerter makes 3-pt jump shot from 28 ft (assist by J. Teague),,10,21
34,1,6:56.0,,Personal foul by K. Huerter (drawn by K. Walker),10,21
35,1,6:47.0,,J. Tatum makes 3-pt jump shot from 26 ft,10,24
36,1,6:23.0,J. Teague misses 2-pt layup from 5 ft (block by G. Williams),,10,24
37,1,6:22.0,Offensive rebound by Team,,10,24
38,1,6:22.0,V. Carter enters the game for D. Jones,,10,24
39,1,6:18.0,K. Huerter misses 3-pt jump shot from 25 ft,,10,24
40,1,6:16.0,,Defensive rebound by K. Walker,10,24
41,1,6:05.0,,J. Tatum misses 3-pt jump shot from 23 ft,10,24
42,1,6:02.0,Defensive rebound by K. Huerter,,10,24
43,1,5:57.0,J. Collins makes 2-pt layup from 1 ft,,12,24
44,1,5:45.0,,Turnover by E. Freedom (bad pass; steal by V. Carter),12,24
45,1,5:41.0,D. Hunter misses 3-pt jump shot from 27 ft,,12,24
