,QUARTER,TIME_REMAINING,ATLANTA_ACTION,ORLANDO_ACTION,ATLANTA_SCORE,ORLANDO_SCORE
0,1,11:43.0,Turnover by K. Huerter (bad pass; steal by M. Fultz),,0,0
1,1,11:37.0,,A. Gordon makes 2-pt dunk from 2 ft (assist by M. Fultz),0,2
2,1,11:23.0,T. Young misses 3-pt jump shot from 26 ft,,0,2
3,1,11:17.0,,Defensive rebound by N. Vučević,0,2
4,1,11:12.0,,M. Fultz makes 2-pt layup from 3 ft,0,4
5,1,10:53.0,K. Huerter makes 2-pt layup from 1 ft,,2,4
6,1,10:30.0,,N. Vučević misses 2-pt layup from 3 ft,2,4
7,1,10:28.0,Defensive rebound by J. Collins,,2,4
8,1,10:25.0,D. Jones makes 2-pt dunk from 1 ft (assist by T. Young),,4,4
9,1,10:02.0,,E. Fournier makes 2-pt layup from 3 ft,4,6
10,1,9:41.0,T. Young makes 2-pt jump shot from 11 ft (assist by D. Jones),,6,6
11,1,9:28.0,,M. Fultz makes 2-pt layup from 2 ft,6,8
12,1,9:17.0,D. Jones misses 2-pt layup from 3 ft (block by A. Gordon),,6,8
13,1,9:17.0,,Defensive rebound by Team,6,8
14,1,8:50.0,,E. Fournier misses 2-pt layup from 2 ft,6,8
15,1,8:46.0,Defensive rebound by K. Huerter,,6,8
16,1,8:40.0,Turnover by T. Young (bad pass; steal by E. Fournier),,6,8
17,1,8:34.0,,A. Gordon misses 2-pt layup from 3 ft,6,8
18,1,8:32.0,Defensive rebound by D. Jones,,6,8
19,1,8:25.0,J. Collins misses 3-pt jump shot from 27 ft,,6,8
20,1,8:22.0,,Defensive rebound by W. Iwundu,6,8
21,1,8:15.0,,Turnover by W. Iwundu (lost ball; steal by D. Jones),6,8
22,1,8:00.0,J. Collins misses 3-pt jump shot from 25 ft,,6,8
23,1,7:57.0,,Defensive rebound by N. Vučević,6,8
24,1,7:50.0,,E. Fournier misses 3-pt jump shot from 26 ft,6,8
25,1,7:47.0,Defensive rebound by T. Young,,6,8
26,1,7:40.0,K. Huerter misses 2-pt jump shot from 12 ft,,6,8
27,1,7:38.0,Offensive rebound by J. Collins,,6,8
28,1,7:37.0,J. Collins makes 2-pt layup from 2 ft,,8,8
29,1,7:24.0,,N. Vučević makes 2-pt layup from 2 ft (assist by M. Fultz),8,10
30,1,7:01.0,D. Hunter misses 2-pt jump shot from 13 ft (block by E. Fournier),,8,10
31,1,7:01.0,,Defensive rebound by E. Fournier,8,10
32,1,6:55.0,,E. Fournier misses 3-pt jump shot from 26 ft,8,10
33,1,6:50.0,Defensive rebound by J. Collins,,8,10
34,1,6:47.0,T. Young misses 3-pt jump shot from 29 ft,,8,10
35,1,6:44.0,,Defensive rebound by W. Iwundu,8,10
36,1,6:35.0,,W. Iwundu makes 2-pt jump shot from 6 ft,8,12
37,1,6:22.0,Turnover by K. Huerter (bad pass),,8,12
38,1,6:22.0,,Orlando full timeout,8,12
39,1,6:22.0,V. Carter enters the game for J. Collins,,8,12
40,1,6:22.0,D. Dedmon enters the game for D. Hunter,,8,12
41,1,6:22.0,C. Reddish enters the game for D. Jones,,8,12
42,1,6:11.0,,A. Gordon misses 2-pt layup from 2 ft (block by D. Dedmon),8,12
43,1,6:10.0,,Offensive rebound by A. Gordon,8,12
44,1,6:10.0,,Shooting foul by V. Carter (drawn by A. Gordon),8,12
45,1,6:10.0,,A. Gordon makes free throw 1 of 2,8,13
46,1,6:10.0,,A. Gordon makes free throw 2 of 2,8,14
47,1,5:56.0,Def 3 sec tech foul by Team,,8,14
48,1,5:56.0,T. Young makes technical free throw,,9,14
49,1,5:56.0,,T. Ross enters the game for W. Iwundu,9,14
50,1,5:45.0,T. Young misses 2-pt jump shot from 8 ft,,9,14
