,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,UTAH_ACTION,OKLAHOMA CITY_SCORE,UTAH_SCORE
0,1,11:47.0,S. Adams makes 2-pt hook shot from 4 ft (assist by C. Paul),,2,0
1,1,11:29.0,,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),2,2
2,1,11:20.0,D. Bazley misses 2-pt jump shot from 23 ft,,2,2
3,1,11:18.0,,Defensive rebound by R. Gobert,2,2
4,1,11:09.0,,D. Mitchell makes 2-pt jump shot from 5 ft,2,4
5,1,10:50.0,S. Gilgeous-Alexander misses 2-pt jump shot from 14 ft,,2,4
6,1,10:48.0,,Defensive rebound by D. Mitchell,2,4
7,1,10:42.0,,D. Mitchell makes 2-pt layup from 3 ft,2,6
8,1,10:26.0,C. Paul misses 3-pt jump shot from 24 ft,,2,6
9,1,10:24.0,,Defensive rebound by R. Gobert,2,6
10,1,10:24.0,,Personal take foul by C. Paul (drawn by J. Ingles),2,6
11,1,10:09.0,,Turnover by D. Mitchell (lost ball; steal by A. Nader),2,6
12,1,9:56.0,A. Nader misses 3-pt jump shot from 23 ft,,2,6
13,1,9:53.0,,Defensive rebound by D. Mitchell,2,6
14,1,9:43.0,,Personal foul by S. Gilgeous-Alexander (drawn by R. Gobert),2,6
15,1,9:33.0,,Turnover by J. Ingles (bad pass; steal by S. Gilgeous-Alexander),2,6
16,1,9:31.0,S. Gilgeous-Alexander makes 2-pt layup from 3 ft,,4,6
17,1,9:31.0,Shooting foul by D. Mitchell (drawn by S. Gilgeous-Alexander),,4,6
18,1,9:31.0,S. Gilgeous-Alexander makes free throw 1 of 1,,5,6
19,1,9:22.0,,B. Bogdanović misses 2-pt layup from 3 ft,5,6
20,1,9:20.0,Defensive rebound by A. Nader,,5,6
21,1,9:13.0,S. Adams makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),,7,6
22,1,9:00.0,,R. Gobert misses 2-pt layup from 5 ft (block by S. Adams),7,6
23,1,8:57.0,,Offensive rebound by R. Gobert,7,6
24,1,8:56.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,7,6
25,1,8:53.0,Defensive rebound by S. Gilgeous-Alexander,,7,6
26,1,8:38.0,S. Gilgeous-Alexander makes 3-pt jump shot from 29 ft,,10,6
27,1,8:23.0,,Personal foul by D. Bazley (drawn by R. O'Neale),10,6
28,1,8:16.0,,R. Gobert makes 2-pt layup from 1 ft (assist by D. Mitchell),10,8
29,1,7:59.0,A. Nader misses 2-pt jump shot from 11 ft,,10,8
30,1,7:57.0,,Defensive rebound by R. O'Neale,10,8
31,1,7:52.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by R. O'Neale),10,11
32,1,7:45.0,Oklahoma City full timeout,,10,11
33,1,7:40.0,S. Adams makes 2-pt layup from 4 ft,,12,11
34,1,7:24.0,,Personal foul by A. Nader (drawn by R. Gobert),12,11
35,1,7:15.0,,B. Bogdanović misses 2-pt jump shot from 13 ft,12,11
36,1,7:12.0,Defensive rebound by D. Bazley,,12,11
37,1,7:00.0,Turnover by S. Adams (lost ball; steal by J. Ingles),,12,11
38,1,6:52.0,,Violation by Team (kicked ball),12,11
39,1,6:38.0,S. Gilgeous-Alexander makes 3-pt jump shot from 24 ft,,15,11
40,1,6:29.0,,R. O'Neale misses 3-pt jump shot from 26 ft,15,11
41,1,6:29.0,Defensive rebound by S. Adams,,15,11
42,1,6:20.0,C. Paul makes 2-pt layup from 3 ft (assist by S. Adams),,17,11
43,1,6:06.0,,Shooting foul by S. Adams (drawn by D. Mitchell),17,11
44,1,6:06.0,,D. Mitchell makes free throw 1 of 2,17,12
45,1,6:06.0,L. Dort enters the game for S. Adams,,17,12
46,1,6:06.0,N. Noel enters the game for A. Nader,,17,12
47,1,6:06.0,D. Schröder enters the game for C. Paul,,17,12
48,1,6:06.0,,D. Mitchell makes free throw 2 of 2,17,13
49,1,5:46.0,N. Noel misses 2-pt jump shot from 10 ft,,17,13
50,1,5:43.0,,Defensive rebound by R. O'Neale,17,13
51,1,5:25.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Ingles),17,16
52,1,5:05.0,L. Dort misses 3-pt jump shot from 23 ft,,17,16
53,1,5:03.0,,Defensive rebound by D. Mitchell,17,16
54,1,4:52.0,,D. Mitchell makes 2-pt jump shot from 20 ft,17,18
55,1,4:27.0,N. Noel makes 2-pt jump shot from 13 ft (assist by S. Gilgeous-Alexander),,19,18
56,1,4:19.0,,J. Ingles misses 3-pt jump shot from 22 ft,19,18
57,1,4:16.0,Defensive rebound by D. Bazley,,19,18
58,1,4:12.0,Turnover by D. Bazley (lost ball; steal by J. Ingles),,19,18
59,1,4:05.0,,Turnover by J. Ingles (bad pass),19,18
60,1,4:05.0,A. Nader enters the game for D. Bazley,,19,18
61,1,4:05.0,,J. Green enters the game for D. Mitchell,19,18
62,1,4:05.0,,E. Mudiay enters the game for R. O'Neale,19,18
63,1,3:51.0,D. Schröder misses 2-pt layup from 5 ft,,19,18
64,1,3:49.0,,Defensive rebound by R. Gobert,19,18
65,1,3:43.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by J. Ingles),19,20
66,1,3:24.0,A. Nader misses 3-pt jump shot from 26 ft,,19,20
67,1,3:21.0,,Defensive rebound by R. Gobert,19,20
68,1,3:08.0,,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),19,22
69,1,2:59.0,Personal foul by B. Bogdanović (drawn by S. Gilgeous-Alexander),,19,22
70,1,2:59.0,,Utah full timeout,19,22
71,1,2:59.0,M. Muscala enters the game for S. Gilgeous-Alexander,,19,22
72,1,2:59.0,C. Paul enters the game for A. Nader,,19,22
73,1,2:59.0,,E. Davis enters the game for B. Bogdanović,19,22
74,1,2:59.0,,D. Mitchell enters the game for R. Gobert,19,22
75,1,2:59.0,,G. Niang enters the game for J. Ingles,19,22
76,1,2:48.0,D. Schröder misses 3-pt jump shot from 25 ft,,19,22
77,1,2:43.0,,Defensive rebound by E. Davis,19,22
78,1,2:34.0,,D. Mitchell misses 2-pt layup from 2 ft,19,22
79,1,2:32.0,Defensive rebound by L. Dort,,19,22
80,1,2:29.0,Turnover by L. Dort (traveling),,19,22
81,1,2:13.0,,J. Green misses 2-pt layup from 5 ft,19,22
82,1,2:09.0,,Offensive rebound by J. Green,19,22
83,1,2:09.0,,J. Green makes 2-pt layup from 1 ft,19,24
84,1,1:49.0,D. Schröder makes 2-pt jump shot from 15 ft,,21,24
85,1,1:20.0,,Turnover by D. Mitchell (bad pass; steal by C. Paul),21,24
86,1,1:07.0,N. Noel makes 2-pt dunk from 1 ft (assist by C. Paul),,23,24
87,1,0:54.0,,Turnover by E. Mudiay (lost ball; steal by N. Noel),23,24
88,1,0:47.0,Turnover by D. Schröder (lost ball; steal by E. Davis),,23,24
89,1,0:31.0,,D. Mitchell misses 2-pt layup from 8 ft,23,24
90,1,0:29.0,Defensive rebound by N. Noel,,23,24
91,1,0:27.0,D. Schröder makes 2-pt layup from 2 ft (assist by C. Paul),,25,24
92,1,0:03.0,,D. Mitchell misses 3-pt jump shot from 35 ft,25,24
93,1,0:00.0,Defensive rebound by D. Schröder,,25,24
94,1,0:00.0,D. Schröder misses 3-pt jump shot from 47 ft,,25,24
95,1,0:00.0,Offensive rebound by Team,,25,24
96,2,11:44.0,,Personal foul by D. Schröder (drawn by J. Ingles),25,24
97,2,11:38.0,,J. Green makes 2-pt jump shot from 9 ft,25,26
98,2,11:24.0,M. Muscala makes 3-pt jump shot from 25 ft (assist by C. Paul),,28,26
99,2,11:11.0,,D. Mitchell misses 3-pt jump shot from 25 ft,28,26
100,2,11:08.0,Defensive rebound by C. Paul,,28,26
101,2,11:01.0,M. Muscala misses 3-pt jump shot from 25 ft,,28,26
102,2,10:58.0,,Defensive rebound by D. Mitchell,28,26
103,2,10:50.0,,Turnover by J. Ingles (bad pass; steal by C. Paul),28,26
104,2,10:33.0,L. Dort makes 2-pt hook shot from 2 ft (assist by D. Schröder),,30,26
105,2,10:17.0,,E. Davis misses 2-pt hook shot from 4 ft (block by S. Adams),30,26
106,2,10:14.0,Defensive rebound by S. Adams,,30,26
107,2,10:11.0,D. Schröder makes 3-pt jump shot from 25 ft,,33,26
108,2,10:10.0,,Utah full timeout,33,26
109,2,9:57.0,,J. Green misses 2-pt layup from 2 ft,33,26
110,2,9:54.0,Defensive rebound by M. Muscala,,33,26
111,2,9:35.0,Turnover by M. Muscala (lost ball; steal by G. Niang),,33,26
112,2,9:30.0,,G. Niang misses 3-pt jump shot from 26 ft,33,26
113,2,9:27.0,Defensive rebound by S. Adams,,33,26
114,2,9:16.0,C. Paul makes 2-pt jump shot from 12 ft,,35,26
115,2,9:01.0,,J. Ingles makes 3-pt jump shot from 26 ft (assist by D. Mitchell),35,29
116,2,8:35.0,C. Paul makes 2-pt layup from 2 ft,,37,29
117,2,8:29.0,,G. Niang makes 3-pt jump shot from 26 ft (assist by D. Mitchell),37,32
118,2,8:00.0,D. Schröder misses 2-pt jump shot from 22 ft,,37,32
119,2,7:59.0,Offensive rebound by Team,,37,32
120,2,7:59.0,Turnover by Team (shot clock),,37,32
121,2,7:59.0,S. Gilgeous-Alexander enters the game for C. Paul,,37,32
122,2,7:59.0,,B. Bogdanović enters the game for E. Davis,37,32
123,2,7:59.0,,R. Gobert enters the game for J. Green,37,32
124,2,7:59.0,,E. Mudiay enters the game for D. Mitchell,37,32
125,2,7:50.0,,R. Gobert makes 2-pt layup from 2 ft,37,34
126,2,7:38.0,Shooting foul by R. Gobert (drawn by S. Adams),,37,34
127,2,7:38.0,S. Adams makes free throw 1 of 2,,38,34
128,2,7:38.0,D. Bazley enters the game for L. Dort,,38,34
129,2,7:38.0,A. Nader enters the game for M. Muscala,,38,34
130,2,7:38.0,S. Adams makes free throw 2 of 2,,39,34
131,2,7:29.0,,Personal foul by A. Nader (drawn by R. Gobert),39,34
132,2,7:29.0,N. Noel enters the game for S. Adams,,39,34
133,2,7:23.0,,Personal foul by N. Noel (drawn by B. Bogdanović),39,34
134,2,7:17.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),39,36
135,2,6:59.0,N. Noel misses 2-pt jump shot from 10 ft,,39,36
136,2,6:56.0,,Defensive rebound by B. Bogdanović,39,36
137,2,6:47.0,,B. Bogdanović misses 2-pt jump shot from 11 ft (block by A. Nader),39,36
138,2,6:44.0,Defensive rebound by N. Noel,,39,36
139,2,6:38.0,D. Schröder misses 3-pt jump shot from 25 ft,,39,36
140,2,6:35.0,,Defensive rebound by R. Gobert,39,36
141,2,6:25.0,,G. Niang misses 3-pt jump shot from 23 ft,39,36
142,2,6:22.0,Defensive rebound by N. Noel,,39,36
143,2,6:11.0,A. Nader makes 2-pt layup from 4 ft (assist by N. Noel),,41,36
144,2,5:57.0,,G. Niang makes 2-pt jump shot from 10 ft (assist by E. Mudiay),41,38
145,2,5:49.0,Oklahoma City full timeout,,41,38
146,2,5:49.0,,R. O'Neale enters the game for J. Ingles,41,38
147,2,5:41.0,D. Schröder makes 2-pt jump shot from 18 ft,,43,38
148,2,5:26.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,43,38
149,2,5:22.0,Defensive rebound by D. Bazley,,43,38
150,2,5:17.0,D. Schröder misses 2-pt jump shot from 16 ft,,43,38
151,2,5:14.0,,Defensive rebound by E. Mudiay,43,38
152,2,5:00.0,,B. Bogdanović misses 2-pt layup from 2 ft,43,38
153,2,4:58.0,Defensive rebound by D. Schröder,,43,38
154,2,4:58.0,Personal foul by G. Niang (drawn by D. Schröder),,43,38
155,2,4:48.0,S. Gilgeous-Alexander makes 2-pt jump shot from 11 ft,,45,38
156,2,4:33.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by R. O'Neale),45,40
157,2,4:14.0,D. Schröder makes 2-pt jump shot from 13 ft (assist by N. Noel),,47,40
158,2,4:03.0,,Personal foul by D. Schröder (drawn by E. Mudiay),47,40
159,2,4:03.0,S. Adams enters the game for A. Nader,,47,40
160,2,4:03.0,L. Dort enters the game for N. Noel,,47,40
161,2,4:03.0,,J. Ingles enters the game for E. Mudiay,47,40
162,2,4:03.0,,D. Mitchell enters the game for G. Niang,47,40
163,2,3:53.0,,D. Mitchell misses 2-pt layup from 5 ft,47,40
164,2,3:51.0,,Offensive rebound by R. Gobert,47,40
165,2,3:38.0,,J. Ingles misses 3-pt jump shot from 23 ft,47,40
166,2,3:34.0,Defensive rebound by D. Bazley,,47,40
