,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BROOKLYN_ACTION,PHILADELPHIA_SCORE,BROOKLYN_SCORE
0,1,11:38.0,,J. Allen makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),0,2
1,1,11:18.0,A. Horford makes 2-pt hook shot from 3 ft,,2,2
2,1,11:06.0,,J. Harris makes 2-pt layup from 2 ft (assist by T. Prince),2,4
3,1,10:53.0,B. Simmons misses 2-pt hook shot from 7 ft,,2,4
4,1,10:50.0,,Defensive rebound by T. Prince,2,4
5,1,10:36.0,,T. Prince misses 2-pt jump shot from 10 ft,2,4
6,1,10:34.0,Defensive rebound by A. Horford,,2,4
7,1,10:30.0,T. Harris makes 2-pt layup from 3 ft (assist by B. Simmons),,4,4
8,1,10:17.0,,S. Dinwiddie misses 2-pt layup from 5 ft,4,4
9,1,10:17.0,,Offensive rebound by Team,4,4
10,1,10:11.0,,J. Harris makes 2-pt dunk at rim (assist by G. Temple),4,6
11,1,9:59.0,M. Scott misses 3-pt jump shot from 26 ft,,4,6
12,1,9:58.0,,Defensive rebound by Team,4,6
13,1,9:48.0,,T. Prince misses 2-pt jump shot from 12 ft,4,6
14,1,9:45.0,Defensive rebound by B. Simmons,,4,6
15,1,9:37.0,T. Harris makes 2-pt jump shot from 5 ft (assist by A. Horford),,6,6
16,1,9:37.0,,Brooklyn full timeout,6,6
17,1,9:21.0,,S. Dinwiddie misses 2-pt hook shot from 5 ft,6,6
18,1,9:21.0,,Offensive rebound by J. Allen,6,6
19,1,9:21.0,,J. Allen misses 2-pt layup at rim,6,6
20,1,9:21.0,,Offensive rebound by Team,6,6
21,1,9:18.0,,J. Allen misses 2-pt dunk from 6 ft (block by T. Harris),6,6
22,1,9:13.0,Defensive rebound by J. Richardson,,6,6
23,1,9:02.0,T. Harris makes 2-pt hook shot from 4 ft,,8,6
24,1,8:47.0,,Personal foul by J. Richardson (drawn by J. Harris),8,6
25,1,8:39.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by J. Allen),8,9
26,1,8:23.0,J. Richardson misses 2-pt jump shot from 16 ft,,8,9
27,1,8:21.0,,Defensive rebound by J. Allen,8,9
28,1,8:14.0,,J. Harris misses 3-pt jump shot from 26 ft,8,9
29,1,8:12.0,Defensive rebound by A. Horford,,8,9
30,1,8:01.0,Personal foul by T. Prince (drawn by B. Simmons),,8,9
31,1,8:01.0,,D. Nwaba enters the game for G. Temple,8,9
32,1,7:52.0,T. Harris misses 2-pt jump shot from 21 ft,,8,9
33,1,7:51.0,Offensive rebound by Team,,8,9
34,1,7:51.0,,Loose ball foul by T. Prince (drawn by A. Horford),8,9
35,1,7:36.0,J. Richardson misses 3-pt jump shot from 26 ft,,8,9
36,1,7:33.0,Offensive rebound by A. Horford,,8,9
37,1,7:30.0,M. Scott makes 3-pt jump shot from 26 ft (assist by T. Harris),,11,9
38,1,7:19.0,,Offensive foul by D. Nwaba (drawn by B. Simmons),11,9
39,1,7:19.0,,Turnover by D. Nwaba (offensive foul),11,9
40,1,7:10.0,Personal foul by S. Dinwiddie (drawn by J. Richardson),,11,9
41,1,7:06.0,Technical foul by K. Atkinson,,11,9
42,1,7:06.0,T. Harris makes technical free throw,,12,9
43,1,6:56.0,Turnover by B. Simmons (bad pass; steal by S. Dinwiddie),,12,9
44,1,6:52.0,,T. Prince misses 2-pt layup from 2 ft,12,9
45,1,6:49.0,,Offensive rebound by J. Allen,12,9
46,1,6:49.0,,J. Allen misses 2-pt dunk at rim,12,9
47,1,6:43.0,,Offensive rebound by J. Allen,12,9
48,1,6:43.0,,J. Allen makes 2-pt hook shot at rim,12,11
49,1,6:29.0,A. Horford misses 2-pt hook shot from 6 ft,,12,11
50,1,6:27.0,,Defensive rebound by D. Nwaba,12,11
51,1,6:19.0,,S. Dinwiddie misses 2-pt jump shot from 16 ft,12,11
52,1,6:15.0,Defensive rebound by T. Harris,,12,11
53,1,6:07.0,Offensive foul by A. Horford (drawn by D. Nwaba),,12,11
54,1,6:07.0,Turnover by A. Horford (offensive foul),,12,11
55,1,6:07.0,J. Ennis enters the game for J. Richardson,,12,11
56,1,6:07.0,M. Thybulle enters the game for M. Scott,,12,11
57,1,5:54.0,,J. Harris makes 2-pt layup from 2 ft (assist by S. Dinwiddie),12,13
58,1,5:33.0,A. Horford misses 3-pt jump shot from 27 ft,,12,13
59,1,5:29.0,,Defensive rebound by J. Harris,12,13
60,1,5:26.0,,D. Nwaba makes 2-pt layup from 1 ft (assist by S. Dinwiddie),12,15
61,1,5:26.0,Philadelphia full timeout,,12,15
62,1,5:26.0,,W. Chandler enters the game for J. Allen,12,15
63,1,5:26.0,,D. Jordan enters the game for J. Harris,12,15
64,1,5:26.0,,T. Luwawu-Cabarrot enters the game for T. Prince,12,15
65,1,5:07.0,B. Simmons makes 2-pt hook shot from 6 ft,,14,15
66,1,4:55.0,,S. Dinwiddie makes 2-pt layup from 2 ft,14,17
67,1,4:41.0,A. Horford misses 3-pt jump shot from 27 ft,,14,17
68,1,4:39.0,Offensive rebound by J. Ennis,,14,17
69,1,4:32.0,A. Horford makes 2-pt layup from 2 ft,,16,17
70,1,4:21.0,,S. Dinwiddie makes 2-pt jump shot from 3 ft,16,19
71,1,4:12.0,A. Horford misses 3-pt jump shot from 26 ft,,16,19
72,1,4:09.0,,Defensive rebound by D. Jordan,16,19
73,1,4:02.0,,D. Nwaba misses 2-pt layup from 5 ft (block by J. Ennis),16,19
74,1,4:02.0,,Offensive rebound by Team,16,19
75,1,3:55.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,16,19
76,1,3:52.0,Defensive rebound by J. Ennis,,16,19
77,1,3:47.0,A. Horford misses 3-pt jump shot from 25 ft,,16,19
78,1,3:43.0,,Defensive rebound by W. Chandler,16,19
79,1,3:28.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,16,19
80,1,3:23.0,Defensive rebound by T. Harris,,16,19
81,1,3:17.0,Turnover by T. Harris (bad pass),,16,19
82,1,3:17.0,M. Scott enters the game for T. Harris,,16,19
83,1,3:01.0,,S. Dinwiddie misses 2-pt layup from 4 ft,16,19
84,1,2:58.0,,Offensive rebound by D. Jordan,16,19
85,1,2:58.0,,D. Jordan makes 2-pt layup at rim,16,21
86,1,2:47.0,A. Horford misses 2-pt jump shot from 16 ft,,16,21
87,1,2:45.0,,Defensive rebound by T. Luwawu-Cabarrot,16,21
88,1,2:45.0,R. Neto enters the game for B. Simmons,,16,21
89,1,2:45.0,,T. Pinson enters the game for S. Dinwiddie,16,21
90,1,2:45.0,,G. Temple enters the game for D. Nwaba,16,21
91,1,2:35.0,,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by D. Jordan),16,23
92,1,2:12.0,Turnover by M. Thybulle (bad pass; steal by T. Pinson),,16,23
93,1,2:10.0,,T. Pinson makes 2-pt dunk from 1 ft,16,25
94,1,2:10.0,,Shooting foul by M. Scott (drawn by T. Pinson),16,25
95,1,2:10.0,,T. Pinson makes free throw 1 of 1,16,26
96,1,1:52.0,R. Neto makes 3-pt jump shot from 26 ft (assist by A. Horford),,19,26
97,1,1:44.0,,Offensive foul by T. Pinson (drawn by R. Neto),19,26
98,1,1:44.0,,Turnover by T. Pinson (offensive foul),19,26
99,1,1:44.0,F. Korkmaz enters the game for J. Ennis,,19,26
100,1,1:44.0,N. Pelle enters the game for A. Horford,,19,26
101,1,1:44.0,J. Richardson enters the game for M. Thybulle,,19,26
102,1,1:33.0,R. Neto makes 2-pt layup from 1 ft,,21,26
103,1,1:20.0,,Turnover by D. Jordan (bad pass),21,26
104,1,1:11.0,Personal foul by T. Pinson (drawn by N. Pelle),,21,26
105,1,1:03.0,M. Scott makes 2-pt jump shot from 14 ft (assist by R. Neto),,23,26
106,1,0:54.0,,Personal foul by F. Korkmaz (drawn by D. Jordan),23,26
107,1,0:45.0,,W. Chandler makes 2-pt jump shot from 18 ft,23,28
108,1,0:32.0,R. Neto misses 3-pt jump shot from 26 ft,,23,28
109,1,0:29.0,,Defensive rebound by T. Luwawu-Cabarrot,23,28
110,1,0:25.0,,Turnover by T. Luwawu-Cabarrot (bad pass; steal by R. Neto),23,28
111,1,0:18.0,Turnover by R. Neto (lost ball; steal by T. Luwawu-Cabarrot),,23,28
112,1,0:07.0,,T. Luwawu-Cabarrot misses 2-pt layup from 4 ft (block by F. Korkmaz),23,28
113,1,0:04.0,Defensive rebound by N. Pelle,,23,28
114,1,0:00.0,J. Richardson misses 3-pt jump shot from 27 ft,,23,28
115,1,0:00.0,Offensive rebound by Team,,23,28
116,2,11:50.0,Turnover by N. Pelle (lost ball; steal by D. Jordan),,23,28
117,2,11:42.0,,G. Temple misses 3-pt jump shot from 27 ft,23,28
118,2,11:39.0,Defensive rebound by T. Harris,,23,28
119,2,11:26.0,T. Harris misses 3-pt jump shot from 28 ft,,23,28
120,2,11:24.0,,Defensive rebound by T. Luwawu-Cabarrot,23,28
121,2,11:05.0,,T. Pinson misses 2-pt jump shot from 15 ft,23,28
122,2,11:02.0,Defensive rebound by R. Neto,,23,28
123,2,10:49.0,R. Neto misses 2-pt jump shot from 9 ft,,23,28
124,2,10:47.0,,Defensive rebound by T. Pinson,23,28
125,2,10:45.0,,Shooting foul by F. Korkmaz (drawn by T. Luwawu-Cabarrot),23,28
126,2,10:45.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,23,29
127,2,10:45.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,23,30
128,2,10:32.0,J. Richardson misses 2-pt jump shot from 16 ft,,23,30
129,2,10:29.0,,Defensive rebound by T. Luwawu-Cabarrot,23,30
130,2,10:20.0,,T. Prince makes 2-pt jump shot from 12 ft,23,32
131,2,10:11.0,Offensive foul by J. Richardson (drawn by G. Temple),,23,32
132,2,10:11.0,Turnover by J. Richardson (offensive foul),,23,32
133,2,10:11.0,M. Thybulle enters the game for F. Korkmaz,,23,32
134,2,9:58.0,,T. Pinson misses 3-pt jump shot from 28 ft,23,32
135,2,9:55.0,Defensive rebound by N. Pelle,,23,32
136,2,9:49.0,T. Harris makes 2-pt jump shot from 7 ft,,25,32
137,2,9:28.0,,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by D. Jordan),25,34
138,2,8:59.0,J. Richardson makes 2-pt layup from 4 ft (assist by R. Neto),,27,34
139,2,8:30.0,,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by T. Prince),27,36
140,2,8:08.0,Turnover by T. Harris (lost ball; steal by T. Prince),,27,36
141,2,7:59.0,,T. Prince misses 2-pt layup from 4 ft,27,36
142,2,7:58.0,,Offensive rebound by D. Jordan,27,36
143,2,7:58.0,,D. Jordan misses 2-pt layup at rim,27,36
144,2,7:58.0,,Offensive rebound by D. Jordan,27,36
145,2,7:58.0,,D. Jordan makes 2-pt layup at rim,27,38
146,2,7:58.0,Violation by Team (def goaltending),,27,38
147,2,7:38.0,J. Richardson misses 2-pt layup from 4 ft,,27,38
148,2,7:37.0,,Defensive rebound by D. Jordan,27,38
149,2,7:28.0,,D. Jordan misses 2-pt dunk at rim,27,38
150,2,7:27.0,Defensive rebound by Team,,27,38
151,2,7:27.0,J. Ennis enters the game for R. Neto,,27,38
152,2,7:27.0,A. Horford enters the game for N. Pelle,,27,38
153,2,7:27.0,B. Simmons enters the game for J. Richardson,,27,38
154,2,7:27.0,,S. Dinwiddie enters the game for T. Luwawu-Cabarrot,27,38
155,2,7:27.0,,J. Harris enters the game for T. Pinson,27,38
156,2,7:13.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by B. Simmons),,30,38
157,2,7:13.0,,Brooklyn full timeout,30,38
158,2,6:54.0,,T. Prince misses 2-pt jump shot from 20 ft,30,38
159,2,6:53.0,Defensive rebound by B. Simmons,,30,38
160,2,6:50.0,A. Horford misses 3-pt jump shot from 26 ft,,30,38
161,2,6:47.0,,Defensive rebound by D. Jordan,30,38
162,2,6:42.0,,T. Prince misses 3-pt jump shot from 26 ft,30,38
163,2,6:41.0,,Offensive rebound by D. Jordan,30,38
164,2,6:41.0,,D. Jordan makes 2-pt dunk from 1 ft,30,40
165,2,6:41.0,,Shooting foul by J. Ennis (drawn by D. Jordan),30,40
166,2,6:41.0,,D. Jordan misses free throw 1 of 1,30,40
167,2,6:39.0,Defensive rebound by A. Horford,,30,40
168,2,6:28.0,T. Harris makes 2-pt jump shot from 15 ft (assist by A. Horford),,32,40
169,2,6:17.0,,J. Harris makes 2-pt layup from 3 ft,32,42
170,2,6:04.0,T. Harris misses 3-pt jump shot from 23 ft,,32,42
171,2,5:59.0,,Defensive rebound by T. Prince,32,42
172,2,5:55.0,,Turnover by S. Dinwiddie (bad pass; steal by M. Thybulle),32,42
173,2,5:52.0,Shooting foul by T. Prince (drawn by B. Simmons),,32,42
174,2,5:52.0,B. Simmons misses free throw 1 of 2,,32,42
175,2,5:52.0,Offensive rebound by Team,,32,42
176,2,5:52.0,,J. Allen enters the game for D. Jordan,32,42
177,2,5:52.0,,W. Chandler enters the game for T. Prince,32,42
178,2,5:52.0,B. Simmons makes free throw 2 of 2,,33,42
179,2,5:40.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),33,45
180,2,5:38.0,Philadelphia full timeout,,33,45
181,2,5:14.0,J. Ennis misses 2-pt layup from 3 ft,,33,45
182,2,5:12.0,,Defensive rebound by W. Chandler,33,45
183,2,4:52.0,,G. Temple misses 2-pt layup from 2 ft,33,45
184,2,4:50.0,Defensive rebound by J. Ennis,,33,45
185,2,4:38.0,Shooting foul by W. Chandler (drawn by B. Simmons),,33,45
186,2,4:38.0,B. Simmons makes free throw 1 of 2,,34,45
187,2,4:38.0,B. Simmons makes free throw 2 of 2,,35,45
