,QUARTER,TIME_REMAINING,DETROIT_ACTION,WASHINGTON_ACTION,DETROIT_SCORE,WASHINGTON_SCORE
0,1,11:43.0,T. Snell makes 3-pt jump shot from 27 ft (assist by L. Kennard),,3,0
1,1,11:21.0,,T. Bryant misses 2-pt jump shot from 12 ft,3,0
2,1,11:19.0,Defensive rebound by Team,,3,0
3,1,11:05.0,Shooting foul by R. Hachimura (drawn by L. Kennard),,3,0
4,1,11:05.0,L. Kennard misses free throw 1 of 2,,3,0
5,1,11:05.0,Offensive rebound by Team,,3,0
6,1,11:05.0,L. Kennard makes free throw 2 of 2,,4,0
7,1,10:51.0,,R. Hachimura makes 2-pt jump shot from 15 ft (assist by I. Thomas),4,2
8,1,10:51.0,,Shooting foul by M. Morris (drawn by R. Hachimura),4,2
9,1,10:51.0,,R. Hachimura makes free throw 1 of 1,4,3
10,1,10:37.0,L. Kennard misses 2-pt jump shot from 18 ft,,4,3
11,1,10:33.0,,Defensive rebound by T. Bryant,4,3
12,1,10:29.0,,B. Beal makes 2-pt layup from 1 ft,4,5
13,1,10:14.0,M. Morris misses 3-pt jump shot from 28 ft,,4,5
14,1,10:11.0,,Defensive rebound by T. Bryant,4,5
15,1,10:02.0,,R. Hachimura makes 3-pt jump shot from 26 ft (assist by I. Thomas),4,8
16,1,9:38.0,A. Drummond misses 3-pt jump shot from 27 ft,,4,8
17,1,9:35.0,,Defensive rebound by I. Thomas,4,8
18,1,9:29.0,,I. Thomas misses 2-pt jump shot from 6 ft,4,8
19,1,9:27.0,Defensive rebound by A. Drummond,,4,8
20,1,9:18.0,T. Snell misses 3-pt jump shot from 26 ft,,4,8
21,1,9:15.0,,Defensive rebound by R. Hachimura,4,8
22,1,9:11.0,,Offensive foul by R. Hachimura (drawn by M. Morris),4,8
23,1,9:11.0,,Turnover by R. Hachimura (offensive foul),4,8
24,1,9:02.0,T. Snell makes 3-pt jump shot from 27 ft (assist by B. Brown),,7,8
25,1,8:46.0,,Turnover by B. Beal (bad pass; steal by A. Drummond),7,8
26,1,8:42.0,Offensive foul by M. Morris (drawn by I. Bonga),,7,8
27,1,8:42.0,Turnover by M. Morris (offensive foul),,7,8
28,1,8:42.0,C. Wood enters the game for M. Morris,,7,8
29,1,8:31.0,,B. Beal misses 3-pt jump shot from 23 ft,7,8
30,1,8:27.0,,Offensive rebound by R. Hachimura,7,8
31,1,8:24.0,,R. Hachimura misses 2-pt layup from 1 ft,7,8
32,1,8:21.0,,Offensive rebound by I. Bonga,7,8
33,1,8:21.0,,I. Bonga misses 2-pt layup at rim,7,8
34,1,8:19.0,Defensive rebound by C. Wood,,7,8
35,1,8:15.0,A. Drummond misses 2-pt hook shot from 9 ft,,7,8
36,1,8:12.0,,Defensive rebound by R. Hachimura,7,8
37,1,8:08.0,,B. Beal misses 3-pt jump shot from 25 ft,7,8
38,1,8:04.0,Defensive rebound by A. Drummond,,7,8
39,1,7:57.0,Turnover by A. Drummond (bad pass),,7,8
40,1,7:42.0,,I. Thomas makes 2-pt jump shot from 17 ft (assist by T. Bryant),7,10
41,1,7:34.0,Detroit full timeout,,7,10
42,1,7:24.0,C. Wood makes 3-pt jump shot from 28 ft,,10,10
43,1,7:01.0,,T. Bryant makes 2-pt jump shot from 12 ft (assist by B. Beal),10,12
44,1,6:40.0,L. Kennard makes 2-pt jump shot from 19 ft,,12,12
45,1,6:31.0,,R. Hachimura makes 2-pt jump shot from 17 ft (assist by I. Thomas),12,14
46,1,6:13.0,C. Wood makes 2-pt dunk from 3 ft (assist by L. Kennard),,14,14
47,1,5:58.0,,R. Hachimura makes 2-pt layup at rim (assist by B. Beal),14,16
48,1,5:47.0,B. Brown misses 2-pt layup from 6 ft (block by I. Thomas),,14,16
49,1,5:46.0,Offensive rebound by B. Brown,,14,16
50,1,5:42.0,Turnover by A. Drummond (3 sec),,14,16
51,1,5:42.0,,D. Bertāns enters the game for I. Bonga,14,16
52,1,5:42.0,,T. Brown enters the game for R. Hachimura,14,16
53,1,5:28.0,,D. Bertāns misses 3-pt jump shot from 25 ft,14,16
54,1,5:25.0,Defensive rebound by T. Snell,,14,16
55,1,5:15.0,A. Drummond misses 2-pt layup from 2 ft,,14,16
56,1,5:15.0,,Defensive rebound by Team,14,16
57,1,5:15.0,S. Mykhailiuk enters the game for T. Snell,,14,16
58,1,4:58.0,,I. Thomas misses 3-pt jump shot from 24 ft,14,16
59,1,4:55.0,Defensive rebound by A. Drummond,,14,16
60,1,4:48.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by A. Drummond),,17,16
61,1,4:29.0,,T. Bryant makes 2-pt jump shot from 17 ft (assist by I. Thomas),17,18
62,1,4:13.0,C. Wood misses 2-pt jump shot from 6 ft,,17,18
63,1,4:10.0,,Defensive rebound by T. Bryant,17,18
64,1,4:04.0,,I. Thomas misses 3-pt jump shot from 24 ft (block by B. Brown),17,18
65,1,4:01.0,Defensive rebound by A. Drummond,,17,18
66,1,3:52.0,Personal foul by D. Bertāns (drawn by A. Drummond),,17,18
67,1,3:52.0,L. Galloway enters the game for L. Kennard,,17,18
68,1,3:52.0,,I. Smith enters the game for T. Bryant,17,18
69,1,3:52.0,,M. Wagner enters the game for I. Thomas,17,18
70,1,3:46.0,L. Galloway makes 2-pt layup from 4 ft (assist by S. Mykhailiuk),,19,18
71,1,3:31.0,,T. Brown misses 2-pt jump shot from 19 ft,19,18
72,1,3:29.0,,Offensive rebound by B. Beal,19,18
73,1,3:20.0,,B. Beal makes 2-pt jump shot from 11 ft,19,20
74,1,3:08.0,S. Mykhailiuk makes 3-pt jump shot from 27 ft (assist by A. Drummond),,22,20
75,1,2:54.0,,B. Beal misses 2-pt jump shot from 10 ft (block by B. Brown),22,20
76,1,2:52.0,Defensive rebound by C. Wood,,22,20
77,1,2:47.0,Shooting foul by D. Bertāns (drawn by C. Wood),,22,20
78,1,2:47.0,,Washington full timeout,22,20
79,1,2:47.0,L. Kennard enters the game for B. Brown,,22,20
80,1,2:47.0,,C. Miles enters the game for B. Beal,22,20
81,1,2:47.0,C. Wood misses free throw 1 of 2,,22,20
82,1,2:47.0,Offensive rebound by Team,,22,20
83,1,2:47.0,C. Wood makes free throw 2 of 2,,23,20
84,1,2:29.0,,M. Wagner makes 2-pt layup from 2 ft,23,22
85,1,2:20.0,Personal foul by D. Bertāns (drawn by C. Wood),,23,22
86,1,2:20.0,,I. Bonga enters the game for D. Bertāns,23,22
87,1,2:03.0,L. Kennard misses 2-pt jump shot from 12 ft,,23,22
88,1,2:00.0,,Defensive rebound by I. Bonga,23,22
89,1,1:56.0,,I. Smith misses 3-pt jump shot from 26 ft,23,22
90,1,1:53.0,Defensive rebound by C. Wood,,23,22
91,1,1:43.0,Offensive foul by C. Wood (drawn by T. Brown),,23,22
92,1,1:43.0,Turnover by C. Wood (offensive foul),,23,22
93,1,1:34.0,,Def 3 sec tech foul by Team,23,22
94,1,1:34.0,,C. Miles makes technical free throw,23,23
95,1,1:34.0,T. Maker enters the game for A. Drummond,,23,23
96,1,1:27.0,,Personal foul by C. Wood (drawn by M. Wagner),23,23
97,1,1:21.0,,Shooting foul by T. Maker (drawn by T. Brown),23,23
98,1,1:21.0,,T. Brown makes free throw 1 of 2,23,24
99,1,1:21.0,T. Snell enters the game for C. Wood,,23,24
100,1,1:21.0,,T. Brown makes free throw 2 of 2,23,25
