,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,INDIANA_ACTION,PHILADELPHIA_SCORE,INDIANA_SCORE
134,2,8:49.0,Defensive rebound by B. Simmons,,28,27
135,2,8:40.0,B. Simmons misses 2-pt layup from 1 ft,,28,27
136,2,8:38.0,,Defensive rebound by D. Sabonis,28,27
137,2,8:31.0,,J. Holiday misses 2-pt layup from 2 ft (block by N. Pelle),28,27
138,2,8:28.0,,Offensive rebound by D. McDermott,28,27
139,2,8:27.0,,D. McDermott misses 2-pt layup from 3 ft,28,27
140,2,8:25.0,Defensive rebound by B. Simmons,,28,27
141,2,8:11.0,J. Richardson misses 2-pt jump shot from 5 ft,,28,27
142,2,8:08.0,,Defensive rebound by D. Sabonis,28,27
143,2,7:58.0,,T. McConnell misses 2-pt jump shot from 15 ft,28,27
144,2,7:54.0,Defensive rebound by T. Harris,,28,27
145,2,7:44.0,Turnover by T. Harris (bad pass; steal by A. Holiday),,28,27
146,2,7:39.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by A. Holiday),28,30
147,2,7:36.0,Philadelphia full timeout,,28,30
148,2,7:36.0,,Technical foul by B. Brown,28,30
149,2,7:36.0,A. Horford enters the game for N. Pelle,,28,30
150,2,7:36.0,M. Thybulle enters the game for J. Richardson,,28,30
151,2,7:36.0,,T. Warren enters the game for J. Holiday,28,30
152,2,7:36.0,,D. McDermott makes technical free throw,28,31
153,2,7:15.0,Personal foul by T. Warren (drawn by B. Simmons),,28,31
154,2,7:08.0,Shooting foul by D. McDermott (drawn by T. Harris),,28,31
155,2,7:08.0,T. Harris misses free throw 1 of 2,,28,31
156,2,7:08.0,Offensive rebound by Team,,28,31
157,2,7:08.0,T. Harris misses free throw 2 of 2,,28,31
158,2,7:06.0,,Defensive rebound by D. Sabonis,28,31
159,2,6:55.0,,D. McDermott misses 2-pt layup from 6 ft (block by A. Horford),28,31
160,2,6:52.0,Defensive rebound by F. Korkmaz,,28,31
161,2,6:48.0,Turnover by M. Thybulle (step out of bounds),,28,31
162,2,6:30.0,,Turnover by A. Holiday (lost ball; steal by F. Korkmaz),28,31
163,2,6:13.0,F. Korkmaz makes 3-pt jump shot from 25 ft (assist by A. Horford),,31,31
164,2,5:49.0,,Turnover by T. Warren (traveling),31,31
165,2,5:49.0,,M. Brogdon enters the game for A. Holiday,31,31
166,2,5:49.0,,J. Lamb enters the game for T. McConnell,31,31
167,2,5:49.0,,M. Turner enters the game for D. Sabonis,31,31
168,2,5:39.0,B. Simmons makes 2-pt dunk at rim,,33,31
169,2,5:39.0,,Indiana full timeout,33,31
170,2,5:39.0,,J. Holiday enters the game for D. McDermott,33,31
171,2,5:26.0,,M. Turner misses 3-pt jump shot from 28 ft,33,31
172,2,5:22.0,Defensive rebound by B. Simmons,,33,31
173,2,5:10.0,M. Thybulle misses 3-pt jump shot from 27 ft,,33,31
174,2,5:07.0,,Defensive rebound by J. Lamb,33,31
175,2,4:52.0,,M. Turner misses 2-pt jump shot from 14 ft,33,31
176,2,4:49.0,Defensive rebound by A. Horford,,33,31
177,2,4:40.0,B. Simmons makes 2-pt layup from 5 ft,,35,31
178,2,4:19.0,,Turnover by J. Lamb (bad pass; steal by F. Korkmaz),35,31
179,2,4:15.0,B. Simmons makes 2-pt dunk from 1 ft (assist by T. Harris),,37,31
180,2,3:59.0,,T. Warren misses 2-pt jump shot from 10 ft,37,31
181,2,3:54.0,Defensive rebound by B. Simmons,,37,31
182,2,3:53.0,Turnover by B. Simmons (lost ball; steal by T. Warren),,37,31
183,2,3:51.0,,J. Holiday misses 2-pt layup from 1 ft,37,31
184,2,3:49.0,Defensive rebound by B. Simmons,,37,31
185,2,3:46.0,F. Korkmaz misses 3-pt jump shot from 25 ft,,37,31
186,2,3:42.0,,Defensive rebound by J. Lamb,37,31
187,2,3:34.0,,Shooting foul by M. Thybulle (drawn by M. Brogdon),37,31
188,2,3:34.0,,M. Brogdon makes free throw 1 of 2,37,32
189,2,3:34.0,J. Richardson enters the game for F. Korkmaz,,37,32
190,2,3:34.0,,M. Brogdon makes free throw 2 of 2,37,33
191,2,3:20.0,J. Richardson makes 2-pt jump shot from 17 ft (assist by A. Horford),,39,33
192,2,3:06.0,,Shooting foul by M. Thybulle (drawn by M. Turner),39,33
193,2,3:06.0,,M. Turner misses free throw 1 of 2,39,33
194,2,3:06.0,,Offensive rebound by Team,39,33
195,2,3:06.0,,M. Turner makes free throw 2 of 2,39,34
196,2,2:54.0,M. Thybulle misses 2-pt layup from 2 ft,,39,34
197,2,2:52.0,Offensive rebound by M. Thybulle,,39,34
198,2,2:51.0,J. Richardson misses 3-pt jump shot from 27 ft,,39,34
199,2,2:48.0,,Defensive rebound by M. Turner,39,34
200,2,2:34.0,,M. Brogdon makes 2-pt layup from 2 ft (assist by T. Warren),39,36
201,2,2:34.0,,Shooting foul by M. Thybulle (drawn by M. Brogdon),39,36
202,2,2:34.0,,M. Brogdon makes free throw 1 of 1,39,37
203,2,2:25.0,M. Thybulle makes 2-pt dunk from 1 ft (assist by B. Simmons),,41,37
204,2,2:09.0,,M. Turner misses 2-pt layup from 1 ft,41,37
205,2,2:06.0,Defensive rebound by T. Harris,,41,37
206,2,1:46.0,B. Simmons makes 2-pt layup at rim (assist by T. Harris),,43,37
207,2,1:37.0,,M. Brogdon misses 3-pt jump shot from 28 ft (block by M. Thybulle),43,37
208,2,1:34.0,Defensive rebound by M. Thybulle,,43,37
209,2,1:18.0,A. Horford makes 2-pt jump shot from 6 ft,,45,37
210,2,1:05.0,,J. Holiday makes 3-pt jump shot from 27 ft (assist by M. Brogdon),45,40
211,2,0:47.0,,Violation by Team (kicked ball),45,40
212,2,0:47.0,F. Korkmaz enters the game for M. Thybulle,,45,40
213,2,0:33.0,A. Horford makes 2-pt layup from 2 ft (assist by F. Korkmaz),,47,40
214,2,0:13.0,,Turnover by M. Brogdon (bad pass; steal by B. Simmons),47,40
215,2,0:10.0,B. Simmons makes 2-pt dunk from 2 ft,,49,40
216,2,0:01.0,,J. Lamb misses 3-pt jump shot from 29 ft,49,40
217,2,0:01.0,,Offensive rebound by Team,49,40
218,3,11:39.0,,T. Warren misses 3-pt jump shot from 24 ft,49,40
219,3,11:36.0,Defensive rebound by M. Scott,,49,40
220,3,11:22.0,M. Scott misses 3-pt jump shot from 29 ft,,49,40
221,3,11:18.0,Offensive rebound by B. Simmons,,49,40
222,3,11:16.0,M. Scott misses 3-pt jump shot from 28 ft,,49,40
223,3,11:14.0,,Defensive rebound by M. Turner,49,40
224,3,11:01.0,,Shooting foul by J. Richardson (drawn by T. Warren),49,40
225,3,11:01.0,,T. Warren misses free throw 1 of 2,49,40
226,3,11:01.0,,Offensive rebound by Team,49,40
227,3,11:01.0,,T. Warren makes free throw 2 of 2,49,41
228,3,10:44.0,B. Simmons misses 2-pt layup from 2 ft,,49,41
229,3,10:42.0,,Defensive rebound by J. Lamb,49,41
230,3,10:36.0,,J. Lamb misses 2-pt jump shot from 17 ft,49,41
231,3,10:34.0,Defensive rebound by T. Harris,,49,41
232,3,10:29.0,T. Harris makes 2-pt jump shot from 7 ft,,51,41
233,3,10:08.0,,T. Warren makes 2-pt layup from 1 ft (assist by D. Sabonis),51,43
234,3,9:47.0,J. Richardson misses 2-pt layup from 1 ft (block by M. Turner),,51,43
235,3,9:47.0,Offensive rebound by Team,,51,43
236,3,9:47.0,,Indiana full timeout,51,43
237,3,9:47.0,,Instant Replay (Challenge: Ruling Stands),51,43
238,3,9:40.0,A. Horford makes 2-pt dunk from 1 ft,,53,43
239,3,9:23.0,,T. Warren makes 2-pt jump shot from 16 ft (assist by D. Sabonis),53,45
240,3,9:23.0,,Shooting foul by B. Simmons (drawn by T. Warren),53,45
241,3,9:23.0,,T. Warren makes free throw 1 of 1,53,46
242,3,9:15.0,A. Horford misses 3-pt jump shot from 28 ft,,53,46
243,3,9:13.0,,Defensive rebound by D. Sabonis,53,46
244,3,9:03.0,,J. Lamb misses 2-pt jump shot from 14 ft,53,46
245,3,8:59.0,Defensive rebound by T. Harris,,53,46
246,3,8:48.0,J. Richardson misses 3-pt jump shot from 28 ft,,53,46
247,3,8:44.0,,Defensive rebound by D. Sabonis,53,46
248,3,8:37.0,,Shooting foul by T. Harris (drawn by T. Warren),53,46
249,3,8:37.0,,T. Warren makes free throw 1 of 2,53,47
250,3,8:37.0,,T. Warren makes free throw 2 of 2,53,48
251,3,8:24.0,T. Harris makes 2-pt jump shot from 6 ft,,55,48
252,3,8:07.0,,D. Sabonis makes 2-pt jump shot from 20 ft (assist by M. Brogdon),55,50
253,3,7:54.0,A. Horford makes 2-pt jump shot from 8 ft,,57,50
254,3,7:41.0,,M. Brogdon misses 2-pt layup from 1 ft,57,50
255,3,7:40.0,Defensive rebound by J. Richardson,,57,50
256,3,7:30.0,M. Scott misses 3-pt jump shot from 23 ft,,57,50
257,3,7:28.0,Offensive rebound by Team,,57,50
258,3,7:28.0,,Loose ball foul by J. Lamb (drawn by T. Harris),57,50
259,3,7:15.0,A. Horford misses 2-pt jump shot from 17 ft,,57,50
260,3,7:12.0,,Defensive rebound by J. Lamb,57,50
261,3,7:05.0,,J. Lamb makes 2-pt layup from 2 ft (assist by T. Warren),57,52
262,3,6:47.0,Shooting foul by J. Lamb (drawn by J. Richardson),,57,52
263,3,6:47.0,J. Richardson makes free throw 1 of 2,,58,52
264,3,6:47.0,M. Thybulle enters the game for M. Scott,,58,52
265,3,6:47.0,J. Richardson makes free throw 2 of 2,,59,52
266,3,6:38.0,,Turnover by T. Warren (bad pass; steal by M. Thybulle),59,52
267,3,6:18.0,M. Thybulle makes 3-pt jump shot from 23 ft (assist by A. Horford),,62,52
268,3,6:07.0,,M. Turner misses 2-pt jump shot from 3 ft,62,52
269,3,6:04.0,Defensive rebound by A. Horford,,62,52
270,3,5:54.0,Offensive foul by A. Horford (drawn by T. Warren),,62,52
271,3,5:54.0,Turnover by A. Horford (offensive foul),,62,52
272,3,5:54.0,,J. Holiday enters the game for D. Sabonis,62,52
273,3,5:37.0,,T. Warren misses 2-pt jump shot from 14 ft,62,52
274,3,5:35.0,Defensive rebound by A. Horford,,62,52
275,3,5:30.0,B. Simmons misses 2-pt dunk from 2 ft,,62,52
276,3,5:28.0,Offensive rebound by J. Richardson,,62,52
277,3,5:26.0,Philadelphia full timeout,,62,52
278,3,5:26.0,,A. Holiday enters the game for J. Lamb,62,52
279,3,5:19.0,T. Harris misses 3-pt jump shot from 28 ft,,62,52
280,3,5:18.0,Offensive rebound by M. Thybulle,,62,52
281,3,5:18.0,Shooting foul by M. Turner (drawn by M. Thybulle),,62,52
282,3,5:18.0,M. Thybulle misses free throw 1 of 2,,62,52
283,3,5:18.0,Offensive rebound by Team,,62,52
284,3,5:18.0,M. Thybulle makes free throw 2 of 2,,63,52
285,3,5:04.0,,M. Turner makes 2-pt jump shot from 5 ft (assist by M. Brogdon),63,54
286,3,4:45.0,J. Richardson misses 3-pt jump shot from 29 ft,,63,54
287,3,4:42.0,,Defensive rebound by M. Turner,63,54
288,3,4:32.0,,Shooting foul by A. Horford (drawn by M. Turner),63,54
289,3,4:32.0,,M. Turner makes free throw 1 of 2,63,55
290,3,4:32.0,F. Korkmaz enters the game for J. Richardson,,63,55
291,3,4:32.0,,M. Turner makes free throw 2 of 2,63,56
292,3,4:19.0,T. Harris misses 2-pt jump shot from 22 ft,,63,56
293,3,4:16.0,,Defensive rebound by J. Holiday,63,56
294,3,4:07.0,,M. Brogdon misses 2-pt layup from 2 ft (block by A. Horford),63,56
295,3,4:05.0,,Offensive rebound by M. Brogdon,63,56
296,3,4:04.0,,T. Warren misses 3-pt jump shot from 26 ft,63,56
297,3,4:01.0,,Offensive rebound by M. Turner,63,56
298,3,3:59.0,,T. Warren makes 2-pt layup from 1 ft (assist by M. Turner),63,58
299,3,3:37.0,M. Thybulle misses 3-pt jump shot from 26 ft,,63,58
300,3,3:34.0,,Defensive rebound by M. Turner,63,58
301,3,3:27.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by M. Brogdon),63,61
302,3,3:00.0,Shooting foul by T. Warren (drawn by B. Simmons),,63,61
303,3,3:00.0,B. Simmons makes free throw 1 of 2,,64,61
304,3,3:00.0,N. Pelle enters the game for A. Horford,,64,61
305,3,3:00.0,B. Simmons makes free throw 2 of 2,,65,61
306,3,2:43.0,,M. Brogdon makes 3-pt jump shot from 27 ft,65,64
307,3,2:20.0,T. Harris misses 2-pt jump shot from 5 ft,,65,64
308,3,2:17.0,Offensive rebound by T. Harris,,65,64
309,3,2:17.0,T. Harris makes 2-pt layup at rim,,67,64
310,3,2:07.0,,M. Turner misses 3-pt jump shot from 27 ft,67,64
311,3,2:03.0,,Offensive rebound by M. Brogdon,67,64
312,3,1:55.0,,M. Brogdon misses 3-pt jump shot from 28 ft,67,64
313,3,1:52.0,Defensive rebound by F. Korkmaz,,67,64
314,3,1:37.0,F. Korkmaz misses 3-pt jump shot from 27 ft,,67,64
315,3,1:34.0,,Defensive rebound by A. Holiday,67,64
316,3,1:28.0,,A. Holiday makes 3-pt jump shot from 28 ft (assist by M. Brogdon),67,67
317,3,1:02.0,Turnover by T. Harris (lost ball; steal by T. Warren),,67,67
318,3,0:57.0,,A. Holiday misses 3-pt jump shot from 24 ft,67,67
319,3,0:53.0,Defensive rebound by M. Thybulle,,67,67
320,3,0:31.0,B. Simmons makes 2-pt dunk from 3 ft,,69,67
321,3,0:12.0,,Shooting foul by N. Pelle (drawn by M. Brogdon),69,67
322,3,0:12.0,,M. Brogdon makes free throw 1 of 2,69,68
323,3,0:12.0,,M. Brogdon makes free throw 2 of 2,69,69
324,3,0:03.0,B. Simmons misses 2-pt jump shot from 13 ft,,69,69
325,3,0:03.0,,Defensive rebound by M. Brogdon,69,69
326,4,11:42.0,J. Richardson makes 2-pt jump shot from 8 ft,,71,69
327,4,11:25.0,,T. McConnell misses 2-pt jump shot from 6 ft,71,69
328,4,11:20.0,,Offensive rebound by D. Sabonis,71,69
329,4,11:20.0,,D. Sabonis makes 2-pt layup from 1 ft,71,71
330,4,11:08.0,J. Richardson makes 2-pt jump shot from 20 ft,,73,71
331,4,10:46.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by A. Holiday),73,74
332,4,10:25.0,Offensive foul by N. Pelle (drawn by J. Holiday),,73,74
333,4,10:25.0,Turnover by N. Pelle (offensive foul),,73,74
334,4,10:13.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by A. Holiday),73,76
335,4,10:05.0,R. Neto makes 2-pt layup from 1 ft,,75,76
336,4,9:53.0,,D. Sabonis misses 2-pt jump shot from 21 ft,75,76
337,4,9:50.0,Defensive rebound by N. Pelle,,75,76
338,4,9:26.0,R. Neto makes 3-pt jump shot from 29 ft (assist by J. Richardson),,78,76
339,4,9:13.0,,D. McDermott makes 3-pt jump shot from 26 ft (assist by T. McConnell),78,79
340,4,8:54.0,Shooting foul by D. Sabonis (drawn by R. Neto),,78,79
341,4,8:54.0,R. Neto makes free throw 1 of 2,,79,79
342,4,8:54.0,M. Thybulle enters the game for M. Scott,,79,79
343,4,8:54.0,R. Neto makes free throw 2 of 2,,80,79
344,4,8:40.0,,Personal foul by N. Pelle (drawn by D. Sabonis),80,79
345,4,8:40.0,A. Horford enters the game for N. Pelle,,80,79
346,4,8:36.0,,T. McConnell makes 2-pt jump shot from 5 ft,80,81
347,4,8:31.0,Turnover by R. Neto (lost ball; steal by T. McConnell),,80,81
348,4,8:27.0,,J. Holiday makes 2-pt dunk from 1 ft (assist by T. McConnell),80,83
349,4,8:23.0,Philadelphia full timeout,,80,83
350,4,8:23.0,B. Simmons enters the game for R. Neto,,80,83
351,4,8:06.0,J. Richardson misses 3-pt jump shot from 28 ft,,80,83
352,4,8:03.0,,Defensive rebound by D. McDermott,80,83
353,4,7:52.0,,D. Sabonis misses 2-pt jump shot from 18 ft,80,83
354,4,7:49.0,Defensive rebound by A. Horford,,80,83
355,4,7:46.0,Personal foul by A. Holiday (drawn by J. Richardson),,80,83
356,4,7:36.0,Offensive foul by J. Richardson (drawn by D. McDermott),,80,83
357,4,7:36.0,Turnover by J. Richardson (offensive foul),,80,83
358,4,7:28.0,,D. McDermott misses 2-pt jump shot from 20 ft,80,83
359,4,7:25.0,,Offensive rebound by D. Sabonis,80,83
360,4,7:21.0,,D. McDermott misses 2-pt layup from 1 ft,80,83
361,4,7:17.0,,Offensive rebound by D. Sabonis,80,83
362,4,7:17.0,,D. Sabonis misses 2-pt layup from 1 ft,80,83
363,4,7:16.0,,Offensive rebound by D. Sabonis,80,83
364,4,7:16.0,,D. Sabonis misses 2-pt layup from 1 ft,80,83
365,4,7:15.0,,Offensive rebound by D. Sabonis,80,83
366,4,7:13.0,,Turnover by D. Sabonis (lost ball; steal by M. Thybulle),80,83
367,4,6:57.0,B. Simmons misses 2-pt jump shot from 6 ft,,80,83
368,4,6:54.0,Offensive rebound by M. Thybulle,,80,83
369,4,6:54.0,Personal foul by T. McConnell (drawn by M. Thybulle),,80,83
370,4,6:54.0,Technical foul by N. McMillan,,80,83
371,4,6:54.0,J. Richardson misses technical free throw,,80,83
372,4,6:54.0,Offensive rebound by Team,,80,83
373,4,6:54.0,T. Harris enters the game for F. Korkmaz,,80,83
374,4,6:47.0,Shooting foul by A. Holiday (drawn by J. Richardson),,80,83
375,4,6:47.0,J. Richardson makes free throw 1 of 2,,81,83
376,4,6:47.0,J. Richardson makes free throw 2 of 2,,82,83
377,4,6:32.0,,Shooting foul by A. Horford (drawn by D. Sabonis),82,83
378,4,6:32.0,,D. Sabonis makes free throw 1 of 2,82,84
379,4,6:32.0,,T. Warren enters the game for A. Holiday,82,84
380,4,6:32.0,,D. Sabonis makes free throw 2 of 2,82,85
381,4,6:20.0,T. Harris makes 2-pt jump shot from 6 ft (assist by A. Horford),,84,85
382,4,6:07.0,,T. McConnell misses 2-pt jump shot from 18 ft,84,85
383,4,6:05.0,Defensive rebound by B. Simmons,,84,85
384,4,5:53.0,M. Thybulle misses 3-pt jump shot from 25 ft,,84,85
