,QUARTER,TIME_REMAINING,DETROIT_ACTION,HOUSTON_ACTION,DETROIT_SCORE,HOUSTON_SCORE
186,2,2:03.0,T. Snell misses 3-pt jump shot from 23 ft,,55,50
187,2,2:01.0,,Defensive rebound by C. Capela,55,50
188,2,1:54.0,,J. Harden misses 3-pt jump shot from 25 ft,55,50
189,2,1:54.0,,Offensive rebound by D. House,55,50
190,2,1:53.0,,D. House makes 2-pt layup from 1 ft,55,52
191,2,1:39.0,B. Griffin misses 3-pt jump shot from 26 ft,,55,52
192,2,1:39.0,,Defensive rebound by D. House,55,52
193,2,1:20.0,,Turnover by P. Tucker (bad pass),55,52
194,2,1:03.0,Shooting foul by D. House (drawn by L. Kennard),,55,52
195,2,1:03.0,L. Kennard makes free throw 1 of 3,,56,52
196,2,1:03.0,L. Kennard makes free throw 2 of 3,,57,52
197,2,1:03.0,C. Wood enters the game for T. Maker,,57,52
198,2,1:03.0,L. Kennard makes free throw 3 of 3,,58,52
199,2,0:50.0,,P. Tucker misses 3-pt jump shot from 26 ft,58,52
200,2,0:49.0,Defensive rebound by L. Kennard,,58,52
201,2,0:40.0,C. Wood misses 3-pt jump shot from 23 ft,,58,52
202,2,0:39.0,,Defensive rebound by P. Tucker,58,52
203,2,0:29.0,,J. Harden misses 3-pt jump shot from 26 ft,58,52
204,2,0:29.0,Defensive rebound by Team,,58,52
205,2,0:29.0,,Loose ball foul by C. Capela (drawn by C. Wood),58,52
206,2,0:29.0,C. Wood misses free throw 1 of 2,,58,52
207,2,0:29.0,Offensive rebound by Team,,58,52
208,2,0:29.0,C. Wood makes free throw 2 of 2,,59,52
209,2,0:05.0,,Turnover by J. Harden (bad pass),59,52
210,2,0:05.0,D. Rose enters the game for B. Brown,,59,52
211,2,0:00.0,T. Snell makes 3-pt jump shot from 23 ft (assist by D. Rose),,62,52
212,2,0:00.0,Instant Replay (Request: Ruling Stands),,62,52
213,3,11:38.0,Offensive foul by B. Brown (drawn by P. Tucker),,62,52
214,3,11:38.0,Turnover by B. Brown (offensive foul),,62,52
215,3,11:23.0,,C. Capela misses 2-pt layup at rim,62,52
216,3,11:23.0,Defensive rebound by Team,,62,52
217,3,11:06.0,M. Morris makes 2-pt jump shot from 12 ft (assist by B. Brown),,64,52
218,3,10:56.0,,D. House misses 2-pt layup from 1 ft (block by T. Snell),64,52
219,3,10:54.0,Defensive rebound by T. Snell,,64,52
220,3,10:49.0,L. Kennard misses 2-pt layup from 2 ft,,64,52
221,3,10:47.0,,Defensive rebound by C. Capela,64,52
222,3,10:38.0,,J. Harden makes 2-pt jump shot from 8 ft,64,54
223,3,10:09.0,T. Maker misses 2-pt jump shot from 4 ft,,64,54
224,3,10:07.0,,Defensive rebound by C. Capela,64,54
225,3,9:57.0,,J. Harden misses 2-pt layup from 2 ft,64,54
226,3,9:57.0,Defensive rebound by T. Maker,,64,54
227,3,9:51.0,L. Kennard misses 3-pt jump shot from 26 ft,,64,54
228,3,9:50.0,,Defensive rebound by C. Capela,64,54
229,3,9:39.0,,B. McLemore misses 3-pt jump shot from 26 ft,64,54
230,3,9:39.0,Defensive rebound by L. Kennard,,64,54
231,3,9:26.0,M. Morris makes 3-pt jump shot from 26 ft (assist by L. Kennard),,67,54
232,3,9:08.0,,B. McLemore misses 2-pt dunk from 1 ft,67,54
233,3,9:05.0,,Offensive rebound by D. House,67,54
234,3,9:05.0,,Turnover by D. House (bad pass),67,54
235,3,8:47.0,Turnover by B. Brown (lost ball; steal by C. Capela),,67,54
236,3,8:44.0,,D. House misses 2-pt layup from 1 ft,67,54
237,3,8:43.0,Defensive rebound by B. Brown,,67,54
238,3,8:35.0,B. Brown makes 2-pt layup from 1 ft,,69,54
239,3,8:18.0,,J. Harden misses 3-pt jump shot from 25 ft,69,54
240,3,8:18.0,Defensive rebound by Team,,69,54
241,3,8:18.0,,A. Rivers enters the game for D. House,69,54
242,3,8:18.0,Detroit full timeout,,69,54
243,3,8:18.0,Instant Replay (Challenge: Ruling Stands),,69,54
244,3,8:02.0,T. Maker misses 2-pt dunk from 1 ft (block by C. Capela),,69,54
245,3,7:59.0,Offensive rebound by M. Morris,,69,54
246,3,7:58.0,M. Morris misses 2-pt layup from 1 ft,,69,54
247,3,7:56.0,,Defensive rebound by A. Rivers,69,54
248,3,7:49.0,,J. Harden makes 2-pt jump shot from 6 ft,69,56
249,3,7:36.0,Turnover by T. Maker (lost ball; steal by B. McLemore),,69,56
250,3,7:33.0,,B. McLemore makes 2-pt dunk from 1 ft,69,58
251,3,7:12.0,Turnover by L. Kennard (lost ball; steal by J. Harden),,69,58
252,3,7:06.0,,Turnover by B. McLemore (bad pass; steal by B. Brown),69,58
253,3,6:50.0,M. Morris misses 3-pt jump shot from 24 ft,,69,58
254,3,6:50.0,Offensive rebound by M. Morris,,69,58
255,3,6:48.0,M. Morris misses 2-pt jump shot from 11 ft,,69,58
256,3,6:45.0,,Defensive rebound by C. Capela,69,58
257,3,6:36.0,,P. Tucker misses 3-pt jump shot from 23 ft,69,58
258,3,6:36.0,Defensive rebound by T. Snell,,69,58
259,3,6:10.0,B. Brown makes 2-pt layup from 1 ft (assist by T. Maker),,71,58
260,3,5:59.0,,J. Harden misses 2-pt layup from 5 ft (block by T. Maker),71,58
261,3,5:59.0,,Offensive rebound by Team,71,58
262,3,5:59.0,D. Rose enters the game for B. Brown,,71,58
263,3,5:59.0,C. Wood enters the game for T. Maker,,71,58
264,3,5:54.0,,Shooting foul by T. Snell (drawn by J. Harden),71,58
265,3,5:54.0,,J. Harden makes free throw 1 of 3,71,59
266,3,5:54.0,,J. Harden makes free throw 2 of 3,71,60
267,3,5:54.0,L. Galloway enters the game for M. Morris,,71,60
268,3,5:54.0,,D. House enters the game for P. Tucker,71,60
269,3,5:54.0,,J. Harden misses free throw 3 of 3,71,60
270,3,5:53.0,Defensive rebound by T. Snell,,71,60
271,3,5:35.0,L. Kennard misses 2-pt layup from 6 ft (block by C. Capela),,71,60
272,3,5:34.0,Offensive rebound by Team,,71,60
273,3,5:32.0,C. Wood makes 2-pt jump shot from 2 ft (assist by D. Rose),,73,60
274,3,5:32.0,Shooting foul by J. Harden (drawn by C. Wood),,73,60
275,3,5:32.0,C. Wood makes free throw 1 of 1,,74,60
276,3,5:24.0,,B. McLemore makes 2-pt dunk from 1 ft (assist by C. Capela),74,62
277,3,5:24.0,,Shooting foul by L. Galloway (drawn by B. McLemore),74,62
278,3,5:24.0,,B. McLemore misses free throw 1 of 1,74,62
279,3,5:24.0,Defensive rebound by T. Snell,,74,62
280,3,5:08.0,T. Snell makes 2-pt layup from 1 ft (assist by D. Rose),,76,62
281,3,5:00.0,,C. Capela misses 2-pt layup from 1 ft,76,62
282,3,5:00.0,,Offensive rebound by C. Capela,76,62
283,3,4:59.0,,C. Capela misses 2-pt layup from 1 ft,76,62
284,3,4:58.0,Defensive rebound by L. Kennard,,76,62
285,3,4:54.0,Shooting foul by B. McLemore (drawn by L. Kennard),,76,62
286,3,4:54.0,L. Kennard makes free throw 1 of 2,,77,62
287,3,4:54.0,L. Kennard makes free throw 2 of 2,,78,62
288,3,4:41.0,,J. Harden makes 3-pt jump shot from 26 ft,78,65
289,3,4:27.0,D. Rose makes 2-pt layup from 1 ft,,80,65
290,3,4:11.0,,A. Rivers misses 3-pt jump shot from 23 ft,80,65
291,3,4:08.0,Defensive rebound by C. Wood,,80,65
292,3,3:51.0,C. Wood misses 3-pt jump shot from 23 ft,,80,65
293,3,3:50.0,,Defensive rebound by D. House,80,65
294,3,3:44.0,,J. Harden makes 2-pt jump shot from 8 ft,80,67
295,3,3:44.0,,Shooting foul by D. Rose (drawn by J. Harden),80,67
296,3,3:44.0,,C. Clemons enters the game for B. McLemore,80,67
297,3,3:44.0,,J. Harden makes free throw 1 of 1,80,68
298,3,3:35.0,Personal foul by C. Clemons (drawn by L. Galloway),,80,68
299,3,3:35.0,,G. Clark enters the game for C. Capela,80,68
300,3,3:35.0,,P. Tucker enters the game for D. House,80,68
301,3,3:24.0,Turnover by C. Wood (lost ball; steal by C. Clemons),,80,68
302,3,3:16.0,,A. Rivers makes 2-pt layup from 3 ft (assist by G. Clark),80,70
303,3,3:07.0,D. Rose misses 2-pt jump shot from 18 ft,,80,70
304,3,3:03.0,Offensive rebound by C. Wood,,80,70
305,3,3:01.0,C. Wood misses 2-pt layup from 5 ft (block by C. Clemons),,80,70
306,3,3:01.0,,Defensive rebound by C. Clemons,80,70
307,3,2:58.0,,J. Harden misses 2-pt layup from 7 ft (block by L. Kennard),80,70
308,3,2:58.0,,Offensive rebound by Team,80,70
309,3,2:58.0,,Houston full timeout,80,70
310,3,2:58.0,M. Morris enters the game for T. Snell,,80,70
311,3,2:51.0,,J. Harden makes 3-pt jump shot from 23 ft,80,73
312,3,2:28.0,D. Rose misses 3-pt jump shot from 27 ft,,80,73
313,3,2:26.0,,Defensive rebound by C. Clemons,80,73
314,3,2:17.0,,J. Harden misses 2-pt jump shot from 7 ft,80,73
315,3,2:16.0,Defensive rebound by M. Morris,,80,73
316,3,2:11.0,C. Wood makes 2-pt dunk at rim (assist by D. Rose),,82,73
317,3,1:54.0,,A. Rivers misses 2-pt layup from 1 ft,82,73
318,3,1:53.0,Defensive rebound by C. Wood,,82,73
319,3,1:47.0,M. Morris makes 3-pt jump shot from 23 ft (assist by D. Rose),,85,73
320,3,1:29.0,,Turnover by C. Clemons (step out of bounds),85,73
321,3,1:29.0,B. Brown enters the game for L. Kennard,,85,73
322,3,1:19.0,Shooting foul by J. Harden (drawn by C. Wood),,85,73
323,3,1:19.0,C. Wood misses free throw 1 of 2,,85,73
324,3,1:19.0,Offensive rebound by Team,,85,73
325,3,1:19.0,C. Wood makes free throw 2 of 2,,86,73
326,3,1:11.0,,Shooting foul by M. Morris (drawn by J. Harden),86,73
327,3,1:11.0,,J. Harden makes free throw 1 of 2,86,74
328,3,1:11.0,,J. Harden makes free throw 2 of 2,86,75
329,3,0:57.0,D. Rose misses 3-pt jump shot from 25 ft,,86,75
330,3,0:56.0,,Defensive rebound by A. Rivers,86,75
331,3,0:48.0,,J. Harden misses 2-pt layup from 1 ft,86,75
332,3,0:46.0,Defensive rebound by B. Brown,,86,75
333,3,0:44.0,L. Galloway misses 2-pt layup from 1 ft (block by A. Rivers),,86,75
334,3,0:44.0,Offensive rebound by M. Morris,,86,75
335,3,0:42.0,M. Morris makes 2-pt layup from 1 ft,,88,75
336,3,0:27.0,,C. Clemons misses 3-pt jump shot from 27 ft,88,75
337,3,0:26.0,Defensive rebound by B. Brown,,88,75
338,3,0:05.0,D. Rose misses 2-pt layup from 6 ft,,88,75
339,3,0:04.0,,Defensive rebound by J. Harden,88,75
340,3,0:00.0,,J. Harden misses 3-pt jump shot from 27 ft,88,75
341,3,0:00.0,,Offensive rebound by Team,88,75
342,4,11:47.0,,A. Rivers makes 3-pt jump shot from 25 ft,88,78
343,4,11:29.0,Turnover by M. Morris (out of bounds lost ball),,88,78
344,4,11:17.0,,C. Clemons makes 3-pt jump shot from 25 ft,88,81
345,4,11:00.0,C. Wood makes 2-pt jump shot from 1 ft (assist by D. Rose),,90,81
346,4,10:41.0,,C. Capela misses 2-pt hook shot from 3 ft (block by C. Wood),90,81
347,4,10:40.0,Defensive rebound by D. Rose,,90,81
348,4,10:38.0,Offensive foul by D. Rose (drawn by C. Clemons),,90,81
349,4,10:38.0,Turnover by D. Rose (offensive foul),,90,81
350,4,10:18.0,,C. Clemons misses 3-pt jump shot from 26 ft (block by B. Brown),90,81
351,4,10:16.0,,Offensive rebound by D. House,90,81
352,4,10:11.0,,D. House makes 3-pt jump shot from 24 ft (assist by A. Rivers),90,84
353,4,10:00.0,M. Morris misses 3-pt jump shot from 25 ft,,90,84
354,4,9:59.0,,Defensive rebound by D. House,90,84
355,4,9:48.0,,A. Rivers misses 2-pt jump shot from 5 ft,90,84
356,4,9:48.0,Defensive rebound by C. Wood,,90,84
357,4,9:38.0,D. Rose makes 2-pt layup from 1 ft,,92,84
358,4,9:26.0,,C. Capela misses 2-pt layup from 1 ft,92,84
359,4,9:24.0,Defensive rebound by M. Morris,,92,84
360,4,9:23.0,Turnover by M. Morris (bad pass; steal by P. Tucker),,92,84
361,4,9:19.0,,P. Tucker misses 3-pt jump shot from 25 ft,92,84
362,4,9:19.0,Defensive rebound by B. Brown,,92,84
363,4,9:06.0,D. Rose misses 2-pt jump shot from 19 ft,,92,84
364,4,9:04.0,,Defensive rebound by C. Clemons,92,84
365,4,8:56.0,,C. Clemons misses 3-pt jump shot from 27 ft,92,84
366,4,8:55.0,Defensive rebound by C. Wood,,92,84
367,4,8:49.0,B. Brown makes 2-pt dunk at rim (assist by D. Rose),,94,84
368,4,8:49.0,,Houston full timeout,94,84
369,4,8:49.0,T. Maker enters the game for L. Galloway,,94,84
370,4,8:49.0,T. Snell enters the game for C. Wood,,94,84
371,4,8:49.0,,J. Harden enters the game for C. Clemons,94,84
372,4,8:49.0,,B. McLemore enters the game for A. Rivers,94,84
373,4,8:33.0,,Turnover by J. Harden (bad pass; steal by B. Brown),94,84
374,4,8:29.0,B. Brown makes 2-pt dunk from 1 ft (assist by D. Rose),,96,84
375,4,8:09.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by P. Tucker),96,87
376,4,7:48.0,B. Brown misses 3-pt jump shot from 24 ft,,96,87
377,4,7:43.0,Offensive rebound by D. Rose,,96,87
378,4,7:42.0,D. Rose misses 2-pt layup from 1 ft,,96,87
379,4,7:42.0,Offensive rebound by T. Maker,,96,87
380,4,7:42.0,Personal foul by B. McLemore (drawn by T. Maker),,96,87
381,4,7:32.0,Personal foul by J. Harden (drawn by B. Brown),,96,87
382,4,7:32.0,L. Kennard enters the game for D. Rose,,96,87
383,4,7:25.0,M. Morris misses 2-pt jump shot from 13 ft,,96,87
384,4,7:24.0,,Defensive rebound by C. Capela,96,87
385,4,7:11.0,,J. Harden makes 2-pt jump shot from 1 ft,96,89
386,4,7:00.0,B. Brown makes 2-pt layup at rim,,98,89
387,4,6:53.0,,Personal foul by B. Brown (drawn by J. Harden),98,89
388,4,6:42.0,,J. Harden misses 2-pt jump shot from 9 ft,98,89
389,4,6:42.0,,Offensive rebound by Team,98,89
390,4,6:33.0,,Turnover by D. House (bad pass; steal by B. Brown),98,89
391,4,6:19.0,L. Kennard misses 2-pt layup from 6 ft,,98,89
392,4,6:17.0,,Defensive rebound by C. Capela,98,89
