,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DETROIT_ACTION,WASHINGTON_SCORE,DETROIT_SCORE
0,1,11:37.0,B. Beal misses 3-pt jump shot from 25 ft,,0,0
1,1,11:34.0,Offensive rebound by I. Mahinmi,,0,0
2,1,11:34.0,Personal foul by S. Mykhailiuk (drawn by I. Mahinmi),,0,0
3,1,11:26.0,I. Bonga misses 3-pt jump shot from 24 ft,,0,0
4,1,11:21.0,Offensive rebound by I. Smith,,0,0
5,1,11:20.0,I. Smith misses 2-pt layup from 1 ft,,0,0
6,1,11:18.0,,Defensive rebound by B. Griffin,0,0
7,1,11:15.0,,T. Snell misses 3-pt jump shot from 23 ft,0,0
8,1,11:12.0,Defensive rebound by A. Schofield,,0,0
9,1,11:02.0,I. Smith misses 3-pt jump shot from 26 ft,,0,0
10,1,10:58.0,,Defensive rebound by A. Drummond,0,0
11,1,10:38.0,,B. Griffin makes 2-pt layup from 2 ft,0,2
12,1,10:17.0,I. Bonga misses 2-pt layup from 5 ft,,0,2
13,1,10:16.0,Offensive rebound by I. Mahinmi,,0,2
14,1,10:16.0,I. Mahinmi misses 2-pt layup from 7 ft,,0,2
15,1,10:15.0,Offensive rebound by I. Bonga,,0,2
16,1,10:15.0,I. Bonga makes 2-pt layup from 1 ft,,2,2
17,1,9:52.0,,S. Mykhailiuk misses 3-pt jump shot from 22 ft,2,2
18,1,9:49.0,Defensive rebound by I. Mahinmi,,2,2
19,1,9:37.0,B. Beal makes 2-pt layup from 2 ft,,4,2
20,1,9:16.0,,T. Frazier makes 3-pt jump shot from 22 ft (assist by S. Mykhailiuk),4,5
21,1,8:56.0,Turnover by I. Smith (bad pass; steal by S. Mykhailiuk),,4,5
22,1,8:52.0,,S. Mykhailiuk misses 2-pt layup from 3 ft (block by I. Mahinmi),4,5
23,1,8:51.0,,Offensive rebound by Team,4,5
24,1,8:45.0,,A. Drummond makes 2-pt hook shot from 3 ft (assist by S. Mykhailiuk),4,7
25,1,8:30.0,Shooting foul by B. Griffin (drawn by B. Beal),,4,7
26,1,8:30.0,B. Beal makes free throw 1 of 2,,5,7
27,1,8:30.0,B. Beal makes free throw 2 of 2,,6,7
28,1,8:20.0,,Personal foul by A. Schofield (drawn by B. Griffin),6,7
29,1,8:11.0,,T. Snell misses 3-pt jump shot from 26 ft,6,7
30,1,8:08.0,,Offensive rebound by B. Griffin,6,7
31,1,8:05.0,,S. Mykhailiuk makes 3-pt jump shot from 22 ft (assist by B. Griffin),6,10
32,1,7:51.0,I. Smith makes 3-pt jump shot from 24 ft,,9,10
33,1,7:43.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,9,10
34,1,7:40.0,Defensive rebound by I. Bonga,,9,10
35,1,7:32.0,I. Mahinmi misses 3-pt jump shot from 25 ft,,9,10
36,1,7:28.0,,Defensive rebound by A. Drummond,9,10
37,1,7:22.0,,B. Griffin misses 3-pt jump shot from 27 ft,9,10
38,1,7:18.0,Defensive rebound by A. Schofield,,9,10
39,1,7:07.0,I. Smith misses 3-pt jump shot from 26 ft,,9,10
40,1,7:06.0,,Defensive rebound by A. Drummond,9,10
41,1,7:01.0,,Shooting foul by I. Smith (drawn by T. Frazier),9,10
42,1,7:01.0,,T. Frazier makes free throw 1 of 2,9,11
43,1,7:01.0,,T. Frazier makes free throw 2 of 2,9,12
44,1,6:42.0,A. Schofield misses 3-pt jump shot from 25 ft,,9,12
45,1,6:39.0,Offensive rebound by I. Mahinmi,,9,12
46,1,6:31.0,I. Bonga misses 2-pt layup from 1 ft,,9,12
47,1,6:27.0,,Defensive rebound by B. Griffin,9,12
48,1,6:09.0,,Def 3 sec tech foul by Team,9,12
49,1,6:09.0,,Detroit full timeout,9,12
50,1,6:09.0,T. Brown enters the game for I. Bonga,,9,12
51,1,6:09.0,J. Williams enters the game for A. Schofield,,9,12
52,1,6:09.0,,T. Snell makes technical free throw,9,13
53,1,6:02.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by T. Frazier),9,16
54,1,5:45.0,Personal foul by T. Snell (drawn by B. Beal),,9,16
55,1,5:37.0,B. Beal misses 3-pt jump shot from 25 ft,,9,16
56,1,5:36.0,,Defensive rebound by Team,9,16
57,1,5:24.0,,B. Griffin misses 3-pt jump shot from 26 ft,9,16
58,1,5:21.0,Defensive rebound by T. Brown,,9,16
59,1,5:07.0,Personal foul by T. Frazier (drawn by I. Smith),,9,16
60,1,5:07.0,A. Pasečņiks enters the game for I. Mahinmi,,9,16
61,1,5:07.0,,L. Galloway enters the game for T. Frazier,9,16
62,1,5:07.0,,D. Rose enters the game for T. Snell,9,16
63,1,4:54.0,I. Smith misses 2-pt jump shot from 17 ft,,9,16
64,1,4:51.0,,Defensive rebound by B. Griffin,9,16
65,1,4:48.0,,A. Drummond makes 2-pt layup from 2 ft (assist by B. Griffin),9,18
66,1,4:48.0,,Shooting foul by I. Smith (drawn by A. Drummond),9,18
67,1,4:48.0,G. Payton enters the game for I. Smith,,9,18
68,1,4:48.0,,A. Drummond misses free throw 1 of 1,9,18
69,1,4:48.0,Defensive rebound by A. Pasečņiks,,9,18
70,1,4:48.0,,Detroit full timeout,9,18
71,1,4:48.0,,Instant Replay (Challenge: Ruling Stands),9,18
72,1,4:29.0,Shooting foul by L. Galloway (drawn by B. Beal),,9,18
73,1,4:29.0,B. Beal makes free throw 1 of 2,,10,18
74,1,4:29.0,B. Beal misses free throw 2 of 2,,10,18
75,1,4:27.0,,Defensive rebound by A. Drummond,10,18
76,1,4:10.0,,A. Drummond misses 2-pt layup from 6 ft (block by G. Payton),10,18
77,1,4:07.0,Defensive rebound by J. Williams,,10,18
78,1,3:57.0,B. Beal makes 2-pt jump shot from 10 ft,,12,18
79,1,3:45.0,,D. Rose makes 2-pt layup from 2 ft,12,20
80,1,3:45.0,Violation by Team (def goaltending),,12,20
81,1,3:35.0,A. Pasečņiks misses 2-pt jump shot from 16 ft,,12,20
82,1,3:30.0,,Defensive rebound by L. Galloway,12,20
83,1,3:27.0,,S. Mykhailiuk misses 3-pt jump shot from 25 ft,12,20
84,1,3:24.0,Defensive rebound by A. Pasečņiks,,12,20
