,QUARTER,TIME_REMAINING,MIAMI_ACTION,LA CLIPPERS_ACTION,MIAMI_SCORE,LA CLIPPERS_SCORE
385,4,6:25.0,Offensive rebound by D. Jones,,92,107
386,4,6:24.0,D. Jones makes 2-pt layup from 1 ft,,94,107
387,4,6:12.0,,Personal foul by G. Dragić (drawn by M. Harrell),94,107
388,4,6:12.0,,K. Leonard enters the game for L. Shamet,94,107
389,4,5:57.0,,J. Green misses 3-pt jump shot from 22 ft,94,107
390,4,5:53.0,Defensive rebound by D. Jones,,94,107
391,4,5:49.0,Personal foul by P. George (drawn by B. Adebayo),,94,107
392,4,5:44.0,Personal foul by J. Green (drawn by B. Adebayo),,94,107
393,4,5:37.0,D. Jones makes 3-pt jump shot from 25 ft (assist by G. Dragić),,97,107
394,4,5:15.0,,M. Harrell makes 2-pt hook shot from 6 ft (assist by K. Leonard),97,109
395,4,5:04.0,D. Jones makes 2-pt dunk from 1 ft (assist by B. Adebayo),,99,109
396,4,4:51.0,,K. Leonard misses 2-pt jump shot from 12 ft,99,109
397,4,4:49.0,Defensive rebound by G. Dragić,,99,109
398,4,4:37.0,B. Adebayo makes 2-pt hook shot from 5 ft (assist by K. Nunn),,101,109
399,4,4:37.0,,L. Shamet enters the game for J. Green,101,109
400,4,4:12.0,,LA Clippers full timeout,101,109
401,4,4:07.0,,Turnover by L. Shamet (bad pass; steal by B. Adebayo),101,109
402,4,4:02.0,D. Jones makes 2-pt dunk from 2 ft (assist by B. Adebayo),,103,109
403,4,3:43.0,,K. Leonard misses 3-pt jump shot from 26 ft,103,109
404,4,3:40.0,Defensive rebound by K. Nunn,,103,109
405,4,3:31.0,D. Jones misses 3-pt jump shot from 24 ft,,103,109
406,4,3:29.0,,Defensive rebound by K. Leonard,103,109
407,4,3:24.0,,Personal foul by G. Dragić (drawn by K. Leonard),103,109
408,4,3:15.0,,Shooting foul by D. Jones (drawn by L. Shamet),103,109
409,4,3:15.0,,L. Shamet makes free throw 1 of 2,103,110
410,4,3:15.0,,L. Shamet makes free throw 2 of 2,103,111
411,4,3:02.0,B. Adebayo makes 2-pt hook shot from 8 ft (assist by K. Nunn),,105,111
412,4,2:40.0,,L. Shamet makes 2-pt layup from 1 ft (assist by P. George),105,113
413,4,2:30.0,Shooting foul by M. Harrell (drawn by B. Adebayo),,105,113
414,4,2:30.0,B. Adebayo misses free throw 1 of 2,,105,113
415,4,2:30.0,Offensive rebound by Team,,105,113
416,4,2:30.0,B. Adebayo makes free throw 2 of 2,,106,113
417,4,2:17.0,,L. Shamet makes 3-pt jump shot from 23 ft (assist by P. George),106,116
418,4,2:02.0,G. Dragić misses 2-pt layup from 1 ft,,106,116
419,4,2:00.0,,Defensive rebound by P. George,106,116
420,4,1:53.0,,L. Shamet makes 3-pt jump shot from 23 ft (assist by L. Williams),106,119
421,4,1:53.0,Miami full timeout,,106,119
422,4,1:49.0,D. Robinson misses 3-pt jump shot from 23 ft (block by K. Leonard),,106,119
423,4,1:45.0,,Defensive rebound by P. George,106,119
424,4,1:38.0,,M. Harrell makes 2-pt layup from 2 ft (assist by K. Leonard),106,121
425,4,1:38.0,Miami full timeout,,106,121
426,4,1:38.0,,R. McGruder enters the game for K. Leonard,106,121
427,4,1:38.0,,J. Robinson enters the game for L. Williams,106,121
428,4,1:33.0,K. Nunn misses 2-pt layup from 1 ft,,106,121
429,4,1:32.0,,Defensive rebound by M. Harrell,106,121
430,4,1:23.0,,P. George makes 3-pt jump shot from 26 ft (assist by M. Harrell),106,124
431,4,1:18.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by K. Nunn),,108,124
432,4,1:06.0,,Personal foul by K. Nunn (drawn by L. Shamet),108,124
433,4,1:06.0,,L. Shamet makes free throw 1 of 2,108,125
434,4,1:06.0,K. Okpala enters the game for B. Adebayo,,108,125
435,4,1:06.0,C. Silva enters the game for G. Dragić,,108,125
436,4,1:06.0,G. Vincent enters the game for D. Jones,,108,125
437,4,1:06.0,,J. Motley enters the game for P. George,108,125
438,4,1:06.0,,L. Shamet misses free throw 2 of 2,108,125
439,4,1:03.0,Defensive rebound by C. Silva,,108,125
440,4,0:59.0,K. Nunn makes 3-pt jump shot from 25 ft (assist by G. Vincent),,111,125
441,4,0:38.0,,L. Shamet makes 3-pt jump shot from 23 ft (assist by J. Robinson),111,128
442,4,0:31.0,K. Nunn misses 3-pt jump shot from 25 ft,,111,128
443,4,0:29.0,,Defensive rebound by J. Motley,111,128
444,4,0:25.0,,R. McGruder misses 2-pt layup from 2 ft (block by K. Nunn),111,128
445,4,0:25.0,,Offensive rebound by Team,111,128
446,4,0:07.0,,Turnover by Team (shot clock),111,128
