,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,NEW YORK_ACTION,WASHINGTON_SCORE,NEW YORK_SCORE
0,1,11:43.0,,J. Randle misses 3-pt jump shot from 25 ft,0,0
1,1,11:41.0,Defensive rebound by I. Bonga,,0,0
2,1,11:28.0,B. Beal misses 3-pt jump shot from 26 ft,,0,0
3,1,11:26.0,,Defensive rebound by J. Randle,0,0
4,1,11:19.0,,Turnover by E. Payton (bad pass; steal by B. Beal),0,0
5,1,11:12.0,Turnover by B. Beal (lost ball; steal by E. Payton),,0,0
6,1,11:10.0,,Turnover by T. Gibson (bad pass; steal by B. Beal),0,0
7,1,11:07.0,I. Bonga makes 2-pt layup from 1 ft (assist by B. Beal),,2,0
8,1,10:52.0,,R. Bullock misses 3-pt jump shot from 23 ft,2,0
9,1,10:50.0,,Offensive rebound by T. Gibson,2,0
10,1,10:49.0,,Turnover by R. Bullock (step out of bounds),2,0
11,1,10:29.0,I. Bonga misses 2-pt layup from 2 ft,,2,0
12,1,10:27.0,,Defensive rebound by T. Gibson,2,0
13,1,10:22.0,,J. Randle misses 2-pt layup from 1 ft (block by I. Mahinmi),2,0
14,1,10:20.0,Defensive rebound by R. Hachimura,,2,0
15,1,10:11.0,R. Hachimura misses 2-pt hook shot from 9 ft,,2,0
16,1,10:09.0,,Defensive rebound by E. Payton,2,0
17,1,10:01.0,,E. Payton makes 2-pt layup from 1 ft,2,2
18,1,10:01.0,Violation by Team (def goaltending),,2,2
19,1,9:41.0,I. Smith misses 3-pt jump shot from 25 ft,,2,2
20,1,9:39.0,,Defensive rebound by E. Payton,2,2
21,1,9:33.0,,R. Bullock misses 3-pt jump shot from 27 ft (block by B. Beal),2,2
22,1,9:31.0,Defensive rebound by I. Bonga,,2,2
23,1,9:24.0,R. Hachimura misses 2-pt layup from 1 ft,,2,2
24,1,9:22.0,Offensive rebound by I. Mahinmi,,2,2
25,1,9:22.0,I. Mahinmi misses 2-pt layup at rim,,2,2
26,1,9:20.0,,Defensive rebound by R. Bullock,2,2
27,1,9:08.0,,J. Randle misses 2-pt jump shot from 5 ft,2,2
28,1,9:06.0,Defensive rebound by I. Mahinmi,,2,2
29,1,8:58.0,B. Beal makes 2-pt jump shot from 13 ft,,4,2
30,1,8:37.0,,J. Randle makes 2-pt layup from 3 ft (assist by E. Payton),4,4
31,1,8:16.0,I. Bonga makes 3-pt jump shot from 23 ft (assist by I. Smith),,7,4
32,1,7:57.0,,T. Gibson makes 2-pt layup from 1 ft (assist by E. Payton),7,6
33,1,7:46.0,B. Beal misses 3-pt jump shot from 25 ft,,7,6
34,1,7:44.0,,Defensive rebound by J. Randle,7,6
35,1,7:37.0,,R. Barrett misses 3-pt jump shot from 26 ft,7,6
36,1,7:35.0,,Offensive rebound by R. Bullock,7,6
37,1,7:26.0,,R. Bullock makes 2-pt jump shot from 19 ft (assist by J. Randle),7,8
38,1,7:04.0,I. Smith makes 2-pt layup from 1 ft,,9,8
39,1,6:57.0,,Turnover by J. Randle (lost ball; steal by I. Smith),9,8
40,1,6:51.0,Turnover by B. Beal (lost ball; steal by R. Bullock),,9,8
41,1,6:46.0,,R. Bullock misses 2-pt layup from 1 ft,9,8
42,1,6:44.0,,Offensive rebound by J. Randle,9,8
43,1,6:43.0,,J. Randle misses 2-pt layup from 2 ft (block by I. Bonga),9,8
44,1,6:41.0,Defensive rebound by I. Mahinmi,,9,8
45,1,6:32.0,I. Smith misses 3-pt jump shot from 25 ft,,9,8
46,1,6:31.0,Offensive rebound by I. Bonga,,9,8
47,1,6:29.0,Personal foul by T. Gibson (drawn by I. Bonga),,9,8
48,1,6:29.0,,New York full timeout,9,8
49,1,6:29.0,T. Brown enters the game for I. Bonga,,9,8
50,1,6:29.0,,M. Robinson enters the game for T. Gibson,9,8
51,1,6:19.0,B. Beal makes 2-pt jump shot from 16 ft,,11,8
52,1,5:58.0,,R. Barrett makes 2-pt layup from 1 ft,11,10
53,1,5:42.0,B. Beal makes 2-pt jump shot from 11 ft,,13,10
54,1,5:23.0,,R. Barrett misses 2-pt jump shot from 3 ft,13,10
55,1,5:22.0,Defensive rebound by Team,,13,10
56,1,4:57.0,I. Mahinmi misses 2-pt hook shot from 5 ft,,13,10
57,1,4:55.0,,Defensive rebound by R. Barrett,13,10
58,1,4:33.0,,J. Randle makes 3-pt jump shot from 26 ft (assist by E. Payton),13,13
59,1,4:12.0,R. Hachimura misses 3-pt jump shot from 23 ft,,13,13
60,1,4:10.0,Offensive rebound by I. Smith,,13,13
61,1,4:07.0,R. Hachimura makes 2-pt dunk from 1 ft (assist by T. Brown),,15,13
62,1,3:59.0,,R. Bullock makes 3-pt jump shot from 23 ft (assist by E. Payton),15,16
63,1,3:53.0,Shooting foul by R. Barrett (drawn by T. Brown),,15,16
64,1,3:53.0,D. Bertāns enters the game for R. Hachimura,,15,16
65,1,3:53.0,S. Napier enters the game for I. Mahinmi,,15,16
66,1,3:53.0,M. Wagner enters the game for I. Smith,,15,16
67,1,3:53.0,,M. Harkless enters the game for R. Bullock,15,16
68,1,3:53.0,,D. Smith enters the game for E. Payton,15,16
69,1,3:53.0,T. Brown makes free throw 1 of 2,,16,16
70,1,3:53.0,T. Brown makes free throw 2 of 2,,17,16
71,1,3:36.0,,J. Randle misses 2-pt layup from 1 ft,17,16
