,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,BROOKLYN_ACTION,GOLDEN STATE_SCORE,BROOKLYN_SCORE
63,1,6:06.0,,G. Temple enters the game for C. LeVert,6,20
64,1,6:06.0,,Violation by Team (delay of game),6,20
65,1,6:06.0,D. Russell makes free throw 1 of 1,,7,20
66,1,5:54.0,,J. Harris makes 2-pt layup from 3 ft (assist by G. Temple),7,22
67,1,5:54.0,,Shooting foul by J. Poole (drawn by J. Harris),7,22
68,1,5:54.0,,J. Harris makes free throw 1 of 1,7,23
69,1,5:41.0,Shooting foul by J. Harris (drawn by E. Paschall),,7,23
70,1,5:41.0,E. Paschall makes free throw 1 of 2,,8,23
71,1,5:41.0,,W. Chandler enters the game for J. Allen,8,23
72,1,5:41.0,,D. Jordan enters the game for T. Prince,8,23
73,1,5:41.0,E. Paschall misses free throw 2 of 2,,8,23
74,1,5:39.0,,Defensive rebound by D. Jordan,8,23
75,1,5:29.0,,J. Harris misses 3-pt jump shot from 26 ft,8,23
76,1,5:26.0,Defensive rebound by M. Chriss,,8,23
77,1,5:17.0,D. Russell makes 2-pt jump shot from 13 ft,,10,23
78,1,5:02.0,,Turnover by D. Jordan (lost ball; steal by J. Poole),10,23
79,1,4:57.0,J. Poole misses 3-pt jump shot from 26 ft,,10,23
80,1,4:54.0,,Defensive rebound by D. Jordan,10,23
81,1,4:45.0,,W. Chandler makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),10,26
82,1,4:34.0,Turnover by D. Russell (bad pass; steal by J. Harris),,10,26
83,1,4:22.0,,D. Jordan misses 2-pt dunk from 2 ft,10,26
84,1,4:19.0,Defensive rebound by J. Poole,,10,26
85,1,4:17.0,D. Green makes 2-pt layup from 2 ft (assist by J. Poole),,12,26
86,1,4:15.0,,Brooklyn full timeout,12,26
87,1,4:15.0,J. Evans enters the game for M. Chriss,,12,26
88,1,4:15.0,K. Looney enters the game for D. Russell,,12,26
89,1,4:00.0,,J. Harris makes 2-pt layup from 2 ft (assist by G. Temple),12,28
90,1,3:49.0,Shooting foul by G. Temple (drawn by J. Poole),,12,28
91,1,3:49.0,J. Poole makes free throw 1 of 3,,13,28
92,1,3:49.0,J. Poole makes free throw 2 of 3,,14,28
93,1,3:49.0,,R. Kurucs enters the game for J. Harris,14,28
94,1,3:49.0,J. Poole makes free throw 3 of 3,,15,28
95,1,3:40.0,,Personal foul by E. Paschall (drawn by R. Kurucs),15,28
96,1,3:40.0,,R. Kurucs makes free throw 1 of 2,15,29
97,1,3:40.0,O. Spellman enters the game for D. Green,,15,29
98,1,3:40.0,,R. Kurucs makes free throw 2 of 2,15,30
99,1,3:25.0,K. Looney makes 2-pt layup from 2 ft (assist by J. Poole),,17,30
100,1,3:17.0,,W. Chandler misses 3-pt jump shot from 26 ft,17,30
101,1,3:14.0,,Offensive rebound by S. Dinwiddie,17,30
102,1,3:05.0,,Turnover by W. Chandler (step out of bounds),17,30
103,1,3:05.0,,C. LeVert enters the game for S. Dinwiddie,17,30
104,1,2:52.0,K. Looney misses 2-pt jump shot from 21 ft,,17,30
105,1,2:50.0,,Defensive rebound by Team,17,30
106,1,2:35.0,,G. Temple misses 2-pt jump shot from 3 ft,17,30
107,1,2:34.0,Defensive rebound by O. Spellman,,17,30
108,1,2:20.0,E. Paschall makes 3-pt jump shot from 26 ft (assist by K. Looney),,20,30
109,1,2:08.0,,Turnover by C. LeVert (bad pass),20,30
110,1,2:08.0,D. Russell enters the game for E. Paschall,,20,30
111,1,1:58.0,Shooting foul by W. Chandler (drawn by O. Spellman),,20,30
112,1,1:58.0,O. Spellman misses free throw 1 of 2,,20,30
113,1,1:58.0,Offensive rebound by Team,,20,30
114,1,1:58.0,O. Spellman makes free throw 2 of 2,,21,30
115,1,1:45.0,,W. Chandler makes 2-pt layup from 3 ft,21,32
116,1,1:34.0,D. Russell makes 2-pt jump shot from 19 ft,,23,32
117,1,1:14.0,,C. LeVert misses 2-pt layup from 3 ft,23,32
118,1,1:12.0,,Offensive rebound by C. LeVert,23,32
119,1,1:10.0,,C. LeVert makes 2-pt layup from 2 ft,23,34
120,1,0:59.0,D. Russell misses 3-pt jump shot from 26 ft,,23,34
121,1,0:57.0,,Defensive rebound by R. Kurucs,23,34
122,1,0:49.0,,C. LeVert makes 3-pt jump shot from 27 ft,23,37
123,1,0:31.0,K. Looney misses 3-pt jump shot from 27 ft,,23,37
124,1,0:28.0,,Defensive rebound by C. LeVert,23,37
125,1,0:09.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by C. LeVert),23,40
126,1,0:01.0,O. Spellman misses 2-pt jump shot from 19 ft,,23,40
127,1,0:01.0,Offensive rebound by K. Looney,,23,40
128,1,0:00.0,K. Looney makes 2-pt layup from 1 ft,,25,40
129,1,0:00.0,Instant Replay (Request: Ruling Stands),,25,40
130,2,11:47.0,,R. Kurucs makes 2-pt layup from 2 ft (assist by C. LeVert),25,42
131,2,11:32.0,J. Poole misses 3-pt jump shot from 29 ft,,25,42
132,2,11:30.0,,Defensive rebound by D. Jordan,25,42
133,2,11:22.0,,Turnover by C. LeVert (bad pass; steal by D. Russell),25,42
134,2,11:17.0,J. Evans misses 3-pt jump shot from 24 ft,,25,42
135,2,11:14.0,,Defensive rebound by R. Kurucs,25,42
136,2,11:06.0,,R. Kurucs makes 3-pt jump shot from 27 ft (assist by C. LeVert),25,45
137,2,10:55.0,J. Evans makes 2-pt jump shot from 18 ft (assist by D. Russell),,27,45
138,2,10:40.0,,C. LeVert makes 2-pt layup from 2 ft,27,47
139,2,10:40.0,,Shooting foul by J. Evans (drawn by C. LeVert),27,47
140,2,10:40.0,,C. LeVert makes free throw 1 of 1,27,48
141,2,10:30.0,Shooting foul by D. Jordan (drawn by D. Russell),,27,48
142,2,10:30.0,D. Russell makes free throw 1 of 2,,28,48
143,2,10:30.0,D. Lee enters the game for J. Evans,,28,48
144,2,10:30.0,D. Russell makes free throw 2 of 2,,29,48
145,2,10:08.0,,G. Temple makes 2-pt jump shot from 3 ft,29,50
146,2,9:53.0,M. Chriss misses 2-pt jump shot from 17 ft,,29,50
147,2,9:51.0,,Defensive rebound by W. Chandler,29,50
148,2,9:45.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by C. LeVert),29,52
149,2,9:45.0,Golden State full timeout,,29,52
150,2,9:26.0,Turnover by M. Chriss (traveling),,29,52
151,2,9:16.0,,Turnover by D. Jordan (bad pass; steal by D. Russell),29,52
152,2,9:11.0,J. Poole misses 3-pt jump shot from 24 ft,,29,52
153,2,9:09.0,,Defensive rebound by D. Jordan,29,52
154,2,8:54.0,,R. Kurucs misses 3-pt jump shot from 26 ft,29,52
155,2,8:51.0,Defensive rebound by D. Lee,,29,52
156,2,8:46.0,D. Russell misses 3-pt jump shot from 27 ft,,29,52
157,2,8:43.0,Offensive rebound by M. Chriss,,29,52
158,2,8:42.0,D. Russell misses 3-pt jump shot from 27 ft,,29,52
159,2,8:42.0,,Defensive rebound by Team,29,52
160,2,8:25.0,,C. LeVert misses 2-pt layup from 6 ft (block by D. Russell),29,52
161,2,8:25.0,Defensive rebound by D. Russell,,29,52
162,2,8:16.0,J. Poole makes 2-pt jump shot from 18 ft,,31,52
163,2,7:58.0,,D. Jordan makes 2-pt layup from 3 ft (assist by G. Temple),31,54
164,2,7:41.0,D. Russell misses 2-pt jump shot from 13 ft,,31,54
165,2,7:39.0,,Defensive rebound by W. Chandler,31,54
166,2,7:27.0,,R. Kurucs misses 3-pt jump shot from 23 ft,31,54
167,2,7:23.0,Defensive rebound by M. Chriss,,31,54
168,2,7:14.0,D. Lee misses 3-pt jump shot from 25 ft,,31,54
169,2,7:11.0,,Defensive rebound by C. LeVert,31,54
170,2,7:07.0,,Turnover by C. LeVert (bad pass),31,54
171,2,7:07.0,J. Evans enters the game for M. Chriss,,31,54
172,2,7:07.0,K. Looney enters the game for J. Poole,,31,54
173,2,7:07.0,E. Paschall enters the game for D. Russell,,31,54
174,2,7:07.0,,S. Dinwiddie enters the game for W. Chandler,31,54
175,2,7:07.0,,J. Harris enters the game for C. LeVert,31,54
176,2,7:07.0,,T. Prince enters the game for G. Temple,31,54
177,2,6:52.0,O. Spellman misses 2-pt jump shot from 16 ft,,31,54
178,2,6:50.0,,Defensive rebound by D. Jordan,31,54
179,2,6:35.0,,Personal foul by D. Lee (drawn by T. Prince),31,54
180,2,6:27.0,,J. Harris misses 2-pt layup from 4 ft (block by K. Looney),31,54
181,2,6:27.0,,Offensive rebound by Team,31,54
182,2,6:27.0,,Brooklyn full timeout,31,54
183,2,6:27.0,D. Green enters the game for O. Spellman,,31,54
184,2,6:27.0,,W. Chandler enters the game for R. Kurucs,31,54
185,2,6:25.0,,Turnover by T. Prince (bad pass),31,54
186,2,6:11.0,E. Paschall makes 3-pt jump shot from 27 ft (assist by D. Green),,34,54
187,2,5:48.0,,S. Dinwiddie misses 3-pt jump shot from 27 ft,34,54
188,2,5:45.0,Defensive rebound by E. Paschall,,34,54
189,2,5:35.0,E. Paschall misses 3-pt jump shot from 28 ft,,34,54
190,2,5:32.0,,Defensive rebound by W. Chandler,34,54
191,2,5:15.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by W. Chandler),34,56
192,2,4:57.0,J. Evans makes 2-pt jump shot from 19 ft,,36,56
193,2,4:46.0,,S. Dinwiddie makes 2-pt jump shot from 9 ft,36,58
194,2,4:46.0,,Shooting foul by J. Evans (drawn by S. Dinwiddie),36,58
195,2,4:46.0,,J. Allen enters the game for D. Jordan,36,58
196,2,4:46.0,,S. Dinwiddie makes free throw 1 of 1,36,59
197,2,4:33.0,K. Looney makes 2-pt jump shot from 20 ft (assist by J. Evans),,38,59
198,2,4:03.0,,T. Prince misses 2-pt jump shot from 16 ft,38,59
199,2,4:01.0,Defensive rebound by K. Looney,,38,59
200,2,3:56.0,Shooting foul by J. Allen (drawn by D. Green),,38,59
201,2,3:56.0,D. Green makes free throw 1 of 2,,39,59
202,2,3:56.0,D. Green misses free throw 2 of 2,,39,59
203,2,3:54.0,Offensive rebound by K. Looney,,39,59
204,2,3:51.0,K. Looney misses 2-pt layup from 3 ft,,39,59
205,2,3:50.0,,Defensive rebound by W. Chandler,39,59
206,2,3:41.0,,J. Harris makes 2-pt layup from 1 ft (assist by S. Dinwiddie),39,61
207,2,3:31.0,J. Evans misses 3-pt jump shot from 23 ft,,39,61
208,2,3:28.0,Offensive rebound by J. Evans,,39,61
209,2,3:23.0,D. Lee makes 2-pt jump shot from 7 ft (assist by J. Evans),,41,61
210,2,3:23.0,Shooting foul by J. Harris (drawn by D. Lee),,41,61
211,2,3:23.0,M. Chriss enters the game for J. Evans,,41,61
212,2,3:23.0,D. Russell enters the game for K. Looney,,41,61
213,2,3:23.0,D. Lee makes free throw 1 of 1,,42,61
214,2,3:11.0,,S. Dinwiddie misses 2-pt jump shot from 13 ft,42,61
215,2,3:09.0,Defensive rebound by D. Green,,42,61
216,2,3:05.0,D. Russell misses 2-pt jump shot from 5 ft,,42,61
217,2,3:01.0,Offensive rebound by D. Russell,,42,61
218,2,3:00.0,D. Lee misses 3-pt jump shot from 23 ft,,42,61
219,2,3:00.0,,Defensive rebound by T. Prince,42,61
220,2,2:54.0,,S. Dinwiddie misses 2-pt layup from 5 ft (block by M. Chriss),42,61
221,2,2:52.0,,Offensive rebound by S. Dinwiddie,42,61
222,2,2:50.0,,J. Harris misses 3-pt jump shot from 26 ft,42,61
223,2,2:48.0,Defensive rebound by E. Paschall,,42,61
224,2,2:35.0,D. Russell makes 2-pt layup from 2 ft,,44,61
225,2,2:24.0,,J. Allen makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),44,63
226,2,2:09.0,M. Chriss misses 3-pt jump shot from 23 ft,,44,63
227,2,2:06.0,,Defensive rebound by T. Prince,44,63
228,2,1:49.0,,T. Prince misses 3-pt jump shot from 27 ft,44,63
229,2,1:46.0,Defensive rebound by M. Chriss,,44,63
230,2,1:39.0,E. Paschall makes 2-pt jump shot from 16 ft (assist by D. Lee),,46,63
231,2,1:22.0,,W. Chandler makes 2-pt layup from 5 ft,46,65
232,2,1:21.0,,Violation by Team (delay of game),46,65
233,2,1:21.0,D. Lee makes technical free throw,,47,65
234,2,1:21.0,,C. LeVert enters the game for W. Chandler,47,65
235,2,1:14.0,D. Russell misses 3-pt jump shot from 26 ft,,47,65
236,2,1:11.0,,Defensive rebound by J. Allen,47,65
237,2,0:52.0,,T. Prince misses 3-pt jump shot from 24 ft,47,65
238,2,0:48.0,Defensive rebound by D. Russell,,47,65
239,2,0:39.0,E. Paschall misses 2-pt dunk from 2 ft,,47,65
240,2,0:37.0,,Defensive rebound by J. Harris,47,65
241,2,0:32.0,,C. LeVert makes 3-pt jump shot from 26 ft (assist by J. Harris),47,68
242,2,0:23.0,D. Russell misses 2-pt jump shot from 14 ft,,47,68
243,2,0:20.0,,Defensive rebound by J. Harris,47,68
244,2,0:00.0,,C. LeVert misses 2-pt jump shot from 2 ft,47,68
245,2,0:00.0,,Offensive rebound by Team,47,68
246,3,11:43.0,,T. Prince makes 2-pt jump shot from 13 ft,47,70
247,3,11:22.0,D. Lee misses 2-pt jump shot from 15 ft,,47,70
248,3,11:19.0,,Defensive rebound by C. LeVert,47,70
249,3,11:12.0,,C. LeVert makes 2-pt jump shot from 13 ft,47,72
250,3,11:02.0,D. Green misses 2-pt jump shot from 16 ft,,47,72
251,3,11:00.0,,Defensive rebound by J. Harris,47,72
252,3,10:43.0,,J. Allen makes 2-pt dunk from 1 ft (assist by C. LeVert),47,74
253,3,10:43.0,Golden State full timeout,,47,74
254,3,10:29.0,E. Paschall misses 3-pt jump shot from 25 ft,,47,74
255,3,10:26.0,,Defensive rebound by J. Allen,47,74
256,3,10:09.0,,J. Allen misses 2-pt hook shot from 4 ft,47,74
257,3,10:07.0,Defensive rebound by M. Chriss,,47,74
258,3,9:58.0,E. Paschall misses 2-pt jump shot from 14 ft,,47,74
259,3,9:56.0,,Defensive rebound by T. Prince,47,74
260,3,9:45.0,,T. Prince makes 2-pt layup from 5 ft,47,76
261,3,9:35.0,D. Green misses 2-pt jump shot from 20 ft,,47,76
262,3,9:33.0,,Defensive rebound by J. Allen,47,76
263,3,9:17.0,,C. LeVert makes 2-pt jump shot from 3 ft,47,78
264,3,8:56.0,D. Green makes 2-pt layup from 4 ft (assist by E. Paschall),,49,78
265,3,8:47.0,,Offensive foul by J. Harris (drawn by D. Green),49,78
266,3,8:47.0,,Turnover by J. Harris (offensive foul),49,78
267,3,8:34.0,D. Russell misses 3-pt jump shot from 25 ft,,49,78
268,3,8:30.0,,Defensive rebound by J. Harris,49,78
269,3,8:23.0,,C. LeVert misses 2-pt jump shot from 13 ft,49,78
270,3,8:18.0,,Offensive rebound by S. Dinwiddie,49,78
271,3,8:12.0,,C. LeVert misses 3-pt jump shot from 26 ft,49,78
272,3,8:10.0,,Offensive rebound by T. Prince,49,78
273,3,8:10.0,,Shooting foul by M. Chriss (drawn by T. Prince),49,78
274,3,8:10.0,,T. Prince makes free throw 1 of 2,49,79
275,3,8:10.0,,T. Prince makes free throw 2 of 2,49,80
276,3,7:50.0,E. Paschall misses 2-pt jump shot from 6 ft,,49,80
277,3,7:50.0,,Defensive rebound by J. Allen,49,80
278,3,7:50.0,,Technical foul by M. Chriss,49,80
279,3,7:50.0,,T. Prince makes technical free throw,49,81
280,3,7:50.0,O. Spellman enters the game for M. Chriss,,49,81
281,3,7:34.0,,C. LeVert makes 2-pt layup from 2 ft,49,83
282,3,7:34.0,,Shooting foul by O. Spellman (drawn by C. LeVert),49,83
283,3,7:34.0,,C. LeVert makes free throw 1 of 1,49,84
284,3,7:24.0,D. Lee makes 3-pt jump shot from 25 ft (assist by E. Paschall),,52,84
285,3,7:02.0,,J. Allen misses 2-pt layup from 4 ft (block by E. Paschall),52,84
286,3,6:58.0,Defensive rebound by D. Lee,,52,84
287,3,6:57.0,Turnover by O. Spellman (traveling),,52,84
288,3,6:57.0,,G. Temple enters the game for C. LeVert,52,84
289,3,6:42.0,,J. Harris makes 2-pt layup from 3 ft,52,86
290,3,6:25.0,E. Paschall misses 2-pt layup from 4 ft (block by J. Allen),,52,86
291,3,6:22.0,,Defensive rebound by J. Harris,52,86
292,3,6:06.0,,J. Allen misses 2-pt layup from 5 ft (block by D. Green),52,86
293,3,6:06.0,,Offensive rebound by Team,52,86
294,3,6:06.0,K. Looney enters the game for D. Green,,52,86
295,3,6:01.0,,Turnover by Team (shot clock),52,86
296,3,5:49.0,D. Lee misses 3-pt jump shot from 27 ft,,52,86
297,3,5:47.0,,Defensive rebound by J. Harris,52,86
298,3,5:44.0,,G. Temple makes 2-pt layup from 4 ft (assist by S. Dinwiddie),52,88
299,3,5:44.0,Violation by Team (def goaltending),,52,88
300,3,5:28.0,D. Russell misses 2-pt jump shot from 9 ft,,52,88
301,3,5:26.0,,Defensive rebound by J. Allen,52,88
302,3,5:10.0,,T. Prince misses 2-pt jump shot from 8 ft,52,88
303,3,5:09.0,,Offensive rebound by J. Allen,52,88
304,3,5:09.0,,Personal foul by K. Looney (drawn by J. Allen),52,88
305,3,5:09.0,J. Evans enters the game for D. Lee,,52,88
306,3,5:09.0,J. Poole enters the game for D. Russell,,52,88
307,3,5:09.0,,W. Chandler enters the game for J. Allen,52,88
308,3,5:09.0,,D. Jordan enters the game for J. Harris,52,88
309,3,5:09.0,,R. Kurucs enters the game for T. Prince,52,88
310,3,5:00.0,,G. Temple misses 3-pt jump shot from 23 ft,52,88
311,3,4:57.0,Defensive rebound by E. Paschall,,52,88
312,3,4:44.0,J. Poole makes 2-pt jump shot from 10 ft,,54,88
313,3,4:33.0,,Turnover by D. Jordan (bad pass; steal by E. Paschall),54,88
314,3,4:24.0,E. Paschall makes 2-pt layup from 1 ft,,56,88
315,3,4:02.0,,Turnover by S. Dinwiddie (bad pass; steal by J. Poole),56,88
316,3,3:56.0,E. Paschall makes 2-pt layup from 2 ft (assist by J. Poole),,58,88
317,3,3:56.0,,Brooklyn full timeout,58,88
318,3,3:56.0,,C. LeVert enters the game for S. Dinwiddie,58,88
319,3,3:32.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by W. Chandler),58,91
320,3,3:07.0,J. Poole misses 3-pt jump shot from 27 ft,,58,91
321,3,3:03.0,,Defensive rebound by R. Kurucs,58,91
322,3,2:51.0,,C. LeVert misses 2-pt jump shot from 7 ft,58,91
323,3,2:50.0,Defensive rebound by Team,,58,91
324,3,2:32.0,K. Looney misses 3-pt jump shot from 28 ft,,58,91
325,3,2:29.0,,Defensive rebound by W. Chandler,58,91
326,3,2:11.0,,Turnover by C. LeVert (bad pass; steal by J. Poole),58,91
327,3,2:07.0,Personal foul by R. Kurucs (drawn by J. Poole),,58,91
328,3,2:07.0,D. Russell enters the game for E. Paschall,,58,91
329,3,1:54.0,J. Poole misses 2-pt layup from 4 ft,,58,91
330,3,1:49.0,Offensive rebound by K. Looney,,58,91
331,3,1:49.0,K. Looney makes 2-pt dunk from 1 ft,,60,91
332,3,1:43.0,,Offensive foul by W. Chandler (drawn by J. Poole),60,91
333,3,1:43.0,,Turnover by W. Chandler (offensive foul),60,91
334,3,1:31.0,J. Poole makes 2-pt jump shot from 13 ft (assist by K. Looney),,62,91
335,3,1:12.0,,G. Temple makes 2-pt layup from 3 ft (assist by C. LeVert),62,93
336,3,1:02.0,D. Russell makes 2-pt jump shot from 7 ft,,64,93
337,3,0:43.0,,C. LeVert misses 2-pt jump shot from 5 ft,64,93
338,3,0:41.0,Defensive rebound by Team,,64,93
339,3,0:26.0,J. Poole misses 2-pt jump shot from 22 ft,,64,93
340,3,0:23.0,,Defensive rebound by W. Chandler,64,93
341,3,0:02.0,,C. LeVert misses 2-pt layup from 3 ft,64,93
342,3,0:00.0,,Offensive rebound by G. Temple,64,93
343,3,0:00.0,,G. Temple makes 2-pt jump shot from 23 ft,64,95
344,3,0:00.0,,Instant Replay (Request: Ruling Stands),64,95
345,4,11:49.0,Turnover by J. Poole (bad pass; steal by G. Temple),,64,95
346,4,11:49.0,,Personal take foul by J. Poole (drawn by G. Temple),64,95
347,4,11:42.0,,W. Chandler makes 2-pt jump shot from 9 ft (assist by G. Temple),64,97
348,4,11:30.0,M. Chriss misses 2-pt layup from 1 ft,,64,97
349,4,11:29.0,Offensive rebound by Team,,64,97
350,4,11:28.0,O. Spellman misses 3-pt jump shot from 27 ft,,64,97
351,4,11:24.0,,Defensive rebound by D. Jordan,64,97
352,4,11:11.0,,G. Temple misses 2-pt layup from 4 ft,64,97
353,4,11:07.0,Defensive rebound by J. Evans,,64,97
354,4,11:04.0,J. Evans makes 2-pt jump shot from 15 ft,,66,97
355,4,10:44.0,,W. Chandler misses 3-pt jump shot from 27 ft,66,97
356,4,10:38.0,,Offensive rebound by D. Jordan,66,97
357,4,10:38.0,,D. Jordan makes 2-pt layup at rim,66,99
358,4,10:36.0,J. Evans makes 2-pt dunk from 2 ft (assist by J. Poole),,68,99
359,4,10:16.0,,G. Temple misses 3-pt jump shot from 22 ft,68,99
360,4,10:14.0,,Offensive rebound by Team,68,99
361,4,10:09.0,,D. Jordan makes 2-pt jump shot from 17 ft (assist by C. LeVert),68,101
362,4,10:01.0,D. Russell misses 3-pt jump shot from 27 ft,,68,101
363,4,9:57.0,,Defensive rebound by W. Chandler,68,101
364,4,9:48.0,,C. LeVert makes 3-pt jump shot from 25 ft (assist by W. Chandler),68,104
365,4,9:36.0,Turnover by J. Poole (lost ball; steal by W. Chandler),,68,104
366,4,9:32.0,,C. LeVert misses 2-pt layup from 4 ft,68,104
367,4,9:31.0,,Offensive rebound by R. Kurucs,68,104
368,4,9:30.0,,C. LeVert misses 2-pt layup from 3 ft (block by M. Chriss),68,104
369,4,9:30.0,,Offensive rebound by Team,68,104
370,4,9:30.0,D. Lee enters the game for J. Evans,,68,104
371,4,9:30.0,,T. Pinson enters the game for C. LeVert,68,104
372,4,9:27.0,,Turnover by D. Jordan (traveling),68,104
373,4,9:27.0,,D. Musa enters the game for W. Chandler,68,104
374,4,9:10.0,M. Chriss makes 2-pt jump shot from 16 ft (assist by D. Russell),,70,104
375,4,8:54.0,,G. Temple makes 2-pt layup from 3 ft,70,106
376,4,8:43.0,M. Chriss misses 3-pt jump shot from 26 ft,,70,106
377,4,8:40.0,,Defensive rebound by G. Temple,70,106
378,4,8:37.0,,Brooklyn full timeout,70,106
379,4,8:37.0,,C. Chiozza enters the game for D. Jordan,70,106
380,4,8:37.0,,J. Martin enters the game for G. Temple,70,106
381,4,8:22.0,,R. Kurucs misses 3-pt jump shot from 27 ft,70,106
382,4,8:18.0,Defensive rebound by J. Poole,,70,106
383,4,8:07.0,D. Lee misses 2-pt jump shot from 6 ft,,70,106
384,4,8:05.0,Offensive rebound by D. Lee,,70,106
385,4,8:02.0,D. Lee misses 3-pt jump shot from 23 ft,,70,106
386,4,7:58.0,,Defensive rebound by T. Pinson,70,106
387,4,7:52.0,,C. Chiozza makes 2-pt layup from 4 ft,70,108
388,4,7:35.0,M. Chriss makes 3-pt jump shot from 23 ft (assist by O. Spellman),,73,108
389,4,7:19.0,,R. Kurucs misses 3-pt jump shot from 25 ft,73,108
