,QUARTER,TIME_REMAINING,NEW YORK_ACTION,LA LAKERS_ACTION,NEW YORK_SCORE,LA LAKERS_SCORE
0,1,11:36.0,,J. McGee makes 2-pt dunk from 2 ft (assist by D. Green),0,2
1,1,11:10.0,J. Randle makes 2-pt jump shot from 21 ft,,2,2
2,1,10:59.0,,L. James misses 2-pt jump shot from 18 ft,2,2
3,1,10:55.0,Defensive rebound by T. Gibson,,2,2
4,1,10:48.0,R. Bullock misses 3-pt jump shot from 27 ft,,2,2
5,1,10:46.0,,Defensive rebound by A. Davis,2,2
6,1,10:40.0,,Personal foul by R. Barrett (drawn by L. James),2,2
7,1,10:38.0,,Personal foul by R. Barrett (drawn by D. Green),2,2
8,1,10:32.0,,D. Green misses 2-pt layup from 1 ft,2,2
9,1,10:27.0,,Offensive rebound by J. McGee,2,2
10,1,10:27.0,,J. McGee misses 2-pt layup from 1 ft,2,2
11,1,10:26.0,Defensive rebound by E. Payton,,2,2
12,1,10:17.0,J. Randle misses 2-pt jump shot from 19 ft,,2,2
13,1,10:15.0,,Defensive rebound by A. Bradley,2,2
14,1,10:05.0,,A. Davis makes 2-pt dunk from 1 ft (assist by D. Green),2,4
15,1,9:55.0,E. Payton makes 2-pt jump shot from 5 ft,,4,4
16,1,9:44.0,,A. Bradley misses 2-pt layup from 1 ft (block by E. Payton),4,4
17,1,9:43.0,Defensive rebound by E. Payton,,4,4
18,1,9:43.0,W. Ellington enters the game for R. Barrett,,4,4
19,1,9:34.0,T. Gibson misses 2-pt hook shot from 9 ft (block by J. McGee),,4,4
20,1,9:30.0,Offensive rebound by J. Randle,,4,4
21,1,9:20.0,R. Bullock misses 2-pt jump shot from 20 ft (block by A. Davis),,4,4
22,1,9:17.0,,Defensive rebound by D. Green,4,4
23,1,9:16.0,,Turnover by L. James (lost ball; steal by R. Bullock),4,4
24,1,9:12.0,R. Bullock makes 2-pt dunk from 2 ft,,6,4
25,1,9:02.0,,Turnover by A. Davis (bad pass),6,4
26,1,8:47.0,W. Ellington misses 2-pt jump shot from 20 ft,,6,4
27,1,8:44.0,,Defensive rebound by A. Davis,6,4
28,1,8:41.0,,Personal foul by T. Gibson (drawn by A. Davis),6,4
29,1,8:29.0,,A. Davis misses 2-pt jump shot from 11 ft,6,4
30,1,8:26.0,Defensive rebound by T. Gibson,,6,4
31,1,8:10.0,W. Ellington misses 3-pt jump shot from 25 ft,,6,4
32,1,8:08.0,,Defensive rebound by J. McGee,6,4
33,1,8:01.0,,L. James makes 3-pt jump shot from 27 ft,6,7
34,1,7:46.0,R. Bullock misses 2-pt jump shot from 15 ft,,6,7
35,1,7:44.0,,Defensive rebound by L. James,6,7
36,1,7:37.0,,L. James misses 3-pt jump shot from 26 ft,6,7
37,1,7:34.0,Defensive rebound by J. Randle,,6,7
38,1,7:20.0,Personal foul by A. Bradley (drawn by E. Payton),,6,7
39,1,7:07.0,J. Randle misses 3-pt jump shot from 27 ft,,6,7
40,1,7:03.0,,Defensive rebound by J. McGee,6,7
41,1,7:02.0,,Personal foul by J. Randle (drawn by D. Green),6,7
42,1,7:02.0,,LA Lakers full timeout,6,7
43,1,6:52.0,,Turnover by A. Davis (bad pass; steal by W. Ellington),6,7
44,1,6:38.0,T. Gibson misses 2-pt jump shot from 16 ft,,6,7
45,1,6:34.0,,Defensive rebound by J. McGee,6,7
46,1,6:33.0,,Turnover by L. James (bad pass; steal by R. Bullock),6,7
47,1,6:24.0,J. Randle misses 2-pt hook shot from 3 ft (block by J. McGee),,6,7
48,1,6:21.0,,Defensive rebound by A. Davis,6,7
49,1,6:17.0,,A. Bradley makes 3-pt jump shot from 24 ft (assist by L. James),6,10
50,1,5:59.0,T. Gibson makes 2-pt jump shot from 15 ft (assist by E. Payton),,8,10
51,1,5:44.0,,J. McGee misses 3-pt jump shot from 28 ft,8,10
52,1,5:40.0,Defensive rebound by E. Payton,,8,10
53,1,5:35.0,W. Ellington misses 3-pt jump shot from 26 ft,,8,10
54,1,5:33.0,,Defensive rebound by J. McGee,8,10
55,1,5:27.0,,L. James misses 2-pt jump shot from 20 ft,8,10
56,1,5:27.0,Defensive rebound by J. Randle,,8,10
57,1,5:17.0,T. Gibson makes 2-pt jump shot from 18 ft (assist by E. Payton),,10,10
58,1,5:03.0,,A. Davis misses 2-pt jump shot from 20 ft,10,10
59,1,4:59.0,Defensive rebound by J. Randle,,10,10
60,1,4:52.0,R. Bullock misses 3-pt jump shot from 27 ft,,10,10
61,1,4:47.0,Offensive rebound by T. Gibson,,10,10
62,1,4:41.0,J. Randle misses 2-pt layup from 4 ft,,10,10
63,1,4:39.0,,Defensive rebound by D. Green,10,10
64,1,4:36.0,,Shooting foul by W. Ellington (drawn by L. James),10,10
65,1,4:36.0,,L. James makes free throw 1 of 2,10,11
66,1,4:36.0,F. Ntilikina enters the game for T. Gibson,,10,11
67,1,4:36.0,M. Robinson enters the game for E. Payton,,10,11
68,1,4:36.0,,K. Caldwell-Pope enters the game for D. Green,10,11
69,1,4:36.0,,K. Kuzma enters the game for J. McGee,10,11
70,1,4:36.0,,L. James makes free throw 2 of 2,10,12
71,1,4:22.0,Turnover by W. Ellington (bad pass; steal by A. Davis),,10,12
72,1,4:18.0,,Personal foul by R. Bullock (drawn by L. James),10,12
73,1,4:18.0,,L. James makes free throw 1 of 2,10,13
74,1,4:18.0,,L. James makes free throw 2 of 2,10,14
75,1,4:04.0,Personal foul by K. Kuzma (drawn by F. Ntilikina),,10,14
76,1,3:51.0,J. Randle makes 2-pt layup from 4 ft,,12,14
77,1,3:45.0,,K. Kuzma misses 2-pt jump shot from 20 ft,12,14
78,1,3:44.0,Defensive rebound by Team,,12,14
79,1,3:44.0,,A. Caruso enters the game for A. Bradley,12,14
80,1,3:44.0,,R. Rondo enters the game for L. James,12,14
81,1,3:30.0,Turnover by F. Ntilikina (bad pass; steal by A. Davis),,12,14
82,1,3:25.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by R. Rondo),12,17
83,1,2:56.0,R. Bullock makes 3-pt jump shot from 29 ft (assist by J. Randle),,15,17
84,1,2:48.0,,K. Kuzma misses 3-pt jump shot from 26 ft,15,17
85,1,2:45.0,Defensive rebound by W. Ellington,,15,17
86,1,2:36.0,F. Ntilikina makes 2-pt jump shot from 15 ft,,17,17
87,1,2:24.0,,R. Rondo makes 2-pt jump shot from 14 ft,17,19
88,1,2:16.0,New York full timeout,,17,19
89,1,2:16.0,D. Dotson enters the game for R. Bullock,,17,19
90,1,2:16.0,K. Knox enters the game for W. Ellington,,17,19
91,1,2:16.0,B. Portis enters the game for J. Randle,,17,19
92,1,2:01.0,B. Portis misses 2-pt layup from 3 ft (block by A. Davis),,17,19
93,1,1:59.0,Offensive rebound by B. Portis,,17,19
94,1,1:59.0,B. Portis misses 2-pt layup from 2 ft,,17,19
95,1,1:59.0,,Defensive rebound by K. Kuzma,17,19
96,1,1:58.0,Violation by Team (kicked ball),,17,19
97,1,1:50.0,,Shooting foul by M. Robinson (drawn by K. Kuzma),17,19
98,1,1:50.0,,K. Kuzma makes free throw 1 of 2,17,20
99,1,1:50.0,,K. Kuzma makes free throw 2 of 2,17,21
