,QUARTER,TIME_REMAINING,BOSTON_ACTION,LA LAKERS_ACTION,BOSTON_SCORE,LA LAKERS_SCORE
392,4,7:30.0,,L. James makes 2-pt jump shot from 3 ft,96,99
393,4,7:24.0,Boston full timeout,,96,99
394,4,7:24.0,J. Tatum enters the game for R. Langford,,96,99
395,4,7:24.0,,K. Caldwell-Pope enters the game for A. Caruso,96,99
396,4,7:24.0,,A. Davis enters the game for K. Kuzma,96,99
397,4,7:13.0,G. Hayward misses 2-pt jump shot from 18 ft,,96,99
398,4,7:11.0,,Defensive rebound by L. James,96,99
399,4,6:58.0,,L. James misses 2-pt layup from 5 ft (block by J. Brown),96,99
400,4,6:57.0,,Offensive rebound by A. Davis,96,99
401,4,6:57.0,,A. Davis misses 2-pt layup from 1 ft,96,99
402,4,6:56.0,Defensive rebound by J. Brown,,96,99
403,4,6:46.0,Personal foul by K. Caldwell-Pope (drawn by J. Tatum),,96,99
404,4,6:37.0,J. Tatum misses 2-pt layup from 3 ft,,96,99
405,4,6:37.0,Offensive rebound by G. Williams,,96,99
406,4,6:37.0,G. Williams makes 2-pt layup at rim,,98,99
407,4,6:19.0,,L. James makes 3-pt jump shot from 27 ft (assist by K. Caldwell-Pope),98,102
408,4,6:00.0,Turnover by G. Hayward (bad pass; steal by R. Rondo),,98,102
409,4,5:57.0,,Personal take foul by G. Williams (drawn by L. James),98,102
410,4,5:57.0,,K. Kuzma enters the game for L. James,98,102
411,4,5:41.0,,A. Davis misses 2-pt hook shot from 5 ft,98,102
412,4,5:39.0,Defensive rebound by G. Hayward,,98,102
413,4,5:26.0,J. Brown makes 3-pt jump shot from 27 ft (assist by J. Tatum),,101,102
414,4,5:12.0,,Personal foul by G. Williams (drawn by R. Rondo),101,102
415,4,5:12.0,,R. Rondo misses free throw 1 of 2,101,102
416,4,5:12.0,,Offensive rebound by Team,101,102
417,4,5:12.0,D. Theis enters the game for G. Williams,,101,102
418,4,5:12.0,,A. Caruso enters the game for D. Howard,101,102
419,4,5:12.0,,R. Rondo misses free throw 2 of 2,101,102
420,4,5:12.0,Defensive rebound by J. Tatum,,101,102
421,4,5:03.0,J. Tatum misses 2-pt layup from 3 ft,,101,102
422,4,5:02.0,Offensive rebound by M. Smart,,101,102
423,4,4:54.0,Turnover by G. Hayward (bad pass),,101,102
424,4,4:42.0,,A. Caruso misses 3-pt jump shot from 23 ft,101,102
425,4,4:41.0,,Offensive rebound by Team,101,102
426,4,4:41.0,Loose ball foul by D. Theis (drawn by A. Davis),,101,102
427,4,4:41.0,,A. Davis makes free throw 1 of 2,101,103
428,4,4:41.0,,L. James enters the game for A. Caruso,101,103
429,4,4:41.0,,A. Davis makes free throw 2 of 2,101,104
430,4,4:33.0,Shooting foul by K. Kuzma (drawn by J. Tatum),,101,104
431,4,4:33.0,J. Tatum makes free throw 1 of 2,,102,104
432,4,4:33.0,G. Williams enters the game for D. Theis,,102,104
433,4,4:33.0,J. Tatum makes free throw 2 of 2,,103,104
434,4,4:13.0,,A. Davis misses 2-pt layup from 4 ft (block by J. Tatum),103,104
435,4,4:11.0,Defensive rebound by Team,,103,104
436,4,4:11.0,D. Theis enters the game for G. Williams,,103,104
437,4,4:10.0,,Violation by Team (jump ball),103,104
438,4,4:10.0,G. Williams enters the game for D. Theis,,103,104
439,4,3:49.0,J. Brown misses 3-pt jump shot from 27 ft,,103,104
440,4,3:44.0,,Defensive rebound by L. James,103,104
441,4,3:37.0,,L. James misses 3-pt jump shot from 27 ft,103,104
442,4,3:36.0,Defensive rebound by Team,,103,104
443,4,3:36.0,,Loose ball foul by L. James (drawn by G. Hayward),103,104
444,4,3:33.0,Boston full timeout,,103,104
445,4,3:33.0,D. Theis enters the game for G. Williams,,103,104
446,4,3:33.0,,A. Bradley enters the game for R. Rondo,103,104
447,4,3:27.0,M. Smart misses 2-pt jump shot from 17 ft,,103,104
448,4,3:25.0,,Defensive rebound by L. James,103,104
449,4,3:18.0,,Personal foul by M. Smart (drawn by L. James),103,104
450,4,3:18.0,,L. James misses free throw 1 of 2,103,104
451,4,3:18.0,,Offensive rebound by Team,103,104
452,4,3:18.0,,L. James makes free throw 2 of 2,103,105
453,4,3:03.0,J. Tatum makes 2-pt layup from 3 ft (assist by M. Smart),,105,105
454,4,2:45.0,,L. James misses 3-pt jump shot from 28 ft,105,105
455,4,2:41.0,Defensive rebound by D. Theis,,105,105
456,4,2:24.0,J. Brown misses 3-pt jump shot from 27 ft,,105,105
457,4,2:23.0,,Defensive rebound by Team,105,105
458,4,2:06.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by L. James),105,108
459,4,1:40.0,G. Hayward makes 2-pt jump shot from 9 ft (assist by M. Smart),,107,108
460,4,1:25.0,,A. Davis misses 2-pt layup from 2 ft,107,108
461,4,1:22.0,Defensive rebound by M. Smart,,107,108
462,4,1:17.0,J. Brown makes 3-pt jump shot from 24 ft (assist by G. Hayward),,110,108
463,4,1:17.0,,LA Lakers full timeout,110,108
464,4,0:59.0,,A. Davis misses 2-pt layup at rim,110,108
465,4,0:57.0,Defensive rebound by G. Hayward,,110,108
466,4,0:51.0,G. Hayward misses 2-pt layup from 1 ft,,110,108
467,4,0:50.0,,Defensive rebound by L. James,110,108
468,4,0:37.0,,Shooting foul by J. Brown (drawn by L. James),110,108
469,4,0:37.0,Boston full timeout,,110,108
470,4,0:37.0,Instant Replay (Challenge: Stands),,110,108
471,4,0:37.0,,L. James makes free throw 1 of 2,110,109
472,4,0:37.0,,L. James misses free throw 2 of 2,110,109
473,4,0:37.0,,Offensive rebound by Team,110,109
474,4,0:37.0,,Instant Replay (Request: Stands),110,109
475,4,0:30.0,,L. James makes 2-pt jump shot from 14 ft,110,111
476,4,0:15.0,Turnover by J. Brown (bad pass),,110,111
477,4,0:15.0,,Technical foul by B. Stevens,110,111
478,4,0:15.0,,A. Davis misses technical free throw,110,111
479,4,0:15.0,,Offensive rebound by Team,110,111
480,4,0:12.0,,Personal foul by D. Theis (drawn by A. Davis),110,111
481,4,0:12.0,E. Freedom enters the game for G. Hayward,,110,111
482,4,0:12.0,G. Williams enters the game for D. Theis,,110,111
483,4,0:12.0,,A. Davis makes free throw 1 of 2,110,112
484,4,0:12.0,,A. Davis makes free throw 2 of 2,110,113
485,4,0:12.0,Boston full timeout,,110,113
486,4,0:12.0,G. Hayward enters the game for E. Freedom,,110,113
487,4,0:11.0,Personal foul by L. James (drawn by G. Williams),,110,113
488,4,0:11.0,G. Williams makes free throw 1 of 2,,111,113
489,4,0:11.0,G. Williams makes free throw 2 of 2,,112,113
490,4,0:08.0,,LA Lakers full timeout,112,113
491,4,0:06.0,,Personal take foul by M. Smart (drawn by A. Davis),112,113
492,4,0:06.0,,A. Davis makes free throw 1 of 2,112,114
493,4,0:06.0,,A. Davis misses free throw 2 of 2,112,114
494,4,0:04.0,Defensive rebound by M. Smart,,112,114
495,4,0:00.0,Offensive foul by J. Tatum (drawn by K. Caldwell-Pope),,112,114
496,4,0:00.0,Turnover by J. Tatum (offensive foul),,112,114
497,4,0:00.0,Instant Replay (Request: Stands),,112,114
