,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,LA CLIPPERS_ACTION,WASHINGTON_SCORE,LA CLIPPERS_SCORE
38,1,8:17.0,T. Brown makes 2-pt layup from 2 ft (assist by R. Hachimura),,8,11
39,1,8:06.0,,K. Leonard makes 2-pt jump shot from 12 ft (assist by I. Zubac),8,13
40,1,7:52.0,I. Thomas makes 2-pt jump shot from 17 ft,,10,13
41,1,7:35.0,,K. Leonard makes 2-pt jump shot from 18 ft,10,15
42,1,7:16.0,T. Bryant misses 2-pt jump shot from 18 ft,,10,15
43,1,7:11.0,,Defensive rebound by I. Zubac,10,15
44,1,7:07.0,,Turnover by P. George (bad pass; steal by B. Beal),10,15
45,1,7:07.0,Turnover by B. Beal (step out of bounds),,10,15
46,1,7:01.0,,P. George misses 2-pt jump shot from 6 ft,10,15
47,1,6:59.0,Defensive rebound by B. Beal,,10,15
48,1,6:53.0,T. Bryant misses 2-pt layup from 4 ft,,10,15
49,1,6:51.0,,Defensive rebound by P. Beverley,10,15
50,1,6:47.0,,I. Zubac misses 2-pt hook shot from 4 ft,10,15
51,1,6:42.0,Defensive rebound by T. Brown,,10,15
52,1,6:42.0,I. Thomas misses 3-pt jump shot from 30 ft,,10,15
53,1,6:40.0,Offensive rebound by R. Hachimura,,10,15
54,1,6:39.0,R. Hachimura misses 2-pt layup from 2 ft,,10,15
55,1,6:37.0,Offensive rebound by R. Hachimura,,10,15
56,1,6:37.0,R. Hachimura makes 2-pt layup at rim,,12,15
57,1,6:27.0,,LA Clippers full timeout,12,15
58,1,6:17.0,,K. Leonard misses 2-pt jump shot from 18 ft,12,15
59,1,6:15.0,Defensive rebound by Team,,12,15
60,1,6:15.0,,Loose ball foul by I. Zubac (drawn by T. Bryant),12,15
61,1,6:15.0,,L. Williams enters the game for K. Leonard,12,15
62,1,6:05.0,T. Bryant misses 2-pt jump shot from 17 ft,,12,15
63,1,6:01.0,,Defensive rebound by P. George,12,15
64,1,5:56.0,,L. Williams makes 2-pt jump shot from 13 ft,12,17
65,1,5:42.0,I. Thomas misses 3-pt jump shot from 23 ft,,12,17
66,1,5:40.0,Offensive rebound by T. Bryant,,12,17
67,1,5:40.0,Shooting foul by I. Zubac (drawn by T. Bryant),,12,17
68,1,5:40.0,T. Bryant misses free throw 1 of 2,,12,17
69,1,5:40.0,Offensive rebound by Team,,12,17
70,1,5:40.0,D. Bertāns enters the game for T. Brown,,12,17
71,1,5:40.0,T. Bryant makes free throw 2 of 2,,13,17
72,1,5:32.0,,P. George makes 2-pt jump shot from 6 ft (assist by L. Williams),13,19
73,1,5:32.0,,Shooting foul by T. Bryant (drawn by P. George),13,19
74,1,5:32.0,,P. George makes free throw 1 of 1,13,20
75,1,5:32.0,,M. Harrell enters the game for I. Zubac,13,20
76,1,5:08.0,I. Thomas makes 2-pt jump shot from 8 ft (assist by R. Hachimura),,15,20
77,1,4:53.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),15,22
78,1,4:36.0,B. Beal makes 2-pt layup from 2 ft,,17,22
79,1,4:29.0,,P. George makes 2-pt jump shot from 20 ft,17,24
80,1,4:16.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by B. Beal),,20,24
81,1,4:01.0,,M. Harrell misses 2-pt layup from 2 ft,20,24
82,1,3:54.0,,Offensive rebound by M. Harkless,20,24
83,1,3:54.0,,M. Harkless makes 2-pt layup from 1 ft,20,26
84,1,3:40.0,B. Beal misses 3-pt jump shot from 25 ft,,20,26
85,1,3:36.0,,Defensive rebound by M. Harrell,20,26
86,1,3:32.0,,P. Beverley makes 3-pt jump shot from 25 ft,20,29
87,1,3:31.0,Washington full timeout,,20,29
88,1,3:31.0,J. McRae enters the game for T. Bryant,,20,29
89,1,3:31.0,I. Smith enters the game for I. Thomas,,20,29
90,1,3:20.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by B. Beal),,23,29
91,1,3:02.0,,P. George misses 2-pt jump shot from 16 ft,23,29
92,1,3:02.0,,Offensive rebound by P. Beverley,23,29
93,1,2:48.0,,P. George makes 2-pt layup from 2 ft (assist by P. Beverley),23,31
94,1,2:38.0,R. Hachimura makes 2-pt dunk from 2 ft (assist by I. Smith),,25,31
95,1,2:29.0,,Turnover by L. Williams (bad pass; steal by I. Smith),25,31
96,1,2:21.0,J. McRae misses 2-pt jump shot from 15 ft,,25,31
97,1,2:18.0,Offensive rebound by D. Bertāns,,25,31
98,1,2:13.0,R. Hachimura misses 2-pt layup from 2 ft,,25,31
99,1,2:11.0,,Defensive rebound by P. George,25,31
100,1,2:08.0,,Turnover by L. Williams (lost ball; steal by B. Beal),25,31
101,1,2:03.0,B. Beal misses 2-pt layup from 3 ft,,25,31
102,1,2:00.0,Offensive rebound by D. Bertāns,,25,31
103,1,1:59.0,D. Bertāns makes 3-pt jump shot from 23 ft,,28,31
104,1,1:46.0,,P. George makes 3-pt jump shot from 27 ft,28,34
105,1,1:33.0,R. Hachimura makes 2-pt layup from 3 ft (assist by B. Beal),,30,34
106,1,1:33.0,Shooting foul by P. Beverley (drawn by R. Hachimura),,30,34
107,1,1:33.0,,J. Green enters the game for P. Beverley,30,34
108,1,1:33.0,,J. Robinson enters the game for P. George,30,34
109,1,1:33.0,R. Hachimura makes free throw 1 of 1,,31,34
110,1,1:27.0,,Personal foul by I. Smith (drawn by L. Williams),31,34
111,1,1:19.0,,L. Williams makes 3-pt jump shot from 27 ft (assist by J. Robinson),31,37
112,1,1:13.0,Shooting foul by M. Harkless (drawn by B. Beal),,31,37
113,1,1:13.0,B. Beal makes free throw 1 of 2,,32,37
114,1,1:13.0,,T. Mann enters the game for M. Harkless,32,37
115,1,1:13.0,B. Beal makes free throw 2 of 2,,33,37
116,1,0:58.0,,Shooting foul by R. Hachimura (drawn by M. Harrell),33,37
117,1,0:58.0,,M. Harrell misses free throw 1 of 2,33,37
118,1,0:58.0,,Offensive rebound by Team,33,37
119,1,0:58.0,,M. Harrell misses free throw 2 of 2,33,37
120,1,0:56.0,Defensive rebound by B. Beal,,33,37
121,1,0:33.0,B. Beal makes 2-pt jump shot from 12 ft,,35,37
122,1,0:29.0,,L. Williams misses 2-pt jump shot from 21 ft,35,37
123,1,0:27.0,,Offensive rebound by M. Harrell,35,37
124,1,0:27.0,,M. Harrell makes 2-pt layup from 1 ft,35,39
125,1,0:05.0,J. McRae misses 2-pt jump shot from 14 ft,,35,39
126,1,0:01.0,,Defensive rebound by M. Harrell,35,39
127,1,0:01.0,,M. Harrell misses 3-pt jump shot from 51 ft,35,39
128,1,0:01.0,,Offensive rebound by Team,35,39
129,2,11:49.0,D. Bertāns misses 3-pt jump shot from 26 ft,,35,39
130,2,11:44.0,,Defensive rebound by J. Robinson,35,39
131,2,11:40.0,,J. Green misses 2-pt hook shot from 8 ft,35,39
132,2,11:36.0,Defensive rebound by D. Bertāns,,35,39
133,2,11:30.0,Turnover by D. Bertāns (bad pass; steal by J. Green),,35,39
134,2,11:30.0,,Personal foul by I. Bonga (drawn by L. Williams),35,39
135,2,11:19.0,,Shooting foul by I. Smith (drawn by L. Williams),35,39
136,2,11:19.0,,L. Williams makes free throw 1 of 3,35,40
137,2,11:19.0,,L. Williams makes free throw 2 of 3,35,41
138,2,11:19.0,,L. Williams makes free throw 3 of 3,35,42
139,2,11:06.0,Turnover by J. McRae (bad pass; steal by M. Harrell),,35,42
140,2,10:58.0,,M. Harrell misses 2-pt layup from 4 ft,35,42
141,2,10:55.0,,Offensive rebound by M. Harrell,35,42
142,2,10:55.0,,M. Harrell makes 2-pt layup from 1 ft,35,44
143,2,10:53.0,Personal foul by J. Robinson (drawn by I. Bonga),,35,44
144,2,10:45.0,I. Smith misses 2-pt layup from 3 ft,,35,44
145,2,10:43.0,,Defensive rebound by M. Harrell,35,44
146,2,10:35.0,,J. Green makes 3-pt jump shot from 25 ft (assist by L. Williams),35,47
147,2,10:34.0,Washington full timeout,,35,47
148,2,10:20.0,I. Smith misses 2-pt layup from 4 ft (block by T. Mann),,35,47
149,2,10:17.0,,Defensive rebound by J. Green,35,47
150,2,10:03.0,,Shooting foul by I. Bonga (drawn by J. Robinson),35,47
151,2,10:03.0,,J. Robinson misses free throw 1 of 2,35,47
152,2,10:03.0,,Offensive rebound by Team,35,47
153,2,10:03.0,,J. Robinson makes free throw 2 of 2,35,48
154,2,9:51.0,J. McRae makes 2-pt jump shot from 17 ft (assist by T. Bryant),,37,48
155,2,9:37.0,,T. Mann makes 2-pt layup from 2 ft (assist by L. Williams),37,50
156,2,9:22.0,Offensive foul by J. McRae (drawn by L. Williams),,37,50
157,2,9:22.0,Turnover by J. McRae (offensive foul),,37,50
158,2,9:22.0,,K. Leonard enters the game for T. Mann,37,50
159,2,9:11.0,,L. Williams misses 2-pt jump shot from 7 ft,37,50
160,2,9:09.0,Defensive rebound by I. Smith,,37,50
161,2,9:09.0,Turnover by I. Smith (bad pass),,37,50
162,2,9:09.0,B. Beal enters the game for I. Bonga,,37,50
163,2,9:04.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),37,52
164,2,8:53.0,Personal foul by J. Green (drawn by D. Bertāns),,37,52
165,2,8:44.0,T. Bryant makes 2-pt dunk at rim (assist by B. Beal),,39,52
166,2,8:29.0,,J. Robinson misses 3-pt jump shot from 26 ft,39,52
167,2,8:25.0,Defensive rebound by B. Beal,,39,52
168,2,8:19.0,J. McRae misses 3-pt jump shot from 26 ft,,39,52
169,2,8:14.0,,Defensive rebound by M. Harrell,39,52
170,2,8:12.0,,L. Williams makes 2-pt layup from 3 ft,39,54
171,2,8:12.0,,Shooting foul by J. McRae (drawn by L. Williams),39,54
172,2,8:12.0,T. Brown enters the game for J. McRae,,39,54
173,2,8:12.0,,L. Williams misses free throw 1 of 1,39,54
174,2,8:09.0,Defensive rebound by D. Bertāns,,39,54
175,2,8:09.0,Technical foul by J. Green,,39,54
176,2,8:09.0,B. Beal misses technical free throw,,39,54
177,2,8:09.0,Offensive rebound by Team,,39,54
178,2,7:52.0,T. Brown makes 2-pt dunk from 1 ft (assist by I. Smith),,41,54
179,2,7:42.0,,J. Green misses 3-pt jump shot from 22 ft,41,54
180,2,7:39.0,Defensive rebound by T. Brown,,41,54
181,2,7:32.0,B. Beal misses 3-pt jump shot from 26 ft,,41,54
182,2,7:28.0,Offensive rebound by T. Bryant,,41,54
183,2,7:26.0,B. Beal makes 2-pt jump shot from 15 ft (assist by T. Bryant),,43,54
184,2,7:13.0,,M. Harrell makes 2-pt layup from 4 ft (assist by L. Williams),43,56
185,2,7:05.0,Turnover by B. Beal (bad pass; steal by J. Robinson),,43,56
186,2,7:03.0,,Shooting foul by I. Smith (drawn by J. Robinson),43,56
187,2,7:03.0,,J. Robinson makes free throw 1 of 2,43,57
188,2,7:03.0,R. Hachimura enters the game for T. Bryant,,43,57
189,2,7:03.0,I. Thomas enters the game for I. Smith,,43,57
190,2,7:03.0,,P. Beverley enters the game for L. Williams,43,57
191,2,7:03.0,,J. Robinson makes free throw 2 of 2,43,58
192,2,6:51.0,Shooting foul by K. Leonard (drawn by B. Beal),,43,58
193,2,6:51.0,B. Beal makes free throw 1 of 2,,44,58
194,2,6:51.0,,P. George enters the game for J. Robinson,44,58
195,2,6:51.0,B. Beal makes free throw 2 of 2,,45,58
196,2,6:33.0,,K. Leonard makes 2-pt jump shot from 11 ft,45,60
197,2,6:25.0,R. Hachimura makes 2-pt dunk from 1 ft (assist by I. Thomas),,47,60
198,2,6:16.0,,P. George misses 3-pt jump shot from 26 ft,47,60
199,2,6:12.0,Defensive rebound by T. Brown,,47,60
200,2,6:04.0,T. Brown misses 3-pt jump shot from 26 ft,,47,60
201,2,6:01.0,,Defensive rebound by P. George,47,60
202,2,5:50.0,,K. Leonard misses 2-pt jump shot from 9 ft,47,60
203,2,5:49.0,Defensive rebound by B. Beal,,47,60
204,2,5:45.0,Personal foul by K. Leonard (drawn by R. Hachimura),,47,60
205,2,5:37.0,R. Hachimura misses 2-pt jump shot from 11 ft,,47,60
206,2,5:33.0,,Defensive rebound by J. Green,47,60
207,2,5:23.0,,P. George makes 2-pt jump shot from 9 ft (assist by M. Harrell),47,62
208,2,5:23.0,,Shooting foul by T. Brown (drawn by P. George),47,62
209,2,5:23.0,T. Bryant enters the game for D. Bertāns,,47,62
210,2,5:23.0,,P. George makes free throw 1 of 1,47,63
211,2,5:09.0,T. Bryant makes 2-pt layup from 2 ft (assist by B. Beal),,49,63
212,2,4:56.0,,K. Leonard misses 2-pt jump shot from 20 ft,49,63
213,2,4:55.0,,Offensive rebound by Team,49,63
214,2,4:55.0,Loose ball foul by T. Brown (drawn by J. Green),,49,63
215,2,4:55.0,,J. Green makes free throw 1 of 2,49,64
216,2,4:55.0,,J. Green makes free throw 2 of 2,49,65
217,2,4:43.0,B. Beal misses 3-pt jump shot from 25 ft,,49,65
218,2,4:39.0,,Defensive rebound by M. Harrell,49,65
219,2,4:32.0,,P. George makes 3-pt jump shot from 29 ft,49,68
220,2,4:31.0,Washington full timeout,,49,68
221,2,4:31.0,D. Bertāns enters the game for T. Brown,,49,68
222,2,4:31.0,,M. Harkless enters the game for P. George,49,68
223,2,4:16.0,B. Beal misses 2-pt jump shot from 11 ft,,49,68
224,2,4:13.0,,Defensive rebound by M. Harrell,49,68
225,2,3:56.0,,K. Leonard makes 2-pt hook shot from 4 ft,49,70
226,2,3:41.0,R. Hachimura makes 2-pt layup from 1 ft (assist by B. Beal),,51,70
227,2,3:22.0,,Personal foul by D. Bertāns (drawn by K. Leonard),51,70
228,2,3:22.0,,K. Leonard makes free throw 1 of 2,51,71
229,2,3:22.0,,P. George enters the game for J. Green,51,71
230,2,3:22.0,,I. Zubac enters the game for M. Harrell,51,71
231,2,3:22.0,,K. Leonard makes free throw 2 of 2,51,72
232,2,3:13.0,Turnover by I. Thomas (lost ball; steal by P. Beverley),,51,72
233,2,3:10.0,,P. George makes 2-pt dunk from 1 ft (assist by P. Beverley),51,74
234,2,3:02.0,,Technical foul by I. Thomas,51,74
235,2,3:02.0,,P. George makes technical free throw,51,75
236,2,3:02.0,Shooting foul by M. Harkless (drawn by I. Thomas),,51,75
237,2,3:02.0,I. Thomas makes free throw 1 of 2,,52,75
238,2,3:02.0,I. Thomas makes free throw 2 of 2,,53,75
239,2,2:47.0,,P. George makes 3-pt jump shot from 23 ft,53,78
240,2,2:29.0,T. Bryant misses 2-pt jump shot from 17 ft,,53,78
241,2,2:26.0,,Defensive rebound by P. George,53,78
242,2,2:24.0,,Offensive foul by I. Zubac (drawn by B. Beal),53,78
243,2,2:24.0,,Turnover by I. Zubac (offensive foul),53,78
244,2,2:24.0,,M. Harrell enters the game for I. Zubac,53,78
245,2,2:08.0,B. Beal misses 2-pt layup from 3 ft,,53,78
246,2,2:03.0,Offensive rebound by T. Bryant,,53,78
247,2,2:03.0,T. Bryant misses 2-pt layup at rim,,53,78
248,2,2:02.0,,Defensive rebound by P. George,53,78
249,2,2:01.0,,Shooting foul by R. Hachimura (drawn by M. Harkless),53,78
250,2,2:01.0,,M. Harkless misses free throw 1 of 2,53,78
251,2,2:01.0,,Offensive rebound by Team,53,78
252,2,2:01.0,,M. Harkless misses free throw 2 of 2,53,78
253,2,1:58.0,,Offensive rebound by P. Beverley,53,78
254,2,1:51.0,,M. Harkless makes 2-pt dunk from 1 ft,53,80
255,2,1:49.0,Washington full timeout,,53,80
256,2,1:49.0,,T. Mann enters the game for M. Harkless,53,80
257,2,1:33.0,B. Beal makes 2-pt jump shot from 10 ft,,55,80
258,2,1:19.0,,P. Beverley misses 3-pt jump shot from 26 ft,55,80
259,2,1:17.0,Defensive rebound by R. Hachimura,,55,80
260,2,1:09.0,I. Thomas misses 2-pt jump shot from 14 ft,,55,80
261,2,1:06.0,,Defensive rebound by M. Harrell,55,80
262,2,0:52.0,,P. George misses 2-pt jump shot from 12 ft,55,80
263,2,0:48.0,,Offensive rebound by M. Harrell,55,80
264,2,0:48.0,,M. Harrell makes 2-pt layup from 1 ft,55,82
265,2,0:37.0,I. Thomas misses 2-pt layup from 3 ft (block by M. Harrell),,55,82
266,2,0:34.0,,Defensive rebound by P. Beverley,55,82
267,2,0:25.0,,Turnover by M. Harrell (3 sec),55,82
268,2,0:25.0,,J. Robinson enters the game for P. Beverley,55,82
269,2,0:03.0,Shooting foul by J. Robinson (drawn by B. Beal),,55,82
270,2,0:03.0,B. Beal makes free throw 1 of 2,,56,82
271,2,0:03.0,I. Bonga enters the game for R. Hachimura,,56,82
272,2,0:03.0,B. Beal makes free throw 2 of 2,,57,82
273,2,0:00.0,,M. Harrell misses 3-pt jump shot from 25 ft,57,82
274,2,0:00.0,,Offensive rebound by Team,57,82
275,3,11:48.0,R. Hachimura makes 3-pt jump shot from 24 ft (assist by T. Bryant),,60,82
276,3,11:33.0,,Turnover by I. Zubac (bad pass; steal by R. Hachimura),60,82
277,3,11:21.0,I. Thomas misses 2-pt layup from 5 ft (block by P. George),,60,82
278,3,11:18.0,Offensive rebound by I. Thomas,,60,82
279,3,11:15.0,T. Bryant misses 2-pt jump shot from 12 ft,,60,82
280,3,11:15.0,Offensive rebound by I. Bonga,,60,82
281,3,11:10.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by I. Bonga),,63,82
282,3,10:56.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by M. Harkless),63,85
283,3,10:39.0,R. Hachimura makes 2-pt jump shot from 12 ft,,65,85
284,3,10:21.0,,K. Leonard makes 2-pt jump shot from 9 ft,65,87
285,3,10:13.0,I. Thomas misses 3-pt jump shot from 28 ft,,65,87
286,3,10:10.0,Offensive rebound by I. Bonga,,65,87
287,3,10:08.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by I. Bonga),,68,87
288,3,9:56.0,,K. Leonard makes 2-pt jump shot from 18 ft,68,89
289,3,9:44.0,Shooting foul by I. Zubac (drawn by T. Bryant),,68,89
290,3,9:44.0,T. Bryant misses free throw 1 of 2,,68,89
291,3,9:44.0,Offensive rebound by Team,,68,89
292,3,9:44.0,T. Bryant makes free throw 2 of 2,,69,89
293,3,9:30.0,,M. Harkless makes 3-pt jump shot from 27 ft (assist by K. Leonard),69,92
294,3,9:17.0,R. Hachimura misses 2-pt jump shot from 16 ft,,69,92
295,3,9:15.0,,Defensive rebound by I. Zubac,69,92
296,3,9:07.0,Violation by Team (kicked ball),,69,92
297,3,8:58.0,,M. Harkless misses 3-pt jump shot from 27 ft,69,92
298,3,8:56.0,Defensive rebound by I. Bonga,,69,92
299,3,8:44.0,B. Beal misses 2-pt jump shot from 8 ft,,69,92
300,3,8:39.0,,Defensive rebound by P. George,69,92
301,3,8:37.0,,Turnover by P. George (bad pass),69,92
302,3,8:18.0,Turnover by B. Beal (lost ball; steal by P. Beverley),,69,92
303,3,8:17.0,,Shooting foul by I. Thomas (drawn by K. Leonard),69,92
304,3,8:17.0,,K. Leonard makes free throw 1 of 2,69,93
305,3,8:17.0,,K. Leonard makes free throw 2 of 2,69,94
306,3,8:05.0,Personal foul by K. Leonard (drawn by R. Hachimura),,69,94
307,3,7:55.0,I. Bonga misses 3-pt jump shot from 26 ft,,69,94
308,3,7:51.0,,Defensive rebound by I. Zubac,69,94
309,3,7:42.0,,K. Leonard misses 3-pt jump shot from 26 ft,69,94
310,3,7:38.0,Defensive rebound by T. Bryant,,69,94
311,3,7:31.0,T. Bryant misses 3-pt jump shot from 27 ft,,69,94
312,3,7:28.0,,Defensive rebound by K. Leonard,69,94
313,3,7:24.0,,K. Leonard misses 3-pt jump shot from 26 ft,69,94
314,3,7:19.0,Defensive rebound by T. Bryant,,69,94
315,3,7:11.0,R. Hachimura misses 3-pt jump shot from 27 ft,,69,94
316,3,7:07.0,,Defensive rebound by P. Beverley,69,94
317,3,7:00.0,,P. George misses 3-pt jump shot from 27 ft,69,94
318,3,6:56.0,Defensive rebound by R. Hachimura,,69,94
319,3,6:49.0,B. Beal makes 2-pt jump shot from 11 ft (assist by I. Thomas),,71,94
320,3,6:49.0,Shooting foul by P. Beverley (drawn by B. Beal),,71,94
321,3,6:49.0,,Technical foul by B. Beal,71,94
322,3,6:49.0,,LA Clippers full timeout,71,94
323,3,6:49.0,,Instant Replay (Request: Stands),71,94
324,3,6:49.0,,P. George makes technical free throw,71,95
325,3,6:49.0,B. Beal makes free throw 1 of 1,,72,95
326,3,6:42.0,,P. George misses 3-pt jump shot from 26 ft,72,95
327,3,6:37.0,Defensive rebound by I. Thomas,,72,95
328,3,6:31.0,R. Hachimura makes 2-pt layup from 2 ft (assist by I. Thomas),,74,95
329,3,6:22.0,,Personal foul by R. Hachimura (drawn by K. Leonard),74,95
330,3,6:22.0,,L. Williams enters the game for K. Leonard,74,95
331,3,6:16.0,,P. George misses 2-pt jump shot from 11 ft,74,95
332,3,6:12.0,Defensive rebound by R. Hachimura,,74,95
333,3,6:05.0,I. Thomas makes 3-pt jump shot from 27 ft (assist by R. Hachimura),,77,95
334,3,5:50.0,,L. Williams misses 2-pt jump shot from 17 ft,77,95
335,3,5:47.0,Defensive rebound by T. Bryant,,77,95
336,3,5:42.0,I. Bonga makes 2-pt layup from 5 ft,,79,95
337,3,5:31.0,,P. George misses 3-pt jump shot from 26 ft,79,95
338,3,5:27.0,Defensive rebound by T. Bryant,,79,95
339,3,5:12.0,Shooting foul by P. Beverley (drawn by T. Bryant),,79,95
340,3,5:12.0,T. Bryant makes free throw 1 of 2,,80,95
341,3,5:12.0,,M. Harrell enters the game for P. Beverley,80,95
342,3,5:12.0,,J. Robinson enters the game for I. Zubac,80,95
343,3,5:12.0,T. Bryant misses free throw 2 of 2,,80,95
344,3,5:10.0,,Defensive rebound by M. Harkless,80,95
345,3,4:59.0,,M. Harrell makes 2-pt jump shot from 4 ft,80,97
346,3,4:59.0,,Shooting foul by T. Bryant (drawn by M. Harrell),80,97
347,3,4:59.0,,Technical foul by T. Bryant,80,97
348,3,4:59.0,,P. George makes technical free throw,80,98
349,3,4:59.0,,M. Harrell misses free throw 1 of 1,80,98
350,3,4:57.0,Defensive rebound by R. Hachimura,,80,98
351,3,4:47.0,B. Beal misses 2-pt jump shot from 17 ft,,80,98
352,3,4:43.0,,Defensive rebound by L. Williams,80,98
353,3,4:42.0,,Turnover by L. Williams (bad pass),80,98
354,3,4:42.0,D. Bertāns enters the game for T. Bryant,,80,98
355,3,4:38.0,D. Bertāns makes 2-pt jump shot from 13 ft (assist by B. Beal),,82,98
356,3,4:24.0,,J. Robinson misses 2-pt layup from 3 ft,82,98
357,3,4:21.0,Defensive rebound by B. Beal,,82,98
358,3,4:17.0,D. Bertāns makes 3-pt jump shot from 31 ft (assist by B. Beal),,85,98
359,3,4:15.0,,LA Clippers full timeout,85,98
360,3,4:01.0,,Shooting foul by I. Bonga (drawn by L. Williams),85,98
361,3,4:01.0,,L. Williams makes free throw 1 of 2,85,99
362,3,4:01.0,,L. Williams makes free throw 2 of 2,85,100
363,3,3:41.0,Offensive foul by B. Beal (drawn by M. Harrell),,85,100
364,3,3:41.0,Turnover by B. Beal (offensive foul),,85,100
365,3,3:32.0,,J. Robinson makes 3-pt jump shot from 24 ft (assist by P. George),85,103
366,3,3:17.0,R. Hachimura makes 2-pt jump shot from 14 ft (assist by I. Thomas),,87,103
367,3,2:56.0,,Shooting foul by B. Beal (drawn by M. Harrell),87,103
368,3,2:56.0,,M. Harrell makes free throw 1 of 2,87,104
369,3,2:56.0,T. Brown enters the game for I. Bonga,,87,104
370,3,2:56.0,I. Smith enters the game for I. Thomas,,87,104
371,3,2:56.0,,T. Mann enters the game for P. George,87,104
372,3,2:56.0,,M. Harrell misses free throw 2 of 2,87,104
373,3,2:54.0,Defensive rebound by T. Brown,,87,104
374,3,2:39.0,R. Hachimura makes 2-pt layup from 2 ft (assist by B. Beal),,89,104
375,3,2:30.0,,Shooting foul by T. Brown (drawn by L. Williams),89,104
376,3,2:30.0,,L. Williams makes free throw 1 of 2,89,105
377,3,2:30.0,,L. Williams makes free throw 2 of 2,89,106
378,3,2:20.0,B. Beal misses 2-pt layup from 7 ft (block by M. Harkless),,89,106
379,3,2:16.0,,Defensive rebound by M. Harrell,89,106
380,3,2:12.0,,Turnover by M. Harrell (lost ball; steal by D. Bertāns),89,106
381,3,2:06.0,D. Bertāns makes 3-pt jump shot from 29 ft,,92,106
382,3,2:00.0,Violation by Team (kicked ball),,92,106
383,3,1:49.0,,T. Mann misses 2-pt jump shot from 11 ft,92,106
384,3,1:46.0,Defensive rebound by T. Brown,,92,106
385,3,1:44.0,B. Beal misses 3-pt jump shot from 27 ft,,92,106
386,3,1:41.0,,Defensive rebound by J. Robinson,92,106
387,3,1:40.0,,Personal foul by D. Bertāns (drawn by M. Harrell),92,106
388,3,1:40.0,,M. Harrell makes free throw 1 of 2,92,107
389,3,1:40.0,,P. Patterson enters the game for M. Harkless,92,107
390,3,1:40.0,,M. Harrell makes free throw 2 of 2,92,108
391,3,1:26.0,I. Smith misses 3-pt jump shot from 27 ft,,92,108
