,QUARTER,TIME_REMAINING,ORLANDO_ACTION,LA LAKERS_ACTION,ORLANDO_SCORE,LA LAKERS_SCORE
385,4,8:29.0,B. Johnson misses 3-pt jump shot from 23 ft,,95,96
386,4,8:25.0,,Defensive rebound by L. James,95,96
387,4,8:15.0,,L. James misses 2-pt dunk from 2 ft,95,96
388,4,8:13.0,Defensive rebound by M. Bamba,,95,96
389,4,8:09.0,B. Johnson misses 3-pt jump shot from 23 ft,,95,96
390,4,8:05.0,,Defensive rebound by Q. Cook,95,96
391,4,8:05.0,,LA Lakers full timeout,95,96
392,4,8:05.0,M. Fultz enters the game for M. Bamba,,95,96
393,4,8:05.0,N. Vučević enters the game for B. Johnson,,95,96
394,4,7:53.0,,Q. Cook makes 3-pt jump shot from 23 ft (assist by L. James),95,99
395,4,7:40.0,Personal foul by J. Dudley (drawn by A. Gordon),,95,99
396,4,7:33.0,Turnover by T. Ross (bad pass; steal by J. Dudley),,95,99
397,4,7:27.0,,Q. Cook misses 3-pt jump shot from 26 ft,95,99
398,4,7:23.0,,Offensive rebound by T. Daniels,95,99
399,4,7:16.0,,L. James misses 3-pt jump shot from 31 ft,95,99
400,4,7:12.0,Defensive rebound by M. Fultz,,95,99
401,4,7:08.0,Turnover by M. Fultz (discontinued dribble),,95,99
402,4,6:54.0,,L. James misses 2-pt jump shot from 13 ft,95,99
403,4,6:51.0,Defensive rebound by M. Fultz,,95,99
404,4,6:40.0,T. Ross makes 3-pt jump shot from 25 ft (assist by M. Fultz),,98,99
405,4,6:17.0,,T. Daniels misses 2-pt jump shot from 18 ft,98,99
406,4,6:12.0,Defensive rebound by G. Clark,,98,99
407,4,6:04.0,Personal foul by D. Howard (drawn by N. Vučević),,98,99
408,4,6:04.0,W. Iwundu enters the game for G. Clark,,98,99
409,4,6:04.0,B. Johnson enters the game for T. Ross,,98,99
410,4,6:04.0,,K. Caldwell-Pope enters the game for T. Daniels,98,99
411,4,6:04.0,,K. Kuzma enters the game for D. Howard,98,99
412,4,6:04.0,,J. McGee enters the game for L. James,98,99
413,4,5:52.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by M. Fultz),,100,99
414,4,5:33.0,,K. Caldwell-Pope makes 2-pt jump shot from 17 ft (assist by K. Kuzma),100,101
415,4,5:06.0,Turnover by B. Johnson (lost ball; steal by K. Caldwell-Pope),,100,101
416,4,5:04.0,,K. Caldwell-Pope misses 2-pt dunk from 1 ft,100,101
417,4,5:03.0,,Offensive rebound by Team,100,101
418,4,5:03.0,Loose ball foul by N. Vučević (drawn by Q. Cook),,100,101
419,4,4:56.0,,Q. Cook misses 2-pt jump shot from 19 ft,100,101
420,4,4:53.0,Defensive rebound by A. Gordon,,100,101
421,4,4:45.0,A. Gordon makes 3-pt jump shot from 27 ft (assist by M. Fultz),,103,101
422,4,4:27.0,,Shooting foul by N. Vučević (drawn by K. Caldwell-Pope),103,101
423,4,4:27.0,,K. Caldwell-Pope makes free throw 1 of 2,103,102
424,4,4:27.0,T. Ross enters the game for B. Johnson,,103,102
425,4,4:27.0,,T. Daniels enters the game for Q. Cook,103,102
426,4,4:27.0,,L. James enters the game for J. Dudley,103,102
427,4,4:27.0,,K. Caldwell-Pope makes free throw 2 of 2,103,103
428,4,4:11.0,M. Fultz makes 2-pt layup from 2 ft,,105,103
429,4,3:59.0,,Turnover by L. James (traveling),105,103
430,4,3:48.0,M. Fultz misses 2-pt layup from 5 ft,,105,103
431,4,3:48.0,,Defensive rebound by Team,105,103
432,4,3:35.0,,L. James misses 3-pt jump shot from 29 ft,105,103
433,4,3:34.0,Defensive rebound by M. Fultz,,105,103
434,4,3:25.0,N. Vučević misses 3-pt jump shot from 27 ft,,105,103
435,4,3:22.0,,Defensive rebound by K. Kuzma,105,103
436,4,3:19.0,,T. Daniels makes 3-pt jump shot from 24 ft (assist by K. Kuzma),105,106
437,4,2:54.0,Turnover by N. Vučević (lost ball; steal by L. James),,105,106
438,4,2:30.0,,Turnover by L. James (bad pass; steal by W. Iwundu),105,106
439,4,2:30.0,Shooting foul by K. Caldwell-Pope (drawn by W. Iwundu),,105,106
440,4,2:30.0,Orlando full timeout,,105,106
441,4,2:30.0,Instant Replay (Request: Ruling Stands),,105,106
442,4,2:30.0,,Q. Cook enters the game for K. Kuzma,105,106
443,4,2:30.0,W. Iwundu misses free throw 1 of 2,,105,106
444,4,2:30.0,Offensive rebound by Team,,105,106
445,4,2:30.0,W. Iwundu makes free throw 2 of 2,,106,106
446,4,2:16.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,106,106
447,4,2:11.0,Defensive rebound by A. Gordon,,106,106
448,4,2:03.0,N. Vučević makes 2-pt layup from 3 ft (assist by T. Ross),,108,106
449,4,2:03.0,,Violation by Team (def goaltending),108,106
450,4,1:44.0,,Personal foul by T. Ross (drawn by K. Caldwell-Pope),108,106
451,4,1:40.0,,Personal foul by A. Gordon (drawn by L. James),108,106
452,4,1:40.0,,L. James misses free throw 1 of 2,108,106
453,4,1:40.0,,Offensive rebound by Team,108,106
454,4,1:40.0,,A. Bradley enters the game for Q. Cook,108,106
455,4,1:40.0,,L. James makes free throw 2 of 2,108,107
456,4,1:18.0,A. Gordon makes 2-pt dunk from 1 ft (assist by N. Vučević),,110,107
457,4,1:18.0,Shooting foul by J. McGee (drawn by A. Gordon),,110,107
458,4,1:18.0,,Q. Cook enters the game for A. Bradley,110,107
459,4,1:18.0,A. Gordon makes free throw 1 of 1,,111,107
460,4,1:08.0,,Q. Cook makes 3-pt jump shot from 25 ft (assist by L. James),111,110
461,4,0:55.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by M. Fultz),,114,110
462,4,0:55.0,,LA Lakers full timeout,114,110
463,4,0:50.0,,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),114,112
464,4,0:38.0,M. Fultz makes 2-pt layup from 2 ft,,116,112
465,4,0:33.0,,L. James makes 3-pt jump shot from 26 ft,116,115
466,4,0:15.0,M. Fultz makes 2-pt jump shot from 4 ft,,118,115
467,4,0:15.0,,LA Lakers full timeout,118,115
468,4,0:15.0,B. Johnson enters the game for M. Fultz,,118,115
469,4,0:15.0,,D. Howard enters the game for J. McGee,118,115
470,4,0:04.0,,L. James misses 3-pt jump shot from 26 ft,118,115
471,4,0:01.0,Defensive rebound by N. Vučević,,118,115
472,4,0:01.0,Personal take foul by Q. Cook (drawn by A. Gordon),,118,115
473,4,0:01.0,A. Gordon makes free throw 1 of 2,,119,115
474,4,0:01.0,Turnover by A. Gordon (lane violation),,119,115
475,4,0:00.0,,Q. Cook makes 3-pt jump shot from 25 ft (assist by L. James),119,118
476,4,0:00.0,,Instant Replay (Request: Ruling Stands),119,118
