,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MIAMI_ACTION,CHARLOTTE_SCORE,MIAMI_SCORE
0,1,11:44.0,C. Zeller makes 2-pt dunk from 2 ft (assist by D. Graham),,2,0
1,1,11:23.0,,M. Leonard misses 3-pt jump shot from 24 ft,2,0
2,1,11:20.0,Defensive rebound by T. Rozier,,2,0
3,1,11:18.0,M. Bridges makes 3-pt jump shot from 27 ft (assist by T. Rozier),,5,0
4,1,11:01.0,,M. Leonard misses 3-pt jump shot from 23 ft,5,0
5,1,10:58.0,Defensive rebound by T. Rozier,,5,0
6,1,10:50.0,T. Rozier makes 2-pt jump shot from 7 ft,,7,0
7,1,10:23.0,,J. Butler makes 2-pt jump shot from 15 ft,7,2
8,1,10:11.0,C. Zeller misses 2-pt layup from 4 ft (block by M. Leonard),,7,2
9,1,10:06.0,,Defensive rebound by B. Adebayo,7,2
10,1,10:03.0,,K. Nunn makes 3-pt jump shot from 26 ft (assist by B. Adebayo),7,5
11,1,9:50.0,D. Graham misses 3-pt jump shot from 26 ft,,7,5
12,1,9:44.0,,Defensive rebound by B. Adebayo,7,5
13,1,9:33.0,,D. Robinson misses 3-pt jump shot from 23 ft,7,5
14,1,9:29.0,Defensive rebound by P. Washington,,7,5
15,1,9:24.0,T. Rozier makes 3-pt jump shot from 29 ft (assist by D. Graham),,10,5
16,1,9:03.0,,B. Adebayo makes 2-pt jump shot from 13 ft,10,7
17,1,8:54.0,D. Graham misses 2-pt layup from 4 ft,,10,7
18,1,8:54.0,Offensive rebound by Team,,10,7
19,1,8:54.0,Turnover by D. Graham (traveling),,10,7
20,1,8:35.0,,J. Butler misses 2-pt jump shot from 11 ft,10,7
21,1,8:35.0,,Offensive rebound by J. Butler,10,7
22,1,8:34.0,,J. Butler makes 2-pt dunk at rim,10,9
23,1,8:13.0,M. Bridges misses 3-pt jump shot from 26 ft,,10,9
24,1,8:09.0,,Defensive rebound by B. Adebayo,10,9
25,1,8:04.0,,Personal foul by P. Washington (drawn by B. Adebayo),10,9
26,1,7:56.0,,B. Adebayo makes 2-pt hook shot from 4 ft (assist by J. Butler),10,11
27,1,7:56.0,,Shooting foul by M. Bridges (drawn by B. Adebayo),10,11
28,1,7:56.0,,B. Adebayo makes free throw 1 of 1,10,12
29,1,7:40.0,D. Graham misses 2-pt jump shot from 14 ft,,10,12
30,1,7:38.0,Offensive rebound by D. Graham,,10,12
31,1,7:36.0,C. Zeller makes 2-pt dunk from 3 ft (assist by D. Graham),,12,12
32,1,7:17.0,,K. Nunn misses 2-pt jump shot from 10 ft,12,12
33,1,7:15.0,,Offensive rebound by M. Leonard,12,12
34,1,7:12.0,,B. Adebayo misses 2-pt hook shot from 6 ft,12,12
35,1,7:12.0,,Offensive rebound by Team,12,12
36,1,7:11.0,,Turnover by J. Butler (bad pass; steal by C. Zeller),12,12
37,1,6:53.0,D. Graham makes 2-pt jump shot from 13 ft,,14,12
38,1,6:42.0,,K. Nunn makes 3-pt jump shot from 25 ft (assist by B. Adebayo),14,15
39,1,6:32.0,C. Zeller misses 3-pt jump shot from 26 ft,,14,15
40,1,6:28.0,,Defensive rebound by K. Nunn,14,15
41,1,6:25.0,,D. Robinson misses 3-pt jump shot from 26 ft,14,15
42,1,6:21.0,Defensive rebound by C. Zeller,,14,15
43,1,6:17.0,Turnover by D. Graham (bad pass; steal by D. Robinson),,14,15
44,1,6:10.0,,J. Butler makes 2-pt jump shot from 6 ft (assist by K. Nunn),14,17
45,1,6:10.0,Charlotte full timeout,,14,17
46,1,6:10.0,N. Batum enters the game for D. Graham,,14,17
47,1,6:10.0,B. Biyombo enters the game for C. Zeller,,14,17
48,1,5:51.0,P. Washington misses 3-pt jump shot from 26 ft,,14,17
49,1,5:45.0,,Defensive rebound by D. Robinson,14,17
50,1,5:38.0,,Turnover by M. Leonard (bad pass; steal by N. Batum),14,17
51,1,5:28.0,P. Washington misses 2-pt jump shot from 6 ft,,14,17
52,1,5:26.0,Offensive rebound by P. Washington,,14,17
53,1,5:22.0,P. Washington makes 2-pt dunk from 2 ft,,16,17
54,1,4:59.0,,J. Butler makes 2-pt jump shot from 5 ft,16,19
55,1,4:41.0,T. Rozier makes 2-pt layup from 4 ft,,18,19
56,1,4:23.0,,D. Robinson makes 3-pt jump shot from 24 ft (assist by B. Adebayo),18,22
57,1,4:08.0,Personal foul by D. Robinson (drawn by N. Batum),,18,22
58,1,4:08.0,M. Monk enters the game for M. Bridges,,18,22
59,1,4:08.0,M. Williams enters the game for P. Washington,,18,22
60,1,4:08.0,,G. Dragić enters the game for M. Leonard,18,22
61,1,4:08.0,,T. Herro enters the game for K. Nunn,18,22
62,1,4:08.0,,K. Olynyk enters the game for D. Robinson,18,22
