,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,BROOKLYN_ACTION,MEMPHIS_SCORE,BROOKLYN_SCORE
47,1,6:29.0,,T. Prince makes 2-pt jump shot from 14 ft,6,13
48,1,6:27.0,Memphis full timeout,,6,13
49,1,6:27.0,,T. Luwawu-Cabarrot enters the game for C. LeVert,6,13
50,1,6:11.0,J. Morant misses 2-pt jump shot from 10 ft (block by S. Dinwiddie),,6,13
51,1,6:08.0,Offensive rebound by J. Morant,,6,13
52,1,6:05.0,D. Melton misses 3-pt jump shot from 23 ft,,6,13
53,1,6:02.0,,Defensive rebound by T. Prince,6,13
54,1,5:50.0,,T. Prince misses 2-pt jump shot from 10 ft,6,13
55,1,5:46.0,Defensive rebound by K. Anderson,,6,13
56,1,5:37.0,D. Brooks makes 2-pt jump shot from 4 ft,,8,13
57,1,5:19.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,8,13
58,1,5:17.0,Defensive rebound by K. Anderson,,8,13
59,1,5:12.0,D. Brooks makes 3-pt jump shot from 25 ft,,11,13
60,1,5:02.0,,Personal foul by K. Anderson (drawn by T. Prince),11,13
61,1,5:02.0,G. Dieng enters the game for K. Anderson,,11,13
62,1,5:02.0,T. Jones enters the game for D. Melton,,11,13
63,1,5:02.0,,W. Chandler enters the game for J. Allen,11,13
64,1,5:02.0,,D. Jordan enters the game for T. Prince,11,13
65,1,4:54.0,,J. Harris misses 2-pt layup from 7 ft,11,13
66,1,4:54.0,Defensive rebound by Team,,11,13
67,1,4:54.0,,Loose ball foul by D. Jordan (drawn by G. Dieng),11,13
68,1,4:38.0,D. Brooks misses 2-pt jump shot from 18 ft,,11,13
69,1,4:34.0,Offensive rebound by G. Dieng,,11,13
70,1,4:30.0,J. Morant makes 3-pt jump shot from 25 ft,,14,13
71,1,4:29.0,,Brooklyn full timeout,14,13
72,1,4:07.0,,W. Chandler misses 3-pt jump shot from 25 ft,14,13
73,1,4:04.0,Defensive rebound by J. Valančiūnas,,14,13
74,1,3:55.0,J. Morant misses 2-pt layup from 5 ft,,14,13
75,1,3:53.0,,Defensive rebound by W. Chandler,14,13
76,1,3:44.0,,J. Harris misses 3-pt jump shot from 25 ft,14,13
77,1,3:40.0,Defensive rebound by G. Dieng,,14,13
78,1,3:35.0,D. Brooks makes 2-pt jump shot from 10 ft,,16,13
79,1,3:26.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),16,16
80,1,3:11.0,T. Jones makes 3-pt jump shot from 25 ft (assist by J. Morant),,19,16
81,1,2:54.0,,J. Harris misses 3-pt jump shot from 25 ft,19,16
82,1,2:50.0,Defensive rebound by T. Jones,,19,16
83,1,2:41.0,D. Brooks misses 2-pt jump shot from 12 ft,,19,16
84,1,2:38.0,,Defensive rebound by W. Chandler,19,16
85,1,2:32.0,,D. Jordan makes 2-pt layup from 2 ft (assist by S. Dinwiddie),19,18
86,1,2:19.0,J. Morant misses 3-pt jump shot from 25 ft,,19,18
87,1,2:17.0,,Defensive rebound by Team,19,18
88,1,2:17.0,J. Jackson enters the game for D. Brooks,,19,18
89,1,2:17.0,J. Konchar enters the game for J. Morant,,19,18
90,1,2:17.0,A. Tolliver enters the game for J. Valančiūnas,,19,18
91,1,2:17.0,,C. Chiozza enters the game for S. Dinwiddie,19,18
92,1,2:17.0,,C. LeVert enters the game for J. Harris,19,18
93,1,1:59.0,,Turnover by C. Chiozza (lost ball; steal by A. Tolliver),19,18
94,1,1:50.0,A. Tolliver misses 3-pt jump shot from 25 ft,,19,18
95,1,1:48.0,,Defensive rebound by T. Luwawu-Cabarrot,19,18
96,1,1:34.0,,T. Luwawu-Cabarrot makes 2-pt jump shot from 16 ft (assist by C. LeVert),19,20
97,1,1:14.0,J. Jackson misses 3-pt jump shot from 24 ft,,19,20
98,1,1:14.0,Offensive rebound by G. Dieng,,19,20
99,1,1:08.0,J. Konchar misses 3-pt jump shot from 23 ft,,19,20
100,1,1:04.0,,Defensive rebound by C. LeVert,19,20
101,1,0:57.0,,C. LeVert misses 2-pt jump shot from 13 ft,19,20
102,1,0:53.0,,Offensive rebound by D. Jordan,19,20
103,1,0:49.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,19,20
104,1,0:44.0,,Offensive rebound by D. Jordan,19,20
105,1,0:40.0,,Offensive foul by D. Jordan (drawn by A. Tolliver),19,20
106,1,0:40.0,,Turnover by D. Jordan (offensive foul),19,20
107,1,0:28.0,Shooting foul by C. LeVert (drawn by J. Jackson),,19,20
108,1,0:28.0,J. Jackson makes free throw 1 of 2,,20,20
109,1,0:28.0,Technical foul by D. Jordan,,20,20
110,1,0:28.0,T. Jones makes technical free throw,,21,20
111,1,0:28.0,J. Jackson makes free throw 2 of 2,,22,20
112,1,0:28.0,,S. Dinwiddie enters the game for W. Chandler,22,20
113,1,0:28.0,,J. Harris enters the game for C. Chiozza,22,20
114,1,0:11.0,,C. LeVert makes 2-pt jump shot from 10 ft,22,22
115,1,0:11.0,,Shooting foul by J. Konchar (drawn by C. LeVert),22,22
116,1,0:11.0,,W. Chandler enters the game for J. Harris,22,22
117,1,0:11.0,,C. LeVert makes free throw 1 of 1,22,23
118,1,0:01.0,J. Jackson misses 3-pt jump shot from 26 ft,,22,23
119,1,0:01.0,Offensive rebound by Team,,22,23
120,2,11:41.0,A. Tolliver misses 3-pt jump shot from 25 ft,,22,23
121,2,11:38.0,,Defensive rebound by D. Jordan,22,23
122,2,11:27.0,,C. LeVert misses 2-pt jump shot from 11 ft,22,23
123,2,11:24.0,Defensive rebound by G. Dieng,,22,23
124,2,11:18.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by T. Jones),,25,23
125,2,11:06.0,,Personal foul by A. Tolliver (drawn by T. Prince),25,23
126,2,10:53.0,,T. Prince misses 3-pt jump shot from 25 ft,25,23
127,2,10:48.0,Defensive rebound by G. Dieng,,25,23
128,2,10:43.0,J. Jackson misses 3-pt jump shot from 25 ft,,25,23
129,2,10:43.0,,Defensive rebound by Team,25,23
130,2,10:32.0,Loose ball foul by J. Jackson (drawn by D. Jordan),,25,23
131,2,10:32.0,,Technical foul by J. Jackson,25,23
132,2,10:32.0,,T. Prince makes technical free throw,25,24
133,2,10:18.0,,T. Prince misses 2-pt layup from 2 ft (block by G. Dieng),25,24
134,2,10:18.0,,Offensive rebound by Team,25,24
135,2,10:18.0,,Turnover by Team (shot clock),25,24
136,2,10:06.0,T. Jones misses 2-pt layup from 8 ft,,25,24
137,2,10:03.0,Offensive rebound by G. Dieng,,25,24
138,2,9:56.0,G. Dieng misses 2-pt jump shot from 17 ft,,25,24
139,2,9:52.0,,Defensive rebound by C. Chiozza,25,24
140,2,9:50.0,,Offensive foul by T. Prince (drawn by J. Jackson),25,24
141,2,9:50.0,,Turnover by T. Prince (offensive foul),25,24
142,2,9:39.0,T. Jones makes 3-pt jump shot from 25 ft,,28,24
143,2,9:28.0,,C. Chiozza makes 3-pt jump shot from 25 ft (assist by C. LeVert),28,27
144,2,9:13.0,T. Jones misses 2-pt jump shot from 14 ft,,28,27
145,2,9:12.0,,Defensive rebound by D. Jordan,28,27
146,2,9:05.0,,C. Chiozza makes 2-pt layup from 1 ft,28,29
147,2,9:05.0,Violation by Team (def goaltending),,28,29
148,2,8:53.0,A. Tolliver misses 3-pt jump shot from 26 ft,,28,29
149,2,8:49.0,,Defensive rebound by C. Chiozza,28,29
150,2,8:48.0,,C. Chiozza makes 2-pt layup from 2 ft,28,31
151,2,8:48.0,Memphis full timeout,,28,31
152,2,8:48.0,D. Melton enters the game for G. Dieng,,28,31
153,2,8:48.0,J. Morant enters the game for J. Jackson,,28,31
154,2,8:48.0,J. Valančiūnas enters the game for T. Jones,,28,31
155,2,8:33.0,Personal foul by T. Luwawu-Cabarrot (drawn by D. Melton),,28,31
156,2,8:18.0,J. Valančiūnas misses 2-pt hook shot from 3 ft,,28,31
157,2,8:15.0,,Defensive rebound by T. Prince,28,31
158,2,8:06.0,,Turnover by D. Jordan (traveling),28,31
159,2,7:55.0,J. Morant makes 2-pt jump shot from 10 ft,,30,31
160,2,7:42.0,,C. LeVert makes 2-pt jump shot from 13 ft,30,33
161,2,7:22.0,D. Melton makes 3-pt jump shot from 23 ft (assist by J. Konchar),,33,33
162,2,7:06.0,,Shooting foul by J. Konchar (drawn by T. Luwawu-Cabarrot),33,33
163,2,7:06.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,33,34
164,2,7:06.0,K. Anderson enters the game for J. Konchar,,33,34
165,2,7:06.0,D. Brooks enters the game for A. Tolliver,,33,34
166,2,7:06.0,,S. Dinwiddie enters the game for C. Chiozza,33,34
167,2,7:06.0,,J. Harris enters the game for C. LeVert,33,34
168,2,7:06.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,33,35
169,2,6:53.0,K. Anderson misses 3-pt jump shot from 23 ft,,33,35
170,2,6:48.0,Offensive rebound by J. Morant,,33,35
171,2,6:40.0,J. Valančiūnas misses 2-pt hook shot from 7 ft,,33,35
172,2,6:37.0,,Defensive rebound by J. Harris,33,35
173,2,6:25.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,33,35
174,2,6:22.0,Defensive rebound by J. Valančiūnas,,33,35
175,2,6:17.0,D. Melton misses 3-pt jump shot from 25 ft,,33,35
176,2,6:12.0,Offensive rebound by K. Anderson,,33,35
177,2,6:11.0,K. Anderson makes 2-pt jump shot from 12 ft,,35,35
178,2,6:10.0,,Brooklyn full timeout,35,35
179,2,6:10.0,,J. Allen enters the game for D. Jordan,35,35
180,2,6:10.0,,W. Chandler enters the game for T. Luwawu-Cabarrot,35,35
181,2,5:49.0,,S. Dinwiddie misses 2-pt jump shot from 20 ft,35,35
182,2,5:47.0,,Offensive rebound by J. Allen,35,35
183,2,5:45.0,,J. Allen misses 2-pt hook shot from 3 ft,35,35
184,2,5:43.0,Defensive rebound by J. Morant,,35,35
185,2,5:36.0,Turnover by K. Anderson (bad pass),,35,35
186,2,5:23.0,,T. Prince misses 3-pt jump shot from 24 ft,35,35
187,2,5:19.0,,Offensive rebound by S. Dinwiddie,35,35
188,2,5:15.0,,W. Chandler misses 3-pt jump shot from 25 ft,35,35
189,2,5:15.0,,Offensive rebound by Team,35,35
190,2,5:15.0,Loose ball foul by D. Brooks (drawn by J. Allen),,35,35
191,2,5:05.0,,J. Allen misses 2-pt dunk from 2 ft,35,35
192,2,5:03.0,Defensive rebound by D. Melton,,35,35
193,2,4:58.0,J. Morant makes 2-pt dunk from 1 ft (assist by D. Melton),,37,35
194,2,4:40.0,,W. Chandler makes 2-pt jump shot from 9 ft,37,37
195,2,4:31.0,D. Melton makes 3-pt jump shot from 25 ft (assist by J. Morant),,40,37
196,2,4:16.0,,Turnover by W. Chandler (lost ball; steal by J. Morant),40,37
197,2,4:15.0,Personal foul by W. Chandler (drawn by D. Brooks),,40,37
198,2,4:03.0,J. Morant misses 2-pt jump shot from 9 ft,,40,37
199,2,4:01.0,Offensive rebound by J. Valančiūnas,,40,37
200,2,3:59.0,J. Valančiūnas makes 2-pt hook shot from 1 ft,,42,37
201,2,3:52.0,,Personal foul by D. Brooks (drawn by S. Dinwiddie),42,37
202,2,3:52.0,,S. Dinwiddie makes free throw 1 of 2,42,38
203,2,3:52.0,J. Jackson enters the game for D. Brooks,,42,38
204,2,3:52.0,,C. LeVert enters the game for T. Prince,42,38
205,2,3:52.0,,S. Dinwiddie makes free throw 2 of 2,42,39
206,2,3:43.0,Turnover by J. Valančiūnas (bad pass; steal by S. Dinwiddie),,42,39
207,2,3:38.0,,S. Dinwiddie makes 2-pt layup from 2 ft,42,41
208,2,3:32.0,J. Morant misses 2-pt jump shot from 16 ft,,42,41
209,2,3:30.0,,Defensive rebound by J. Harris,42,41
210,2,3:17.0,,C. LeVert misses 2-pt jump shot from 15 ft,42,41
211,2,3:12.0,Defensive rebound by J. Valančiūnas,,42,41
212,2,3:10.0,Personal foul by W. Chandler (drawn by D. Melton),,42,41
213,2,2:58.0,D. Melton misses 3-pt jump shot from 25 ft,,42,41
214,2,2:55.0,,Defensive rebound by W. Chandler,42,41
215,2,2:48.0,,Turnover by J. Harris (bad pass; steal by J. Jackson),42,41
216,2,2:43.0,J. Jackson makes 2-pt dunk from 2 ft (assist by D. Melton),,44,41
217,2,2:26.0,,Shooting foul by J. Valančiūnas (drawn by J. Allen),44,41
218,2,2:26.0,,J. Allen misses free throw 1 of 2,44,41
219,2,2:26.0,,Offensive rebound by Team,44,41
220,2,2:26.0,T. Jones enters the game for K. Anderson,,44,41
221,2,2:26.0,A. Tolliver enters the game for J. Jackson,,44,41
222,2,2:26.0,,J. Allen misses free throw 2 of 2,44,41
223,2,2:23.0,Defensive rebound by A. Tolliver,,44,41
224,2,2:04.0,Turnover by A. Tolliver (bad pass; steal by J. Harris),,44,41
225,2,1:51.0,,J. Harris misses 3-pt jump shot from 25 ft,44,41
226,2,1:46.0,Defensive rebound by J. Valančiūnas,,44,41
227,2,1:42.0,J. Valančiūnas makes 2-pt dunk from 2 ft (assist by T. Jones),,46,41
228,2,1:30.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),46,43
229,2,1:08.0,T. Jones makes 3-pt jump shot from 26 ft (assist by D. Melton),,49,43
230,2,0:58.0,,S. Dinwiddie misses 3-pt jump shot from 28 ft,49,43
231,2,0:55.0,Defensive rebound by J. Valančiūnas,,49,43
232,2,0:41.0,J. Morant misses 2-pt jump shot from 9 ft,,49,43
233,2,0:37.0,,Defensive rebound by C. LeVert,49,43
234,2,0:29.0,,C. LeVert makes 2-pt jump shot from 13 ft,49,45
235,2,0:06.0,J. Valančiūnas makes 2-pt jump shot from 6 ft (assist by J. Morant),,51,45
236,2,0:06.0,Shooting foul by S. Dinwiddie (drawn by J. Valančiūnas),,51,45
237,2,0:06.0,J. Valančiūnas makes free throw 1 of 1,,52,45
238,2,0:00.0,,C. LeVert misses 3-pt jump shot from 26 ft (block by D. Melton),52,45
239,2,0:00.0,,Offensive rebound by Team,52,45
240,3,11:41.0,Offensive foul by J. Valančiūnas (drawn by J. Allen),,52,45
241,3,11:41.0,Turnover by J. Valančiūnas (offensive foul),,52,45
242,3,11:25.0,,T. Prince misses 2-pt jump shot from 5 ft,52,45
243,3,11:20.0,Defensive rebound by J. Valančiūnas,,52,45
244,3,11:07.0,D. Brooks makes 2-pt layup from 5 ft,,54,45
245,3,10:45.0,,T. Prince makes 2-pt jump shot from 2 ft (assist by J. Harris),54,47
246,3,10:33.0,D. Melton misses 3-pt jump shot from 23 ft,,54,47
247,3,10:30.0,Offensive rebound by J. Morant,,54,47
248,3,10:29.0,J. Morant makes 2-pt layup at rim,,56,47
249,3,10:14.0,,Offensive foul by S. Dinwiddie (drawn by D. Melton),56,47
250,3,10:14.0,,Turnover by S. Dinwiddie (offensive foul),56,47
251,3,9:54.0,K. Anderson misses 2-pt jump shot from 11 ft,,56,47
252,3,9:48.0,,Defensive rebound by C. LeVert,56,47
253,3,9:40.0,,C. LeVert misses 2-pt layup from 2 ft (block by J. Valančiūnas),56,47
254,3,9:38.0,Defensive rebound by J. Valančiūnas,,56,47
255,3,9:33.0,D. Brooks misses 3-pt jump shot from 26 ft,,56,47
256,3,9:29.0,,Defensive rebound by J. Allen,56,47
257,3,9:22.0,,C. LeVert misses 3-pt jump shot from 25 ft,56,47
258,3,9:20.0,Defensive rebound by J. Valančiūnas,,56,47
259,3,9:14.0,D. Brooks makes 2-pt dunk from 1 ft,,58,47
260,3,8:49.0,,S. Dinwiddie misses 3-pt jump shot from 27 ft,58,47
261,3,8:46.0,Defensive rebound by J. Valančiūnas,,58,47
262,3,8:29.0,K. Anderson makes 2-pt jump shot from 10 ft,,60,47
263,3,8:28.0,,Brooklyn full timeout,60,47
264,3,8:13.0,,T. Prince misses 3-pt jump shot from 25 ft,60,47
265,3,8:09.0,Defensive rebound by D. Melton,,60,47
266,3,8:04.0,D. Melton misses 2-pt layup from 4 ft,,60,47
267,3,8:02.0,,Defensive rebound by S. Dinwiddie,60,47
268,3,7:54.0,,J. Harris misses 3-pt jump shot from 24 ft,60,47
269,3,7:51.0,Defensive rebound by J. Valančiūnas,,60,47
270,3,7:40.0,K. Anderson makes 2-pt jump shot from 7 ft (assist by J. Valančiūnas),,62,47
271,3,7:21.0,,C. LeVert misses 2-pt jump shot from 13 ft,62,47
272,3,7:19.0,Defensive rebound by J. Valančiūnas,,62,47
273,3,7:13.0,J. Valančiūnas makes 2-pt layup from 4 ft (assist by D. Brooks),,64,47
274,3,6:56.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),64,50
275,3,6:40.0,D. Melton makes 3-pt jump shot from 25 ft (assist by J. Morant),,67,50
276,3,6:22.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by C. LeVert),67,53
277,3,6:03.0,D. Brooks misses 2-pt jump shot from 16 ft,,67,53
278,3,6:00.0,,Defensive rebound by T. Prince,67,53
279,3,5:56.0,,T. Prince misses 3-pt jump shot from 25 ft,67,53
280,3,5:52.0,Defensive rebound by J. Morant,,67,53
281,3,5:38.0,J. Morant misses 2-pt jump shot from 22 ft,,67,53
282,3,5:36.0,,Defensive rebound by J. Harris,67,53
283,3,5:31.0,,C. LeVert misses 2-pt layup from 3 ft,67,53
284,3,5:30.0,,Offensive rebound by J. Allen,67,53
285,3,5:30.0,,J. Allen makes 2-pt layup from 1 ft,67,55
286,3,5:30.0,Memphis full timeout,,67,55
287,3,5:30.0,T. Jones enters the game for D. Melton,,67,55
288,3,5:30.0,,W. Chandler enters the game for J. Allen,67,55
289,3,5:30.0,,C. Chiozza enters the game for S. Dinwiddie,67,55
290,3,5:30.0,,T. Luwawu-Cabarrot enters the game for T. Prince,67,55
291,3,5:16.0,Shooting foul by C. Chiozza (drawn by J. Morant),,67,55
292,3,5:16.0,J. Morant makes free throw 1 of 2,,68,55
293,3,5:16.0,J. Morant makes free throw 2 of 2,,69,55
294,3,5:12.0,,Personal foul by D. Brooks (drawn by C. LeVert),69,55
295,3,5:12.0,J. Jackson enters the game for D. Brooks,,69,55
296,3,4:59.0,,C. LeVert makes 2-pt layup from 3 ft,69,57
297,3,4:35.0,J. Morant misses 2-pt jump shot from 6 ft,,69,57
298,3,4:34.0,Offensive rebound by J. Morant,,69,57
299,3,4:22.0,T. Jones misses 2-pt layup from 2 ft (block by J. Harris),,69,57
300,3,4:20.0,Offensive rebound by T. Jones,,69,57
301,3,4:20.0,T. Jones misses 2-pt layup from 2 ft (block by T. Luwawu-Cabarrot),,69,57
302,3,4:19.0,,Defensive rebound by J. Harris,69,57
303,3,4:12.0,,J. Harris misses 2-pt layup from 2 ft,69,57
304,3,4:09.0,Defensive rebound by K. Anderson,,69,57
305,3,4:07.0,Personal foul by T. Luwawu-Cabarrot (drawn by J. Morant),,69,57
306,3,4:07.0,G. Dieng enters the game for K. Anderson,,69,57
307,3,4:07.0,A. Tolliver enters the game for J. Valančiūnas,,69,57
308,3,4:00.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by T. Jones),,72,57
309,3,3:49.0,,J. Harris misses 2-pt layup from 1 ft,72,57
310,3,3:46.0,,Offensive rebound by J. Harris,72,57
311,3,3:45.0,,J. Harris misses 2-pt layup from 1 ft,72,57
312,3,3:41.0,,Offensive rebound by J. Harris,72,57
313,3,3:41.0,,J. Harris makes 2-pt layup from 1 ft,72,59
314,3,3:39.0,Shooting foul by C. Chiozza (drawn by J. Jackson),,72,59
315,3,3:39.0,J. Jackson misses free throw 1 of 2,,72,59
316,3,3:39.0,Offensive rebound by Team,,72,59
317,3,3:39.0,J. Konchar enters the game for J. Morant,,72,59
318,3,3:39.0,J. Jackson makes free throw 2 of 2,,73,59
319,3,3:35.0,,C. LeVert makes 2-pt layup from 2 ft (assist by C. Chiozza),73,61
320,3,3:35.0,,Shooting foul by J. Jackson (drawn by C. LeVert),73,61
321,3,3:35.0,,C. LeVert misses free throw 1 of 1,73,61
322,3,3:31.0,Defensive rebound by G. Dieng,,73,61
323,3,3:21.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by T. Jones),,76,61
324,3,3:12.0,,C. LeVert misses 3-pt jump shot from 25 ft,76,61
325,3,3:08.0,Defensive rebound by T. Jones,,76,61
326,3,3:00.0,Turnover by G. Dieng (bad pass),,76,61
327,3,2:44.0,,C. Chiozza makes 2-pt layup from 1 ft,76,63
328,3,2:15.0,Turnover by G. Dieng (bad pass; steal by C. LeVert),,76,63
329,3,2:11.0,,C. LeVert misses 2-pt layup from 1 ft,76,63
330,3,2:07.0,Defensive rebound by G. Dieng,,76,63
331,3,2:02.0,J. Jackson makes 2-pt jump shot from 4 ft,,78,63
332,3,1:53.0,,W. Chandler misses 3-pt jump shot from 26 ft,78,63
333,3,1:53.0,,Offensive rebound by C. Chiozza,78,63
334,3,1:47.0,,Turnover by C. Chiozza (bad pass; steal by A. Tolliver),78,63
335,3,1:41.0,T. Jones makes 2-pt layup from 1 ft (assist by J. Jackson),,80,63
336,3,1:32.0,,C. LeVert misses 3-pt jump shot from 25 ft,80,63
337,3,1:28.0,Defensive rebound by G. Dieng,,80,63
338,3,1:28.0,,R. Kurucs enters the game for C. LeVert,80,63
339,3,1:12.0,T. Jones misses 2-pt jump shot from 10 ft,,80,63
340,3,1:08.0,,Defensive rebound by J. Harris,80,63
341,3,1:02.0,,J. Harris makes 2-pt layup from 3 ft (assist by T. Luwawu-Cabarrot),80,65
342,3,0:39.0,T. Jones misses 3-pt jump shot from 25 ft,,80,65
343,3,0:37.0,Offensive rebound by Team,,80,65
344,3,0:37.0,,Loose ball foul by J. Harris (drawn by J. Konchar),80,65
345,3,0:32.0,G. Dieng makes 2-pt layup from 7 ft (assist by T. Jones),,82,65
346,3,0:18.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,82,65
347,3,0:08.0,Defensive rebound by T. Jones,,82,65
348,3,0:00.0,T. Jones misses 2-pt layup from 6 ft,,82,65
349,3,0:00.0,Offensive rebound by Team,,82,65
350,4,11:46.0,,Shooting foul by T. Jones (drawn by R. Kurucs),82,65
351,4,11:46.0,,R. Kurucs misses free throw 1 of 2,82,65
352,4,11:46.0,,Offensive rebound by Team,82,65
353,4,11:46.0,,R. Kurucs makes free throw 2 of 2,82,66
354,4,11:31.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by T. Jones),,85,66
355,4,11:19.0,,C. Chiozza misses 3-pt jump shot from 26 ft,85,66
356,4,11:15.0,Defensive rebound by G. Dieng,,85,66
357,4,11:08.0,Shooting foul by C. Chiozza (drawn by A. Tolliver),,85,66
358,4,11:08.0,A. Tolliver makes free throw 1 of 2,,86,66
359,4,11:08.0,,T. Prince enters the game for W. Chandler,86,66
360,4,11:08.0,A. Tolliver makes free throw 2 of 2,,87,66
361,4,10:55.0,,T. Prince misses 2-pt layup from 5 ft (block by G. Dieng),87,66
362,4,10:52.0,,Offensive rebound by S. Dinwiddie,87,66
363,4,10:51.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,87,66
364,4,10:49.0,Defensive rebound by T. Jones,,87,66
365,4,10:42.0,T. Jones makes 3-pt jump shot from 25 ft,,90,66
366,4,10:31.0,,R. Kurucs misses 2-pt layup from 1 ft,90,66
367,4,10:27.0,Defensive rebound by G. Dieng,,90,66
368,4,10:19.0,J. Jackson misses 3-pt jump shot from 26 ft,,90,66
369,4,10:16.0,,Defensive rebound by R. Kurucs,90,66
370,4,10:07.0,,T. Prince makes 2-pt jump shot from 16 ft,90,68
371,4,9:49.0,G. Dieng makes 2-pt jump shot from 11 ft,,92,68
372,4,9:24.0,,T. Prince misses 3-pt jump shot from 26 ft,92,68
373,4,9:20.0,Defensive rebound by G. Dieng,,92,68
374,4,9:09.0,T. Jones makes 3-pt jump shot from 23 ft,,95,68
375,4,9:09.0,,Brooklyn full timeout,95,68
376,4,9:09.0,,J. Allen enters the game for S. Dinwiddie,95,68
377,4,9:09.0,,T. Luwawu-Cabarrot enters the game for D. Jordan,95,68
378,4,8:52.0,,Turnover by T. Prince (out of bounds lost ball),95,68
379,4,8:36.0,J. Jackson misses 2-pt jump shot from 5 ft,,95,68
380,4,8:34.0,,Defensive rebound by T. Prince,95,68
381,4,8:23.0,,Turnover by R. Kurucs (bad pass; steal by J. Jackson),95,68
