,QUARTER,TIME_REMAINING,UTAH_ACTION,WASHINGTON_ACTION,UTAH_SCORE,WASHINGTON_SCORE
378,4,6:07.0,,B. Beal makes free throw 2 of 2,109,100
379,4,5:44.0,E. Mudiay misses 2-pt jump shot from 14 ft,,109,100
380,4,5:40.0,,Defensive rebound by T. Brown,109,100
381,4,5:33.0,,T. Brown makes 2-pt jump shot from 7 ft,109,102
382,4,5:14.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,109,102
383,4,5:11.0,,Defensive rebound by T. Brown,109,102
384,4,5:02.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by B. Beal),109,104
385,4,5:02.0,Utah full timeout,,109,104
386,4,5:02.0,J. Clarkson enters the game for T. Bradley,,109,104
387,4,5:02.0,R. Gobert enters the game for E. Mudiay,,109,104
388,4,4:43.0,J. Clarkson misses 2-pt jump shot from 13 ft,,109,104
389,4,4:41.0,,Defensive rebound by T. Brown,109,104
390,4,4:29.0,,B. Beal misses 2-pt jump shot from 23 ft,109,104
391,4,4:27.0,Defensive rebound by R. O'Neale,,109,104
392,4,4:19.0,Shooting foul by I. Mahinmi (drawn by R. Gobert),,109,104
393,4,4:19.0,R. Gobert misses free throw 1 of 2,,109,104
394,4,4:19.0,Offensive rebound by Team,,109,104
395,4,4:19.0,,D. Bertāns enters the game for I. Bonga,109,104
396,4,4:19.0,R. Gobert makes free throw 2 of 2,,110,104
397,4,3:59.0,,I. Mahinmi makes 2-pt layup from 3 ft (assist by B. Beal),110,106
398,4,3:48.0,Personal foul by T. Brown (drawn by R. Gobert),,110,106
399,4,3:48.0,R. Gobert makes free throw 1 of 2,,111,106
400,4,3:48.0,,Washington full timeout,111,106
401,4,3:48.0,R. Gobert misses free throw 2 of 2,,111,106
402,4,3:45.0,,Defensive rebound by I. Mahinmi,111,106
403,4,3:32.0,,B. Beal makes 2-pt layup from 2 ft (assist by I. Mahinmi),111,108
404,4,3:13.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Clarkson),,113,108
405,4,2:56.0,,B. Beal misses 3-pt jump shot from 27 ft,113,108
406,4,2:54.0,Defensive rebound by R. Gobert,,113,108
407,4,2:37.0,R. Gobert makes 2-pt dunk from 3 ft (assist by J. Clarkson),,115,108
408,4,2:17.0,,B. Beal makes 2-pt layup from 2 ft (assist by T. Brown),115,110
409,4,2:02.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,118,110
410,4,1:51.0,,D. Bertāns makes 3-pt jump shot from 28 ft (assist by B. Beal),118,113
411,4,1:28.0,B. Bogdanović misses 3-pt jump shot from 30 ft,,118,113
412,4,1:24.0,Offensive rebound by R. Gobert,,118,113
413,4,1:24.0,R. Gobert misses 2-pt layup from 3 ft,,118,113
414,4,1:24.0,Offensive rebound by R. Gobert,,118,113
415,4,1:24.0,R. Gobert makes 2-pt dunk from 2 ft,,120,113
416,4,1:17.0,,Personal foul by R. O'Neale (drawn by B. Beal),120,113
417,4,1:13.0,,B. Beal makes 2-pt dunk from 2 ft (assist by I. Mahinmi),120,115
418,4,0:50.0,B. Bogdanović misses 2-pt jump shot from 14 ft,,120,115
419,4,0:47.0,Offensive rebound by Team,,120,115
420,4,0:47.0,Instant Replay (Request: Ruling Stands),,120,115
421,4,0:47.0,J. Clarkson makes 2-pt layup from 4 ft (assist by J. Ingles),,122,115
422,4,0:42.0,,Personal foul by J. Ingles (drawn by D. Bertāns),122,115
423,4,0:42.0,,D. Bertāns misses free throw 1 of 2,122,115
424,4,0:42.0,,Offensive rebound by Team,122,115
425,4,0:42.0,,D. Bertāns makes free throw 2 of 2,122,116
426,4,0:24.0,R. O'Neale makes 3-pt jump shot from 27 ft (assist by J. Clarkson),,125,116
427,4,0:23.0,,Washington full timeout,125,116
428,4,0:17.0,,B. Beal misses 3-pt jump shot from 26 ft,125,116
429,4,0:12.0,,Offensive rebound by I. Smith,125,116
430,4,0:09.0,Personal take foul by B. Beal (drawn by J. Ingles),,125,116
431,4,0:09.0,,Turnover by I. Smith (bad pass; steal by J. Clarkson),125,116
432,4,0:09.0,J. Ingles makes free throw 1 of 2,,126,116
433,4,0:09.0,J. Ingles makes free throw 2 of 2,,127,116
