,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PORTLAND_ACTION,LA LAKERS_SCORE,PORTLAND_SCORE
26,1,8:42.0,,H. Whiteside makes 2-pt hook shot from 2 ft (assist by C. McCollum),9,8
27,1,8:25.0,J. McGee makes 2-pt dunk from 1 ft (assist by D. Green),,11,8
28,1,8:04.0,,C. Anthony makes 2-pt jump shot from 16 ft (assist by H. Whiteside),11,10
29,1,7:56.0,J. McGee makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),,13,10
30,1,7:42.0,,C. McCollum misses 3-pt jump shot from 23 ft,13,10
31,1,7:41.0,,Offensive rebound by H. Whiteside,13,10
32,1,7:40.0,,H. Whiteside makes 2-pt hook shot from 8 ft,13,12
33,1,7:24.0,Shooting foul by C. McCollum (drawn by A. Davis),,13,12
34,1,7:24.0,A. Davis makes free throw 1 of 2,,14,12
35,1,7:24.0,A. Davis makes free throw 2 of 2,,15,12
36,1,7:04.0,,Turnover by C. McCollum (lost ball; steal by D. Green),15,12
37,1,6:59.0,A. Davis makes 2-pt dunk from 1 ft (assist by D. Green),,17,12
38,1,6:32.0,,C. Anthony makes 2-pt layup from 3 ft (assist by H. Whiteside),17,14
39,1,6:32.0,,Shooting foul by J. McGee (drawn by C. Anthony),17,14
40,1,6:32.0,,C. Anthony makes free throw 1 of 1,17,15
41,1,6:23.0,Turnover by A. Davis (lost ball; steal by R. Hood),,17,15
42,1,6:18.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Hood),17,18
43,1,6:17.0,LA Lakers full timeout,,17,18
44,1,6:04.0,L. James misses 2-pt layup from 3 ft (block by H. Whiteside),,17,18
45,1,6:01.0,,Defensive rebound by R. Hood,17,18
46,1,5:55.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Lillard),17,20
47,1,5:43.0,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),,19,20
48,1,5:20.0,,D. Lillard misses 3-pt jump shot from 25 ft,19,20
49,1,5:18.0,Defensive rebound by D. Green,,19,20
50,1,5:08.0,A. Davis makes 2-pt hook shot from 6 ft,,21,20
51,1,4:50.0,,C. McCollum misses 3-pt jump shot from 25 ft,21,20
52,1,4:48.0,Defensive rebound by J. McGee,,21,20
53,1,4:33.0,A. Davis makes 2-pt layup from 2 ft,,23,20
54,1,4:33.0,Shooting foul by R. Hood (drawn by A. Davis),,23,20
55,1,4:33.0,R. Rondo enters the game for D. Green,,23,20
56,1,4:33.0,,N. Little enters the game for C. Anthony,23,20
57,1,4:33.0,,A. Simons enters the game for C. McCollum,23,20
58,1,4:33.0,A. Davis makes free throw 1 of 1,,24,20
59,1,4:11.0,,A. Simons makes 3-pt jump shot from 25 ft (assist by N. Little),24,23
60,1,3:57.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. James),,27,23
61,1,3:38.0,,H. Whiteside makes 2-pt hook shot from 6 ft (assist by D. Lillard),27,25
62,1,3:28.0,L. James misses 2-pt jump shot from 14 ft,,27,25
63,1,3:27.0,,Defensive rebound by R. Hood,27,25
64,1,3:27.0,,Personal foul by J. McGee (drawn by R. Hood),27,25
65,1,3:27.0,,Portland full timeout,27,25
66,1,3:27.0,T. Daniels enters the game for L. James,,27,25
67,1,3:27.0,K. Kuzma enters the game for J. McGee,,27,25
68,1,3:27.0,,M. Hezonja enters the game for R. Hood,27,25
69,1,3:07.0,,Turnover by H. Whiteside (bad pass; steal by K. Caldwell-Pope),27,25
70,1,3:03.0,Turnover by K. Kuzma (traveling),,27,25
71,1,2:51.0,,M. Hezonja makes 2-pt jump shot from 2 ft (assist by D. Lillard),27,27
72,1,2:36.0,Personal foul by M. Hezonja (drawn by K. Caldwell-Pope),,27,27
73,1,2:36.0,K. Caldwell-Pope makes free throw 1 of 2,,28,27
74,1,2:36.0,,S. Labissière enters the game for H. Whiteside,28,27
75,1,2:36.0,K. Caldwell-Pope makes free throw 2 of 2,,29,27
76,1,2:29.0,,Personal foul by K. Caldwell-Pope (drawn by M. Hezonja),29,27
77,1,2:29.0,A. Caruso enters the game for K. Caldwell-Pope,,29,27
78,1,2:29.0,,K. Bazemore enters the game for N. Little,29,27
79,1,2:19.0,,A. Simons makes 2-pt jump shot from 20 ft,29,29
80,1,2:03.0,K. Kuzma misses 2-pt layup from 2 ft,,29,29
81,1,2:01.0,,Defensive rebound by M. Hezonja,29,29
82,1,1:56.0,,K. Bazemore makes 2-pt layup from 1 ft,29,31
83,1,1:56.0,,Shooting foul by A. Caruso (drawn by K. Bazemore),29,31
84,1,1:56.0,,H. Whiteside enters the game for S. Labissière,29,31
85,1,1:56.0,,K. Bazemore makes free throw 1 of 1,29,32
86,1,1:48.0,Shooting foul by H. Whiteside (drawn by A. Davis),,29,32
87,1,1:48.0,A. Davis makes free throw 1 of 2,,30,32
88,1,1:48.0,A. Davis makes free throw 2 of 2,,31,32
89,1,1:34.0,,D. Lillard misses 2-pt jump shot from 5 ft,31,32
90,1,1:32.0,Defensive rebound by A. Davis,,31,32
91,1,1:22.0,A. Davis misses 2-pt jump shot from 16 ft,,31,32
92,1,1:18.0,,Defensive rebound by D. Lillard,31,32
93,1,1:06.0,,Turnover by D. Lillard (bad pass; steal by A. Davis),31,32
94,1,0:59.0,K. Kuzma makes 3-pt jump shot from 23 ft (assist by T. Daniels),,34,32
95,1,0:49.0,,K. Bazemore misses 2-pt layup from 2 ft (block by A. Davis),34,32
96,1,0:49.0,,Offensive rebound by Team,34,32
97,1,0:49.0,,A. Tolliver enters the game for H. Whiteside,34,32
98,1,0:40.0,,D. Lillard misses 2-pt layup from 2 ft,34,32
99,1,0:37.0,Defensive rebound by A. Davis,,34,32
100,1,0:34.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by R. Rondo),,37,32
101,1,0:30.0,,Shooting foul by T. Daniels (drawn by K. Bazemore),37,32
102,1,0:30.0,,K. Bazemore makes free throw 1 of 2,37,33
103,1,0:30.0,K. Caldwell-Pope enters the game for T. Daniels,,37,33
104,1,0:30.0,,K. Bazemore makes free throw 2 of 2,37,34
105,1,0:18.0,A. Davis makes 2-pt dunk at rim,,39,34
106,1,0:00.0,,K. Bazemore misses 3-pt jump shot from 32 ft,39,34
107,1,0:00.0,,Offensive rebound by Team,39,34
108,2,11:44.0,Turnover by A. Caruso (bad pass; steal by H. Whiteside),,39,34
109,2,11:38.0,,C. Anthony misses 2-pt jump shot from 17 ft,39,34
110,2,11:35.0,Defensive rebound by L. James,,39,34
111,2,11:30.0,Offensive foul by D. Howard (drawn by K. Bazemore),,39,34
112,2,11:30.0,Turnover by D. Howard (offensive foul),,39,34
113,2,11:10.0,,Turnover by C. Anthony (bad pass),39,34
114,2,10:54.0,L. James makes 2-pt jump shot from 18 ft,,41,34
115,2,10:42.0,,A. Simons makes 3-pt jump shot from 23 ft (assist by C. McCollum),41,37
116,2,10:17.0,L. James makes 2-pt jump shot from 5 ft,,43,37
117,2,10:00.0,,H. Whiteside makes 2-pt dunk at rim (assist by C. McCollum),43,39
118,2,9:45.0,R. Rondo makes 3-pt jump shot from 26 ft,,46,39
119,2,9:29.0,,C. McCollum misses 3-pt jump shot from 26 ft,46,39
120,2,9:26.0,Defensive rebound by L. James,,46,39
121,2,9:20.0,R. Rondo makes 3-pt jump shot from 25 ft (assist by L. James),,49,39
122,2,9:10.0,,A. Simons misses 3-pt jump shot from 28 ft (block by R. Rondo),49,39
123,2,9:07.0,,Offensive rebound by C. Anthony,49,39
124,2,9:06.0,,Turnover by C. Anthony (lost ball; steal by R. Rondo),49,39
125,2,9:03.0,Shooting foul by K. Bazemore (drawn by L. James),,49,39
126,2,9:03.0,L. James makes free throw 1 of 2,,50,39
127,2,9:03.0,L. James misses free throw 2 of 2,,50,39
128,2,9:01.0,,Defensive rebound by H. Whiteside,50,39
129,2,8:44.0,,Personal foul by K. Kuzma (drawn by C. Anthony),50,39
130,2,8:37.0,,K. Bazemore misses 2-pt jump shot from 16 ft,50,39
131,2,8:35.0,Defensive rebound by R. Rondo,,50,39
132,2,8:29.0,L. James makes 3-pt jump shot from 26 ft (assist by R. Rondo),,53,39
133,2,8:28.0,,Portland full timeout,53,39
134,2,8:28.0,,D. Lillard enters the game for A. Simons,53,39
135,2,8:15.0,,D. Lillard misses 3-pt jump shot from 25 ft,53,39
136,2,8:12.0,Defensive rebound by R. Rondo,,53,39
137,2,7:59.0,K. Kuzma misses 2-pt jump shot from 4 ft,,53,39
138,2,7:58.0,,Defensive rebound by H. Whiteside,53,39
139,2,7:46.0,,Turnover by K. Bazemore (lost ball; steal by D. Howard),53,39
140,2,7:41.0,A. Caruso makes 2-pt layup from 2 ft,,55,39
141,2,7:28.0,,H. Whiteside misses 2-pt jump shot from 21 ft,55,39
142,2,7:26.0,Defensive rebound by R. Rondo,,55,39
143,2,7:14.0,K. Kuzma makes 3-pt jump shot from 23 ft (assist by L. James),,58,39
144,2,6:55.0,,D. Lillard makes 2-pt jump shot from 17 ft,58,41
145,2,6:49.0,Turnover by L. James (bad pass),,58,41
146,2,6:49.0,,Portland full timeout,58,41
147,2,6:49.0,,Instant Replay (Challenge: Ruling Stands),58,41
148,2,6:49.0,D. Green enters the game for R. Rondo,,58,41
149,2,6:49.0,,A. Tolliver enters the game for H. Whiteside,58,41
150,2,6:28.0,,C. McCollum misses 2-pt jump shot from 19 ft,58,41
151,2,6:26.0,Defensive rebound by D. Howard,,58,41
152,2,6:20.0,Turnover by K. Kuzma (bad pass; steal by C. Anthony),,58,41
153,2,6:12.0,,C. Anthony misses 2-pt jump shot from 18 ft,58,41
154,2,6:10.0,Defensive rebound by K. Kuzma,,58,41
155,2,5:53.0,L. James misses 3-pt jump shot from 25 ft,,58,41
156,2,5:52.0,,Defensive rebound by D. Lillard,58,41
157,2,5:45.0,,Shooting foul by D. Howard (drawn by C. Anthony),58,41
158,2,5:45.0,,C. Anthony makes free throw 1 of 2,58,42
159,2,5:45.0,A. Davis enters the game for L. James,,58,42
160,2,5:45.0,R. Rondo enters the game for K. Kuzma,,58,42
161,2,5:45.0,,C. Anthony makes free throw 2 of 2,58,43
162,2,5:39.0,A. Davis misses 2-pt dunk from 1 ft,,58,43
163,2,5:37.0,,Defensive rebound by A. Tolliver,58,43
164,2,5:27.0,,D. Lillard makes 2-pt layup at rim,58,45
165,2,5:12.0,A. Davis misses 2-pt jump shot from 15 ft,,58,45
166,2,5:08.0,,Defensive rebound by A. Tolliver,58,45
167,2,5:04.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by C. McCollum),58,47
168,2,5:04.0,LA Lakers full timeout,,58,47
169,2,4:54.0,A. Davis makes 2-pt hook shot from 4 ft (assist by R. Rondo),,60,47
170,2,4:36.0,,K. Bazemore misses 3-pt jump shot from 24 ft,60,47
171,2,4:32.0,Defensive rebound by D. Howard,,60,47
172,2,4:22.0,Turnover by R. Rondo (traveling),,60,47
173,2,4:14.0,,Personal foul by D. Green (drawn by K. Bazemore),60,47
174,2,4:06.0,,C. Anthony misses 2-pt jump shot from 20 ft,60,47
175,2,4:03.0,Defensive rebound by A. Davis,,60,47
176,2,4:01.0,Personal foul by C. Anthony (drawn by D. Howard),,60,47
177,2,3:54.0,A. Caruso misses 2-pt jump shot from 12 ft,,60,47
178,2,3:52.0,,Defensive rebound by K. Bazemore,60,47
179,2,3:47.0,,C. McCollum makes 2-pt jump shot from 15 ft,60,49
180,2,3:27.0,A. Davis makes 2-pt hook shot from 4 ft,,62,49
181,2,3:15.0,,C. McCollum makes 2-pt jump shot from 4 ft,62,51
182,2,3:02.0,Turnover by R. Rondo (bad pass; steal by A. Tolliver),,62,51
183,2,2:59.0,,Turnover by A. Tolliver (bad pass; steal by R. Rondo),62,51
184,2,2:57.0,A. Davis makes 3-pt jump shot from 24 ft (assist by R. Rondo),,65,51
185,2,2:57.0,Shooting foul by A. Tolliver (drawn by A. Davis),,65,51
186,2,2:57.0,A. Davis makes free throw 1 of 1,,66,51
187,2,2:40.0,,Shooting foul by A. Davis (drawn by D. Lillard),66,51
188,2,2:40.0,,D. Lillard makes free throw 1 of 2,66,52
189,2,2:40.0,K. Caldwell-Pope enters the game for D. Howard,,66,52
190,2,2:40.0,L. James enters the game for R. Rondo,,66,52
191,2,2:40.0,,D. Lillard makes free throw 2 of 2,66,53
192,2,2:30.0,A. Caruso misses 2-pt layup from 2 ft,,66,53
193,2,2:27.0,,Defensive rebound by C. Anthony,66,53
194,2,2:21.0,,C. McCollum makes 3-pt jump shot from 25 ft,66,56
195,2,2:08.0,A. Caruso makes 3-pt jump shot from 23 ft (assist by K. Caldwell-Pope),,69,56
196,2,1:56.0,,C. McCollum misses 2-pt jump shot from 17 ft,69,56
197,2,1:52.0,Defensive rebound by A. Caruso,,69,56
198,2,1:50.0,Shooting foul by A. Tolliver (drawn by A. Caruso),,69,56
199,2,1:50.0,A. Caruso makes free throw 1 of 2,,70,56
200,2,1:50.0,,S. Labissière enters the game for A. Tolliver,70,56
201,2,1:50.0,A. Caruso makes free throw 2 of 2,,71,56
202,2,1:43.0,,Personal foul by A. Caruso (drawn by D. Lillard),71,56
203,2,1:43.0,,D. Lillard makes free throw 1 of 2,71,57
204,2,1:43.0,R. Rondo enters the game for A. Caruso,,71,57
205,2,1:43.0,,D. Lillard makes free throw 2 of 2,71,58
206,2,1:20.0,L. James misses 2-pt jump shot from 19 ft,,71,58
207,2,1:18.0,,Defensive rebound by C. McCollum,71,58
208,2,1:10.0,,C. Anthony misses 2-pt jump shot from 9 ft,71,58
209,2,1:08.0,Defensive rebound by A. Davis,,71,58
210,2,1:01.0,L. James misses 2-pt layup from 3 ft,,71,58
211,2,0:58.0,,Defensive rebound by C. McCollum,71,58
212,2,0:54.0,,Turnover by D. Lillard (bad pass),71,58
213,2,0:46.0,A. Davis misses 3-pt jump shot from 24 ft,,71,58
214,2,0:43.0,,Defensive rebound by D. Lillard,71,58
215,2,0:30.0,,S. Labissière makes 2-pt jump shot from 18 ft (assist by C. Anthony),71,60
216,2,0:15.0,L. James makes 2-pt layup from 1 ft,,73,60
217,2,0:15.0,Shooting foul by K. Bazemore (drawn by L. James),,73,60
218,2,0:15.0,L. James makes free throw 1 of 1,,74,60
219,2,0:05.0,,Personal foul by D. Green (drawn by D. Lillard),74,60
220,2,0:05.0,,D. Lillard makes free throw 1 of 2,74,61
221,2,0:05.0,,M. Hezonja enters the game for C. Anthony,74,61
222,2,0:05.0,,D. Lillard makes free throw 2 of 2,74,62
223,2,0:02.0,Personal foul by K. Bazemore (drawn by L. James),,74,62
224,2,0:02.0,L. James makes free throw 1 of 2,,75,62
225,2,0:02.0,L. James misses free throw 2 of 2,,75,62
226,2,0:01.0,Offensive rebound by Team,,75,62
227,2,0:01.0,,Loose ball foul by S. Labissière (drawn by A. Davis),75,62
228,2,0:01.0,A. Davis makes free throw 1 of 2,,76,62
229,2,0:01.0,A. Davis makes free throw 2 of 2,,77,62
230,2,0:00.0,,Turnover by K. Bazemore (bad pass; steal by A. Davis),77,62
231,2,0:00.0,A. Davis misses 2-pt jump shot from 18 ft,,77,62
232,2,0:00.0,Offensive rebound by Team,,77,62
233,3,11:45.0,L. James misses 3-pt jump shot from 25 ft,,77,62
234,3,11:41.0,Offensive rebound by J. McGee,,77,62
235,3,11:41.0,J. McGee misses 2-pt layup from 1 ft,,77,62
236,3,11:41.0,,Defensive rebound by H. Whiteside,77,62
237,3,11:29.0,,D. Lillard makes 2-pt layup from 1 ft,77,64
238,3,11:29.0,,Shooting foul by J. McGee (drawn by D. Lillard),77,64
239,3,11:29.0,,D. Lillard makes free throw 1 of 1,77,65
240,3,11:16.0,A. Davis makes 2-pt jump shot from 2 ft,,79,65
241,3,10:59.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Lillard),79,67
242,3,10:39.0,J. McGee makes 2-pt jump shot from 14 ft,,81,67
243,3,10:25.0,,K. Bazemore misses 3-pt jump shot from 23 ft,81,67
244,3,10:23.0,Defensive rebound by L. James,,81,67
245,3,10:12.0,A. Davis misses 3-pt jump shot from 25 ft,,81,67
246,3,10:10.0,,Defensive rebound by D. Lillard,81,67
247,3,10:02.0,,D. Lillard makes 3-pt jump shot from 25 ft,81,70
248,3,9:45.0,D. Green makes 3-pt jump shot from 23 ft (assist by K. Caldwell-Pope),,84,70
249,3,9:33.0,,D. Lillard makes 2-pt jump shot from 21 ft,84,72
250,3,9:08.0,L. James makes 2-pt layup from 2 ft,,86,72
251,3,8:49.0,,C. Anthony makes 2-pt jump shot from 12 ft (assist by C. McCollum),86,74
252,3,8:33.0,Personal foul by K. Bazemore (drawn by J. McGee),,86,74
253,3,8:33.0,,M. Hezonja enters the game for K. Bazemore,86,74
254,3,8:26.0,L. James makes 3-pt jump shot from 26 ft (assist by A. Davis),,89,74
255,3,8:08.0,,C. Anthony misses 2-pt layup from 2 ft (block by L. James),89,74
256,3,8:06.0,Defensive rebound by A. Davis,,89,74
257,3,8:03.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,89,74
258,3,7:58.0,,Defensive rebound by C. McCollum,89,74
259,3,7:44.0,,Shooting foul by L. James (drawn by C. McCollum),89,74
260,3,7:44.0,,C. McCollum makes free throw 1 of 2,89,75
261,3,7:44.0,,C. McCollum makes free throw 2 of 2,89,76
262,3,7:30.0,L. James makes 3-pt jump shot from 28 ft,,92,76
263,3,7:17.0,,Shooting foul by A. Davis (drawn by H. Whiteside),92,76
264,3,7:17.0,,H. Whiteside makes free throw 1 of 2,92,77
265,3,7:17.0,,H. Whiteside misses free throw 2 of 2,92,77
266,3,7:15.0,Defensive rebound by J. McGee,,92,77
267,3,7:06.0,L. James makes 3-pt jump shot from 30 ft (assist by A. Davis),,95,77
268,3,6:49.0,,D. Lillard makes 2-pt jump shot from 7 ft,95,79
269,3,6:41.0,L. James misses 3-pt jump shot from 28 ft,,95,79
270,3,6:41.0,Offensive rebound by Team,,95,79
271,3,6:41.0,,Loose ball foul by M. Hezonja (drawn by A. Davis),95,79
272,3,6:41.0,,Portland full timeout,95,79
273,3,6:32.0,Shooting foul by C. McCollum (drawn by A. Davis),,95,79
274,3,6:32.0,A. Davis misses free throw 1 of 2,,95,79
275,3,6:32.0,Offensive rebound by Team,,95,79
276,3,6:32.0,A. Davis makes free throw 2 of 2,,96,79
277,3,6:18.0,,C. McCollum misses 2-pt jump shot from 9 ft (block by D. Green),96,79
278,3,6:17.0,Defensive rebound by L. James,,96,79
279,3,6:17.0,Technical foul by C. McCollum,,96,79
280,3,6:17.0,A. Davis makes technical free throw,,97,79
281,3,6:01.0,Turnover by L. James (lost ball; steal by C. Anthony),,97,79
282,3,5:59.0,,Turnover by C. Anthony (bad pass),97,79
283,3,5:43.0,Turnover by A. Davis (lost ball; steal by C. Anthony),,97,79
284,3,5:35.0,,M. Hezonja misses 3-pt jump shot from 23 ft,97,79
285,3,5:31.0,Defensive rebound by D. Green,,97,79
286,3,5:08.0,Turnover by A. Davis (bad pass),,97,79
287,3,5:08.0,A. Caruso enters the game for D. Green,,97,79
288,3,5:08.0,K. Kuzma enters the game for J. McGee,,97,79
289,3,4:52.0,,D. Lillard misses 2-pt layup at rim,97,79
290,3,4:52.0,,Offensive rebound by H. Whiteside,97,79
291,3,4:48.0,,H. Whiteside makes 2-pt layup at rim,97,81
292,3,4:41.0,Shooting foul by M. Hezonja (drawn by L. James),,97,81
293,3,4:41.0,L. James makes free throw 1 of 2,,98,81
294,3,4:41.0,L. James makes free throw 2 of 2,,99,81
295,3,4:28.0,,D. Lillard misses 3-pt jump shot from 27 ft,99,81
296,3,4:24.0,Defensive rebound by L. James,,99,81
297,3,4:07.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,99,81
298,3,4:04.0,Offensive rebound by L. James,,99,81
299,3,3:59.0,A. Davis makes 2-pt dunk at rim (assist by K. Caldwell-Pope),,101,81
300,3,3:59.0,,Portland full timeout,101,81
301,3,3:59.0,Q. Cook enters the game for L. James,,101,81
302,3,3:59.0,,K. Bazemore enters the game for C. Anthony,101,81
303,3,3:59.0,,N. Little enters the game for M. Hezonja,101,81
304,3,3:59.0,,A. Simons enters the game for C. McCollum,101,81
305,3,3:41.0,Violation by Team (kicked ball),,101,81
306,3,3:34.0,,A. Simons makes 3-pt jump shot from 25 ft,101,84
307,3,3:08.0,A. Davis makes 2-pt jump shot from 22 ft,,103,84
308,3,2:52.0,,A. Simons misses 2-pt jump shot from 15 ft,103,84
309,3,2:50.0,Defensive rebound by K. Kuzma,,103,84
310,3,2:44.0,K. Kuzma misses 2-pt layup from 4 ft (block by N. Little),,103,84
311,3,2:42.0,,Defensive rebound by K. Bazemore,103,84
312,3,2:33.0,,H. Whiteside misses 2-pt hook shot from 2 ft (block by A. Davis),103,84
313,3,2:31.0,Defensive rebound by A. Davis,,103,84
314,3,2:29.0,Q. Cook misses 3-pt jump shot from 25 ft,,103,84
315,3,2:26.0,,Defensive rebound by H. Whiteside,103,84
316,3,2:17.0,,D. Lillard makes 2-pt layup from 2 ft,103,86
317,3,1:54.0,K. Kuzma misses 3-pt jump shot from 27 ft,,103,86
318,3,1:52.0,,Defensive rebound by D. Lillard,103,86
319,3,1:41.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by A. Simons),103,89
320,3,1:27.0,A. Davis makes 3-pt jump shot from 26 ft (assist by A. Caruso),,106,89
321,3,1:10.0,,D. Lillard misses 3-pt jump shot from 31 ft,106,89
322,3,1:09.0,Defensive rebound by K. Kuzma,,106,89
323,3,1:05.0,Shooting foul by K. Bazemore (drawn by A. Davis),,106,89
324,3,1:05.0,Technical foul by T. Stotts,,106,89
325,3,1:05.0,Technical foul by T. Stotts,,106,89
326,3,1:05.0,,T. Stotts ejected from game,106,89
327,3,1:05.0,LA Lakers full timeout,,106,89
328,3,1:05.0,A. Davis makes technical free throw,,107,89
329,3,1:05.0,A. Davis makes technical free throw,,108,89
330,3,1:05.0,,M. Hezonja enters the game for K. Bazemore,108,89
331,3,1:05.0,,S. Labissière enters the game for H. Whiteside,108,89
332,3,1:05.0,A. Davis makes free throw 1 of 2,,109,89
333,3,1:05.0,A. Davis misses free throw 2 of 2,,109,89
334,3,1:03.0,,Defensive rebound by M. Hezonja,109,89
335,3,0:55.0,,S. Labissière makes 2-pt jump shot from 18 ft (assist by M. Hezonja),109,91
336,3,0:42.0,A. Davis misses 2-pt layup from 2 ft (block by S. Labissière),,109,91
337,3,0:39.0,,Defensive rebound by A. Simons,109,91
338,3,0:32.0,,M. Hezonja misses 2-pt layup from 2 ft (block by A. Davis),109,91
339,3,0:32.0,,Offensive rebound by Team,109,91
340,3,0:32.0,T. Daniels enters the game for K. Caldwell-Pope,,109,91
341,3,0:27.0,,S. Labissière misses 3-pt jump shot from 26 ft,109,91
342,3,0:26.0,Defensive rebound by K. Kuzma,,109,91
343,3,0:09.0,Shooting foul by N. Little (drawn by A. Caruso),,109,91
344,3,0:09.0,A. Caruso misses free throw 1 of 2,,109,91
345,3,0:09.0,Offensive rebound by Team,,109,91
346,3,0:09.0,A. Caruso makes free throw 2 of 2,,110,91
347,3,0:01.0,,S. Labissière makes 2-pt dunk at rim (assist by D. Lillard),110,93
348,3,0:00.0,A. Davis misses 3-pt jump shot from 41 ft,,110,93
349,3,0:00.0,Offensive rebound by Team,,110,93
350,4,11:46.0,,D. Lillard makes 2-pt layup from 1 ft,110,95
351,4,11:27.0,K. Kuzma misses 3-pt jump shot from 25 ft,,110,95
352,4,11:24.0,,Defensive rebound by A. Simons,110,95
353,4,11:20.0,,Personal foul by T. Daniels (drawn by S. Labissière),110,95
354,4,11:07.0,,A. Simons misses 3-pt jump shot from 27 ft,110,95
355,4,11:04.0,Defensive rebound by D. Howard,,110,95
356,4,10:59.0,T. Daniels misses 3-pt jump shot from 22 ft,,110,95
357,4,10:57.0,,Defensive rebound by D. Lillard,110,95
358,4,10:52.0,,Shooting foul by D. Howard (drawn by D. Lillard),110,95
359,4,10:52.0,,D. Lillard makes free throw 1 of 2,110,96
360,4,10:52.0,,C. Anthony enters the game for N. Little,110,96
361,4,10:52.0,,C. McCollum enters the game for A. Simons,110,96
362,4,10:52.0,,D. Lillard misses free throw 2 of 2,110,96
363,4,10:52.0,Defensive rebound by D. Howard,,110,96
364,4,10:28.0,L. James misses 3-pt jump shot from 30 ft,,110,96
365,4,10:28.0,Offensive rebound by Team,,110,96
366,4,10:28.0,Turnover by Team (shot clock),,110,96
367,4,10:09.0,,Turnover by M. Hezonja (out of bounds lost ball),110,96
368,4,9:58.0,L. James misses 2-pt jump shot from 9 ft,,110,96
369,4,9:57.0,Offensive rebound by Team,,110,96
370,4,9:57.0,,Loose ball foul by M. Hezonja (drawn by D. Howard),110,96
371,4,9:48.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by L. James),,113,96
372,4,9:40.0,,Shooting foul by A. Caruso (drawn by C. Anthony),113,96
373,4,9:40.0,,C. Anthony makes free throw 1 of 2,113,97
374,4,9:40.0,,C. Anthony makes free throw 2 of 2,113,98
375,4,9:22.0,L. James makes 2-pt layup from 3 ft,,115,98
376,4,9:12.0,,Personal foul by K. Kuzma (drawn by C. Anthony),115,98
377,4,9:12.0,,H. Whiteside enters the game for S. Labissière,115,98
378,4,9:05.0,,Turnover by D. Lillard (lost ball; steal by T. Daniels),115,98
379,4,9:05.0,Turnover by T. Daniels (step out of bounds),,115,98
380,4,8:59.0,,Personal foul by D. Howard (drawn by D. Lillard),115,98
381,4,8:59.0,,D. Lillard misses free throw 1 of 2,115,98
382,4,8:59.0,,Offensive rebound by Team,115,98
383,4,8:59.0,,D. Lillard makes free throw 2 of 2,115,99
384,4,8:54.0,Personal foul by M. Hezonja (drawn by A. Caruso),,115,99
