,QUARTER,TIME_REMAINING,UTAH_ACTION,MINNESOTA_ACTION,UTAH_SCORE,MINNESOTA_SCORE
68,1,4:22.0,Defensive rebound by E. Mudiay,,15,12
69,1,4:04.0,E. Mudiay misses 2-pt jump shot from 15 ft,,15,12
70,1,4:01.0,,Defensive rebound by K. Towns,15,12
71,1,3:54.0,,J. Teague makes 2-pt jump shot from 6 ft,15,14
72,1,3:37.0,J. Ingles misses 2-pt jump shot from 23 ft,,15,14
73,1,3:33.0,,Defensive rebound by K. Towns,15,14
74,1,3:26.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),15,16
75,1,3:26.0,Utah full timeout,,15,16
76,1,3:26.0,E. Davis enters the game for B. Bogdanović,,15,16
77,1,3:26.0,J. Green enters the game for R. Gobert,,15,16
78,1,3:26.0,D. Mitchell enters the game for J. Ingles,,15,16
79,1,3:26.0,G. Niang enters the game for R. O'Neale,,15,16
80,1,3:26.0,,R. Covington enters the game for J. Bell,15,16
81,1,3:26.0,,G. Dieng enters the game for J. Okogie,15,16
82,1,3:26.0,,A. Wiggins enters the game for K. Towns,15,16
83,1,3:14.0,D. Mitchell makes 2-pt dunk from 1 ft (assist by J. Green),,17,16
84,1,2:51.0,,Personal foul by E. Mudiay (drawn by S. Napier),17,16
85,1,2:40.0,,A. Wiggins misses 2-pt jump shot from 9 ft,17,16
86,1,2:39.0,,Offensive rebound by A. Wiggins,17,16
87,1,2:37.0,,A. Wiggins misses 2-pt layup from 3 ft (block by E. Davis),17,16
88,1,2:37.0,,Offensive rebound by Team,17,16
89,1,2:37.0,,Turnover by Team (shot clock),17,16
90,1,2:14.0,J. Green misses 3-pt jump shot from 26 ft,,17,16
91,1,2:12.0,,Defensive rebound by R. Covington,17,16
92,1,1:59.0,,R. Covington misses 3-pt jump shot from 27 ft,17,16
93,1,1:55.0,Defensive rebound by E. Davis,,17,16
94,1,1:42.0,D. Mitchell makes 2-pt jump shot from 17 ft,,19,16
95,1,1:32.0,,Shooting foul by E. Davis (drawn by J. Teague),19,16
96,1,1:32.0,,J. Teague makes free throw 1 of 2,19,17
97,1,1:32.0,,J. Teague makes free throw 2 of 2,19,18
98,1,1:21.0,E. Davis makes 2-pt layup from 2 ft (assist by D. Mitchell),,21,18
99,1,1:21.0,Shooting foul by G. Dieng (drawn by E. Davis),,21,18
100,1,1:21.0,,T. Graham enters the game for J. Teague,21,18
101,1,1:21.0,E. Davis misses free throw 1 of 1,,21,18
102,1,1:17.0,,Defensive rebound by R. Covington,21,18
103,1,1:07.0,,A. Wiggins makes 2-pt jump shot from 21 ft,21,20
104,1,0:53.0,D. Mitchell makes 2-pt jump shot from 16 ft,,23,20
105,1,0:33.0,,A. Wiggins makes 3-pt jump shot from 26 ft,23,23
106,1,0:16.0,D. Mitchell makes 2-pt jump shot from 4 ft,,25,23
107,1,0:00.0,,A. Wiggins misses 3-pt jump shot from 28 ft,25,23
108,1,0:00.0,,Offensive rebound by Team,25,23
109,2,11:45.0,,A. Wiggins misses 2-pt jump shot from 15 ft,25,23
110,2,11:42.0,Defensive rebound by G. Niang,,25,23
111,2,11:27.0,J. Green misses 3-pt jump shot from 23 ft,,25,23
112,2,11:24.0,,Defensive rebound by J. Teague,25,23
113,2,11:17.0,,Shooting foul by E. Mudiay (drawn by J. Teague),25,23
114,2,11:17.0,,J. Teague makes free throw 1 of 2,25,24
115,2,11:17.0,,J. Teague makes free throw 2 of 2,25,25
116,2,10:56.0,Shooting foul by G. Dieng (drawn by J. Green),,25,25
117,2,10:56.0,J. Green makes free throw 1 of 2,,26,25
118,2,10:56.0,J. Ingles enters the game for E. Mudiay,,26,25
119,2,10:56.0,J. Green makes free throw 2 of 2,,27,25
120,2,10:48.0,,Turnover by A. Wiggins (out of bounds lost ball),27,25
121,2,10:35.0,Turnover by J. Green (out of bounds lost ball),,27,25
122,2,10:28.0,,G. Dieng misses 3-pt jump shot from 26 ft,27,25
123,2,10:24.0,Defensive rebound by D. Mitchell,,27,25
124,2,10:14.0,D. Mitchell misses 2-pt jump shot from 4 ft,,27,25
125,2,10:12.0,,Defensive rebound by R. Covington,27,25
126,2,10:04.0,,R. Covington makes 2-pt layup from 5 ft (assist by J. Teague),27,27
127,2,9:52.0,Personal foul by R. Covington (drawn by J. Ingles),,27,27
128,2,9:42.0,J. Ingles misses 2-pt jump shot from 10 ft,,27,27
129,2,9:41.0,Offensive rebound by J. Ingles,,27,27
130,2,9:38.0,D. Mitchell misses 3-pt jump shot from 25 ft,,27,27
131,2,9:35.0,Offensive rebound by E. Davis,,27,27
132,2,9:34.0,G. Niang makes 3-pt jump shot from 26 ft (assist by E. Davis),,30,27
133,2,9:09.0,,T. Graham misses 3-pt jump shot from 25 ft,30,27
134,2,9:06.0,Defensive rebound by E. Davis,,30,27
135,2,8:51.0,Personal foul by R. Covington (drawn by J. Green),,30,27
136,2,8:51.0,B. Bogdanović enters the game for E. Davis,,30,27
137,2,8:51.0,R. Gobert enters the game for D. Mitchell,,30,27
138,2,8:51.0,,J. Culver enters the game for G. Dieng,30,27
139,2,8:51.0,,K. Towns enters the game for A. Wiggins,30,27
140,2,8:38.0,J. Green makes 3-pt jump shot from 22 ft (assist by J. Ingles),,33,27
141,2,8:28.0,,J. Teague makes 2-pt jump shot from 3 ft,33,29
142,2,8:06.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,33,29
143,2,8:04.0,,Defensive rebound by T. Graham,33,29
144,2,7:54.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by T. Graham),33,32
145,2,7:36.0,Shooting foul by K. Towns (drawn by R. Gobert),,33,32
146,2,7:36.0,R. Gobert makes free throw 1 of 2,,34,32
147,2,7:36.0,E. Mudiay enters the game for J. Green,,34,32
148,2,7:36.0,R. O'Neale enters the game for G. Niang,,34,32
149,2,7:36.0,,J. Bell enters the game for T. Graham,34,32
150,2,7:36.0,R. Gobert makes free throw 2 of 2,,35,32
151,2,7:24.0,,R. Covington misses 3-pt jump shot from 26 ft,35,32
152,2,7:21.0,,Offensive rebound by K. Towns,35,32
153,2,7:20.0,,K. Towns makes 3-pt jump shot from 26 ft,35,35
154,2,7:03.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. O'Neale),,38,35
155,2,6:52.0,,J. Culver makes 2-pt layup from 2 ft,38,37
156,2,6:25.0,E. Mudiay makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,41,37
157,2,6:14.0,,R. Covington misses 3-pt jump shot from 26 ft,41,37
158,2,6:11.0,Defensive rebound by R. Gobert,,41,37
159,2,5:56.0,Turnover by R. Gobert (lost ball; steal by R. Covington),,41,37
160,2,5:55.0,,Personal take foul by R. O'Neale (drawn by R. Covington),41,37
161,2,5:55.0,,Minnesota full timeout,41,37
162,2,5:55.0,D. Mitchell enters the game for J. Ingles,,41,37
163,2,5:40.0,,R. Covington misses 3-pt jump shot from 28 ft,41,37
164,2,5:36.0,Defensive rebound by E. Mudiay,,41,37
165,2,5:24.0,D. Mitchell makes 2-pt jump shot from 9 ft,,43,37
166,2,5:13.0,,J. Teague makes 2-pt layup from 1 ft,43,39
167,2,5:13.0,,Shooting foul by R. O'Neale (drawn by J. Teague),43,39
168,2,5:13.0,,J. Okogie enters the game for R. Covington,43,39
169,2,5:13.0,,J. Teague makes free throw 1 of 1,43,40
170,2,5:06.0,Personal foul by J. Teague (drawn by E. Mudiay),,43,40
171,2,5:06.0,E. Mudiay misses free throw 1 of 2,,43,40
172,2,5:06.0,Offensive rebound by Team,,43,40
173,2,5:06.0,E. Mudiay makes free throw 2 of 2,,44,40
174,2,4:57.0,,K. Towns misses 3-pt jump shot from 26 ft,44,40
175,2,4:54.0,Defensive rebound by R. O'Neale,,44,40
176,2,4:38.0,D. Mitchell makes 3-pt jump shot from 25 ft,,47,40
177,2,4:27.0,,J. Teague makes 3-pt jump shot from 26 ft,47,43
178,2,4:14.0,E. Mudiay misses 2-pt layup from 1 ft,,47,43
179,2,4:08.0,Offensive rebound by R. Gobert,,47,43
180,2,4:08.0,R. Gobert makes 2-pt dunk at rim,,49,43
181,2,4:03.0,,J. Okogie makes 3-pt jump shot from 22 ft (assist by J. Teague),49,46
182,2,3:43.0,D. Mitchell makes 2-pt jump shot from 17 ft,,51,46
183,2,3:25.0,,J. Culver makes 2-pt dunk from 1 ft (assist by J. Teague),51,48
184,2,3:11.0,E. Mudiay makes 2-pt jump shot from 17 ft,,53,48
185,2,2:52.0,,K. Towns misses 3-pt jump shot from 25 ft,53,48
186,2,2:48.0,Defensive rebound by D. Mitchell,,53,48
187,2,2:46.0,D. Mitchell misses 2-pt layup from 2 ft,,53,48
188,2,2:46.0,Offensive rebound by R. Gobert,,53,48
189,2,2:41.0,R. Gobert makes 2-pt layup at rim,,55,48
190,2,2:28.0,,J. Okogie misses 3-pt jump shot from 26 ft,55,48
191,2,2:26.0,Defensive rebound by E. Mudiay,,55,48
192,2,2:24.0,Turnover by E. Mudiay (bad pass),,55,48
193,2,2:24.0,Utah full timeout,,55,48
194,2,2:24.0,J. Ingles enters the game for E. Mudiay,,55,48
195,2,2:24.0,,A. Wiggins enters the game for J. Bell,55,48
196,2,2:09.0,,K. Towns misses 3-pt jump shot from 27 ft,55,48
197,2,2:05.0,Defensive rebound by R. O'Neale,,55,48
198,2,1:51.0,B. Bogdanović misses 2-pt layup from 2 ft (block by J. Okogie),,55,48
199,2,1:48.0,,Defensive rebound by K. Towns,55,48
200,2,1:36.0,,Personal foul by B. Bogdanović (drawn by K. Towns),55,48
201,2,1:21.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by J. Teague),55,51
202,2,1:00.0,D. Mitchell makes 2-pt jump shot from 11 ft,,57,51
203,2,0:53.0,,K. Towns makes 3-pt jump shot from 22 ft (assist by A. Wiggins),57,54
204,2,0:39.0,R. Gobert makes 2-pt layup from 1 ft (assist by D. Mitchell),,59,54
205,2,0:31.0,,J. Teague makes 3-pt jump shot from 26 ft,59,57
206,2,0:08.0,Turnover by D. Mitchell (bad pass),,59,57
207,2,0:01.0,,J. Teague makes 2-pt layup at rim,59,59
208,3,11:43.0,,R. Covington misses 2-pt layup from 1 ft,59,59
209,3,11:40.0,Defensive rebound by R. O'Neale,,59,59
210,3,11:30.0,J. Ingles makes 3-pt jump shot from 24 ft,,62,59
211,3,11:17.0,,A. Wiggins misses 2-pt layup from 2 ft (block by R. Gobert),62,59
212,3,11:14.0,Defensive rebound by R. O'Neale,,62,59
213,3,11:04.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Ingles),,65,59
214,3,10:49.0,,A. Wiggins misses 2-pt layup from 1 ft (block by R. Gobert),65,59
215,3,10:49.0,Defensive rebound by B. Bogdanović,,65,59
216,3,10:45.0,Turnover by B. Bogdanović (bad pass),,65,59
217,3,10:32.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by J. Culver),65,61
218,3,10:07.0,Turnover by J. Ingles (bad pass; steal by A. Wiggins),,65,61
219,3,9:59.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by A. Wiggins),65,64
220,3,9:45.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by D. Mitchell),,67,64
221,3,9:35.0,,K. Towns misses 2-pt jump shot from 19 ft,67,64
222,3,9:33.0,Defensive rebound by B. Bogdanović,,67,64
223,3,9:18.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,67,64
224,3,9:15.0,,Defensive rebound by J. Okogie,67,64
225,3,9:05.0,,K. Towns makes 2-pt layup from 1 ft,67,66
226,3,9:05.0,,Shooting foul by R. O'Neale (drawn by K. Towns),67,66
227,3,9:05.0,,K. Towns makes free throw 1 of 1,67,67
228,3,8:52.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,70,67
229,3,8:39.0,,J. Culver misses 2-pt layup from 2 ft,70,67
230,3,8:37.0,Defensive rebound by R. Gobert,,70,67
231,3,8:27.0,R. O'Neale makes 3-pt jump shot from 23 ft (assist by R. Gobert),,73,67
232,3,8:26.0,,Minnesota full timeout,73,67
233,3,8:16.0,,Turnover by R. Covington (bad pass),73,67
234,3,7:59.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),,75,67
235,3,7:59.0,Shooting foul by K. Towns (drawn by R. Gobert),,75,67
236,3,7:59.0,,J. Teague enters the game for J. Culver,75,67
237,3,7:59.0,R. Gobert misses free throw 1 of 1,,75,67
238,3,7:57.0,,Defensive rebound by K. Towns,75,67
239,3,7:39.0,,J. Okogie misses 2-pt jump shot from 9 ft,75,67
240,3,7:37.0,,Offensive rebound by K. Towns,75,67
241,3,7:36.0,,K. Towns makes 2-pt layup from 1 ft,75,69
242,3,7:17.0,J. Ingles makes 2-pt jump shot from 10 ft (assist by R. Gobert),,77,69
243,3,7:03.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Teague),77,72
244,3,6:35.0,J. Ingles misses 3-pt jump shot from 26 ft,,77,72
245,3,6:34.0,,Defensive rebound by Team,77,72
246,3,6:34.0,Loose ball foul by R. Gobert (drawn by K. Towns),,77,72
247,3,6:24.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Towns),77,75
248,3,6:04.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,77,75
249,3,6:01.0,,Defensive rebound by R. Covington,77,75
250,3,5:53.0,,Turnover by K. Towns (lost ball; steal by J. Ingles),77,75
251,3,5:48.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by J. Ingles),,80,75
252,3,5:29.0,,Personal foul by R. Gobert (drawn by K. Towns),80,75
253,3,5:29.0,E. Mudiay enters the game for D. Mitchell,,80,75
254,3,5:21.0,,J. Teague misses 2-pt layup from 2 ft (block by E. Mudiay),80,75
255,3,5:19.0,Defensive rebound by J. Ingles,,80,75
256,3,5:17.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,80,75
257,3,5:13.0,Offensive rebound by E. Mudiay,,80,75
258,3,5:08.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. O'Neale),,82,75
259,3,4:56.0,,K. Towns misses 3-pt jump shot from 25 ft,82,75
260,3,4:54.0,Defensive rebound by B. Bogdanović,,82,75
261,3,4:39.0,Turnover by R. Gobert (out of bounds lost ball),,82,75
262,3,4:39.0,,S. Napier enters the game for A. Wiggins,82,75
263,3,4:32.0,,J. Teague misses 2-pt jump shot from 6 ft,82,75
264,3,4:30.0,,Offensive rebound by J. Teague,82,75
265,3,4:27.0,,R. Covington misses 3-pt jump shot from 26 ft,82,75
266,3,4:24.0,Defensive rebound by R. Gobert,,82,75
267,3,4:16.0,J. Ingles makes 3-pt jump shot from 26 ft,,85,75
268,3,4:14.0,,Minnesota full timeout,85,75
269,3,4:14.0,J. Green enters the game for R. O'Neale,,85,75
270,3,4:14.0,,T. Graham enters the game for J. Okogie,85,75
271,3,3:55.0,,K. Towns misses 2-pt jump shot from 16 ft,85,75
272,3,3:53.0,Defensive rebound by R. Gobert,,85,75
273,3,3:36.0,B. Bogdanović makes 2-pt dunk from 1 ft (assist by E. Mudiay),,87,75
274,3,3:29.0,,Offensive foul by R. Covington (drawn by E. Mudiay),87,75
275,3,3:29.0,,Turnover by R. Covington (offensive foul),87,75
276,3,3:29.0,,G. Dieng enters the game for R. Covington,87,75
277,3,3:29.0,,A. Wiggins enters the game for K. Towns,87,75
278,3,3:15.0,B. Bogdanović misses 2-pt jump shot from 7 ft,,87,75
279,3,3:14.0,Offensive rebound by R. Gobert,,87,75
280,3,3:14.0,Shooting foul by T. Graham (drawn by R. Gobert),,87,75
281,3,3:14.0,R. Gobert misses free throw 1 of 2,,87,75
282,3,3:14.0,Offensive rebound by Team,,87,75
283,3,3:14.0,R. Gobert misses free throw 2 of 2,,87,75
284,3,3:10.0,,Defensive rebound by A. Wiggins,87,75
285,3,2:56.0,,A. Wiggins makes 2-pt jump shot from 5 ft (assist by G. Dieng),87,77
286,3,2:36.0,B. Bogdanović misses 2-pt jump shot from 10 ft (block by J. Teague),,87,77
287,3,2:35.0,,Defensive rebound by G. Dieng,87,77
288,3,2:35.0,,Technical foul by Q. Snyder,87,77
289,3,2:35.0,,J. Teague makes technical free throw,87,78
290,3,2:35.0,E. Davis enters the game for B. Bogdanović,,87,78
291,3,2:35.0,D. Mitchell enters the game for R. Gobert,,87,78
292,3,2:35.0,G. Niang enters the game for J. Ingles,,87,78
293,3,2:24.0,,A. Wiggins misses 2-pt jump shot from 9 ft,87,78
294,3,2:21.0,,Offensive rebound by A. Wiggins,87,78
295,3,2:14.0,,T. Graham misses 2-pt jump shot from 7 ft,87,78
296,3,2:14.0,Defensive rebound by Team,,87,78
297,3,2:14.0,,Loose ball foul by G. Dieng (drawn by E. Davis),87,78
298,3,1:58.0,J. Green makes 3-pt jump shot from 23 ft (assist by E. Mudiay),,90,78
299,3,1:48.0,,J. Teague makes 2-pt jump shot from 6 ft,90,80
300,3,1:43.0,Shooting foul by S. Napier (drawn by E. Mudiay),,90,80
301,3,1:43.0,E. Mudiay makes free throw 1 of 2,,91,80
302,3,1:43.0,E. Mudiay makes free throw 2 of 2,,92,80
303,3,1:23.0,,A. Wiggins misses 2-pt layup from 2 ft,92,80
304,3,1:20.0,,Offensive rebound by G. Dieng,92,80
305,3,1:20.0,,G. Dieng misses 2-pt layup at rim,92,80
306,3,1:19.0,Defensive rebound by J. Green,,92,80
307,3,1:11.0,D. Mitchell makes 2-pt layup from 1 ft,,94,80
308,3,0:57.0,,A. Wiggins makes 2-pt layup from 1 ft,94,82
309,3,0:57.0,,Shooting foul by E. Davis (drawn by A. Wiggins),94,82
310,3,0:57.0,,A. Wiggins makes free throw 1 of 1,94,83
311,3,0:36.0,D. Mitchell misses 3-pt jump shot from 27 ft,,94,83
312,3,0:32.0,,Defensive rebound by A. Wiggins,94,83
313,3,0:14.0,,Turnover by G. Dieng (traveling),94,83
314,3,0:01.0,G. Niang makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,97,83
315,4,11:50.0,D. Mitchell makes 2-pt jump shot from 12 ft,,99,83
316,4,11:36.0,,Personal foul by E. Mudiay (drawn by S. Napier),99,83
317,4,11:30.0,,Personal foul by E. Mudiay (drawn by S. Napier),99,83
318,4,11:30.0,J. Ingles enters the game for E. Mudiay,,99,83
319,4,11:16.0,,S. Napier misses 3-pt jump shot from 25 ft,99,83
320,4,11:13.0,,Offensive rebound by J. Culver,99,83
321,4,11:12.0,,J. Culver misses 2-pt layup from 6 ft (block by G. Niang),99,83
322,4,11:12.0,Defensive rebound by G. Niang,,99,83
323,4,11:12.0,Personal foul by R. Covington (drawn by G. Niang),,99,83
324,4,10:59.0,D. Mitchell misses 2-pt jump shot from 19 ft,,99,83
325,4,10:56.0,,Defensive rebound by J. Culver,99,83
326,4,10:39.0,,Shooting foul by E. Davis (drawn by R. Covington),99,83
327,4,10:39.0,,R. Covington misses free throw 1 of 2,99,83
328,4,10:39.0,,Offensive rebound by Team,99,83
329,4,10:39.0,,K. Towns enters the game for G. Dieng,99,83
330,4,10:39.0,,R. Covington makes free throw 2 of 2,99,84
331,4,10:25.0,J. Green makes 2-pt layup from 4 ft (assist by D. Mitchell),,101,84
332,4,10:14.0,,Turnover by A. Wiggins (bad pass),101,84
333,4,10:14.0,,J. Bell enters the game for S. Napier,101,84
334,4,10:03.0,J. Green misses 3-pt jump shot from 25 ft,,101,84
335,4,10:00.0,,Defensive rebound by K. Towns,101,84
336,4,9:54.0,,R. Covington misses 3-pt jump shot from 25 ft,101,84
337,4,9:49.0,,Offensive rebound by J. Bell,101,84
338,4,9:44.0,,J. Culver misses 3-pt jump shot from 25 ft,101,84
339,4,9:40.0,,Offensive rebound by J. Culver,101,84
340,4,9:37.0,,Shooting foul by J. Green (drawn by J. Culver),101,84
341,4,9:37.0,,J. Culver misses free throw 1 of 2,101,84
342,4,9:37.0,,Offensive rebound by Team,101,84
343,4,9:37.0,R. Gobert enters the game for E. Davis,,101,84
344,4,9:37.0,,J. Culver misses free throw 2 of 2,101,84
345,4,9:35.0,Defensive rebound by R. Gobert,,101,84
346,4,9:22.0,G. Niang makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,104,84
347,4,9:21.0,,Minnesota full timeout,104,84
348,4,9:21.0,,J. Okogie enters the game for R. Covington,104,84
349,4,9:21.0,,J. Teague enters the game for J. Culver,104,84
350,4,9:03.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),104,86
351,4,8:41.0,D. Mitchell misses 2-pt jump shot from 9 ft,,104,86
352,4,8:37.0,Offensive rebound by R. Gobert,,104,86
353,4,8:37.0,R. Gobert makes 2-pt dunk from 1 ft,,106,86
354,4,8:26.0,,J. Teague makes 3-pt jump shot from 23 ft (assist by A. Wiggins),106,89
355,4,8:09.0,R. Gobert misses 2-pt dunk from 2 ft,,106,89
356,4,8:06.0,,Defensive rebound by A. Wiggins,106,89
357,4,8:03.0,,J. Okogie misses 2-pt layup from 7 ft (block by D. Mitchell),106,89
358,4,7:59.0,Defensive rebound by J. Ingles,,106,89
359,4,7:55.0,Personal foul by A. Wiggins (drawn by R. Gobert),,106,89
360,4,7:55.0,B. Bogdanović enters the game for D. Mitchell,,106,89
361,4,7:55.0,E. Mudiay enters the game for G. Niang,,106,89
362,4,7:43.0,E. Mudiay makes 3-pt jump shot from 26 ft,,109,89
363,4,7:29.0,,Personal foul by J. Ingles (drawn by K. Towns),109,89
364,4,7:29.0,,K. Towns makes free throw 1 of 2,109,90
365,4,7:29.0,,K. Towns makes free throw 2 of 2,109,91
366,4,7:16.0,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),,111,91
367,4,6:57.0,,Personal foul by B. Bogdanović (drawn by J. Bell),111,91
368,4,6:57.0,,J. Bell makes free throw 1 of 2,111,92
369,4,6:57.0,R. O'Neale enters the game for J. Green,,111,92
370,4,6:57.0,,J. Bell makes free throw 2 of 2,111,93
371,4,6:32.0,E. Mudiay misses 3-pt jump shot from 23 ft,,111,93
372,4,6:30.0,Offensive rebound by R. Gobert,,111,93
373,4,6:29.0,R. Gobert misses 2-pt layup from 1 ft (block by J. Bell),,111,93
374,4,6:29.0,Offensive rebound by R. Gobert,,111,93
375,4,6:29.0,Shooting foul by K. Towns (drawn by R. Gobert),,111,93
376,4,6:29.0,R. Gobert makes free throw 1 of 2,,112,93
377,4,6:29.0,R. Gobert makes free throw 2 of 2,,113,93
378,4,6:29.0,D. Mitchell enters the game for J. Ingles,,113,93
379,4,6:13.0,,J. Teague misses 2-pt layup from 4 ft,113,93
380,4,6:10.0,,Offensive rebound by J. Bell,113,93
381,4,6:10.0,,J. Bell makes 2-pt layup at rim,113,95
382,4,6:05.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,113,95
383,4,6:03.0,,Defensive rebound by J. Okogie,113,95
