,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MINNESOTA_ACTION,OKLAHOMA CITY_SCORE,MINNESOTA_SCORE
0,1,11:40.0,,K. Towns misses 3-pt jump shot from 25 ft (block by S. Adams),0,0
1,1,11:40.0,,Offensive rebound by Team,0,0
2,1,11:33.0,,Turnover by A. Wiggins (lost ball; steal by S. Gilgeous-Alexander),0,0
3,1,11:14.0,S. Gilgeous-Alexander makes 2-pt jump shot from 7 ft (assist by C. Paul),,2,0
4,1,10:53.0,,K. Towns makes 2-pt layup from 2 ft (assist by S. Napier),2,2
5,1,10:33.0,L. Dort misses 3-pt jump shot from 25 ft,,2,2
6,1,10:30.0,,Defensive rebound by R. Covington,2,2
7,1,10:24.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by S. Napier),2,5
8,1,10:11.0,Personal foul by J. Culver (drawn by S. Gilgeous-Alexander),,2,5
9,1,10:03.0,S. Gilgeous-Alexander misses 2-pt jump shot from 10 ft,,2,5
10,1,9:59.0,,Defensive rebound by K. Towns,2,5
11,1,9:53.0,,Shooting foul by S. Adams (drawn by K. Towns),2,5
12,1,9:53.0,,K. Towns makes free throw 1 of 2,2,6
13,1,9:53.0,,K. Towns makes free throw 2 of 2,2,7
14,1,9:51.0,Personal foul by S. Napier (drawn by C. Paul),,2,7
15,1,9:45.0,D. Bazley misses 3-pt jump shot from 25 ft,,2,7
16,1,9:41.0,,Defensive rebound by A. Wiggins,2,7
17,1,9:32.0,,Turnover by K. Towns (bad pass),2,7
18,1,9:26.0,C. Paul misses 2-pt jump shot from 15 ft,,2,7
19,1,9:23.0,,Defensive rebound by J. Culver,2,7
20,1,9:09.0,,K. Towns makes 2-pt layup from 1 ft (assist by S. Napier),2,9
21,1,9:01.0,Shooting foul by J. Culver (drawn by S. Gilgeous-Alexander),,2,9
22,1,9:01.0,S. Gilgeous-Alexander makes free throw 1 of 2,,3,9
23,1,9:01.0,,J. Okogie enters the game for J. Culver,3,9
24,1,9:01.0,S. Gilgeous-Alexander makes free throw 2 of 2,,4,9
25,1,8:44.0,,J. Okogie misses 2-pt layup from 1 ft,4,9
26,1,8:42.0,Defensive rebound by S. Gilgeous-Alexander,,4,9
27,1,8:36.0,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,,4,9
28,1,8:36.0,,Defensive rebound by Team,4,9
29,1,8:22.0,,A. Wiggins misses 3-pt jump shot from 24 ft,4,9
30,1,8:20.0,Defensive rebound by S. Gilgeous-Alexander,,4,9
31,1,8:14.0,D. Bazley makes 2-pt hook shot from 1 ft,,6,9
32,1,7:59.0,,K. Towns misses 2-pt layup from 3 ft (block by S. Adams),6,9
33,1,7:59.0,,Offensive rebound by Team,6,9
34,1,7:59.0,M. Muscala enters the game for S. Adams,,6,9
35,1,7:57.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by S. Napier),6,12
36,1,7:46.0,M. Muscala makes 3-pt jump shot from 26 ft (assist by C. Paul),,9,12
37,1,7:29.0,,Shooting foul by S. Gilgeous-Alexander (drawn by J. Okogie),9,12
38,1,7:29.0,,J. Okogie misses free throw 1 of 2,9,12
39,1,7:29.0,,Offensive rebound by Team,9,12
40,1,7:29.0,,J. Okogie makes free throw 2 of 2,9,13
41,1,7:17.0,L. Dort misses 3-pt jump shot from 23 ft,,9,13
42,1,7:14.0,,Defensive rebound by R. Covington,9,13
43,1,6:58.0,,K. Towns makes 2-pt hook shot from 5 ft,9,15
44,1,6:49.0,C. Paul misses 2-pt jump shot from 16 ft,,9,15
45,1,6:47.0,,Defensive rebound by S. Napier,9,15
46,1,6:32.0,,Turnover by K. Towns (lost ball; steal by L. Dort),9,15
47,1,6:14.0,Turnover by S. Gilgeous-Alexander (lost ball; steal by R. Covington),,9,15
48,1,6:09.0,,R. Covington misses 3-pt jump shot from 26 ft (block by S. Gilgeous-Alexander),9,15
49,1,6:05.0,Defensive rebound by D. Bazley,,9,15
50,1,6:02.0,C. Paul makes 2-pt jump shot from 6 ft,,11,15
51,1,5:53.0,,Minnesota full timeout,11,15
52,1,5:53.0,D. Schröder enters the game for C. Paul,,11,15
53,1,5:53.0,,A. Crabbe enters the game for A. Wiggins,11,15
54,1,5:41.0,,K. Towns makes 2-pt jump shot from 5 ft,11,17
55,1,5:23.0,M. Muscala misses 3-pt jump shot from 27 ft,,11,17
56,1,5:18.0,,Defensive rebound by A. Crabbe,11,17
57,1,5:16.0,,Turnover by S. Napier (bad pass),11,17
58,1,5:06.0,M. Muscala makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),,14,17
59,1,4:54.0,,A. Crabbe misses 3-pt jump shot from 24 ft,14,17
60,1,4:52.0,Defensive rebound by L. Dort,,14,17
61,1,4:46.0,Offensive foul by S. Gilgeous-Alexander (drawn by J. Okogie),,14,17
62,1,4:46.0,Turnover by S. Gilgeous-Alexander (offensive foul),,14,17
63,1,4:46.0,H. Diallo enters the game for L. Dort,,14,17
64,1,4:33.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by S. Napier),14,20
65,1,4:13.0,D. Bazley makes 2-pt dunk from 1 ft,,16,20
66,1,3:55.0,,R. Covington misses 3-pt jump shot from 25 ft,16,20
67,1,3:50.0,Defensive rebound by H. Diallo,,16,20
68,1,3:47.0,Shooting foul by R. Covington (drawn by D. Schröder),,16,20
69,1,3:47.0,D. Schröder makes free throw 1 of 2,,17,20
70,1,3:47.0,L. Dort enters the game for S. Gilgeous-Alexander,,17,20
71,1,3:47.0,,G. Dieng enters the game for R. Covington,17,20
72,1,3:47.0,,J. McLaughlin enters the game for S. Napier,17,20
73,1,3:47.0,,A. Wiggins enters the game for K. Towns,17,20
74,1,3:47.0,D. Schröder makes free throw 2 of 2,,18,20
75,1,3:32.0,,J. Okogie makes 2-pt dunk from 3 ft (assist by J. McLaughlin),18,22
76,1,3:07.0,D. Schröder misses 2-pt jump shot from 8 ft,,18,22
77,1,3:04.0,,Defensive rebound by G. Dieng,18,22
78,1,2:55.0,,G. Dieng misses 3-pt jump shot from 24 ft,18,22
79,1,2:52.0,Defensive rebound by D. Bazley,,18,22
80,1,2:50.0,Oklahoma City full timeout,,18,22
81,1,2:43.0,M. Muscala misses 3-pt jump shot from 26 ft,,18,22
82,1,2:38.0,Offensive rebound by H. Diallo,,18,22
83,1,2:38.0,Turnover by H. Diallo (bad pass; steal by A. Wiggins),,18,22
84,1,2:25.0,,A. Wiggins misses 2-pt jump shot from 20 ft,18,22
85,1,2:23.0,Defensive rebound by H. Diallo,,18,22
86,1,2:14.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by M. Muscala),,21,22
87,1,1:54.0,,Turnover by A. Crabbe (lost ball; steal by D. Schröder),21,22
88,1,1:50.0,Shooting foul by J. Okogie (drawn by D. Bazley),,21,22
89,1,1:50.0,D. Bazley makes free throw 1 of 2,,22,22
90,1,1:50.0,S. Adams enters the game for L. Dort,,22,22
91,1,1:50.0,C. Paul enters the game for M. Muscala,,22,22
92,1,1:50.0,,K. Bates-Diop enters the game for A. Crabbe,22,22
93,1,1:50.0,D. Bazley makes free throw 2 of 2,,23,22
94,1,1:42.0,,J. Okogie misses 3-pt jump shot from 26 ft,23,22
95,1,1:39.0,Defensive rebound by S. Adams,,23,22
96,1,1:32.0,D. Schröder misses 2-pt jump shot from 13 ft,,23,22
97,1,1:29.0,,Defensive rebound by J. Okogie,23,22
98,1,1:19.0,,G. Dieng misses 3-pt jump shot from 25 ft,23,22
99,1,1:15.0,Defensive rebound by H. Diallo,,23,22
100,1,1:03.0,S. Adams misses 2-pt jump shot from 7 ft,,23,22
101,1,1:00.0,Offensive rebound by H. Diallo,,23,22
102,1,0:57.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by C. Paul),,26,22
103,1,0:33.0,,J. Okogie misses 3-pt jump shot from 26 ft,26,22
104,1,0:24.0,,Offensive rebound by J. Okogie,26,22
105,1,0:21.0,,Personal foul by D. Bazley (drawn by J. McLaughlin),26,22
106,1,0:21.0,D. Burton enters the game for D. Bazley,,26,22
107,1,0:21.0,,K. Towns enters the game for G. Dieng,26,22
108,1,0:10.0,,A. Wiggins misses 2-pt jump shot from 9 ft,26,22
109,1,0:08.0,Defensive rebound by D. Burton,,26,22
110,1,0:04.0,Shooting foul by A. Wiggins (drawn by D. Schröder),,26,22
111,1,0:04.0,D. Schröder makes free throw 1 of 2,,27,22
112,1,0:04.0,D. Schröder makes free throw 2 of 2,,28,22
113,1,0:00.0,,A. Wiggins misses 3-pt jump shot from 28 ft,28,22
114,1,0:00.0,,Offensive rebound by Team,28,22
