,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHOENIX_ACTION,SACRAMENTO_SCORE,PHOENIX_SCORE
45,1,5:28.0,,Defensive rebound by D. Ayton,18,17
46,1,5:21.0,,D. Ayton makes 2-pt dunk at rim (assist by D. Booker),18,19
47,1,5:00.0,D. Fox misses 3-pt jump shot from 26 ft,,18,19
48,1,5:00.0,,Defensive rebound by D. Šarić,18,19
49,1,4:45.0,,E. Okobo misses 3-pt jump shot from 25 ft,18,19
50,1,4:42.0,Defensive rebound by H. Barnes,,18,19
51,1,4:35.0,D. Fox misses 3-pt jump shot from 23 ft,,18,19
52,1,4:33.0,,Defensive rebound by D. Ayton,18,19
53,1,4:29.0,Violation by Team (kicked ball),,18,19
54,1,4:29.0,D. Dedmon enters the game for H. Giles,,18,19
55,1,4:23.0,,Turnover by D. Šarić (bad pass; steal by N. Bjelica),18,19
56,1,4:19.0,B. Hield misses 3-pt jump shot from 25 ft,,18,19
57,1,4:16.0,Offensive rebound by N. Bjelica,,18,19
58,1,4:15.0,Turnover by N. Bjelica (step out of bounds),,18,19
59,1,3:57.0,,C. Johnson misses 2-pt jump shot from 11 ft,18,19
60,1,3:55.0,Defensive rebound by N. Bjelica,,18,19
61,1,3:41.0,D. Dedmon misses 3-pt jump shot from 25 ft,,18,19
62,1,3:37.0,,Defensive rebound by C. Johnson,18,19
63,1,3:19.0,,D. Šarić misses 3-pt jump shot from 24 ft,18,19
64,1,3:17.0,,Offensive rebound by E. Okobo,18,19
65,1,3:16.0,,D. Šarić makes 3-pt jump shot from 23 ft (assist by E. Okobo),18,22
66,1,3:14.0,Sacramento full timeout,,18,22
67,1,3:14.0,T. Ariza enters the game for N. Bjelica,,18,22
68,1,3:14.0,C. Joseph enters the game for D. Fox,,18,22
69,1,3:14.0,,A. Baynes enters the game for D. Ayton,18,22
70,1,2:55.0,T. Ariza misses 3-pt jump shot from 24 ft,,18,22
71,1,2:51.0,Offensive rebound by D. Dedmon,,18,22
72,1,2:51.0,D. Dedmon makes 2-pt layup from 1 ft,,20,22
73,1,2:37.0,,Turnover by A. Baynes (bad pass; steal by T. Ariza),20,22
74,1,2:34.0,Turnover by B. Hield (out of bounds lost ball),,20,22
75,1,2:34.0,,M. Bridges enters the game for D. Šarić,20,22
76,1,2:14.0,,E. Okobo makes 3-pt jump shot from 23 ft (assist by D. Booker),20,25
77,1,1:52.0,B. Hield makes 3-pt jump shot from 26 ft (assist by H. Barnes),,23,25
78,1,1:31.0,,M. Bridges misses 3-pt jump shot from 25 ft,23,25
79,1,1:31.0,Defensive rebound by Team,,23,25
80,1,1:31.0,,T. Johnson enters the game for D. Booker,23,25
81,1,1:31.0,,K. Oubre enters the game for C. Johnson,23,25
82,1,1:17.0,Offensive foul by D. Dedmon (drawn by A. Baynes),,23,25
83,1,1:17.0,Turnover by D. Dedmon (offensive foul),,23,25
84,1,1:17.0,,R. Rubio enters the game for E. Okobo,23,25
85,1,1:05.0,,Offensive foul by A. Baynes (drawn by D. Dedmon),23,25
86,1,1:05.0,,Turnover by A. Baynes (offensive foul),23,25
87,1,0:54.0,T. Ariza misses 3-pt jump shot from 25 ft,,23,25
88,1,0:52.0,,Defensive rebound by A. Baynes,23,25
89,1,0:37.0,,K. Oubre makes 2-pt jump shot from 4 ft,23,27
90,1,0:37.0,,Shooting foul by H. Barnes (drawn by K. Oubre),23,27
91,1,0:37.0,N. Bjelica enters the game for H. Barnes,,23,27
92,1,0:37.0,D. Fox enters the game for C. Joseph,,23,27
93,1,0:37.0,,K. Oubre misses free throw 1 of 1,23,27
94,1,0:35.0,Defensive rebound by D. Dedmon,,23,27
95,1,0:26.0,Turnover by T. Ariza (off goaltending),,23,27
96,1,0:26.0,C. Joseph enters the game for N. Bjelica,,23,27
97,1,0:26.0,,D. Booker enters the game for A. Baynes,23,27
98,1,0:04.0,,T. Johnson makes 2-pt jump shot from 20 ft (assist by R. Rubio),23,29
99,1,0:02.0,Personal take foul by M. Bridges (drawn by D. Fox),,23,29
100,1,0:02.0,,D. Ayton enters the game for D. Booker,23,29
101,1,0:00.0,B. Hield makes 3-pt jump shot from 27 ft (assist by C. Joseph),,26,29
102,2,11:48.0,,R. Rubio misses 2-pt layup from 1 ft,26,29
103,2,11:46.0,Defensive rebound by D. Dedmon,,26,29
104,2,11:33.0,D. Fox makes 2-pt jump shot from 18 ft,,28,29
105,2,11:15.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by R. Rubio),28,32
106,2,10:53.0,Shooting foul by R. Rubio (drawn by D. Fox),,28,32
107,2,10:53.0,D. Fox makes free throw 1 of 2,,29,32
108,2,10:53.0,D. Fox makes free throw 2 of 2,,30,32
109,2,10:45.0,,Offensive foul by M. Bridges (drawn by D. Dedmon),30,32
110,2,10:45.0,,Turnover by M. Bridges (offensive foul),30,32
111,2,10:45.0,,D. Šarić enters the game for M. Bridges,30,32
112,2,10:36.0,D. Fox misses 2-pt layup from 1 ft,,30,32
113,2,10:34.0,,Defensive rebound by R. Rubio,30,32
114,2,10:26.0,,Personal foul by C. Joseph (drawn by D. Šarić),30,32
115,2,10:25.0,,Personal foul by C. Joseph (drawn by R. Rubio),30,32
116,2,10:19.0,,D. Šarić misses 3-pt jump shot from 26 ft,30,32
117,2,10:15.0,Defensive rebound by T. Ariza,,30,32
118,2,9:59.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by D. Fox),,33,32
119,2,9:41.0,,K. Oubre misses 2-pt jump shot from 12 ft,33,32
120,2,9:36.0,Defensive rebound by T. Ariza,,33,32
121,2,9:25.0,Personal foul by T. Johnson (drawn by T. Ariza),,33,32
122,2,9:19.0,D. Dedmon makes 3-pt jump shot from 25 ft (assist by D. Fox),,36,32
123,2,8:55.0,,D. Šarić makes 2-pt jump shot from 5 ft (assist by T. Johnson),36,34
124,2,8:41.0,Offensive foul by D. Dedmon (drawn by T. Johnson),,36,34
125,2,8:41.0,Turnover by D. Dedmon (offensive foul),,36,34
126,2,8:31.0,,K. Oubre makes 2-pt dunk from 1 ft (assist by R. Rubio),36,36
127,2,8:18.0,D. Fox makes 2-pt jump shot from 19 ft,,38,36
128,2,8:04.0,,T. Johnson misses 3-pt jump shot from 27 ft,38,36
129,2,8:01.0,Defensive rebound by C. Joseph,,38,36
130,2,7:57.0,D. Fox makes 2-pt layup from 1 ft (assist by C. Joseph),,40,36
131,2,7:35.0,,Turnover by T. Johnson (bad pass),40,36
132,2,7:35.0,,Loose ball foul by K. Oubre (drawn by T. Ariza),40,36
133,2,7:35.0,H. Barnes enters the game for D. Dedmon,,40,36
134,2,7:35.0,H. Giles enters the game for D. Fox,,40,36
135,2,7:35.0,,D. Booker enters the game for T. Johnson,40,36
136,2,7:24.0,C. Joseph makes 2-pt jump shot from 11 ft,,42,36
137,2,7:15.0,,Personal foul by T. Ariza (drawn by D. Booker),42,36
138,2,7:10.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by D. Booker),42,39
139,2,6:50.0,N. Bjelica misses 3-pt jump shot from 25 ft,,42,39
140,2,6:48.0,Offensive rebound by H. Giles,,42,39
141,2,6:47.0,H. Giles misses 2-pt layup from 1 ft,,42,39
142,2,6:43.0,Offensive rebound by H. Giles,,42,39
143,2,6:43.0,H. Giles makes 2-pt layup at rim,,44,39
144,2,6:34.0,,K. Oubre misses 3-pt jump shot from 25 ft,44,39
145,2,6:31.0,,Offensive rebound by D. Ayton,44,39
146,2,6:28.0,,D. Šarić misses 3-pt jump shot from 25 ft,44,39
147,2,6:25.0,,Offensive rebound by D. Ayton,44,39
148,2,6:25.0,,Personal foul by H. Giles (drawn by D. Ayton),44,39
149,2,6:25.0,,Phoenix full timeout,44,39
150,2,6:25.0,B. Hield enters the game for N. Bjelica,,44,39
151,2,6:25.0,,A. Baynes enters the game for D. Ayton,44,39
152,2,6:25.0,,M. Bridges enters the game for R. Rubio,44,39
153,2,6:25.0,,E. Okobo enters the game for D. Šarić,44,39
154,2,6:11.0,,Turnover by Team (shot clock),44,39
155,2,5:56.0,B. Hield misses 2-pt jump shot from 12 ft,,44,39
156,2,5:54.0,,Defensive rebound by K. Oubre,44,39
157,2,5:50.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by K. Oubre),44,42
158,2,5:37.0,Personal foul by K. Oubre (drawn by T. Ariza),,44,42
159,2,5:37.0,,C. Johnson enters the game for K. Oubre,44,42
160,2,5:30.0,H. Giles misses 2-pt jump shot from 17 ft,,44,42
161,2,5:28.0,,Defensive rebound by M. Bridges,44,42
162,2,5:17.0,,C. Johnson misses 3-pt jump shot from 26 ft,44,42
163,2,5:13.0,Defensive rebound by B. Hield,,44,42
164,2,5:04.0,Sacramento full timeout,,44,42
165,2,5:04.0,N. Bjelica enters the game for H. Barnes,,44,42
166,2,5:04.0,D. Fox enters the game for C. Joseph,,44,42
167,2,4:53.0,H. Giles misses 2-pt jump shot from 16 ft,,44,42
168,2,4:50.0,,Defensive rebound by M. Bridges,44,42
169,2,4:33.0,,D. Booker misses 2-pt jump shot from 10 ft,44,42
170,2,4:31.0,Defensive rebound by D. Fox,,44,42
171,2,4:18.0,D. Fox misses 2-pt jump shot from 12 ft,,44,42
172,2,4:16.0,,Defensive rebound by A. Baynes,44,42
173,2,4:00.0,,A. Baynes makes 2-pt hook shot from 7 ft (assist by C. Johnson),44,44
174,2,4:00.0,Offensive foul by B. Hield (drawn by E. Okobo),,44,44
175,2,4:00.0,Turnover by B. Hield (offensive foul),,44,44
176,2,4:00.0,H. Barnes enters the game for T. Ariza,,44,44
177,2,4:00.0,D. Dedmon enters the game for H. Giles,,44,44
178,2,3:17.0,Violation by Team (kicked ball),,44,44
179,2,3:09.0,,D. Booker misses 2-pt layup from 1 ft,44,44
180,2,3:04.0,Defensive rebound by N. Bjelica,,44,44
181,2,3:02.0,Turnover by B. Hield (lost ball; steal by M. Bridges),,44,44
182,2,3:00.0,,Personal foul by D. Fox (drawn by C. Johnson),44,44
183,2,3:00.0,,C. Johnson misses free throw 1 of 2,44,44
184,2,3:00.0,,Offensive rebound by Team,44,44
185,2,3:00.0,,D. Ayton enters the game for A. Baynes,44,44
186,2,3:00.0,,R. Rubio enters the game for E. Okobo,44,44
187,2,3:00.0,,C. Johnson makes free throw 2 of 2,44,45
188,2,2:42.0,Shooting foul by M. Bridges (drawn by D. Fox),,44,45
189,2,2:42.0,D. Fox makes free throw 1 of 2,,45,45
190,2,2:42.0,,K. Oubre enters the game for M. Bridges,45,45
191,2,2:42.0,,D. Šarić enters the game for C. Johnson,45,45
192,2,2:42.0,D. Fox makes free throw 2 of 2,,46,45
193,2,2:29.0,,Shooting foul by B. Hield (drawn by D. Booker),46,45
194,2,2:29.0,,D. Booker makes free throw 1 of 2,46,46
195,2,2:29.0,,D. Booker makes free throw 2 of 2,46,47
196,2,2:12.0,N. Bjelica misses 2-pt jump shot from 11 ft,,46,47
197,2,2:09.0,,Defensive rebound by D. Booker,46,47
198,2,2:03.0,,K. Oubre misses 3-pt jump shot from 26 ft,46,47
199,2,2:01.0,Defensive rebound by B. Hield,,46,47
200,2,1:54.0,D. Fox makes 2-pt jump shot from 18 ft (assist by B. Hield),,48,47
201,2,1:35.0,,Turnover by D. Šarić (bad pass; steal by D. Fox),48,47
202,2,1:23.0,D. Fox makes 2-pt jump shot from 23 ft,,50,47
203,2,1:05.0,,D. Booker makes 2-pt layup at rim,50,49
204,2,0:58.0,B. Hield misses 2-pt jump shot from 10 ft,,50,49
205,2,0:57.0,,Defensive rebound by D. Ayton,50,49
206,2,0:37.0,,D. Ayton makes 2-pt jump shot from 11 ft (assist by R. Rubio),50,51
207,2,0:29.0,Turnover by D. Fox (bad pass),,50,51
208,2,0:11.0,,D. Booker misses 2-pt jump shot from 20 ft,50,51
209,2,0:09.0,,Offensive rebound by D. Ayton,50,51
210,2,0:07.0,,D. Ayton makes 2-pt jump shot from 13 ft,50,53
211,2,0:01.0,B. Hield makes 3-pt jump shot from 25 ft,,53,53
212,2,0:00.0,,K. Oubre misses 3-pt jump shot from 53 ft,53,53
213,2,0:00.0,,Offensive rebound by Team,53,53
214,3,11:42.0,,D. Booker makes 2-pt layup from 10 ft,53,55
215,3,11:27.0,H. Barnes misses 2-pt hook shot from 4 ft,,53,55
216,3,11:26.0,,Defensive rebound by A. Baynes,53,55
217,3,11:24.0,,Shooting foul by D. Fox (drawn by K. Oubre),53,55
218,3,11:24.0,,K. Oubre makes free throw 1 of 2,53,56
219,3,11:24.0,,K. Oubre makes free throw 2 of 2,53,57
220,3,11:13.0,N. Bjelica misses 3-pt jump shot from 26 ft,,53,57
221,3,11:10.0,,Defensive rebound by D. Booker,53,57
222,3,11:04.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by D. Ayton),53,60
223,3,10:46.0,D. Fox misses 3-pt jump shot from 26 ft,,53,60
224,3,10:43.0,,Defensive rebound by A. Baynes,53,60
225,3,10:35.0,,Turnover by D. Ayton (bad pass; steal by H. Giles),53,60
226,3,10:32.0,Shooting foul by A. Baynes (drawn by B. Hield),,53,60
227,3,10:32.0,B. Hield makes free throw 1 of 2,,54,60
228,3,10:32.0,B. Hield makes free throw 2 of 2,,55,60
229,3,10:18.0,,Shooting foul by N. Bjelica (drawn by R. Rubio),55,60
230,3,10:18.0,,R. Rubio misses free throw 1 of 2,55,60
231,3,10:18.0,,Offensive rebound by Team,55,60
232,3,10:18.0,,R. Rubio makes free throw 2 of 2,55,61
233,3,10:08.0,N. Bjelica misses 2-pt layup from 2 ft,,55,61
234,3,10:05.0,Offensive rebound by H. Giles,,55,61
235,3,10:05.0,Turnover by H. Giles (lost ball; steal by R. Rubio),,55,61
236,3,10:00.0,,K. Oubre makes 3-pt jump shot from 24 ft (assist by D. Booker),55,64
237,3,9:59.0,Sacramento full timeout,,55,64
238,3,9:48.0,D. Fox misses 2-pt jump shot from 16 ft,,55,64
239,3,9:45.0,,Defensive rebound by A. Baynes,55,64
240,3,9:23.0,,D. Booker misses 3-pt jump shot from 26 ft,55,64
241,3,9:20.0,Defensive rebound by D. Fox,,55,64
242,3,9:16.0,N. Bjelica misses 3-pt jump shot from 26 ft,,55,64
243,3,9:13.0,,Defensive rebound by K. Oubre,55,64
244,3,9:04.0,,D. Booker makes 2-pt jump shot from 11 ft (assist by R. Rubio),55,66
245,3,8:43.0,B. Hield misses 3-pt jump shot from 23 ft,,55,66
246,3,8:41.0,,Defensive rebound by D. Ayton,55,66
247,3,8:38.0,,Shooting foul by H. Barnes (drawn by D. Booker),55,66
248,3,8:38.0,,D. Booker makes free throw 1 of 2,55,67
249,3,8:38.0,,D. Booker makes free throw 2 of 2,55,68
250,3,8:31.0,N. Bjelica misses 3-pt jump shot from 28 ft,,55,68
251,3,8:28.0,,Defensive rebound by K. Oubre,55,68
252,3,8:21.0,,A. Baynes makes 3-pt jump shot from 25 ft (assist by R. Rubio),55,71
253,3,8:09.0,D. Fox misses 2-pt jump shot from 2 ft,,55,71
254,3,8:07.0,,Defensive rebound by R. Rubio,55,71
255,3,8:02.0,,K. Oubre misses 3-pt jump shot from 23 ft,55,71
256,3,7:58.0,Defensive rebound by H. Giles,,55,71
257,3,7:45.0,B. Hield makes 2-pt dunk from 1 ft,,57,71
258,3,7:35.0,,A. Baynes misses 3-pt jump shot from 23 ft,57,71
259,3,7:33.0,Defensive rebound by B. Hield,,57,71
260,3,7:28.0,H. Barnes misses 3-pt jump shot from 25 ft,,57,71
261,3,7:22.0,,Defensive rebound by R. Rubio,57,71
262,3,7:08.0,,D. Ayton makes 2-pt layup from 1 ft (assist by R. Rubio),57,73
263,3,7:08.0,,Shooting foul by H. Giles (drawn by D. Ayton),57,73
264,3,7:08.0,T. Ariza enters the game for H. Barnes,,57,73
265,3,7:08.0,D. Dedmon enters the game for D. Fox,,57,73
266,3,7:08.0,C. Joseph enters the game for H. Giles,,57,73
267,3,7:08.0,,D. Ayton makes free throw 1 of 1,57,74
268,3,6:49.0,Shooting foul by K. Oubre (drawn by D. Dedmon),,57,74
269,3,6:49.0,D. Dedmon makes free throw 1 of 2,,58,74
270,3,6:49.0,,D. Šarić enters the game for A. Baynes,58,74
271,3,6:49.0,D. Dedmon makes free throw 2 of 2,,59,74
272,3,6:38.0,,D. Booker makes 2-pt layup from 1 ft (assist by R. Rubio),59,76
273,3,6:21.0,B. Hield misses 2-pt jump shot from 1 ft,,59,76
274,3,6:19.0,,Defensive rebound by R. Rubio,59,76
275,3,6:19.0,J. James enters the game for B. Hield,,59,76
276,3,6:19.0,,C. Johnson enters the game for K. Oubre,59,76
277,3,6:19.0,,E. Okobo enters the game for R. Rubio,59,76
278,3,6:12.0,,D. Ayton misses 2-pt dunk at rim,59,76
279,3,6:10.0,Defensive rebound by D. Dedmon,,59,76
280,3,5:51.0,Turnover by D. Dedmon (out of bounds lost ball),,59,76
281,3,5:33.0,,E. Okobo misses 2-pt jump shot from 8 ft,59,76
282,3,5:32.0,Defensive rebound by N. Bjelica,,59,76
283,3,5:25.0,N. Bjelica misses 3-pt jump shot from 26 ft,,59,76
284,3,5:20.0,,Defensive rebound by D. Šarić,59,76
285,3,5:08.0,,Personal foul by N. Bjelica (drawn by D. Booker),59,76
286,3,5:08.0,,D. Booker makes free throw 1 of 2,59,77
287,3,5:08.0,H. Barnes enters the game for N. Bjelica,,59,77
288,3,5:08.0,,A. Baynes enters the game for D. Ayton,59,77
289,3,5:08.0,,D. Booker makes free throw 2 of 2,59,78
290,3,4:57.0,C. Joseph misses 2-pt jump shot from 11 ft,,59,78
291,3,4:56.0,,Defensive rebound by D. Šarić,59,78
292,3,4:50.0,,D. Booker makes 2-pt layup from 1 ft,59,80
293,3,4:40.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. James),,62,80
294,3,4:25.0,,E. Okobo makes 3-pt jump shot from 25 ft (assist by D. Šarić),62,83
295,3,4:16.0,Shooting foul by A. Baynes (drawn by T. Ariza),,62,83
296,3,4:16.0,T. Ariza makes free throw 1 of 2,,63,83
297,3,4:16.0,T. Ariza makes free throw 2 of 2,,64,83
298,3,4:09.0,,Turnover by E. Okobo (bad pass; steal by T. Ariza),64,83
299,3,4:01.0,,Instant Replay (Request: Ruling Stands),64,83
300,3,4:01.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by C. Joseph),,67,83
301,3,3:45.0,,D. Šarić misses 3-pt jump shot from 26 ft,67,83
302,3,3:43.0,Defensive rebound by D. Dedmon,,67,83
303,3,3:33.0,D. Dedmon misses 3-pt jump shot from 26 ft,,67,83
304,3,3:29.0,,Defensive rebound by D. Šarić,67,83
305,3,3:13.0,,C. Johnson misses 2-pt jump shot from 16 ft,67,83
306,3,3:09.0,Defensive rebound by D. Dedmon,,67,83
307,3,3:06.0,Personal foul by E. Okobo (drawn by C. Joseph),,67,83
308,3,3:06.0,,Phoenix full timeout,67,83
309,3,3:06.0,,K. Oubre enters the game for C. Johnson,67,83
310,3,2:55.0,J. James makes 2-pt jump shot from 20 ft (assist by D. Dedmon),,69,83
311,3,2:38.0,,Offensive foul by A. Baynes (drawn by T. Ariza),69,83
312,3,2:38.0,,Turnover by A. Baynes (offensive foul),69,83
313,3,2:38.0,,D. Ayton enters the game for A. Baynes,69,83
314,3,2:27.0,T. Ariza misses 2-pt layup from 1 ft,,69,83
315,3,2:26.0,Offensive rebound by T. Ariza,,69,83
316,3,2:26.0,Shooting foul by D. Šarić (drawn by T. Ariza),,69,83
317,3,2:26.0,T. Ariza makes free throw 1 of 2,,70,83
318,3,2:26.0,,M. Bridges enters the game for D. Šarić,70,83
319,3,2:26.0,T. Ariza makes free throw 2 of 2,,71,83
320,3,2:07.0,,D. Booker makes 2-pt jump shot from 14 ft (assist by D. Ayton),71,85
321,3,1:46.0,J. James misses 2-pt jump shot from 7 ft,,71,85
322,3,1:45.0,,Defensive rebound by M. Bridges,71,85
323,3,1:39.0,,Turnover by E. Okobo (traveling),71,85
324,3,1:39.0,,R. Rubio enters the game for E. Okobo,71,85
325,3,1:29.0,J. James makes 3-pt jump shot from 25 ft (assist by T. Ariza),,74,85
326,3,1:13.0,,D. Booker misses 2-pt jump shot from 15 ft,74,85
327,3,1:12.0,Defensive rebound by Team,,74,85
328,3,1:12.0,,Loose ball foul by D. Ayton (drawn by D. Dedmon),74,85
329,3,1:12.0,D. Dedmon makes free throw 1 of 2,,75,85
330,3,1:12.0,D. Dedmon misses free throw 2 of 2,,75,85
331,3,1:10.0,,Defensive rebound by K. Oubre,75,85
332,3,0:59.0,,D. Ayton makes 2-pt hook shot from 2 ft (assist by R. Rubio),75,87
333,3,0:37.0,C. Joseph makes 3-pt jump shot from 26 ft (assist by T. Ariza),,78,87
334,3,0:33.0,,D. Booker misses 3-pt jump shot from 27 ft,78,87
335,3,0:29.0,Defensive rebound by D. Dedmon,,78,87
336,3,0:10.0,Turnover by C. Joseph (bad pass),,78,87
337,3,0:03.0,,Turnover by R. Rubio (bad pass),78,87
338,3,0:03.0,D. Fox enters the game for J. James,,78,87
339,3,0:03.0,B. Hield enters the game for C. Joseph,,78,87
340,3,0:00.0,D. Fox misses 3-pt jump shot from 29 ft,,78,87
341,3,0:00.0,Offensive rebound by Team,,78,87
342,4,11:51.0,Flagrant foul type 1 by M. Bridges (drawn by N. Bjelica),,78,87
343,4,11:51.0,Instant Replay (Request: Ruling Stands),,78,87
344,4,11:51.0,N. Bjelica misses flagrant free throw 1 of 3,,78,87
345,4,11:51.0,Offensive rebound by Team,,78,87
346,4,11:51.0,N. Bjelica misses flagrant free throw 2 of 3,,78,87
347,4,11:51.0,Offensive rebound by Team,,78,87
348,4,11:51.0,N. Bjelica makes flagrant free throw 3 of 3,,79,87
349,4,11:43.0,C. Joseph misses 3-pt jump shot from 27 ft,,79,87
350,4,11:41.0,,Defensive rebound by T. Johnson,79,87
351,4,11:30.0,,Personal foul by T. Ariza (drawn by K. Oubre),79,87
352,4,11:22.0,,R. Rubio misses 2-pt jump shot from 21 ft,79,87
353,4,11:18.0,Defensive rebound by D. Dedmon,,79,87
354,4,11:07.0,N. Bjelica misses 2-pt layup from 2 ft,,79,87
355,4,11:07.0,Offensive rebound by Team,,79,87
356,4,11:07.0,,Loose ball foul by M. Bridges (drawn by D. Dedmon),79,87
357,4,11:07.0,,D. Šarić enters the game for M. Bridges,79,87
358,4,10:55.0,C. Joseph makes 2-pt jump shot from 22 ft (assist by D. Fox),,81,87
359,4,10:51.0,Violation by Team (delay of game),,81,87
360,4,10:39.0,,D. Ayton makes 2-pt jump shot from 12 ft (assist by T. Johnson),81,89
361,4,10:29.0,Shooting foul by D. Ayton (drawn by D. Dedmon),,81,89
362,4,10:29.0,D. Dedmon makes free throw 1 of 2,,82,89
363,4,10:29.0,D. Dedmon makes free throw 2 of 2,,83,89
364,4,10:16.0,,Turnover by D. Ayton (out of bounds lost ball),83,89
365,4,10:05.0,Turnover by D. Fox (bad pass; steal by T. Johnson),,83,89
366,4,9:53.0,,D. Ayton misses 2-pt jump shot from 18 ft,83,89
367,4,9:50.0,Defensive rebound by T. Ariza,,83,89
368,4,9:41.0,T. Ariza misses 2-pt jump shot from 3 ft,,83,89
369,4,9:40.0,,Defensive rebound by K. Oubre,83,89
370,4,9:24.0,,R. Rubio misses 3-pt jump shot from 25 ft,83,89
371,4,9:20.0,Defensive rebound by N. Bjelica,,83,89
372,4,9:09.0,N. Bjelica makes 2-pt layup at rim,,85,89
373,4,9:09.0,,Phoenix full timeout,85,89
374,4,8:53.0,,Shooting foul by C. Joseph (drawn by R. Rubio),85,89
375,4,8:53.0,,R. Rubio makes free throw 1 of 2,85,90
376,4,8:53.0,,D. Booker enters the game for T. Johnson,85,90
377,4,8:53.0,,R. Rubio makes free throw 2 of 2,85,91
378,4,8:44.0,N. Bjelica makes 2-pt jump shot from 7 ft,,87,91
379,4,8:44.0,Shooting foul by D. Ayton (drawn by N. Bjelica),,87,91
380,4,8:44.0,N. Bjelica makes free throw 1 of 1,,88,91
381,4,8:30.0,,Offensive foul by D. Booker (drawn by D. Fox),88,91
382,4,8:30.0,,Turnover by D. Booker (offensive foul),88,91
383,4,8:30.0,,A. Baynes enters the game for D. Šarić,88,91
384,4,8:21.0,Shooting foul by K. Oubre (drawn by D. Fox),,88,91
385,4,8:21.0,D. Fox makes free throw 1 of 2,,89,91
386,4,8:21.0,D. Fox makes free throw 2 of 2,,90,91
