,QUARTER,TIME_REMAINING,INDIANA_ACTION,TORONTO_ACTION,INDIANA_SCORE,TORONTO_SCORE
0,1,11:40.0,,P. Siakam misses 2-pt jump shot from 10 ft,0,0
1,1,11:36.0,,Offensive rebound by O. Anunoby,0,0
2,1,11:25.0,,S. Ibaka misses 3-pt jump shot from 27 ft,0,0
3,1,11:21.0,Defensive rebound by M. Turner,,0,0
4,1,11:07.0,V. Oladipo makes 2-pt layup from 1 ft (assist by D. Sabonis),,2,0
5,1,10:59.0,,Turnover by K. Lowry (lost ball; steal by J. Lamb),2,0
6,1,10:54.0,Personal foul by F. VanVleet (drawn by D. Sabonis),,2,0
7,1,10:47.0,M. Brogdon makes 2-pt jump shot from 20 ft (assist by M. Turner),,4,0
8,1,10:28.0,,S. Ibaka makes 2-pt jump shot from 8 ft (assist by F. VanVleet),4,2
9,1,10:06.0,M. Turner misses 2-pt jump shot from 8 ft,,4,2
10,1,10:03.0,,Defensive rebound by P. Siakam,4,2
11,1,9:55.0,,P. Siakam misses 2-pt jump shot from 2 ft,4,2
12,1,9:53.0,Defensive rebound by D. Sabonis,,4,2
13,1,9:45.0,M. Brogdon makes 2-pt layup from 2 ft (assist by D. Sabonis),,6,2
14,1,9:29.0,,K. Lowry misses 2-pt layup from 3 ft,6,2
15,1,9:27.0,Defensive rebound by V. Oladipo,,6,2
16,1,9:19.0,V. Oladipo misses 2-pt jump shot from 10 ft,,6,2
17,1,9:15.0,,Defensive rebound by S. Ibaka,6,2
18,1,9:05.0,,P. Siakam misses 2-pt layup from 3 ft,6,2
19,1,9:05.0,,Offensive rebound by Team,6,2
20,1,9:03.0,,O. Anunoby misses 3-pt jump shot from 24 ft,6,2
21,1,8:58.0,Defensive rebound by M. Brogdon,,6,2
22,1,8:41.0,Turnover by D. Sabonis (lost ball; steal by K. Lowry),,6,2
23,1,8:37.0,,K. Lowry makes 2-pt layup from 1 ft,6,4
24,1,8:22.0,V. Oladipo misses 3-pt jump shot from 23 ft,,6,4
25,1,8:20.0,,Defensive rebound by P. Siakam,6,4
26,1,8:17.0,,K. Lowry makes 2-pt layup from 2 ft,6,6
27,1,8:17.0,,Shooting foul by J. Lamb (drawn by K. Lowry),6,6
28,1,8:17.0,,K. Lowry makes free throw 1 of 1,6,7
29,1,8:00.0,M. Brogdon makes 3-pt jump shot from 27 ft (assist by V. Oladipo),,9,7
30,1,7:36.0,,S. Ibaka misses 3-pt jump shot from 27 ft,9,7
31,1,7:30.0,Defensive rebound by D. Sabonis,,9,7
32,1,7:26.0,M. Brogdon misses 3-pt jump shot from 26 ft,,9,7
33,1,7:23.0,,Defensive rebound by P. Siakam,9,7
34,1,7:08.0,,Turnover by O. Anunoby (traveling),9,7
35,1,6:52.0,V. Oladipo misses 2-pt jump shot from 14 ft,,9,7
36,1,6:49.0,,Defensive rebound by S. Ibaka,9,7
37,1,6:42.0,,Turnover by F. VanVleet (lost ball; steal by M. Turner),9,7
38,1,6:36.0,Turnover by J. Lamb (step out of bounds),,9,7
39,1,6:36.0,,Toronto full timeout,9,7
40,1,6:16.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by F. VanVleet),9,9
41,1,5:58.0,M. Turner misses 2-pt hook shot from 6 ft,,9,9
42,1,5:56.0,,Defensive rebound by K. Lowry,9,9
43,1,5:51.0,,S. Ibaka makes 2-pt hook shot from 6 ft (assist by K. Lowry),9,11
44,1,5:31.0,M. Turner misses 3-pt jump shot from 24 ft,,9,11
45,1,5:28.0,,Defensive rebound by S. Ibaka,9,11
46,1,5:23.0,,K. Lowry makes 2-pt layup at rim,9,13
47,1,5:07.0,Shooting foul by S. Ibaka (drawn by D. Sabonis),,9,13
48,1,5:07.0,D. Sabonis misses free throw 1 of 2,,9,13
49,1,5:07.0,Offensive rebound by Team,,9,13
50,1,5:07.0,A. Holiday enters the game for V. Oladipo,,9,13
51,1,5:07.0,,P. McCaw enters the game for O. Anunoby,9,13
52,1,5:07.0,D. Sabonis misses free throw 2 of 2,,9,13
53,1,5:05.0,,Defensive rebound by S. Ibaka,9,13
54,1,4:54.0,,K. Lowry makes 2-pt jump shot from 7 ft (assist by P. Siakam),9,15
55,1,4:37.0,A. Holiday misses 3-pt jump shot from 29 ft,,9,15
56,1,4:34.0,Offensive rebound by M. Brogdon,,9,15
57,1,4:23.0,M. Brogdon misses 2-pt layup from 1 ft,,9,15
58,1,4:19.0,Offensive rebound by M. Turner,,9,15
59,1,4:19.0,M. Turner makes 2-pt dunk at rim,,11,15
60,1,3:53.0,,S. Ibaka makes 2-pt dunk from 1 ft (assist by F. VanVleet),11,17
61,1,3:50.0,Indiana full timeout,,11,17
62,1,3:50.0,J. Holiday enters the game for D. Sabonis,,11,17
63,1,3:50.0,,T. Davis enters the game for F. VanVleet,11,17
64,1,3:44.0,J. Lamb misses 2-pt jump shot from 14 ft,,11,17
65,1,3:42.0,,Defensive rebound by K. Lowry,11,17
66,1,3:39.0,,K. Lowry misses 3-pt jump shot from 27 ft,11,17
67,1,3:36.0,Defensive rebound by M. Turner,,11,17
68,1,3:23.0,M. Turner makes 2-pt jump shot from 10 ft,,13,17
69,1,3:07.0,,P. Siakam misses 2-pt layup from 2 ft,13,17
70,1,3:05.0,,Offensive rebound by K. Lowry,13,17
71,1,3:03.0,,P. McCaw makes 3-pt jump shot from 25 ft (assist by K. Lowry),13,20
72,1,2:53.0,M. Brogdon makes 2-pt layup from 3 ft,,15,20
73,1,2:40.0,Violation by Team (kicked ball),,15,20
74,1,2:40.0,G. Bitadze enters the game for M. Brogdon,,15,20
75,1,2:40.0,T. McConnell enters the game for M. Turner,,15,20
76,1,2:40.0,,C. Boucher enters the game for S. Ibaka,15,20
77,1,2:33.0,,Personal foul by G. Bitadze (drawn by P. Siakam),15,20
78,1,2:23.0,,T. Davis makes 3-pt jump shot from 23 ft (assist by P. Siakam),15,23
79,1,2:03.0,J. Holiday misses 3-pt jump shot from 27 ft,,15,23
80,1,2:01.0,,Defensive rebound by T. Davis,15,23
81,1,1:55.0,,C. Boucher makes 2-pt layup from 1 ft (assist by K. Lowry),15,25
82,1,1:40.0,J. Lamb makes 3-pt jump shot from 26 ft (assist by T. McConnell),,18,25
83,1,1:29.0,,Personal foul by A. Holiday (drawn by K. Lowry),18,25
84,1,1:29.0,D. McDermott enters the game for J. Lamb,,18,25
85,1,1:29.0,,R. Hollis-Jefferson enters the game for K. Lowry,18,25
86,1,1:22.0,,Shooting foul by G. Bitadze (drawn by P. McCaw),18,25
87,1,1:22.0,,P. McCaw misses free throw 1 of 2,18,25
88,1,1:22.0,,Offensive rebound by Team,18,25
89,1,1:22.0,,P. McCaw makes free throw 2 of 2,18,26
90,1,1:09.0,J. Holiday misses 3-pt jump shot from 24 ft,,18,26
91,1,1:06.0,Offensive rebound by J. Holiday,,18,26
92,1,1:05.0,J. Holiday misses 3-pt jump shot from 23 ft,,18,26
93,1,1:03.0,,Defensive rebound by R. Hollis-Jefferson,18,26
94,1,0:46.0,,P. Siakam makes 3-pt jump shot from 27 ft,18,29
95,1,0:33.0,T. McConnell makes 2-pt layup from 1 ft,,20,29
96,1,0:29.0,,P. Siakam misses 3-pt jump shot from 28 ft,20,29
97,1,0:22.0,Defensive rebound by T. McConnell,,20,29
98,1,0:07.0,Turnover by T. McConnell (lost ball),,20,29
99,1,0:07.0,Loose ball foul by T. McConnell (drawn by C. Boucher),,20,29
100,1,0:07.0,,C. Boucher misses free throw 1 of 2,20,29
101,1,0:07.0,,Offensive rebound by Team,20,29
102,1,0:07.0,,O. Anunoby enters the game for P. Siakam,20,29
103,1,0:07.0,,C. Boucher makes free throw 2 of 2,20,30
104,1,0:02.0,Personal foul by T. Davis (drawn by A. Holiday),,20,30
105,2,11:50.0,D. McDermott misses 3-pt jump shot from 26 ft,,20,30
106,2,11:47.0,,Defensive rebound by O. Anunoby,20,30
107,2,11:35.0,,T. Davis misses 3-pt jump shot from 23 ft,20,30
108,2,11:32.0,Defensive rebound by D. McDermott,,20,30
109,2,11:27.0,Turnover by T. McConnell (bad pass),,20,30
110,2,11:06.0,,P. McCaw misses 2-pt layup from 2 ft,20,30
111,2,11:03.0,Defensive rebound by J. Holiday,,20,30
112,2,10:57.0,Turnover by D. Sabonis (bad pass),,20,30
113,2,10:38.0,,T. Davis makes 2-pt layup from 2 ft,20,32
114,2,10:24.0,D. Sabonis misses 3-pt jump shot from 27 ft,,20,32
115,2,10:21.0,Offensive rebound by T. McConnell,,20,32
116,2,10:13.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by D. Sabonis),,23,32
117,2,9:53.0,,T. Davis misses 3-pt jump shot from 26 ft,23,32
118,2,9:51.0,Defensive rebound by J. Holiday,,23,32
119,2,9:37.0,J. Holiday makes 2-pt dunk from 1 ft (assist by A. Holiday),,25,32
120,2,9:23.0,,Offensive foul by S. Ibaka (drawn by D. McDermott),25,32
121,2,9:23.0,,Turnover by S. Ibaka (offensive foul),25,32
122,2,9:23.0,,F. VanVleet enters the game for P. McCaw,25,32
123,2,9:11.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by T. McConnell),,28,32
124,2,9:01.0,,F. VanVleet misses 3-pt jump shot from 25 ft,28,32
125,2,8:58.0,Defensive rebound by D. Sabonis,,28,32
126,2,8:51.0,D. McDermott makes 2-pt layup from 3 ft (assist by J. Holiday),,30,32
127,2,8:39.0,,S. Ibaka misses 2-pt layup from 3 ft (block by A. Holiday),30,32
128,2,8:35.0,Defensive rebound by A. Holiday,,30,32
129,2,8:29.0,D. McDermott misses 2-pt layup from 1 ft,,30,32
130,2,8:29.0,Offensive rebound by Team,,30,32
131,2,8:29.0,,Loose ball foul by R. Hollis-Jefferson (drawn by D. Sabonis),30,32
132,2,8:25.0,D. McDermott makes 2-pt layup from 1 ft (assist by D. Sabonis),,32,32
133,2,8:25.0,,Toronto full timeout,32,32
134,2,8:06.0,,F. VanVleet makes 3-pt jump shot from 28 ft (assist by S. Ibaka),32,35
135,2,7:38.0,A. Holiday misses 3-pt jump shot from 27 ft,,32,35
136,2,7:36.0,,Defensive rebound by O. Anunoby,32,35
137,2,7:27.0,,F. VanVleet misses 2-pt layup from 5 ft,32,35
138,2,7:25.0,Defensive rebound by D. Sabonis,,32,35
139,2,7:11.0,D. McDermott misses 3-pt jump shot from 23 ft,,32,35
140,2,7:08.0,,Defensive rebound by R. Hollis-Jefferson,32,35
141,2,7:03.0,,S. Ibaka misses 3-pt jump shot from 28 ft,32,35
142,2,7:00.0,Defensive rebound by T. McConnell,,32,35
143,2,6:51.0,T. McConnell makes 2-pt jump shot from 7 ft,,34,35
144,2,6:51.0,Shooting foul by O. Anunoby (drawn by T. McConnell),,34,35
145,2,6:51.0,M. Brogdon enters the game for A. Holiday,,34,35
146,2,6:51.0,,K. Lowry enters the game for T. Davis,34,35
147,2,6:51.0,,P. Siakam enters the game for R. Hollis-Jefferson,34,35
148,2,6:51.0,T. McConnell makes free throw 1 of 1,,35,35
149,2,6:29.0,,F. VanVleet misses 3-pt jump shot from 25 ft (block by T. McConnell),35,35
150,2,6:26.0,Defensive rebound by J. Holiday,,35,35
151,2,6:23.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by T. McConnell),,38,35
152,2,6:08.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by K. Lowry),38,37
153,2,5:54.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by D. Sabonis),,41,37
154,2,5:39.0,,P. Siakam misses 3-pt jump shot from 24 ft,41,37
155,2,5:36.0,Defensive rebound by M. Brogdon,,41,37
156,2,5:22.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by M. Brogdon),,44,37
157,2,5:15.0,,Toronto full timeout,44,37
158,2,5:15.0,,C. Boucher enters the game for S. Ibaka,44,37
159,2,5:01.0,,F. VanVleet misses 2-pt layup from 1 ft,44,37
160,2,4:59.0,,Offensive rebound by P. Siakam,44,37
161,2,4:59.0,,P. Siakam makes 2-pt layup from 1 ft,44,39
162,2,4:43.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by D. Sabonis),,47,39
163,2,4:33.0,,K. Lowry misses 2-pt jump shot from 21 ft,47,39
164,2,4:30.0,Defensive rebound by D. Sabonis,,47,39
165,2,4:30.0,V. Oladipo enters the game for T. McConnell,,47,39
166,2,4:08.0,D. Sabonis makes 2-pt hook shot from 12 ft,,49,39
167,2,3:56.0,,C. Boucher misses 3-pt jump shot from 26 ft,49,39
168,2,3:50.0,Defensive rebound by M. Brogdon,,49,39
169,2,3:46.0,V. Oladipo makes 2-pt jump shot from 22 ft (assist by M. Brogdon),,51,39
170,2,3:36.0,,Turnover by K. Lowry (bad pass),51,39
171,2,3:21.0,D. McDermott misses 3-pt jump shot from 22 ft,,51,39
172,2,3:18.0,,Defensive rebound by C. Boucher,51,39
173,2,3:15.0,,F. VanVleet makes 3-pt jump shot from 26 ft (assist by K. Lowry),51,42
174,2,2:59.0,D. Sabonis misses 2-pt layup from 2 ft,,51,42
175,2,2:56.0,,Defensive rebound by F. VanVleet,51,42
176,2,2:51.0,,C. Boucher makes 2-pt layup from 1 ft (assist by F. VanVleet),51,44
177,2,2:42.0,Indiana full timeout,,51,44
178,2,2:42.0,J. Lamb enters the game for J. Holiday,,51,44
179,2,2:42.0,M. Turner enters the game for D. Sabonis,,51,44
180,2,2:42.0,,R. Hollis-Jefferson enters the game for O. Anunoby,51,44
181,2,2:30.0,Shooting foul by P. Siakam (drawn by D. McDermott),,51,44
182,2,2:30.0,D. McDermott makes free throw 1 of 3,,52,44
183,2,2:30.0,D. McDermott makes free throw 2 of 3,,53,44
184,2,2:30.0,D. McDermott makes free throw 3 of 3,,54,44
185,2,2:15.0,,P. Siakam misses 2-pt jump shot from 10 ft,54,44
186,2,2:12.0,Defensive rebound by D. McDermott,,54,44
187,2,1:55.0,M. Turner makes 2-pt jump shot from 21 ft,,56,44
188,2,1:45.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,56,44
189,2,1:44.0,,Offensive rebound by C. Boucher,56,44
190,2,1:44.0,,Shooting foul by M. Turner (drawn by C. Boucher),56,44
191,2,1:44.0,,C. Boucher makes free throw 1 of 2,56,45
192,2,1:44.0,J. Holiday enters the game for D. McDermott,,56,45
193,2,1:44.0,,C. Boucher makes free throw 2 of 2,56,46
194,2,1:19.0,V. Oladipo makes 3-pt jump shot from 24 ft,,59,46
195,2,1:19.0,Instant Replay (Request: Ruling Stands),,59,46
196,2,0:59.0,,K. Lowry misses 2-pt jump shot from 13 ft,59,46
197,2,0:56.0,Defensive rebound by M. Turner,,59,46
198,2,0:54.0,J. Lamb misses 3-pt jump shot from 25 ft,,59,46
199,2,0:54.0,Offensive rebound by M. Brogdon,,59,46
200,2,0:48.0,Turnover by M. Brogdon (bad pass; steal by R. Hollis-Jefferson),,59,46
201,2,0:47.0,,Personal foul by J. Holiday (drawn by P. Siakam),59,46
202,2,0:47.0,,P. Siakam makes free throw 1 of 2,59,47
203,2,0:47.0,,P. Siakam makes free throw 2 of 2,59,48
204,2,0:33.0,M. Brogdon makes 2-pt hook shot from 6 ft,,61,48
205,2,0:25.0,,K. Lowry misses 2-pt layup from 2 ft (block by J. Holiday),61,48
206,2,0:22.0,Defensive rebound by J. Lamb,,61,48
207,2,0:06.0,Personal foul by K. Lowry (drawn by V. Oladipo),,61,48
208,2,0:00.0,M. Brogdon makes 2-pt layup from 3 ft,,63,48
209,2,0:00.0,Instant Replay (Request: Ruling Stands),,63,48
210,3,11:42.0,V. Oladipo misses 3-pt jump shot from 26 ft,,63,48
211,3,11:38.0,Offensive rebound by M. Turner,,63,48
212,3,11:29.0,Turnover by D. Sabonis (bad pass; steal by F. VanVleet),,63,48
213,3,11:23.0,,F. VanVleet makes 2-pt layup from 2 ft,63,50
214,3,11:00.0,V. Oladipo makes 3-pt jump shot from 28 ft (assist by J. Lamb),,66,50
215,3,10:38.0,,P. Siakam misses 2-pt layup from 3 ft,66,50
216,3,10:37.0,Defensive rebound by M. Turner,,66,50
217,3,10:22.0,M. Brogdon makes 3-pt jump shot from 28 ft (assist by V. Oladipo),,69,50
218,3,10:01.0,,Turnover by S. Ibaka (lost ball; steal by V. Oladipo),69,50
219,3,10:00.0,Personal take foul by K. Lowry (drawn by M. Brogdon),,69,50
