,QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
47,1,5:15.0,K. Walker makes 3-pt jump shot from 27 ft (assist by J. Brown),,21,18
48,1,5:03.0,,J. Lamb makes 2-pt jump shot from 20 ft,21,20
49,1,4:50.0,Def 3 sec tech foul by Team,,21,20
50,1,4:50.0,K. Walker makes technical free throw,,22,20
51,1,4:50.0,B. Wanamaker enters the game for G. Hayward,,22,20
52,1,4:42.0,K. Walker makes 3-pt jump shot from 28 ft (assist by J. Brown),,25,20
53,1,4:27.0,,J. Lamb misses 2-pt layup from 2 ft (block by E. Freedom),25,20
54,1,4:27.0,,Offensive rebound by M. Turner,25,20
55,1,4:25.0,,M. Turner misses 2-pt jump shot from 3 ft (block by B. Wanamaker),25,20
56,1,4:25.0,,Offensive rebound by Team,25,20
57,1,4:23.0,,Turnover by J. Lamb (bad pass; steal by B. Wanamaker),25,20
58,1,4:06.0,B. Wanamaker makes 3-pt jump shot from 27 ft (assist by E. Freedom),,28,20
59,1,3:55.0,,M. Turner misses 3-pt jump shot from 26 ft,28,20
60,1,3:53.0,Defensive rebound by K. Walker,,28,20
61,1,3:49.0,K. Walker misses 3-pt jump shot from 27 ft,,28,20
62,1,3:49.0,,Defensive rebound by Team,28,20
63,1,3:49.0,Loose ball foul by E. Freedom (drawn by M. Turner),,28,20
64,1,3:49.0,,T. McConnell enters the game for J. Lamb,28,20
65,1,3:49.0,,D. Sabonis enters the game for M. Turner,28,20
66,1,3:35.0,,Shooting foul by J. Brown (drawn by D. Sabonis),28,20
67,1,3:35.0,,D. Sabonis makes free throw 1 of 2,28,21
68,1,3:35.0,,D. Sabonis misses free throw 2 of 2,28,21
69,1,3:34.0,Defensive rebound by J. Brown,,28,21
70,1,3:25.0,K. Walker makes 2-pt layup from 1 ft (assist by J. Brown),,30,21
71,1,3:15.0,,M. Brogdon misses 2-pt jump shot from 17 ft,30,21
72,1,3:12.0,,Offensive rebound by Team,30,21
73,1,2:59.0,,M. Brogdon misses 2-pt layup from 3 ft,30,21
74,1,2:57.0,Defensive rebound by J. Brown,,30,21
75,1,2:52.0,Turnover by J. Brown (bad pass; steal by J. Holiday),,30,21
76,1,2:48.0,,Offensive foul by T. Warren (drawn by K. Walker),30,21
77,1,2:48.0,,Turnover by T. Warren (offensive foul),30,21
78,1,2:48.0,Boston full timeout,,30,21
79,1,2:48.0,J. Tatum enters the game for J. Brown,,30,21
80,1,2:48.0,,A. Holiday enters the game for M. Brogdon,30,21
81,1,2:48.0,,D. McDermott enters the game for T. Warren,30,21
82,1,2:33.0,K. Walker misses 3-pt jump shot from 29 ft,,30,21
83,1,2:31.0,,Defensive rebound by D. Sabonis,30,21
84,1,2:17.0,,J. Holiday makes 3-pt jump shot from 27 ft (assist by T. McConnell),30,24
85,1,1:49.0,J. Tatum misses 3-pt jump shot from 27 ft,,30,24
86,1,1:44.0,Offensive rebound by E. Freedom,,30,24
87,1,1:44.0,E. Freedom makes 2-pt layup from 1 ft,,32,24
88,1,1:27.0,,D. McDermott makes 2-pt jump shot from 16 ft (assist by D. Sabonis),32,26
89,1,1:08.0,B. Wanamaker misses 2-pt jump shot from 8 ft,,32,26
90,1,1:04.0,Offensive rebound by E. Freedom,,32,26
91,1,1:04.0,E. Freedom misses 2-pt layup from 1 ft,,32,26
92,1,1:03.0,,Defensive rebound by D. Sabonis,32,26
93,1,1:02.0,,Personal foul by B. Wanamaker (drawn by T. McConnell),32,26
94,1,1:02.0,,T. McConnell makes free throw 1 of 2,32,27
95,1,1:02.0,C. Edwards enters the game for K. Walker,,32,27
96,1,1:02.0,,T. McConnell makes free throw 2 of 2,32,28
97,1,0:39.0,J. Tatum misses 2-pt jump shot from 14 ft,,32,28
98,1,0:36.0,,Defensive rebound by T. McConnell,32,28
99,1,0:31.0,,T. McConnell makes 2-pt layup from 2 ft,32,30
100,1,0:10.0,B. Wanamaker misses 2-pt jump shot from 20 ft,,32,30
101,1,0:07.0,,Defensive rebound by D. Sabonis,32,30
102,1,0:02.0,,D. McDermott misses 3-pt jump shot from 26 ft,32,30
103,1,0:02.0,Defensive rebound by J. Tatum,,32,30
104,2,11:47.0,,D. Sabonis misses 2-pt hook shot from 4 ft,32,30
105,2,11:45.0,Defensive rebound by C. Edwards,,32,30
106,2,11:35.0,C. Edwards makes 3-pt jump shot from 27 ft (assist by S. Ojeleye),,35,30
107,2,11:23.0,,D. McDermott misses 2-pt jump shot from 19 ft,35,30
108,2,11:19.0,Defensive rebound by G. Williams,,35,30
109,2,11:14.0,C. Edwards misses 3-pt jump shot from 27 ft,,35,30
110,2,11:11.0,,Defensive rebound by D. McDermott,35,30
111,2,11:03.0,,J. Holiday misses 3-pt jump shot from 28 ft,35,30
112,2,11:01.0,,Offensive rebound by Team,35,30
113,2,10:49.0,,Personal foul by G. Williams (drawn by D. Sabonis),35,30
114,2,10:41.0,,D. Sabonis misses 2-pt layup from 2 ft,35,30
115,2,10:39.0,,Offensive rebound by D. Sabonis,35,30
116,2,10:39.0,,D. Sabonis misses 2-pt layup at rim,35,30
117,2,10:36.0,Defensive rebound by J. Tatum,,35,30
118,2,10:28.0,Turnover by B. Wanamaker (bad pass; steal by T. McConnell),,35,30
119,2,10:24.0,,J. Holiday misses 2-pt layup from 1 ft,35,30
120,2,10:22.0,Defensive rebound by G. Williams,,35,30
121,2,10:17.0,Shooting foul by D. McDermott (drawn by B. Wanamaker),,35,30
122,2,10:17.0,B. Wanamaker makes free throw 1 of 2,,36,30
123,2,10:17.0,G. Hayward enters the game for S. Ojeleye,,36,30
124,2,10:17.0,B. Wanamaker misses free throw 2 of 2,,36,30
125,2,10:15.0,,Defensive rebound by D. Sabonis,36,30
126,2,10:02.0,,J. Holiday misses 2-pt jump shot from 7 ft,36,30
127,2,10:00.0,Defensive rebound by B. Wanamaker,,36,30
128,2,9:54.0,B. Wanamaker misses 2-pt layup from 1 ft,,36,30
129,2,9:52.0,,Defensive rebound by D. McDermott,36,30
130,2,9:49.0,,Personal foul by J. Tatum (drawn by D. Sabonis),36,30
131,2,9:46.0,,Turnover by D. Sabonis (bad pass),36,30
132,2,9:36.0,J. Tatum misses 3-pt jump shot from 27 ft,,36,30
133,2,9:33.0,,Defensive rebound by D. Sabonis,36,30
134,2,9:27.0,,A. Holiday makes 3-pt jump shot from 27 ft (assist by T. McConnell),36,33
135,2,9:14.0,Personal foul by D. McDermott (drawn by G. Hayward),,36,33
136,2,9:09.0,G. Hayward misses 3-pt jump shot from 27 ft,,36,33
137,2,9:06.0,,Defensive rebound by J. Holiday,36,33
138,2,8:57.0,,D. Sabonis makes 2-pt layup from 1 ft,36,35
139,2,8:45.0,B. Wanamaker misses 2-pt layup from 2 ft (block by T. McConnell),,36,35
140,2,8:45.0,,Defensive rebound by Team,36,35
141,2,8:33.0,,Turnover by T. McConnell (bad pass),36,35
142,2,8:22.0,Turnover by G. Hayward (bad pass; steal by J. Holiday),,36,35
143,2,8:18.0,,J. Holiday makes 2-pt dunk from 1 ft,36,37
144,2,7:59.0,J. Tatum misses 2-pt jump shot from 13 ft,,36,37
145,2,7:57.0,,Defensive rebound by D. Sabonis,36,37
146,2,7:37.0,,D. McDermott misses 2-pt layup from 1 ft,36,37
147,2,7:35.0,Defensive rebound by B. Wanamaker,,36,37
148,2,7:22.0,B. Wanamaker makes 2-pt layup from 1 ft,,38,37
149,2,7:14.0,,A. Holiday makes 2-pt layup from 1 ft (assist by T. McConnell),38,39
150,2,7:14.0,,Shooting foul by G. Williams (drawn by A. Holiday),38,39
151,2,7:14.0,J. Brown enters the game for J. Tatum,,38,39
152,2,7:14.0,,A. Holiday misses free throw 1 of 1,38,39
153,2,7:13.0,Defensive rebound by G. Hayward,,38,39
154,2,7:01.0,G. Hayward misses 2-pt jump shot from 18 ft,,38,39
155,2,6:59.0,,Defensive rebound by J. Holiday,38,39
156,2,6:47.0,,A. Holiday misses 3-pt jump shot from 26 ft,38,39
157,2,6:44.0,Defensive rebound by G. Williams,,38,39
158,2,6:31.0,J. Brown makes 2-pt jump shot from 6 ft,,40,39
159,2,6:30.0,,Indiana full timeout,40,39
160,2,6:30.0,K. Walker enters the game for B. Wanamaker,,40,39
161,2,6:30.0,,M. Brogdon enters the game for J. Holiday,40,39
162,2,6:30.0,,J. Lamb enters the game for T. McConnell,40,39
163,2,6:18.0,,D. McDermott misses 3-pt jump shot from 25 ft,40,39
164,2,6:16.0,Defensive rebound by G. Williams,,40,39
165,2,6:05.0,G. Hayward makes 2-pt jump shot from 10 ft (assist by K. Walker),,42,39
166,2,5:38.0,,D. Sabonis makes 2-pt layup from 2 ft,42,41
167,2,5:38.0,,Shooting foul by G. Williams (drawn by D. Sabonis),42,41
168,2,5:38.0,,T. Warren enters the game for D. McDermott,42,41
169,2,5:38.0,,D. Sabonis makes free throw 1 of 1,42,42
170,2,5:30.0,Turnover by G. Williams (lost ball; steal by A. Holiday),,42,42
171,2,5:29.0,,Personal foul by G. Hayward (drawn by M. Brogdon),42,42
172,2,5:29.0,,Instant Replay (Request: Ruling Stands),42,42
173,2,5:29.0,,M. Brogdon makes free throw 1 of 2,42,43
174,2,5:29.0,D. Theis enters the game for G. Williams,,42,43
175,2,5:29.0,,M. Turner enters the game for D. Sabonis,42,43
176,2,5:29.0,,M. Brogdon makes free throw 2 of 2,42,44
177,2,5:15.0,Offensive foul by J. Brown (drawn by J. Lamb),,42,44
178,2,5:15.0,Turnover by J. Brown (offensive foul),,42,44
179,2,5:15.0,S. Ojeleye enters the game for C. Edwards,,42,44
180,2,5:06.0,,M. Turner makes 2-pt layup from 4 ft (assist by M. Brogdon),42,46
181,2,4:52.0,K. Walker misses 2-pt jump shot from 10 ft,,42,46
182,2,4:50.0,,Defensive rebound by M. Brogdon,42,46
183,2,4:49.0,,Personal foul by J. Brown (drawn by M. Brogdon),42,46
184,2,4:49.0,,M. Brogdon makes free throw 1 of 2,42,47
185,2,4:49.0,,M. Brogdon makes free throw 2 of 2,42,48
186,2,4:36.0,G. Hayward makes 2-pt layup from 1 ft,,44,48
187,2,4:22.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by J. Lamb),44,51
188,2,4:07.0,Turnover by G. Hayward (bad pass; steal by M. Brogdon),,44,51
189,2,4:00.0,,T. Warren makes 2-pt layup from 2 ft (assist by A. Holiday),44,53
190,2,4:00.0,Boston full timeout,,44,53
191,2,4:00.0,,J. Holiday enters the game for A. Holiday,44,53
192,2,3:44.0,J. Brown misses 3-pt jump shot from 27 ft,,44,53
193,2,3:38.0,Offensive rebound by S. Ojeleye,,44,53
194,2,3:36.0,,Violation by Team (kicked ball),44,53
195,2,3:36.0,J. Tatum enters the game for G. Hayward,,44,53
196,2,3:31.0,K. Walker misses 3-pt jump shot from 27 ft,,44,53
197,2,3:28.0,,Defensive rebound by M. Turner,44,53
198,2,3:17.0,,Shooting foul by J. Tatum (drawn by T. Warren),44,53
199,2,3:17.0,,T. Warren makes free throw 1 of 2,44,54
200,2,3:17.0,,T. Warren misses free throw 2 of 2,44,54
201,2,3:15.0,Defensive rebound by J. Tatum,,44,54
202,2,3:08.0,K. Walker misses 2-pt layup from 1 ft,,44,54
203,2,3:05.0,Offensive rebound by D. Theis,,44,54
204,2,3:05.0,D. Theis misses 2-pt layup from 1 ft,,44,54
205,2,3:04.0,Offensive rebound by D. Theis,,44,54
206,2,3:04.0,D. Theis misses 2-pt layup from 1 ft (block by M. Turner),,44,54
207,2,3:04.0,Offensive rebound by Team,,44,54
208,2,2:53.0,J. Brown misses 3-pt jump shot from 27 ft,,44,54
209,2,2:49.0,,Defensive rebound by J. Holiday,44,54
210,2,2:33.0,,Shooting foul by D. Theis (drawn by M. Turner),44,54
211,2,2:33.0,,Technical foul by D. Theis,44,54
212,2,2:33.0,,M. Brogdon makes technical free throw,44,55
213,2,2:33.0,,M. Turner makes free throw 1 of 2,44,56
214,2,2:33.0,,M. Turner makes free throw 2 of 2,44,57
215,2,2:22.0,K. Walker makes 3-pt jump shot from 25 ft (assist by S. Ojeleye),,47,57
216,2,1:56.0,,T. Warren misses 3-pt jump shot from 26 ft,47,57
217,2,1:52.0,Defensive rebound by J. Tatum,,47,57
218,2,1:47.0,Personal foul by M. Brogdon (drawn by D. Theis),,47,57
219,2,1:34.0,D. Theis makes 2-pt layup from 1 ft (assist by K. Walker),,49,57
220,2,1:19.0,,Shooting foul by D. Theis (drawn by J. Lamb),49,57
221,2,1:19.0,,J. Lamb makes free throw 1 of 2,49,58
222,2,1:19.0,,J. Lamb makes free throw 2 of 2,49,59
223,2,1:06.0,K. Walker makes 3-pt jump shot from 27 ft,,52,59
224,2,0:50.0,,T. Warren makes 2-pt layup from 1 ft (assist by M. Brogdon),52,61
225,2,0:35.0,D. Theis makes 2-pt dunk from 1 ft (assist by K. Walker),,54,61
226,2,0:16.0,,M. Turner misses 3-pt jump shot from 28 ft,54,61
227,2,0:12.0,Defensive rebound by J. Brown,,54,61
228,2,0:03.0,K. Walker makes 2-pt layup from 2 ft,,56,61
229,2,0:03.0,Shooting foul by M. Turner (drawn by K. Walker),,56,61
230,2,0:03.0,K. Walker makes free throw 1 of 1,,57,61
231,2,0:00.0,,J. Lamb misses 3-pt jump shot from 32 ft,57,61
232,2,0:00.0,,Offensive rebound by Team,57,61
233,3,11:46.0,,J. Lamb misses 2-pt jump shot from 15 ft,57,61
234,3,11:46.0,,Offensive rebound by Team,57,61
235,3,11:40.0,,T. Warren misses 2-pt jump shot from 13 ft,57,61
236,3,11:37.0,Defensive rebound by J. Brown,,57,61
237,3,11:31.0,K. Walker makes 3-pt jump shot from 28 ft (assist by J. Brown),,60,61
238,3,11:13.0,Violation by Team (kicked ball),,60,61
239,3,11:04.0,,M. Brogdon makes 2-pt jump shot from 18 ft (assist by D. Sabonis),60,63
240,3,10:47.0,Shooting foul by J. Lamb (drawn by G. Hayward),,60,63
241,3,10:47.0,G. Hayward makes free throw 1 of 2,,61,63
242,3,10:47.0,G. Hayward misses free throw 2 of 2,,61,63
243,3,10:46.0,,Defensive rebound by D. Sabonis,61,63
244,3,10:33.0,,M. Brogdon misses 2-pt jump shot from 14 ft,61,63
245,3,10:33.0,Defensive rebound by Team,,61,63
246,3,10:33.0,,Loose ball foul by D. Sabonis (drawn by K. Walker),61,63
247,3,10:22.0,K. Walker makes 3-pt jump shot from 29 ft (assist by J. Brown),,64,63
248,3,9:57.0,,M. Turner misses 3-pt jump shot from 24 ft,64,63
249,3,9:52.0,Defensive rebound by K. Walker,,64,63
250,3,9:44.0,Turnover by K. Walker (bad pass; steal by M. Brogdon),,64,63
251,3,9:41.0,,T. Warren makes 2-pt dunk from 1 ft (assist by M. Brogdon),64,65
252,3,9:26.0,Personal foul by T. Warren (drawn by J. Tatum),,64,65
253,3,9:18.0,Shooting foul by D. Sabonis (drawn by J. Brown),,64,65
254,3,9:18.0,J. Brown makes free throw 1 of 3,,65,65
255,3,9:18.0,J. Brown makes free throw 2 of 3,,66,65
256,3,9:18.0,J. Brown misses free throw 3 of 3,,66,65
257,3,9:17.0,,Defensive rebound by M. Turner,66,65
258,3,9:02.0,,T. Warren makes 3-pt jump shot from 28 ft (assist by M. Turner),66,68
259,3,8:48.0,K. Walker makes 2-pt layup from 2 ft,,68,68
260,3,8:24.0,,D. Sabonis makes 2-pt layup from 1 ft,68,70
261,3,8:07.0,J. Tatum makes 3-pt jump shot from 28 ft (assist by K. Walker),,71,70
262,3,7:44.0,,J. Lamb misses 2-pt jump shot from 19 ft,71,70
263,3,7:41.0,Defensive rebound by D. Theis,,71,70
264,3,7:36.0,Turnover by J. Brown (bad pass; steal by T. Warren),,71,70
265,3,7:26.0,,M. Brogdon makes 2-pt jump shot from 19 ft,71,72
266,3,7:05.0,J. Tatum misses 3-pt jump shot from 23 ft,,71,72
267,3,7:03.0,,Defensive rebound by T. Warren,71,72
268,3,6:56.0,,T. Warren misses 2-pt jump shot from 17 ft,71,72
269,3,6:54.0,Defensive rebound by D. Theis,,71,72
270,3,6:36.0,J. Brown makes 2-pt jump shot from 4 ft,,73,72
271,3,6:24.0,,M. Turner misses 2-pt jump shot from 21 ft,73,72
272,3,6:21.0,Defensive rebound by J. Tatum,,73,72
273,3,6:14.0,K. Walker makes 2-pt layup from 1 ft,,75,72
274,3,6:06.0,,Indiana full timeout,75,72
275,3,5:53.0,,M. Turner makes 2-pt jump shot from 13 ft (assist by T. Warren),75,74
276,3,5:31.0,K. Walker misses 2-pt layup at rim,,75,74
277,3,5:29.0,,Defensive rebound by D. Sabonis,75,74
278,3,5:23.0,,J. Lamb makes 2-pt layup from 1 ft (assist by D. Sabonis),75,76
279,3,5:07.0,J. Brown makes 3-pt jump shot from 24 ft (assist by G. Hayward),,78,76
280,3,4:50.0,Violation by Team (kicked ball),,78,76
281,3,4:50.0,E. Freedom enters the game for J. Tatum,,78,76
282,3,4:50.0,B. Wanamaker enters the game for D. Theis,,78,76
283,3,4:50.0,,J. Holiday enters the game for D. Sabonis,78,76
284,3,4:42.0,,M. Brogdon misses 3-pt jump shot from 26 ft,78,76
285,3,4:40.0,Defensive rebound by E. Freedom,,78,76
286,3,4:30.0,E. Freedom makes 2-pt hook shot from 5 ft (assist by J. Brown),,80,76
287,3,4:16.0,,Turnover by M. Turner (lost ball; steal by K. Walker),80,76
288,3,4:12.0,J. Brown makes 2-pt dunk from 2 ft (assist by K. Walker),,82,76
289,3,3:56.0,,Personal foul by B. Wanamaker (drawn by J. Holiday),82,76
290,3,3:56.0,S. Ojeleye enters the game for G. Hayward,,82,76
291,3,3:56.0,,A. Holiday enters the game for J. Lamb,82,76
292,3,3:47.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by M. Brogdon),82,79
293,3,3:30.0,J. Brown misses 2-pt jump shot from 7 ft,,82,79
294,3,3:28.0,,Defensive rebound by M. Brogdon,82,79
295,3,3:23.0,,A. Holiday makes 2-pt layup from 2 ft (assist by M. Brogdon),82,81
296,3,3:14.0,Boston full timeout,,82,81
297,3,3:14.0,,T. McConnell enters the game for M. Brogdon,82,81
298,3,2:58.0,K. Walker makes 2-pt jump shot from 19 ft,,84,81
299,3,2:39.0,,J. Holiday misses 2-pt jump shot from 18 ft,84,81
300,3,2:37.0,Defensive rebound by J. Brown,,84,81
301,3,2:28.0,K. Walker makes 2-pt layup from 2 ft,,86,81
302,3,2:11.0,,Shooting foul by S. Ojeleye (drawn by T. Warren),86,81
303,3,2:11.0,,T. Warren misses free throw 1 of 2,86,81
304,3,2:11.0,,Offensive rebound by Team,86,81
305,3,2:11.0,,D. Sabonis enters the game for M. Turner,86,81
306,3,2:11.0,,T. Warren makes free throw 2 of 2,86,82
307,3,2:01.0,Shooting foul by D. Sabonis (drawn by K. Walker),,86,82
308,3,2:01.0,K. Walker makes free throw 1 of 2,,87,82
309,3,2:01.0,,G. Bitadze enters the game for D. Sabonis,87,82
310,3,2:01.0,,D. McDermott enters the game for T. Warren,87,82
311,3,2:01.0,K. Walker misses free throw 2 of 2,,87,82
312,3,1:58.0,,Defensive rebound by A. Holiday,87,82
313,3,1:48.0,,D. McDermott misses 2-pt jump shot from 20 ft,87,82
314,3,1:45.0,Defensive rebound by E. Freedom,,87,82
315,3,1:39.0,K. Walker misses 3-pt jump shot from 29 ft,,87,82
316,3,1:36.0,,Defensive rebound by D. McDermott,87,82
317,3,1:31.0,,Personal foul by K. Walker (drawn by A. Holiday),87,82
318,3,1:31.0,J. Tatum enters the game for K. Walker,,87,82
319,3,1:20.0,,D. McDermott makes 2-pt layup from 2 ft (assist by T. McConnell),87,84
320,3,1:20.0,,Shooting foul by J. Brown (drawn by D. McDermott),87,84
321,3,1:20.0,,D. McDermott misses free throw 1 of 1,87,84
322,3,1:18.0,Defensive rebound by J. Brown,,87,84
323,3,1:00.0,J. Tatum makes 2-pt jump shot from 2 ft,,89,84
324,3,0:50.0,,Turnover by T. McConnell (lost ball; steal by J. Brown),89,84
325,3,0:44.0,Personal foul by J. Holiday (drawn by J. Tatum),,89,84
326,3,0:44.0,J. Tatum makes free throw 1 of 2,,90,84
327,3,0:44.0,J. Green enters the game for J. Brown,,90,84
328,3,0:44.0,J. Tatum makes free throw 2 of 2,,91,84
329,3,0:39.0,,Offensive foul by J. Holiday (drawn by S. Ojeleye),91,84
330,3,0:39.0,,Turnover by J. Holiday (offensive foul),91,84
331,3,0:31.0,J. Tatum makes 3-pt jump shot from 30 ft (assist by B. Wanamaker),,94,84
332,3,0:11.0,,T. McConnell misses 2-pt jump shot from 9 ft,94,84
333,3,0:09.0,Defensive rebound by J. Green,,94,84
334,3,0:02.0,J. Tatum misses 3-pt jump shot from 30 ft,,94,84
335,3,0:02.0,Offensive rebound by E. Freedom,,94,84
336,3,0:00.0,E. Freedom misses 2-pt layup at rim,,94,84
337,3,0:00.0,Offensive rebound by Team,,94,84
338,4,11:43.0,S. Ojeleye misses 3-pt jump shot from 27 ft,,94,84
339,4,11:41.0,,Defensive rebound by A. Holiday,94,84
340,4,11:29.0,,D. McDermott misses 2-pt jump shot from 8 ft,94,84
341,4,11:26.0,Defensive rebound by E. Freedom,,94,84
342,4,11:19.0,Turnover by J. Tatum (bad pass; steal by D. Sabonis),,94,84
343,4,11:15.0,,J. Holiday misses 3-pt jump shot from 26 ft,94,84
344,4,11:12.0,,Offensive rebound by D. McDermott,94,84
345,4,11:12.0,,D. McDermott makes 2-pt layup from 1 ft,94,86
346,4,11:12.0,,Shooting foul by E. Freedom (drawn by D. McDermott),94,86
347,4,11:12.0,,D. McDermott misses free throw 1 of 1,94,86
348,4,11:11.0,Defensive rebound by J. Green,,94,86
349,4,10:56.0,Turnover by J. Tatum (bad pass; steal by T. McConnell),,94,86
350,4,10:50.0,,J. Holiday makes 2-pt jump shot from 1 ft (assist by T. McConnell),94,88
351,4,10:40.0,B. Wanamaker misses 2-pt jump shot from 9 ft,,94,88
352,4,10:38.0,Offensive rebound by B. Wanamaker,,94,88
353,4,10:37.0,B. Wanamaker makes 2-pt layup at rim,,96,88
354,4,10:23.0,,D. McDermott misses 2-pt layup from 3 ft (block by E. Freedom),96,88
355,4,10:21.0,,Offensive rebound by D. McDermott,96,88
356,4,10:20.0,,D. McDermott misses 2-pt layup from 1 ft (block by J. Green),96,88
357,4,10:18.0,Defensive rebound by B. Wanamaker,,96,88
358,4,10:16.0,Turnover by J. Tatum (step out of bounds),,96,88
359,4,10:06.0,,A. Holiday makes 2-pt jump shot from 21 ft,96,90
360,4,9:41.0,E. Freedom misses 2-pt hook shot from 5 ft,,96,90
361,4,9:39.0,,Defensive rebound by J. Holiday,96,90
362,4,9:29.0,,J. Holiday makes 2-pt jump shot from 13 ft (assist by D. Sabonis),96,92
363,4,9:17.0,Turnover by B. Wanamaker (lost ball; steal by D. Sabonis),,96,92
364,4,9:13.0,,J. Holiday makes 2-pt dunk from 1 ft (assist by D. Sabonis),96,94
365,4,9:13.0,Boston full timeout,,96,94
366,4,9:13.0,J. Brown enters the game for J. Green,,96,94
367,4,9:13.0,G. Hayward enters the game for E. Freedom,,96,94
368,4,9:13.0,D. Theis enters the game for S. Ojeleye,,96,94
369,4,8:54.0,G. Hayward makes 2-pt layup from 2 ft,,98,94
370,4,8:44.0,,T. McConnell misses 2-pt jump shot from 12 ft,98,94
371,4,8:42.0,Defensive rebound by D. Theis,,98,94
372,4,8:31.0,Turnover by B. Wanamaker (traveling),,98,94
373,4,8:23.0,,A. Holiday makes 2-pt layup from 1 ft,98,96
374,4,7:58.0,J. Tatum misses 3-pt jump shot from 27 ft,,98,96
375,4,7:53.0,Offensive rebound by B. Wanamaker,,98,96
376,4,7:51.0,D. Theis makes 2-pt hook shot from 4 ft (assist by G. Hayward),,100,96
377,4,7:33.0,,D. Sabonis misses 2-pt hook shot from 4 ft,100,96
378,4,7:32.0,Defensive rebound by Team,,100,96
379,4,7:19.0,Offensive foul by J. Brown (drawn by A. Holiday),,100,96
380,4,7:19.0,Turnover by J. Brown (offensive foul),,100,96
381,4,7:19.0,K. Walker enters the game for J. Brown,,100,96
