,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SACRAMENTO_ACTION,MINNESOTA_SCORE,SACRAMENTO_SCORE
89,1,2:15.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,17,21
90,1,2:12.0,Defensive rebound by N. Vonleh,,17,21
91,1,1:55.0,N. Vonleh misses 2-pt layup from 3 ft,,17,21
92,1,1:53.0,,Defensive rebound by R. Holmes,17,21
93,1,1:49.0,,Turnover by C. Joseph (bad pass; steal by J. Culver),17,21
94,1,1:41.0,J. Okogie makes 2-pt layup from 1 ft (assist by N. Vonleh),,19,21
95,1,1:20.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,19,21
96,1,1:20.0,Defensive rebound by K. Bates-Diop,,19,21
97,1,1:00.0,Turnover by K. Bates-Diop (lost ball; steal by R. Holmes),,19,21
98,1,0:47.0,,R. Holmes misses 2-pt jump shot from 5 ft,19,21
99,1,0:45.0,,Offensive rebound by R. Holmes,19,21
100,1,0:45.0,,R. Holmes makes 2-pt layup from 2 ft,19,23
101,1,0:33.0,J. Culver makes 2-pt layup from 3 ft,,21,23
102,1,0:16.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by C. Joseph),21,26
103,1,0:00.0,J. Teague misses 2-pt jump shot from 16 ft (block by B. Bogdanović),,21,26
104,1,0:00.0,Offensive rebound by Team,,21,26
105,2,11:49.0,Shooting foul by Y. Ferrell (drawn by J. Teague),,21,26
106,2,11:49.0,J. Teague makes free throw 1 of 2,,22,26
107,2,11:49.0,J. Teague makes free throw 2 of 2,,23,26
108,2,11:36.0,,N. Bjelica misses 3-pt jump shot from 29 ft,23,26
109,2,11:32.0,Defensive rebound by N. Vonleh,,23,26
110,2,11:24.0,N. Vonleh makes 2-pt layup from 1 ft (assist by J. Teague),,25,26
111,2,11:17.0,,Personal foul by T. Graham (drawn by B. Bogdanović),25,26
112,2,11:07.0,,B. Bogdanović misses 2-pt jump shot from 10 ft,25,26
113,2,11:04.0,,Offensive rebound by T. Ariza,25,26
114,2,10:55.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by T. Ariza),25,29
115,2,10:37.0,J. Culver misses 2-pt jump shot from 4 ft,,25,29
116,2,10:34.0,,Defensive rebound by T. Ariza,25,29
117,2,10:32.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,25,29
118,2,10:27.0,,Offensive rebound by N. Bjelica,25,29
119,2,10:27.0,,N. Bjelica misses 2-pt layup at rim,25,29
120,2,10:25.0,,Offensive rebound by R. Holmes,25,29
121,2,10:25.0,,R. Holmes makes 2-pt layup at rim,25,31
122,2,10:06.0,T. Graham misses 2-pt layup from 7 ft (block by Y. Ferrell),,25,31
123,2,10:06.0,Offensive rebound by T. Graham,,25,31
124,2,10:06.0,Shooting foul by R. Holmes (drawn by T. Graham),,25,31
125,2,10:06.0,T. Graham makes free throw 1 of 2,,26,31
126,2,10:06.0,T. Graham makes free throw 2 of 2,,27,31
127,2,9:53.0,,R. Holmes makes 2-pt jump shot from 9 ft (assist by Y. Ferrell),27,33
128,2,9:34.0,K. Bates-Diop misses 2-pt jump shot from 9 ft,,27,33
129,2,9:30.0,Offensive rebound by N. Vonleh,,27,33
130,2,9:29.0,T. Graham misses 3-pt jump shot from 24 ft,,27,33
131,2,9:24.0,,Defensive rebound by N. Bjelica,27,33
132,2,9:08.0,,R. Holmes misses 2-pt jump shot from 10 ft,27,33
133,2,9:05.0,Defensive rebound by K. Bates-Diop,,27,33
134,2,9:03.0,J. Culver makes 2-pt layup from 1 ft (assist by J. Teague),,29,33
135,2,9:03.0,Shooting foul by N. Bjelica (drawn by J. Culver),,29,33
136,2,9:03.0,R. Covington enters the game for K. Bates-Diop,,29,33
137,2,9:03.0,,M. Bagley enters the game for B. Bogdanović,29,33
138,2,9:03.0,,B. Hield enters the game for R. Holmes,29,33
139,2,9:03.0,J. Culver misses free throw 1 of 1,,29,33
140,2,9:00.0,,Defensive rebound by T. Ariza,29,33
141,2,8:43.0,,Y. Ferrell misses 2-pt jump shot from 12 ft,29,33
142,2,8:40.0,Defensive rebound by J. Teague,,29,33
143,2,8:34.0,R. Covington misses 3-pt jump shot from 25 ft,,29,33
144,2,8:30.0,,Defensive rebound by B. Hield,29,33
145,2,8:22.0,,Shooting foul by R. Covington (drawn by N. Bjelica),29,33
146,2,8:22.0,,N. Bjelica makes free throw 1 of 2,29,34
147,2,8:22.0,,N. Bjelica makes free throw 2 of 2,29,35
148,2,8:20.0,Personal foul by T. Ariza (drawn by J. Culver),,29,35
149,2,8:12.0,R. Covington misses 3-pt jump shot from 28 ft,,29,35
150,2,8:09.0,,Defensive rebound by M. Bagley,29,35
151,2,8:03.0,,Personal foul by N. Vonleh (drawn by Y. Ferrell),29,35
152,2,8:03.0,S. Napier enters the game for J. Teague,,29,35
153,2,7:52.0,,M. Bagley misses 2-pt hook shot from 10 ft,29,35
154,2,7:49.0,Defensive rebound by J. Culver,,29,35
155,2,7:46.0,R. Covington makes 2-pt layup from 3 ft,,31,35
156,2,7:36.0,,M. Bagley misses 3-pt jump shot from 25 ft,31,35
157,2,7:30.0,Defensive rebound by S. Napier,,31,35
158,2,7:24.0,Personal foul by M. Bagley (drawn by R. Covington),,31,35
159,2,7:24.0,R. Covington makes free throw 1 of 2,,32,35
160,2,7:24.0,A. Wiggins enters the game for J. Culver,,32,35
161,2,7:24.0,,H. Barnes enters the game for N. Bjelica,32,35
162,2,7:24.0,R. Covington misses free throw 2 of 2,,32,35
163,2,7:19.0,,Defensive rebound by M. Bagley,32,35
164,2,7:11.0,,Turnover by Y. Ferrell (bad pass; steal by S. Napier),32,35
165,2,7:05.0,R. Covington makes 2-pt layup from 2 ft (assist by S. Napier),,34,35
166,2,6:59.0,,Sacramento full timeout,34,35
167,2,6:59.0,G. Dieng enters the game for N. Vonleh,,34,35
168,2,6:59.0,,B. Bogdanović enters the game for T. Ariza,34,35
169,2,6:59.0,,C. Joseph enters the game for Y. Ferrell,34,35
170,2,6:50.0,,H. Barnes misses 2-pt jump shot from 7 ft,34,35
171,2,6:47.0,Defensive rebound by G. Dieng,,34,35
172,2,6:26.0,S. Napier makes 2-pt layup from 8 ft,,36,35
173,2,6:05.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,36,35
174,2,6:01.0,Defensive rebound by S. Napier,,36,35
175,2,5:55.0,R. Covington misses 3-pt jump shot from 26 ft,,36,35
176,2,5:52.0,,Defensive rebound by H. Barnes,36,35
177,2,5:47.0,,Shooting foul by G. Dieng (drawn by M. Bagley),36,35
178,2,5:47.0,,M. Bagley makes free throw 1 of 2,36,36
179,2,5:47.0,,M. Bagley makes free throw 2 of 2,36,37
180,2,5:33.0,R. Covington misses 3-pt jump shot from 26 ft,,36,37
181,2,5:28.0,,Defensive rebound by B. Hield,36,37
182,2,5:10.0,,Shooting foul by G. Dieng (drawn by M. Bagley),36,37
183,2,5:10.0,,M. Bagley makes free throw 1 of 2,36,38
184,2,5:10.0,J. Okogie enters the game for T. Graham,,36,38
185,2,5:10.0,,M. Bagley makes free throw 2 of 2,36,39
186,2,4:57.0,A. Wiggins misses 2-pt dunk from 2 ft,,36,39
187,2,4:54.0,,Defensive rebound by H. Barnes,36,39
188,2,4:54.0,,Personal take foul by S. Napier (drawn by H. Barnes),36,39
189,2,4:54.0,,H. Barnes makes free throw 1 of 2,36,40
190,2,4:54.0,,H. Barnes misses free throw 2 of 2,36,40
191,2,4:52.0,Defensive rebound by R. Covington,,36,40
192,2,4:37.0,S. Napier misses 3-pt jump shot from 25 ft,,36,40
193,2,4:34.0,Offensive rebound by G. Dieng,,36,40
194,2,4:32.0,G. Dieng makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,39,40
195,2,4:20.0,,Offensive foul by M. Bagley (drawn by G. Dieng),39,40
196,2,4:20.0,,Turnover by M. Bagley (offensive foul),39,40
197,2,4:20.0,,R. Holmes enters the game for M. Bagley,39,40
198,2,4:06.0,G. Dieng misses 3-pt jump shot from 25 ft,,39,40
199,2,4:02.0,,Defensive rebound by H. Barnes,39,40
200,2,3:56.0,,B. Hield makes 2-pt layup from 1 ft,39,42
201,2,3:33.0,A. Wiggins misses 2-pt jump shot from 15 ft,,39,42
202,2,3:30.0,,Defensive rebound by B. Bogdanović,39,42
203,2,3:25.0,,Shooting foul by J. Okogie (drawn by B. Hield),39,42
204,2,3:25.0,,B. Hield makes free throw 1 of 2,39,43
205,2,3:25.0,,B. Hield makes free throw 2 of 2,39,44
206,2,3:06.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by S. Napier),,42,44
207,2,2:50.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,42,44
208,2,2:47.0,Defensive rebound by J. Okogie,,42,44
209,2,2:29.0,J. Okogie makes 2-pt layup from 1 ft (assist by A. Wiggins),,44,44
210,2,2:11.0,,B. Bogdanović misses 2-pt jump shot from 15 ft (block by R. Covington),44,44
211,2,2:07.0,,Offensive rebound by R. Holmes,44,44
212,2,2:05.0,,R. Holmes makes 2-pt layup from 2 ft,44,46
213,2,1:55.0,R. Covington makes 2-pt layup from 1 ft (assist by S. Napier),,46,46
214,2,1:43.0,,R. Holmes misses 2-pt jump shot from 4 ft,46,46
215,2,1:43.0,Defensive rebound by A. Wiggins,,46,46
216,2,1:35.0,G. Dieng misses 3-pt jump shot from 27 ft,,46,46
217,2,1:35.0,,Defensive rebound by Team,46,46
218,2,1:35.0,Minnesota full timeout,,46,46
219,2,1:35.0,J. Teague enters the game for S. Napier,,46,46
220,2,1:23.0,,B. Hield misses 3-pt jump shot from 26 ft,46,46
221,2,1:19.0,Defensive rebound by A. Wiggins,,46,46
222,2,1:09.0,J. Teague misses 3-pt jump shot from 24 ft,,46,46
223,2,1:06.0,Offensive rebound by G. Dieng,,46,46
224,2,1:03.0,G. Dieng makes 2-pt layup from 2 ft,,48,46
225,2,0:49.0,,H. Barnes misses 2-pt layup from 4 ft,48,46
226,2,0:47.0,Defensive rebound by G. Dieng,,48,46
227,2,0:31.0,Shooting foul by H. Barnes (drawn by A. Wiggins),,48,46
228,2,0:31.0,A. Wiggins makes free throw 1 of 3,,49,46
229,2,0:31.0,A. Wiggins makes free throw 2 of 3,,50,46
230,2,0:31.0,A. Wiggins misses free throw 3 of 3,,50,46
231,2,0:29.0,,Defensive rebound by R. Holmes,50,46
232,2,0:24.0,,Personal foul by R. Covington (drawn by C. Joseph),50,46
233,2,0:24.0,,C. Joseph makes free throw 1 of 2,50,47
234,2,0:24.0,,C. Joseph makes free throw 2 of 2,50,48
235,2,0:00.0,J. Teague misses 3-pt jump shot from 24 ft,,50,48
236,2,0:00.0,Offensive rebound by Team,,50,48
237,3,11:42.0,R. Covington misses 2-pt jump shot from 5 ft,,50,48
238,3,11:39.0,,Defensive rebound by R. Holmes,50,48
239,3,11:28.0,,Turnover by H. Barnes (bad pass),50,48
240,3,11:19.0,G. Dieng makes 3-pt jump shot from 25 ft (assist by S. Napier),,53,48
241,3,11:02.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by C. Joseph),53,51
242,3,10:39.0,Turnover by S. Napier (bad pass; steal by B. Hield),,53,51
243,3,10:39.0,,Personal take foul by R. Covington (drawn by B. Hield),53,51
244,3,10:39.0,K. Bates-Diop enters the game for R. Covington,,53,51
245,3,10:29.0,,B. Hield misses 2-pt jump shot from 12 ft,53,51
246,3,10:25.0,Defensive rebound by G. Dieng,,53,51
247,3,10:07.0,A. Wiggins misses 2-pt hook shot from 10 ft,,53,51
248,3,10:04.0,,Defensive rebound by R. Holmes,53,51
249,3,9:59.0,,Shooting foul by K. Bates-Diop (drawn by M. Bagley),53,51
250,3,9:59.0,,M. Bagley misses free throw 1 of 2,53,51
251,3,9:59.0,,Offensive rebound by Team,53,51
252,3,9:59.0,,M. Bagley makes free throw 2 of 2,53,52
253,3,9:46.0,T. Graham makes 2-pt jump shot from 6 ft (assist by S. Napier),,55,52
254,3,9:25.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by B. Hield),55,55
255,3,9:14.0,S. Napier misses 3-pt jump shot from 25 ft,,55,55
256,3,9:14.0,,Defensive rebound by R. Holmes,55,55
257,3,9:08.0,,B. Hield misses 2-pt layup from 2 ft,55,55
258,3,9:08.0,Defensive rebound by K. Bates-Diop,,55,55
259,3,8:59.0,K. Bates-Diop misses 3-pt jump shot from 26 ft,,55,55
260,3,8:56.0,,Defensive rebound by H. Barnes,55,55
261,3,8:50.0,,C. Joseph misses 3-pt jump shot from 24 ft,55,55
262,3,8:45.0,,Offensive rebound by R. Holmes,55,55
263,3,8:44.0,,R. Holmes makes 2-pt layup from 2 ft,55,57
264,3,8:30.0,G. Dieng makes 2-pt layup from 2 ft (assist by A. Wiggins),,57,57
265,3,8:15.0,,B. Hield makes 2-pt jump shot from 17 ft (assist by R. Holmes),57,59
266,3,7:59.0,S. Napier misses 3-pt jump shot from 26 ft,,57,59
267,3,7:57.0,Offensive rebound by T. Graham,,57,59
268,3,7:47.0,Offensive foul by A. Wiggins (drawn by H. Barnes),,57,59
269,3,7:47.0,Turnover by A. Wiggins (offensive foul),,57,59
270,3,7:32.0,,H. Barnes misses 2-pt jump shot from 6 ft,57,59
271,3,7:30.0,,Offensive rebound by R. Holmes,57,59
272,3,7:30.0,,R. Holmes misses 2-pt layup from 1 ft,57,59
273,3,7:30.0,,Offensive rebound by R. Holmes,57,59
274,3,7:30.0,,R. Holmes makes 2-pt layup from 1 ft,57,61
275,3,7:30.0,Minnesota full timeout,,57,61
276,3,7:30.0,J. Teague enters the game for G. Dieng,,57,61
277,3,7:30.0,N. Vonleh enters the game for S. Napier,,57,61
278,3,7:30.0,,B. Bogdanović enters the game for R. Holmes,57,61
279,3,7:09.0,K. Bates-Diop misses 3-pt jump shot from 26 ft,,57,61
280,3,7:08.0,,Defensive rebound by Team,57,61
281,3,6:57.0,,M. Bagley makes 2-pt jump shot from 4 ft (assist by C. Joseph),57,63
282,3,6:50.0,A. Wiggins misses 3-pt jump shot from 24 ft,,57,63
283,3,6:50.0,,Defensive rebound by B. Hield,57,63
284,3,6:33.0,,Turnover by M. Bagley (traveling),57,63
285,3,6:33.0,J. Okogie enters the game for T. Graham,,57,63
286,3,6:19.0,J. Teague misses 2-pt jump shot from 5 ft,,57,63
287,3,6:16.0,,Defensive rebound by M. Bagley,57,63
288,3,6:10.0,,B. Hield misses 2-pt jump shot from 18 ft,57,63
289,3,6:06.0,Defensive rebound by A. Wiggins,,57,63
290,3,6:02.0,K. Bates-Diop misses 2-pt jump shot from 5 ft,,57,63
291,3,5:58.0,Offensive rebound by K. Bates-Diop,,57,63
292,3,5:58.0,K. Bates-Diop misses 2-pt layup at rim,,57,63
293,3,5:57.0,,Defensive rebound by C. Joseph,57,63
294,3,5:46.0,,M. Bagley makes 2-pt jump shot from 20 ft,57,65
295,3,5:33.0,A. Wiggins misses 3-pt jump shot from 26 ft,,57,65
296,3,5:30.0,,Defensive rebound by B. Bogdanović,57,65
297,3,5:24.0,,Turnover by B. Bogdanović (lost ball; steal by K. Bates-Diop),57,65
298,3,5:20.0,Shooting foul by M. Bagley (drawn by K. Bates-Diop),,57,65
299,3,5:20.0,Technical foul by M. Bagley,,57,65
300,3,5:20.0,J. Teague makes technical free throw,,58,65
301,3,5:20.0,K. Bates-Diop makes free throw 1 of 2,,59,65
302,3,5:20.0,K. Bates-Diop makes free throw 2 of 2,,60,65
303,3,5:03.0,,Shooting foul by J. Teague (drawn by H. Barnes),60,65
304,3,5:03.0,,H. Barnes makes free throw 1 of 2,60,66
305,3,5:03.0,K. Martin enters the game for K. Bates-Diop,,60,66
306,3,5:03.0,,H. Barnes makes free throw 2 of 2,60,67
307,3,4:52.0,J. Okogie makes 2-pt jump shot from 9 ft (assist by K. Martin),,62,67
308,3,4:33.0,,H. Barnes misses 3-pt jump shot from 26 ft,62,67
309,3,4:29.0,Defensive rebound by J. Okogie,,62,67
310,3,4:29.0,Turnover by J. Okogie (bad pass; steal by C. Joseph),,62,67
311,3,4:21.0,,C. Joseph makes 2-pt layup from 3 ft,62,69
312,3,4:13.0,K. Martin misses 3-pt jump shot from 25 ft,,62,69
313,3,4:10.0,,Defensive rebound by M. Bagley,62,69
314,3,4:05.0,,Sacramento full timeout,62,69
315,3,4:05.0,,N. Bjelica enters the game for M. Bagley,62,69
316,3,4:05.0,,R. Holmes enters the game for H. Barnes,62,69
317,3,3:56.0,,B. Bogdanović makes 2-pt jump shot from 10 ft,62,71
318,3,3:42.0,J. Teague makes 3-pt jump shot from 25 ft (assist by K. Martin),,65,71
319,3,3:16.0,,C. Joseph misses 2-pt layup from 4 ft,65,71
320,3,3:13.0,Defensive rebound by N. Vonleh,,65,71
321,3,3:11.0,Personal take foul by B. Bogdanović (drawn by J. Teague),,65,71
322,3,3:11.0,,T. Ariza enters the game for B. Hield,65,71
323,3,2:55.0,J. Teague misses 2-pt jump shot from 9 ft,,65,71
324,3,2:51.0,,Defensive rebound by N. Bjelica,65,71
325,3,2:42.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,65,71
326,3,2:40.0,Defensive rebound by A. Wiggins,,65,71
327,3,2:37.0,Personal foul by N. Bjelica (drawn by A. Wiggins),,65,71
328,3,2:37.0,J. Culver enters the game for A. Wiggins,,65,71
329,3,2:29.0,K. Martin makes 3-pt jump shot from 25 ft,,68,71
330,3,2:18.0,,R. Holmes makes 2-pt dunk from 2 ft (assist by C. Joseph),68,73
331,3,2:03.0,N. Vonleh makes 2-pt layup from 2 ft,,70,73
332,3,1:49.0,,R. Holmes makes 2-pt hook shot from 6 ft (assist by T. Ariza),70,75
333,3,1:32.0,J. Culver misses 2-pt jump shot from 5 ft,,70,75
334,3,1:30.0,,Defensive rebound by T. Ariza,70,75
335,3,1:17.0,,C. Joseph misses 2-pt jump shot from 6 ft,70,75
336,3,1:15.0,Defensive rebound by N. Vonleh,,70,75
337,3,1:11.0,J. Okogie misses 2-pt layup from 7 ft,,70,75
338,3,1:10.0,Offensive rebound by J. Okogie,,70,75
339,3,1:10.0,Shooting foul by R. Holmes (drawn by J. Okogie),,70,75
340,3,1:10.0,J. Okogie misses free throw 1 of 2,,70,75
341,3,1:10.0,Offensive rebound by Team,,70,75
342,3,1:10.0,,Y. Ferrell enters the game for C. Joseph,70,75
343,3,1:10.0,J. Okogie makes free throw 2 of 2,,71,75
344,3,0:49.0,,N. Bjelica makes 2-pt dunk from 2 ft (assist by R. Holmes),71,77
345,3,0:32.0,J. Culver misses 3-pt jump shot from 26 ft,,71,77
346,3,0:28.0,Offensive rebound by K. Martin,,71,77
347,3,0:20.0,J. Teague misses 3-pt jump shot from 25 ft,,71,77
348,3,0:17.0,,Defensive rebound by T. Ariza,71,77
349,3,0:02.0,,B. Bogdanović makes 2-pt jump shot from 9 ft,71,79
350,4,11:43.0,,N. Bjelica misses 2-pt layup from 5 ft,71,79
351,4,11:42.0,,Offensive rebound by N. Bjelica,71,79
352,4,11:42.0,,N. Bjelica misses 2-pt layup from 1 ft,71,79
353,4,11:42.0,Defensive rebound by Team,,71,79
354,4,11:29.0,J. Teague makes 2-pt jump shot from 11 ft,,73,79
355,4,11:29.0,Shooting foul by Y. Ferrell (drawn by J. Teague),,73,79
356,4,11:29.0,J. Teague makes free throw 1 of 1,,74,79
357,4,11:13.0,,B. Bogdanović misses 2-pt jump shot from 24 ft,74,79
358,4,11:10.0,Defensive rebound by J. Teague,,74,79
359,4,10:50.0,J. Culver misses 2-pt jump shot from 16 ft,,74,79
360,4,10:48.0,,Defensive rebound by Team,74,79
361,4,10:38.0,,T. Ariza misses 2-pt layup from 5 ft,74,79
362,4,10:37.0,,Offensive rebound by R. Holmes,74,79
363,4,10:36.0,,R. Holmes misses 2-pt layup from 3 ft,74,79
364,4,10:35.0,,Offensive rebound by T. Ariza,74,79
365,4,10:32.0,,Turnover by T. Ariza (lost ball; steal by J. Culver),74,79
366,4,10:19.0,Turnover by J. Teague (bad pass),,74,79
367,4,10:00.0,,N. Bjelica makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),74,82
368,4,9:39.0,Personal foul by N. Bjelica (drawn by J. Culver),,74,82
369,4,9:32.0,Personal foul by Y. Ferrell (drawn by T. Graham),,74,82
370,4,9:25.0,J. Teague makes 2-pt jump shot from 12 ft,,76,82
371,4,8:59.0,,B. Bogdanović misses 3-pt jump shot from 25 ft (block by J. Culver),76,82
372,4,8:56.0,Defensive rebound by G. Dieng,,76,82
373,4,8:48.0,T. Graham misses 3-pt jump shot from 26 ft,,76,82
374,4,8:43.0,,Defensive rebound by T. Ariza,76,82
375,4,8:34.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,76,82
376,4,8:30.0,Defensive rebound by J. Teague,,76,82
377,4,8:21.0,R. Covington misses 2-pt layup from 2 ft (block by N. Bjelica),,76,82
378,4,8:19.0,,Defensive rebound by Y. Ferrell,76,82
379,4,8:15.0,,Y. Ferrell misses 2-pt layup from 1 ft,76,82
380,4,8:15.0,,Offensive rebound by Team,76,82
381,4,8:15.0,,Sacramento full timeout,76,82
382,4,8:15.0,S. Napier enters the game for J. Culver,,76,82
383,4,8:15.0,A. Wiggins enters the game for J. Teague,,76,82
384,4,8:15.0,,B. Hield enters the game for B. Bogdanović,76,82
