,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CHICAGO_ACTION,OKLAHOMA CITY_SCORE,CHICAGO_SCORE
26,1,8:42.0,,Offensive rebound by C. Felício,11,2
27,1,8:40.0,,Z. LaVine misses 3-pt jump shot from 27 ft,11,2
28,1,8:37.0,Defensive rebound by C. Paul,,11,2
29,1,8:27.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),,14,2
30,1,8:25.0,,Chicago full timeout,14,2
31,1,8:08.0,,T. Satoranský makes 2-pt jump shot from 16 ft (assist by Z. LaVine),14,4
32,1,7:56.0,Personal foul by R. Arcidiacono (drawn by S. Adams),,14,4
33,1,7:41.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by C. Paul),,17,4
34,1,7:23.0,,T. Satoranský misses 3-pt jump shot from 27 ft,17,4
35,1,7:20.0,Defensive rebound by D. Gallinari,,17,4
36,1,7:13.0,S. Gilgeous-Alexander makes 3-pt jump shot from 26 ft (assist by S. Adams),,20,4
37,1,6:52.0,,T. Satoranský makes 2-pt jump shot from 14 ft,20,6
38,1,6:30.0,Turnover by D. Gallinari (bad pass),,20,6
39,1,6:30.0,N. Noel enters the game for S. Adams,,20,6
40,1,6:30.0,,A. Mokoka enters the game for R. Arcidiacono,20,6
41,1,6:30.0,,C. White enters the game for T. Young,20,6
42,1,6:05.0,,Z. LaVine misses 2-pt jump shot from 22 ft,20,6
43,1,6:05.0,Defensive rebound by S. Gilgeous-Alexander,,20,6
44,1,5:54.0,D. Gallinari makes 3-pt jump shot from 23 ft (assist by C. Paul),,23,6
45,1,5:33.0,,Z. LaVine misses 2-pt layup from 3 ft,23,6
46,1,5:32.0,,Offensive rebound by Z. LaVine,23,6
47,1,5:32.0,,Z. LaVine makes 2-pt layup at rim,23,8
48,1,5:32.0,,Shooting foul by N. Noel (drawn by Z. LaVine),23,8
49,1,5:32.0,,Z. LaVine misses free throw 1 of 1,23,8
50,1,5:30.0,Defensive rebound by S. Gilgeous-Alexander,,23,8
51,1,5:24.0,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,,25,8
52,1,5:16.0,Violation by Team (kicked ball),,25,8
53,1,5:16.0,D. Schröder enters the game for C. Paul,,25,8
54,1,5:03.0,,C. Felício makes 2-pt layup from 3 ft (assist by Z. LaVine),25,10
55,1,4:45.0,D. Gallinari misses 3-pt jump shot from 24 ft,,25,10
56,1,4:43.0,,Defensive rebound by Z. LaVine,25,10
57,1,4:40.0,,A. Mokoka makes 3-pt jump shot from 26 ft (assist by T. Satoranský),25,13
58,1,4:18.0,D. Gallinari makes 2-pt jump shot from 5 ft (assist by D. Schröder),,27,13
59,1,4:18.0,,S. Harrison enters the game for T. Satoranský,27,13
60,1,4:04.0,,Turnover by C. White (lost ball; steal by D. Gallinari),27,13
61,1,4:04.0,Personal foul by C. White (drawn by D. Schröder),,27,13
62,1,3:52.0,D. Gallinari misses 3-pt jump shot from 25 ft,,27,13
63,1,3:49.0,,Defensive rebound by S. Harrison,27,13
64,1,3:42.0,,S. Harrison makes 2-pt jump shot from 3 ft,27,15
65,1,3:24.0,N. Noel makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),,29,15
66,1,3:12.0,,Z. LaVine makes 2-pt layup from 3 ft,29,17
67,1,2:54.0,L. Dort misses 2-pt layup from 3 ft,,29,17
68,1,2:52.0,,Defensive rebound by C. White,29,17
69,1,2:49.0,,C. White makes 2-pt layup from 3 ft,29,19
70,1,2:49.0,Oklahoma City full timeout,,29,19
71,1,2:49.0,T. Ferguson enters the game for L. Dort,,29,19
72,1,2:49.0,A. Nader enters the game for D. Gallinari,,29,19
73,1,2:49.0,,R. Arcidiacono enters the game for Z. LaVine,29,19
74,1,2:32.0,A. Nader misses 2-pt layup from 3 ft (block by C. Felício),,29,19
75,1,2:30.0,Offensive rebound by A. Nader,,29,19
76,1,2:30.0,Shooting foul by R. Arcidiacono (drawn by N. Noel),,29,19
77,1,2:30.0,N. Noel misses free throw 1 of 2,,29,19
78,1,2:30.0,Offensive rebound by Team,,29,19
79,1,2:30.0,N. Noel misses free throw 2 of 2,,29,19
80,1,2:27.0,,Defensive rebound by C. Felício,29,19
81,1,2:17.0,,C. White misses 2-pt jump shot from 8 ft,29,19
82,1,2:14.0,Defensive rebound by D. Schröder,,29,19
83,1,2:02.0,T. Ferguson misses 3-pt jump shot from 25 ft,,29,19
84,1,1:59.0,,Defensive rebound by C. White,29,19
85,1,1:54.0,,C. White makes 3-pt jump shot from 25 ft,29,22
86,1,1:31.0,Turnover by D. Schröder (bad pass; steal by C. Felício),,29,22
87,1,1:30.0,,Personal take foul by D. Schröder (drawn by R. Arcidiacono),29,22
88,1,1:30.0,S. Adams enters the game for S. Gilgeous-Alexander,,29,22
89,1,1:30.0,C. Paul enters the game for N. Noel,,29,22
90,1,1:11.0,,C. White makes 2-pt jump shot from 20 ft,29,24
91,1,0:54.0,D. Schröder makes 3-pt jump shot from 24 ft (assist by T. Ferguson),,32,24
92,1,0:48.0,,R. Arcidiacono makes 2-pt layup from 1 ft (assist by C. Felício),32,26
93,1,0:47.0,Personal foul by R. Arcidiacono (drawn by C. Paul),,32,26
94,1,0:47.0,,T. Satoranský enters the game for R. Arcidiacono,32,26
95,1,0:47.0,C. Paul makes free throw 1 of 2,,33,26
96,1,0:47.0,C. Paul makes free throw 2 of 2,,34,26
97,1,0:31.0,,C. White makes 2-pt jump shot from 21 ft,34,28
98,1,0:26.0,D. Schröder makes 2-pt layup from 13 ft (assist by C. Paul),,36,28
99,1,0:01.0,,C. White misses 3-pt jump shot from 28 ft,36,28
100,1,0:01.0,,Offensive rebound by Team,36,28
101,2,11:35.0,,S. Harrison misses 3-pt jump shot from 23 ft,36,28
102,2,11:33.0,Defensive rebound by C. Paul,,36,28
103,2,11:19.0,D. Schröder makes 2-pt layup from 2 ft (assist by T. Ferguson),,38,28
104,2,11:08.0,,S. Harrison makes 2-pt layup from 3 ft,38,30
105,2,11:08.0,,Shooting foul by T. Ferguson (drawn by S. Harrison),38,30
106,2,11:08.0,,S. Harrison makes free throw 1 of 1,38,31
107,2,10:57.0,C. Paul misses 2-pt jump shot from 17 ft,,38,31
108,2,10:54.0,,Defensive rebound by A. Mokoka,38,31
109,2,10:44.0,,Personal foul by A. Nader (drawn by S. Harrison),38,31
110,2,10:43.0,Violation by Team (kicked ball),,38,31
111,2,10:31.0,,Turnover by T. Satoranský (bad pass; steal by A. Nader),38,31
112,2,10:24.0,Shooting foul by D. Gafford (drawn by T. Ferguson),,38,31
113,2,10:24.0,T. Ferguson makes free throw 1 of 2,,39,31
114,2,10:24.0,,C. Felício enters the game for D. Gafford,39,31
115,2,10:24.0,T. Ferguson makes free throw 2 of 2,,40,31
116,2,10:08.0,,S. Harrison misses 2-pt layup from 4 ft (block by A. Nader),40,31
117,2,10:05.0,Defensive rebound by D. Schröder,,40,31
118,2,10:03.0,T. Ferguson makes 3-pt jump shot from 24 ft (assist by D. Schröder),,43,31
119,2,9:50.0,,C. Felício makes 2-pt layup from 3 ft (assist by C. White),43,33
120,2,9:40.0,D. Schröder misses 2-pt layup from 2 ft,,43,33
121,2,9:38.0,,Defensive rebound by A. Mokoka,43,33
122,2,9:34.0,,C. White misses 2-pt jump shot from 15 ft,43,33
123,2,9:32.0,Defensive rebound by A. Nader,,43,33
124,2,9:19.0,S. Adams makes 2-pt dunk from 1 ft (assist by C. Paul),,45,33
125,2,8:53.0,,T. Satoranský misses 2-pt layup from 2 ft,45,33
126,2,8:51.0,Defensive rebound by C. Paul,,45,33
127,2,8:48.0,A. Nader makes 3-pt jump shot from 23 ft (assist by C. Paul),,48,33
128,2,8:46.0,,Chicago full timeout,48,33
129,2,8:46.0,N. Noel enters the game for S. Adams,,48,33
130,2,8:46.0,,Z. LaVine enters the game for A. Mokoka,48,33
131,2,8:46.0,,T. Young enters the game for C. White,48,33
132,2,8:31.0,,Turnover by T. Satoranský (bad pass; steal by D. Schröder),48,33
133,2,8:16.0,T. Ferguson makes 3-pt jump shot from 25 ft (assist by N. Noel),,51,33
134,2,7:54.0,,Personal foul by A. Nader (drawn by T. Young),51,33
135,2,7:54.0,S. Gilgeous-Alexander enters the game for C. Paul,,51,33
136,2,7:43.0,,S. Harrison makes 2-pt layup from 2 ft (assist by T. Satoranský),51,35
137,2,7:30.0,T. Ferguson makes 3-pt jump shot from 23 ft (assist by A. Nader),,54,35
138,2,7:13.0,,T. Young misses 3-pt jump shot from 26 ft,54,35
139,2,7:11.0,Defensive rebound by A. Nader,,54,35
140,2,7:03.0,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),,56,35
141,2,6:34.0,,T. Young misses 2-pt hook shot from 7 ft,56,35
142,2,6:32.0,Defensive rebound by S. Gilgeous-Alexander,,56,35
143,2,6:20.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,,56,35
144,2,6:18.0,Offensive rebound by Team,,56,35
145,2,6:18.0,,C. White enters the game for S. Harrison,56,35
146,2,6:16.0,D. Schröder makes 2-pt jump shot from 15 ft (assist by S. Gilgeous-Alexander),,58,35
147,2,6:02.0,,T. Young makes 3-pt jump shot from 26 ft (assist by T. Satoranský),58,38
148,2,5:43.0,T. Ferguson misses 3-pt jump shot from 23 ft,,58,38
149,2,5:41.0,,Defensive rebound by C. Felício,58,38
150,2,5:38.0,,Turnover by T. Satoranský (out of bounds lost ball),58,38
151,2,5:38.0,L. Dort enters the game for T. Ferguson,,58,38
152,2,5:38.0,D. Gallinari enters the game for A. Nader,,58,38
153,2,5:29.0,Offensive foul by S. Gilgeous-Alexander (drawn by Z. LaVine),,58,38
154,2,5:29.0,Turnover by S. Gilgeous-Alexander (offensive foul),,58,38
155,2,5:17.0,,T. Satoranský misses 3-pt jump shot from 24 ft,58,38
156,2,5:15.0,Defensive rebound by D. Gallinari,,58,38
157,2,5:06.0,N. Noel makes 2-pt dunk at rim (assist by D. Schröder),,60,38
158,2,4:52.0,,Turnover by Z. LaVine (bad pass),60,38
159,2,4:43.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,,62,38
160,2,4:35.0,,Personal foul by D. Schröder (drawn by C. White),62,38
161,2,4:35.0,,S. Harrison enters the game for T. Satoranský,62,38
162,2,4:27.0,,S. Harrison misses 3-pt jump shot from 23 ft,62,38
163,2,4:22.0,,Offensive rebound by C. Felício,62,38
164,2,4:22.0,,C. Felício makes 2-pt layup at rim,62,40
165,2,4:00.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by S. Harrison),,62,40
166,2,4:00.0,Offensive rebound by Team,,62,40
167,2,4:00.0,S. Adams enters the game for N. Noel,,62,40
168,2,3:57.0,Turnover by Team (shot clock),,62,40
169,2,3:46.0,,Z. LaVine misses 3-pt jump shot from 26 ft,62,40
170,2,3:46.0,,Offensive rebound by C. White,62,40
171,2,3:40.0,,C. White makes 3-pt jump shot from 24 ft (assist by T. Young),62,43
172,2,3:27.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by S. Harrison),,62,43
173,2,3:23.0,,Z. LaVine makes 2-pt layup from 2 ft,62,45
174,2,3:23.0,,Shooting foul by L. Dort (drawn by Z. LaVine),62,45
175,2,3:23.0,Oklahoma City full timeout,,62,45
176,2,3:23.0,C. Paul enters the game for S. Gilgeous-Alexander,,62,45
177,2,3:23.0,,A. Mokoka enters the game for C. Felício,62,45
178,2,3:23.0,,Z. LaVine misses free throw 1 of 1,62,45
179,2,3:20.0,Defensive rebound by L. Dort,,62,45
180,2,3:01.0,D. Gallinari misses 2-pt jump shot from 13 ft,,62,45
181,2,3:01.0,Offensive rebound by S. Adams,,62,45
182,2,3:01.0,S. Adams makes 2-pt layup from 1 ft,,64,45
183,2,2:38.0,,Turnover by Z. LaVine (bad pass; steal by S. Adams),64,45
184,2,2:27.0,Shooting foul by T. Young (drawn by S. Adams),,64,45
185,2,2:27.0,S. Adams makes free throw 1 of 2,,65,45
186,2,2:27.0,,C. Felício enters the game for A. Mokoka,65,45
187,2,2:27.0,S. Adams makes free throw 2 of 2,,66,45
188,2,2:16.0,,Shooting foul by D. Schröder (drawn by C. White),66,45
189,2,2:16.0,,C. White makes free throw 1 of 2,66,46
190,2,2:16.0,S. Gilgeous-Alexander enters the game for D. Schröder,,66,46
191,2,2:16.0,,C. White makes free throw 2 of 2,66,47
192,2,2:05.0,Turnover by C. Paul (lost ball; steal by T. Young),,66,47
193,2,2:00.0,,Z. LaVine makes 2-pt dunk from 1 ft (assist by T. Young),66,49
194,2,1:45.0,S. Gilgeous-Alexander misses 3-pt jump shot from 24 ft,,66,49
195,2,1:41.0,,Defensive rebound by Z. LaVine,66,49
196,2,1:33.0,,Z. LaVine makes 2-pt layup from 2 ft,66,51
197,2,1:15.0,D. Gallinari makes 2-pt jump shot from 20 ft,,68,51
198,2,1:05.0,,Z. LaVine misses 3-pt jump shot from 27 ft,68,51
199,2,1:04.0,,Offensive rebound by T. Young,68,51
200,2,0:54.0,,C. White makes 2-pt layup from 1 ft,68,53
201,2,0:47.0,C. Paul makes 2-pt jump shot from 18 ft,,70,53
202,2,0:34.0,,Z. LaVine makes 2-pt layup from 2 ft,70,55
203,2,0:34.0,,Shooting foul by L. Dort (drawn by Z. LaVine),70,55
204,2,0:34.0,D. Schröder enters the game for L. Dort,,70,55
205,2,0:34.0,,Z. LaVine misses free throw 1 of 1,70,55
206,2,0:31.0,Defensive rebound by S. Gilgeous-Alexander,,70,55
207,2,0:27.0,C. Paul makes 2-pt layup from 2 ft,,72,55
208,2,0:04.0,,Z. LaVine misses 3-pt jump shot from 25 ft,72,55
209,2,0:03.0,Defensive rebound by Team,,72,55
210,2,0:00.0,C. Paul misses 3-pt jump shot from 46 ft,,72,55
211,2,0:00.0,Offensive rebound by Team,,72,55
212,3,11:43.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,72,55
213,3,11:40.0,Defensive rebound by L. Dort,,72,55
214,3,11:27.0,D. Gallinari misses 2-pt layup from 4 ft,,72,55
215,3,11:25.0,,Defensive rebound by C. Felício,72,55
216,3,11:14.0,,T. Satoranský misses 2-pt layup at rim,72,55
217,3,11:14.0,,Offensive rebound by Team,72,55
218,3,11:10.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by T. Satoranský),72,57
219,3,10:54.0,Personal foul by T. Young (drawn by S. Adams),,72,57
220,3,10:45.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by R. Arcidiacono),,72,57
221,3,10:42.0,,T. Satoranský makes 2-pt dunk from 1 ft (assist by T. Young),72,59
222,3,10:42.0,Oklahoma City full timeout,,72,59
223,3,10:20.0,C. Paul misses 3-pt jump shot from 25 ft,,72,59
224,3,10:12.0,Offensive rebound by S. Adams,,72,59
225,3,10:09.0,D. Gallinari misses 3-pt jump shot from 26 ft,,72,59
226,3,10:09.0,Offensive rebound by S. Adams,,72,59
227,3,10:09.0,Personal foul by C. Felício (drawn by S. Adams),,72,59
228,3,10:01.0,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,,72,59
229,3,9:58.0,,Defensive rebound by T. Satoranský,72,59
230,3,9:49.0,,Turnover by Z. LaVine (bad pass; steal by C. Paul),72,59
231,3,9:41.0,Shooting foul by T. Satoranský (drawn by S. Adams),,72,59
232,3,9:41.0,S. Adams misses free throw 1 of 2,,72,59
233,3,9:41.0,Offensive rebound by Team,,72,59
234,3,9:41.0,S. Adams makes free throw 2 of 2,,73,59
235,3,9:22.0,,T. Satoranský misses 2-pt jump shot from 9 ft,73,59
236,3,9:17.0,,Offensive rebound by T. Satoranský,73,59
237,3,9:17.0,,T. Satoranský makes 2-pt layup from 1 ft,73,61
238,3,9:10.0,C. Paul misses 2-pt jump shot from 20 ft,,73,61
239,3,9:06.0,,Defensive rebound by C. Felício,73,61
240,3,8:59.0,,T. Young misses 2-pt layup from 2 ft,73,61
241,3,8:56.0,,Offensive rebound by T. Young,73,61
242,3,8:56.0,,T. Young makes 2-pt layup from 1 ft,73,63
243,3,8:33.0,S. Adams makes 2-pt dunk from 1 ft,,75,63
244,3,8:18.0,,Z. LaVine misses 3-pt jump shot from 26 ft,75,63
245,3,8:15.0,Defensive rebound by S. Gilgeous-Alexander,,75,63
246,3,8:08.0,Shooting foul by R. Arcidiacono (drawn by S. Gilgeous-Alexander),,75,63
247,3,8:08.0,S. Gilgeous-Alexander misses free throw 1 of 2,,75,63
248,3,8:08.0,Offensive rebound by Team,,75,63
249,3,8:08.0,S. Gilgeous-Alexander makes free throw 2 of 2,,76,63
250,3,8:00.0,,Z. LaVine makes 2-pt dunk from 2 ft (assist by T. Satoranský),76,65
251,3,7:52.0,C. Paul makes 2-pt jump shot from 13 ft,,78,65
252,3,7:42.0,,Turnover by T. Satoranský (bad pass; steal by S. Gilgeous-Alexander),78,65
253,3,7:38.0,D. Gallinari misses 3-pt jump shot from 26 ft,,78,65
254,3,7:34.0,,Defensive rebound by T. Young,78,65
255,3,7:26.0,,Z. LaVine misses 2-pt jump shot from 19 ft,78,65
256,3,7:23.0,,Offensive rebound by C. Felício,78,65
257,3,7:12.0,,Personal foul by C. Paul (drawn by Z. LaVine),78,65
258,3,7:12.0,N. Noel enters the game for S. Adams,,78,65
259,3,7:12.0,,C. White enters the game for R. Arcidiacono,78,65
260,3,7:08.0,,Z. LaVine makes 2-pt jump shot from 17 ft (assist by T. Satoranský),78,67
261,3,6:45.0,C. Paul makes 2-pt layup from 3 ft (assist by L. Dort),,80,67
262,3,6:24.0,,C. Felício misses 2-pt jump shot from 11 ft,80,67
263,3,6:20.0,Defensive rebound by S. Gilgeous-Alexander,,80,67
264,3,6:12.0,L. Dort misses 3-pt jump shot from 23 ft,,80,67
265,3,6:07.0,Offensive rebound by S. Gilgeous-Alexander,,80,67
266,3,5:59.0,S. Gilgeous-Alexander makes 2-pt jump shot from 6 ft,,82,67
267,3,5:54.0,,Chicago full timeout,82,67
268,3,5:54.0,D. Schröder enters the game for C. Paul,,82,67
269,3,5:54.0,,D. Gafford enters the game for C. Felício,82,67
270,3,5:45.0,,C. White makes 3-pt jump shot from 25 ft,82,70
271,3,5:34.0,Shooting foul by Z. LaVine (drawn by S. Gilgeous-Alexander),,82,70
272,3,5:34.0,S. Gilgeous-Alexander makes free throw 1 of 2,,83,70
273,3,5:34.0,S. Gilgeous-Alexander makes free throw 2 of 2,,84,70
274,3,5:21.0,,Shooting foul by N. Noel (drawn by T. Satoranský),84,70
275,3,5:21.0,,T. Satoranský makes free throw 1 of 2,84,71
276,3,5:21.0,,T. Satoranský makes free throw 2 of 2,84,72
277,3,4:58.0,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,,84,72
278,3,4:55.0,,Defensive rebound by C. White,84,72
279,3,4:45.0,,C. White misses 2-pt layup from 2 ft (block by S. Gilgeous-Alexander),84,72
280,3,4:45.0,,Offensive rebound by Team,84,72
281,3,4:40.0,,Z. LaVine makes 2-pt jump shot from 17 ft,84,74
282,3,4:17.0,D. Gallinari misses 2-pt jump shot from 22 ft,,84,74
283,3,4:14.0,,Defensive rebound by C. White,84,74
284,3,3:56.0,,Z. LaVine makes 2-pt jump shot from 19 ft,84,76
285,3,3:42.0,Offensive foul by N. Noel (drawn by D. Gafford),,84,76
286,3,3:42.0,Turnover by N. Noel (offensive foul),,84,76
287,3,3:42.0,T. Ferguson enters the game for L. Dort,,84,76
288,3,3:42.0,C. Paul enters the game for S. Gilgeous-Alexander,,84,76
289,3,3:29.0,,D. Gafford makes 2-pt hook shot from 1 ft (assist by Z. LaVine),84,78
290,3,3:06.0,D. Gallinari misses 3-pt jump shot from 26 ft,,84,78
291,3,3:02.0,,Defensive rebound by T. Satoranský,84,78
292,3,2:53.0,,Z. LaVine makes 2-pt jump shot from 16 ft,84,80
293,3,2:35.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by C. Paul),,87,80
294,3,2:20.0,,C. White makes 3-pt jump shot from 25 ft (assist by T. Young),87,83
295,3,1:58.0,C. Paul misses 2-pt jump shot from 20 ft,,87,83
296,3,1:54.0,,Defensive rebound by C. White,87,83
297,3,1:51.0,,C. White makes 3-pt jump shot from 26 ft,87,86
298,3,1:50.0,Oklahoma City full timeout,,87,86
299,3,1:50.0,S. Adams enters the game for D. Gallinari,,87,86
300,3,1:50.0,A. Nader enters the game for N. Noel,,87,86
301,3,1:50.0,,S. Harrison enters the game for T. Satoranský,87,86
302,3,1:50.0,,A. Mokoka enters the game for T. Young,87,86
303,3,1:32.0,Turnover by D. Schröder (lost ball; steal by Z. LaVine),,87,86
304,3,1:28.0,,C. White misses 3-pt jump shot from 25 ft,87,86
305,3,1:25.0,,Offensive rebound by Z. LaVine,87,86
306,3,1:25.0,,Z. LaVine makes 2-pt layup from 1 ft,87,88
307,3,1:15.0,Turnover by D. Schröder (traveling),,87,88
308,3,0:55.0,,C. White misses 2-pt jump shot from 16 ft,87,88
309,3,0:53.0,Defensive rebound by A. Nader,,87,88
310,3,0:41.0,C. Paul makes 2-pt jump shot from 15 ft,,89,88
311,3,0:35.0,,Z. LaVine makes 2-pt layup from 1 ft,89,90
312,3,0:30.0,D. Schröder misses 2-pt jump shot from 12 ft,,89,90
313,3,0:27.0,,Defensive rebound by D. Gafford,89,90
314,3,0:08.0,,Z. LaVine makes 3-pt jump shot from 26 ft,89,93
315,3,0:01.0,C. Paul makes 2-pt jump shot from 18 ft,,91,93
316,4,11:42.0,D. Schröder makes 2-pt jump shot from 20 ft (assist by C. Paul),,93,93
317,4,11:18.0,,R. Arcidiacono misses 2-pt jump shot from 14 ft,93,93
318,4,11:13.0,,Offensive rebound by C. Felício,93,93
319,4,11:12.0,,C. Felício misses 2-pt jump shot from 4 ft (block by T. Ferguson),93,93
320,4,11:12.0,Defensive rebound by S. Adams,,93,93
321,4,11:05.0,D. Schröder makes 2-pt layup from 2 ft,,95,93
322,4,10:50.0,,C. White makes 2-pt jump shot from 19 ft (assist by C. Felício),95,95
323,4,10:50.0,,Shooting foul by T. Ferguson (drawn by C. White),95,95
324,4,10:50.0,,C. White makes free throw 1 of 1,95,96
325,4,10:41.0,D. Schröder misses 3-pt jump shot from 25 ft,,95,96
326,4,10:38.0,,Defensive rebound by R. Arcidiacono,95,96
327,4,10:26.0,,C. White makes 2-pt jump shot from 16 ft,95,98
328,4,10:11.0,C. Paul misses 3-pt jump shot from 26 ft,,95,98
329,4,10:11.0,,Defensive rebound by C. Felício,95,98
330,4,9:55.0,,C. White misses 3-pt jump shot from 25 ft,95,98
331,4,9:52.0,Defensive rebound by A. Nader,,95,98
332,4,9:47.0,Personal foul by R. Arcidiacono (drawn by D. Schröder),,95,98
333,4,9:47.0,N. Noel enters the game for S. Adams,,95,98
334,4,9:35.0,A. Nader makes 3-pt jump shot from 23 ft (assist by T. Ferguson),,98,98
335,4,9:13.0,,S. Harrison makes 2-pt jump shot from 7 ft,98,100
336,4,9:05.0,Personal foul by A. Mokoka (drawn by A. Nader),,98,100
337,4,9:05.0,,Z. LaVine enters the game for C. White,98,100
338,4,8:55.0,D. Schröder misses 3-pt jump shot from 25 ft (block by S. Harrison),,98,100
339,4,8:55.0,Offensive rebound by Team,,98,100
340,4,8:48.0,C. Paul misses 2-pt layup from 15 ft,,98,100
341,4,8:43.0,,Defensive rebound by S. Harrison,98,100
342,4,8:32.0,,Z. LaVine misses 2-pt jump shot from 17 ft,98,100
343,4,8:29.0,Defensive rebound by A. Nader,,98,100
344,4,8:23.0,Personal foul by A. Mokoka (drawn by A. Nader),,98,100
345,4,8:23.0,S. Gilgeous-Alexander enters the game for C. Paul,,98,100
346,4,8:11.0,S. Gilgeous-Alexander makes 3-pt jump shot from 27 ft,,101,100
347,4,7:43.0,,Z. LaVine misses 3-pt jump shot from 22 ft,101,100
348,4,7:40.0,,Offensive rebound by S. Harrison,101,100
349,4,7:36.0,,S. Harrison misses 2-pt layup from 2 ft (block by S. Gilgeous-Alexander),101,100
350,4,7:32.0,Defensive rebound by S. Gilgeous-Alexander,,101,100
351,4,7:32.0,,D. Gafford enters the game for C. Felício,101,100
352,4,7:15.0,Turnover by D. Schröder (lost ball; steal by S. Harrison),,101,100
353,4,7:11.0,,S. Harrison makes 2-pt layup from 1 ft (assist by R. Arcidiacono),101,102
354,4,6:46.0,A. Nader misses 2-pt layup from 3 ft (block by D. Gafford),,101,102
355,4,6:43.0,,Defensive rebound by D. Gafford,101,102
356,4,6:36.0,,Personal foul by N. Noel (drawn by D. Gafford),101,102
357,4,6:36.0,,Chicago full timeout,101,102
358,4,6:36.0,L. Dort enters the game for T. Ferguson,,101,102
359,4,6:36.0,D. Gallinari enters the game for A. Nader,,101,102
360,4,6:36.0,,T. Satoranský enters the game for R. Arcidiacono,101,102
361,4,6:36.0,,C. White enters the game for S. Harrison,101,102
362,4,6:30.0,,D. Gafford makes 2-pt dunk at rim (assist by Z. LaVine),101,104
363,4,6:19.0,Shooting foul by C. White (drawn by D. Schröder),,101,104
364,4,6:19.0,D. Schröder makes free throw 1 of 3,,102,104
365,4,6:19.0,D. Schröder makes free throw 2 of 3,,103,104
366,4,6:19.0,D. Schröder makes free throw 3 of 3,,104,104
367,4,5:56.0,,T. Satoranský misses 2-pt jump shot from 5 ft,104,104
368,4,5:54.0,Defensive rebound by S. Gilgeous-Alexander,,104,104
369,4,5:48.0,Personal foul by A. Mokoka (drawn by S. Gilgeous-Alexander),,104,104
370,4,5:48.0,S. Gilgeous-Alexander makes free throw 1 of 2,,105,104
371,4,5:48.0,C. Paul enters the game for D. Schröder,,105,104
372,4,5:48.0,S. Gilgeous-Alexander makes free throw 2 of 2,,106,104
373,4,5:33.0,,C. White makes 3-pt jump shot from 26 ft (assist by T. Satoranský),106,107
