,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CLEVELAND_ACTION,MINNESOTA_SCORE,CLEVELAND_SCORE
388,4,5:47.0,,Personal foul by J. Culver (drawn by D. Garland),102,97
389,4,5:47.0,,C. Osman enters the game for A. McKinnie,102,97
390,4,5:37.0,,B. Knight misses 3-pt jump shot from 27 ft,102,97
391,4,5:34.0,Defensive rebound by R. Covington,,102,97
392,4,5:27.0,Personal foul by B. Knight (drawn by S. Napier),,102,97
393,4,5:19.0,G. Dieng makes 3-pt jump shot from 26 ft (assist by S. Napier),,105,97
394,4,4:57.0,,C. Sexton misses 2-pt jump shot from 21 ft,105,97
395,4,4:55.0,Defensive rebound by R. Covington,,105,97
396,4,4:37.0,J. Culver misses 3-pt jump shot from 23 ft,,105,97
397,4,4:34.0,,Defensive rebound by J. Henson,105,97
398,4,4:15.0,,C. Osman misses 3-pt jump shot from 26 ft,105,97
399,4,4:14.0,Defensive rebound by Team,,105,97
400,4,4:14.0,,D. Exum enters the game for B. Knight,105,97
401,4,4:05.0,Offensive foul by A. Wiggins (drawn by C. Osman),,105,97
402,4,4:05.0,Turnover by A. Wiggins (offensive foul),,105,97
403,4,3:49.0,,C. Osman misses 2-pt layup from 1 ft (block by J. Culver),105,97
404,4,3:45.0,Defensive rebound by R. Covington,,105,97
405,4,3:37.0,S. Napier makes 2-pt jump shot from 14 ft,,107,97
406,4,3:16.0,,J. Henson misses 2-pt layup from 1 ft,107,97
407,4,3:14.0,Defensive rebound by G. Dieng,,107,97
408,4,3:01.0,G. Dieng makes 3-pt jump shot from 26 ft (assist by S. Napier),,110,97
409,4,3:01.0,Instant Replay (Request: Ruling Stands),,110,97
410,4,3:00.0,,Cleveland full timeout,110,97
411,4,2:45.0,,D. Garland misses 3-pt jump shot from 26 ft,110,97
412,4,2:41.0,,Offensive rebound by J. Henson,110,97
413,4,2:41.0,,J. Henson makes 2-pt layup at rim,110,99
414,4,2:26.0,G. Dieng makes 2-pt jump shot from 20 ft (assist by S. Napier),,112,99
415,4,2:08.0,,C. Sexton misses 2-pt jump shot from 2 ft (block by G. Dieng),112,99
416,4,2:06.0,,Offensive rebound by J. Henson,112,99
417,4,2:04.0,,Turnover by J. Henson (bad pass; steal by R. Covington),112,99
418,4,2:03.0,J. Culver makes 2-pt dunk from 1 ft (assist by R. Covington),,114,99
419,4,1:53.0,,Shooting foul by A. Wiggins (drawn by C. Sexton),114,99
420,4,1:53.0,,C. Sexton makes free throw 1 of 2,114,100
421,4,1:53.0,,A. McKinnie enters the game for D. Exum,114,100
422,4,1:53.0,,C. Sexton makes free throw 2 of 2,114,101
423,4,1:29.0,A. Wiggins misses 3-pt jump shot from 30 ft,,114,101
424,4,1:24.0,,Defensive rebound by J. Henson,114,101
425,4,1:20.0,,Turnover by A. McKinnie (bad pass; steal by J. Culver),114,101
426,4,1:20.0,J. Culver makes 2-pt dunk at rim,,116,101
427,4,1:10.0,,A. McKinnie makes 2-pt jump shot from 9 ft (assist by D. Garland),116,103
428,4,0:46.0,Turnover by Team (shot clock),,116,103
429,4,0:46.0,K. Bates-Diop enters the game for R. Covington,,116,103
430,4,0:46.0,J. Bell enters the game for G. Dieng,,116,103
431,4,0:46.0,K. Martin enters the game for S. Napier,,116,103
432,4,0:46.0,N. Reid enters the game for A. Wiggins,,116,103
433,4,0:40.0,,C. Sexton misses 2-pt layup from 1 ft (block by J. Culver),116,103
434,4,0:37.0,Defensive rebound by K. Martin,,116,103
435,4,0:24.0,K. Martin makes 2-pt layup from 1 ft (assist by N. Reid),,118,103
436,4,0:14.0,,Turnover by D. Garland (bad pass; steal by N. Reid),118,103
437,4,0:09.0,Turnover by N. Reid (lost ball; steal by C. Sexton),,118,103
438,4,0:00.0,,D. Garland misses 2-pt jump shot from 23 ft (block by K. Martin),118,103
439,4,0:00.0,,Offensive rebound by Team,118,103
