,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,BOSTON_ACTION,LA CLIPPERS_SCORE,BOSTON_SCORE
140,2,10:28.0,,G. Hayward misses 3-pt jump shot from 24 ft,35,35
141,2,10:26.0,Defensive rebound by J. Green,,35,35
142,2,10:21.0,L. Williams makes 2-pt layup from 3 ft (assist by M. Harrell),,37,35
143,2,10:03.0,,Personal foul by P. George (drawn by K. Walker),37,35
144,2,9:53.0,,K. Walker misses 3-pt jump shot from 30 ft,37,35
145,2,9:52.0,Defensive rebound by Team,,37,35
146,2,9:36.0,Shooting foul by E. Freedom (drawn by L. Williams),,37,35
147,2,9:36.0,L. Williams makes free throw 1 of 2,,38,35
148,2,9:36.0,L. Williams misses free throw 2 of 2,,38,35
149,2,9:36.0,,Defensive rebound by G. Hayward,38,35
150,2,9:28.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by B. Wanamaker),38,38
151,2,9:28.0,,Shooting foul by R. McGruder (drawn by K. Walker),38,38
152,2,9:28.0,M. Morris enters the game for J. Green,,38,38
153,2,9:28.0,,K. Walker makes free throw 1 of 1,38,39
154,2,9:18.0,L. Williams misses 2-pt jump shot from 5 ft,,38,39
155,2,9:16.0,,Defensive rebound by E. Freedom,38,39
156,2,9:12.0,,B. Wanamaker makes 2-pt layup from 1 ft,38,41
157,2,8:57.0,P. George makes 2-pt jump shot from 12 ft,,40,41
158,2,8:45.0,,K. Walker makes 2-pt layup from 1 ft,40,43
159,2,8:45.0,,Shooting foul by M. Harrell (drawn by K. Walker),40,43
160,2,8:45.0,L. Shamet enters the game for R. McGruder,,40,43
161,2,8:45.0,,K. Walker misses free throw 1 of 1,40,43
162,2,8:45.0,Defensive rebound by M. Morris,,40,43
163,2,8:29.0,L. Williams makes 3-pt jump shot from 24 ft (assist by M. Morris),,43,43
164,2,8:14.0,,E. Freedom makes 2-pt layup from 2 ft (assist by K. Walker),43,45
165,2,8:03.0,L. Shamet misses 3-pt jump shot from 23 ft,,43,45
166,2,8:01.0,,Defensive rebound by E. Freedom,43,45
167,2,7:53.0,,K. Walker misses 2-pt layup from 2 ft,43,45
168,2,7:52.0,,Offensive rebound by E. Freedom,43,45
169,2,7:50.0,,E. Freedom makes 2-pt layup from 1 ft,43,47
170,2,7:32.0,Shooting foul by E. Freedom (drawn by M. Harrell),,43,47
171,2,7:32.0,M. Harrell makes free throw 1 of 2,,44,47
172,2,7:32.0,K. Leonard enters the game for L. Williams,,44,47
173,2,7:32.0,,M. Smart enters the game for K. Walker,44,47
174,2,7:32.0,M. Harrell makes free throw 2 of 2,,45,47
175,2,7:20.0,,G. Hayward misses 2-pt layup from 5 ft,45,47
176,2,7:17.0,Defensive rebound by M. Harrell,,45,47
177,2,7:07.0,Turnover by L. Shamet (bad pass),,45,47
178,2,7:02.0,,Personal foul by L. Shamet (drawn by B. Wanamaker),45,47
179,2,6:48.0,,Offensive foul by E. Freedom (drawn by M. Harrell),45,47
180,2,6:48.0,,Turnover by E. Freedom (offensive foul),45,47
181,2,6:48.0,,Boston full timeout,45,47
182,2,6:48.0,,J. Tatum enters the game for G. Hayward,45,47
183,2,6:31.0,M. Harrell makes 2-pt jump shot from 11 ft (assist by K. Leonard),,47,47
184,2,6:07.0,,Personal foul by K. Leonard (drawn by B. Wanamaker),47,47
185,2,6:07.0,,B. Wanamaker makes free throw 1 of 2,47,48
186,2,6:07.0,L. Williams enters the game for P. George,,47,48
187,2,6:07.0,,B. Wanamaker makes free throw 2 of 2,47,49
188,2,5:55.0,K. Leonard misses 2-pt jump shot from 11 ft,,47,49
189,2,5:53.0,,Defensive rebound by S. Ojeleye,47,49
190,2,5:42.0,,J. Tatum misses 3-pt jump shot from 26 ft,47,49
191,2,5:40.0,Defensive rebound by L. Williams,,47,49
192,2,5:34.0,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),,49,49
193,2,5:16.0,,Turnover by E. Freedom (traveling),49,49
194,2,5:16.0,I. Zubac enters the game for M. Harrell,,49,49
195,2,5:16.0,,D. Theis enters the game for E. Freedom,49,49
196,2,5:04.0,M. Morris misses 3-pt jump shot from 23 ft,,49,49
197,2,5:03.0,Offensive rebound by Team,,49,49
198,2,4:56.0,L. Williams makes 2-pt jump shot from 5 ft (assist by I. Zubac),,51,49
199,2,4:56.0,,K. Walker enters the game for B. Wanamaker,51,49
200,2,4:32.0,,Shooting foul by I. Zubac (drawn by J. Tatum),51,49
201,2,4:32.0,,J. Tatum makes free throw 1 of 2,51,50
202,2,4:32.0,,G. Hayward enters the game for S. Ojeleye,51,50
203,2,4:32.0,,J. Tatum misses free throw 2 of 2,51,50
204,2,4:32.0,Defensive rebound by K. Leonard,,51,50
205,2,4:08.0,K. Leonard makes 2-pt jump shot from 10 ft,,53,50
206,2,3:56.0,,G. Hayward misses 3-pt jump shot from 22 ft,53,50
207,2,3:53.0,,Offensive rebound by D. Theis,53,50
208,2,3:50.0,,M. Smart misses 3-pt jump shot from 25 ft,53,50
209,2,3:48.0,Defensive rebound by I. Zubac,,53,50
210,2,3:39.0,K. Leonard misses 2-pt jump shot from 20 ft,,53,50
211,2,3:37.0,,Defensive rebound by G. Hayward,53,50
212,2,3:34.0,,Turnover by M. Smart (discontinued dribble),53,50
213,2,3:11.0,L. Williams misses 2-pt hook shot from 7 ft,,53,50
214,2,3:09.0,,Defensive rebound by K. Walker,53,50
215,2,3:02.0,,Shooting foul by M. Morris (drawn by K. Walker),53,50
216,2,3:02.0,,K. Walker makes free throw 1 of 2,53,51
217,2,3:02.0,J. Green enters the game for M. Morris,,53,51
218,2,3:02.0,,K. Walker makes free throw 2 of 2,53,52
219,2,2:56.0,Turnover by I. Zubac (lost ball; steal by D. Theis),,53,52
220,2,2:53.0,,D. Theis makes 2-pt dunk at rim,53,54
221,2,2:41.0,J. Green misses 3-pt jump shot from 26 ft,,53,54
222,2,2:39.0,,Defensive rebound by G. Hayward,53,54
223,2,2:24.0,,M. Smart misses 3-pt jump shot from 25 ft,53,54
224,2,2:21.0,Defensive rebound by J. Green,,53,54
225,2,2:12.0,K. Leonard misses 3-pt jump shot from 26 ft,,53,54
226,2,2:08.0,,Defensive rebound by K. Walker,53,54
227,2,1:59.0,,M. Smart makes 2-pt jump shot from 9 ft,53,56
228,2,1:43.0,LA Clippers full timeout,,53,56
229,2,1:43.0,M. Harrell enters the game for I. Zubac,,53,56
230,2,1:37.0,J. Green misses 2-pt layup from 2 ft,,53,56
231,2,1:36.0,Offensive rebound by M. Harrell,,53,56
232,2,1:35.0,M. Harrell makes 2-pt layup at rim,,55,56
233,2,1:20.0,,D. Theis makes 2-pt layup from 1 ft (assist by G. Hayward),55,58
234,2,1:07.0,L. Shamet makes 3-pt jump shot from 26 ft (assist by L. Williams),,58,58
235,2,0:51.0,,D. Theis makes 2-pt layup from 1 ft (assist by G. Hayward),58,60
236,2,0:30.0,L. Shamet misses 2-pt jump shot from 17 ft,,58,60
237,2,0:27.0,,Defensive rebound by J. Tatum,58,60
238,2,0:18.0,,G. Hayward misses 3-pt jump shot from 26 ft,58,60
239,2,0:15.0,Defensive rebound by M. Harrell,,58,60
240,2,0:01.0,L. Williams misses 3-pt jump shot from 47 ft,,58,60
241,2,0:00.0,Offensive rebound by Team,,58,60
242,3,11:42.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by K. Walker),58,63
243,3,11:21.0,L. Williams misses 2-pt layup from 2 ft (block by D. Theis),,58,63
244,3,11:19.0,,Defensive rebound by K. Walker,58,63
245,3,11:17.0,,Shooting foul by M. Morris (drawn by G. Hayward),58,63
246,3,11:17.0,,G. Hayward makes free throw 1 of 2,58,64
247,3,11:17.0,,G. Hayward makes free throw 2 of 2,58,65
248,3,11:10.0,LA Clippers full timeout,,58,65
249,3,10:54.0,K. Leonard misses 2-pt jump shot from 12 ft,,58,65
250,3,10:52.0,,Defensive rebound by J. Tatum,58,65
251,3,10:41.0,,Turnover by D. Theis (traveling),58,65
252,3,10:22.0,L. Williams misses 2-pt jump shot from 12 ft,,58,65
253,3,10:19.0,,Defensive rebound by K. Walker,58,65
254,3,10:05.0,,J. Tatum misses 3-pt jump shot from 23 ft,58,65
255,3,10:03.0,Defensive rebound by K. Leonard,,58,65
256,3,9:59.0,I. Zubac misses 2-pt layup from 1 ft,,58,65
257,3,9:58.0,Offensive rebound by I. Zubac,,58,65
258,3,9:58.0,Shooting foul by D. Theis (drawn by I. Zubac),,58,65
259,3,9:58.0,I. Zubac makes free throw 1 of 2,,59,65
260,3,9:58.0,I. Zubac makes free throw 2 of 2,,60,65
261,3,9:39.0,,M. Smart makes 2-pt jump shot from 10 ft,60,67
262,3,9:21.0,Turnover by L. Shamet (back court),,60,67
263,3,9:12.0,,D. Theis makes 2-pt jump shot from 7 ft (assist by K. Walker),60,69
264,3,9:00.0,Shooting foul by D. Theis (drawn by K. Leonard),,60,69
265,3,9:00.0,K. Leonard makes free throw 1 of 2,,61,69
266,3,9:00.0,M. Harrell enters the game for I. Zubac,,61,69
267,3,9:00.0,,E. Freedom enters the game for D. Theis,61,69
268,3,9:00.0,K. Leonard makes free throw 2 of 2,,62,69
269,3,8:51.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by M. Smart),62,72
270,3,8:33.0,M. Morris makes 2-pt jump shot from 19 ft (assist by M. Harrell),,64,72
271,3,8:15.0,,M. Smart misses 3-pt jump shot from 23 ft,64,72
272,3,8:12.0,Defensive rebound by L. Shamet,,64,72
273,3,8:02.0,L. Williams makes 2-pt jump shot from 11 ft,,66,72
274,3,7:47.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by K. Walker),66,75
275,3,7:32.0,K. Leonard misses 2-pt layup from 1 ft,,66,75
276,3,7:31.0,Offensive rebound by K. Leonard,,66,75
277,3,7:30.0,K. Leonard makes 2-pt layup from 1 ft,,68,75
278,3,7:15.0,,M. Smart misses 3-pt jump shot from 26 ft,68,75
279,3,7:13.0,Defensive rebound by M. Morris,,68,75
280,3,7:01.0,L. Shamet makes 2-pt layup from 2 ft (assist by L. Williams),,70,75
281,3,6:44.0,,J. Tatum makes 2-pt layup from 1 ft (assist by E. Freedom),70,77
282,3,6:34.0,L. Shamet misses 3-pt jump shot from 25 ft,,70,77
283,3,6:32.0,,Defensive rebound by J. Tatum,70,77
284,3,6:24.0,Violation by Team (kicked ball),,70,77
285,3,6:24.0,,B. Wanamaker enters the game for K. Walker,70,77
286,3,6:17.0,,G. Hayward misses 2-pt layup from 4 ft (block by M. Morris),70,77
287,3,6:15.0,Defensive rebound by L. Williams,,70,77
288,3,6:10.0,M. Harrell misses 2-pt layup from 1 ft,,70,77
289,3,6:09.0,,Defensive rebound by E. Freedom,70,77
290,3,6:08.0,,Personal take foul by L. Williams (drawn by J. Tatum),70,77
291,3,6:08.0,A. Coffey enters the game for L. Williams,,70,77
292,3,5:58.0,,G. Hayward misses 3-pt jump shot from 23 ft,70,77
293,3,5:56.0,Defensive rebound by K. Leonard,,70,77
294,3,5:45.0,K. Leonard makes 2-pt layup from 1 ft (assist by M. Harrell),,72,77
295,3,5:24.0,,J. Tatum misses 2-pt layup from 3 ft (block by M. Harrell),72,77
296,3,5:23.0,,Offensive rebound by Team,72,77
297,3,5:17.0,,M. Smart makes 2-pt jump shot from 14 ft (assist by E. Freedom),72,79
298,3,5:06.0,Shooting foul by M. Smart (drawn by L. Shamet),,72,79
299,3,5:06.0,L. Shamet makes free throw 1 of 3,,73,79
300,3,5:06.0,L. Shamet makes free throw 2 of 3,,74,79
301,3,5:06.0,,S. Ojeleye enters the game for G. Hayward,74,79
302,3,5:06.0,L. Shamet makes free throw 3 of 3,,75,79
303,3,4:57.0,,Offensive foul by J. Tatum (drawn by L. Shamet),75,79
304,3,4:57.0,,Turnover by J. Tatum (offensive foul),75,79
305,3,4:31.0,M. Morris misses 3-pt jump shot from 29 ft,,75,79
306,3,4:30.0,,Defensive rebound by M. Smart,75,79
307,3,4:22.0,,Personal foul by L. Shamet (drawn by M. Smart),75,79
308,3,4:22.0,J. Green enters the game for M. Morris,,75,79
309,3,4:16.0,,J. Tatum misses 2-pt layup from 7 ft (block by M. Harrell),75,79
310,3,4:15.0,,Offensive rebound by Team,75,79
311,3,4:15.0,,Boston full timeout,75,79
312,3,4:15.0,,Shooting foul by J. Green (drawn by S. Ojeleye),75,79
313,3,4:15.0,,S. Ojeleye makes free throw 1 of 2,75,80
314,3,4:15.0,,S. Ojeleye makes free throw 2 of 2,75,81
315,3,4:00.0,L. Shamet makes 3-pt jump shot from 26 ft (assist by K. Leonard),,78,81
316,3,3:33.0,,M. Smart misses 2-pt jump shot from 5 ft,78,81
317,3,3:31.0,,Offensive rebound by Team,78,81
318,3,3:31.0,,Turnover by Team (shot clock),78,81
319,3,3:18.0,Personal foul by J. Tatum (drawn by K. Leonard),,78,81
320,3,3:18.0,,K. Walker enters the game for M. Smart,78,81
321,3,3:04.0,Turnover by Team (shot clock),,78,81
322,3,2:49.0,,B. Wanamaker makes 3-pt jump shot from 26 ft (assist by S. Ojeleye),78,84
323,3,2:31.0,K. Leonard misses 2-pt jump shot from 23 ft,,78,84
324,3,2:29.0,,Defensive rebound by J. Tatum,78,84
325,3,2:16.0,,Turnover by B. Wanamaker (traveling),78,84
326,3,2:16.0,L. Williams enters the game for K. Leonard,,78,84
327,3,2:06.0,M. Harrell misses 2-pt jump shot from 6 ft,,78,84
328,3,2:04.0,Offensive rebound by M. Harrell,,78,84
329,3,2:02.0,L. Shamet misses 3-pt jump shot from 26 ft,,78,84
330,3,2:00.0,,Defensive rebound by Team,78,84
331,3,2:00.0,Loose ball foul by J. Green (drawn by E. Freedom),,78,84
332,3,2:00.0,,E. Freedom makes free throw 1 of 2,78,85
333,3,2:00.0,,E. Freedom makes free throw 2 of 2,78,86
334,3,1:54.0,L. Williams makes 2-pt layup from 1 ft,,80,86
335,3,1:37.0,,E. Freedom misses 2-pt hook shot from 7 ft,80,86
336,3,1:35.0,Defensive rebound by J. Green,,80,86
337,3,1:28.0,L. Williams misses 2-pt jump shot from 14 ft,,80,86
338,3,1:27.0,Offensive rebound by M. Harrell,,80,86
339,3,1:26.0,M. Harrell misses 2-pt layup from 1 ft,,80,86
340,3,1:25.0,,Defensive rebound by E. Freedom,80,86
341,3,1:20.0,,K. Walker misses 3-pt jump shot from 26 ft,80,86
342,3,1:18.0,Defensive rebound by J. Green,,80,86
343,3,1:06.0,Personal foul by B. Wanamaker (drawn by L. Shamet),,80,86
344,3,1:06.0,L. Shamet makes free throw 1 of 2,,81,86
345,3,1:06.0,,G. Williams enters the game for E. Freedom,81,86
346,3,1:06.0,L. Shamet makes free throw 2 of 2,,82,86
347,3,0:54.0,,K. Walker misses 2-pt jump shot from 2 ft,82,86
348,3,0:52.0,Defensive rebound by A. Coffey,,82,86
349,3,0:46.0,A. Coffey misses 2-pt jump shot from 10 ft,,82,86
350,3,0:45.0,Offensive rebound by J. Green,,82,86
351,3,0:44.0,J. Green makes 2-pt layup at rim,,84,86
352,3,0:32.0,,J. Tatum makes 2-pt dunk from 2 ft (assist by K. Walker),84,88
353,3,0:27.0,L. Williams makes 3-pt jump shot from 25 ft,,87,88
354,3,0:06.0,,J. Tatum makes 3-pt jump shot from 26 ft,87,91
355,3,0:00.0,L. Williams misses 3-pt jump shot from 26 ft,,87,91
356,3,0:00.0,Offensive rebound by Team,,87,91
357,4,11:52.0,L. Williams makes 2-pt dunk from 2 ft,,89,91
358,4,11:32.0,,B. Wanamaker misses 2-pt layup from 1 ft,89,91
359,4,11:31.0,Defensive rebound by Team,,89,91
360,4,11:31.0,,Loose ball foul by G. Williams (drawn by M. Harrell),89,91
361,4,11:31.0,,G. Hayward enters the game for J. Tatum,89,91
362,4,11:19.0,L. Williams misses 3-pt jump shot from 25 ft,,89,91
363,4,11:17.0,,Defensive rebound by K. Walker,89,91
364,4,11:06.0,,G. Williams misses 2-pt layup from 2 ft,89,91
365,4,11:04.0,Defensive rebound by J. Green,,89,91
366,4,10:55.0,A. Coffey misses 3-pt jump shot from 23 ft,,89,91
367,4,10:53.0,,Defensive rebound by B. Wanamaker,89,91
368,4,10:47.0,,K. Walker makes 3-pt jump shot from 27 ft (assist by B. Wanamaker),89,94
369,4,10:36.0,Shooting foul by G. Williams (drawn by L. Williams),,89,94
370,4,10:36.0,L. Williams makes free throw 1 of 2,,90,94
371,4,10:36.0,L. Williams makes free throw 2 of 2,,91,94
372,4,10:22.0,,G. Hayward makes 2-pt jump shot from 10 ft (assist by G. Williams),91,96
373,4,9:58.0,L. Williams makes 2-pt layup from 3 ft,,93,96
374,4,9:45.0,,Offensive foul by G. Williams (drawn by L. Williams),93,96
375,4,9:45.0,,Turnover by G. Williams (offensive foul),93,96
376,4,9:45.0,,M. Smart enters the game for S. Ojeleye,93,96
377,4,9:45.0,,D. Theis enters the game for G. Williams,93,96
378,4,9:34.0,L. Williams misses 2-pt layup from 1 ft,,93,96
379,4,9:32.0,,Defensive rebound by K. Walker,93,96
380,4,9:27.0,,B. Wanamaker misses 2-pt layup from 3 ft,93,96
381,4,9:25.0,Defensive rebound by M. Harrell,,93,96
382,4,9:17.0,M. Harrell misses 2-pt layup from 3 ft,,93,96
383,4,9:15.0,,Defensive rebound by M. Smart,93,96
384,4,9:12.0,,Shooting foul by J. Green (drawn by M. Smart),93,96
385,4,9:12.0,,M. Smart makes free throw 1 of 2,93,97
386,4,9:12.0,,M. Smart makes free throw 2 of 2,93,98
387,4,8:57.0,L. Williams misses 2-pt jump shot from 11 ft,,93,98
388,4,8:56.0,Offensive rebound by L. Williams,,93,98
389,4,8:55.0,L. Williams makes 2-pt layup from 1 ft,,95,98
390,4,8:42.0,,K. Walker misses 2-pt jump shot from 17 ft,95,98
391,4,8:40.0,Defensive rebound by M. Harrell,,95,98
392,4,8:31.0,L. Williams misses 2-pt jump shot from 13 ft,,95,98
393,4,8:28.0,,Defensive rebound by D. Theis,95,98
