,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DALLAS_ACTION,LA CLIPPERS_SCORE,DALLAS_SCORE
26,1,8:56.0,,T. Hardaway misses 2-pt jump shot from 10 ft,3,0
27,1,8:54.0,Defensive rebound by I. Zubac,,3,0
28,1,8:45.0,I. Zubac misses 2-pt hook shot from 9 ft,,3,0
29,1,8:43.0,,Defensive rebound by K. Porziņģis,3,0
30,1,8:35.0,,K. Porziņģis misses 3-pt jump shot from 27 ft,3,0
31,1,8:32.0,Defensive rebound by I. Zubac,,3,0
32,1,8:26.0,L. Shamet misses 3-pt jump shot from 23 ft,,3,0
33,1,8:23.0,,Defensive rebound by D. Powell,3,0
34,1,8:03.0,,L. Dončić misses 2-pt jump shot from 8 ft,3,0
35,1,8:02.0,,Offensive rebound by K. Porziņģis,3,0
36,1,8:02.0,,Turnover by K. Porziņģis (bad pass; steal by K. Leonard),3,0
37,1,8:00.0,Shooting foul by D. Finney-Smith (drawn by K. Leonard),,3,0
38,1,8:00.0,K. Leonard makes free throw 1 of 2,,4,0
39,1,8:00.0,K. Leonard makes free throw 2 of 2,,5,0
40,1,7:49.0,,L. Dončić misses 2-pt jump shot from 7 ft,5,0
41,1,7:49.0,,Offensive rebound by Team,5,0
42,1,7:46.0,,K. Porziņģis misses 2-pt jump shot from 15 ft,5,0
43,1,7:41.0,Defensive rebound by P. Beverley,,5,0
44,1,7:35.0,P. Beverley misses 2-pt jump shot from 7 ft (block by L. Dončić),,5,0
45,1,7:33.0,,Defensive rebound by L. Dončić,5,0
46,1,7:30.0,,Shooting foul by M. Harkless (drawn by D. Powell),5,0
47,1,7:30.0,,D. Powell makes free throw 1 of 2,5,1
48,1,7:30.0,,D. Powell misses free throw 2 of 2,5,1
49,1,7:27.0,Defensive rebound by K. Leonard,,5,1
50,1,7:19.0,Shooting foul by L. Dončić (drawn by K. Leonard),,5,1
51,1,7:19.0,,Dallas full timeout,5,1
52,1,7:19.0,K. Leonard makes free throw 1 of 2,,6,1
53,1,7:19.0,K. Leonard makes free throw 2 of 2,,7,1
54,1,7:06.0,,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by L. Dončić),7,3
55,1,6:51.0,K. Leonard misses 2-pt jump shot from 20 ft,,7,3
56,1,6:48.0,,Defensive rebound by T. Hardaway,7,3
57,1,6:34.0,,L. Dončić makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),7,6
58,1,6:19.0,K. Leonard misses 3-pt jump shot from 26 ft,,7,6
59,1,6:16.0,,Defensive rebound by T. Hardaway,7,6
60,1,6:09.0,,T. Hardaway makes 3-pt jump shot from 25 ft,7,9
61,1,5:49.0,K. Leonard makes 2-pt jump shot from 11 ft (assist by P. Beverley),,9,9
62,1,5:31.0,,L. Dončić makes 2-pt layup from 3 ft (assist by D. Finney-Smith),9,11
63,1,5:31.0,,Shooting foul by M. Harkless (drawn by L. Dončić),9,11
64,1,5:31.0,L. Williams enters the game for M. Harkless,,9,11
65,1,5:31.0,,M. Kleber enters the game for K. Porziņģis,9,11
66,1,5:31.0,,L. Dončić makes free throw 1 of 1,9,12
67,1,5:14.0,I. Zubac makes 2-pt dunk at rim (assist by L. Williams),,11,12
68,1,4:58.0,,D. Powell misses 2-pt jump shot from 5 ft,11,12
69,1,4:57.0,Defensive rebound by L. Williams,,11,12
70,1,4:51.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by L. Shamet),,14,12
71,1,4:37.0,,Shooting foul by P. Beverley (drawn by L. Dončić),14,12
72,1,4:37.0,,L. Dončić misses free throw 1 of 3,14,12
73,1,4:37.0,,Offensive rebound by Team,14,12
74,1,4:37.0,,L. Dončić misses free throw 2 of 3,14,12
75,1,4:37.0,,Offensive rebound by Team,14,12
76,1,4:37.0,M. Harrell enters the game for I. Zubac,,14,12
77,1,4:37.0,,L. Dončić makes free throw 3 of 3,14,13
78,1,4:30.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by P. Beverley),,17,13
79,1,4:10.0,,T. Hardaway misses 2-pt jump shot from 17 ft,17,13
80,1,4:08.0,Defensive rebound by K. Leonard,,17,13
81,1,4:06.0,Offensive foul by K. Leonard (drawn by T. Hardaway),,17,13
82,1,4:06.0,Turnover by K. Leonard (offensive foul),,17,13
83,1,4:06.0,R. McGruder enters the game for P. Beverley,,17,13
84,1,3:50.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by D. Powell),17,16
85,1,3:30.0,K. Leonard misses 3-pt jump shot from 26 ft,,17,16
86,1,3:27.0,,Defensive rebound by D. Powell,17,16
87,1,3:21.0,,L. Dončić misses 3-pt jump shot from 26 ft,17,16
88,1,3:17.0,Defensive rebound by K. Leonard,,17,16
89,1,3:08.0,L. Williams misses 3-pt jump shot from 24 ft,,17,16
90,1,3:06.0,,Defensive rebound by L. Dončić,17,16
91,1,2:57.0,,Turnover by D. Powell (lost ball; steal by M. Harrell),17,16
92,1,2:53.0,Personal take foul by T. Hardaway (drawn by K. Leonard),,17,16
93,1,2:53.0,LA Clippers full timeout,,17,16
94,1,2:53.0,J. Green enters the game for L. Shamet,,17,16
95,1,2:53.0,,B. Marjanović enters the game for D. Powell,17,16
96,1,2:46.0,K. Leonard misses 2-pt jump shot from 12 ft,,17,16
97,1,2:42.0,,Defensive rebound by B. Marjanović,17,16
98,1,2:32.0,,D. Finney-Smith makes 2-pt dunk from 2 ft (assist by L. Dončić),17,18
99,1,2:12.0,Turnover by L. Williams (bad pass; steal by D. Finney-Smith),,17,18
100,1,2:08.0,,L. Dončić makes 2-pt layup from 1 ft,17,20
101,1,1:57.0,M. Harrell misses 2-pt jump shot from 10 ft,,17,20
102,1,1:56.0,Offensive rebound by Team,,17,20
103,1,1:56.0,J. Robinson enters the game for K. Leonard,,17,20
104,1,1:52.0,M. Harrell misses 2-pt layup from 3 ft (block by B. Marjanović),,17,20
105,1,1:52.0,Offensive rebound by Team,,17,20
106,1,1:52.0,,S. Curry enters the game for T. Hardaway,17,20
107,1,1:49.0,L. Williams makes 2-pt jump shot from 15 ft (assist by J. Robinson),,19,20
108,1,1:37.0,,Shooting foul by M. Harrell (drawn by B. Marjanović),19,20
109,1,1:37.0,,B. Marjanović makes free throw 1 of 2,19,21
110,1,1:37.0,,J. Brunson enters the game for L. Dončić,19,21
111,1,1:37.0,,D. Wright enters the game for D. Finney-Smith,19,21
112,1,1:37.0,,B. Marjanović makes free throw 2 of 2,19,22
113,1,1:27.0,L. Williams misses 2-pt jump shot from 20 ft,,19,22
114,1,1:24.0,,Defensive rebound by B. Marjanović,19,22
115,1,1:10.0,,B. Marjanović makes 2-pt jump shot from 9 ft,19,24
116,1,0:48.0,J. Green misses 2-pt hook shot from 6 ft,,19,24
117,1,0:46.0,,Defensive rebound by J. Brunson,19,24
118,1,0:33.0,,Turnover by J. Brunson (lost ball; steal by J. Robinson),19,24
119,1,0:33.0,Personal foul by J. Brunson (drawn by J. Robinson),,19,24
120,1,0:31.0,L. Williams makes 3-pt jump shot from 30 ft,,22,24
121,1,0:10.0,,B. Marjanović misses 2-pt jump shot from 18 ft,22,24
122,1,0:08.0,Defensive rebound by R. McGruder,,22,24
123,1,0:01.0,J. Green misses 3-pt jump shot from 26 ft,,22,24
124,1,0:01.0,Offensive rebound by R. McGruder,,22,24
125,1,0:00.0,R. McGruder makes 2-pt jump shot from 9 ft,,24,24
126,1,0:00.0,Instant Replay (Request: Ruling Stands),,24,24
127,2,11:51.0,L. Williams misses 2-pt jump shot from 18 ft,,24,24
128,2,11:49.0,,Defensive rebound by M. Kleber,24,24
129,2,11:34.0,,S. Curry makes 2-pt jump shot from 19 ft,24,26
130,2,11:22.0,L. Williams misses 2-pt jump shot from 8 ft (block by B. Marjanović),,24,26
131,2,11:22.0,,Defensive rebound by Team,24,26
132,2,11:06.0,,J. Brunson makes 2-pt jump shot from 7 ft,24,28
133,2,10:47.0,J. Green makes 2-pt hook shot from 6 ft (assist by J. Robinson),,26,28
134,2,10:22.0,,B. Marjanović makes 2-pt jump shot from 13 ft,26,30
135,2,10:14.0,Personal foul by M. Kleber (drawn by R. McGruder),,26,30
136,2,10:06.0,Turnover by L. Williams (bad pass; steal by B. Marjanović),,26,30
137,2,10:01.0,,D. Wright misses 3-pt jump shot from 25 ft,26,30
138,2,9:57.0,Defensive rebound by J. Green,,26,30
139,2,9:43.0,Personal foul by D. Wright (drawn by R. McGruder),,26,30
140,2,9:33.0,Offensive foul by J. Green (drawn by M. Kleber),,26,30
141,2,9:33.0,Turnover by J. Green (offensive foul),,26,30
142,2,9:17.0,,Turnover by B. Marjanović (bad pass; steal by M. Harrell),26,30
143,2,9:12.0,R. McGruder misses 2-pt layup from 1 ft,,26,30
144,2,9:10.0,,Defensive rebound by B. Marjanović,26,30
145,2,9:06.0,,S. Curry misses 3-pt jump shot from 25 ft,26,30
146,2,9:03.0,Defensive rebound by J. Green,,26,30
147,2,8:58.0,J. Green makes 2-pt layup from 2 ft (assist by R. McGruder),,28,30
148,2,8:42.0,,Turnover by B. Marjanović (bad pass),28,30
149,2,8:29.0,Turnover by L. Williams (bad pass; steal by J. Brunson),,28,30
150,2,8:20.0,,J. Brunson makes 2-pt jump shot from 22 ft,28,32
151,2,8:05.0,Shooting foul by B. Marjanović (drawn by L. Williams),,28,32
152,2,8:05.0,L. Williams makes free throw 1 of 2,,29,32
153,2,8:05.0,,K. Porziņģis enters the game for M. Kleber,29,32
154,2,8:05.0,L. Williams makes free throw 2 of 2,,30,32
155,2,7:56.0,,D. Wright makes 2-pt layup from 1 ft,30,34
156,2,7:45.0,L. Williams makes 3-pt jump shot from 23 ft (assist by J. Green),,33,34
157,2,7:26.0,,B. Marjanović makes 2-pt layup from 2 ft (assist by J. Brunson),33,36
158,2,7:12.0,R. McGruder misses 3-pt jump shot from 25 ft,,33,36
159,2,7:09.0,,Defensive rebound by J. Brunson,33,36
160,2,7:02.0,,K. Porziņģis misses 3-pt jump shot from 27 ft,33,36
161,2,7:00.0,Defensive rebound by J. Green,,33,36
162,2,6:56.0,Turnover by R. McGruder (bad pass; steal by J. Brunson),,33,36
163,2,6:48.0,,J. Brunson misses 3-pt jump shot from 25 ft,33,36
164,2,6:46.0,Defensive rebound by J. Robinson,,33,36
165,2,6:45.0,Personal take foul by B. Marjanović (drawn by J. Robinson),,33,36
166,2,6:45.0,,Dallas full timeout,33,36
167,2,6:45.0,P. Beverley enters the game for M. Harrell,,33,36
168,2,6:45.0,K. Leonard enters the game for R. McGruder,,33,36
169,2,6:45.0,I. Zubac enters the game for J. Robinson,,33,36
170,2,6:45.0,,D. Finney-Smith enters the game for D. Wright,33,36
171,2,6:21.0,Turnover by P. Beverley (bad pass; steal by K. Porziņģis),,33,36
172,2,6:15.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by J. Brunson),33,39
173,2,6:01.0,Shooting foul by B. Marjanović (drawn by K. Leonard),,33,39
174,2,6:01.0,K. Leonard makes free throw 1 of 2,,34,39
175,2,6:01.0,L. Shamet enters the game for L. Williams,,34,39
176,2,6:01.0,,L. Dončić enters the game for J. Brunson,34,39
177,2,6:01.0,,M. Kleber enters the game for B. Marjanović,34,39
178,2,6:01.0,K. Leonard makes free throw 2 of 2,,35,39
179,2,5:45.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft (block by K. Leonard),35,39
180,2,5:41.0,Defensive rebound by P. Beverley,,35,39
181,2,5:40.0,K. Leonard makes 2-pt dunk from 1 ft (assist by P. Beverley),,37,39
182,2,5:40.0,Shooting foul by D. Finney-Smith (drawn by K. Leonard),,37,39
183,2,5:40.0,,T. Hardaway enters the game for S. Curry,37,39
184,2,5:40.0,K. Leonard makes free throw 1 of 1,,38,39
185,2,5:24.0,,K. Porziņģis misses 2-pt jump shot from 18 ft,38,39
186,2,5:20.0,,Offensive rebound by D. Finney-Smith,38,39
187,2,5:11.0,,K. Porziņģis misses 2-pt layup from 5 ft,38,39
188,2,5:09.0,Defensive rebound by K. Leonard,,38,39
189,2,5:05.0,K. Leonard misses 3-pt jump shot from 25 ft,,38,39
190,2,5:04.0,Offensive rebound by Team,,38,39
191,2,4:57.0,K. Leonard misses 2-pt jump shot from 13 ft,,38,39
192,2,4:53.0,,Defensive rebound by D. Finney-Smith,38,39
193,2,4:48.0,,Offensive foul by L. Dončić (drawn by P. Beverley),38,39
194,2,4:48.0,,Turnover by L. Dončić (offensive foul),38,39
195,2,4:32.0,P. Beverley makes 3-pt jump shot from 23 ft (assist by K. Leonard),,41,39
196,2,4:14.0,,D. Finney-Smith misses 2-pt layup from 4 ft (block by K. Leonard),41,39
197,2,4:13.0,,Offensive rebound by M. Kleber,41,39
198,2,4:12.0,,Turnover by M. Kleber (lost ball; steal by K. Leonard),41,39
199,2,4:08.0,K. Leonard misses 2-pt jump shot from 4 ft,,41,39
200,2,4:06.0,Offensive rebound by I. Zubac,,41,39
201,2,4:06.0,I. Zubac makes 2-pt dunk at rim,,43,39
202,2,4:06.0,,Dallas full timeout,43,39
203,2,3:50.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,43,39
204,2,3:47.0,Defensive rebound by I. Zubac,,43,39
205,2,3:38.0,K. Leonard misses 3-pt jump shot from 26 ft,,43,39
206,2,3:35.0,Offensive rebound by J. Green,,43,39
207,2,3:34.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by J. Green),,46,39
208,2,3:20.0,,Turnover by L. Dončić (bad pass; steal by I. Zubac),46,39
209,2,3:12.0,Shooting foul by T. Hardaway (drawn by L. Shamet),,46,39
210,2,3:12.0,L. Shamet makes free throw 1 of 3,,47,39
211,2,3:12.0,L. Shamet makes free throw 2 of 3,,48,39
212,2,3:12.0,L. Shamet makes free throw 3 of 3,,49,39
213,2,2:52.0,,Shooting foul by J. Green (drawn by L. Dončić),49,39
214,2,2:52.0,,L. Dončić misses free throw 1 of 2,49,39
215,2,2:52.0,,Offensive rebound by Team,49,39
216,2,2:52.0,,L. Dončić makes free throw 2 of 2,49,40
217,2,2:43.0,L. Shamet misses 3-pt jump shot from 25 ft,,49,40
218,2,2:38.0,,Defensive rebound by L. Dončić,49,40
219,2,2:31.0,,D. Finney-Smith misses 3-pt jump shot from 22 ft,49,40
220,2,2:29.0,,Offensive rebound by K. Porziņģis,49,40
221,2,2:26.0,,L. Dončić misses 3-pt jump shot from 26 ft,49,40
222,2,2:22.0,,Offensive rebound by L. Dončić,49,40
223,2,2:20.0,,L. Dončić makes 2-pt jump shot from 8 ft,49,42
224,2,1:57.0,K. Leonard misses 3-pt jump shot from 25 ft,,49,42
225,2,1:57.0,Offensive rebound by Team,,49,42
226,2,1:57.0,,Loose ball foul by K. Porziņģis (drawn by I. Zubac),49,42
227,2,1:57.0,I. Zubac makes free throw 1 of 2,,50,42
228,2,1:57.0,P. Patterson enters the game for J. Green,,50,42
229,2,1:57.0,I. Zubac makes free throw 2 of 2,,51,42
230,2,1:44.0,,L. Dončić misses 2-pt layup from 2 ft,51,42
231,2,1:42.0,Defensive rebound by I. Zubac,,51,42
232,2,1:33.0,L. Shamet makes 3-pt jump shot from 23 ft (assist by P. Beverley),,54,42
233,2,1:19.0,,T. Hardaway misses 3-pt jump shot from 25 ft,54,42
234,2,1:14.0,Defensive rebound by I. Zubac,,54,42
235,2,1:10.0,Shooting foul by M. Kleber (drawn by I. Zubac),,54,42
236,2,1:10.0,I. Zubac makes free throw 1 of 2,,55,42
237,2,1:10.0,I. Zubac misses free throw 2 of 2,,55,42
238,2,1:08.0,,Defensive rebound by K. Porziņģis,55,42
239,2,0:58.0,,K. Porziņģis makes 2-pt layup from 4 ft (assist by L. Dončić),55,44
240,2,0:58.0,,Shooting foul by I. Zubac (drawn by K. Porziņģis),55,44
241,2,0:58.0,,K. Porziņģis makes free throw 1 of 1,55,45
242,2,0:48.0,K. Leonard makes 2-pt layup from 1 ft (assist by I. Zubac),,57,45
243,2,0:48.0,Shooting foul by K. Porziņģis (drawn by K. Leonard),,57,45
244,2,0:48.0,K. Leonard makes free throw 1 of 1,,58,45
245,2,0:36.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by L. Dončić),58,48
246,2,0:30.0,Turnover by P. Beverley (lost ball; steal by T. Hardaway),,58,48
247,2,0:30.0,,Personal foul by P. Beverley (drawn by T. Hardaway),58,48
248,2,0:30.0,,T. Hardaway makes free throw 1 of 2,58,49
249,2,0:30.0,L. Williams enters the game for P. Patterson,,58,49
250,2,0:30.0,,T. Hardaway misses free throw 2 of 2,58,49
251,2,0:27.0,Defensive rebound by P. Beverley,,58,49
252,2,0:06.0,I. Zubac misses 2-pt hook shot from 3 ft,,58,49
253,2,0:05.0,Offensive rebound by I. Zubac,,58,49
254,2,0:05.0,Shooting foul by K. Porziņģis (drawn by I. Zubac),,58,49
255,2,0:05.0,I. Zubac makes free throw 1 of 2,,59,49
256,2,0:05.0,R. McGruder enters the game for P. Beverley,,59,49
257,2,0:05.0,J. Robinson enters the game for L. Williams,,59,49
258,2,0:05.0,,J. Brunson enters the game for K. Porziņģis,59,49
259,2,0:05.0,I. Zubac makes free throw 2 of 2,,60,49
260,2,0:00.0,,L. Dončić misses 2-pt jump shot from 8 ft,60,49
261,2,0:00.0,,Offensive rebound by Team,60,49
262,3,11:52.0,K. Leonard makes 2-pt dunk at rim (assist by L. Williams),,62,49
263,3,11:37.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,62,49
264,3,11:35.0,,Offensive rebound by Team,62,49
265,3,11:25.0,,Turnover by L. Dončić (lost ball; steal by L. Williams),62,49
266,3,11:19.0,L. Williams misses 3-pt jump shot from 25 ft,,62,49
267,3,11:15.0,,Defensive rebound by J. Barea,62,49
268,3,11:09.0,,L. Dončić makes 2-pt jump shot from 4 ft,62,51
269,3,10:56.0,K. Leonard makes 2-pt jump shot from 13 ft,,64,51
270,3,10:45.0,,K. Porziņģis misses 2-pt jump shot from 2 ft,64,51
271,3,10:41.0,,Offensive rebound by K. Porziņģis,64,51
272,3,10:41.0,,K. Porziņģis misses 2-pt layup at rim,64,51
273,3,10:40.0,Defensive rebound by L. Williams,,64,51
274,3,10:35.0,Shooting foul by D. Finney-Smith (drawn by K. Leonard),,64,51
275,3,10:35.0,K. Leonard misses free throw 1 of 2,,64,51
276,3,10:35.0,Offensive rebound by Team,,64,51
277,3,10:35.0,K. Leonard makes free throw 2 of 2,,65,51
278,3,10:24.0,,L. Dončić makes 2-pt dunk at rim,65,53
279,3,9:58.0,L. Williams misses 3-pt jump shot from 25 ft,,65,53
280,3,9:57.0,Offensive rebound by K. Leonard,,65,53
281,3,9:57.0,Turnover by Team (shot clock),,65,53
282,3,9:49.0,,Personal foul by M. Harkless (drawn by T. Hardaway),65,53
283,3,9:49.0,R. McGruder enters the game for M. Harkless,,65,53
284,3,9:39.0,,J. Barea makes 3-pt jump shot from 23 ft (assist by L. Dončić),65,56
285,3,9:22.0,Personal foul by J. Barea (drawn by L. Shamet),,65,56
286,3,9:09.0,K. Leonard makes 2-pt jump shot from 13 ft,,67,56
287,3,8:56.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,67,56
288,3,8:53.0,Defensive rebound by K. Leonard,,67,56
289,3,8:41.0,I. Zubac misses 2-pt layup from 4 ft (block by K. Porziņģis),,67,56
290,3,8:38.0,Offensive rebound by I. Zubac,,67,56
291,3,8:37.0,L. Williams misses 3-pt jump shot from 23 ft,,67,56
292,3,8:35.0,,Defensive rebound by K. Porziņģis,67,56
293,3,8:26.0,,Def 3 sec tech foul by Team,67,56
294,3,8:26.0,,T. Hardaway makes technical free throw,67,57
295,3,8:18.0,,L. Dončić misses 3-pt jump shot from 29 ft,67,57
296,3,8:16.0,,Offensive rebound by D. Finney-Smith,67,57
297,3,8:13.0,,T. Hardaway makes 2-pt jump shot from 19 ft (assist by D. Finney-Smith),67,59
298,3,7:51.0,I. Zubac misses 2-pt layup from 3 ft (block by D. Finney-Smith),,67,59
299,3,7:49.0,,Defensive rebound by K. Porziņģis,67,59
300,3,7:42.0,,K. Porziņģis makes 2-pt dunk at rim (assist by J. Barea),67,61
301,3,7:42.0,LA Clippers full timeout,,67,61
302,3,7:23.0,K. Leonard misses 2-pt jump shot from 16 ft,,67,61
303,3,7:21.0,,Defensive rebound by Team,67,61
304,3,7:21.0,M. Harrell enters the game for I. Zubac,,67,61
305,3,7:08.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by L. Dončić),67,64
306,3,6:57.0,L. Williams makes 2-pt jump shot from 20 ft,,69,64
307,3,6:46.0,,Personal foul by R. McGruder (drawn by L. Dončić),69,64
308,3,6:46.0,,M. Kleber enters the game for K. Porziņģis,69,64
309,3,6:35.0,,L. Dončić misses 3-pt jump shot from 26 ft,69,64
310,3,6:32.0,Defensive rebound by L. Williams,,69,64
311,3,6:16.0,M. Harrell makes 2-pt hook shot from 6 ft,,71,64
312,3,6:07.0,,J. Barea misses 2-pt jump shot from 15 ft,71,64
313,3,6:05.0,Defensive rebound by M. Harrell,,71,64
314,3,6:01.0,Personal foul by J. Barea (drawn by K. Leonard),,71,64
315,3,5:49.0,M. Harrell makes 2-pt hook shot from 7 ft,,73,64
316,3,5:27.0,,M. Kleber makes 2-pt jump shot from 10 ft (assist by J. Barea),73,66
317,3,5:04.0,M. Harrell misses 2-pt jump shot from 3 ft,,73,66
318,3,5:00.0,,Defensive rebound by J. Barea,73,66
319,3,4:59.0,,T. Hardaway misses 2-pt layup from 6 ft (block by L. Williams),73,66
320,3,4:59.0,,Offensive rebound by Team,73,66
321,3,4:55.0,,Personal foul by L. Williams (drawn by L. Dončić),73,66
322,3,4:45.0,,Turnover by L. Dončić (bad pass; steal by K. Leonard),73,66
323,3,4:39.0,L. Williams misses 3-pt jump shot from 25 ft,,73,66
324,3,4:37.0,Offensive rebound by R. McGruder,,73,66
325,3,4:35.0,K. Leonard misses 3-pt jump shot from 26 ft,,73,66
326,3,4:32.0,Offensive rebound by R. McGruder,,73,66
327,3,4:27.0,L. Williams misses 2-pt layup from 1 ft,,73,66
328,3,4:24.0,Offensive rebound by M. Harrell,,73,66
329,3,4:24.0,M. Harrell misses 2-pt layup from 1 ft,,73,66
330,3,4:22.0,Offensive rebound by M. Harrell,,73,66
331,3,4:22.0,M. Harrell makes 2-pt layup from 1 ft,,75,66
332,3,4:11.0,,J. Barea misses 3-pt jump shot from 24 ft,75,66
333,3,4:07.0,Defensive rebound by L. Williams,,75,66
334,3,4:06.0,Personal foul by T. Hardaway (drawn by R. McGruder),,75,66
335,3,4:06.0,,S. Curry enters the game for J. Barea,75,66
336,3,3:56.0,K. Leonard makes 2-pt jump shot from 4 ft,,77,66
337,3,3:56.0,,Dallas full timeout,77,66
338,3,3:56.0,J. Robinson enters the game for L. Williams,,77,66
339,3,3:46.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by L. Dončić),77,69
340,3,3:29.0,K. Leonard makes 2-pt jump shot from 10 ft,,79,69
341,3,3:19.0,,M. Kleber misses 3-pt jump shot from 26 ft,79,69
342,3,3:18.0,,Offensive rebound by Team,79,69
343,3,3:18.0,Loose ball foul by K. Leonard (drawn by D. Finney-Smith),,79,69
344,3,3:12.0,,Shooting foul by R. McGruder (drawn by L. Dončić),79,69
345,3,3:12.0,,L. Dončić makes free throw 1 of 2,79,70
346,3,3:12.0,,L. Dončić makes free throw 2 of 2,79,71
347,3,2:57.0,J. Robinson misses 3-pt jump shot from 26 ft,,79,71
348,3,2:54.0,,Defensive rebound by T. Hardaway,79,71
349,3,2:43.0,,T. Hardaway misses 3-pt jump shot from 28 ft,79,71
350,3,2:40.0,Defensive rebound by L. Shamet,,79,71
351,3,2:40.0,J. Green enters the game for L. Shamet,,79,71
352,3,2:40.0,,J. Brunson enters the game for T. Hardaway,79,71
353,3,2:25.0,M. Harrell misses 2-pt jump shot from 6 ft,,79,71
354,3,2:23.0,Offensive rebound by M. Harrell,,79,71
355,3,2:22.0,M. Harrell misses 2-pt layup from 4 ft,,79,71
356,3,2:21.0,,Defensive rebound by M. Kleber,79,71
357,3,2:09.0,,L. Dončić makes 2-pt layup from 1 ft,79,73
358,3,1:45.0,R. McGruder makes 2-pt jump shot from 5 ft (assist by J. Robinson),,81,73
359,3,1:29.0,,L. Dončić makes 3-pt jump shot from 25 ft,81,76
360,3,1:13.0,J. Green misses 3-pt jump shot from 25 ft,,81,76
361,3,1:10.0,,Defensive rebound by L. Dončić,81,76
362,3,1:00.0,,L. Dončić makes 2-pt layup from 2 ft,81,78
363,3,0:44.0,Shooting foul by L. Dončić (drawn by J. Green),,81,78
364,3,0:44.0,J. Green makes free throw 1 of 2,,82,78
365,3,0:44.0,L. Williams enters the game for K. Leonard,,82,78
366,3,0:44.0,J. Green misses free throw 2 of 2,,82,78
367,3,0:43.0,,Defensive rebound by L. Dončić,82,78
368,3,0:24.0,,L. Dončić misses 3-pt jump shot from 28 ft,82,78
369,3,0:21.0,,Offensive rebound by D. Finney-Smith,82,78
370,3,0:20.0,,Turnover by Team (shot clock),82,78
371,3,0:01.0,L. Williams misses 3-pt jump shot from 28 ft,,82,78
372,3,0:01.0,Offensive rebound by J. Green,,82,78
373,3,0:00.0,J. Green misses 2-pt layup from 1 ft,,82,78
374,3,0:00.0,Offensive rebound by Team,,82,78
375,4,11:47.0,,M. Kleber misses 3-pt jump shot from 26 ft,82,78
376,4,11:44.0,,Offensive rebound by K. Porziņģis,82,78
377,4,11:34.0,,M. Kleber makes 2-pt jump shot from 6 ft (assist by D. Wright),82,80
378,4,11:23.0,Turnover by M. Harrell (traveling),,82,80
379,4,11:10.0,,Turnover by D. Wright (lost ball; steal by J. Robinson),82,80
380,4,11:05.0,J. Robinson misses 2-pt layup from 7 ft (block by M. Kleber),,82,80
381,4,11:02.0,Offensive rebound by L. Williams,,82,80
