,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MILWAUKEE_ACTION,CHARLOTTE_SCORE,MILWAUKEE_SCORE
254,3,7:37.0,P. Washington makes 2-pt dunk from 2 ft (assist by T. Rozier),,60,81
255,3,7:19.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,60,81
256,3,7:16.0,Defensive rebound by M. Bridges,,60,81
257,3,7:04.0,M. Williams misses 3-pt jump shot from 28 ft,,60,81
258,3,7:02.0,,Defensive rebound by W. Matthews,60,81
259,3,6:57.0,,W. Matthews misses 3-pt jump shot from 27 ft,60,81
260,3,6:51.0,Defensive rebound by M. Williams,,60,81
261,3,6:47.0,T. Rozier makes 3-pt jump shot from 24 ft (assist by M. Bridges),,63,81
262,3,6:30.0,,Shooting foul by P. Washington (drawn by G. Antetokounmpo),63,81
263,3,6:30.0,,G. Antetokounmpo makes free throw 1 of 2,63,82
264,3,6:30.0,M. Monk enters the game for D. Graham,,63,82
265,3,6:30.0,,P. Connaughton enters the game for D. DiVincenzo,63,82
266,3,6:30.0,,E. İlyasova enters the game for R. Lopez,63,82
267,3,6:30.0,,G. Antetokounmpo misses free throw 2 of 2,63,82
268,3,6:25.0,Defensive rebound by M. Monk,,63,82
269,3,6:06.0,M. Bridges misses 3-pt jump shot from 24 ft,,63,82
270,3,6:03.0,,Defensive rebound by G. Antetokounmpo,63,82
271,3,6:02.0,,W. Matthews makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),63,84
272,3,6:02.0,,Shooting foul by M. Bridges (drawn by W. Matthews),63,84
273,3,6:02.0,,W. Matthews makes free throw 1 of 1,63,85
274,3,5:47.0,Turnover by P. Washington (bad pass),,63,85
275,3,5:47.0,,D. Wilson enters the game for G. Antetokounmpo,63,85
276,3,5:35.0,,P. Connaughton makes 2-pt hook shot from 4 ft (assist by E. Bledsoe),63,87
277,3,5:25.0,M. Monk misses 2-pt jump shot from 16 ft,,63,87
278,3,5:22.0,,Defensive rebound by D. Wilson,63,87
279,3,5:11.0,,D. Wilson misses 3-pt jump shot from 26 ft,63,87
280,3,5:09.0,Defensive rebound by M. Williams,,63,87
281,3,4:58.0,T. Rozier misses 3-pt jump shot from 23 ft,,63,87
282,3,4:55.0,Offensive rebound by P. Washington,,63,87
283,3,4:53.0,M. Williams misses 2-pt jump shot from 11 ft,,63,87
284,3,4:53.0,,Defensive rebound by P. Connaughton,63,87
285,3,4:35.0,,E. İlyasova makes 3-pt jump shot from 27 ft (assist by P. Connaughton),63,90
286,3,4:35.0,D. Bacon enters the game for M. Bridges,,63,90
287,3,4:35.0,C. Zeller enters the game for P. Washington,,63,90
288,3,4:35.0,,G. Hill enters the game for E. Bledsoe,63,90
289,3,4:35.0,,K. Middleton enters the game for W. Matthews,63,90
290,3,4:09.0,M. Monk makes 2-pt jump shot from 11 ft,,65,90
291,3,3:45.0,,D. Wilson makes 2-pt jump shot from 16 ft (assist by G. Hill),65,92
292,3,3:35.0,Personal foul by K. Middleton (drawn by C. Zeller),,65,92
293,3,3:29.0,T. Rozier makes 3-pt jump shot from 26 ft (assist by M. Williams),,68,92
294,3,3:17.0,,Personal foul by M. Williams (drawn by E. İlyasova),68,92
295,3,3:17.0,,E. İlyasova misses free throw 1 of 2,68,92
296,3,3:17.0,,Offensive rebound by Team,68,92
297,3,3:17.0,D. Graham enters the game for T. Rozier,,68,92
298,3,3:17.0,,E. İlyasova makes free throw 2 of 2,68,93
299,3,3:01.0,Personal foul by P. Connaughton (drawn by M. Monk),,68,93
300,3,2:58.0,M. Monk misses 3-pt jump shot from 26 ft,,68,93
301,3,2:55.0,,Defensive rebound by D. Wilson,68,93
302,3,2:44.0,,P. Connaughton misses 3-pt jump shot from 26 ft,68,93
303,3,2:41.0,Defensive rebound by D. Bacon,,68,93
304,3,2:36.0,M. Monk misses 3-pt jump shot from 24 ft,,68,93
305,3,2:34.0,,Defensive rebound by D. Wilson,68,93
306,3,2:29.0,,Milwaukee full timeout,68,93
307,3,2:23.0,,K. Middleton misses 3-pt jump shot from 29 ft,68,93
308,3,2:19.0,,Offensive rebound by E. İlyasova,68,93
309,3,2:13.0,,Turnover by K. Middleton (lost ball; steal by D. Bacon),68,93
310,3,2:08.0,D. Graham makes 2-pt layup from 2 ft (assist by D. Bacon),,70,93
311,3,1:46.0,,K. Middleton makes 2-pt jump shot from 12 ft (assist by P. Connaughton),70,95
312,3,1:31.0,Turnover by D. Bacon (bad pass),,70,95
313,3,1:31.0,,D. Bender enters the game for P. Connaughton,70,95
314,3,1:31.0,,K. Korver enters the game for E. İlyasova,70,95
315,3,1:31.0,,Violation by Team (delay of game),70,95
316,3,1:12.0,,K. Middleton makes 2-pt jump shot from 10 ft (assist by D. Wilson),70,97
317,3,1:12.0,,Shooting foul by M. Monk (drawn by K. Middleton),70,97
318,3,1:12.0,,K. Middleton makes free throw 1 of 1,70,98
319,3,0:59.0,M. Williams misses 3-pt jump shot from 28 ft,,70,98
320,3,0:55.0,Offensive rebound by C. Zeller,,70,98
321,3,0:53.0,C. Zeller makes 2-pt hook shot from 7 ft,,72,98
322,3,0:38.0,,K. Korver misses 3-pt jump shot from 27 ft,72,98
323,3,0:35.0,Defensive rebound by M. Williams,,72,98
324,3,0:31.0,M. Williams misses 3-pt jump shot from 27 ft,,72,98
325,3,0:28.0,,Defensive rebound by K. Korver,72,98
326,3,0:11.0,,D. Bender makes 3-pt jump shot from 23 ft (assist by K. Middleton),72,101
327,3,0:02.0,D. Graham makes 3-pt jump shot from 28 ft,,75,101
328,3,0:00.0,,G. Hill misses 3-pt jump shot from 47 ft,75,101
329,3,0:00.0,,Offensive rebound by Team,75,101
330,4,11:45.0,,K. Middleton makes 2-pt jump shot from 16 ft (assist by G. Hill),75,103
331,4,11:30.0,P. Washington misses 2-pt hook shot from 8 ft,,75,103
332,4,11:27.0,Offensive rebound by C. Zeller,,75,103
333,4,11:25.0,Turnover by C. Zeller (back court),,75,103
334,4,11:09.0,,K. Middleton misses 2-pt jump shot from 15 ft,75,103
335,4,11:09.0,Defensive rebound by Team,,75,103
336,4,11:09.0,,Loose ball foul by D. Bender (drawn by C. Zeller),75,103
337,4,10:50.0,M. Bridges misses 2-pt jump shot from 20 ft,,75,103
338,4,10:47.0,,Defensive rebound by D. Bender,75,103
339,4,10:41.0,,D. Bender makes 2-pt layup from 1 ft (assist by G. Hill),75,105
340,4,10:32.0,C. Zeller makes 2-pt layup from 6 ft,,77,105
341,4,10:32.0,Shooting foul by D. Bender (drawn by C. Zeller),,77,105
342,4,10:32.0,C. Zeller makes free throw 1 of 1,,78,105
343,4,10:13.0,,K. Middleton makes 2-pt layup from 1 ft,78,107
344,4,10:03.0,Turnover by D. Graham (bad pass; steal by G. Hill),,78,107
345,4,10:02.0,,Personal take foul by D. Graham (drawn by G. Hill),78,107
346,4,10:02.0,,D. DiVincenzo enters the game for G. Hill,78,107
347,4,10:02.0,,F. Mason enters the game for K. Middleton,78,107
348,4,9:48.0,,D. Bender misses 3-pt jump shot from 26 ft,78,107
349,4,9:44.0,Defensive rebound by C. Zeller,,78,107
350,4,9:29.0,D. Graham misses 3-pt jump shot from 26 ft,,78,107
351,4,9:27.0,,Defensive rebound by D. DiVincenzo,78,107
352,4,9:16.0,,D. DiVincenzo makes 3-pt jump shot from 29 ft,78,110
353,4,8:58.0,C. Zeller misses 2-pt hook shot from 9 ft,,78,110
354,4,8:55.0,,Defensive rebound by K. Korver,78,110
355,4,8:53.0,,D. DiVincenzo makes 3-pt jump shot from 27 ft (assist by K. Korver),78,113
356,4,8:53.0,Charlotte full timeout,,78,113
357,4,8:53.0,W. Hernangómez enters the game for D. Bacon,,78,113
358,4,8:53.0,M. Monk enters the game for D. Graham,,78,113
359,4,8:53.0,T. Rozier enters the game for C. Zeller,,78,113
360,4,8:53.0,,R. Lopez enters the game for D. Wilson,78,113
361,4,8:32.0,M. Bridges misses 2-pt layup from 2 ft,,78,113
362,4,8:30.0,,Defensive rebound by R. Lopez,78,113
363,4,8:15.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,78,113
364,4,8:12.0,Defensive rebound by W. Hernangómez,,78,113
365,4,8:02.0,M. Monk misses 3-pt jump shot from 28 ft,,78,113
366,4,8:00.0,Offensive rebound by M. Bridges,,78,113
367,4,8:00.0,Shooting foul by D. Bender (drawn by M. Bridges),,78,113
368,4,8:00.0,M. Bridges makes free throw 1 of 2,,79,113
369,4,8:00.0,M. Bridges makes free throw 2 of 2,,80,113
370,4,7:51.0,,Personal foul by T. Rozier (drawn by F. Mason),80,113
371,4,7:46.0,,D. Bender makes 2-pt layup from 2 ft (assist by R. Lopez),80,115
