,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MEMPHIS_ACTION,LA LAKERS_SCORE,MEMPHIS_SCORE
0,1,11:34.0,,Turnover by D. Brooks (lost ball; steal by D. Green),0,0
1,1,11:30.0,Turnover by L. James (bad pass; steal by J. Crowder),,0,0
2,1,11:28.0,,Turnover by J. Crowder (bad pass; steal by K. Caldwell-Pope),0,0
3,1,11:23.0,D. Green misses 3-pt jump shot from 26 ft,,0,0
4,1,11:20.0,,Defensive rebound by J. Crowder,0,0
5,1,11:11.0,,J. Jackson makes 2-pt hook shot at rim (assist by J. Valančiūnas),0,2
6,1,10:56.0,Shooting foul by J. Jackson (drawn by A. Davis),,0,2
7,1,10:56.0,A. Davis makes free throw 1 of 2,,1,2
8,1,10:56.0,A. Davis makes free throw 2 of 2,,2,2
9,1,10:39.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Morant),2,5
10,1,10:25.0,Turnover by A. Davis (out of bounds lost ball),,2,5
11,1,10:10.0,,Turnover by J. Morant (out of bounds lost ball),2,5
12,1,9:59.0,L. James makes 2-pt jump shot from 8 ft,,4,5
13,1,9:39.0,,Turnover by J. Valančiūnas (lost ball; steal by D. Green),4,5
14,1,9:36.0,,Violation by Team (kicked ball),4,5
15,1,9:29.0,Turnover by D. Green (bad pass; steal by J. Jackson),,4,5
16,1,9:24.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by D. Brooks),4,8
17,1,9:02.0,A. Davis misses 2-pt jump shot from 15 ft,,4,8
18,1,8:57.0,,Defensive rebound by J. Morant,4,8
19,1,8:40.0,,J. Morant makes 3-pt jump shot from 23 ft (assist by J. Crowder),4,11
20,1,8:22.0,Turnover by D. Green (bad pass; steal by J. Valančiūnas),,4,11
21,1,8:19.0,,Turnover by J. Crowder (bad pass),4,11
22,1,8:01.0,Turnover by A. Davis (lost ball; steal by J. Morant),,4,11
23,1,7:51.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by J. Morant),4,14
24,1,7:50.0,LA Lakers full timeout,,4,14
25,1,7:37.0,D. Green makes 3-pt jump shot from 25 ft (assist by A. Davis),,7,14
26,1,7:16.0,,J. Jackson misses 2-pt jump shot from 6 ft,7,14
27,1,7:13.0,Defensive rebound by J. McGee,,7,14
28,1,7:06.0,Shooting foul by J. Crowder (drawn by J. McGee),,7,14
29,1,7:06.0,J. McGee misses free throw 1 of 2,,7,14
30,1,7:06.0,Offensive rebound by Team,,7,14
31,1,7:06.0,J. McGee makes free throw 2 of 2,,8,14
32,1,6:51.0,,Turnover by D. Brooks (lost ball; steal by A. Davis),8,14
33,1,6:46.0,L. James misses 2-pt layup from 1 ft,,8,14
34,1,6:42.0,,Defensive rebound by J. Jackson,8,14
35,1,6:40.0,,J. Morant makes 2-pt layup from 1 ft (assist by J. Crowder),8,16
36,1,6:40.0,,Shooting foul by A. Davis (drawn by J. Morant),8,16
37,1,6:40.0,,B. Clarke enters the game for J. Jackson,8,16
38,1,6:40.0,,J. Morant makes free throw 1 of 1,8,17
39,1,6:30.0,A. Davis misses 2-pt jump shot from 13 ft,,8,17
40,1,6:28.0,,Defensive rebound by B. Clarke,8,17
41,1,6:22.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Crowder),8,17
42,1,6:22.0,,Instant Replay (Request: Ruling Stands),8,17
43,1,6:22.0,,J. Crowder makes free throw 1 of 3,8,18
44,1,6:22.0,,J. Crowder misses free throw 2 of 3,8,18
45,1,6:22.0,,Offensive rebound by Team,8,18
46,1,6:22.0,,M. Guduric enters the game for D. Brooks,8,18
47,1,6:22.0,,T. Jones enters the game for J. Morant,8,18
48,1,6:22.0,,J. Crowder misses free throw 3 of 3,8,18
49,1,6:20.0,Defensive rebound by J. McGee,,8,18
50,1,6:13.0,L. James misses 3-pt jump shot from 27 ft,,8,18
51,1,6:10.0,,Defensive rebound by J. Valančiūnas,8,18
52,1,6:01.0,,T. Jones misses 2-pt jump shot from 1 ft,8,18
53,1,5:57.0,Defensive rebound by J. McGee,,8,18
