,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DETROIT_ACTION,MINNESOTA_SCORE,DETROIT_SCORE
385,4,7:35.0,,Turnover by L. Galloway (out of bounds lost ball),105,95
386,4,7:16.0,A. Wiggins makes 2-pt jump shot from 9 ft,,107,95
387,4,7:09.0,,D. Rose makes 2-pt layup from 1 ft (assist by B. Griffin),107,97
388,4,6:47.0,A. Wiggins misses 2-pt hook shot from 11 ft,,107,97
389,4,6:45.0,,Defensive rebound by B. Griffin,107,97
390,4,6:37.0,,Shooting foul by K. Towns (drawn by B. Griffin),107,97
391,4,6:37.0,,B. Griffin misses free throw 1 of 2,107,97
392,4,6:37.0,,Offensive rebound by Team,107,97
393,4,6:37.0,J. Layman enters the game for N. Vonleh,,107,97
394,4,6:37.0,,A. Drummond enters the game for T. Maker,107,97
395,4,6:37.0,,T. Frazier enters the game for D. Rose,107,97
396,4,6:37.0,,B. Griffin makes free throw 2 of 2,107,98
397,4,6:31.0,Personal foul by T. Frazier (drawn by T. Graham),,107,98
398,4,6:31.0,,M. Morris enters the game for B. Griffin,107,98
399,4,6:18.0,A. Wiggins makes 2-pt layup from 2 ft (assist by K. Towns),,109,98
400,4,5:54.0,,T. Frazier misses 3-pt jump shot from 26 ft,109,98
401,4,5:48.0,Defensive rebound by T. Graham,,109,98
402,4,5:34.0,T. Graham misses 2-pt layup from 2 ft,,109,98
403,4,5:33.0,Offensive rebound by T. Graham,,109,98
404,4,5:29.0,K. Towns misses 3-pt jump shot from 25 ft (block by A. Drummond),,109,98
405,4,5:26.0,,Defensive rebound by M. Morris,109,98
406,4,5:23.0,,L. Galloway misses 3-pt jump shot from 24 ft,109,98
407,4,5:19.0,Defensive rebound by A. Wiggins,,109,98
408,4,5:04.0,A. Wiggins misses 2-pt jump shot from 20 ft,,109,98
409,4,5:00.0,,Defensive rebound by L. Kennard,109,98
410,4,4:49.0,,T. Frazier misses 3-pt jump shot from 26 ft,109,98
411,4,4:46.0,Defensive rebound by A. Wiggins,,109,98
412,4,4:24.0,Turnover by Team (shot clock),,109,98
413,4,4:24.0,,Detroit full timeout,109,98
414,4,4:24.0,G. Dieng enters the game for K. Towns,,109,98
415,4,4:24.0,,T. Snell enters the game for T. Frazier,109,98
416,4,4:12.0,,L. Galloway misses 2-pt layup at rim,109,98
417,4,4:12.0,,Offensive rebound by A. Drummond,109,98
418,4,4:12.0,,A. Drummond makes 2-pt layup from 1 ft,109,100
419,4,4:12.0,,Shooting foul by J. Culver (drawn by A. Drummond),109,100
420,4,4:12.0,,A. Drummond makes free throw 1 of 1,109,101
421,4,3:52.0,Shooting foul by M. Morris (drawn by A. Wiggins),,109,101
422,4,3:52.0,A. Wiggins misses free throw 1 of 2,,109,101
423,4,3:52.0,Offensive rebound by Team,,109,101
424,4,3:52.0,J. Okogie enters the game for J. Culver,,109,101
425,4,3:52.0,A. Wiggins misses free throw 2 of 2,,109,101
426,4,3:50.0,,Defensive rebound by A. Drummond,109,101
427,4,3:44.0,,L. Galloway misses 3-pt jump shot from 28 ft,109,101
428,4,3:39.0,Defensive rebound by G. Dieng,,109,101
429,4,3:19.0,Turnover by J. Layman (lost ball; steal by L. Kennard),,109,101
430,4,3:14.0,,L. Kennard misses 2-pt jump shot from 18 ft,109,101
431,4,3:10.0,Defensive rebound by G. Dieng,,109,101
432,4,2:46.0,T. Graham misses 2-pt jump shot from 6 ft,,109,101
433,4,2:44.0,Offensive rebound by T. Graham,,109,101
434,4,2:43.0,T. Graham misses 2-pt layup from 1 ft,,109,101
435,4,2:41.0,Offensive rebound by T. Graham,,109,101
436,4,2:37.0,J. Okogie misses 2-pt layup from 2 ft (block by A. Drummond),,109,101
437,4,2:34.0,,Defensive rebound by A. Drummond,109,101
438,4,2:30.0,,T. Snell makes 3-pt jump shot from 22 ft (assist by M. Morris),109,104
439,4,2:27.0,Minnesota full timeout,,109,104
440,4,2:27.0,R. Covington enters the game for G. Dieng,,109,104
441,4,2:27.0,K. Towns enters the game for J. Okogie,,109,104
442,4,2:27.0,,B. Griffin enters the game for M. Morris,109,104
443,4,2:02.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Towns),,112,104
444,4,1:40.0,,Turnover by B. Griffin (lost ball; steal by A. Wiggins),112,104
445,4,1:34.0,T. Graham misses 3-pt jump shot from 26 ft,,112,104
446,4,1:31.0,,Defensive rebound by L. Kennard,112,104
447,4,1:31.0,,Instant Replay (Request: Stands),112,104
448,4,1:15.0,,Turnover by B. Griffin (bad pass),112,104
449,4,1:15.0,,Instant Replay (Request: Ruling Stands),112,104
450,4,1:03.0,K. Towns makes 3-pt jump shot from 26 ft (assist by T. Graham),,115,104
451,4,0:53.0,,L. Galloway makes 2-pt layup from 4 ft (assist by L. Kennard),115,106
452,4,0:48.0,A. Wiggins makes 2-pt layup from 2 ft,,117,106
453,4,0:48.0,Shooting foul by A. Drummond (drawn by A. Wiggins),,117,106
454,4,0:48.0,A. Wiggins makes free throw 1 of 1,,118,106
455,4,0:48.0,,Detroit full timeout,118,106
456,4,0:45.0,,L. Kennard makes 3-pt jump shot from 26 ft (assist by B. Griffin),118,109
457,4,0:30.0,Turnover by R. Covington (bad pass; steal by A. Drummond),,118,109
458,4,0:21.0,,T. Snell makes 2-pt layup from 2 ft (assist by L. Kennard),118,111
459,4,0:18.0,Personal foul by T. Snell (drawn by A. Wiggins),,118,111
460,4,0:18.0,A. Wiggins makes free throw 1 of 2,,119,111
461,4,0:18.0,A. Wiggins makes free throw 2 of 2,,120,111
462,4,0:09.0,,Shooting foul by T. Graham (drawn by L. Kennard),120,111
463,4,0:09.0,Minnesota full timeout,,120,111
464,4,0:09.0,Instant Replay (Challenge: Ruling Stands),,120,111
465,4,0:09.0,,L. Kennard makes free throw 1 of 3,120,112
466,4,0:09.0,,L. Kennard makes free throw 2 of 3,120,113
467,4,0:09.0,,L. Kennard makes free throw 3 of 3,120,114
