,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,LA CLIPPERS_ACTION,LA LAKERS_SCORE,LA CLIPPERS_SCORE
0,1,11:41.0,Turnover by J. McGee (3 sec),,0,0
1,1,11:21.0,,P. George makes 2-pt jump shot from 14 ft (assist by I. Zubac),0,2
2,1,11:01.0,A. Davis misses 2-pt hook shot from 9 ft,,0,2
3,1,10:59.0,,Defensive rebound by I. Zubac,0,2
4,1,10:49.0,,M. Morris misses 2-pt jump shot from 12 ft,0,2
5,1,10:48.0,,Offensive rebound by I. Zubac,0,2
6,1,10:48.0,,I. Zubac misses 2-pt layup from 1 ft,0,2
7,1,10:47.0,Defensive rebound by J. McGee,,0,2
8,1,10:40.0,L. James misses 2-pt layup from 1 ft,,0,2
9,1,10:39.0,,Defensive rebound by M. Morris,0,2
10,1,10:36.0,,P. George misses 3-pt jump shot from 26 ft,0,2
11,1,10:33.0,Defensive rebound by A. Davis,,0,2
12,1,10:28.0,Shooting foul by M. Morris (drawn by J. McGee),,0,2
13,1,10:28.0,J. McGee makes free throw 1 of 2,,1,2
14,1,10:28.0,J. McGee misses free throw 2 of 2,,1,2
15,1,10:26.0,,Defensive rebound by M. Morris,1,2
16,1,10:17.0,,P. Beverley makes 2-pt jump shot from 9 ft,1,4
17,1,9:59.0,A. Davis misses 3-pt jump shot from 26 ft,,1,4
18,1,9:56.0,,Defensive rebound by Team,1,4
19,1,9:42.0,,P. George misses 2-pt layup from 3 ft,1,4
20,1,9:39.0,,Offensive rebound by P. George,1,4
21,1,9:34.0,,P. George misses 2-pt jump shot from 14 ft,1,4
22,1,9:32.0,,Offensive rebound by I. Zubac,1,4
23,1,9:31.0,,Shooting foul by J. McGee (drawn by I. Zubac),1,4
24,1,9:31.0,,I. Zubac misses free throw 1 of 2,1,4
25,1,9:31.0,,Offensive rebound by Team,1,4
26,1,9:31.0,,I. Zubac makes free throw 2 of 2,1,5
27,1,9:21.0,Shooting foul by I. Zubac (drawn by A. Davis),,1,5
28,1,9:21.0,A. Davis makes free throw 1 of 2,,2,5
29,1,9:21.0,A. Davis makes free throw 2 of 2,,3,5
30,1,9:16.0,,M. Morris misses 3-pt jump shot from 26 ft,3,5
31,1,9:13.0,Defensive rebound by D. Green,,3,5
32,1,9:01.0,A. Bradley makes 2-pt jump shot from 17 ft,,5,5
33,1,8:47.0,,K. Leonard makes 2-pt jump shot from 16 ft,5,7
34,1,8:38.0,Turnover by A. Bradley (lost ball; steal by P. Beverley),,5,7
35,1,8:32.0,,P. George makes 3-pt jump shot from 23 ft (assist by M. Morris),5,10
36,1,8:30.0,LA Lakers full timeout,,5,10
37,1,8:15.0,A. Davis misses 2-pt jump shot from 16 ft,,5,10
38,1,8:12.0,,Defensive rebound by I. Zubac,5,10
39,1,8:02.0,,Turnover by P. Beverley (bad pass; steal by A. Davis),5,10
40,1,7:59.0,A. Davis makes 2-pt dunk from 3 ft,,7,10
41,1,7:47.0,,Turnover by P. Beverley (lost ball; steal by A. Bradley),7,10
42,1,7:44.0,A. Bradley makes 2-pt layup from 2 ft,,9,10
43,1,7:43.0,,Technical foul by A. Bradley,9,10
44,1,7:43.0,,P. George makes technical free throw,9,11
45,1,7:26.0,,Turnover by P. George (bad pass),9,11
46,1,7:22.0,Shooting foul by I. Zubac (drawn by L. James),,9,11
47,1,7:22.0,L. James makes free throw 1 of 2,,10,11
48,1,7:22.0,L. James makes free throw 2 of 2,,11,11
49,1,7:00.0,,M. Morris misses 3-pt jump shot from 23 ft,11,11
50,1,6:57.0,Defensive rebound by J. McGee,,11,11
51,1,6:51.0,L. James makes 2-pt layup from 2 ft,,13,11
52,1,6:51.0,Shooting foul by P. George (drawn by L. James),,13,11
53,1,6:51.0,,M. Harrell enters the game for I. Zubac,13,11
54,1,6:51.0,L. James makes free throw 1 of 1,,14,11
55,1,6:40.0,,K. Leonard makes 2-pt jump shot from 9 ft,14,13
56,1,6:24.0,A. Bradley misses 2-pt jump shot from 8 ft,,14,13
57,1,6:23.0,,Defensive rebound by P. George,14,13
58,1,6:17.0,,P. George makes 2-pt layup from 2 ft,14,15
59,1,6:17.0,,Shooting foul by J. McGee (drawn by P. George),14,15
60,1,6:17.0,K. Kuzma enters the game for J. McGee,,14,15
61,1,6:17.0,,P. George makes free throw 1 of 1,14,16
62,1,6:05.0,Turnover by A. Davis (bad pass),,14,16
63,1,5:49.0,,K. Leonard misses 3-pt jump shot from 26 ft,14,16
64,1,5:45.0,Defensive rebound by L. James,,14,16
65,1,5:37.0,A. Davis makes 2-pt layup from 1 ft (assist by L. James),,16,16
66,1,5:16.0,,M. Morris misses 3-pt jump shot from 26 ft,16,16
67,1,5:14.0,Defensive rebound by K. Kuzma,,16,16
68,1,4:57.0,K. Kuzma misses 3-pt jump shot from 26 ft,,16,16
69,1,4:55.0,,Defensive rebound by P. George,16,16
70,1,4:49.0,,P. George misses 3-pt jump shot from 26 ft,16,16
71,1,4:46.0,Defensive rebound by Team,,16,16
72,1,4:46.0,K. Caldwell-Pope enters the game for D. Green,,16,16
73,1,4:46.0,R. Rondo enters the game for L. James,,16,16
74,1,4:46.0,,L. Williams enters the game for P. George,16,16
75,1,4:34.0,A. Bradley makes 2-pt jump shot from 20 ft (assist by A. Davis),,18,16
76,1,4:21.0,,Turnover by M. Harrell (traveling),18,16
77,1,4:13.0,A. Bradley misses 2-pt jump shot from 14 ft,,18,16
78,1,4:11.0,,Defensive rebound by K. Leonard,18,16
79,1,3:56.0,,M. Morris misses 2-pt jump shot from 12 ft,18,16
80,1,3:54.0,Defensive rebound by A. Davis,,18,16
81,1,3:48.0,R. Rondo misses 2-pt jump shot from 20 ft,,18,16
82,1,3:45.0,,Defensive rebound by M. Harrell,18,16
83,1,3:38.0,,L. Williams misses 2-pt layup from 4 ft,18,16
84,1,3:36.0,,Offensive rebound by M. Harrell,18,16
85,1,3:36.0,,M. Harrell makes 2-pt layup from 1 ft,18,18
86,1,3:25.0,K. Caldwell-Pope makes 2-pt jump shot from 18 ft (assist by R. Rondo),,20,18
87,1,3:09.0,,K. Leonard makes 2-pt jump shot from 19 ft,20,20
88,1,2:57.0,A. Bradley misses 3-pt jump shot from 23 ft,,20,20
89,1,2:55.0,Offensive rebound by K. Kuzma,,20,20
90,1,2:48.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,20,20
91,1,2:46.0,,Defensive rebound by L. Williams,20,20
92,1,2:44.0,,LA Clippers full timeout,20,20
93,1,2:44.0,Technical foul by L. Williams,,20,20
94,1,2:44.0,M. Morris enters the game for A. Bradley,,20,20
95,1,2:44.0,,J. Green enters the game for P. Beverley,20,20
96,1,2:44.0,,R. Jackson enters the game for M. Morris,20,20
97,1,2:44.0,A. Davis makes technical free throw,,21,20
98,1,2:31.0,,Shooting foul by K. Kuzma (drawn by M. Harrell),21,20
99,1,2:31.0,,M. Harrell makes free throw 1 of 2,21,21
100,1,2:31.0,,L. Shamet enters the game for K. Leonard,21,21
101,1,2:31.0,,M. Harrell misses free throw 2 of 2,21,21
102,1,2:29.0,Defensive rebound by K. Kuzma,,21,21
103,1,2:12.0,A. Davis makes 2-pt jump shot from 8 ft,,23,21
104,1,2:02.0,,R. Jackson misses 2-pt layup from 3 ft,23,21
105,1,2:00.0,,Offensive rebound by M. Harrell,23,21
106,1,1:59.0,,M. Harrell makes 2-pt layup from 3 ft,23,23
107,1,1:42.0,M. Morris misses 3-pt jump shot from 25 ft,,23,23
108,1,1:41.0,Offensive rebound by Team,,23,23
109,1,1:41.0,,Loose ball foul by R. Jackson (drawn by K. Kuzma),23,23
110,1,1:41.0,K. Kuzma makes free throw 1 of 2,,24,23
111,1,1:41.0,K. Kuzma makes free throw 2 of 2,,25,23
112,1,1:41.0,L. James enters the game for A. Davis,,25,23
113,1,1:23.0,,M. Harrell misses 2-pt jump shot from 4 ft (block by M. Morris),25,23
114,1,1:21.0,,Offensive rebound by J. Green,25,23
115,1,1:19.0,,Turnover by J. Green (out of bounds lost ball),25,23
116,1,1:11.0,L. James misses 2-pt layup from 2 ft,,25,23
