,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,LA CLIPPERS_ACTION,MEMPHIS_SCORE,LA CLIPPERS_SCORE
0,1,11:48.0,K. Anderson misses 2-pt layup from 3 ft (block by M. Morris),,0,0
1,1,11:48.0,Offensive rebound by B. Clarke,,0,0
2,1,11:38.0,J. Morant misses 3-pt jump shot from 26 ft,,0,0
3,1,11:35.0,,Defensive rebound by P. George,0,0
4,1,11:33.0,,P. George makes 2-pt jump shot from 15 ft,0,2
5,1,11:18.0,Turnover by B. Clarke (out of bounds lost ball),,0,2
6,1,11:06.0,,P. George makes 3-pt jump shot from 25 ft (assist by P. Beverley),0,5
7,1,10:56.0,K. Anderson makes 2-pt layup from 2 ft (assist by J. Valančiūnas),,2,5
8,1,10:44.0,,M. Morris misses 2-pt jump shot from 10 ft,2,5
9,1,10:41.0,Defensive rebound by K. Anderson,,2,5
10,1,10:25.0,J. Valančiūnas misses 3-pt jump shot from 25 ft,,2,5
11,1,10:20.0,,Defensive rebound by K. Leonard,2,5
12,1,10:15.0,,K. Leonard makes 2-pt jump shot from 17 ft,2,7
13,1,9:53.0,Turnover by J. Morant (bad pass),,2,7
14,1,9:40.0,,Turnover by P. Beverley (bad pass; steal by D. Brooks),2,7
15,1,9:27.0,D. Brooks misses 3-pt jump shot from 28 ft,,2,7
16,1,9:25.0,,Defensive rebound by Team,2,7
17,1,9:16.0,,Turnover by P. Beverley (out of bounds lost ball),2,7
18,1,8:53.0,J. Valančiūnas misses 2-pt hook shot from 6 ft,,2,7
19,1,8:49.0,,Defensive rebound by K. Leonard,2,7
20,1,8:46.0,,K. Leonard misses 3-pt jump shot from 26 ft,2,7
21,1,8:44.0,Defensive rebound by J. Valančiūnas,,2,7
22,1,8:33.0,J. Morant misses 2-pt jump shot from 5 ft,,2,7
23,1,8:31.0,,Defensive rebound by I. Zubac,2,7
24,1,8:23.0,,P. Beverley misses 3-pt jump shot from 25 ft,2,7
25,1,8:19.0,Defensive rebound by K. Anderson,,2,7
26,1,8:12.0,Turnover by D. Brooks (lost ball; steal by K. Leonard),,2,7
27,1,8:09.0,,P. George makes 2-pt dunk from 1 ft (assist by K. Leonard),2,9
28,1,8:09.0,Memphis full timeout,,2,9
29,1,8:09.0,G. Dieng enters the game for B. Clarke,,2,9
30,1,7:52.0,Shooting foul by K. Leonard (drawn by D. Brooks),,2,9
31,1,7:52.0,D. Brooks misses free throw 1 of 3,,2,9
32,1,7:52.0,Offensive rebound by Team,,2,9
33,1,7:52.0,D. Brooks makes free throw 2 of 3,,3,9
34,1,7:52.0,D. Brooks makes free throw 3 of 3,,4,9
35,1,7:37.0,,M. Morris makes 2-pt jump shot from 13 ft (assist by P. Beverley),4,11
36,1,7:21.0,J. Valančiūnas misses 2-pt jump shot from 16 ft,,4,11
37,1,7:17.0,,Defensive rebound by I. Zubac,4,11
38,1,7:13.0,,P. George misses 3-pt jump shot from 25 ft,4,11
39,1,7:08.0,Defensive rebound by G. Dieng,,4,11
40,1,6:50.0,D. Brooks misses 3-pt jump shot from 25 ft,,4,11
41,1,6:45.0,,Defensive rebound by I. Zubac,4,11
42,1,6:45.0,D. Melton enters the game for K. Anderson,,4,11
43,1,6:29.0,,K. Leonard misses 2-pt jump shot from 16 ft,4,11
44,1,6:23.0,,Offensive rebound by I. Zubac,4,11
45,1,6:23.0,,I. Zubac misses 2-pt layup at rim,4,11
46,1,6:22.0,Defensive rebound by J. Valančiūnas,,4,11
47,1,6:10.0,Personal foul by P. Beverley (drawn by G. Dieng),,4,11
48,1,6:10.0,,L. Shamet enters the game for P. George,4,11
49,1,6:03.0,J. Morant misses 2-pt layup from 2 ft,,4,11
50,1,6:01.0,,Defensive rebound by K. Leonard,4,11
51,1,5:53.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by L. Shamet),4,14
52,1,5:36.0,Offensive foul by G. Dieng (drawn by M. Morris),,4,14
53,1,5:36.0,Turnover by G. Dieng (offensive foul),,4,14
54,1,5:36.0,T. Jones enters the game for J. Morant,,4,14
55,1,5:36.0,,L. Williams enters the game for P. Beverley,4,14
56,1,5:19.0,,K. Leonard makes 2-pt dunk from 1 ft (assist by L. Williams),4,16
57,1,5:03.0,J. Valančiūnas misses 2-pt jump shot from 11 ft,,4,16
58,1,4:59.0,,Defensive rebound by I. Zubac,4,16
59,1,4:47.0,,K. Leonard misses 2-pt jump shot from 11 ft,4,16
60,1,4:45.0,Defensive rebound by G. Dieng,,4,16
61,1,4:39.0,Turnover by D. Brooks (bad pass; steal by M. Morris),,4,16
62,1,4:36.0,,K. Leonard makes 2-pt layup from 1 ft (assist by I. Zubac),4,18
63,1,4:36.0,,Shooting foul by D. Brooks (drawn by K. Leonard),4,18
64,1,4:36.0,Memphis full timeout,,4,18
65,1,4:36.0,J. Jackson enters the game for D. Brooks,,4,18
66,1,4:36.0,,K. Leonard makes free throw 1 of 1,4,19
67,1,4:19.0,D. Melton makes 2-pt jump shot from 13 ft (assist by T. Jones),,6,19
68,1,4:06.0,,K. Leonard makes 2-pt jump shot from 9 ft,6,21
69,1,4:06.0,,Shooting foul by D. Melton (drawn by K. Leonard),6,21
70,1,4:06.0,J. Bell enters the game for J. Valančiūnas,,6,21
71,1,4:06.0,,M. Harrell enters the game for I. Zubac,6,21
72,1,4:06.0,,K. Leonard makes free throw 1 of 1,6,22
73,1,3:52.0,Turnover by D. Melton (lost ball; steal by K. Leonard),,6,22
74,1,3:49.0,,K. Leonard makes 2-pt dunk at rim,6,24
75,1,3:34.0,G. Dieng misses 3-pt jump shot from 26 ft,,6,24
76,1,3:34.0,,Defensive rebound by K. Leonard,6,24
77,1,3:26.0,,M. Harrell makes 2-pt layup from 2 ft (assist by M. Morris),6,26
78,1,3:11.0,D. Melton makes 2-pt jump shot from 10 ft,,8,26
79,1,3:11.0,,Violation by Team (def goaltending),8,26
80,1,2:56.0,,K. Leonard makes 2-pt hook shot from 5 ft,8,28
81,1,2:45.0,Shooting foul by M. Harrell (drawn by J. Jackson),,8,28
82,1,2:45.0,J. Jackson makes free throw 1 of 2,,9,28
83,1,2:45.0,,J. Green enters the game for K. Leonard,9,28
84,1,2:45.0,,R. Jackson enters the game for M. Morris,9,28
85,1,2:45.0,J. Jackson misses free throw 2 of 2,,9,28
86,1,2:43.0,,Defensive rebound by M. Harrell,9,28
87,1,2:30.0,,M. Harrell makes 2-pt hook shot from 8 ft (assist by L. Shamet),9,30
88,1,2:16.0,J. Bell misses 2-pt jump shot from 10 ft,,9,30
89,1,2:16.0,Offensive rebound by D. Melton,,9,30
90,1,2:16.0,Turnover by D. Melton (lost ball; steal by R. Jackson),,9,30
91,1,1:58.0,,L. Shamet misses 3-pt jump shot from 26 ft (block by G. Dieng),9,30
92,1,1:55.0,Defensive rebound by J. Jackson,,9,30
93,1,1:50.0,T. Jones misses 3-pt jump shot from 25 ft,,9,30
94,1,1:44.0,Offensive rebound by G. Dieng,,9,30
95,1,1:44.0,G. Dieng misses 2-pt layup from 3 ft (block by J. Green),,9,30
96,1,1:41.0,,Defensive rebound by J. Green,9,30
97,1,1:40.0,,R. Jackson makes 2-pt layup from 1 ft,9,32
98,1,1:28.0,Turnover by J. Bell (bad pass; steal by J. Green),,9,32
99,1,1:23.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by R. Jackson),9,35
100,1,1:22.0,Memphis full timeout,,9,35
101,1,1:22.0,J. Morant enters the game for J. Bell,,9,35
102,1,1:10.0,G. Dieng makes 3-pt jump shot from 25 ft,,12,35
103,1,0:49.0,,Shooting foul by G. Dieng (drawn by M. Harrell),12,35
104,1,0:49.0,,M. Harrell makes free throw 1 of 2,12,36
105,1,0:49.0,,M. Harrell makes free throw 2 of 2,12,37
106,1,0:46.0,Personal foul by J. Green (drawn by J. Jackson),,12,37
107,1,0:31.0,J. Morant makes 2-pt jump shot from 5 ft,,14,37
108,1,0:11.0,,L. Williams misses 2-pt jump shot from 5 ft,14,37
109,1,0:08.0,,Offensive rebound by L. Williams,14,37
110,1,0:08.0,,L. Shamet makes 3-pt jump shot from 25 ft (assist by L. Williams),14,40
111,1,0:03.0,J. Morant misses 3-pt jump shot from 25 ft,,14,40
112,1,0:02.0,Offensive rebound by J. Jackson,,14,40
113,1,0:00.0,J. Jackson misses 2-pt jump shot from 13 ft,,14,40
114,1,0:00.0,Offensive rebound by Team,,14,40
115,2,11:44.0,,Turnover by J. Green (bad pass; steal by K. Anderson),14,40
116,2,11:39.0,Turnover by J. Jackson (traveling),,14,40
117,2,11:17.0,,R. Jackson makes 3-pt jump shot from 23 ft (assist by L. Williams),14,43
118,2,11:03.0,Offensive foul by J. Valančiūnas (drawn by M. Harrell),,14,43
119,2,11:03.0,Turnover by J. Valančiūnas (offensive foul),,14,43
120,2,10:43.0,,Personal foul by J. Valančiūnas (drawn by L. Williams),14,43
121,2,10:34.0,,M. Harrell makes 2-pt jump shot from 16 ft,14,45
122,2,10:17.0,K. Anderson misses 2-pt jump shot from 3 ft (block by M. Harrell),,14,45
123,2,10:15.0,,Defensive rebound by L. Shamet,14,45
124,2,10:00.0,,L. Shamet misses 3-pt jump shot from 26 ft,14,45
125,2,9:56.0,Defensive rebound by J. Valančiūnas,,14,45
126,2,9:45.0,J. Jackson misses 2-pt jump shot from 17 ft,,14,45
127,2,9:41.0,,Defensive rebound by L. Williams,14,45
128,2,9:39.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),14,47
129,2,9:25.0,Personal foul by R. Jackson (drawn by J. Morant),,14,47
130,2,9:25.0,J. Konchar enters the game for J. Jackson,,14,47
131,2,9:25.0,,P. George enters the game for L. Shamet,14,47
132,2,9:11.0,K. Anderson misses 2-pt jump shot from 11 ft,,14,47
133,2,9:09.0,,Defensive rebound by P. George,14,47
134,2,9:05.0,,Shooting foul by K. Anderson (drawn by M. Harrell),14,47
135,2,9:05.0,,M. Harrell makes free throw 1 of 2,14,48
136,2,9:05.0,,M. Harrell makes free throw 2 of 2,14,49
137,2,8:50.0,J. Morant makes 2-pt jump shot from 15 ft,,16,49
138,2,8:39.0,,L. Williams makes 2-pt jump shot from 17 ft,16,51
139,2,8:25.0,J. Morant makes 2-pt jump shot from 12 ft,,18,51
140,2,8:03.0,,P. George misses 2-pt jump shot from 19 ft,18,51
141,2,8:00.0,Defensive rebound by K. Anderson,,18,51
142,2,7:47.0,Personal foul by J. Green (drawn by J. Morant),,18,51
143,2,7:40.0,K. Anderson makes 2-pt jump shot from 4 ft (assist by D. Brooks),,20,51
144,2,7:32.0,,L. Williams misses 2-pt jump shot from 8 ft,20,51
145,2,7:29.0,Defensive rebound by J. Konchar,,20,51
146,2,7:26.0,D. Brooks misses 3-pt jump shot from 26 ft,,20,51
147,2,7:23.0,,Defensive rebound by J. Green,20,51
148,2,7:22.0,,Turnover by L. Williams (bad pass),20,51
149,2,6:57.0,J. Morant misses 2-pt jump shot from 6 ft,,20,51
150,2,6:57.0,,Defensive rebound by Team,20,51
151,2,6:57.0,,LA Clippers full timeout,20,51
152,2,6:57.0,G. Dieng enters the game for J. Valančiūnas,,20,51
153,2,6:57.0,,P. Beverley enters the game for J. Green,20,51
154,2,6:57.0,,K. Leonard enters the game for L. Williams,20,51
155,2,6:40.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by P. George),20,53
156,2,6:29.0,D. Brooks misses 2-pt jump shot from 17 ft,,20,53
157,2,6:26.0,,Defensive rebound by P. Beverley,20,53
158,2,6:11.0,,R. Jackson misses 3-pt jump shot from 24 ft,20,53
159,2,6:08.0,Defensive rebound by K. Anderson,,20,53
160,2,6:05.0,Shooting foul by R. Jackson (drawn by J. Morant),,20,53
161,2,6:05.0,J. Morant makes free throw 1 of 2,,21,53
162,2,6:05.0,J. Jackson enters the game for K. Anderson,,21,53
163,2,6:05.0,,M. Morris enters the game for M. Harrell,21,53
164,2,6:05.0,,I. Zubac enters the game for R. Jackson,21,53
165,2,6:05.0,J. Morant makes free throw 2 of 2,,22,53
166,2,5:46.0,,P. George misses 2-pt layup from 4 ft (block by G. Dieng),22,53
167,2,5:43.0,Defensive rebound by G. Dieng,,22,53
168,2,5:39.0,D. Brooks misses 2-pt layup from 2 ft,,22,53
169,2,5:34.0,Offensive rebound by J. Konchar,,22,53
170,2,5:34.0,J. Konchar makes 2-pt layup from 1 ft,,24,53
171,2,5:25.0,,K. Leonard misses 3-pt jump shot from 26 ft,24,53
172,2,5:22.0,,Offensive rebound by P. Beverley,24,53
173,2,5:17.0,,I. Zubac misses 2-pt layup from 3 ft (block by G. Dieng),24,53
174,2,5:17.0,Defensive rebound by J. Konchar,,24,53
175,2,5:07.0,J. Morant makes 2-pt dunk from 1 ft (assist by D. Brooks),,26,53
176,2,5:07.0,,LA Clippers full timeout,26,53
177,2,5:07.0,T. Jones enters the game for D. Brooks,,26,53
178,2,5:07.0,D. Melton enters the game for J. Konchar,,26,53
179,2,4:46.0,,K. Leonard makes 2-pt jump shot from 10 ft,26,55
180,2,4:30.0,J. Jackson misses 3-pt jump shot from 26 ft,,26,55
181,2,4:27.0,,Defensive rebound by K. Leonard,26,55
182,2,4:16.0,,Turnover by P. George (bad pass; steal by T. Jones),26,55
183,2,4:11.0,Shooting foul by M. Morris (drawn by J. Jackson),,26,55
184,2,4:11.0,J. Jackson misses free throw 1 of 2,,26,55
185,2,4:11.0,Offensive rebound by Team,,26,55
186,2,4:11.0,J. Jackson makes free throw 2 of 2,,27,55
187,2,3:57.0,,I. Zubac makes 2-pt dunk at rim (assist by P. George),27,57
188,2,3:41.0,G. Dieng misses 2-pt jump shot from 15 ft,,27,57
189,2,3:38.0,,Defensive rebound by M. Morris,27,57
190,2,3:31.0,,Turnover by M. Morris (bad pass),27,57
191,2,3:14.0,T. Jones makes 2-pt jump shot from 6 ft (assist by J. Morant),,29,57
192,2,2:58.0,,P. George misses 3-pt jump shot from 28 ft,29,57
193,2,2:54.0,Defensive rebound by J. Jackson,,29,57
194,2,2:49.0,J. Jackson misses 2-pt layup from 3 ft (block by P. George),,29,57
195,2,2:46.0,,Defensive rebound by I. Zubac,29,57
196,2,2:41.0,,K. Leonard makes 2-pt jump shot from 11 ft,29,59
197,2,2:41.0,,Shooting foul by D. Melton (drawn by K. Leonard),29,59
198,2,2:41.0,J. Bell enters the game for J. Morant,,29,59
199,2,2:41.0,,L. Shamet enters the game for P. George,29,59
200,2,2:41.0,,K. Leonard makes free throw 1 of 1,29,60
201,2,2:26.0,Shooting foul by K. Leonard (drawn by J. Bell),,29,60
202,2,2:26.0,J. Bell makes free throw 1 of 2,,30,60
203,2,2:26.0,J. Bell makes free throw 2 of 2,,31,60
204,2,2:16.0,,M. Morris makes 2-pt jump shot from 14 ft (assist by K. Leonard),31,62
205,2,2:02.0,T. Jones makes 2-pt jump shot from 12 ft,,33,62
206,2,1:46.0,,M. Morris misses 3-pt jump shot from 26 ft,33,62
207,2,1:42.0,,Offensive rebound by I. Zubac,33,62
208,2,1:42.0,,I. Zubac misses 2-pt layup at rim,33,62
209,2,1:42.0,,Offensive rebound by I. Zubac,33,62
210,2,1:40.0,,I. Zubac misses 2-pt layup at rim,33,62
211,2,1:38.0,,Offensive rebound by I. Zubac,33,62
212,2,1:38.0,,I. Zubac makes 2-pt layup at rim,33,64
213,2,1:31.0,D. Melton misses 2-pt jump shot from 11 ft,,33,64
214,2,1:25.0,,Defensive rebound by K. Leonard,33,64
215,2,1:18.0,,M. Morris misses 2-pt jump shot from 16 ft,33,64
216,2,1:14.0,Defensive rebound by G. Dieng,,33,64
217,2,1:06.0,T. Jones makes 2-pt jump shot from 15 ft,,35,64
218,2,1:06.0,,L. Williams enters the game for P. Beverley,35,64
219,2,0:42.0,,Shooting foul by J. Jackson (drawn by K. Leonard),35,64
220,2,0:42.0,,K. Leonard makes free throw 1 of 2,35,65
221,2,0:42.0,,K. Leonard makes free throw 2 of 2,35,66
222,2,0:30.0,Shooting foul by I. Zubac (drawn by J. Jackson),,35,66
223,2,0:30.0,J. Jackson makes free throw 1 of 2,,36,66
224,2,0:30.0,,P. George enters the game for I. Zubac,36,66
225,2,0:30.0,J. Jackson makes free throw 2 of 2,,37,66
226,2,0:21.0,,K. Leonard misses 3-pt jump shot from 27 ft,37,66
227,2,0:17.0,,Offensive rebound by K. Leonard,37,66
228,2,0:13.0,,M. Morris misses 3-pt jump shot from 23 ft,37,66
229,2,0:10.0,Defensive rebound by J. Jackson,,37,66
230,2,0:02.0,J. Jackson misses 2-pt jump shot from 5 ft,,37,66
231,2,0:01.0,,Defensive rebound by K. Leonard,37,66
232,3,11:49.0,,Personal foul by J. Jackson (drawn by M. Morris),37,66
233,3,11:42.0,,LA Clippers full timeout,37,66
234,3,11:35.0,,M. Morris misses 2-pt jump shot from 11 ft,37,66
235,3,11:35.0,Defensive rebound by Team,,37,66
236,3,11:35.0,,Loose ball foul by I. Zubac (drawn by J. Valančiūnas),37,66
237,3,11:19.0,J. Morant makes 2-pt dunk from 1 ft (assist by J. Valančiūnas),,39,66
238,3,11:03.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by P. George),39,69
239,3,10:52.0,J. Valančiūnas makes 2-pt jump shot from 7 ft (assist by J. Jackson),,41,69
240,3,10:39.0,,K. Leonard makes 2-pt hook shot from 7 ft,41,71
241,3,10:29.0,J. Jackson misses 3-pt jump shot from 26 ft,,41,71
242,3,10:24.0,,Defensive rebound by P. Beverley,41,71
243,3,10:18.0,,Personal foul by D. Brooks (drawn by K. Leonard),41,71
244,3,10:10.0,,P. George misses 2-pt jump shot from 11 ft,41,71
245,3,10:08.0,Defensive rebound by K. Anderson,,41,71
246,3,10:03.0,K. Anderson makes 2-pt jump shot from 16 ft,,43,71
247,3,9:41.0,,I. Zubac makes 2-pt hook shot from 4 ft (assist by M. Morris),43,73
248,3,9:29.0,Turnover by J. Morant (lost ball; steal by P. Beverley),,43,73
249,3,9:19.0,,M. Morris misses 3-pt jump shot from 26 ft,43,73
250,3,9:14.0,Defensive rebound by J. Valančiūnas,,43,73
251,3,9:09.0,K. Anderson misses 3-pt jump shot from 26 ft,,43,73
252,3,9:04.0,,Defensive rebound by I. Zubac,43,73
253,3,8:55.0,,K. Leonard misses 2-pt layup from 4 ft (block by J. Jackson),43,73
254,3,8:55.0,,Offensive rebound by Team,43,73
255,3,8:51.0,,P. George misses 3-pt jump shot from 23 ft,43,73
256,3,8:49.0,Defensive rebound by D. Brooks,,43,73
257,3,8:45.0,J. Jackson makes 3-pt jump shot from 27 ft (assist by D. Brooks),,46,73
258,3,8:25.0,,I. Zubac misses 2-pt jump shot from 12 ft,46,73
259,3,8:23.0,Defensive rebound by K. Anderson,,46,73
260,3,8:23.0,Personal take foul by P. Beverley (drawn by K. Anderson),,46,73
261,3,8:12.0,J. Morant makes 2-pt jump shot from 15 ft,,48,73
262,3,7:51.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by I. Zubac),48,76
263,3,7:32.0,D. Brooks makes 2-pt jump shot from 17 ft,,50,76
264,3,7:12.0,,M. Morris makes 2-pt layup from 2 ft (assist by K. Leonard),50,78
265,3,6:52.0,D. Brooks misses 2-pt jump shot from 5 ft,,50,78
266,3,6:51.0,,Defensive rebound by P. George,50,78
267,3,6:46.0,,K. Leonard misses 3-pt jump shot from 23 ft,50,78
268,3,6:41.0,Defensive rebound by K. Anderson,,50,78
269,3,6:25.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by K. Anderson),,53,78
270,3,5:55.0,,P. Beverley makes 3-pt jump shot from 26 ft (assist by P. George),53,81
271,3,5:34.0,J. Morant makes 2-pt layup from 3 ft,,55,81
272,3,5:20.0,,Turnover by K. Leonard (bad pass; steal by K. Anderson),55,81
273,3,5:16.0,J. Jackson makes 2-pt dunk at rim (assist by D. Brooks),,57,81
274,3,5:16.0,,LA Clippers full timeout,57,81
