,QUARTER,TIME_REMAINING,BOSTON_ACTION,UTAH_ACTION,BOSTON_SCORE,UTAH_SCORE
0,1,11:49.0,,Shooting foul by G. Hayward (drawn by R. O'Neale),0,0
1,1,11:49.0,,R. O'Neale makes free throw 1 of 2,0,1
2,1,11:49.0,,R. O'Neale makes free throw 2 of 2,0,2
3,1,11:32.0,D. Theis misses 3-pt jump shot from 25 ft,,0,2
4,1,11:29.0,,Defensive rebound by D. Mitchell,0,2
5,1,11:23.0,,D. Mitchell misses 2-pt jump shot from 7 ft,0,2
6,1,11:21.0,Defensive rebound by D. Theis,,0,2
7,1,11:13.0,J. Brown misses 2-pt layup from 3 ft,,0,2
8,1,11:09.0,Offensive rebound by D. Theis,,0,2
9,1,11:09.0,D. Theis makes 2-pt dunk from 1 ft,,2,2
10,1,10:52.0,,M. Conley misses 2-pt jump shot from 11 ft,2,2
11,1,10:48.0,Defensive rebound by J. Brown,,2,2
12,1,10:37.0,J. Tatum makes 2-pt jump shot from 7 ft,,4,2
13,1,10:17.0,,D. Mitchell misses 2-pt jump shot from 14 ft,4,2
14,1,10:13.0,Defensive rebound by G. Hayward,,4,2
15,1,10:10.0,M. Smart misses 3-pt jump shot from 26 ft,,4,2
16,1,10:06.0,,Defensive rebound by D. Mitchell,4,2
17,1,10:00.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,4,2
18,1,9:58.0,Defensive rebound by G. Hayward,,4,2
19,1,9:47.0,M. Smart misses 2-pt hook shot from 5 ft,,4,2
20,1,9:43.0,Offensive rebound by D. Theis,,4,2
21,1,9:43.0,Shooting foul by D. Mitchell (drawn by D. Theis),,4,2
22,1,9:43.0,D. Theis makes free throw 1 of 2,,5,2
23,1,9:43.0,D. Theis makes free throw 2 of 2,,6,2
24,1,9:23.0,,M. Conley misses 3-pt jump shot from 25 ft,6,2
25,1,9:18.0,,Offensive rebound by R. Gobert,6,2
26,1,9:18.0,,R. Gobert makes 2-pt dunk at rim,6,4
27,1,9:05.0,Shooting foul by D. Mitchell (drawn by J. Brown),,6,4
28,1,9:05.0,J. Brown misses free throw 1 of 2,,6,4
29,1,9:05.0,Offensive rebound by Team,,6,4
30,1,9:05.0,,J. Ingles enters the game for D. Mitchell,6,4
31,1,9:05.0,J. Brown makes free throw 2 of 2,,7,4
32,1,8:49.0,,R. O'Neale misses 3-pt jump shot from 27 ft,7,4
33,1,8:45.0,Defensive rebound by M. Smart,,7,4
34,1,8:43.0,J. Tatum makes 2-pt dunk from 2 ft (assist by M. Smart),,9,4
35,1,8:32.0,,Personal foul by D. Theis (drawn by R. Gobert),9,4
36,1,8:19.0,,B. Bogdanović misses 2-pt layup from 5 ft,9,4
37,1,8:18.0,Defensive rebound by J. Tatum,,9,4
38,1,8:12.0,J. Brown misses 2-pt jump shot from 5 ft,,9,4
39,1,8:10.0,Offensive rebound by J. Brown,,9,4
40,1,8:08.0,J. Brown makes 3-pt jump shot from 23 ft,,12,4
41,1,7:41.0,,R. O'Neale makes 2-pt jump shot from 23 ft,12,6
42,1,7:24.0,J. Tatum misses 2-pt layup from 3 ft,,12,6
43,1,7:22.0,Offensive rebound by Team,,12,6
44,1,7:18.0,Personal foul by R. O'Neale (drawn by J. Tatum),,12,6
45,1,7:11.0,D. Theis misses 2-pt layup from 2 ft (block by R. Gobert),,12,6
46,1,7:08.0,,Defensive rebound by J. Ingles,12,6
47,1,6:51.0,,M. Conley misses 2-pt layup from 3 ft,12,6
48,1,6:49.0,Defensive rebound by D. Theis,,12,6
49,1,6:33.0,Turnover by J. Tatum (bad pass; steal by M. Conley),,12,6
50,1,6:33.0,,Utah full timeout,12,6
51,1,6:17.0,,J. Ingles misses 3-pt jump shot from 25 ft,12,6
52,1,6:14.0,Defensive rebound by J. Brown,,12,6
53,1,6:01.0,J. Brown misses 2-pt jump shot from 7 ft,,12,6
54,1,5:59.0,,Defensive rebound by B. Bogdanović,12,6
55,1,5:52.0,,Turnover by B. Bogdanović (bad pass; steal by M. Smart),12,6
56,1,5:50.0,Personal take foul by M. Conley (drawn by G. Hayward),,12,6
57,1,5:34.0,J. Brown misses 2-pt jump shot from 17 ft,,12,6
58,1,5:31.0,,Defensive rebound by R. O'Neale,12,6
59,1,5:14.0,,J. Ingles misses 3-pt jump shot from 24 ft,12,6
60,1,5:10.0,Defensive rebound by J. Tatum,,12,6
61,1,5:07.0,J. Tatum makes 2-pt layup from 3 ft,,14,6
62,1,4:51.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,14,6
63,1,4:47.0,Defensive rebound by J. Tatum,,14,6
64,1,4:46.0,Personal foul by J. Ingles (drawn by J. Tatum),,14,6
65,1,4:46.0,J. Tatum makes free throw 1 of 2,,15,6
66,1,4:46.0,B. Wanamaker enters the game for J. Brown,,15,6
67,1,4:46.0,,J. Clarkson enters the game for M. Conley,15,6
68,1,4:46.0,J. Tatum misses free throw 2 of 2,,15,6
69,1,4:44.0,,Defensive rebound by J. Ingles,15,6
70,1,4:33.0,,Personal foul by D. Theis (drawn by J. Ingles),15,6
71,1,4:33.0,G. Williams enters the game for J. Tatum,,15,6
72,1,4:21.0,,Turnover by R. Gobert (lost ball; steal by B. Wanamaker),15,6
73,1,4:14.0,D. Theis makes 2-pt dunk from 2 ft (assist by M. Smart),,17,6
74,1,3:55.0,,B. Bogdanović makes 2-pt jump shot from 15 ft,17,8
75,1,3:34.0,M. Smart misses 2-pt jump shot from 15 ft,,17,8
76,1,3:32.0,Offensive rebound by M. Smart,,17,8
77,1,3:31.0,M. Smart makes 2-pt layup from 8 ft,,19,8
78,1,3:17.0,,Personal foul by G. Williams (drawn by B. Bogdanović),19,8
79,1,3:17.0,E. Freedom enters the game for D. Theis,,19,8
80,1,3:17.0,,T. Bradley enters the game for B. Bogdanović,19,8
81,1,3:17.0,,D. Mitchell enters the game for R. Gobert,19,8
82,1,3:17.0,,G. Niang enters the game for R. O'Neale,19,8
83,1,3:05.0,,J. Clarkson misses 3-pt jump shot from 25 ft,19,8
84,1,2:59.0,Defensive rebound by G. Williams,,19,8
85,1,2:55.0,M. Smart misses 3-pt jump shot from 25 ft,,19,8
86,1,2:52.0,,Defensive rebound by J. Clarkson,19,8
87,1,2:46.0,,J. Clarkson misses 2-pt jump shot from 11 ft,19,8
88,1,2:43.0,Defensive rebound by E. Freedom,,19,8
89,1,2:30.0,G. Hayward misses 2-pt jump shot from 23 ft,,19,8
90,1,2:28.0,,Defensive rebound by G. Niang,19,8
91,1,2:11.0,,D. Mitchell misses 3-pt jump shot from 26 ft,19,8
92,1,2:06.0,,Offensive rebound by J. Clarkson,19,8
93,1,2:03.0,,G. Niang makes 3-pt jump shot from 24 ft (assist by D. Mitchell),19,11
94,1,1:53.0,Boston full timeout,,19,11
95,1,1:41.0,G. Hayward makes 2-pt jump shot from 13 ft,,21,11
96,1,1:16.0,,J. Ingles makes 2-pt jump shot from 11 ft (assist by D. Mitchell),21,13
