,QUARTER,TIME_REMAINING,BOSTON_ACTION,UTAH_ACTION,BOSTON_SCORE,UTAH_SCORE
97,1,1:02.0,Shooting foul by J. Ingles (drawn by G. Hayward),,21,13
98,1,1:02.0,G. Hayward makes free throw 1 of 2,,22,13
99,1,1:02.0,J. Brown enters the game for M. Smart,,22,13
100,1,1:02.0,G. Hayward makes free throw 2 of 2,,23,13
101,1,0:50.0,,J. Clarkson misses 3-pt jump shot from 24 ft,23,13
102,1,0:47.0,Defensive rebound by G. Williams,,23,13
103,1,0:40.0,G. Hayward misses 2-pt jump shot from 8 ft,,23,13
104,1,0:38.0,,Defensive rebound by G. Niang,23,13
105,1,0:34.0,,G. Niang misses 3-pt jump shot from 25 ft,23,13
106,1,0:31.0,Defensive rebound by J. Brown,,23,13
107,1,0:14.0,G. Hayward misses 3-pt jump shot from 24 ft,,23,13
108,1,0:10.0,,Defensive rebound by T. Bradley,23,13
109,1,0:00.0,,D. Mitchell makes 2-pt layup from 3 ft,23,15
110,2,11:47.0,J. Tatum misses 3-pt jump shot from 26 ft,,23,15
111,2,11:44.0,,Defensive rebound by G. Niang,23,15
112,2,11:39.0,,D. Mitchell misses 3-pt jump shot from 25 ft,23,15
113,2,11:35.0,Defensive rebound by J. Tatum,,23,15
114,2,11:22.0,E. Freedom makes 2-pt layup from 2 ft (assist by B. Wanamaker),,25,15
115,2,11:07.0,,T. Bradley makes 2-pt jump shot from 7 ft (assist by D. Mitchell),25,17
116,2,10:49.0,B. Wanamaker misses 2-pt jump shot from 22 ft,,25,17
117,2,10:47.0,,Defensive rebound by J. Clarkson,25,17
118,2,10:41.0,,G. Niang misses 2-pt layup from 1 ft,25,17
119,2,10:39.0,,Offensive rebound by T. Bradley,25,17
120,2,10:39.0,,T. Bradley makes 2-pt layup at rim,25,19
121,2,10:24.0,J. Brown makes 2-pt layup from 2 ft,,27,19
122,2,10:13.0,,D. Mitchell makes 2-pt layup from 3 ft,27,21
123,2,10:13.0,,Shooting foul by B. Wanamaker (drawn by D. Mitchell),27,21
124,2,10:13.0,,R. O'Neale enters the game for J. Ingles,27,21
125,2,10:13.0,,D. Mitchell makes free throw 1 of 1,27,22
126,2,9:59.0,J. Tatum makes 2-pt layup from 3 ft,,29,22
127,2,9:38.0,,D. Mitchell makes 2-pt layup from 3 ft,29,24
128,2,9:17.0,J. Tatum makes 2-pt jump shot from 16 ft,,31,24
129,2,9:04.0,,D. Mitchell makes 2-pt jump shot from 15 ft,31,26
130,2,8:42.0,J. Tatum makes 3-pt jump shot from 25 ft,,34,26
131,2,8:27.0,,Turnover by D. Mitchell (bad pass; steal by G. Williams),34,26
132,2,8:22.0,J. Brown makes 2-pt layup from 2 ft (assist by G. Williams),,36,26
133,2,8:22.0,,Utah full timeout,36,26
134,2,8:22.0,S. Ojeleye enters the game for E. Freedom,,36,26
135,2,8:22.0,,B. Bogdanović enters the game for T. Bradley,36,26
136,2,8:22.0,,M. Conley enters the game for J. Clarkson,36,26
137,2,8:22.0,,R. Gobert enters the game for G. Niang,36,26
138,2,8:03.0,,D. Mitchell makes 2-pt jump shot from 7 ft,36,28
139,2,7:42.0,Turnover by J. Brown (traveling),,36,28
140,2,7:26.0,,D. Mitchell makes 2-pt dunk from 3 ft (assist by B. Bogdanović),36,30
141,2,7:10.0,Turnover by J. Tatum (lost ball; steal by R. O'Neale),,36,30
142,2,7:04.0,,R. O'Neale makes 2-pt layup from 3 ft,36,32
143,2,7:04.0,,Shooting foul by G. Williams (drawn by R. O'Neale),36,32
144,2,7:04.0,G. Hayward enters the game for S. Ojeleye,,36,32
145,2,7:04.0,D. Theis enters the game for G. Williams,,36,32
146,2,7:04.0,,J. Clarkson enters the game for D. Mitchell,36,32
147,2,7:04.0,,R. O'Neale makes free throw 1 of 1,36,33
148,2,6:50.0,J. Brown misses 2-pt layup from 5 ft (block by R. Gobert),,36,33
149,2,6:50.0,Offensive rebound by Team,,36,33
150,2,6:50.0,,Loose ball foul by J. Clarkson (drawn by J. Brown),36,33
151,2,6:39.0,B. Wanamaker makes 3-pt jump shot from 26 ft (assist by G. Hayward),,39,33
152,2,6:25.0,,Offensive foul by R. Gobert (drawn by J. Brown),39,33
153,2,6:25.0,,Turnover by R. Gobert (offensive foul),39,33
154,2,6:08.0,J. Tatum misses 2-pt jump shot from 18 ft,,39,33
155,2,6:05.0,,Defensive rebound by B. Bogdanović,39,33
156,2,5:52.0,,J. Clarkson makes 2-pt layup from 3 ft,39,35
157,2,5:35.0,G. Hayward misses 2-pt jump shot from 20 ft,,39,35
158,2,5:31.0,,Defensive rebound by M. Conley,39,35
159,2,5:27.0,,M. Conley makes 3-pt jump shot from 25 ft,39,38
160,2,5:09.0,Offensive foul by D. Theis (drawn by R. O'Neale),,39,38
161,2,5:09.0,Turnover by D. Theis (offensive foul),,39,38
162,2,5:09.0,M. Smart enters the game for B. Wanamaker,,39,38
163,2,5:09.0,,D. Mitchell enters the game for J. Clarkson,39,38
164,2,5:09.0,,Technical foul by D. Theis,39,38
165,2,5:09.0,,B. Bogdanović makes technical free throw,39,39
166,2,5:09.0,E. Freedom enters the game for D. Theis,,39,39
167,2,4:50.0,,B. Bogdanović misses 2-pt layup from 3 ft (block by E. Freedom),39,39
168,2,4:50.0,,Offensive rebound by Team,39,39
169,2,4:50.0,,J. Ingles enters the game for R. O'Neale,39,39
170,2,4:45.0,,D. Mitchell makes 2-pt jump shot from 21 ft (assist by R. Gobert),39,41
171,2,4:22.0,M. Smart misses 2-pt jump shot from 12 ft,,39,41
172,2,4:19.0,,Defensive rebound by D. Mitchell,39,41
173,2,4:01.0,,D. Mitchell misses 3-pt jump shot from 24 ft,39,41
174,2,3:57.0,Defensive rebound by E. Freedom,,39,41
175,2,3:41.0,G. Hayward misses 2-pt jump shot from 14 ft,,39,41
176,2,3:38.0,,Defensive rebound by D. Mitchell,39,41
177,2,3:34.0,,D. Mitchell makes 2-pt jump shot from 5 ft,39,43
178,2,3:33.0,Boston full timeout,,39,43
179,2,3:13.0,Shooting foul by R. Gobert (drawn by G. Hayward),,39,43
180,2,3:13.0,G. Hayward misses free throw 1 of 2,,39,43
181,2,3:13.0,Offensive rebound by Team,,39,43
182,2,3:13.0,G. Hayward makes free throw 2 of 2,,40,43
183,2,3:06.0,,D. Mitchell makes 2-pt jump shot from 20 ft,40,45
184,2,2:49.0,J. Tatum makes 2-pt jump shot from 16 ft (assist by M. Smart),,42,45
185,2,2:34.0,,D. Mitchell misses 2-pt jump shot from 6 ft,42,45
186,2,2:33.0,Defensive rebound by E. Freedom,,42,45
187,2,2:29.0,Shooting foul by M. Conley (drawn by J. Tatum),,42,45
188,2,2:29.0,J. Tatum makes free throw 1 of 2,,43,45
189,2,2:29.0,J. Tatum makes free throw 2 of 2,,44,45
190,2,2:05.0,,D. Mitchell misses 3-pt jump shot from 32 ft (block by M. Smart),44,45
191,2,2:05.0,,Offensive rebound by Team,44,45
192,2,2:05.0,,Turnover by Team (shot clock),44,45
193,2,1:50.0,J. Tatum makes 3-pt jump shot from 25 ft,,47,45
194,2,1:30.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by J. Ingles),47,48
195,2,1:09.0,J. Tatum makes 2-pt layup from 5 ft,,49,48
196,2,0:55.0,,D. Mitchell misses 2-pt layup from 4 ft (block by J. Brown),49,48
197,2,0:49.0,Defensive rebound by J. Brown,,49,48
198,2,0:47.0,M. Smart misses 3-pt jump shot from 24 ft,,49,48
199,2,0:45.0,,Defensive rebound by M. Conley,49,48
200,2,0:34.0,,Turnover by M. Conley (bad pass),49,48
201,2,0:34.0,,R. O'Neale enters the game for J. Ingles,49,48
202,2,0:30.0,M. Smart makes 2-pt jump shot from 12 ft,,51,48
203,2,0:10.0,,D. Mitchell makes 2-pt jump shot from 7 ft,51,50
204,2,0:10.0,,Shooting foul by E. Freedom (drawn by D. Mitchell),51,50
205,2,0:10.0,,J. Ingles enters the game for M. Conley,51,50
206,2,0:10.0,,D. Mitchell makes free throw 1 of 1,51,51
207,2,0:04.0,J. Tatum makes 2-pt layup from 2 ft,,53,51
208,2,0:00.0,,Turnover by D. Mitchell (lost ball; steal by M. Smart),53,51
209,3,11:41.0,J. Tatum makes 2-pt layup from 3 ft (assist by D. Theis),,55,51
210,3,11:27.0,,R. Gobert makes 2-pt layup from 2 ft (assist by R. O'Neale),55,53
211,3,11:11.0,D. Theis misses 3-pt jump shot from 25 ft,,55,53
212,3,11:08.0,,Defensive rebound by M. Conley,55,53
213,3,11:01.0,,D. Mitchell misses 3-pt jump shot from 25 ft,55,53
214,3,10:59.0,Defensive rebound by J. Tatum,,55,53
215,3,10:51.0,D. Theis makes 2-pt layup from 2 ft (assist by M. Smart),,57,53
216,3,10:25.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,57,53
217,3,10:21.0,,Offensive rebound by M. Conley,57,53
218,3,10:20.0,,M. Conley makes 3-pt jump shot from 25 ft,57,56
219,3,10:03.0,Personal foul by B. Bogdanović (drawn by J. Brown),,57,56
220,3,10:03.0,Instant Replay (Request: Ruling Stands),,57,56
221,3,9:57.0,M. Smart misses 3-pt jump shot from 25 ft,,57,56
222,3,9:55.0,,Defensive rebound by R. O'Neale,57,56
223,3,9:49.0,,M. Conley misses 2-pt jump shot from 12 ft,57,56
224,3,9:47.0,Defensive rebound by J. Tatum,,57,56
225,3,9:40.0,J. Tatum misses 2-pt jump shot from 14 ft,,57,56
226,3,9:38.0,,Defensive rebound by R. Gobert,57,56
227,3,9:35.0,,Turnover by R. Gobert (lost ball; steal by D. Theis),57,56
228,3,9:31.0,D. Theis makes 2-pt dunk from 2 ft,,59,56
229,3,9:16.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),59,58
230,3,9:00.0,M. Smart makes 2-pt jump shot from 14 ft,,61,58
231,3,8:38.0,,D. Mitchell misses 3-pt jump shot from 25 ft,61,58
232,3,8:35.0,Defensive rebound by M. Smart,,61,58
233,3,8:24.0,J. Tatum makes 2-pt layup from 2 ft (assist by M. Smart),,63,58
234,3,8:24.0,,Utah full timeout,63,58
235,3,8:02.0,,D. Mitchell makes 2-pt layup from 2 ft,63,60
236,3,7:45.0,Turnover by G. Hayward (bad pass; steal by R. O'Neale),,63,60
237,3,7:42.0,,Shooting foul by M. Smart (drawn by R. O'Neale),63,60
238,3,7:42.0,,R. O'Neale makes free throw 1 of 2,63,61
239,3,7:42.0,,R. O'Neale misses free throw 2 of 2,63,61
240,3,7:37.0,Defensive rebound by G. Hayward,,63,61
241,3,7:27.0,G. Hayward makes 2-pt jump shot from 10 ft (assist by J. Tatum),,65,61
242,3,7:12.0,,R. O'Neale makes 3-pt jump shot from 26 ft (assist by R. Gobert),65,64
243,3,6:50.0,J. Brown misses 3-pt jump shot from 23 ft,,65,64
244,3,6:47.0,,Defensive rebound by R. O'Neale,65,64
245,3,6:36.0,,D. Mitchell misses 2-pt layup from 2 ft,65,64
246,3,6:34.0,,Offensive rebound by R. Gobert,65,64
247,3,6:31.0,,M. Conley misses 3-pt jump shot from 27 ft,65,64
248,3,6:28.0,Defensive rebound by J. Brown,,65,64
249,3,6:25.0,Personal take foul by R. Gobert (drawn by J. Brown),,65,64
250,3,6:25.0,,J. Ingles enters the game for M. Conley,65,64
251,3,6:13.0,Shooting foul by R. Gobert (drawn by D. Theis),,65,64
252,3,6:13.0,Technical foul by R. Gobert,,65,64
253,3,6:13.0,J. Tatum makes technical free throw,,66,64
254,3,6:13.0,,Utah full timeout,66,64
255,3,6:13.0,,T. Bradley enters the game for R. Gobert,66,64
256,3,6:13.0,D. Theis makes free throw 1 of 2,,67,64
257,3,6:13.0,D. Theis makes free throw 2 of 2,,68,64
258,3,5:52.0,,Shooting foul by G. Hayward (drawn by D. Mitchell),68,64
259,3,5:52.0,,D. Mitchell makes free throw 1 of 2,68,65
260,3,5:52.0,,D. Mitchell makes free throw 2 of 2,68,66
261,3,5:33.0,G. Hayward misses 2-pt jump shot from 12 ft,,68,66
262,3,5:32.0,Offensive rebound by Team,,68,66
263,3,5:29.0,G. Hayward misses 2-pt jump shot from 16 ft,,68,66
264,3,5:27.0,,Defensive rebound by R. O'Neale,68,66
265,3,5:18.0,,D. Mitchell makes 3-pt jump shot from 26 ft,68,69
266,3,5:02.0,Personal foul by R. O'Neale (drawn by J. Tatum),,68,69
267,3,5:02.0,G. Williams enters the game for J. Tatum,,68,69
268,3,5:02.0,,J. Clarkson enters the game for R. O'Neale,68,69
269,3,4:54.0,M. Smart misses 2-pt layup from 8 ft,,68,69
270,3,4:48.0,Offensive rebound by D. Theis,,68,69
271,3,4:45.0,M. Smart makes 2-pt layup from 3 ft (assist by J. Brown),,70,69
272,3,4:32.0,,D. Mitchell makes 3-pt jump shot from 26 ft,70,72
273,3,4:19.0,J. Brown makes 3-pt jump shot from 25 ft (assist by M. Smart),,73,72
274,3,4:03.0,,B. Bogdanović misses 2-pt jump shot from 9 ft,73,72
275,3,3:58.0,,Offensive rebound by T. Bradley,73,72
276,3,3:58.0,,T. Bradley makes 2-pt layup from 1 ft,73,74
277,3,3:45.0,M. Smart misses 3-pt jump shot from 26 ft,,73,74
278,3,3:42.0,Offensive rebound by D. Theis,,73,74
279,3,3:41.0,D. Theis makes 2-pt dunk from 2 ft,,75,74
280,3,3:29.0,,D. Mitchell misses 2-pt layup from 6 ft,75,74
281,3,3:26.0,Defensive rebound by Team,,75,74
282,3,3:16.0,J. Brown makes 2-pt layup from 2 ft (assist by G. Hayward),,77,74
283,3,2:55.0,,Personal foul by J. Brown (drawn by D. Mitchell),77,74
284,3,2:55.0,B. Wanamaker enters the game for M. Smart,,77,74
285,3,2:55.0,,M. Conley enters the game for B. Bogdanović,77,74
286,3,2:55.0,,G. Niang enters the game for D. Mitchell,77,74
287,3,2:44.0,,J. Clarkson misses 3-pt jump shot from 23 ft,77,74
288,3,2:40.0,Defensive rebound by B. Wanamaker,,77,74
289,3,2:27.0,J. Brown makes 3-pt jump shot from 25 ft,,80,74
290,3,2:00.0,,G. Niang makes 2-pt layup from 2 ft (assist by J. Ingles),80,76
291,3,1:43.0,J. Brown makes 2-pt jump shot from 12 ft,,82,76
292,3,1:34.0,,Personal foul by G. Williams (drawn by G. Niang),82,76
293,3,1:34.0,E. Freedom enters the game for D. Theis,,82,76
294,3,1:21.0,,J. Clarkson makes 3-pt jump shot from 23 ft (assist by M. Conley),82,79
295,3,1:03.0,J. Brown misses 3-pt jump shot from 25 ft (block by J. Ingles),,82,79
296,3,1:00.0,,Defensive rebound by G. Niang,82,79
297,3,0:49.0,,J. Clarkson misses 2-pt layup from 6 ft,82,79
298,3,0:46.0,,Offensive rebound by T. Bradley,82,79
299,3,0:46.0,,G. Niang makes 3-pt jump shot from 25 ft (assist by T. Bradley),82,82
300,3,0:46.0,Boston full timeout,,82,82
301,3,0:32.0,G. Williams misses 3-pt jump shot from 24 ft,,82,82
302,3,0:28.0,Offensive rebound by E. Freedom,,82,82
303,3,0:25.0,G. Hayward makes 3-pt jump shot from 27 ft (assist by B. Wanamaker),,85,82
304,3,0:03.0,,G. Niang misses 3-pt jump shot from 23 ft,85,82
305,3,0:00.0,Defensive rebound by G. Hayward,,85,82
306,4,11:49.0,,Turnover by M. Conley (bad pass; steal by M. Smart),85,82
307,4,11:34.0,E. Freedom makes 2-pt hook shot from 4 ft,,87,82
308,4,11:13.0,,M. Conley misses 3-pt jump shot from 25 ft,87,82
309,4,11:08.0,,Offensive rebound by R. Gobert,87,82
310,4,11:08.0,,Turnover by R. Gobert (bad pass; steal by E. Freedom),87,82
311,4,10:54.0,Turnover by B. Wanamaker (bad pass),,87,82
312,4,10:46.0,,J. Clarkson misses 3-pt jump shot from 22 ft,87,82
313,4,10:43.0,Defensive rebound by Team,,87,82
314,4,10:22.0,B. Wanamaker misses 2-pt jump shot from 7 ft,,87,82
315,4,10:18.0,Offensive rebound by E. Freedom,,87,82
316,4,10:18.0,E. Freedom makes 2-pt layup at rim,,89,82
317,4,10:18.0,,Utah full timeout,89,82
318,4,10:18.0,,D. Mitchell enters the game for M. Conley,89,82
319,4,10:06.0,,Personal foul by B. Wanamaker (drawn by D. Mitchell),89,82
320,4,9:51.0,,D. Mitchell misses 2-pt layup from 6 ft,89,82
321,4,9:50.0,,Offensive rebound by R. Gobert,89,82
322,4,9:50.0,,Shooting foul by G. Williams (drawn by R. Gobert),89,82
323,4,9:50.0,,R. Gobert makes free throw 1 of 2,89,83
324,4,9:50.0,,R. Gobert misses free throw 2 of 2,89,83
325,4,9:48.0,Defensive rebound by J. Tatum,,89,83
326,4,9:42.0,M. Smart makes 3-pt jump shot from 25 ft,,92,83
327,4,9:17.0,,J. Clarkson misses 3-pt jump shot from 22 ft,92,83
328,4,9:12.0,Defensive rebound by G. Williams,,92,83
329,4,8:57.0,J. Tatum misses 3-pt jump shot from 26 ft,,92,83
330,4,8:54.0,,Defensive rebound by G. Niang,92,83
331,4,8:41.0,,J. Clarkson makes 2-pt jump shot from 8 ft,92,85
332,4,8:21.0,M. Smart makes 3-pt jump shot from 27 ft (assist by B. Wanamaker),,95,85
333,4,8:03.0,,J. Clarkson misses 2-pt jump shot from 11 ft,95,85
334,4,8:00.0,,Offensive rebound by J. Clarkson,95,85
335,4,7:59.0,,J. Clarkson makes 2-pt layup from 4 ft,95,87
336,4,7:44.0,M. Smart makes 3-pt jump shot from 25 ft,,98,87
337,4,7:31.0,,J. Clarkson misses 2-pt jump shot from 9 ft (block by E. Freedom),98,87
338,4,7:29.0,Defensive rebound by E. Freedom,,98,87
339,4,7:22.0,E. Freedom makes 2-pt layup from 2 ft (assist by M. Smart),,100,87
340,4,7:22.0,,Utah full timeout,100,87
341,4,7:22.0,,B. Bogdanović enters the game for J. Clarkson,100,87
342,4,7:22.0,,M. Conley enters the game for J. Ingles,100,87
343,4,7:22.0,,R. O'Neale enters the game for G. Niang,100,87
344,4,7:13.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by M. Conley),100,89
345,4,7:02.0,M. Smart misses 2-pt layup from 9 ft,,100,89
346,4,6:59.0,,Defensive rebound by R. Gobert,100,89
347,4,6:46.0,,R. O'Neale makes 3-pt jump shot from 23 ft (assist by M. Conley),100,92
348,4,6:23.0,B. Wanamaker makes 2-pt jump shot from 7 ft (assist by J. Tatum),,102,92
349,4,6:23.0,Shooting foul by M. Conley (drawn by B. Wanamaker),,102,92
350,4,6:23.0,B. Wanamaker makes free throw 1 of 1,,103,92
351,4,6:09.0,,Personal foul by E. Freedom (drawn by R. Gobert),103,92
352,4,5:57.0,,D. Mitchell misses 3-pt jump shot from 25 ft,103,92
353,4,5:54.0,Defensive rebound by G. Williams,,103,92
354,4,5:42.0,B. Wanamaker makes 2-pt jump shot from 10 ft (assist by M. Smart),,105,92
355,4,5:25.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,105,92
356,4,5:22.0,Defensive rebound by J. Tatum,,105,92
357,4,5:01.0,J. Tatum misses 2-pt jump shot from 10 ft,,105,92
358,4,4:57.0,Offensive rebound by E. Freedom,,105,92
359,4,4:57.0,Turnover by E. Freedom (bad pass; steal by R. O'Neale),,105,92
360,4,4:53.0,,M. Conley makes 3-pt jump shot from 23 ft (assist by D. Mitchell),105,95
361,4,4:39.0,Boston full timeout,,105,95
362,4,4:39.0,J. Brown enters the game for E. Freedom,,105,95
363,4,4:39.0,G. Hayward enters the game for B. Wanamaker,,105,95
364,4,4:39.0,D. Theis enters the game for G. Williams,,105,95
365,4,4:30.0,J. Tatum misses 2-pt jump shot from 14 ft,,105,95
366,4,4:27.0,,Defensive rebound by B. Bogdanović,105,95
367,4,4:06.0,,D. Mitchell misses 3-pt jump shot from 25 ft,105,95
368,4,4:03.0,Defensive rebound by J. Tatum,,105,95
369,4,3:47.0,J. Brown makes 2-pt jump shot from 20 ft (assist by J. Tatum),,107,95
370,4,3:19.0,,M. Conley misses 2-pt layup from 2 ft,107,95
371,4,3:16.0,Defensive rebound by D. Theis,,107,95
372,4,3:01.0,J. Tatum makes 3-pt jump shot from 24 ft,,110,95
373,4,2:45.0,,Shooting foul by J. Brown (drawn by D. Mitchell),110,95
374,4,2:45.0,,D. Mitchell misses free throw 1 of 2,110,95
375,4,2:45.0,,Offensive rebound by Team,110,95
376,4,2:45.0,,D. Mitchell makes free throw 2 of 2,110,96
377,4,2:32.0,G. Hayward misses 3-pt jump shot from 23 ft,,110,96
378,4,2:29.0,,Defensive rebound by R. Gobert,110,96
379,4,2:24.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by R. Gobert),110,98
380,4,2:24.0,,Shooting foul by J. Brown (drawn by D. Mitchell),110,98
381,4,2:24.0,,D. Mitchell misses free throw 1 of 1,110,98
382,4,2:22.0,Defensive rebound by J. Tatum,,110,98
