,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,LA LAKERS_ACTION,MINNESOTA_SCORE,LA LAKERS_SCORE
186,2,4:08.0,,A. Davis makes 2-pt dunk at rim (assist by L. James),58,55
187,2,3:56.0,Turnover by K. Towns (traveling),,58,55
188,2,3:45.0,,D. Green makes 3-pt jump shot from 27 ft (assist by L. James),58,58
189,2,3:44.0,Minnesota full timeout,,58,58
190,2,3:44.0,R. Covington enters the game for J. Bell,,58,58
191,2,3:30.0,J. Teague makes 2-pt layup from 4 ft,,60,58
192,2,3:11.0,,L. James makes 2-pt hook shot from 4 ft,60,60
193,2,2:51.0,J. Okogie makes 3-pt jump shot from 27 ft (assist by J. Teague),,63,60
194,2,2:40.0,,Shooting foul by R. Covington (drawn by L. James),63,60
195,2,2:40.0,,L. James makes free throw 1 of 2,63,61
196,2,2:40.0,,L. James makes free throw 2 of 2,63,62
197,2,2:27.0,Shooting foul by L. James (drawn by R. Covington),,63,62
198,2,2:27.0,R. Covington makes free throw 1 of 2,,64,62
199,2,2:27.0,,D. Howard enters the game for L. James,64,62
200,2,2:27.0,R. Covington makes free throw 2 of 2,,65,62
201,2,2:15.0,,A. Davis misses 2-pt hook shot from 8 ft,65,62
202,2,2:13.0,Defensive rebound by R. Covington,,65,62
203,2,2:00.0,J. Teague misses 2-pt layup from 2 ft,,65,62
204,2,1:59.0,,Defensive rebound by Team,65,62
205,2,1:55.0,,Personal foul by A. Wiggins (drawn by K. Caldwell-Pope),65,62
206,2,1:55.0,,K. Caldwell-Pope makes free throw 1 of 2,65,63
207,2,1:55.0,,K. Caldwell-Pope makes free throw 2 of 2,65,64
208,2,1:43.0,A. Wiggins misses 2-pt hook shot from 14 ft,,65,64
209,2,1:43.0,Offensive rebound by Team,,65,64
210,2,1:40.0,A. Wiggins misses 3-pt jump shot from 26 ft,,65,64
211,2,1:37.0,,Defensive rebound by D. Howard,65,64
212,2,1:34.0,,A. Davis makes 2-pt layup from 2 ft (assist by A. Caruso),65,66
213,2,1:12.0,K. Towns misses 2-pt jump shot from 8 ft,,65,66
214,2,1:09.0,,Defensive rebound by D. Green,65,66
215,2,1:05.0,,A. Caruso misses 3-pt jump shot from 27 ft,65,66
216,2,1:01.0,,Offensive rebound by A. Davis,65,66
217,2,1:00.0,,A. Davis makes 2-pt layup from 2 ft,65,68
218,2,0:46.0,J. Okogie misses 3-pt jump shot from 23 ft,,65,68
219,2,0:44.0,,Defensive rebound by D. Green,65,68
220,2,0:40.0,,D. Green makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),65,71
221,2,0:27.0,R. Covington misses 3-pt jump shot from 23 ft,,65,71
222,2,0:22.0,,Defensive rebound by D. Green,65,71
223,2,0:07.0,,A. Davis makes 2-pt jump shot from 7 ft (assist by A. Caruso),65,73
224,2,0:01.0,K. Towns misses 3-pt jump shot from 27 ft,,65,73
225,2,0:01.0,Offensive rebound by Team,,65,73
226,3,11:42.0,K. Towns misses 3-pt jump shot from 26 ft,,65,73
227,3,11:38.0,,Defensive rebound by D. Green,65,73
228,3,11:24.0,,L. James makes 3-pt jump shot from 27 ft (assist by K. Caldwell-Pope),65,76
229,3,11:04.0,J. Okogie misses 2-pt layup from 2 ft,,65,76
230,3,11:00.0,Offensive rebound by J. Okogie,,65,76
231,3,11:00.0,J. Okogie makes 2-pt layup from 1 ft,,67,76
232,3,10:47.0,,L. James misses 2-pt jump shot from 8 ft,67,76
233,3,10:45.0,Defensive rebound by K. Towns,,67,76
234,3,10:42.0,Shooting foul by D. Green (drawn by J. Culver),,67,76
235,3,10:42.0,J. Culver misses free throw 1 of 2,,67,76
236,3,10:42.0,Offensive rebound by Team,,67,76
237,3,10:42.0,J. Culver makes free throw 2 of 2,,68,76
238,3,10:30.0,,A. Davis makes 2-pt hook shot from 12 ft,68,78
239,3,10:16.0,A. Wiggins makes 2-pt dunk at rim,,70,78
240,3,10:02.0,,A. Davis misses 3-pt jump shot from 27 ft,70,78
241,3,10:00.0,Defensive rebound by J. Culver,,70,78
242,3,9:58.0,K. Towns makes 2-pt dunk from 1 ft (assist by J. Culver),,72,78
243,3,9:37.0,,A. Davis misses 2-pt jump shot from 7 ft,72,78
244,3,9:37.0,,Offensive rebound by Team,72,78
245,3,9:33.0,,D. Green makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),72,81
246,3,9:14.0,Shooting foul by D. Green (drawn by J. Okogie),,72,81
247,3,9:14.0,J. Okogie makes free throw 1 of 2,,73,81
248,3,9:14.0,J. Okogie makes free throw 2 of 2,,74,81
249,3,9:03.0,,A. Davis misses 2-pt jump shot from 7 ft,74,81
250,3,8:58.0,Defensive rebound by J. Okogie,,74,81
251,3,8:57.0,Turnover by J. Okogie (bad pass; steal by L. James),,74,81
252,3,8:53.0,,L. James makes 3-pt jump shot from 31 ft,74,84
253,3,8:36.0,K. Towns makes 2-pt layup from 2 ft,,76,84
254,3,8:36.0,Shooting foul by J. McGee (drawn by K. Towns),,76,84
255,3,8:36.0,K. Towns makes free throw 1 of 1,,77,84
256,3,8:25.0,,Def 3 sec tech foul by Team,77,84
257,3,8:25.0,,A. Davis makes technical free throw,77,85
258,3,8:23.0,,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by L. James),77,87
259,3,8:09.0,J. Culver makes 3-pt jump shot from 25 ft (assist by J. Okogie),,80,87
260,3,7:50.0,,A. Davis makes 2-pt layup from 2 ft (assist by L. James),80,89
261,3,7:29.0,A. Wiggins makes 2-pt layup from 1 ft,,82,89
262,3,7:13.0,,J. McGee makes 2-pt layup from 2 ft (assist by A. Davis),82,91
263,3,7:08.0,Minnesota full timeout,,82,91
264,3,7:08.0,J. Bell enters the game for J. Okogie,,82,91
265,3,7:08.0,J. Teague enters the game for A. Wiggins,,82,91
266,3,6:58.0,K. Towns misses 3-pt jump shot from 26 ft,,82,91
267,3,6:54.0,,Defensive rebound by D. Green,82,91
268,3,6:46.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,82,91
269,3,6:45.0,Defensive rebound by Team,,82,91
270,3,6:45.0,Personal foul by J. McGee (drawn by J. Bell),,82,91
271,3,6:26.0,Turnover by J. Teague (bad pass; steal by D. Green),,82,91
272,3,6:22.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. James),82,94
273,3,6:06.0,J. Teague misses 2-pt jump shot from 4 ft,,82,94
274,3,6:03.0,Offensive rebound by K. Towns,,82,94
275,3,6:02.0,K. Towns misses 2-pt layup from 2 ft (block by A. Davis),,82,94
276,3,6:02.0,,Defensive rebound by D. Green,82,94
277,3,6:00.0,,Shooting foul by J. Culver (drawn by A. Davis),82,94
278,3,6:00.0,,A. Davis makes free throw 1 of 2,82,95
279,3,6:00.0,,A. Davis makes free throw 2 of 2,82,96
280,3,5:44.0,J. Culver makes 2-pt layup from 3 ft,,84,96
281,3,5:31.0,,Personal foul by R. Covington (drawn by A. Davis),84,96
282,3,5:31.0,,A. Caruso enters the game for D. Green,84,96
283,3,5:19.0,,A. Davis makes 2-pt jump shot from 20 ft,84,98
284,3,5:03.0,Turnover by J. Bell (lost ball; steal by A. Davis),,84,98
285,3,4:57.0,,A. Caruso makes 2-pt layup from 2 ft (assist by A. Davis),84,100
286,3,4:57.0,Minnesota full timeout,,84,100
287,3,4:57.0,K. Bates-Diop enters the game for R. Covington,,84,100
288,3,4:57.0,S. Napier enters the game for J. Culver,,84,100
289,3,4:32.0,S. Napier misses 3-pt jump shot from 25 ft,,84,100
290,3,4:30.0,,Defensive rebound by K. Caldwell-Pope,84,100
291,3,4:14.0,,A. Caruso makes 3-pt jump shot from 22 ft (assist by L. James),84,103
292,3,3:56.0,Shooting foul by J. McGee (drawn by K. Towns),,84,103
293,3,3:56.0,,Violation by Team (delay of game),84,103
294,3,3:56.0,,Violation by Team (delay of game),84,103
295,3,3:56.0,K. Towns makes technical free throw,,85,103
296,3,3:56.0,K. Towns makes free throw 1 of 3,,86,103
297,3,3:56.0,K. Towns misses free throw 2 of 3,,86,103
298,3,3:56.0,Offensive rebound by Team,,86,103
299,3,3:56.0,,K. Kuzma enters the game for J. McGee,86,103
300,3,3:56.0,K. Towns makes free throw 3 of 3,,87,103
301,3,3:51.0,,Turnover by L. James (bad pass),87,103
302,3,3:38.0,S. Napier makes 2-pt layup from 3 ft (assist by K. Towns),,89,103
303,3,3:26.0,,L. James misses 2-pt jump shot from 5 ft,89,103
304,3,3:26.0,,Offensive rebound by L. James,89,103
305,3,3:25.0,,Offensive foul by A. Davis (drawn by J. Bell),89,103
306,3,3:25.0,,Turnover by A. Davis (offensive foul),89,103
307,3,3:25.0,,Q. Cook enters the game for L. James,89,103
308,3,3:01.0,K. Towns makes 3-pt jump shot from 27 ft,,92,103
309,3,2:48.0,,A. Caruso misses 2-pt layup from 3 ft,92,103
310,3,2:44.0,,Offensive rebound by A. Davis,92,103
311,3,2:44.0,,A. Davis makes 2-pt dunk at rim,92,105
312,3,2:32.0,K. Bates-Diop makes 3-pt jump shot from 23 ft (assist by S. Napier),,95,105
313,3,2:24.0,,LA Lakers full timeout,95,105
314,3,2:24.0,,T. Daniels enters the game for K. Caldwell-Pope,95,105
315,3,2:24.0,,Turnover by Q. Cook (lost ball; steal by S. Napier),95,105
316,3,2:20.0,S. Napier makes 2-pt layup from 2 ft,,97,105
317,3,2:00.0,,A. Davis misses 2-pt jump shot from 6 ft,97,105
318,3,1:58.0,,Offensive rebound by K. Kuzma,97,105
319,3,1:47.0,,K. Kuzma misses 2-pt jump shot from 5 ft,97,105
320,3,1:45.0,,Offensive rebound by A. Davis,97,105
321,3,1:41.0,,T. Daniels misses 3-pt jump shot from 28 ft,97,105
322,3,1:40.0,Defensive rebound by S. Napier,,97,105
323,3,1:39.0,Shooting foul by Q. Cook (drawn by S. Napier),,97,105
324,3,1:39.0,S. Napier makes free throw 1 of 2,,98,105
325,3,1:39.0,S. Napier makes free throw 2 of 2,,99,105
326,3,1:25.0,,A. Davis makes 2-pt layup from 5 ft,99,107
327,3,1:06.0,J. Teague misses 3-pt jump shot from 27 ft,,99,107
328,3,1:03.0,Offensive rebound by J. Bell,,99,107
329,3,1:03.0,J. Bell misses 2-pt layup from 1 ft,,99,107
330,3,1:02.0,,Defensive rebound by A. Caruso,99,107
331,3,1:01.0,,Shooting foul by K. Towns (drawn by A. Caruso),99,107
332,3,1:01.0,,A. Caruso misses free throw 1 of 2,99,107
333,3,1:01.0,,Offensive rebound by Team,99,107
334,3,1:01.0,,A. Caruso makes free throw 2 of 2,99,108
335,3,0:44.0,K. Bates-Diop makes 2-pt layup from 2 ft (assist by S. Napier),,101,108
336,3,0:33.0,,A. Davis makes 2-pt jump shot from 21 ft,101,110
337,3,0:15.0,K. Towns makes 2-pt layup from 3 ft (assist by S. Napier),,103,110
338,3,0:03.0,,K. Kuzma misses 3-pt jump shot from 33 ft,103,110
339,3,0:00.0,Defensive rebound by K. Bates-Diop,,103,110
340,4,11:40.0,,K. Kuzma makes 2-pt dunk from 1 ft (assist by A. Davis),103,112
341,4,11:18.0,Turnover by A. Wiggins (bad pass),,103,112
342,4,11:06.0,,A. Davis misses 2-pt hook shot from 5 ft (block by G. Dieng),103,112
343,4,11:03.0,Defensive rebound by G. Dieng,,103,112
344,4,10:55.0,A. Wiggins makes 2-pt jump shot from 13 ft (assist by S. Napier),,105,112
345,4,10:29.0,,A. Caruso misses 2-pt jump shot from 11 ft (block by G. Dieng),105,112
346,4,10:27.0,Defensive rebound by G. Dieng,,105,112
347,4,10:21.0,J. Okogie misses 3-pt jump shot from 27 ft,,105,112
348,4,10:19.0,,Defensive rebound by A. Davis,105,112
349,4,10:15.0,,L. James misses 3-pt jump shot from 27 ft,105,112
350,4,10:13.0,Defensive rebound by S. Napier,,105,112
351,4,9:54.0,A. Wiggins misses 3-pt jump shot from 27 ft,,105,112
352,4,9:52.0,,Defensive rebound by D. Howard,105,112
353,4,9:49.0,,Personal take foul by S. Napier (drawn by L. James),105,112
354,4,9:42.0,,A. Davis makes 2-pt jump shot from 12 ft (assist by K. Kuzma),105,114
355,4,9:25.0,G. Dieng misses 3-pt jump shot from 25 ft,,105,114
356,4,9:23.0,,Defensive rebound by A. Caruso,105,114
357,4,9:11.0,,L. James makes 2-pt layup from 3 ft,105,116
358,4,9:03.0,Turnover by G. Dieng (lost ball; steal by A. Caruso),,105,116
359,4,9:02.0,,Personal foul by J. Okogie (drawn by K. Kuzma),105,116
360,4,8:50.0,,L. James misses 2-pt jump shot from 17 ft,105,116
361,4,8:47.0,Defensive rebound by J. Okogie,,105,116
362,4,8:41.0,S. Napier makes 3-pt jump shot from 28 ft (assist by K. Bates-Diop),,108,116
363,4,8:40.0,,LA Lakers full timeout,108,116
364,4,8:40.0,,D. Green enters the game for A. Davis,108,116
365,4,8:22.0,,D. Howard makes 2-pt dunk from 2 ft (assist by L. James),108,118
366,4,7:58.0,S. Napier misses 3-pt jump shot from 25 ft,,108,118
367,4,7:55.0,,Defensive rebound by D. Green,108,118
368,4,7:50.0,,Shooting foul by A. Wiggins (drawn by D. Howard),108,118
369,4,7:50.0,,D. Howard makes free throw 1 of 2,108,119
370,4,7:50.0,R. Covington enters the game for K. Bates-Diop,,108,119
371,4,7:50.0,K. Towns enters the game for G. Dieng,,108,119
372,4,7:50.0,,D. Howard makes free throw 2 of 2,108,120
373,4,7:37.0,Shooting foul by D. Green (drawn by J. Okogie),,108,120
374,4,7:37.0,J. Okogie makes free throw 1 of 2,,109,120
375,4,7:37.0,J. Okogie makes free throw 2 of 2,,110,120
376,4,7:29.0,,A. Caruso makes 2-pt layup from 3 ft,110,122
377,4,7:08.0,J. Okogie makes 3-pt jump shot from 26 ft (assist by S. Napier),,113,122
378,4,6:58.0,,L. James makes 2-pt layup from 3 ft,113,124
379,4,6:58.0,Minnesota full timeout,,113,124
380,4,6:58.0,J. Teague enters the game for S. Napier,,113,124
381,4,6:58.0,,A. Davis enters the game for L. James,113,124
382,4,6:45.0,A. Wiggins makes 2-pt hook shot from 8 ft (assist by K. Towns),,115,124
383,4,6:23.0,,D. Green makes 3-pt jump shot from 31 ft (assist by A. Caruso),115,127
384,4,6:14.0,Turnover by A. Wiggins (bad pass; steal by A. Davis),,115,127
