,QUARTER,TIME_REMAINING,DALLAS_ACTION,HOUSTON_ACTION,DALLAS_SCORE,HOUSTON_SCORE
54,1,6:02.0,,B. McLemore enters the game for E. Gordon,13,17
55,1,6:02.0,,T. Sefolosha enters the game for P. Tucker,13,17
56,1,6:02.0,,R. Westbrook makes free throw 1 of 1,13,18
57,1,5:51.0,R. Broekhoff makes 3-pt jump shot from 24 ft (assist by J. Barea),,16,18
58,1,5:30.0,,R. Westbrook misses 2-pt jump shot from 19 ft,16,18
59,1,5:28.0,Defensive rebound by R. Broekhoff,,16,18
60,1,5:11.0,T. Hardaway makes 3-pt jump shot from 28 ft (assist by J. Barea),,19,18
61,1,4:59.0,,Personal foul by R. Broekhoff (drawn by J. Harden),19,18
62,1,4:59.0,D. Wright enters the game for R. Broekhoff,,19,18
63,1,4:49.0,,J. Harden misses 2-pt jump shot from 7 ft,19,18
64,1,4:47.0,,Offensive rebound by T. Sefolosha,19,18
65,1,4:43.0,,R. Westbrook makes 2-pt layup from 2 ft (assist by T. Sefolosha),19,20
66,1,4:29.0,K. Porziņģis misses 2-pt jump shot from 19 ft,,19,20
67,1,4:26.0,,Defensive rebound by D. House,19,20
68,1,4:13.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),19,23
69,1,3:59.0,J. Barea misses 2-pt layup from 4 ft (block by D. House),,19,23
70,1,3:58.0,Offensive rebound by Team,,19,23
71,1,3:58.0,S. Curry enters the game for J. Barea,,19,23
72,1,3:58.0,,A. Rivers enters the game for R. Westbrook,19,23
73,1,3:50.0,D. Finney-Smith misses 3-pt jump shot from 30 ft,,19,23
74,1,3:46.0,,Defensive rebound by D. House,19,23
75,1,3:41.0,,J. Harden misses 3-pt jump shot from 26 ft,19,23
76,1,3:39.0,,Offensive rebound by T. Sefolosha,19,23
77,1,3:34.0,,A. Rivers misses 3-pt jump shot from 22 ft,19,23
78,1,3:32.0,Defensive rebound by D. Finney-Smith,,19,23
79,1,3:13.0,T. Hardaway makes 3-pt jump shot from 28 ft (assist by D. Wright),,22,23
80,1,2:48.0,,B. McLemore makes 3-pt jump shot from 23 ft,22,26
81,1,2:44.0,Dallas full timeout,,22,26
82,1,2:44.0,J. Brunson enters the game for D. Finney-Smith,,22,26
83,1,2:44.0,M. Kleber enters the game for T. Hardaway,,22,26
84,1,2:44.0,,E. Gordon enters the game for J. Harden,22,26
85,1,2:44.0,,P. Tucker enters the game for D. House,22,26
86,1,2:26.0,M. Kleber misses 2-pt jump shot from 8 ft,,22,26
87,1,2:25.0,,Defensive rebound by T. Sefolosha,22,26
88,1,2:24.0,,Turnover by T. Sefolosha (bad pass; steal by K. Porziņģis),22,26
89,1,2:22.0,K. Porziņģis makes 2-pt dunk from 1 ft,,24,26
90,1,2:11.0,,B. McLemore makes 3-pt jump shot from 28 ft (assist by E. Gordon),24,29
91,1,1:55.0,Shooting foul by E. Gordon (drawn by D. Wright),,24,29
92,1,1:55.0,D. Wright misses free throw 1 of 2,,24,29
93,1,1:55.0,Offensive rebound by Team,,24,29
94,1,1:55.0,W. Cauley-Stein enters the game for K. Porziņģis,,24,29
95,1,1:55.0,D. Wright misses free throw 2 of 2,,24,29
96,1,1:55.0,,Defensive rebound by P. Tucker,24,29
97,1,1:42.0,,A. Rivers makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),24,32
98,1,1:27.0,Shooting foul by T. Sefolosha (drawn by M. Kleber),,24,32
99,1,1:27.0,M. Kleber makes free throw 1 of 2,,25,32
100,1,1:27.0,M. Kleber makes free throw 2 of 2,,26,32
101,1,1:18.0,,E. Gordon makes 3-pt jump shot from 26 ft,26,35
102,1,0:59.0,M. Kleber misses 3-pt jump shot from 26 ft,,26,35
103,1,0:58.0,,Defensive rebound by T. Sefolosha,26,35
104,1,0:50.0,,E. Gordon misses 3-pt jump shot from 26 ft,26,35
105,1,0:48.0,Defensive rebound by W. Cauley-Stein,,26,35
106,1,0:39.0,J. Brunson misses 2-pt jump shot from 5 ft,,26,35
107,1,0:36.0,Offensive rebound by Team,,26,35
108,1,0:31.0,J. Brunson makes 2-pt jump shot from 17 ft,,28,35
109,1,0:22.0,,E. Gordon misses 3-pt jump shot from 28 ft (block by M. Kleber),28,35
110,1,0:19.0,,Offensive rebound by Team,28,35
111,1,0:05.0,,Turnover by Team (shot clock),28,35
112,1,0:00.0,D. Wright misses 2-pt jump shot from 8 ft,,28,35
113,1,0:00.0,Offensive rebound by Team,,28,35
114,2,11:49.0,,Personal foul by W. Cauley-Stein (drawn by E. Gordon),28,35
115,2,11:44.0,,A. Rivers misses 2-pt layup from 3 ft (block by M. Kleber),28,35
116,2,11:42.0,,Offensive rebound by Team,28,35
117,2,11:38.0,,R. Westbrook misses 2-pt jump shot from 11 ft,28,35
118,2,11:36.0,Defensive rebound by W. Cauley-Stein,,28,35
119,2,11:16.0,Shooting foul by P. Tucker (drawn by S. Curry),,28,35
120,2,11:16.0,S. Curry misses free throw 1 of 3,,28,35
121,2,11:16.0,Offensive rebound by Team,,28,35
122,2,11:16.0,S. Curry makes free throw 2 of 3,,29,35
123,2,11:16.0,S. Curry makes free throw 3 of 3,,30,35
124,2,11:10.0,,B. McLemore makes 2-pt layup from 2 ft (assist by R. Westbrook),30,37
125,2,11:10.0,,Shooting foul by W. Cauley-Stein (drawn by B. McLemore),30,37
126,2,11:10.0,,B. McLemore misses free throw 1 of 1,30,37
127,2,11:10.0,Defensive rebound by M. Kleber,,30,37
128,2,11:02.0,Turnover by J. Brunson (lost ball; steal by R. Westbrook),,30,37
129,2,10:51.0,,R. Westbrook misses 2-pt jump shot from 7 ft,30,37
130,2,10:49.0,Defensive rebound by S. Curry,,30,37
131,2,10:44.0,D. Wright makes 3-pt jump shot from 28 ft (assist by S. Curry),,33,37
132,2,10:24.0,,B. McLemore misses 3-pt jump shot from 27 ft,33,37
133,2,10:22.0,Defensive rebound by Team,,33,37
134,2,10:17.0,D. Wright misses 2-pt layup from 7 ft (block by B. McLemore),,33,37
135,2,10:17.0,Offensive rebound by Team,,33,37
136,2,10:08.0,W. Cauley-Stein misses 2-pt hook shot from 10 ft,,33,37
137,2,10:06.0,,Defensive rebound by B. McLemore,33,37
138,2,9:57.0,,R. Westbrook misses 2-pt layup from 6 ft (block by J. Brunson),33,37
139,2,9:54.0,Defensive rebound by W. Cauley-Stein,,33,37
140,2,9:52.0,Turnover by D. Wright (bad pass; steal by A. Rivers),,33,37
141,2,9:48.0,,Offensive foul by B. McLemore (drawn by M. Kleber),33,37
142,2,9:48.0,,Turnover by B. McLemore (offensive foul),33,37
143,2,9:48.0,,D. House enters the game for B. McLemore,33,37
144,2,9:34.0,S. Curry makes 2-pt layup from 1 ft,,35,37
145,2,9:26.0,,E. Gordon makes 2-pt layup from 4 ft,35,39
146,2,9:26.0,,Shooting foul by W. Cauley-Stein (drawn by E. Gordon),35,39
147,2,9:26.0,,Technical foul by W. Cauley-Stein,35,39
148,2,9:26.0,J. Jackson enters the game for W. Cauley-Stein,,35,39
149,2,9:26.0,,E. Gordon makes technical free throw,35,40
150,2,9:26.0,,E. Gordon makes free throw 1 of 1,35,41
151,2,9:10.0,D. Wright misses 3-pt jump shot from 28 ft,,35,41
152,2,9:07.0,,Defensive rebound by R. Westbrook,35,41
153,2,9:07.0,D. Finney-Smith enters the game for J. Brunson,,35,41
154,2,9:07.0,,J. Harden enters the game for A. Rivers,35,41
155,2,9:01.0,,R. Westbrook makes 2-pt layup at rim (assist by J. Harden),35,43
156,2,8:42.0,Turnover by J. Jackson (discontinued dribble),,35,43
157,2,8:27.0,,Shooting foul by D. Wright (drawn by R. Westbrook),35,43
158,2,8:27.0,,R. Westbrook misses free throw 1 of 2,35,43
159,2,8:27.0,,Offensive rebound by Team,35,43
160,2,8:27.0,K. Porziņģis enters the game for M. Kleber,,35,43
161,2,8:27.0,,R. Westbrook makes free throw 2 of 2,35,44
162,2,8:15.0,Personal foul by R. Westbrook (drawn by K. Porziņģis),,35,44
163,2,8:15.0,,T. Sefolosha enters the game for P. Tucker,35,44
164,2,8:11.0,S. Curry misses 3-pt jump shot from 30 ft,,35,44
165,2,8:08.0,,Defensive rebound by R. Westbrook,35,44
166,2,7:54.0,,J. Harden makes 3-pt jump shot from 26 ft,35,47
167,2,7:51.0,Dallas full timeout,,35,47
168,2,7:51.0,R. Broekhoff enters the game for J. Jackson,,35,47
169,2,7:51.0,,A. Rivers enters the game for E. Gordon,35,47
170,2,7:31.0,Turnover by R. Broekhoff (bad pass; steal by J. Harden),,35,47
171,2,7:25.0,,R. Westbrook misses 2-pt layup from 2 ft,35,47
172,2,7:23.0,Defensive rebound by R. Broekhoff,,35,47
173,2,7:19.0,Shooting foul by A. Rivers (drawn by D. Finney-Smith),,35,47
174,2,7:19.0,D. Finney-Smith makes free throw 1 of 2,,36,47
175,2,7:19.0,T. Hardaway enters the game for S. Curry,,36,47
176,2,7:19.0,D. Finney-Smith makes free throw 2 of 2,,37,47
177,2,6:59.0,,Turnover by J. Harden (bad pass; steal by K. Porziņģis),37,47
178,2,6:51.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by D. Wright),,40,47
179,2,6:40.0,,R. Westbrook makes 2-pt layup at rim,40,49
180,2,6:22.0,Personal foul by T. Sefolosha (drawn by K. Porziņģis),,40,49
181,2,6:22.0,J. Barea enters the game for D. Wright,,40,49
182,2,6:10.0,T. Hardaway misses 2-pt layup from 3 ft,,40,49
183,2,6:08.0,Offensive rebound by K. Porziņģis,,40,49
184,2,6:08.0,K. Porziņģis misses 2-pt layup at rim,,40,49
185,2,6:07.0,Offensive rebound by K. Porziņģis,,40,49
186,2,6:07.0,K. Porziņģis makes 2-pt layup at rim,,42,49
187,2,6:07.0,Shooting foul by J. Harden (drawn by K. Porziņģis),,42,49
188,2,6:07.0,K. Porziņģis makes free throw 1 of 1,,43,49
189,2,5:56.0,,J. Harden misses 2-pt layup from 1 ft (block by K. Porziņģis),43,49
190,2,5:54.0,Defensive rebound by J. Barea,,43,49
191,2,5:51.0,Turnover by J. Barea (bad pass; steal by D. House),,43,49
192,2,5:44.0,,T. Sefolosha misses 3-pt jump shot from 26 ft,43,49
193,2,5:41.0,Defensive rebound by K. Porziņģis,,43,49
194,2,5:33.0,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by J. Barea),,46,49
195,2,5:19.0,,J. Harden makes 3-pt jump shot from 28 ft,46,52
196,2,5:02.0,K. Porziņģis misses 2-pt jump shot from 14 ft,,46,52
197,2,4:59.0,,Defensive rebound by A. Rivers,46,52
198,2,4:51.0,,J. Harden misses 2-pt jump shot from 15 ft,46,52
199,2,4:50.0,,Offensive rebound by J. Harden,46,52
200,2,4:50.0,,J. Harden makes 2-pt layup from 1 ft,46,54
201,2,4:32.0,K. Porziņģis makes 2-pt jump shot from 14 ft (assist by J. Barea),,48,54
202,2,4:16.0,,D. House makes 3-pt jump shot from 26 ft (assist by R. Westbrook),48,57
203,2,4:03.0,Offensive foul by K. Porziņģis (drawn by T. Sefolosha),,48,57
204,2,4:03.0,Turnover by K. Porziņģis (offensive foul),,48,57
205,2,4:03.0,,E. Gordon enters the game for T. Sefolosha,48,57
206,2,4:03.0,,P. Tucker enters the game for R. Westbrook,48,57
207,2,4:03.0,,Technical foul by R. Carlisle,48,57
208,2,4:03.0,,J. Harden makes technical free throw,48,58
209,2,3:41.0,,D. House misses 3-pt jump shot from 27 ft,48,58
210,2,3:40.0,Defensive rebound by D. Finney-Smith,,48,58
211,2,3:24.0,T. Hardaway makes 2-pt layup from 1 ft (assist by J. Barea),,50,58
212,2,3:09.0,,J. Harden misses 2-pt layup from 1 ft,50,58
213,2,3:07.0,Defensive rebound by R. Broekhoff,,50,58
214,2,2:59.0,K. Porziņģis makes 2-pt layup from 1 ft (assist by J. Barea),,52,58
215,2,2:55.0,,Houston full timeout,52,58
216,2,2:44.0,,J. Harden makes 3-pt jump shot from 28 ft (assist by E. Gordon),52,61
217,2,2:30.0,J. Barea misses 2-pt layup from 2 ft,,52,61
218,2,2:27.0,Offensive rebound by J. Barea,,52,61
219,2,2:26.0,J. Barea makes 2-pt jump shot from 4 ft,,54,61
220,2,2:02.0,,E. Gordon makes 2-pt layup from 2 ft,54,63
221,2,1:47.0,Shooting foul by J. Harden (drawn by K. Porziņģis),,54,63
222,2,1:47.0,K. Porziņģis makes free throw 1 of 2,,55,63
223,2,1:47.0,,R. Westbrook enters the game for A. Rivers,55,63
224,2,1:47.0,K. Porziņģis misses free throw 2 of 2,,55,63
225,2,1:47.0,,Defensive rebound by J. Harden,55,63
226,2,1:36.0,,Personal foul by D. Finney-Smith (drawn by J. Harden),55,63
227,2,1:36.0,,J. Harden makes free throw 1 of 2,55,64
228,2,1:36.0,,J. Harden makes free throw 2 of 2,55,65
229,2,1:22.0,T. Hardaway misses 3-pt jump shot from 28 ft,,55,65
230,2,1:19.0,Offensive rebound by D. Finney-Smith,,55,65
231,2,1:15.0,R. Broekhoff misses 3-pt jump shot from 23 ft,,55,65
232,2,1:13.0,,Defensive rebound by J. Harden,55,65
233,2,1:09.0,,J. Harden misses 3-pt jump shot from 28 ft,55,65
234,2,1:04.0,Defensive rebound by J. Barea,,55,65
235,2,1:01.0,,Violation by Team (kicked ball),55,65
236,2,1:01.0,S. Curry enters the game for R. Broekhoff,,55,65
237,2,0:56.0,J. Barea makes 2-pt layup from 2 ft,,57,65
238,2,0:56.0,Shooting foul by E. Gordon (drawn by J. Barea),,57,65
239,2,0:56.0,J. Barea makes free throw 1 of 1,,58,65
240,2,0:33.0,,D. House misses 2-pt layup from 2 ft,58,65
241,2,0:32.0,Defensive rebound by J. Barea,,58,65
242,2,0:23.0,T. Hardaway misses 2-pt layup from 2 ft,,58,65
243,2,0:20.0,Offensive rebound by D. Finney-Smith,,58,65
244,2,0:20.0,D. Finney-Smith makes 2-pt layup from 2 ft,,60,65
245,2,0:00.0,,E. Gordon misses 3-pt jump shot from 26 ft,60,65
246,2,0:00.0,,Offensive rebound by Team,60,65
247,3,11:50.0,,R. Westbrook makes 2-pt jump shot from 5 ft,60,67
248,3,11:30.0,R. Broekhoff misses 2-pt layup from 2 ft (block by E. Gordon),,60,67
249,3,11:27.0,Offensive rebound by J. Barea,,60,67
250,3,11:25.0,R. Broekhoff misses 3-pt jump shot from 26 ft,,60,67
251,3,11:25.0,,Defensive rebound by J. Harden,60,67
252,3,11:20.0,,J. Harden misses 3-pt jump shot from 25 ft,60,67
253,3,11:17.0,,Offensive rebound by R. Westbrook,60,67
254,3,11:12.0,,D. House makes 3-pt jump shot from 24 ft (assist by R. Westbrook),60,70
255,3,10:57.0,Turnover by J. Barea (bad pass),,60,70
256,3,10:48.0,,P. Tucker misses 3-pt jump shot from 23 ft,60,70
257,3,10:46.0,Defensive rebound by K. Porziņģis,,60,70
258,3,10:32.0,K. Porziņģis misses 2-pt jump shot from 13 ft,,60,70
259,3,10:30.0,,Defensive rebound by D. House,60,70
260,3,10:26.0,,J. Harden misses 3-pt jump shot from 27 ft,60,70
261,3,10:23.0,Defensive rebound by D. Finney-Smith,,60,70
262,3,10:06.0,J. Barea misses 2-pt jump shot from 10 ft,,60,70
263,3,10:05.0,,Defensive rebound by J. Harden,60,70
264,3,10:00.0,,R. Westbrook makes 2-pt layup from 2 ft,60,72
265,3,10:00.0,,Shooting foul by T. Hardaway (drawn by R. Westbrook),60,72
266,3,10:00.0,,R. Westbrook makes free throw 1 of 1,60,73
267,3,9:47.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by D. Finney-Smith),,63,73
268,3,9:43.0,,Turnover by J. Harden (bad pass),63,73
269,3,9:25.0,Turnover by D. Finney-Smith (lost ball; steal by J. Harden),,63,73
270,3,9:21.0,,J. Harden makes 2-pt dunk from 1 ft,63,75
271,3,9:21.0,Dallas full timeout,,63,75
272,3,9:10.0,R. Broekhoff makes 3-pt jump shot from 24 ft (assist by T. Hardaway),,66,75
273,3,8:53.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by R. Westbrook),66,78
274,3,8:36.0,Shooting foul by D. House (drawn by K. Porziņģis),,66,78
275,3,8:36.0,K. Porziņģis makes free throw 1 of 2,,67,78
276,3,8:36.0,K. Porziņģis makes free throw 2 of 2,,68,78
277,3,8:22.0,,R. Westbrook makes 2-pt layup from 2 ft,68,80
278,3,8:01.0,Turnover by K. Porziņģis (bad pass; steal by D. House),,68,80
279,3,7:59.0,,D. House makes 2-pt dunk from 2 ft,68,82
280,3,7:40.0,K. Porziņģis makes 2-pt jump shot from 12 ft (assist by D. Finney-Smith),,70,82
281,3,7:31.0,,E. Gordon misses 2-pt jump shot from 22 ft,70,82
282,3,7:28.0,Defensive rebound by K. Porziņģis,,70,82
283,3,7:21.0,J. Barea misses 2-pt jump shot from 9 ft,,70,82
284,3,7:19.0,,Defensive rebound by J. Harden,70,82
285,3,7:08.0,,E. Gordon makes 3-pt jump shot from 29 ft (assist by J. Harden),70,85
286,3,6:53.0,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by J. Barea),,73,85
287,3,6:27.0,,D. House misses 3-pt jump shot from 24 ft,73,85
288,3,6:25.0,Defensive rebound by R. Broekhoff,,73,85
289,3,6:14.0,D. Finney-Smith makes 2-pt jump shot from 9 ft (assist by J. Barea),,75,85
290,3,6:02.0,,R. Westbrook makes 2-pt dunk from 2 ft (assist by E. Gordon),75,87
291,3,5:43.0,Shooting foul by R. Westbrook (drawn by K. Porziņģis),,75,87
292,3,5:43.0,,Houston full timeout,75,87
293,3,5:43.0,,Instant Replay (Challenge: Ruling Stands),75,87
294,3,5:43.0,S. Curry enters the game for J. Barea,,75,87
295,3,5:43.0,D. Wright enters the game for R. Broekhoff,,75,87
296,3,5:43.0,,B. McLemore enters the game for E. Gordon,75,87
297,3,5:43.0,,T. Sefolosha enters the game for P. Tucker,75,87
298,3,5:43.0,K. Porziņģis misses free throw 1 of 2,,75,87
299,3,5:43.0,Offensive rebound by Team,,75,87
300,3,5:43.0,K. Porziņģis misses free throw 2 of 2,,75,87
301,3,5:43.0,,Defensive rebound by J. Harden,75,87
302,3,5:24.0,,J. Harden misses 3-pt jump shot from 29 ft,75,87
303,3,5:21.0,,Offensive rebound by R. Westbrook,75,87
304,3,5:13.0,,D. House makes 3-pt jump shot from 26 ft (assist by R. Westbrook),75,90
305,3,4:46.0,T. Hardaway misses 3-pt jump shot from 27 ft,,75,90
306,3,4:44.0,,Defensive rebound by J. Harden,75,90
307,3,4:27.0,,Shooting foul by T. Hardaway (drawn by R. Westbrook),75,90
308,3,4:27.0,,R. Westbrook makes free throw 1 of 2,75,91
309,3,4:27.0,J. Brunson enters the game for D. Finney-Smith,,75,91
310,3,4:27.0,M. Kleber enters the game for T. Hardaway,,75,91
311,3,4:27.0,,R. Westbrook makes free throw 2 of 2,75,92
312,3,4:08.0,K. Porziņģis makes 2-pt jump shot from 10 ft (assist by M. Kleber),,77,92
313,3,4:08.0,Shooting foul by B. McLemore (drawn by K. Porziņģis),,77,92
314,3,4:08.0,,A. Rivers enters the game for R. Westbrook,77,92
315,3,4:08.0,K. Porziņģis makes free throw 1 of 1,,78,92
316,3,3:47.0,,Turnover by J. Harden (out of bounds lost ball),78,92
317,3,3:37.0,S. Curry misses 3-pt jump shot from 26 ft,,78,92
318,3,3:35.0,,Defensive rebound by J. Harden,78,92
319,3,3:25.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by J. Harden),78,94
320,3,3:08.0,Shooting foul by J. Harden (drawn by K. Porziņģis),,78,94
321,3,3:08.0,K. Porziņģis makes free throw 1 of 2,,79,94
322,3,3:08.0,K. Porziņģis makes free throw 2 of 2,,80,94
323,3,2:55.0,,B. McLemore misses 3-pt jump shot from 24 ft,80,94
324,3,2:53.0,Defensive rebound by K. Porziņģis,,80,94
325,3,2:49.0,J. Brunson misses 2-pt layup from 8 ft,,80,94
326,3,2:48.0,Offensive rebound by M. Kleber,,80,94
327,3,2:45.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,80,94
328,3,2:41.0,Offensive rebound by J. Brunson,,80,94
329,3,2:37.0,J. Brunson misses 3-pt jump shot from 24 ft,,80,94
330,3,2:34.0,,Defensive rebound by A. Rivers,80,94
331,3,2:12.0,,J. Harden misses 3-pt jump shot from 29 ft,80,94
332,3,2:10.0,Defensive rebound by J. Brunson,,80,94
333,3,2:04.0,Personal foul by J. Harden (drawn by J. Brunson),,80,94
334,3,2:04.0,J. Brunson makes free throw 1 of 2,,81,94
335,3,2:04.0,,E. Gordon enters the game for J. Harden,81,94
336,3,2:04.0,,R. Westbrook enters the game for D. House,81,94
337,3,2:04.0,Turnover by K. Porziņģis (lane violation),,81,94
338,3,1:57.0,,R. Westbrook misses 2-pt layup from 1 ft,81,94
339,3,1:55.0,Defensive rebound by M. Kleber,,81,94
340,3,1:42.0,D. Wright makes 2-pt jump shot from 2 ft,,83,94
341,3,1:34.0,,B. McLemore misses 2-pt jump shot from 3 ft (block by M. Kleber),83,94
342,3,1:34.0,,Offensive rebound by T. Sefolosha,83,94
343,3,1:28.0,,R. Westbrook makes 2-pt layup from 2 ft (assist by E. Gordon),83,96
344,3,1:28.0,,Shooting foul by K. Porziņģis (drawn by R. Westbrook),83,96
345,3,1:28.0,,P. Tucker enters the game for T. Sefolosha,83,96
346,3,1:28.0,,R. Westbrook makes free throw 1 of 1,83,97
347,3,1:16.0,J. Brunson misses 2-pt jump shot from 22 ft,,83,97
348,3,1:15.0,,Defensive rebound by B. McLemore,83,97
349,3,1:08.0,,E. Gordon misses 2-pt jump shot from 6 ft,83,97
350,3,1:08.0,Defensive rebound by Team,,83,97
351,3,1:08.0,W. Cauley-Stein enters the game for K. Porziņģis,,83,97
352,3,0:55.0,Turnover by S. Curry (traveling),,83,97
353,3,0:43.0,,R. Westbrook makes 2-pt layup from 2 ft,83,99
354,3,0:33.0,Turnover by D. Wright (lost ball; steal by R. Westbrook),,83,99
355,3,0:29.0,,B. McLemore makes 2-pt dunk from 1 ft (assist by R. Westbrook),83,101
356,3,0:29.0,Dallas full timeout,,83,101
357,3,0:13.0,S. Curry misses 2-pt jump shot from 6 ft,,83,101
358,3,0:12.0,Offensive rebound by M. Kleber,,83,101
359,3,0:12.0,M. Kleber misses 2-pt layup from 1 ft,,83,101
360,3,0:12.0,Offensive rebound by M. Kleber,,83,101
361,3,0:12.0,M. Kleber makes 2-pt layup from 1 ft,,85,101
362,3,0:00.0,,R. Westbrook misses 2-pt jump shot from 17 ft,85,101
363,3,0:00.0,,Offensive rebound by Team,85,101
364,4,11:45.0,S. Curry makes 2-pt jump shot from 12 ft (assist by J. Brunson),,87,101
365,4,11:31.0,,B. McLemore misses 3-pt jump shot from 25 ft,87,101
366,4,11:28.0,Defensive rebound by D. Wright,,87,101
367,4,11:09.0,J. Brunson makes 2-pt layup from 2 ft (assist by D. Wright),,89,101
368,4,10:54.0,,R. Westbrook misses 2-pt layup from 4 ft (block by W. Cauley-Stein),89,101
369,4,10:52.0,Defensive rebound by J. Brunson,,89,101
370,4,10:45.0,S. Curry makes 3-pt jump shot from 25 ft (assist by J. Brunson),,92,101
371,4,10:43.0,,Houston full timeout,92,101
372,4,10:43.0,,D. House enters the game for B. McLemore,92,101
373,4,10:32.0,,R. Westbrook makes 2-pt layup from 1 ft,92,103
374,4,10:14.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by S. Curry),,94,103
375,4,10:06.0,,R. Westbrook misses 2-pt jump shot from 13 ft,94,103
376,4,10:04.0,Defensive rebound by W. Cauley-Stein,,94,103
377,4,9:54.0,S. Curry makes 3-pt jump shot from 29 ft,,97,103
