,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DETROIT_ACTION,BROOKLYN_SCORE,DETROIT_SCORE
0,1,11:44.0,,Def 3 sec tech foul by Team,0,0
1,1,11:44.0,,L. Kennard makes technical free throw,0,1
2,1,11:33.0,,M. Morris makes 2-pt layup from 2 ft (assist by A. Drummond),0,3
3,1,11:18.0,D. Jordan misses 2-pt layup from 4 ft,,0,3
4,1,11:15.0,,Defensive rebound by A. Drummond,0,3
5,1,11:06.0,,T. Snell makes 2-pt jump shot from 7 ft,0,5
6,1,10:47.0,K. Irving makes 2-pt jump shot from 17 ft (assist by D. Jordan),,2,5
7,1,10:36.0,,L. Kennard makes 2-pt jump shot from 9 ft (assist by A. Drummond),2,7
8,1,10:22.0,C. LeVert misses 2-pt jump shot from 8 ft,,2,7
9,1,10:19.0,,Defensive rebound by L. Kennard,2,7
10,1,10:16.0,,Turnover by L. Kennard (bad pass; steal by T. Prince),2,7
11,1,10:09.0,C. LeVert misses 3-pt jump shot from 27 ft,,2,7
12,1,10:06.0,,Defensive rebound by M. Morris,2,7
13,1,9:51.0,,A. Drummond misses 2-pt hook shot from 9 ft,2,7
14,1,9:48.0,Defensive rebound by D. Jordan,,2,7
15,1,9:40.0,K. Irving misses 3-pt jump shot from 26 ft,,2,7
16,1,9:35.0,,Defensive rebound by A. Drummond,2,7
17,1,9:29.0,,M. Morris makes 2-pt jump shot from 8 ft,2,9
18,1,9:08.0,J. Harris makes 2-pt jump shot from 8 ft (assist by K. Irving),,4,9
19,1,9:02.0,,B. Brown makes 2-pt dunk from 4 ft,4,11
20,1,9:02.0,Brooklyn full timeout,,4,11
21,1,8:48.0,T. Prince makes 3-pt jump shot from 24 ft (assist by K. Irving),,7,11
22,1,8:28.0,,M. Morris makes 2-pt layup from 4 ft (assist by A. Drummond),7,13
23,1,8:18.0,D. Jordan misses 2-pt layup from 2 ft (block by A. Drummond),,7,13
24,1,8:17.0,Offensive rebound by D. Jordan,,7,13
25,1,8:16.0,D. Jordan misses 2-pt layup from 3 ft,,7,13
26,1,8:15.0,,Defensive rebound by A. Drummond,7,13
27,1,8:07.0,,Personal foul by J. Harris (drawn by T. Snell),7,13
28,1,7:52.0,,Shooting foul by C. LeVert (drawn by L. Kennard),7,13
29,1,7:52.0,,L. Kennard makes free throw 1 of 2,7,14
30,1,7:52.0,,L. Kennard makes free throw 2 of 2,7,15
31,1,7:39.0,C. LeVert misses 2-pt jump shot from 8 ft,,7,15
32,1,7:37.0,,Defensive rebound by A. Drummond,7,15
33,1,7:28.0,,Shooting foul by K. Irving (drawn by B. Brown),7,15
34,1,7:28.0,,B. Brown makes free throw 1 of 2,7,16
35,1,7:28.0,,B. Brown misses free throw 2 of 2,7,16
36,1,7:25.0,Defensive rebound by D. Jordan,,7,16
37,1,7:16.0,J. Harris misses 3-pt jump shot from 26 ft,,7,16
38,1,7:13.0,,Defensive rebound by A. Drummond,7,16
39,1,7:09.0,Violation by Team (kicked ball),,7,16
40,1,6:54.0,,A. Drummond makes 2-pt dunk from 3 ft (assist by B. Brown),7,18
41,1,6:38.0,Turnover by K. Irving (lost ball; steal by B. Brown),,7,18
42,1,6:36.0,,Shooting foul by T. Prince (drawn by B. Brown),7,18
43,1,6:36.0,,B. Brown misses free throw 1 of 2,7,18
44,1,6:36.0,,Offensive rebound by Team,7,18
45,1,6:36.0,J. Allen enters the game for D. Jordan,,7,18
46,1,6:36.0,G. Temple enters the game for C. LeVert,,7,18
47,1,6:36.0,,L. Galloway enters the game for L. Kennard,7,18
48,1,6:36.0,,B. Brown makes free throw 2 of 2,7,19
49,1,6:25.0,Personal foul by L. Galloway (drawn by J. Allen),,7,19
50,1,6:25.0,Instant Replay (Request: Ruling Stands),,7,19
51,1,6:16.0,J. Allen misses 2-pt layup from 5 ft (block by A. Drummond),,7,19
52,1,6:15.0,Offensive rebound by J. Allen,,7,19
53,1,6:14.0,J. Allen misses 2-pt layup from 3 ft (block by A. Drummond),,7,19
54,1,6:13.0,,Defensive rebound by A. Drummond,7,19
55,1,6:07.0,,T. Snell misses 3-pt jump shot from 26 ft,7,19
56,1,6:04.0,Defensive rebound by G. Temple,,7,19
57,1,5:52.0,J. Harris makes 2-pt layup from 2 ft,,9,19
58,1,5:48.0,,Turnover by A. Drummond (bad pass),9,19
59,1,5:44.0,K. Irving misses 3-pt jump shot from 28 ft,,9,19
60,1,5:43.0,,Defensive rebound by T. Snell,9,19
61,1,5:43.0,,Detroit full timeout,9,19
62,1,5:22.0,,M. Morris misses 2-pt jump shot from 11 ft,9,19
63,1,5:20.0,,Offensive rebound by T. Snell,9,19
64,1,5:16.0,,B. Brown misses 3-pt jump shot from 26 ft,9,19
65,1,5:08.0,Defensive rebound by K. Irving,,9,19
66,1,5:04.0,T. Prince misses 2-pt layup from 2 ft,,9,19
67,1,5:02.0,,Defensive rebound by A. Drummond,9,19
