,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,SACRAMENTO_ACTION,SAN ANTONIO_SCORE,SACRAMENTO_SCORE
47,1,6:27.0,,Offensive rebound by D. Fox,10,5
48,1,6:25.0,,D. Fox makes 2-pt layup from 3 ft,10,7
49,1,6:05.0,Offensive foul by L. Aldridge (drawn by H. Giles),,10,7
50,1,6:05.0,Turnover by L. Aldridge (offensive foul),,10,7
51,1,6:05.0,R. Gay enters the game for T. Lyles,,10,7
52,1,5:51.0,,B. Bogdanović misses 2-pt jump shot from 7 ft (block by L. Aldridge),10,7
53,1,5:50.0,,Offensive rebound by Team,10,7
54,1,5:46.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,10,7
55,1,5:42.0,Defensive rebound by L. Aldridge,,10,7
56,1,5:31.0,D. Murray makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,13,7
57,1,5:23.0,,B. Hield misses 2-pt jump shot from 21 ft,13,7
58,1,5:20.0,,Offensive rebound by H. Giles,13,7
59,1,5:17.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by D. Fox),13,10
60,1,4:47.0,R. Gay makes 2-pt jump shot from 14 ft (assist by D. DeRozan),,15,10
61,1,4:33.0,,H. Giles misses 2-pt jump shot from 10 ft,15,10
62,1,4:31.0,Defensive rebound by L. Aldridge,,15,10
63,1,4:21.0,B. Forbes misses 3-pt jump shot from 24 ft,,15,10
64,1,4:19.0,,Defensive rebound by B. Hield,15,10
65,1,4:11.0,,B. Hield makes 2-pt jump shot from 13 ft,15,12
66,1,4:11.0,San Antonio full timeout,,15,12
67,1,4:11.0,P. Mills enters the game for D. DeRozan,,15,12
68,1,4:11.0,L. Walker enters the game for B. Forbes,,15,12
69,1,4:11.0,D. White enters the game for D. Murray,,15,12
70,1,4:11.0,,N. Bjelica enters the game for B. Bogdanović,15,12
71,1,4:11.0,,C. Joseph enters the game for H. Giles,15,12
72,1,3:52.0,R. Gay misses 2-pt jump shot from 14 ft,,15,12
73,1,3:49.0,,Defensive rebound by N. Bjelica,15,12
74,1,3:36.0,,D. Fox makes 2-pt layup from 3 ft (assist by B. Hield),15,14
75,1,3:13.0,L. Walker misses 3-pt jump shot from 25 ft,,15,14
76,1,3:11.0,,Defensive rebound by B. Hield,15,14
77,1,2:58.0,,H. Barnes misses 2-pt jump shot from 11 ft,15,14
78,1,2:55.0,Defensive rebound by R. Gay,,15,14
79,1,2:46.0,L. Aldridge misses 2-pt jump shot from 9 ft,,15,14
80,1,2:44.0,,Defensive rebound by H. Barnes,15,14
81,1,2:44.0,,K. Bazemore enters the game for H. Barnes,15,14
82,1,2:27.0,,B. Hield makes 2-pt jump shot from 16 ft,15,16
83,1,2:14.0,D. White makes 2-pt layup from 1 ft,,17,16
84,1,1:53.0,,K. Bazemore misses 3-pt jump shot from 24 ft,17,16
85,1,1:50.0,Defensive rebound by R. Gay,,17,16
86,1,1:30.0,P. Mills makes 2-pt layup from 2 ft (assist by L. Walker),,19,16
87,1,1:07.0,,N. Bjelica makes 2-pt jump shot from 6 ft (assist by B. Hield),19,18
88,1,0:45.0,D. White makes 2-pt layup from 1 ft,,21,18
89,1,0:22.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by N. Bjelica),21,21
90,1,0:22.0,,Shooting foul by D. White (drawn by K. Bazemore),21,21
91,1,0:22.0,J. Poeltl enters the game for L. Aldridge,,21,21
92,1,0:22.0,,Y. Ferrell enters the game for D. Fox,21,21
93,1,0:22.0,,K. Bazemore misses free throw 1 of 1,21,21
94,1,0:20.0,Defensive rebound by L. Walker,,21,21
95,1,0:05.0,D. White makes 2-pt layup from 2 ft,,23,21
96,1,0:00.0,,B. Hield makes 3-pt jump shot from 26 ft,23,24
97,2,11:46.0,,N. Bjelica makes 3-pt jump shot from 31 ft,23,27
98,2,11:17.0,J. Poeltl misses 2-pt layup from 2 ft (block by Y. Ferrell),,23,27
99,2,11:17.0,,Defensive rebound by B. Hield,23,27
100,2,11:08.0,,Y. Ferrell makes 3-pt jump shot from 23 ft (assist by N. Bjelica),23,30
101,2,10:56.0,Personal foul by K. Bazemore (drawn by R. Gay),,23,30
102,2,10:49.0,J. Poeltl makes 2-pt layup from 2 ft (assist by D. White),,25,30
103,2,10:33.0,,Y. Ferrell misses 3-pt jump shot from 26 ft,25,30
104,2,10:31.0,Defensive rebound by Team,,25,30
105,2,10:12.0,D. White misses 2-pt jump shot from 7 ft,,25,30
106,2,10:11.0,,Defensive rebound by Team,25,30
107,2,9:55.0,,B. Hield makes 3-pt jump shot from 25 ft,25,33
108,2,9:35.0,L. Walker makes 2-pt layup from 2 ft (assist by D. White),,27,33
109,2,9:17.0,,B. Hield misses 2-pt jump shot from 12 ft,27,33
110,2,9:15.0,Defensive rebound by R. Gay,,27,33
111,2,9:09.0,L. Walker misses 2-pt jump shot from 21 ft,,27,33
112,2,9:05.0,,Defensive rebound by K. Bazemore,27,33
113,2,8:51.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by C. Joseph),27,36
114,2,8:37.0,J. Poeltl makes 2-pt layup from 4 ft,,29,36
115,2,8:27.0,,Shooting foul by J. Poeltl (drawn by Y. Ferrell),29,36
116,2,8:27.0,,Y. Ferrell misses free throw 1 of 2,29,36
117,2,8:27.0,,Offensive rebound by Team,29,36
118,2,8:27.0,D. DeRozan enters the game for J. Poeltl,,29,36
119,2,8:27.0,D. Murray enters the game for D. White,,29,36
120,2,8:27.0,,B. Bogdanović enters the game for B. Hield,29,36
121,2,8:27.0,,Y. Ferrell makes free throw 2 of 2,29,37
122,2,8:15.0,L. Walker makes 2-pt hook shot from 8 ft (assist by D. DeRozan),,31,37
123,2,8:15.0,Shooting foul by B. Bogdanović (drawn by L. Walker),,31,37
124,2,8:15.0,,H. Barnes enters the game for N. Bjelica,31,37
125,2,8:15.0,L. Walker misses free throw 1 of 1,,31,37
126,2,8:12.0,,Defensive rebound by K. Bazemore,31,37
127,2,8:00.0,,Personal foul by P. Mills (drawn by H. Barnes),31,37
128,2,7:48.0,,Offensive foul by H. Barnes (drawn by P. Mills),31,37
129,2,7:48.0,,Turnover by H. Barnes (offensive foul),31,37
130,2,7:36.0,D. DeRozan makes 2-pt layup from 8 ft,,33,37
131,2,7:25.0,,Turnover by C. Joseph (bad pass; steal by L. Walker),33,37
132,2,7:21.0,Turnover by L. Walker (bad pass; steal by B. Bogdanović),,33,37
133,2,7:13.0,,K. Bazemore makes 2-pt layup from 3 ft,33,39
134,2,7:00.0,Turnover by R. Gay (traveling),,33,39
135,2,7:00.0,,Sacramento full timeout,33,39
136,2,7:00.0,L. Aldridge enters the game for R. Gay,,33,39
137,2,7:00.0,B. Forbes enters the game for P. Mills,,33,39
138,2,7:00.0,,N. Bjelica enters the game for Y. Ferrell,33,39
139,2,7:00.0,,D. Fox enters the game for C. Joseph,33,39
140,2,6:52.0,,D. Fox misses 2-pt layup from 2 ft,33,39
141,2,6:50.0,Defensive rebound by Team,,33,39
142,2,6:39.0,D. DeRozan misses 2-pt jump shot from 10 ft,,33,39
143,2,6:37.0,,Defensive rebound by K. Bazemore,33,39
144,2,6:23.0,,K. Bazemore misses 2-pt layup from 2 ft,33,39
145,2,6:21.0,Defensive rebound by D. DeRozan,,33,39
146,2,6:16.0,B. Forbes misses 3-pt jump shot from 23 ft,,33,39
147,2,6:13.0,,Defensive rebound by H. Barnes,33,39
148,2,6:09.0,,H. Barnes makes 2-pt layup from 4 ft,33,41
149,2,6:09.0,,Shooting foul by L. Walker (drawn by H. Barnes),33,41
150,2,6:09.0,,H. Barnes makes free throw 1 of 1,33,42
151,2,5:51.0,D. Murray makes 2-pt jump shot from 15 ft,,35,42
152,2,5:36.0,,K. Bazemore misses 2-pt layup from 3 ft,35,42
153,2,5:33.0,Defensive rebound by B. Forbes,,35,42
154,2,5:31.0,Shooting foul by N. Bjelica (drawn by D. Murray),,35,42
155,2,5:31.0,D. Murray makes free throw 1 of 2,,36,42
156,2,5:31.0,D. Murray makes free throw 2 of 2,,37,42
157,2,5:20.0,,B. Bogdanović makes 2-pt jump shot from 5 ft (assist by N. Bjelica),37,44
158,2,5:02.0,D. Murray misses 2-pt jump shot from 16 ft,,37,44
159,2,4:59.0,,Defensive rebound by H. Barnes,37,44
160,2,4:46.0,,Turnover by N. Bjelica (bad pass; steal by D. Murray),37,44
161,2,4:40.0,B. Forbes misses 3-pt jump shot from 25 ft,,37,44
162,2,4:36.0,Offensive rebound by D. Murray,,37,44
163,2,4:36.0,D. Murray misses 2-pt layup at rim,,37,44
164,2,4:35.0,,Defensive rebound by N. Bjelica,37,44
165,2,4:31.0,,D. Fox misses 2-pt layup from 4 ft (block by L. Aldridge),37,44
166,2,4:31.0,,Offensive rebound by Team,37,44
167,2,4:31.0,D. White enters the game for L. Walker,,37,44
168,2,4:31.0,,B. Hield enters the game for K. Bazemore,37,44
169,2,4:30.0,,Turnover by B. Bogdanović (step out of bounds),37,44
170,2,4:20.0,D. DeRozan makes 2-pt jump shot from 8 ft,,39,44
171,2,4:02.0,,Turnover by B. Hield (lost ball; steal by D. Murray),39,44
172,2,3:58.0,D. Murray misses 2-pt layup from 2 ft,,39,44
173,2,3:56.0,Offensive rebound by D. White,,39,44
174,2,3:46.0,D. White misses 2-pt layup from 9 ft,,39,44
175,2,3:42.0,,Defensive rebound by N. Bjelica,39,44
176,2,3:27.0,,H. Barnes misses 3-pt jump shot from 25 ft,39,44
177,2,3:22.0,Defensive rebound by D. Murray,,39,44
178,2,3:15.0,D. Murray misses 3-pt jump shot from 26 ft,,39,44
179,2,3:12.0,,Defensive rebound by D. Fox,39,44
180,2,3:10.0,,N. Bjelica makes 2-pt layup from 1 ft (assist by D. Fox),39,46
181,2,3:10.0,San Antonio full timeout,,39,46
182,2,2:59.0,D. White makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,42,46
183,2,2:43.0,,D. Fox makes 2-pt layup from 2 ft,42,48
184,2,2:32.0,D. DeRozan makes 2-pt dunk from 1 ft (assist by D. Murray),,44,48
185,2,2:17.0,,N. Bjelica misses 2-pt layup from 3 ft,44,48
186,2,2:14.0,,Offensive rebound by N. Bjelica,44,48
187,2,2:14.0,,N. Bjelica makes 2-pt layup from 1 ft,44,50
188,2,1:56.0,Turnover by D. White (bad pass; steal by B. Hield),,44,50
189,2,1:48.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,44,50
190,2,1:46.0,Defensive rebound by L. Aldridge,,44,50
191,2,1:29.0,D. White misses 3-pt jump shot from 24 ft,,44,50
192,2,1:25.0,Offensive rebound by L. Aldridge,,44,50
193,2,1:22.0,D. Murray makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,47,50
194,2,1:01.0,,Turnover by D. Fox (lost ball; steal by B. Forbes),47,50
195,2,0:56.0,D. Murray makes 2-pt layup from 2 ft (assist by B. Forbes),,49,50
196,2,0:31.0,,N. Bjelica misses 2-pt jump shot from 13 ft,49,50
197,2,0:28.0,Defensive rebound by L. Aldridge,,49,50
198,2,0:08.0,Turnover by L. Aldridge (off goaltending),,49,50
199,2,0:06.0,,Personal take foul by D. Murray (drawn by D. Fox),49,50
200,2,0:06.0,T. Lyles enters the game for L. Aldridge,,49,50
201,2,0:01.0,,Personal foul by T. Lyles (drawn by D. Fox),49,50
202,2,0:01.0,,D. Fox makes free throw 1 of 2,49,51
203,2,0:01.0,,K. Bazemore enters the game for N. Bjelica,49,51
204,2,0:01.0,,D. Fox makes free throw 2 of 2,49,52
205,2,0:00.0,B. Forbes misses 3-pt jump shot from 59 ft,,49,52
206,2,0:00.0,Offensive rebound by Team,,49,52
207,3,11:47.0,,N. Bjelica misses 3-pt jump shot from 27 ft,49,52
208,3,11:43.0,,Offensive rebound by B. Bogdanović,49,52
209,3,11:40.0,,H. Barnes makes 2-pt layup from 2 ft (assist by B. Bogdanović),49,54
210,3,11:19.0,L. Aldridge makes 2-pt jump shot from 17 ft,,51,54
211,3,11:00.0,,H. Giles misses 2-pt jump shot from 16 ft,51,54
212,3,10:57.0,Defensive rebound by D. Murray,,51,54
213,3,10:51.0,L. Aldridge makes 2-pt jump shot from 16 ft,,53,54
214,3,10:51.0,Shooting foul by N. Bjelica (drawn by L. Aldridge),,53,54
215,3,10:51.0,L. Aldridge makes free throw 1 of 1,,54,54
216,3,10:35.0,,H. Barnes makes 2-pt jump shot from 15 ft,54,56
217,3,10:19.0,T. Lyles makes 2-pt layup from 2 ft (assist by D. Murray),,56,56
218,3,10:19.0,Shooting foul by D. Fox (drawn by T. Lyles),,56,56
219,3,10:19.0,T. Lyles makes free throw 1 of 1,,57,56
220,3,10:07.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),57,59
221,3,9:55.0,L. Aldridge makes 2-pt jump shot from 16 ft,,59,59
222,3,9:41.0,,D. Fox makes 2-pt layup from 1 ft,59,61
223,3,9:34.0,B. Forbes makes 3-pt jump shot from 24 ft (assist by D. Murray),,62,61
224,3,9:22.0,,N. Bjelica makes 3-pt jump shot from 29 ft (assist by D. Fox),62,64
225,3,9:02.0,Shooting foul by D. Fox (drawn by D. Murray),,62,64
226,3,9:02.0,,Violation by Team (delay of game),62,64
227,3,9:02.0,D. Murray misses free throw 1 of 2,,62,64
228,3,9:02.0,Offensive rebound by Team,,62,64
229,3,9:02.0,D. Murray makes free throw 2 of 2,,63,64
230,3,8:48.0,,Turnover by N. Bjelica (lost ball; steal by L. Aldridge),63,64
231,3,8:42.0,T. Lyles makes 2-pt layup from 2 ft (assist by D. Murray),,65,64
232,3,8:31.0,,Shooting foul by D. DeRozan (drawn by H. Giles),65,64
233,3,8:31.0,,H. Giles makes free throw 1 of 2,65,65
234,3,8:31.0,,H. Giles misses free throw 2 of 2,65,65
235,3,8:29.0,Defensive rebound by L. Aldridge,,65,65
236,3,8:12.0,D. Murray makes 2-pt jump shot from 14 ft,,67,65
237,3,8:02.0,,Personal foul by D. Murray (drawn by D. Fox),67,65
238,3,7:47.0,,H. Barnes makes 3-pt jump shot from 25 ft,67,68
239,3,7:35.0,Shooting foul by H. Giles (drawn by L. Aldridge),,67,68
240,3,7:35.0,L. Aldridge makes free throw 1 of 2,,68,68
241,3,7:35.0,L. Aldridge misses free throw 2 of 2,,68,68
242,3,7:32.0,,Defensive rebound by H. Giles,68,68
243,3,7:21.0,,D. Fox makes 2-pt dunk from 1 ft,68,70
244,3,6:57.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. Murray),,71,70
245,3,6:36.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,71,70
246,3,6:32.0,Defensive rebound by D. Murray,,71,70
247,3,6:17.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. Murray),,74,70
248,3,6:16.0,,Sacramento full timeout,74,70
249,3,6:16.0,,B. Hield enters the game for N. Bjelica,74,70
250,3,5:58.0,,Personal foul by T. Lyles (drawn by H. Giles),74,70
251,3,5:52.0,,Turnover by D. Fox (bad pass; steal by B. Forbes),74,70
252,3,5:48.0,B. Forbes makes 2-pt jump shot from 23 ft,,76,70
253,3,5:31.0,,B. Hield misses 2-pt layup from 1 ft,76,70
254,3,5:31.0,Defensive rebound by D. Murray,,76,70
255,3,5:22.0,B. Forbes misses 3-pt jump shot from 25 ft,,76,70
256,3,5:19.0,,Defensive rebound by H. Giles,76,70
257,3,5:12.0,,H. Giles misses 2-pt hook shot from 5 ft,76,70
258,3,5:10.0,Defensive rebound by D. Murray,,76,70
259,3,4:59.0,D. DeRozan misses 2-pt jump shot from 20 ft,,76,70
260,3,4:56.0,,Defensive rebound by B. Hield,76,70
261,3,4:47.0,,B. Hield misses 2-pt jump shot from 5 ft (block by L. Aldridge),76,70
262,3,4:45.0,Defensive rebound by D. DeRozan,,76,70
263,3,4:40.0,Turnover by D. DeRozan (lost ball),,76,70
264,3,4:40.0,Loose ball foul by D. DeRozan (drawn by D. Fox),,76,70
265,3,4:40.0,,K. Bazemore enters the game for B. Bogdanović,76,70
266,3,4:40.0,,C. Joseph enters the game for D. Fox,76,70
267,3,4:20.0,,H. Barnes makes 2-pt layup from 3 ft,76,72
268,3,4:19.0,San Antonio full timeout,,76,72
269,3,4:19.0,L. Walker enters the game for D. DeRozan,,76,72
270,3,4:19.0,D. White enters the game for D. Murray,,76,72
271,3,4:19.0,,N. Bjelica enters the game for H. Giles,76,72
272,3,3:59.0,L. Walker misses 2-pt layup from 3 ft,,76,72
273,3,3:57.0,,Defensive rebound by H. Barnes,76,72
274,3,3:40.0,,H. Barnes makes 2-pt layup from 3 ft (assist by K. Bazemore),76,74
275,3,3:40.0,Violation by Team (def goaltending),,76,74
276,3,3:30.0,Offensive foul by L. Aldridge (drawn by C. Joseph),,76,74
277,3,3:30.0,Turnover by L. Aldridge (offensive foul),,76,74
278,3,3:09.0,,H. Barnes misses 2-pt hook shot from 6 ft,76,74
279,3,3:09.0,Defensive rebound by T. Lyles,,76,74
280,3,3:01.0,L. Walker makes 2-pt dunk from 1 ft (assist by B. Forbes),,78,74
281,3,2:50.0,,K. Bazemore makes 2-pt layup from 3 ft (assist by B. Hield),78,76
282,3,2:50.0,,Shooting foul by B. Forbes (drawn by K. Bazemore),78,76
283,3,2:50.0,R. Gay enters the game for B. Forbes,,78,76
284,3,2:50.0,P. Mills enters the game for T. Lyles,,78,76
285,3,2:50.0,,K. Bazemore misses free throw 1 of 1,78,76
286,3,2:48.0,Defensive rebound by R. Gay,,78,76
287,3,2:25.0,D. White misses 2-pt jump shot from 17 ft,,78,76
288,3,2:25.0,Offensive rebound by Team,,78,76
289,3,2:25.0,Turnover by Team (shot clock),,78,76
290,3,2:06.0,,H. Barnes makes 2-pt layup from 1 ft,78,78
291,3,1:43.0,L. Walker misses 3-pt jump shot from 25 ft,,78,78
292,3,1:41.0,,Defensive rebound by N. Bjelica,78,78
293,3,1:26.0,,B. Hield makes 3-pt jump shot from 29 ft (assist by N. Bjelica),78,81
294,3,1:11.0,D. White misses 2-pt layup from 3 ft (block by N. Bjelica),,78,81
295,3,1:08.0,,Defensive rebound by N. Bjelica,78,81
296,3,0:57.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by B. Hield),78,84
297,3,0:42.0,Turnover by L. Aldridge (lost ball; steal by N. Bjelica),,78,84
298,3,0:35.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by H. Barnes),78,87
299,3,0:15.0,L. Walker misses 3-pt jump shot from 26 ft,,78,87
300,3,0:11.0,,Defensive rebound by B. Hield,78,87
301,3,0:01.0,,B. Hield misses 3-pt jump shot from 25 ft,78,87
302,3,0:01.0,,Offensive rebound by C. Joseph,78,87
303,3,0:00.0,,C. Joseph makes 2-pt layup from 1 ft,78,89
304,3,0:00.0,,Instant Replay (Request: Ruling Stands),78,89
305,4,11:42.0,Personal foul by B. Hield (drawn by J. Poeltl),,78,89
306,4,11:36.0,Shooting foul by K. Bazemore (drawn by D. DeRozan),,78,89
307,4,11:36.0,D. DeRozan makes free throw 1 of 2,,79,89
308,4,11:36.0,D. DeRozan makes free throw 2 of 2,,80,89
309,4,11:14.0,,K. Bazemore misses 3-pt jump shot from 26 ft,80,89
310,4,11:11.0,,Offensive rebound by H. Giles,80,89
311,4,11:09.0,,N. Bjelica makes 3-pt jump shot from 23 ft (assist by H. Giles),80,92
312,4,10:53.0,J. Poeltl makes 2-pt dunk from 2 ft (assist by D. White),,82,92
313,4,10:34.0,,B. Hield makes 3-pt jump shot from 25 ft,82,95
314,4,10:22.0,D. DeRozan misses 2-pt jump shot from 9 ft,,82,95
315,4,10:18.0,Offensive rebound by P. Mills,,82,95
316,4,10:16.0,Shooting foul by N. Bjelica (drawn by D. DeRozan),,82,95
317,4,10:16.0,D. DeRozan misses free throw 1 of 2,,82,95
318,4,10:16.0,Offensive rebound by Team,,82,95
319,4,10:16.0,D. DeRozan makes free throw 2 of 2,,83,95
320,4,9:57.0,,C. Joseph misses 3-pt jump shot from 25 ft,83,95
321,4,9:52.0,Defensive rebound by R. Gay,,83,95
322,4,9:48.0,R. Gay makes 2-pt layup from 2 ft,,85,95
323,4,9:48.0,Shooting foul by H. Giles (drawn by R. Gay),,85,95
324,4,9:48.0,,Sacramento full timeout,85,95
325,4,9:48.0,,H. Barnes enters the game for N. Bjelica,85,95
326,4,9:48.0,R. Gay makes free throw 1 of 1,,86,95
327,4,9:22.0,,B. Hield misses 2-pt jump shot from 9 ft,86,95
328,4,9:20.0,Defensive rebound by D. DeRozan,,86,95
329,4,9:12.0,D. DeRozan misses 2-pt jump shot from 9 ft,,86,95
330,4,9:09.0,Offensive rebound by J. Poeltl,,86,95
331,4,9:08.0,D. White misses 3-pt jump shot from 25 ft,,86,95
332,4,9:04.0,,Defensive rebound by H. Giles,86,95
333,4,8:49.0,,K. Bazemore misses 3-pt jump shot from 23 ft,86,95
334,4,8:46.0,Defensive rebound by R. Gay,,86,95
335,4,8:42.0,Offensive foul by D. DeRozan (drawn by K. Bazemore),,86,95
336,4,8:42.0,Turnover by D. DeRozan (offensive foul),,86,95
337,4,8:29.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by C. Joseph),86,98
338,4,8:05.0,D. White misses 3-pt jump shot from 25 ft,,86,98
339,4,8:01.0,,Defensive rebound by H. Giles,86,98
340,4,7:43.0,,H. Giles misses 2-pt dunk from 2 ft (block by J. Poeltl),86,98
341,4,7:39.0,Defensive rebound by J. Poeltl,,86,98
342,4,7:32.0,P. Mills misses 3-pt jump shot from 25 ft,,86,98
343,4,7:32.0,,Defensive rebound by Team,86,98
344,4,7:32.0,Loose ball foul by R. Gay (drawn by H. Barnes),,86,98
345,4,7:32.0,D. Murray enters the game for R. Gay,,86,98
346,4,7:15.0,,H. Giles makes 2-pt dunk from 1 ft (assist by H. Barnes),86,100
347,4,7:15.0,,Shooting foul by P. Mills (drawn by H. Giles),86,100
348,4,7:15.0,L. Aldridge enters the game for P. Mills,,86,100
349,4,7:15.0,B. Forbes enters the game for J. Poeltl,,86,100
350,4,7:15.0,,H. Giles makes free throw 1 of 1,86,101
351,4,6:56.0,D. Murray makes 2-pt jump shot from 18 ft (assist by D. DeRozan),,88,101
352,4,6:44.0,,C. Joseph makes 2-pt layup from 1 ft,88,103
353,4,6:29.0,D. DeRozan makes 2-pt layup from 2 ft (assist by B. Forbes),,90,103
354,4,6:14.0,,Shooting foul by D. DeRozan (drawn by H. Barnes),90,103
355,4,6:14.0,,Technical foul by D. DeRozan,90,103
356,4,6:14.0,,Technical foul by D. DeRozan,90,103
357,4,6:14.0,D. DeRozan ejected from game,,90,103
358,4,6:14.0,,H. Barnes makes technical free throw,90,104
359,4,6:14.0,,H. Barnes makes technical free throw,90,105
360,4,6:14.0,T. Lyles enters the game for D. DeRozan,,90,105
361,4,6:14.0,,H. Barnes makes free throw 1 of 2,90,106
362,4,6:14.0,,H. Barnes makes free throw 2 of 2,90,107
363,4,5:58.0,L. Aldridge misses 3-pt jump shot from 23 ft,,90,107
364,4,5:53.0,Offensive rebound by D. Murray,,90,107
365,4,5:50.0,D. White makes 2-pt layup from 2 ft (assist by D. Murray),,92,107
366,4,5:32.0,,H. Giles makes 2-pt layup from 1 ft (assist by B. Hield),92,109
367,4,5:22.0,L. Aldridge makes 2-pt layup from 2 ft (assist by B. Forbes),,94,109
368,4,5:22.0,Shooting foul by C. Joseph (drawn by L. Aldridge),,94,109
369,4,5:22.0,L. Aldridge misses free throw 1 of 1,,94,109
370,4,5:19.0,,Defensive rebound by H. Giles,94,109
371,4,5:03.0,,C. Joseph misses 3-pt jump shot from 24 ft,94,109
372,4,5:00.0,,Offensive rebound by B. Hield,94,109
373,4,4:57.0,,K. Bazemore misses 3-pt jump shot from 23 ft,94,109
374,4,4:54.0,Defensive rebound by L. Aldridge,,94,109
375,4,4:49.0,D. White makes 2-pt layup from 2 ft,,96,109
376,4,4:44.0,,Personal foul by D. White (drawn by C. Joseph),96,109
377,4,4:25.0,,Personal foul by D. Murray (drawn by K. Bazemore),96,109
378,4,4:25.0,,K. Bazemore misses free throw 1 of 2,96,109
379,4,4:25.0,,Offensive rebound by Team,96,109
380,4,4:25.0,,K. Bazemore makes free throw 2 of 2,96,110
381,4,4:03.0,L. Aldridge misses 2-pt jump shot from 12 ft,,96,110
382,4,4:01.0,,Defensive rebound by H. Barnes,96,110
