,QUARTER,TIME_REMAINING,BOSTON_ACTION,MINNESOTA_ACTION,BOSTON_SCORE,MINNESOTA_SCORE
137,2,10:02.0,Shooting foul by J. McLaughlin (drawn by B. Wanamaker),,28,20
138,2,10:02.0,B. Wanamaker makes free throw 1 of 2,,29,20
139,2,10:02.0,,J. Okogie enters the game for J. Culver,29,20
140,2,10:02.0,B. Wanamaker makes free throw 2 of 2,,30,20
141,2,9:54.0,,Turnover by M. Beasley (lost ball; steal by B. Wanamaker),30,20
142,2,9:49.0,B. Wanamaker misses 2-pt layup from 1 ft,,30,20
143,2,9:47.0,,Defensive rebound by J. McLaughlin,30,20
144,2,9:46.0,,M. Beasley makes 2-pt layup from 2 ft (assist by J. McLaughlin),30,22
145,2,9:46.0,,Shooting foul by R. Langford (drawn by M. Beasley),30,22
146,2,9:46.0,,M. Beasley makes free throw 1 of 1,30,23
147,2,9:30.0,J. Tatum makes 2-pt jump shot from 20 ft,,32,23
148,2,9:12.0,,N. Reid makes 2-pt hook shot from 5 ft (assist by J. McLaughlin),32,25
149,2,8:46.0,J. Tatum makes 3-pt jump shot from 25 ft,,35,25
150,2,8:29.0,,M. Beasley makes 3-pt jump shot from 26 ft (assist by K. Martin),35,28
151,2,8:13.0,B. Wanamaker misses 2-pt layup from 1 ft,,35,28
152,2,8:13.0,,Defensive rebound by Team,35,28
153,2,8:13.0,Loose ball foul by E. Freedom (drawn by N. Reid),,35,28
154,2,8:13.0,J. Brown enters the game for E. Freedom,,35,28
155,2,8:13.0,D. Theis enters the game for S. Ojeleye,,35,28
156,2,8:04.0,,Personal foul by D. Theis (drawn by N. Reid),35,28
157,2,8:04.0,Violation by Team (kicked ball),,35,28
158,2,8:04.0,,J. Johnson enters the game for K. Martin,35,28
159,2,7:51.0,,M. Beasley misses 3-pt jump shot from 26 ft,35,28
160,2,7:48.0,Defensive rebound by D. Theis,,35,28
161,2,7:36.0,R. Langford misses 2-pt layup from 1 ft,,35,28
162,2,7:31.0,,Defensive rebound by N. Reid,35,28
163,2,7:19.0,,J. McLaughlin misses 2-pt jump shot from 4 ft,35,28
164,2,7:15.0,Defensive rebound by J. Tatum,,35,28
165,2,7:12.0,Turnover by J. Tatum (lost ball; steal by J. McLaughlin),,35,28
166,2,7:07.0,,J. Okogie makes 2-pt dunk from 1 ft (assist by J. McLaughlin),35,30
167,2,6:54.0,Personal foul by J. Johnson (drawn by J. Brown),,35,30
168,2,6:54.0,,Minnesota full timeout,35,30
169,2,6:54.0,M. Smart enters the game for J. Tatum,,35,30
170,2,6:47.0,J. Brown makes 2-pt layup from 2 ft,,37,30
171,2,6:31.0,,M. Beasley misses 2-pt jump shot from 12 ft,37,30
172,2,6:29.0,Defensive rebound by M. Smart,,37,30
173,2,6:20.0,J. Brown misses 3-pt jump shot from 23 ft,,37,30
174,2,6:18.0,,Defensive rebound by M. Beasley,37,30
175,2,6:13.0,,M. Beasley makes 2-pt jump shot from 5 ft,37,32
176,2,5:51.0,M. Smart misses 2-pt jump shot from 15 ft,,37,32
177,2,5:49.0,,Defensive rebound by N. Reid,37,32
178,2,5:49.0,G. Hayward enters the game for R. Langford,,37,32
179,2,5:49.0,,J. Culver enters the game for M. Beasley,37,32
180,2,5:49.0,,J. Hernangómez enters the game for J. McLaughlin,37,32
181,2,5:49.0,,D. Russell enters the game for N. Reid,37,32
182,2,5:38.0,,J. Johnson misses 3-pt jump shot from 26 ft,37,32
183,2,5:35.0,Defensive rebound by G. Hayward,,37,32
184,2,5:23.0,D. Theis makes 2-pt layup from 2 ft (assist by G. Hayward),,39,32
185,2,5:15.0,,J. Okogie makes 2-pt layup from 2 ft (assist by D. Russell),39,34
186,2,5:06.0,Personal foul by J. Okogie (drawn by B. Wanamaker),,39,34
187,2,5:06.0,B. Wanamaker makes free throw 1 of 2,,40,34
188,2,5:06.0,B. Wanamaker makes free throw 2 of 2,,41,34
189,2,4:54.0,,D. Russell misses 3-pt jump shot from 29 ft,41,34
190,2,4:52.0,Defensive rebound by D. Theis,,41,34
191,2,4:47.0,J. Brown makes 3-pt jump shot from 27 ft (assist by M. Smart),,44,34
192,2,4:30.0,,J. Culver misses 3-pt jump shot from 26 ft,44,34
193,2,4:30.0,Defensive rebound by M. Smart,,44,34
194,2,4:20.0,J. Brown makes 2-pt jump shot from 19 ft (assist by M. Smart),,46,34
195,2,4:20.0,,Minnesota full timeout,46,34
196,2,4:20.0,,M. Beasley enters the game for J. Okogie,46,34
197,2,4:07.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by J. Johnson),46,37
198,2,3:49.0,M. Smart misses 2-pt jump shot from 6 ft,,46,37
199,2,3:48.0,Offensive rebound by D. Theis,,46,37
200,2,3:48.0,Shooting foul by J. Johnson (drawn by D. Theis),,46,37
201,2,3:48.0,D. Theis makes free throw 1 of 2,,47,37
202,2,3:48.0,D. Theis makes free throw 2 of 2,,48,37
203,2,3:36.0,,Personal foul by J. Brown (drawn by J. Hernangómez),48,37
204,2,3:36.0,J. Tatum enters the game for B. Wanamaker,,48,37
205,2,3:36.0,,N. Reid enters the game for J. Johnson,48,37
206,2,3:30.0,,Shooting foul by J. Tatum (drawn by D. Russell),48,37
207,2,3:30.0,,D. Russell makes free throw 1 of 2,48,38
208,2,3:30.0,,D. Russell makes free throw 2 of 2,48,39
209,2,3:19.0,Shooting foul by M. Beasley (drawn by G. Hayward),,48,39
210,2,3:19.0,G. Hayward misses free throw 1 of 2,,48,39
211,2,3:19.0,Offensive rebound by Team,,48,39
212,2,3:19.0,G. Hayward makes free throw 2 of 2,,49,39
213,2,3:09.0,,D. Russell misses 2-pt jump shot from 17 ft,49,39
214,2,3:07.0,,Offensive rebound by N. Reid,49,39
215,2,3:06.0,,Shooting foul by D. Theis (drawn by N. Reid),49,39
216,2,3:06.0,,N. Reid misses free throw 1 of 2,49,39
217,2,3:06.0,,Offensive rebound by Team,49,39
218,2,3:06.0,V. Poirier enters the game for D. Theis,,49,39
219,2,3:06.0,,N. Reid makes free throw 2 of 2,49,40
220,2,2:57.0,M. Smart makes 2-pt jump shot from 10 ft,,51,40
221,2,2:40.0,,N. Reid misses 2-pt jump shot from 9 ft,51,40
222,2,2:38.0,Defensive rebound by J. Brown,,51,40
223,2,2:21.0,J. Brown misses 2-pt jump shot from 5 ft (block by M. Beasley),,51,40
224,2,2:19.0,,Defensive rebound by J. Culver,51,40
225,2,2:13.0,,M. Beasley makes 2-pt jump shot from 9 ft (assist by D. Russell),51,42
226,2,1:54.0,G. Hayward makes 2-pt jump shot from 3 ft,,53,42
227,2,1:35.0,,J. Hernangómez makes 3-pt jump shot from 27 ft (assist by J. Culver),53,45
228,2,1:16.0,M. Smart makes 2-pt jump shot from 5 ft,,55,45
229,2,0:59.0,,Turnover by D. Russell (lost ball; steal by J. Tatum),55,45
230,2,0:56.0,J. Tatum makes 2-pt dunk from 1 ft (assist by G. Hayward),,57,45
231,2,0:46.0,,J. Culver makes 2-pt dunk at rim,57,47
232,2,0:31.0,M. Smart misses 2-pt jump shot from 5 ft,,57,47
233,2,0:30.0,Offensive rebound by V. Poirier,,57,47
234,2,0:30.0,V. Poirier makes 2-pt layup at rim,,59,47
235,2,0:21.0,,J. Hernangómez makes 3-pt jump shot from 26 ft (assist by D. Russell),59,50
236,2,0:03.0,J. Tatum makes 2-pt dunk from 3 ft,,61,50
237,2,0:01.0,,M. Beasley makes 3-pt jump shot from 27 ft (assist by D. Russell),61,53
238,2,0:00.0,,Instant Replay (Request: Ruling Stands),61,53
239,3,11:44.0,G. Hayward makes 2-pt layup from 1 ft,,63,53
240,3,11:27.0,,D. Russell makes 2-pt jump shot from 8 ft,63,55
241,3,11:09.0,D. Theis misses 2-pt jump shot from 11 ft,,63,55
242,3,11:03.0,,Defensive rebound by J. Okogie,63,55
243,3,10:59.0,,D. Russell misses 2-pt layup from 2 ft,63,55
244,3,10:59.0,,Offensive rebound by J. Hernangómez,63,55
245,3,10:56.0,,J. Hernangómez misses 2-pt layup at rim,63,55
246,3,10:56.0,,Offensive rebound by J. Hernangómez,63,55
247,3,10:56.0,,J. Hernangómez misses 2-pt layup at rim,63,55
248,3,10:56.0,,Offensive rebound by J. Hernangómez,63,55
249,3,10:56.0,,Shooting foul by J. Brown (drawn by J. Hernangómez),63,55
250,3,10:56.0,M. Smart enters the game for B. Wanamaker,,63,55
251,3,10:56.0,,J. Hernangómez misses free throw 1 of 2,63,55
252,3,10:56.0,,Offensive rebound by Team,63,55
253,3,10:56.0,,J. Hernangómez misses free throw 2 of 2,63,55
254,3,10:54.0,Defensive rebound by J. Tatum,,63,55
255,3,10:38.0,Turnover by D. Theis (lost ball; steal by N. Reid),,63,55
256,3,10:31.0,,D. Russell misses 3-pt jump shot from 26 ft,63,55
257,3,10:28.0,Defensive rebound by G. Hayward,,63,55
258,3,10:21.0,J. Brown misses 2-pt jump shot from 16 ft,,63,55
259,3,10:18.0,Offensive rebound by D. Theis,,63,55
260,3,10:18.0,D. Theis makes 2-pt dunk at rim,,65,55
261,3,10:01.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,65,55
262,3,9:59.0,Defensive rebound by J. Brown,,65,55
263,3,9:49.0,D. Theis makes 3-pt jump shot from 26 ft (assist by J. Tatum),,68,55
264,3,9:48.0,,Minnesota full timeout,68,55
265,3,9:35.0,,J. Hernangómez makes 3-pt jump shot from 23 ft,68,58
266,3,9:21.0,J. Brown makes 2-pt layup from 1 ft (assist by J. Tatum),,70,58
267,3,8:56.0,,J. Hernangómez makes 2-pt layup from 2 ft (assist by D. Russell),70,60
268,3,8:47.0,Turnover by M. Smart (bad pass; steal by J. Okogie),,70,60
269,3,8:32.0,,N. Reid makes 3-pt jump shot from 23 ft (assist by D. Russell),70,63
270,3,8:16.0,Personal foul by J. Hernangómez (drawn by J. Tatum),,70,63
271,3,8:08.0,D. Theis makes 2-pt dunk from 1 ft (assist by G. Hayward),,72,63
272,3,7:57.0,,M. Beasley makes 2-pt jump shot from 11 ft (assist by D. Russell),72,65
273,3,7:37.0,Turnover by J. Tatum (lost ball; steal by J. Hernangómez),,72,65
274,3,7:33.0,,M. Beasley makes 2-pt layup from 2 ft (assist by D. Russell),72,67
275,3,7:17.0,Personal foul by J. Okogie (drawn by J. Brown),,72,67
276,3,7:13.0,Turnover by M. Smart (bad pass; steal by N. Reid),,72,67
277,3,7:10.0,,J. Hernangómez misses 2-pt layup from 3 ft (block by J. Brown),72,67
278,3,7:10.0,,Offensive rebound by Team,72,67
279,3,7:08.0,,N. Reid makes 3-pt jump shot from 25 ft (assist by D. Russell),72,70
280,3,7:07.0,Boston full timeout,,72,70
281,3,6:58.0,Personal foul by J. Okogie (drawn by J. Brown),,72,70
282,3,6:49.0,G. Hayward misses 2-pt layup from 1 ft,,72,70
283,3,6:48.0,Offensive rebound by D. Theis,,72,70
284,3,6:48.0,D. Theis makes 2-pt dunk from 1 ft,,74,70
285,3,6:33.0,,M. Beasley misses 3-pt jump shot from 25 ft,74,70
286,3,6:30.0,Defensive rebound by D. Theis,,74,70
287,3,6:17.0,G. Hayward makes 3-pt jump shot from 26 ft,,77,70
288,3,5:51.0,,Shooting foul by D. Theis (drawn by J. Okogie),77,70
289,3,5:51.0,,J. Okogie makes free throw 1 of 2,77,71
290,3,5:51.0,G. Williams enters the game for D. Theis,,77,71
291,3,5:51.0,,J. Johnson enters the game for N. Reid,77,71
292,3,5:51.0,,J. Okogie makes free throw 2 of 2,77,72
293,3,5:36.0,Personal foul by M. Beasley (drawn by G. Williams),,77,72
294,3,5:36.0,,J. Culver enters the game for J. Okogie,77,72
295,3,5:28.0,J. Tatum misses 3-pt jump shot from 24 ft,,77,72
296,3,5:24.0,,Defensive rebound by J. Johnson,77,72
297,3,5:18.0,,D. Russell misses 3-pt jump shot from 25 ft,77,72
298,3,5:15.0,Defensive rebound by J. Brown,,77,72
299,3,5:11.0,G. Hayward makes 2-pt dunk from 1 ft (assist by M. Smart),,79,72
300,3,5:11.0,Shooting foul by J. Johnson (drawn by G. Hayward),,79,72
301,3,5:11.0,B. Wanamaker enters the game for J. Tatum,,79,72
302,3,5:11.0,G. Hayward misses free throw 1 of 1,,79,72
303,3,5:09.0,,Defensive rebound by D. Russell,79,72
304,3,5:01.0,,M. Beasley makes 2-pt jump shot from 5 ft (assist by D. Russell),79,74
305,3,4:51.0,G. Hayward misses 3-pt jump shot from 25 ft,,79,74
306,3,4:48.0,Offensive rebound by G. Williams,,79,74
307,3,4:46.0,J. Brown misses 3-pt jump shot from 26 ft,,79,74
308,3,4:43.0,,Defensive rebound by D. Russell,79,74
309,3,4:33.0,,Shooting foul by M. Smart (drawn by J. Hernangómez),79,74
310,3,4:33.0,,J. Hernangómez misses free throw 1 of 2,79,74
311,3,4:33.0,,Offensive rebound by Team,79,74
312,3,4:33.0,,A. Crabbe enters the game for M. Beasley,79,74
313,3,4:33.0,,J. Hernangómez makes free throw 2 of 2,79,75
314,3,4:22.0,Personal foul by A. Crabbe (drawn by M. Smart),,79,75
315,3,4:22.0,M. Smart makes free throw 1 of 2,,80,75
316,3,4:22.0,,K. Martin enters the game for J. Hernangómez,80,75
317,3,4:22.0,M. Smart misses free throw 2 of 2,,80,75
318,3,4:21.0,,Defensive rebound by J. Johnson,80,75
319,3,4:15.0,,Personal foul by G. Williams (drawn by J. Culver),80,75
320,3,4:10.0,,Personal foul by J. Brown (drawn by D. Russell),80,75
321,3,4:10.0,,D. Russell makes free throw 1 of 2,80,76
322,3,4:10.0,,D. Russell makes free throw 2 of 2,80,77
323,3,3:55.0,G. Hayward makes 2-pt layup from 4 ft,,82,77
324,3,3:44.0,,Personal foul by M. Smart (drawn by J. Johnson),82,77
325,3,3:44.0,,J. Johnson makes free throw 1 of 2,82,78
326,3,3:44.0,,J. Johnson makes free throw 2 of 2,82,79
327,3,3:21.0,J. Brown makes 3-pt jump shot from 25 ft (assist by B. Wanamaker),,85,79
328,3,3:04.0,,J. Johnson makes 2-pt layup at rim,85,81
329,3,2:55.0,Shooting foul by D. Russell (drawn by M. Smart),,85,81
330,3,2:55.0,M. Smart makes free throw 1 of 2,,86,81
331,3,2:55.0,J. Tatum enters the game for J. Brown,,86,81
332,3,2:55.0,,J. McLaughlin enters the game for D. Russell,86,81
333,3,2:55.0,M. Smart makes free throw 2 of 2,,87,81
334,3,2:45.0,,Turnover by A. Crabbe (bad pass),87,81
335,3,2:45.0,R. Langford enters the game for M. Smart,,87,81
336,3,2:33.0,G. Hayward makes 2-pt layup from 2 ft,,89,81
337,3,2:19.0,,Shooting foul by R. Langford (drawn by K. Martin),89,81
338,3,2:19.0,,K. Martin makes free throw 1 of 2,89,82
339,3,2:19.0,,K. Martin makes free throw 2 of 2,89,83
340,3,2:02.0,G. Williams misses 2-pt layup from 3 ft (block by J. Johnson),,89,83
341,3,2:02.0,Offensive rebound by Team,,89,83
342,3,1:58.0,G. Hayward makes 2-pt jump shot from 13 ft (assist by J. Tatum),,91,83
343,3,1:47.0,,Shooting foul by B. Wanamaker (drawn by J. Johnson),91,83
344,3,1:47.0,,J. Johnson makes free throw 1 of 2,91,84
345,3,1:47.0,,J. Johnson makes free throw 2 of 2,91,85
346,3,1:27.0,J. Tatum misses 3-pt jump shot from 26 ft (block by J. Johnson),,91,85
347,3,1:24.0,,Defensive rebound by J. Culver,91,85
348,3,1:24.0,,Turnover by J. Johnson (dbl dribble),91,85
349,3,1:08.0,J. Tatum misses 2-pt layup from 5 ft (block by J. Johnson),,91,85
350,3,1:05.0,,Defensive rebound by J. Johnson,91,85
351,3,1:00.0,,J. Johnson misses 3-pt jump shot from 25 ft,91,85
352,3,0:58.0,Defensive rebound by G. Hayward,,91,85
353,3,0:55.0,Shooting foul by J. Johnson (drawn by R. Langford),,91,85
354,3,0:55.0,R. Langford makes free throw 1 of 3,,92,85
355,3,0:55.0,R. Langford misses free throw 2 of 3,,92,85
356,3,0:55.0,Offensive rebound by Team,,92,85
357,3,0:55.0,R. Langford makes free throw 3 of 3,,93,85
358,3,0:55.0,,J. Hernangómez enters the game for J. Johnson,93,85
359,3,0:39.0,,J. McLaughlin makes 3-pt jump shot from 25 ft (assist by K. Martin),93,88
360,3,0:29.0,G. Hayward makes 2-pt jump shot from 16 ft,,95,88
361,3,0:14.0,,J. McLaughlin misses 2-pt layup from 1 ft (block by G. Williams),95,88
362,3,0:14.0,Defensive rebound by B. Wanamaker,,95,88
363,4,11:43.0,,J. McLaughlin misses 2-pt layup from 2 ft,95,88
364,4,11:41.0,Defensive rebound by J. Tatum,,95,88
365,4,11:23.0,R. Langford misses 2-pt layup from 3 ft (block by J. Culver),,95,88
366,4,11:18.0,Offensive rebound by G. Williams,,95,88
367,4,11:18.0,G. Williams misses 3-pt jump shot from 25 ft,,95,88
368,4,11:15.0,,Defensive rebound by K. Martin,95,88
369,4,11:13.0,,Personal foul by G. Williams (drawn by A. Crabbe),95,88
370,4,11:05.0,,K. Martin misses 3-pt jump shot from 26 ft,95,88
371,4,11:02.0,Defensive rebound by J. Tatum,,95,88
372,4,10:50.0,J. Tatum makes 3-pt jump shot from 25 ft,,98,88
373,4,10:35.0,,Personal foul by R. Langford (drawn by J. Hernangómez),98,88
374,4,10:24.0,,A. Crabbe misses 3-pt jump shot from 23 ft,98,88
375,4,10:21.0,Defensive rebound by J. Brown,,98,88
376,4,10:11.0,J. Tatum misses 2-pt jump shot from 6 ft,,98,88
377,4,10:11.0,,Defensive rebound by K. Martin,98,88
378,4,10:11.0,,J. McLaughlin makes 3-pt jump shot from 23 ft (assist by K. Martin),98,91
379,4,10:00.0,J. Brown makes 2-pt jump shot from 8 ft (assist by G. Williams),,100,91
380,4,9:48.0,,Shooting foul by B. Wanamaker (drawn by J. McLaughlin),100,91
381,4,9:48.0,,J. McLaughlin makes free throw 1 of 2,100,92
382,4,9:48.0,,J. McLaughlin makes free throw 2 of 2,100,93
383,4,9:48.0,D. Theis enters the game for G. Williams,,100,93
384,4,9:48.0,,M. Beasley enters the game for A. Crabbe,100,93
385,4,9:48.0,,N. Reid enters the game for J. Hernangómez,100,93
