,QUARTER,TIME_REMAINING,BOSTON_ACTION,MINNESOTA_ACTION,BOSTON_SCORE,MINNESOTA_SCORE
0,1,11:43.0,,D. Russell misses 2-pt jump shot from 19 ft,0,0
1,1,11:41.0,,Offensive rebound by N. Reid,0,0
2,1,11:40.0,,N. Reid misses 2-pt layup from 2 ft (block by J. Tatum),0,0
3,1,11:37.0,,Offensive rebound by N. Reid,0,0
4,1,11:36.0,,N. Reid makes 2-pt layup from 2 ft,0,2
5,1,11:19.0,D. Theis misses 2-pt hook shot from 6 ft,,0,2
6,1,11:17.0,,Defensive rebound by J. Hernangómez,0,2
7,1,11:07.0,,N. Reid makes 2-pt layup from 1 ft,0,4
8,1,10:43.0,D. Theis misses 2-pt jump shot from 8 ft,,0,4
9,1,10:40.0,Offensive rebound by J. Tatum,,0,4
10,1,10:36.0,M. Smart misses 3-pt jump shot from 23 ft,,0,4
11,1,10:33.0,,Defensive rebound by M. Beasley,0,4
12,1,10:19.0,,J. Hernangómez misses 2-pt layup from 2 ft,0,4
13,1,10:17.0,Defensive rebound by D. Theis,,0,4
14,1,10:11.0,J. Brown makes 2-pt jump shot from 5 ft,,2,4
15,1,9:59.0,,M. Beasley misses 2-pt jump shot from 15 ft,2,4
16,1,9:57.0,Defensive rebound by J. Tatum,,2,4
17,1,9:49.0,J. Tatum makes 2-pt layup from 4 ft,,4,4
18,1,9:37.0,,N. Reid misses 3-pt jump shot from 26 ft,4,4
19,1,9:36.0,Defensive rebound by Team,,4,4
20,1,9:36.0,E. Freedom enters the game for D. Theis,,4,4
21,1,9:21.0,Shooting foul by J. Hernangómez (drawn by J. Tatum),,4,4
22,1,9:21.0,J. Tatum makes free throw 1 of 2,,5,4
23,1,9:21.0,J. Tatum makes free throw 2 of 2,,6,4
24,1,9:11.0,,Shooting foul by G. Hayward (drawn by D. Russell),6,4
25,1,9:11.0,,D. Russell makes free throw 1 of 2,6,5
26,1,9:11.0,,D. Russell misses free throw 2 of 2,6,5
27,1,9:09.0,Defensive rebound by J. Tatum,,6,5
28,1,8:59.0,M. Smart misses 3-pt jump shot from 23 ft,,6,5
29,1,8:57.0,Offensive rebound by E. Freedom,,6,5
30,1,8:56.0,E. Freedom misses 2-pt layup from 1 ft (block by J. Hernangómez),,6,5
31,1,8:54.0,,Defensive rebound by N. Reid,6,5
32,1,8:45.0,,N. Reid misses 2-pt layup from 2 ft,6,5
33,1,8:43.0,Defensive rebound by E. Freedom,,6,5
34,1,8:29.0,J. Tatum makes 3-pt jump shot from 24 ft (assist by M. Smart),,9,5
35,1,8:06.0,,M. Beasley misses 2-pt layup from 1 ft,9,5
36,1,8:04.0,Defensive rebound by E. Freedom,,9,5
37,1,7:50.0,J. Brown misses 3-pt jump shot from 25 ft,,9,5
38,1,7:47.0,,Defensive rebound by N. Reid,9,5
39,1,7:39.0,,D. Russell makes 2-pt jump shot from 15 ft,9,7
40,1,7:17.0,J. Tatum misses 2-pt jump shot from 14 ft,,9,7
41,1,7:14.0,,Defensive rebound by D. Russell,9,7
42,1,7:05.0,,J. Hernangómez makes 3-pt jump shot from 26 ft (assist by D. Russell),9,10
43,1,6:49.0,M. Smart makes 3-pt jump shot from 25 ft (assist by G. Hayward),,12,10
44,1,6:37.0,,D. Russell makes 2-pt jump shot from 14 ft,12,12
45,1,6:17.0,M. Smart misses 2-pt jump shot from 20 ft,,12,12
46,1,6:15.0,,Defensive rebound by J. Okogie,12,12
47,1,6:01.0,,D. Russell makes 3-pt jump shot from 26 ft,12,15
48,1,5:42.0,G. Hayward makes 2-pt jump shot from 10 ft,,14,15
49,1,5:26.0,,N. Reid misses 3-pt jump shot from 27 ft,14,15
50,1,5:24.0,Defensive rebound by G. Hayward,,14,15
51,1,5:17.0,Turnover by E. Freedom (3 sec),,14,15
52,1,5:17.0,,Minnesota full timeout,14,15
53,1,5:17.0,G. Williams enters the game for J. Tatum,,14,15
54,1,5:17.0,,J. Johnson enters the game for N. Reid,14,15
55,1,5:02.0,,D. Russell misses 3-pt jump shot from 26 ft,14,15
56,1,5:00.0,Defensive rebound by E. Freedom,,14,15
57,1,4:47.0,G. Hayward makes 2-pt jump shot from 15 ft,,16,15
58,1,4:34.0,,Turnover by D. Russell (bad pass; steal by J. Brown),16,15
59,1,4:25.0,E. Freedom misses 2-pt layup from 1 ft,,16,15
60,1,4:22.0,,Defensive rebound by J. Okogie,16,15
61,1,4:14.0,,D. Russell misses 3-pt jump shot from 23 ft,16,15
62,1,4:10.0,Defensive rebound by M. Smart,,16,15
63,1,4:08.0,J. Brown makes 2-pt layup from 2 ft (assist by M. Smart),,18,15
64,1,4:08.0,Shooting foul by J. Okogie (drawn by J. Brown),,18,15
65,1,4:08.0,D. Theis enters the game for E. Freedom,,18,15
66,1,4:08.0,,A. Crabbe enters the game for M. Beasley,18,15
67,1,4:08.0,,J. Culver enters the game for J. Okogie,18,15
68,1,4:08.0,J. Brown misses free throw 1 of 1,,18,15
69,1,4:05.0,,Defensive rebound by J. Hernangómez,18,15
70,1,3:58.0,,J. Johnson misses 2-pt layup from 2 ft (block by G. Williams),18,15
71,1,3:56.0,Defensive rebound by D. Theis,,18,15
72,1,3:52.0,D. Theis makes 2-pt dunk from 1 ft (assist by M. Smart),,20,15
73,1,3:27.0,,J. Culver misses 3-pt jump shot from 28 ft,20,15
74,1,3:27.0,,Offensive rebound by Team,20,15
75,1,3:27.0,,Turnover by Team (shot clock),20,15
76,1,3:27.0,B. Wanamaker enters the game for J. Brown,,20,15
77,1,3:27.0,,K. Martin enters the game for J. Hernangómez,20,15
78,1,3:15.0,G. Williams misses 3-pt jump shot from 23 ft,,20,15
79,1,3:11.0,,Defensive rebound by D. Russell,20,15
80,1,3:07.0,,Personal foul by D. Theis (drawn by J. Johnson),20,15
81,1,2:53.0,,D. Russell makes 2-pt layup at rim,20,17
82,1,2:39.0,G. Hayward misses 3-pt jump shot from 24 ft,,20,17
83,1,2:36.0,,Defensive rebound by J. Johnson,20,17
84,1,2:29.0,,A. Crabbe misses 3-pt jump shot from 25 ft,20,17
85,1,2:26.0,Defensive rebound by D. Theis,,20,17
86,1,2:19.0,D. Theis makes 2-pt dunk from 1 ft (assist by M. Smart),,22,17
87,1,2:07.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Russell),22,20
88,1,1:59.0,Boston full timeout,,22,20
89,1,1:52.0,Turnover by D. Theis (bad pass; steal by J. Johnson),,22,20
90,1,1:50.0,,Turnover by K. Martin (bad pass; steal by G. Hayward),22,20
91,1,1:40.0,M. Smart misses 3-pt jump shot from 25 ft,,22,20
92,1,1:40.0,,Defensive rebound by J. Culver,22,20
93,1,1:27.0,,J. Culver misses 2-pt layup from 3 ft (block by M. Smart),22,20
94,1,1:27.0,Defensive rebound by G. Williams,,22,20
95,1,1:21.0,G. Hayward makes 2-pt jump shot from 20 ft,,24,20
96,1,1:08.0,,K. Martin misses 3-pt jump shot from 26 ft,24,20
97,1,1:05.0,Defensive rebound by D. Theis,,24,20
98,1,0:51.0,G. Williams misses 3-pt jump shot from 23 ft,,24,20
99,1,0:49.0,,Defensive rebound by J. Johnson,24,20
100,1,0:43.0,,Personal foul by M. Smart (drawn by J. Johnson),24,20
101,1,0:43.0,S. Ojeleye enters the game for M. Smart,,24,20
102,1,0:43.0,J. Tatum enters the game for G. Williams,,24,20
103,1,0:33.0,,Turnover by D. Russell (bad pass),24,20
104,1,0:31.0,Personal foul by J. Johnson (drawn by G. Hayward),,24,20
105,1,0:26.0,G. Hayward misses 2-pt layup from 6 ft,,24,20
106,1,0:24.0,,Defensive rebound by D. Russell,24,20
107,1,0:09.0,,J. Johnson misses 2-pt layup from 4 ft,24,20
108,1,0:07.0,Defensive rebound by D. Theis,,24,20
109,1,0:00.0,J. Tatum misses 3-pt jump shot from 27 ft,,24,20
110,1,0:03.0,J. Tatum misses 3-pt jump shot from 25 ft (block by K. Martin),,24,20
111,1,0:00.0,Offensive rebound by Team,,24,20
112,1,0:01.0,Offensive rebound by J. Tatum,,24,20
113,2,11:49.0,Shooting foul by K. Martin (drawn by J. Tatum),,24,20
114,2,11:49.0,J. Tatum makes free throw 1 of 2,,25,20
115,2,11:49.0,E. Freedom enters the game for D. Theis,,25,20
116,2,11:49.0,J. Tatum makes free throw 2 of 2,,26,20
117,2,11:36.0,,J. Culver misses 3-pt jump shot from 23 ft,26,20
118,2,11:33.0,Defensive rebound by E. Freedom,,26,20
119,2,11:28.0,Personal foul by J. McLaughlin (drawn by J. Tatum),,26,20
120,2,11:21.0,J. Tatum misses 2-pt layup from 2 ft,,26,20
121,2,11:18.0,Offensive rebound by E. Freedom,,26,20
122,2,11:18.0,E. Freedom misses 2-pt layup from 3 ft (block by J. McLaughlin),,26,20
123,2,11:15.0,,Defensive rebound by J. McLaughlin,26,20
124,2,11:12.0,,K. Martin misses 3-pt jump shot from 23 ft,26,20
125,2,11:12.0,Defensive rebound by S. Ojeleye,,26,20
126,2,11:00.0,B. Wanamaker makes 2-pt jump shot from 2 ft,,28,20
127,2,10:44.0,,K. Martin misses 2-pt layup from 1 ft,28,20
128,2,10:42.0,Defensive rebound by J. Tatum,,28,20
129,2,10:37.0,J. Tatum misses 2-pt layup from 2 ft,,28,20
130,2,10:33.0,Offensive rebound by E. Freedom,,28,20
131,2,10:33.0,E. Freedom misses 2-pt layup at rim,,28,20
132,2,10:33.0,,Defensive rebound by M. Beasley,28,20
133,2,10:25.0,,N. Reid misses 3-pt jump shot from 26 ft,28,20
134,2,10:22.0,Defensive rebound by R. Langford,,28,20
135,2,10:03.0,B. Wanamaker misses 2-pt jump shot from 11 ft,,28,20
136,2,10:02.0,Offensive rebound by B. Wanamaker,,28,20
