,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ORLANDO_ACTION,WASHINGTON_SCORE,ORLANDO_SCORE
0,1,11:45.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by E. Fournier),0,2
1,1,11:29.0,I. Thomas misses 2-pt jump shot from 14 ft,,0,2
2,1,11:26.0,,Defensive rebound by N. Vučević,0,2
3,1,11:12.0,,A. Aminu misses 2-pt layup from 2 ft (block by T. Bryant),0,2
4,1,11:12.0,Defensive rebound by Team,,0,2
5,1,10:58.0,T. Brown makes 2-pt jump shot from 17 ft,,2,2
6,1,10:39.0,,A. Gordon misses 2-pt jump shot from 9 ft,2,2
7,1,10:35.0,Defensive rebound by T. Bryant,,2,2
8,1,10:30.0,T. Bryant makes 2-pt jump shot from 9 ft (assist by B. Beal),,4,2
9,1,10:17.0,,A. Gordon misses 3-pt jump shot from 25 ft,4,2
10,1,10:17.0,Defensive rebound by B. Beal,,4,2
11,1,10:06.0,T. Bryant misses 2-pt layup from 3 ft,,4,2
12,1,10:03.0,,Defensive rebound by A. Aminu,4,2
13,1,9:58.0,,E. Fournier misses 3-pt jump shot from 29 ft,4,2
14,1,9:50.0,,Offensive rebound by N. Vučević,4,2
15,1,9:50.0,,N. Vučević makes 2-pt layup at rim,4,4
16,1,9:43.0,T. Brown misses 3-pt jump shot from 23 ft,,4,4
17,1,9:40.0,,Defensive rebound by A. Aminu,4,4
18,1,9:35.0,,N. Vučević misses 3-pt jump shot from 26 ft,4,4
19,1,9:32.0,Defensive rebound by B. Beal,,4,4
20,1,9:15.0,R. Hachimura misses 2-pt jump shot from 18 ft,,4,4
21,1,9:12.0,,Defensive rebound by N. Vučević,4,4
22,1,9:00.0,,A. Gordon misses 2-pt jump shot from 15 ft,4,4
23,1,8:57.0,Defensive rebound by B. Beal,,4,4
24,1,8:54.0,Shooting foul by E. Fournier (drawn by B. Beal),,4,4
25,1,8:54.0,B. Beal misses free throw 1 of 2,,4,4
26,1,8:54.0,Offensive rebound by Team,,4,4
27,1,8:54.0,B. Beal makes free throw 2 of 2,,5,4
28,1,8:38.0,,N. Vučević makes 2-pt layup from 2 ft,5,6
29,1,8:31.0,T. Bryant makes 2-pt dunk from 1 ft (assist by I. Thomas),,7,6
30,1,8:19.0,,Turnover by M. Fultz (lost ball; steal by I. Thomas),7,6
31,1,8:13.0,T. Brown misses 3-pt jump shot from 23 ft,,7,6
32,1,8:09.0,,Defensive rebound by A. Gordon,7,6
33,1,8:03.0,,N. Vučević makes 2-pt layup from 3 ft (assist by A. Aminu),7,8
34,1,8:03.0,,Shooting foul by B. Beal (drawn by N. Vučević),7,8
35,1,8:03.0,,N. Vučević makes free throw 1 of 1,7,9
36,1,7:47.0,R. Hachimura misses 2-pt jump shot from 20 ft,,7,9
37,1,7:43.0,,Defensive rebound by N. Vučević,7,9
38,1,7:37.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by M. Fultz),7,12
39,1,7:35.0,Washington full timeout,,7,12
40,1,7:25.0,I. Thomas makes 2-pt jump shot from 11 ft,,9,12
41,1,7:07.0,,Turnover by M. Fultz (lost ball; steal by I. Thomas),9,12
42,1,7:03.0,Turnover by B. Beal (step out of bounds),,9,12
43,1,6:52.0,,M. Fultz makes 3-pt jump shot from 25 ft (assist by N. Vučević),9,15
44,1,6:31.0,T. Brown misses 2-pt jump shot from 9 ft,,9,15
45,1,6:28.0,,Defensive rebound by A. Gordon,9,15
46,1,6:23.0,,A. Gordon misses 2-pt layup from 2 ft,9,15
47,1,6:21.0,,Offensive rebound by A. Gordon,9,15
48,1,6:21.0,,A. Gordon misses 2-pt layup at rim,9,15
49,1,6:21.0,Defensive rebound by T. Brown,,9,15
50,1,6:21.0,Turnover by T. Brown (traveling),,9,15
51,1,6:19.0,,A. Gordon makes 2-pt layup from 1 ft (assist by E. Fournier),9,17
52,1,6:05.0,B. Beal makes 2-pt layup from 3 ft (assist by T. Bryant),,11,17
53,1,5:54.0,,A. Gordon misses 3-pt jump shot from 26 ft,11,17
54,1,5:52.0,Defensive rebound by T. Brown,,11,17
55,1,5:47.0,I. Thomas misses 2-pt jump shot from 20 ft,,11,17
56,1,5:43.0,,Defensive rebound by A. Gordon,11,17
57,1,5:36.0,,N. Vučević makes 2-pt jump shot from 20 ft (assist by A. Gordon),11,19
58,1,5:13.0,R. Hachimura misses 2-pt jump shot from 6 ft,,11,19
