,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BROOKLYN_ACTION,LA LAKERS_SCORE,BROOKLYN_SCORE
384,4,8:21.0,K. Kuzma makes free throw 2 of 3,,112,96
385,4,8:21.0,K. Kuzma makes free throw 3 of 3,,113,96
386,4,8:06.0,,K. Irving misses 2-pt jump shot from 10 ft,113,96
387,4,8:03.0,Defensive rebound by L. James,,113,96
388,4,7:57.0,K. Kuzma misses 3-pt jump shot from 25 ft,,113,96
389,4,7:52.0,,Defensive rebound by S. Dinwiddie,113,96
390,4,7:34.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,113,96
391,4,7:31.0,Defensive rebound by L. James,,113,96
392,4,7:27.0,Personal foul by S. Dinwiddie (drawn by L. James),,113,96
393,4,7:27.0,,J. Harris enters the game for J. Allen,113,96
394,4,7:16.0,L. James makes 2-pt layup from 2 ft,,115,96
395,4,6:58.0,,Turnover by J. Harris (bad pass),115,96
396,4,6:42.0,L. James makes 2-pt hook shot from 3 ft,,117,96
397,4,6:41.0,,Brooklyn full timeout,117,96
398,4,6:41.0,,W. Chandler enters the game for G. Temple,117,96
399,4,6:32.0,,Personal foul by R. Rondo (drawn by K. Irving),117,96
400,4,6:25.0,,Turnover by K. Irving (bad pass),117,96
401,4,6:02.0,L. James makes 2-pt jump shot from 18 ft,,119,96
402,4,5:47.0,,T. Prince misses 2-pt layup from 2 ft,119,96
403,4,5:45.0,Defensive rebound by L. James,,119,96
404,4,5:32.0,L. James makes 2-pt jump shot from 22 ft,,121,96
405,4,5:10.0,,W. Chandler makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),121,99
406,4,4:45.0,Turnover by L. James (out of bounds lost ball),,121,99
407,4,4:45.0,T. Daniels enters the game for L. James,,121,99
408,4,4:35.0,,K. Irving makes 3-pt jump shot from 25 ft,121,102
409,4,4:24.0,Personal foul by W. Chandler (drawn by J. Dudley),,121,102
410,4,4:24.0,,Brooklyn full timeout,121,102
411,4,4:24.0,,C. Chiozza enters the game for W. Chandler,121,102
412,4,4:24.0,,R. Kurucs enters the game for S. Dinwiddie,121,102
413,4,4:24.0,,T. Luwawu-Cabarrot enters the game for J. Harris,121,102
414,4,4:24.0,,D. Musa enters the game for K. Irving,121,102
415,4,4:24.0,,T. Pinson enters the game for T. Prince,121,102
416,4,4:17.0,R. Rondo makes 2-pt layup from 2 ft,,123,102
417,4,4:03.0,,T. Pinson makes 3-pt jump shot from 25 ft (assist by R. Kurucs),123,105
418,4,3:40.0,Turnover by R. Rondo (bad pass; steal by T. Pinson),,123,105
419,4,3:32.0,,T. Pinson makes 2-pt layup from 2 ft,123,107
420,4,3:27.0,Turnover by K. Caldwell-Pope (bad pass; steal by C. Chiozza),,123,107
421,4,3:23.0,,C. Chiozza misses 2-pt layup at rim,123,107
422,4,3:21.0,Defensive rebound by K. Caldwell-Pope,,123,107
423,4,3:18.0,T. Daniels misses 3-pt jump shot from 23 ft,,123,107
424,4,3:16.0,,Defensive rebound by C. Chiozza,123,107
425,4,3:14.0,,R. Kurucs makes 3-pt jump shot from 25 ft (assist by C. Chiozza),123,110
426,4,2:51.0,T. Daniels makes 2-pt layup from 1 ft (assist by R. Rondo),,125,110
427,4,2:51.0,Shooting foul by D. Musa (drawn by T. Daniels),,125,110
428,4,2:51.0,Q. Cook enters the game for K. Caldwell-Pope,,125,110
429,4,2:51.0,T. Daniels makes free throw 1 of 1,,126,110
430,4,2:40.0,,Turnover by D. Musa (lost ball; steal by J. Dudley),126,110
431,4,2:35.0,Q. Cook makes 2-pt layup from 2 ft (assist by T. Daniels),,128,110
432,4,2:28.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,128,110
433,4,2:25.0,Defensive rebound by R. Rondo,,128,110
434,4,2:12.0,Q. Cook misses 2-pt jump shot from 13 ft,,128,110
435,4,2:09.0,Offensive rebound by T. Daniels,,128,110
436,4,1:58.0,J. Dudley misses 2-pt layup from 3 ft,,128,110
437,4,1:56.0,Offensive rebound by J. Dudley,,128,110
438,4,1:49.0,R. Rondo misses 3-pt jump shot from 25 ft,,128,110
439,4,1:45.0,,Defensive rebound by R. Kurucs,128,110
440,4,1:40.0,,R. Kurucs makes 3-pt jump shot from 25 ft (assist by D. Musa),128,113
441,4,1:30.0,Q. Cook misses 2-pt jump shot from 19 ft,,128,113
442,4,1:28.0,,Defensive rebound by D. Musa,128,113
443,4,1:23.0,,D. Musa misses 3-pt jump shot from 25 ft,128,113
444,4,1:20.0,Defensive rebound by J. Dudley,,128,113
445,4,0:57.0,R. Rondo misses 3-pt jump shot from 25 ft,,128,113
446,4,0:54.0,,Defensive rebound by D. Musa,128,113
447,4,0:48.0,,D. Musa misses 2-pt layup from 2 ft (block by T. Daniels),128,113
448,4,0:45.0,Defensive rebound by J. Dudley,,128,113
449,4,0:27.0,Q. Cook misses 2-pt jump shot from 6 ft,,128,113
450,4,0:24.0,,Defensive rebound by T. Luwawu-Cabarrot,128,113
451,4,0:24.0,,Personal foul by R. Rondo (drawn by T. Luwawu-Cabarrot),128,113
452,4,0:11.0,,D. Musa misses 2-pt layup at rim (block by J. Dudley),128,113
453,4,0:08.0,Defensive rebound by R. Rondo,,128,113
